row  column  (images_26_413.edf Fe-K*images_26_413.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  1.4447e+07
0  3  3.73535e+07
0  4  2.26689e+07
0  5  4.23262e+07
0  6  5.54853e+07
0  7  9.26823e+07
0  8  4.54879e+07
0  9  8.11823e+07
0  10  1.25353e+08
0  11  1.54881e+08
0  12  1.15757e+08
0  13  1.40485e+08
0  14  1.01537e+08
0  15  1.40103e+08
0  16  1.47078e+08
0  17  1.52474e+08
0  18  1.46808e+08
0  19  1.34294e+08
0  20  1.33199e+08
0  21  1.17577e+08
0  22  1.34187e+08
0  23  1.42574e+08
0  24  1.69932e+08
0  25  1.3927e+08
0  26  1.34334e+08
0  27  1.51452e+08
0  28  1.18219e+08
0  29  8.58716e+07
0  30  1.42268e+08
0  31  1.48725e+08
0  32  1.2572e+08
0  33  9.70056e+07
0  34  1.02748e+08
0  35  1.16444e+08
0  36  1.27655e+08
0  37  1.0726e+08
0  38  1.18518e+08
0  39  1.33595e+08
0  40  1.38886e+08
0  41  1.27118e+08
0  42  1.1354e+08
0  43  1.35666e+08
0  44  1.00225e+08
0  45  1.3766e+08
0  46  1.27317e+08
0  47  1.09859e+08
0  48  1.2944e+08
0  49  1.2989e+08
0  50  1.54634e+08
1  0  0
1  1  0
1  2  8.79823e+06
1  3  1.84647e+07
1  4  2.62776e+07
1  5  5.08664e+07
1  6  4.10995e+07
1  7  6.1063e+07
1  8  6.00419e+07
1  9  7.02717e+07
1  10  1.2773e+08
1  11  1.53992e+08
1  12  1.20943e+08
1  13  1.07813e+08
1  14  1.26237e+08
1  15  1.09421e+08
1  16  1.2426e+08
1  17  1.38736e+08
1  18  1.35969e+08
1  19  1.08863e+08
1  20  1.27787e+08
1  21  8.74866e+07
1  22  1.54153e+08
1  23  1.49544e+08
1  24  1.29897e+08
1  25  1.05719e+08
1  26  1.2113e+08
1  27  1.10095e+08
1  28  1.10602e+08
1  29  1.00075e+08
1  30  1.72117e+08
1  31  1.73136e+08
1  32  1.12615e+08
1  33  1.01399e+08
1  34  1.13567e+08
1  35  1.24804e+08
1  36  1.14241e+08
1  37  1.06844e+08
1  38  1.27192e+08
1  39  1.43548e+08
1  40  1.57456e+08
1  41  1.38397e+08
1  42  1.50088e+08
1  43  8.62534e+07
1  44  1.19384e+08
1  45  1.10315e+08
1  46  1.33207e+08
1  47  1.02577e+08
1  48  1.6658e+08
1  49  1.37374e+08
1  50  1.96164e+08
2  0  0
2  1  0
2  2  1.82873e+07
2  3  2.46501e+07
2  4  2.92823e+07
2  5  2.86683e+07
2  6  6.52781e+07
2  7  8.09988e+07
2  8  6.61502e+07
2  9  1.02342e+08
2  10  1.29828e+08
2  11  1.67386e+08
2  12  1.34683e+08
2  13  1.04441e+08
2  14  1.2255e+08
2  15  1.43902e+08
2  16  1.537e+08
2  17  1.23502e+08
2  18  1.26232e+08
2  19  1.17772e+08
2  20  9.361e+07
2  21  1.11694e+08
2  22  1.42402e+08
2  23  1.42071e+08
2  24  1.34858e+08
2  25  8.17976e+07
2  26  1.11565e+08
2  27  1.49985e+08
2  28  8.46152e+07
2  29  1.08548e+08
2  30  1.52536e+08
2  31  1.76229e+08
2  32  1.3788e+08
2  33  1.34247e+08
2  34  1.4198e+08
2  35  1.198e+08
2  36  1.26816e+08
2  37  9.70148e+07
2  38  1.46124e+08
2  39  1.43787e+08
2  40  1.51388e+08
2  41  1.83735e+08
2  42  1.36527e+08
2  43  9.64925e+07
2  44  1.13902e+08
2  45  1.24885e+08
2  46  1.35368e+08
2  47  1.39052e+08
2  48  1.71896e+08
2  49  1.34885e+08
2  50  1.78972e+08
3  0  0
3  1  0
3  2  1.96621e+07
3  3  2.59236e+07
3  4  2.96054e+07
3  5  5.42546e+07
3  6  6.44047e+07
3  7  6.89496e+07
3  8  7.48304e+07
3  9  9.74864e+07
3  10  1.24724e+08
3  11  1.4188e+08
3  12  1.92374e+08
3  13  9.94804e+07
3  14  1.11146e+08
3  15  1.3034e+08
3  16  1.31943e+08
3  17  1.32891e+08
3  18  1.17021e+08
3  19  1.03832e+08
3  20  8.4683e+07
3  21  1.00024e+08
3  22  1.04471e+08
3  23  1.0821e+08
3  24  9.91309e+07
3  25  6.94009e+07
3  26  1.04714e+08
3  27  1.24226e+08
3  28  8.84591e+07
3  29  1.14848e+08
3  30  1.25261e+08
3  31  1.94669e+08
3  32  1.30998e+08
3  33  1.31845e+08
3  34  1.23835e+08
3  35  1.34448e+08
3  36  1.25235e+08
3  37  1.19336e+08
3  38  1.43464e+08
3  39  1.61514e+08
3  40  1.33472e+08
3  41  1.70534e+08
3  42  1.33116e+08
3  43  9.75921e+07
3  44  1.31277e+08
3  45  1.3468e+08
3  46  1.29272e+08
3  47  1.39393e+08
3  48  1.44338e+08
3  49  1.07132e+08
3  50  1.48533e+08
4  0  0
4  1  0
4  2  6.08217e+06
4  3  2.5319e+07
4  4  4.10096e+07
4  5  4.60726e+07
4  6  4.98559e+07
4  7  6.51122e+07
4  8  5.34513e+07
4  9  9.37526e+07
4  10  9.69191e+07
4  11  1.32532e+08
4  12  1.40733e+08
4  13  1.25679e+08
4  14  1.14845e+08
4  15  1.37717e+08
4  16  1.34252e+08
4  17  1.26104e+08
4  18  1.51843e+08
4  19  9.92068e+07
4  20  8.09362e+07
4  21  8.26992e+07
4  22  9.53029e+07
4  23  1.24845e+08
4  24  1.09578e+08
4  25  8.39728e+07
4  26  9.60756e+07
4  27  1.02593e+08
4  28  1.05496e+08
4  29  9.92161e+07
4  30  1.37893e+08
4  31  1.35591e+08
4  32  1.095e+08
4  33  1.23875e+08
4  34  1.30818e+08
4  35  1.41284e+08
4  36  1.36198e+08
4  37  1.15752e+08
4  38  1.3022e+08
4  39  1.30252e+08
4  40  1.65142e+08
4  41  1.62786e+08
4  42  1.28768e+08
4  43  1.10088e+08
4  44  1.33508e+08
4  45  1.7722e+08
4  46  1.49662e+08
4  47  1.49743e+08
4  48  1.50018e+08
4  49  1.08652e+08
4  50  1.34831e+08
5  0  0
5  1  0
5  2  1.71918e+07
5  3  3.67375e+07
5  4  3.95564e+07
5  5  4.23417e+07
5  6  6.01468e+07
5  7  6.79335e+07
5  8  6.92826e+07
5  9  8.26675e+07
5  10  1.04072e+08
5  11  1.46472e+08
5  12  1.57192e+08
5  13  1.12352e+08
5  14  1.25739e+08
5  15  1.298e+08
5  16  1.20221e+08
5  17  1.25802e+08
5  18  1.05336e+08
5  19  9.94141e+07
5  20  1.02097e+08
5  21  1.01078e+08
5  22  1.14477e+08
5  23  1.13235e+08
5  24  9.94928e+07
5  25  8.67271e+07
5  26  9.88997e+07
5  27  1.13216e+08
5  28  9.31071e+07
5  29  1.02597e+08
5  30  1.04242e+08
5  31  1.30289e+08
5  32  1.08232e+08
5  33  1.40377e+08
5  34  1.36906e+08
5  35  1.42168e+08
5  36  1.3376e+08
5  37  1.20042e+08
5  38  1.44699e+08
5  39  1.61912e+08
5  40  1.49048e+08
5  41  1.41446e+08
5  42  1.29864e+08
5  43  1.11598e+08
5  44  1.45739e+08
5  45  1.48945e+08
5  46  1.33228e+08
5  47  1.15584e+08
5  48  1.2258e+08
5  49  8.60973e+07
5  50  1.2483e+08
6  0  0
6  1  1.19183e+07
6  2  4.01903e+07
6  3  2.7508e+07
6  4  3.97194e+07
6  5  5.03135e+07
6  6  4.95943e+07
6  7  5.29676e+07
6  8  5.20241e+07
