row  column  (images_26_413.edf Mn-K*images_26_413.edf Ar-K**2.3)
0  0  0
0  1  3.30905e+07
0  2  6.50234e+06
0  3  2.43064e+07
0  4  1.51273e+07
0  5  1.94584e+07
0  6  3.85858e+07
0  7  2.62191e+07
0  8  8.21946e+06
0  9  3.39082e+07
0  10  1.61982e+07
0  11  3.50962e+07
0  12  2.67919e+07
0  13  1.5414e+07
0  14  1.61576e+07
0  15  2.28785e+07
0  16  2.12684e+07
0  17  1.09543e+07
0  18  1.907e+07
0  19  1.14723e+07
0  20  1.70979e+07
0  21  7.37479e+06
0  22  1.80268e+07
0  23  1.57098e+07
0  24  2.04437e+07
0  25  5.95048e+06
0  26  2.71848e+07
0  27  2.31606e+07
0  28  1.56735e+07
0  29  1.15179e+07
0  30  2.64483e+07
0  31  1.06862e+07
0  32  1.44114e+07
0  33  1.82215e+07
0  34  2.29241e+07
0  35  1.67975e+07
0  36  9.88524e+06
0  37  1.96917e+07
0  38  1.9483e+07
0  39  1.48764e+07
0  40  1.12245e+07
0  41  1.50892e+07
0  42  1.45053e+07
0  43  2.8145e+07
0  44  1.40828e+07
0  45  3.16933e+07
0  46  1.25738e+07
0  47  2.2071e+07
0  48  1.85714e+07
0  49  3.20637e+07
0  50  1.11371e+07
1  0  1.68825e+07
1  1  2.49131e+07
1  2  6.13694e+06
1  3  2.70818e+07
1  4  2.84666e+07
1  5  2.04821e+07
1  6  1.10897e+07
1  7  9.15165e+06
1  8  2.57526e+07
1  9  1.13933e+07
1  10  3.11257e+07
1  11  1.76016e+07
1  12  1.52998e+07
1  13  2.49211e+07
1  14  2.23301e+07
1  15  9.03004e+06
1  16  1.20396e+07
1  17  5.63601e+06
1  18  1.10945e+07
1  19  1.18223e+07
1  20  8.79874e+06
1  21  1.06828e+07
1  22  3.30522e+07
1  23  2.58238e+07
1  24  2.35369e+07
1  25  1.31442e+07
1  26  1.1643e+07
1  27  2.2702e+07
1  28  2.11449e+07
1  29  1.73956e+07
1  30  1.54812e+07
1  31  1.56016e+07
1  32  1.8028e+07
1  33  1.71238e+07
1  34  1.83274e+07
1  35  1.46592e+07
1  36  9.01686e+06
1  37  1.41518e+07
1  38  1.21795e+07
1  39  2.00157e+07
1  40  2.48113e+07
1  41  1.41985e+07
1  42  1.19075e+07
1  43  1.60873e+07
1  44  1.51378e+07
1  45  1.47948e+07
1  46  2.6479e+07
1  47  9.30767e+06
1  48  1.55079e+07
1  49  1.83669e+07
1  50  2.77722e+07
2  0  3.33582e+07
2  1  9.15633e+06
2  2  2.95689e+07
2  3  3.26981e+07
2  4  1.43681e+07
2  5  3.98102e+07
2  6  2.34218e+07
2  7  2.66018e+07
2  8  1.95892e+07
2  9  1.69331e+07
2  10  2.81059e+07
2  11  1.66253e+07
2  12  2.13256e+07
2  13  2.4932e+07
2  14  1.93731e+07
2  15  1.17133e+07
2  16  1.2731e+07
2  17  9.8605e+06
2  18  2.13829e+07
2  19  2.63641e+07
2  20  1.83439e+07
2  21  1.03141e+07
2  22  1.94455e+07
2  23  1.69058e+07
2  24  1.47559e+07
2  25  1.61024e+07
2  26  1.44642e+07
2  27  9.95525e+06
