row  column  (images_16_017.edf Fe-K*images_16_017.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  1.31889e+07
0  3  1.76276e+07
0  4  2.41099e+07
0  5  2.2882e+07
0  6  3.26537e+07
0  7  3.42534e+07
0  8  4.30035e+07
0  9  3.81184e+07
0  10  4.65591e+07
0  11  4.69724e+07
0  12  5.23055e+07
0  13  5.28053e+07
0  14  4.62594e+07
0  15  4.44932e+07
0  16  4.41859e+07
0  17  5.37314e+07
0  18  5.61321e+07
0  19  1.19142e+08
0  20  4.97388e+07
0  21  4.06967e+07
0  22  3.74451e+07
0  23  3.22235e+07
0  24  2.46509e+07
0  25  3.34215e+07
0  26  4.86719e+07
0  27  4.25843e+07
0  28  3.30161e+07
0  29  3.52839e+07
0  30  3.90568e+07
0  31  3.56629e+07
0  32  2.31316e+07
0  33  2.85337e+07
0  34  2.52624e+07
0  35  3.26514e+07
0  36  2.76892e+07
0  37  3.47248e+07
0  38  2.61552e+07
0  39  4.02124e+07
0  40  3.51954e+07
0  41  4.85808e+07
0  42  1.58605e+08
0  43  5.45953e+07
0  44  4.37423e+07
0  45  3.91007e+07
0  46  3.97165e+07
0  47  3.50348e+07
0  48  5.17453e+07
0  49  4.84637e+07
0  50  3.19456e+07
1  0  8.87019e+06
1  1  1.97856e+07
1  2  2.48345e+07
1  3  2.43695e+07
1  4  5.42335e+07
1  5  4.93447e+07
1  6  4.97396e+07
1  7  4.78071e+07
1  8  5.14069e+07
1  9  4.96218e+07
1  10  5.2576e+07
1  11  7.38364e+07
1  12  4.92003e+07
1  13  4.52017e+07
1  14  4.83698e+07
1  15  5.07853e+07
1  16  5.06781e+07
1  17  5.71885e+07
1  18  7.66079e+07
1  19  1.12327e+08
1  20  4.15665e+07
1  21  4.40608e+07
1  22  3.11659e+07
1  23  3.05349e+07
1  24  3.11685e+07
1  25  5.30569e+07
1  26  6.2721e+07
1  27  3.59698e+07
1  28  3.00758e+07
1  29  3.71714e+07
1  30  4.19438e+07
1  31  3.25479e+07
1  32  3.35297e+07
1  33  3.19756e+07
1  34  3.97858e+07
1  35  3.24627e+07
1  36  3.83683e+07
1  37  2.89127e+07
1  38  3.06056e+07
1  39  4.15252e+07
1  40  4.04595e+07
1  41  8.3585e+07
1  42  1.73537e+08
1  43  4.49698e+07
1  44  4.31409e+07
1  45  3.37357e+07
1  46  4.24828e+07
1  47  4.09769e+07
1  48  5.77206e+07
1  49  3.76327e+07
1  50  3.93018e+07
2  0  2.02051e+07
2  1  2.41876e+07
2  2  3.21241e+07
2  3  5.42925e+07
2  4  7.03936e+07
2  5  5.09301e+07
2  6  5.6454e+07
2  7  5.74657e+07
2  8  5.70851e+07
2  9  4.53456e+07
2  10  4.93013e+07
2  11  5.08784e+07
2  12  4.84108e+07
2  13  6.34269e+07
2  14  4.70647e+07
2  15  5.19573e+07
2  16  6.16776e+07
2  17  6.15643e+07
2  18  7.68249e+07
2  19  1.4097e+08
2  20  5.3734e+07
2  21  3.83336e+07
2  22  4.23179e+07
2  23  3.91764e+07
2  24  3.36377e+07
2  25  5.17033e+07
2  26  1.04609e+08
2  27  5.07873e+07
2  28  3.56379e+07
2  29  4.00894e+07
2  30  5.0047e+07
2  31  3.11495e+07
2  32  3.74569e+07
2  33  4.12656e+07
2  34  3.62718e+07
2  35  4.26957e+07
2  36  3.80154e+07
2  37  3.22763e+07
2  38  2.99936e+07
2  39  4.10159e+07
2  40  3.87105e+07
2  41  5.91899e+07
2  42  1.33492e+08
2  43  4.73119e+07
2  44  3.75512e+07
2  45  4.08422e+07
2  46  4.44466e+07
2  47  4.43905e+07
2  48  4.96995e+07
2  49  4.17644e+07
2  50  3.51006e+07
3  0  2.42163e+07
3  1  2.99747e+07
3  2  4.12112e+07
3  3  5.73658e+07
3  4  9.54791e+07
3  5  5.84501e+07
3  6  6.23222e+07
3  7  6.92959e+07
3  8  6.17444e+07
3  9  5.2734e+07
3  10  5.92334e+07
3  11  5.49303e+07
3  12  6.22195e+07
3  13  5.43912e+07
3  14  6.22504e+07
3  15  5.07317e+07
3  16  6.41752e+07
3  17  6.03797e+07
3  18  7.9135e+07
3  19  1.22466e+08
3  20  6.07053e+07
3  21  3.98309e+07
3  22  3.56569e+07
3  23  4.30495e+07
3  24  4.15815e+07
3  25  6.54466e+07
3  26  1.33396e+08
3  27  4.08231e+07
3  28  4.24282e+07
3  29  4.01416e+07
3  30  4.65257e+07
3  31  4.65383e+07
3  32  3.55577e+07
3  33  4.40602e+07
3  34  4.11809e+07
3  35  4.00414e+07
3  36  3.90171e+07
3  37  3.60031e+07
3  38  3.33725e+07
3  39  3.67266e+07
3  40  3.34808e+07
3  41  6.54236e+07
3  42  8.70826e+07
3  43  4.54681e+07
3  44  4.4547e+07
3  45  4.3861e+07
3  46  3.5395e+07
3  47  3.31306e+07
3  48  5.31963e+07
3  49  3.83154e+07
3  50  3.94907e+07
4  0  2.63727e+07
4  1  3.64575e+07
4  2  5.47396e+07
4  3  7.78538e+07
4  4  1.24057e+08
4  5  6.44826e+07
4  6  5.0401e+07
4  7  6.15397e+07
4  8  6.97802e+07
4  9  5.77898e+07
4  10  6.23424e+07
4  11  6.1832e+07
4  12  5.83649e+07
4  13  4.65494e+07
4  14  5.29977e+07
4  15  5.43269e+07
4  16  6.09633e+07
4  17  5.1784e+07
4  18  6.42482e+07
4  19  1.01591e+08
4  20  5.39609e+07
4  21  4.08382e+07
4  22  4.15619e+07
4  23  4.01985e+07
4  24  3.05541e+07
4  25  6.43962e+07
4  26  1.69757e+08
4  27  5.89982e+07
4  28  3.80829e+07
4  29  5.0678e+07
4  30  4.07597e+07
4  31  4.30812e+07
4  32  3.21092e+07
4  33  3.70068e+07
4  34  4.95884e+07
4  35  3.90608e+07
4  36  3.65535e+07
4  37  4.07982e+07
4  38  4.191e+07
4  39  4.03024e+07
4  40  3.85346e+07
4  41  5.22487e+07
4  42  9.0166e+07
4  43  4.49007e+07
4  44  4.19491e+07
4  45  3.98471e+07
4  46  3.4608e+07
4  47  3.78268e+07
4  48  4.87367e+07
4  49  5.02205e+07
4  50  3.30608e+07
5  0  4.15202e+07
5  1  4.96615e+07
5  2  5.8488e+07
5  3  8.70768e+07
5  4  1.61501e+08
5  5  7.61175e+07
5  6  5.95015e+07
5  7  6.39365e+07
5  8  6.38097e+07
5  9  5.60813e+07
5  10  5.41546e+07
5  11  5.92367e+07
5  12  5.22011e+07
5  13  6.77697e+07
5  14  5.58745e+07
5  15  5.95963e+07
5  16  5.90503e+07
5  17  5.294e+07
5  18  8.23356e+07
5  19  7.60303e+07
5  20  5.27699e+07
5  21  4.25893e+07
5  22  3.42118e+07
5  23  3.20844e+07
5  24  5.02633e+07
5  25  7.75056e+07
5  26  2.25792e+08
5  27  6.17602e+07
5  28  4.663e+07
5  29  4.38961e+07
5  30  4.27778e+07
5  31  4.39441e+07
5  32  3.33532e+07
5  33  3.92301e+07
5  34  5.44424e+07
5  35  3.78128e+07
5  36  3.99573e+07
5  37  3.93232e+07
5  38  3.55553e+07
5  39  4.21032e+07
5  40  3.46142e+07
5  41  4.80666e+07
5  42  5.54464e+07
5  43  4.51627e+07
5  44  3.31844e+07
5  45  4.22171e+07
5  46  3.0842e+07
5  47  3.67109e+07
5  48  4.0244e+07
5  49  3.74687e+07
5  50  3.62786e+07
6  0  4.49221e+07
6  1  5.85548e+07
6  2  6.85706e+07
6  3  8.69031e+07
