row  column  (images_16_017.edf Zn-K*images_16_017.edf Ar-K**2.3)
0  0  7.82375e+06
0  1  1.30385e+07
0  2  2.78056e+07
0  3  2.72045e+07
0  4  2.20922e+07
0  5  2.13934e+07
0  6  4.11572e+07
0  7  3.26512e+07
0  8  2.43243e+07
0  9  2.57147e+07
0  10  1.33923e+07
0  11  2.15817e+07
0  12  1.67826e+07
0  13  2.49171e+07
0  14  2.59405e+07
0  15  1.95959e+07
0  16  1.29265e+07
0  17  1.42268e+07
0  18  2.71851e+07
0  19  1.79568e+07
0  20  1.46142e+07
0  21  1.51441e+07
0  22  2.06216e+07
0  23  7.73531e+06
0  24  1.31472e+06
0  25  2.11589e+07
0  26  6.11028e+07
0  27  5.7784e+06
0  28  4.86734e+06
0  29  1.11416e+07
0  30  2.57747e+07
0  31  1.41131e+07
0  32  1.95041e+07
0  33  1.12426e+07
0  34  4.61083e+06
0  35  4.37382e+06
0  36  1.1141e+07
0  37  6.39964e+06
0  38  0
0  39  0
0  40  4.58772e+06
0  41  1.92312e+06
0  42  0
0  43  6.30092e+06
0  44  4.25307e+06
0  45  1.61939e+06
0  46  5.91326e+06
0  47  1.385e+07
0  48  5.95674e+06
0  49  1.24516e+06
0  50  8.37209e+06
1  0  2.26048e+07
1  1  3.47662e+07
1  2  4.46557e+07
1  3  3.38509e+07
1  4  3.4722e+07
1  5  4.63542e+07
1  6  6.53039e+07
1  7  4.46423e+07
1  8  3.48414e+07
1  9  3.57119e+07
1  10  1.72722e+07
1  11  2.45052e+07
1  12  3.00381e+07
1  13  2.96323e+07
1  14  2.77896e+07
1  15  3.07372e+07
1  16  2.85414e+07
1  17  3.92918e+07
1  18  4.5689e+07
1  19  3.17341e+07
1  20  1.9407e+07
1  21  2.34977e+07
1  22  1.68204e+07
1  23  1.66458e+07
1  24  1.028e+07
1  25  8.39089e+07
1  26  3.49758e+07
1  27  1.35285e+07
1  28  1.34841e+07
1  29  2.80352e+07
1  30  2.83064e+07
1  31  1.84129e+07
1  32  1.50084e+07
1  33  1.50715e+07
1  34  1.17182e+07
1  35  1.16756e+07
1  36  2.15268e+07
1  37  1.06333e+07
1  38  1.49255e+07
1  39  8.24596e+06
1  40  4.21696e+06
1  41  4.70671e+06
1  42  4.09307e+06
1  43  3.64017e+06
1  44  1.22711e+07
1  45  3.69002e+06
1  46  9.8364e+06
1  47  5.02931e+06
1  48  2.46332e+06
1  49  3.59896e+06
1  50  0
2  0  2.72017e+07
2  1  3.62379e+07
2  2  4.44865e+07
2  3  4.7689e+07
2  4  5.06617e+07
2  5  5.1561e+07
2  6  6.25663e+07
2  7  4.88743e+07
2  8  4.99438e+07
2  9  3.03196e+07
2  10  2.64316e+07
2  11  2.63638e+07
2  12  4.20745e+07
2  13  5.88269e+07
2  14  4.18243e+07
2  15  5.25051e+07
2  16  4.11515e+07
2  17  4.67121e+07
2  18  6.03555e+07
2  19  4.5457e+07
2  20  3.93053e+07
2  21  3.58284e+07
2  22  2.99286e+07
2  23  2.35774e+07
2  24  2.05995e+07
2  25  1.15384e+08
2  26  8.00947e+07
2  27  2.10225e+07
2  28  2.65116e+07
2  29  4.73506e+07
2  30  3.8128e+07
2  31  4.06157e+07
2  32  2.43486e+07
2  33  2.42872e+07
2  34  3.04994e+07
2  35  1.90562e+07
2  36  2.05831e+07
2  37  2.43332e+07
2  38  1.22877e+07
2  39  3.20135e+06
2  40  6.78719e+06
2  41  5.45454e+06
2  42  9.94675e+06
2  43  1.02991e+07
2  44  1.01862e+07
2  45  1.79353e+07
2  46  9.39643e+06
2  47  8.39334e+06
2  48  2.81155e+06
2  49  1.16961e+07
2  50  8.84993e+06
3  0  3.42908e+07
3  1  3.28989e+07
3  2  5.26411e+07
3  3  5.61813e+07
3  4  4.85977e+07
3  5  5.58993e+07
3  6  5.86333e+07
3  7  5.84083e+07
3  8  4.41973e+07
3  9  3.28324e+07
3  10  3.29038e+07
3  11  3.173e+07
3  12  4.7012e+07
3  13  6.4185e+07
3  14  5.91845e+07
3  15  4.42425e+07
3  16  4.55586e+07
3  17  5.85444e+07
3  18  7.17469e+07
3  19  4.87303e+07
3  20  4.72721e+07
3  21  3.43579e+07
3  22  3.0877e+07
3  23  3.60695e+07
3  24  3.22657e+07
3  25  1.60719e+08
3  26  7.87646e+07
3  27  3.80812e+07
3  28  3.88646e+07
3  29  5.16308e+07
3  30  4.18912e+07
3  31  4.83731e+07
3  32  3.44781e+07
3  33  3.83915e+07
3  34  3.20327e+07
3  35  3.33023e+07
3  36  4.37679e+07
3  37  3.77621e+07
3  38  1.81495e+07
3  39  1.55664e+07
3  40  1.40234e+07
3  41  5.44169e+06
3  42  1.53178e+07
3  43  9.5208e+06
3  44  2.97425e+07
3  45  1.68436e+07
3  46  5.17724e+06
3  47  2.11201e+07
3  48  1.36958e+07
3  49  1.34448e+07
3  50  9.41654e+06
4  0  3.1262e+07
4  1  3.69672e+07
4  2  5.02276e+07
4  3  6.8366e+07
4  4  5.9144e+07
4  5  5.7572e+07
4  6  6.04877e+07
4  7  5.58271e+07
4  8  4.18698e+07
4  9  3.91668e+07
4  10  2.79517e+07
4  11  4.21424e+07
4  12  5.21282e+07
4  13  5.97965e+07
4  14  4.8463e+07
4  15  6.19256e+07
4  16  5.53851e+07
4  17  5.50973e+07
4  18  6.01704e+07
4  19  4.71398e+07
4  20  4.11377e+07
4  21  4.49585e+07
4  22  3.5203e+07
4  23  3.91189e+07
4  24  5.22942e+07
4  25  2.8655e+08
4  26  1.41025e+08
4  27  5.1372e+07
4  28  4.51454e+07
4  29  5.65716e+07
4  30  4.87948e+07
4  31  4.79163e+07
4  32  3.98988e+07
4  33  4.96462e+07
4  34  4.06624e+07
4  35  2.48071e+07
4  36  3.38593e+07
4  37  3.72711e+07
4  38  2.25998e+07
4  39  1.31425e+07
4  40  9.11261e+06
4  41  8.10484e+06
4  42  7.6089e+06
4  43  2.87608e+07
4  44  4.50047e+07
4  45  2.9025e+07
4  46  2.60106e+07
4  47  1.88006e+07
4  48  1.65926e+07
4  49  3.02528e+07
4  50  1.28933e+07
5  0  4.90331e+07
5  1  5.38178e+07
5  2  7.22111e+07
5  3  5.96385e+07
5  4  6.60476e+07
5  5  5.7856e+07
5  6  5.64298e+07
5  7  4.73909e+07
5  8  4.96004e+07
5  9  3.23156e+07
5  10  2.5516e+07
5  11  5.10659e+07
5  12  5.22748e+07
5  13  6.35171e+07
5  14  6.29356e+07
5  15  6.43262e+07
5  16  6.12445e+07
5  17  5.89367e+07
5  18  6.9006e+07
5  19  5.30335e+07
5  20  4.60761e+07
5  21  3.20609e+07
5  22  3.22053e+07
5  23  4.23249e+07
5  24  4.02853e+07
5  25  1.25647e+08
5  26  7.07811e+07
5  27  3.8626e+07
5  28  4.04044e+07
5  29  3.29098e+07
5  30  4.05046e+07
5  31  4.34358e+07
5  32  3.84193e+07
5  33  3.76974e+07
5  34  5.5327e+07
5  35  3.74681e+07
5  36  3.17373e+07
5  37  3.99277e+07
5  38  1.94437e+07
5  39  1.32001e+07
5  40  7.91469e+06
5  41  1.35101e+07
5  42  2.68294e+07
5  43  3.521e+07
5  44  5.35757e+07
5  45  3.1526e+07
5  46  2.77238e+07
5  47  3.07983e+07
5  48  3.07169e+07
5  49  3.28151e+07
5  50  2.70985e+07
6  0  5.82384e+07
6  1  6.06672e+07
6  2  7.05545e+07
6  3  6.25067e+07
6  4  5.81103e+07
6  5  5.33224e+07
6  6  4.98694e+07
6  7  5.49373e+07
6  8  4.61019e+07
6  9  3.76778e+07
6  10  3.69158e+07
6  11  4.30846e+07
6  12  5.27259e+07
6  13  5.67597e+07
6  14  6.97335e+07
6  15  6.84672e+07
6  16  5.55886e+07
6  17  5.98616e+07
6  18  5.4959e+07
6  19  4.83134e+07
6  20  4.83193e+07
6  21  4.22152e+07
6  22  4.38775e+07
6  23  3.38941e+07
6  24  4.5055e+07
6  25  7.90679e+07
6  26  7.6343e+07
6  27  4.11869e+07
6  28  4.37273e+07
6  29  4.70245e+07
6  30  5.32499e+07
6  31  4.60306e+07
6  32  4.53109e+07
6  33  4.03472e+07
6  34  5.22886e+07
6  35  3.35777e+07
6  36  4.26881e+07
6  37  3.10422e+07
6  38  1.68968e+07
6  39  1.453e+07
6  40  1.43332e+07
6  41  2.12802e+07
6  42  4.17796e+07
6  43  4.46637e+07
6  44  7.3709e+07
6  45  6.49619e+07
