row  column  (images_17_538.edf Fe-K*images_17_538.edf Ar-K**2.3)
0  0  2.64489e+07
0  1  2.8984e+07
0  2  2.70162e+07
0  3  2.18615e+07
0  4  2.36709e+07
0  5  2.59261e+07
0  6  2.20699e+07
0  7  2.2314e+07
0  8  2.35666e+07
0  9  2.33885e+07
0  10  2.15288e+07
0  11  2.48249e+07
0  12  2.68754e+07
0  13  2.12996e+07
0  14  2.27992e+07
0  15  3.01053e+07
0  16  2.59513e+07
0  17  3.00501e+07
0  18  2.47794e+07
0  19  2.99597e+07
0  20  2.88768e+07
0  21  3.25278e+07
0  22  2.19338e+07
0  23  2.66668e+07
0  24  2.57359e+07
0  25  3.18084e+07
0  26  2.68996e+07
0  27  2.80559e+07
0  28  2.44311e+07
0  29  2.3031e+07
0  30  2.42638e+07
0  31  3.02726e+07
0  32  3.00305e+07
0  33  3.43991e+07
0  34  3.36717e+07
0  35  3.57917e+07
0  36  3.36101e+07
0  37  3.36341e+07
0  38  3.5304e+07
0  39  3.08004e+07
0  40  2.76663e+07
0  41  2.83037e+07
0  42  2.7164e+07
0  43  3.13893e+07
0  44  3.24678e+07
0  45  3.3816e+07
0  46  3.28384e+07
0  47  3.17582e+07
0  48  3.05315e+07
0  49  3.61848e+07
0  50  4.16432e+07
0  51  4.8988e+07
0  52  5.40563e+07
0  53  4.97597e+07
0  54  4.3154e+07
0  55  4.03333e+07
0  56  4.17076e+07
0  57  4.86586e+07
0  58  4.57666e+07
0  59  3.28646e+07
0  60  3.58511e+07
0  61  4.23525e+07
0  62  4.46948e+07
0  63  4.36838e+07
0  64  4.47628e+07
0  65  4.14777e+07
0  66  4.61538e+07
0  67  4.8238e+07
0  68  5.49983e+07
0  69  5.81062e+07
0  70  5.25075e+07
0  71  5.6753e+07
0  72  5.74438e+07
0  73  9.09527e+07
0  74  4.93846e+07
0  75  5.14036e+07
0  76  4.38627e+07
0  77  5.35502e+07
0  78  4.93767e+07
0  79  4.93139e+07
0  80  4.52949e+07
1  0  2.81318e+07
1  1  2.60056e+07
1  2  2.55345e+07
1  3  2.63208e+07
1  4  1.99314e+07
1  5  2.20125e+07
1  6  2.1184e+07
1  7  2.25474e+07
1  8  2.38398e+07
1  9  2.33402e+07
1  10  2.1588e+07
1  11  2.42837e+07
1  12  1.97286e+07
1  13  2.46763e+07
1  14  2.82418e+07
1  15  2.68978e+07
1  16  2.83055e+07
1  17  3.01661e+07
1  18  2.82057e+07
1  19  3.03319e+07
1  20  2.67615e+07
1  21  3.23065e+07
1  22  3.16664e+07
1  23  2.77098e+07
1  24  3.00738e+07
1  25  2.36313e+07
1  26  2.81066e+07
1  27  2.72556e+07
1  28  2.69481e+07
1  29  2.77979e+07
1  30  2.95616e+07
1  31  2.7178e+07
1  32  3.39321e+07
1  33  2.78649e+07
1  34  2.89437e+07
1  35  3.28376e+07
1  36  3.43185e+07
1  37  3.03497e+07
1  38  3.01461e+07
1  39  3.17819e+07
1  40  2.85567e+07
1  41  2.89094e+07
1  42  2.88761e+07
1  43  2.85864e+07
1  44  2.58083e+07
1  45  3.18438e+07
1  46  2.91879e+07
1  47  3.15266e+07
1  48  3.52567e+07
1  49  4.11406e+07
1  50  3.42085e+07
1  51  4.05263e+07
1  52  4.16346e+07
1  53  4.10766e+07
1  54  4.37923e+07
1  55  3.54022e+07
1  56  3.76739e+07
1  57  4.35962e+07
1  58  3.6383e+07
1  59  3.57834e+07
1  60  3.9613e+07
1  61  4.13026e+07
1  62  4.73958e+07
1  63  3.77549e+07
1  64  4.23476e+07
1  65  4.43415e+07
1  66  4.01773e+07
1  67  4.65407e+07
1  68  4.86671e+07
1  69  5.23496e+07
1  70  4.97782e+07
1  71  4.93874e+07
1  72  8.9633e+07
1  73  6.6106e+07
1  74  4.94015e+07
1  75  4.78936e+07
1  76  4.98288e+07
1  77  5.26499e+07
1  78  5.12102e+07
1  79  4.6934e+07
1  80  4.8526e+07
2  0  3.06286e+07
2  1  3.01553e+07
2  2  2.46794e+07
2  3  2.38329e+07
2  4  2.29806e+07
2  5  2.19047e+07
2  6  2.45345e+07
2  7  2.14686e+07
2  8  2.20187e+07
2  9  2.18705e+07
2  10  2.71828e+07
2  11  2.10197e+07
2  12  2.27851e+07
2  13  2.43097e+07
2  14  2.49489e+07
2  15  2.2874e+07
2  16  3.15823e+07
2  17  2.96224e+07
2  18  3.21135e+07
2  19  2.58015e+07
2  20  3.53174e+07
2  21  2.75438e+07
2  22  3.25288e+07
2  23  3.04875e+07
2  24  3.18927e+07
2  25  3.10104e+07
2  26  2.61662e+07
2  27  2.75179e+07
2  28  2.70772e+07
2  29  2.75158e+07
2  30  3.02888e+07
2  31  2.65436e+07
2  32  3.23748e+07
2  33  2.76663e+07
2  34  2.60605e+07
2  35  3.2074e+07
2  36  3.15957e+07
2  37  2.98987e+07
2  38  3.07632e+07
2  39  3.24853e+07
2  40  3.13254e+07
2  41  2.80536e+07
2  42  3.00366e+07
2  43  2.54311e+07
2  44  2.69745e+07
2  45  3.17038e+07
2  46  2.76941e+07
2  47  3.11935e+07
2  48  3.34413e+07
2  49  3.69451e+07
2  50  3.62605e+07
2  51  4.02149e+07
2  52  3.90369e+07
2  53  3.99182e+07
2  54  3.78265e+07
2  55  2.94898e+07
2  56  3.785e+07
2  57  4.26769e+07
2  58  3.27771e+07
2  59  2.92993e+07
2  60  3.56046e+07
2  61  4.67362e+07
2  62  4.37284e+07
2  63  3.74759e+07
2  64  3.44308e+07
2  65  4.0891e+07
2  66  4.01786e+07
2  67  5.86754e+07
2  68  4.72688e+07
2  69  3.92682e+07
2  70  5.88293e+07
2  71  4.80033e+07
2  72  7.48392e+07
2  73  5.48484e+07
2  74  4.65149e+07
2  75  4.58499e+07
2  76  4.75111e+07
2  77  4.70334e+07
2  78  4.59465e+07
2  79  4.34234e+07
2  80  3.90916e+07
3  0  2.60931e+07
3  1  2.87747e+07
3  2  2.10977e+07
3  3  2.49159e+07
3  4  2.12713e+07
