row  column  (images_17_538.edf Mn-K*images_17_538.edf Ar-K**2.3)
0  0  3.04647e+06
0  1  4.30769e+06
0  2  4.25005e+06
0  3  1.21905e+06
0  4  3.55044e+06
0  5  3.46624e+06
0  6  1.06271e+06
0  7  1.10977e+06
0  8  2.28383e+06
0  9  3.32608e+06
0  10  1.93037e+06
0  11  3.07579e+06
0  12  5.10145e+06
0  13  3.11392e+06
0  14  3.38613e+06
0  15  3.48351e+06
0  16  3.59753e+06
0  17  1.65775e+06
0  18  2.92374e+06
0  19  0
0  20  4.45267e+06
0  21  0
0  22  956731
0  23  3.74591e+06
0  24  2.46289e+06
0  25  3.68381e+06
0  26  1.52806e+06
0  27  5.36902e+06
0  28  5.29129e+06
0  29  585426
0  30  3.53221e+06
0  31  3.23097e+06
0  32  2.54662e+06
0  33  5.08784e+06
0  34  2.75051e+06
0  35  1.79449e+06
0  36  1.65506e+06
0  37  3.15708e+06
0  38  2.13865e+06
0  39  4.37781e+06
0  40  3.96854e+06
0  41  4.04957e+06
0  42  2.92348e+06
0  43  5.73418e+06
0  44  4.63665e+06
0  45  5.35755e+06
0  46  5.04287e+06
0  47  3.29289e+06
0  48  4.55011e+06
0  49  865296
0  50  0
0  51  3.34427e+06
0  52  5.88745e+06
0  53  3.1372e+06
0  54  4.18518e+06
0  55  1.39789e+06
0  56  3.33376e+06
0  57  4.70458e+06
0  58  0
0  59  2.89564e+06
0  60  4.08707e+06
0  61  3.02666e+06
0  62  4.13585e+06
0  63  2.63251e+06
0  64  3.62769e+06
0  65  4.53414e+06
0  66  4.7908e+06
0  67  2.77479e+06
0  68  3.32423e+06
0  69  2.26796e+06
0  70  2.56033e+06
0  71  3.93242e+06
0  72  1.51783e+06
0  73  4.28339e+06
0  74  3.96669e+06
0  75  2.77509e+06
0  76  4.14751e+06
0  77  2.0643e+06
0  78  0
0  79  5.73168e+06
0  80  5.07371e+06
1  0  1.6076e+06
1  1  4.67755e+06
1  2  2.25792e+06
1  3  2.71385e+06
1  4  3.17787e+06
1  5  2.0511e+06
1  6  0
1  7  911400
1  8  3.36253e+06
1  9  3.01914e+06
1  10  3.75885e+06
1  11  2.47518e+06
1  12  2.14922e+06
1  13  2.03742e+06
1  14  1.83635e+06
1  15  0
1  16  1.1129e+06
1  17  0
1  18  2.22778e+06
1  19  3.55022e+06
1  20  1.84499e+06
1  21  0
1  22  2.16268e+06
1  23  2.73906e+06
1  24  6.49441e+06
1  25  4.22291e+06
1  26  2.65888e+06
1  27  3.97843e+06
1  28  3.1098e+06
1  29  2.71312e+06
1  30  2.25576e+06
1  31  2.72325e+06
1  32  4.41018e+06
1  33  2.03061e+06
1  34  5.66963e+06
1  35  4.68456e+06
1  36  1.55685e+06
1  37  1.32936e+06
1  38  5.8808e+06
1  39  5.40371e+06
1  40  3.28641e+06
1  41  4.96095e+06
1  42  3.28126e+06
1  43  0
1  44  3.63914e+06
1  45  6.01659e+06
1  46  5.29176e+06
1  47  6.08001e+06
1  48  4.91608e+06
1  49  4.85451e+06
1  50  3.06074e+06
1  51  2.33917e+06
1  52  2.1373e+06
1  53  4.21795e+06
1  54  4.62799e+06
1  55  4.37376e+06
1  56  4.64833e+06
1  57  1.65327e+06
1  58  4.46654e+06
1  59  4.47914e+06
1  60  838914
1  61  4.62471e+06
1  62  4.11903e+06
1  63  5.61124e+06
1  64  2.13647e+06
1  65  5.33516e+06
1  66  2.78115e+06
1  67  1.94921e+06
1  68  3.29722e+06
1  69  4.81264e+06
1  70  4.83397e+06
1  71  5.05568e+06
1  72  1.30519e+06
1  73  3.02175e+06
1  74  3.27407e+06
1  75  2.90746e+06
1  76  1.99202e+06
1  77  3.17725e+06
1  78  6.15728e+06
1  79  4.3202e+06
1  80  4.10114e+06
2  0  2.36053e+06
2  1  0
2  2  967573
2  3  1.28477e+06
2  4  5.5975e+06
2  5  3.59598e+06
2  6  2.30428e+06
2  7  2.89225e+06
2  8  773605
2  9  3.53935e+06
2  10  3.87825e+06
2  11  2.50819e+06
2  12  2.04187e+06
2  13  3.80595e+06
2  14  3.71361e+06
2  15  1.1311e+06
2  16  2.51712e+06
2  17  2.56872e+06
2  18  415594
2  19  863382
2  20  3.51912e+06
2  21  5.99887e+06
2  22  2.86472e+06
2  23  4.13133e+06
2  24  4.79834e+06
2  25  5.6938e+06
2  26  4.2243e+06
2  27  5.33129e+06
2  28  5.91378e+06
2  29  3.03343e+06
2  30  5.91203e+06
2  31  2.86707e+06
2  32  1.82977e+06
2  33  0
2  34  3.85179e+06
2  35  4.5834e+06
2  36  4.65998e+06
2  37  5.39739e+06
2  38  3.15674e+06
2  39  0
2  40  2.17203e+06
2  41  4.12028e+06
2  42  5.86991e+06
2  43  2.89031e+06
2  44  5.64945e+06
2  45  4.99931e+06
2  46  5.37289e+06
2  47  3.99285e+06
2  48  3.25102e+06
2  49  2.97584e+06
2  50  7.65175e+06
2  51  2.70663e+06
2  52  2.85731e+06
2  53  5.12671e+06
2  54  3.41724e+06
2  55  3.81493e+06
2  56  6.71255e+06
2  57  4.80537e+06
2  58  2.87478e+06
2  59  2.5711e+06
2  60  7.91797e+06
2  61  4.82606e+06
2  62  6.22932e+06
2  63  1.73493e+06
2  64  4.15495e+06
2  65  4.48717e+06
2  66  4.10279e+06
2  67  4.70621e+06
2  68  1.76599e+06
2  69  4.10749e+06
2  70  3.37067e+06
2  71  1.92655e+06
2  72  2.44198e+06
2  73  534617
2  74  2.86928e+06
2  75  3.53036e+06
2  76  2.39771e+06
2  77  5.31914e+06
2  78  1.59124e+06
2  79  0
2  80  3.91546e+06
3  0  4.22826e+06
3  1  4.38156e+06
3  2  3.12687e+06
3  3  2.57079e+06
3  4  2.38213e+06
3  5  2.38597e+06
3  6  1.81962e+06
3  7  1.4534e+06
3  8  2.07833e+06
3  9  2.24986e+06
3  10  2.56698e+06
3  11  3.75269e+06
3  12  2.36357e+06
3  13  3.79156e+06
3  14  1.77706e+06
3  15  1.87166e+06
3  16  1.66104e+06
3  17  2.53389e+06
3  18  2.83125e+06
3  19  1.55717e+06
3  20  2.41277e+06
3  21  2.87954e+06
3  22  5.39608e+06
3  23  3.85744e+06
3  24  5.11551e+06
3  25  511003
3  26  1.67475e+06
3  27  4.23547e+06
3  28  2.24724e+06
3  29  1.02648e+06
3  30  4.12717e+06
3  31  2.24094e+06
3  32  3.84337e+06
3  33  5.12157e+06
3  34  4.82616e+06
3  35  3.48483e+06
3  36  5.45557e+06
3  37  3.16901e+06
3  38  5.22476e+06
3  39  1.99522e+06
3  40  2.72062e+06
3  41  4.18016e+06
3  42  4.2306e+06
3  43  5.34044e+06
3  44  5.17304e+06
3  45  3.70295e+06
3  46  4.58511e+06
3  47  2.78273e+06
3  48  3.92492e+06
3  49  5.54911e+06
3  50  5.22666e+06
3  51  1.50775e+06
3  52  3.35452e+06
3  53  3.73431e+06
3  54  6.97254e+06
3  55  6.47853e+06
3  56  0
3  57  2.46543e+06
3  58  3.43826e+06
3  59  4.22145e+06
3  60  5.16847e+06
3  61  6.90829e+06
3  62  3.05853e+06
3  63  1.47892e+06
3  64  1.70008e+06
3  65  5.18417e+06
3  66  3.56945e+06
3  67  3.5407e+06
3  68  6.10069e+06
3  69  459892
3  70  1.78061e+06
3  71  2.5995e+06
3  72  2.41575e+06
3  73  790977
3  74  6.55294e+06
3  75  3.45299e+06
3  76  4.09419e+06
3  77  4.30419e+06
3  78  4.34579e+06
3  79  3.58211e+06
3  80  4.93111e+06
4  0  1.37358e+06
4  1  1.18804e+06
4  2  1.3308e+06
4  3  2.89855e+06
4  4  3.49599e+06
4  5  1.83773e+06
4  6  1.18672e+06
4  7  2.04717e+06
4  8  2.74911e+06
4  9  2.29708e+06
4  10  0
4  11  3.52848e+06
4  12  3.10548e+06
4  13  1.63586e+06
4  14  2.83396e+06
4  15  3.79518e+06
4  16  3.83475e+06
4  17  2.38005e+06
4  18  1.73666e+06
4  19  1.04498e+06
4  20  778914
4  21  3.32126e+06
4  22  3.08181e+06
4  23  2.9515e+06
4  24  4.92268e+06
4  25  3.69702e+06
4  26  1.72612e+06
4  27  2.32675e+06
4  28  3.11567e+06
4  29  1.57033e+06
4  30  3.35775e+06
4  31  2.97614e+06
4  32  4.37465e+06
4  33  4.29725e+06
4  34  1.46704e+06
4  35  2.21605e+06
4  36  3.49782e+06
4  37  3.89411e+06
4  38  4.9102e+06
4  39  6.30733e+06
4  40  3.55146e+06
4  41  2.55689e+06
4  42  5.17701e+06
4  43  3.74548e+06
4  44  2.63983e+06
4  45  3.15416e+06
4  46  7.83016e+06
4  47  7.77261e+06
4  48  5.34679e+06
4  49  4.33408e+06
4  50  2.42777e+06
4  51  3.56267e+06
4  52  3.68529e+06
4  53  2.10423e+06
4  54  5.32152e+06
4  55  1.25727e+06
4  56  2.04491e+06
4  57  3.79597e+06
4  58  3.38948e+06
4  59  6.39355e+06
4  60  6.69304e+06
4  61  7.22842e+06
4  62  1.97489e+06
4  63  2.12978e+06
4  64  4.85491e+06
4  65  5.34741e+06
4  66  3.52132e+06
4  67  3.0383e+06
4  68  2.52587e+06
4  69  3.36081e+06
4  70  3.63894e+06
4  71  6.39048e+06
4  72  4.39322e+06
4  73  4.60921e+06
4  74  1.9323e+06
4  75  3.11414e+06
4  76  3.94404e+06
4  77  954862
4  78  5.29385e+06
4  79  6.01115e+06
4  80  2.64776e+06
5  0  1.72927e+06
5  1  3.05299e+06
5  2  3.44782e+06
5  3  1.82939e+06
5  4  2.06688e+06
5  5  301380
5  6  2.02087e+06
5  7  1.2732e+06
5  8  0
5  9  1.99052e+06
5  10  3.06427e+06
5  11  3.33291e+06
5  12  1.02995e+06
5  13  1.63474e+06
5  14  4.16201e+06
5  15  1.20767e+06
5  16  3.78983e+06
5  17  2.09239e+06
5  18  2.41712e+06
5  19  1.52168e+06
5  20  3.79238e+06
5  21  350128
5  22  1.79955e+06
5  23  2.35015e+06
5  24  3.01671e+06
5  25  1.72452e+06
5  26  2.9286e+06
5  27  3.83029e+06
5  28  3.2941e+06
5  29  2.30051e+06
5  30  2.86781e+06
5  31  3.0702e+06
5  32  1.59706e+06
5  33  0
5  34  0
5  35  3.24766e+06
5  36  3.23778e+06
5  37  3.12845e+06
5  38  1.6061e+06
5  39  3.64645e+06
5  40  2.17653e+06
5  41  5.51937e+06
5  42  2.73191e+06
5  43  6.22005e+06
5  44  5.02552e+06
5  45  3.74654e+06
5  46  3.40847e+06
5  47  5.96418e+06
5  48  1.94972e+06
5  49  4.22779e+06
5  50  5.94016e+06
5  51  3.20411e+06
5  52  6.44954e+06
5  53  1.83867e+06
5  54  3.03411e+06
5  55  3.23963e+06
5  56  789384
5  57  4.609e+06
5  58  1.97201e+06
5  59  4.04443e+06
5  60  4.70241e+06
5  61  4.45814e+06
5  62  4.35901e+06
5  63  2.50325e+06
5  64  6.39293e+06
5  65  5.55224e+06
5  66  0
5  67  3.98672e+06
5  68  2.55419e+06
5  69  4.26592e+06
5  70  2.35079e+06
5  71  4.82539e+06
5  72  5.3237e+06
5  73  2.90029e+06
5  74  7.28823e+06
5  75  9.21284e+06
5  76  6.29568e+06
5  77  3.98109e+06
5  78  4.66466e+06
5  79  3.61221e+06
5  80  4.80109e+06
6  0  1.92421e+06
6  1  0
6  2  2.07386e+06
6  3  1.08425e+06
6  4  4.08242e+06
6  5  0
6  6  1.99471e+06
6  7  1.54581e+06
6  8  3.07149e+06
6  9  3.35883e+06
6  10  3.12064e+06
6  11  2.86527e+06
6  12  2.87258e+06
6  13  2.657e+06
6  14  3.11129e+06
6  15  954866
6  16  0
6  17  1.25904e+06
6  18  2.59769e+06
6  19  4.06025e+06
6  20  2.69743e+06
6  21  2.05524e+06
6  22  444556
6  23  4.2324e+06
6  24  4.03879e+06
6  25  2.04691e+06
6  26  4.39939e+06
6  27  2.54245e+06
6  28  4.75685e+06
6  29  3.5241e+06
6  30  2.00757e+06
6  31  3.38408e+06
6  32  2.02487e+06
6  33  1.93866e+06
6  34  5.31638e+06
6  35  2.85933e+06
6  36  3.5657e+06
6  37  3.10088e+06
6  38  2.37282e+06
6  39  2.04894e+06
6  40  2.85991e+06
6  41  5.01843e+06
6  42  5.79489e+06
6  43  3.55812e+06
6  44  2.92408e+06
6  45  3.7648e+06
6  46  4.1954e+06
6  47  4.22122e+06
6  48  5.80795e+06
6  49  3.97556e+06
6  50  5.21391e+06
6  51  4.01526e+06
6  52  4.51916e+06
6  53  0
6  54  1.93162e+06
6  55  5.88587e+06
6  56  4.1482e+06
6  57  3.91689e+06
6  58  3.24985e+06
6  59  4.83902e+06
6  60  3.31185e+06
6  61  2.37367e+06
6  62  5.73561e+06
6  63  3.19747e+06
6  64  4.58255e+06
6  65  1.86108e+06
6  66  4.10342e+06
6  67  3.62575e+06
6  68  2.9824e+06
6  69  2.65559e+06
6  70  1.87433e+06
6  71  4.36122e+06
6  72  4.44596e+06
6  73  5.57127e+06
6  74  5.28924e+06
6  75  6.94681e+06
6  76  4.61364e+06
6  77  2.8058e+06
6  78  1.95038e+06
6  79  3.75879e+06
6  80  5.67134e+06
7  0  0
7  1  708107
7  2  0
7  3  0
7  4  3.14145e+06
7  5  1.87946e+06
7  6  2.48412e+06
7  7  2.24803e+06
7  8  3.10712e+06
7  9  1.45656e+06
7  10  1.57306e+06
7  11  2.9971e+06
7  12  2.6047e+06
7  13  1.0167e+06
7  14  1.82206e+06
7  15  1.24082e+06
7  16  3.27361e+06
7  17  2.83888e+06
7  18  2.49709e+06
7  19  2.30695e+06
7  20  811228
7  21  2.743e+06
7  22  3.32032e+06
7  23  3.18015e+06
7  24  3.24025e+06
7  25  3.75001e+06
7  26  4.10433e+06
7  27  2.55237e+06
7  28  4.55926e+06
7  29  4.04122e+06
7  30  4.70615e+06
7  31  4.95142e+06
7  32  1.78606e+06
7  33  1.60022e+06
7  34  4.10843e+06
7  35  4.20104e+06
7  36  4.13766e+06
7  37  920596
7  38  4.11157e+06
7  39  3.24577e+06
7  40  4.22348e+06
7  41  3.10348e+06
7  42  0
7  43  6.17321e+06
7  44  2.92486e+06
7  45  2.91926e+06
7  46  4.46258e+06
7  47  4.65407e+06
7  48  4.9473e+06
7  49  3.27466e+06
7  50  6.45791e+06
7  51  3.31875e+06
7  52  0
7  53  901257
7  54  855797
7  55  6.11314e+06
7  56  4.89898e+06
7  57  4.14858e+06
7  58  3.84252e+06
7  59  3.7971e+06
7  60  5.6793e+06
7  61  3.68171e+06
7  62  3.03035e+06
7  63  3.81545e+06
7  64  867393
7  65  2.55132e+06
7  66  875559
7  67  2.1405e+06
7  68  2.02354e+06
7  69  3.58966e+06
7  70  7.70078e+06
7  71  0
7  72  6.42249e+06
7  73  1.59647e+06
7  74  3.77902e+06
7  75  2.10245e+06
7  76  4.85209e+06
7  77  3.12845e+06
7  78  4.67427e+06
7  79  1.04879e+06
7  80  4.4551e+06
8  0  3.91546e+06
8  1  2.16947e+06
8  2  0
8  3  2.11102e+06
8  4  0
8  5  3.96699e+06
8  6  2.19414e+06
8  7  3.61632e+06
8  8  3.33531e+06
8  9  2.16081e+06
8  10  1.75325e+06
8  11  2.62828e+06
8  12  3.66191e+06
8  13  2.18452e+06
8  14  3.42301e+06
8  15  2.37682e+06
8  16  3.01638e+06
8  17  4.11212e+06
8  18  1.28489e+06
8  19  3.22026e+06
8  20  2.1162e+06
8  21  1.68899e+06
8  22  3.6991e+06
8  23  2.50125e+06
8  24  3.16761e+06
8  25  2.71872e+06
8  26  1.27039e+06
8  27  2.96669e+06
8  28  2.33227e+06
8  29  3.59416e+06
8  30  2.83484e+06
8  31  1.99314e+06
8  32  968101
8  33  4.72814e+06
8  34  4.16271e+06
8  35  2.82275e+06
8  36  586164
8  37  6.06945e+06
8  38  2.58162e+06
8  39  5.7141e+06
8  40  4.41959e+06
8  41  4.92308e+06
8  42  4.15026e+06
8  43  6.42762e+06
8  44  5.26561e+06
8  45  1.01559e+07
8  46  2.72209e+06
8  47  3.82423e+06
8  48  1.31682e+06
8  49  3.65975e+06
8  50  1.28089e+06
8  51  2.9483e+06
8  52  3.00766e+06
8  53  1.34925e+06
8  54  2.72615e+06
8  55  4.01662e+06
8  56  0
8  57  2.65546e+06
8  58  2.20221e+06
