row  column  (images_17_538.edf S-K*images_17_538.edf Ar-K**2.3)
0  0  5.67739e+06
0  1  8.23783e+06
0  2  8.45484e+06
0  3  8.31499e+06
0  4  8.6374e+06
0  5  1.11543e+07
0  6  1.06048e+07
0  7  8.1053e+06
0  8  9.87182e+06
0  9  8.44983e+06
0  10  8.88133e+06
0  11  7.68368e+06
0  12  7.99915e+06
0  13  5.66205e+06
0  14  0
0  15  0
0  16  0
0  17  0
0  18  0
0  19  0
0  20  6.11701e+06
0  21  0
0  22  0
0  23  0
0  24  0
0  25  0
0  26  0
0  27  0
0  28  0
0  29  0
0  30  0
0  31  0
0  32  0
0  33  0
0  34  0
0  35  0
0  36  0
0  37  0
0  38  0
0  39  0
0  40  6.33781e+06
0  41  0
0  42  0
0  43  0
0  44  0
0  45  0
0  46  0
0  47  0
0  48  4.53982e+06
0  49  0
0  50  0
0  51  6.02622e+06
0  52  0
0  53  9.71909e+06
0  54  0
0  55  6.177e+06
0  56  0
0  57  6.29921e+06
0  58  0
0  59  0
0  60  0
0  61  0
0  62  7.97931e+06
0  63  6.67102e+06
0  64  7.45637e+06
0  65  5.71674e+06
0  66  0
0  67  0
0  68  0
0  69  9.31057e+06
0  70  6.19872e+06
0  71  7.74833e+06
0  72  0
0  73  1.21001e+07
0  74  1.02692e+07
0  75  1.56181e+07
0  76  9.9539e+06
0  77  1.16648e+07
0  78  7.45531e+06
0  79  8.54144e+06
0  80  0
1  0  5.70744e+06
1  1  7.33743e+06
1  2  1.10445e+07
1  3  9.56911e+06
1  4  8.83556e+06
1  5  8.17199e+06
1  6  1.14013e+07
1  7  6.62658e+06
1  8  7.0642e+06
1  9  7.02541e+06
1  10  5.51403e+06
1  11  8.36958e+06
1  12  0
1  13  0
1  14  4.96303e+06
1  15  0
1  16  0
1  17  0
1  18  0
1  19  0
1  20  0
1  21  5.35625e+06
1  22  0
1  23  0
1  24  0
1  25  0
1  26  0
1  27  0
1  28  0
1  29  0
1  30  0
1  31  0
1  32  0
1  33  0
1  34  0
1  35  0
1  36  0
1  37  0
1  38  0
1  39  0
1  40  0
1  41  6.81615e+06
1  42  0
1  43  0
1  44  0
1  45  0
1  46  0
1  47  0
1  48  0
1  49  5.80692e+06
1  50  0
1  51  4.94337e+06
1  52  0
1  53  5.58643e+06
1  54  0
1  55  0
1  56  6.81466e+06
1  57  6.27817e+06
1  58  0
1  59  0
1  60  0
1  61  7.1892e+06
1  62  5.87042e+06
1  63  7.43638e+06
1  64  0
1  65  0
1  66  7.4038e+06
1  67  5.29062e+06
1  68  0
1  69  0
1  70  0
1  71  0
1  72  1.20657e+07
1  73  8.13528e+06
1  74  1.02312e+07
1  75  1.42009e+07
1  76  1.35616e+07
1  77  8.0595e+06
1  78  343243
1  79  0
1  80  0
2  0  1.08933e+07
2  1  7.98811e+06
2  2  0
2  3  9.22933e+06
2  4  9.95045e+06
2  5  1.31463e+07
2  6  9.17255e+06
2  7  1.27134e+07
2  8  8.0411e+06
2  9  9.05758e+06
2  10  8.46608e+06
2  11  8.06501e+06
2  12  8.76853e+06
2  13  0
2  14  0
2  15  0
2  16  0
2  17  0
2  18  0
2  19  0
2  20  0
2  21  0
2  22  0
2  23  0
2  24  0
2  25  0
2  26  0
2  27  0
2  28  0
2  29  0
2  30  0
2  31  0
2  32  0
2  33  0
2  34  0
2  35  0
2  36  0
2  37  0
2  38  0
2  39  0
2  40  0
2  41  0
2  42  0
2  43  0
2  44  0
2  45  0
2  46  0
2  47  0
2  48  0
