row  column  (images_31.edf Ca-K*images_31.edf Ar-K**2.3)
0  0  4.99613e+08
0  1  5.23519e+08
0  2  6.50201e+08
0  3  7.06692e+08
0  4  1.01469e+09
0  5  1.18902e+09
0  6  1.489e+09
0  7  1.56426e+09
0  8  1.88184e+09
0  9  1.96234e+09
0  10  2.18502e+09
0  11  2.00341e+09
0  12  2.16225e+09
0  13  2.35025e+09
0  14  1.94099e+09
0  15  2.04568e+09
0  16  1.98145e+09
0  17  2.41069e+09
0  18  2.57479e+09
0  19  2.68755e+09
0  20  2.98027e+09
0  21  3.04106e+09
0  22  2.86137e+09
0  23  2.41178e+09
0  24  2.25014e+09
0  25  1.86942e+09
0  26  1.72957e+09
0  27  1.74397e+09
0  28  1.33509e+09
0  29  1.64657e+09
0  30  1.66154e+09
0  31  1.51792e+09
0  32  1.65221e+09
0  33  1.85339e+09
0  34  2.04244e+09
0  35  1.95722e+09
0  36  1.9523e+09
0  37  1.66994e+09
0  38  1.84459e+09
0  39  1.75151e+09
0  40  1.45894e+09
0  41  1.16466e+09
0  42  1.06095e+09
0  43  9.95073e+08
0  44  1.11112e+09
0  45  8.38319e+08
0  46  9.7678e+08
0  47  9.44369e+08
0  48  7.15644e+08
0  49  6.21493e+08
0  50  4.1922e+08
1  0  7.03493e+08
1  1  7.37935e+08
1  2  8.10767e+08
1  3  8.00196e+08
1  4  1.23431e+09
1  5  1.43258e+09
1  6  1.99738e+09
1  7  1.71173e+09
1  8  1.87257e+09
1  9  1.82941e+09
1  10  2.40557e+09
1  11  2.24352e+09
1  12  2.35397e+09
1  13  2.31907e+09
1  14  2.23765e+09
1  15  2.17901e+09
1  16  2.19543e+09
1  17  2.30373e+09
1  18  2.74696e+09
1  19  2.6772e+09
1  20  2.91763e+09
1  21  3.13394e+09
1  22  2.96836e+09
1  23  2.42812e+09
1  24  2.57407e+09
1  25  1.85623e+09
1  26  1.7822e+09
1  27  1.5877e+09
1  28  1.46455e+09
1  29  1.58546e+09
1  30  1.53287e+09
1  31  1.74806e+09
1  32  1.88853e+09
1  33  1.78764e+09
1  34  1.83695e+09
1  35  2.02265e+09
1  36  1.5715e+09
1  37  1.84594e+09
1  38  1.62986e+09
1  39  1.68145e+09
1  40  1.43369e+09
1  41  1.11564e+09
1  42  1.07526e+09
1  43  1.16066e+09
1  44  1.14539e+09
1  45  1.05703e+09
1  46  9.9881e+08
1  47  8.91425e+08
1  48  8.18042e+08
1  49  5.80318e+08
1  50  4.55203e+08
2  0  8.23002e+08
2  1  8.87524e+08
2  2  8.73137e+08
2  3  9.05928e+08
