row  column  (images_31.edf S-K*images_31.edf Ar-K**2.3)
0  0  0
0  1  1.94452e+07
0  2  0
0  3  0
0  4  0
0  5  1.47227e+07
0  6  0
0  7  0
0  8  2.4736e+07
0  9  7.84845e+06
0  10  0
0  11  0
0  12  2.72118e+07
0  13  3.84136e+07
0  14  2.70006e+07
0  15  2.8284e+07
0  16  3.99421e+07
0  17  4.68287e+07
0  18  7.84557e+07
0  19  6.50081e+07
0  20  7.4695e+07
0  21  7.09569e+07
0  22  6.01023e+07
0  23  5.39984e+07
0  24  4.1284e+07
0  25  3.71399e+07
0  26  4.51926e+07
0  27  4.17361e+07
0  28  2.54327e+07
0  29  4.1836e+07
0  30  3.22108e+07
0  31  2.26159e+07
0  32  3.65855e+07
0  33  2.41465e+07
0  34  4.7468e+07
0  35  5.12425e+07
0  36  5.33113e+07
0  37  0
0  38  0
0  39  2.57288e+07
0  40  0
0  41  2.80914e+07
0  42  2.125e+07
0  43  0
0  44  0
0  45  0
0  46  0
0  47  0
0  48  0
0  49  0
0  50  0
1  0  0
1  1  0
1  2  0
1  3  0
1  4  0
1  5  0
1  6  2.63148e+07
1  7  2.0487e+07
1  8  2.7617e+07
1  9  8.81542e+06
1  10  3.98498e+07
1  11  3.66823e+07
1  12  3.87056e+07
1  13  4.14941e+07
1  14  2.84624e+07
1  15  4.06769e+07
1  16  4.04807e+07
1  17  4.66462e+07
1  18  8.05127e+07
1  19  6.36344e+07
1  20  7.88924e+07
1  21  1.03879e+08
1  22  7.66056e+07
1  23  5.89147e+07
1  24  5.20899e+07
1  25  3.5301e+07
1  26  0
1  27  2.82321e+07
1  28  2.35035e+07
1  29  3.14018e+07
1  30  4.46109e+07
1  31  3.74658e+07
1  32  3.83687e+07
1  33  1.94933e+07
1  34  3.79717e+07
1  35  5.65432e+07
1  36  2.22013e+07
1  37  2.58596e+07
1  38  3.03694e+07
1  39  2.52402e+07
1  40  1.76096e+07
1  41  1.86322e+07
1  42  1.81424e+06
1  43  3.00092e+07
1  44  0
1  45  0
1  46  0
1  47  0
1  48  0
1  49  0
1  50  0
2  0  0
2  1  1.07755e+07
2  2  0
2  3  0
2  4  5.69748e+06
2  5  1.62119e+07
2  6  1.03579e+07
2  7  2.3704e+07
2  8  3.07747e+07
2  9  2.48858e+07
2  10  2.3611e+07
2  11  5.63218e+07
2  12  3.70856e+07
2  13  7.43299e+07
2  14  2.66705e+07
2  15  2.33119e+07
2  16  3.62859e+07
2  17  4.39012e+07
2  18  6.29637e+07
2  19  6.32636e+07
2  20  9.79433e+07
2  21  9.67549e+07
2  22  6.72595e+07
2  23  6.58345e+07
2  24  4.71291e+07
2  25  4.11169e+07
2  26  3.95269e+07
2  27  4.8219e+07
2  28  0
2  29  2.09242e+07
2  30  4.13537e+07
2  31  4.96479e+07
2  32  5.04804e+07
2  33  3.70842e+07
2  34  5.41804e+07
2  35  3.88716e+07
2  36  2.70675e+07
2  37  3.67922e+07
2  38  3.04201e+07
2  39  3.37723e+07
2  40  1.78699e+07
2  41  2.72267e+07
2  42  2.07016e+07
2  43  0
2  44  2.51372e+07
2  45  0
2  46  0
2  47  0
2  48  0
2  49  0
2  50  0
3  0  0
3  1  2.3865e+06
3  2  0
3  3  0
3  4  2.26367e+07
3  5  4.80528e+07
3  6  4.23657e+07
3  7  2.37825e+07
3  8  2.66295e+07
3  9  4.81355e+07
3  10  4.12104e+07
3  11  3.69651e+07
3  12  4.11689e+07
3  13  3.52884e+07
3  14  3.42704e+07
3  15  4.23513e+07
3  16  3.76517e+07
3  17  4.55596e+07
3  18  7.39952e+07
3  19  8.01083e+07
3  20  9.4795e+07
3  21  8.08154e+07
3  22  6.2432e+07
3  23  5.09057e+07
3  24  5.82999e+07
3  25  2.70226e+07
3  26  4.56672e+07
3  27  3.53201e+07
3  28  3.30346e+07
3  29  4.31406e+07
3  30  3.80243e+07
3  31  4.64396e+07
3  32  6.07546e+07
3  33  4.8685e+07
3  34  4.95122e+07
3  35  5.74356e+07
3  36  3.80581e+07
3  37  2.10106e+07
3  38  2.62022e+07
3  39  3.15318e+07
3  40  3.5932e+07
3  41  2.04327e+07
3  42  4.14172e+07
3  43  0
3  44  1.97069e+07
3  45  0
3  46  0
3  47  0
3  48  0
3  49  0
3  50  0
4  0  0
4  1  5.76831e+06
4  2  8.04152e+06
4  3  0
4  4  3.75226e+07
4  5  3.83065e+07
4  6  3.26259e+07
4  7  0
4  8  3.52205e+07
4  9  4.36782e+07
4  10  3.35532e+07
4  11  5.22631e+07
4  12  5.44701e+07
4  13  5.22366e+07
4  14  4.88767e+07
4  15  3.67418e+07
4  16  2.8569e+07
4  17  6.49979e+07
4  18  7.48546e+07
4  19  6.50934e+07
4  20  1.01331e+08
4  21  3.87064e+07
4  22  5.24075e+07
4  23  4.85165e+07
4  24  5.38148e+07
4  25  3.09011e+07
4  26  4.22655e+07
4  27  3.74634e+07
4  28  4.19228e+07
4  29  3.86095e+07
4  30  4.53037e+07
4  31  2.8748e+07
4  32  4.64546e+07
4  33  3.52171e+07
4  34  3.86466e+07
4  35  4.97661e+07
4  36  4.25913e+07
4  37  3.78786e+07
4  38  3.04059e+07
4  39  3.02472e+07
4  40  3.71534e+07
4  41  0
4  42  2.83891e+07
4  43  2.08479e+07
4  44  0
4  45  2.11804e+07
4  46  0
4  47  2.13448e+07
4  48  0
4  49  0
4  50  0
5  0  1.80212e+06
5  1  1.43638e+07
5  2  1.96035e+07
5  3  6.19663e+06
5  4  3.73165e+07
5  5  2.76322e+07
5  6  5.09489e+07
5  7  3.95664e+07
5  8  4.10171e+07
5  9  3.89128e+07
5  10  4.20453e+07
5  11  2.85019e+07
5  12  5.46674e+07
5  13  4.55608e+07
5  14  4.75909e+07
5  15  5.68731e+07
5  16  3.51944e+07
5  17  4.7325e+07
5  18  5.23229e+07
5  19  6.4177e+07
5  20  1.04685e+08
5  21  6.74134e+07
5  22  5.33097e+07
5  23  6.48546e+07
5  24  5.11375e+07
5  25  4.84658e+07
5  26  3.88691e+07
5  27  3.79988e+07
5  28  4.9908e+07
5  29  1.29017e+07
5  30  4.27256e+07
5  31  4.76685e+07
5  32  5.37331e+07
5  33  4.20834e+07
5  34  7.48846e+07
5  35  3.5037e+07
5  36  5.01856e+07
5  37  3.37566e+07
5  38  4.56027e+07
5  39  2.77786e+07
5  40  4.89475e+07
5  41  2.07006e+07
5  42  5.62885e+07
5  43  2.00725e+07
5  44  2.52293e+07
5  45  1.89618e+07
5  46  2.32588e+07
5  47  0
5  48  0
5  49  0
5  50  0
6  0  8.91916e+06
6  1  1.92031e+07
6  2  3.07488e+07
6  3  1.88624e+07
6  4  3.91888e+07
6  5  2.64023e+07
6  6  3.7218e+07
6  7  2.22655e+07
6  8  5.13827e+07
6  9  4.61443e+07
6  10  4.51501e+07
6  11  5.14946e+07
6  12  3.94736e+07
6  13  4.98142e+07
6  14  3.86503e+07
6  15  5.71694e+07
6  16  4.81496e+07
6  17  5.95049e+07
6  18  5.79495e+07
6  19  5.32956e+07
6  20  7.30553e+07
6  21  5.54981e+07
6  22  4.15846e+07
6  23  5.60428e+07
6  24  4.7352e+07
6  25  3.0755e+07
6  26  4.75092e+07
6  27  4.94437e+07
6  28  5.47818e+07
6  29  3.32271e+07
6  30  3.777e+07
6  31  2.7276e+07
6  32  4.59212e+07
6  33  6.47565e+07
6  34  5.30052e+07
6  35  3.59867e+07
6  36  4.8279e+07
6  37  2.04649e+07
6  38  4.5307e+07
6  39  3.71129e+07
6  40  4.0075e+07
6  41  3.69257e+07
6  42  5.05431e+07
6  43  3.11103e+07
6  44  1.73361e+07
6  45  1.91448e+07
6  46  0
6  47  0
6  48  0
6  49  0
6  50  0
7  0  5.74624e+06
7  1  2.92284e+07
7  2  3.0154e+07
7  3  0
7  4  3.35724e+07
7  5  4.53893e+07
7  6  4.27178e+07
7  7  2.95119e+07
7  8  5.81419e+07
7  9  4.351e+07
7  10  5.23897e+07
7  11  2.80386e+07
7  12  3.12887e+07
7  13  3.70038e+07
7  14  6.99363e+07
7  15  5.19084e+07
7  16  3.25697e+07
7  17  4.65021e+07
7  18  5.4961e+07
7  19  4.04254e+07
7  20  7.34958e+07
7  21  4.67034e+07
7  22  5.14027e+07
7  23  3.36221e+07
7  24  5.64939e+07
7  25  3.30536e+07
7  26  5.20814e+07
7  27  4.11036e+07
7  28  3.99601e+07
7  29  3.48633e+07
7  30  4.93735e+07
7  31  2.16938e+07
7  32  2.72405e+07
7  33  6.08433e+07
7  34  4.03846e+07
7  35  5.27155e+07
7  36  4.99179e+07
7  37  4.64999e+07
7  38  3.69762e+07
7  39  3.97679e+07
7  40  1.89575e+07
7  41  2.07486e+07
7  42  4.09755e+07
7  43  2.01205e+07
7  44  1.86222e+07
7  45  1.94447e+07
7  46  0
7  47  0
7  48  0
7  49  1.30026e+07
7  50  0
8  0  1.46647e+07
8  1  3.79382e+07
8  2  2.23283e+07
8  3  3.74427e+07
8  4  2.93752e+07
8  5  5.13357e+07
8  6  3.73554e+07
8  7  4.67091e+07
8  8  4.39321e+07
8  9  4.45063e+07
8  10  4.50239e+07
8  11  4.51801e+07
8  12  4.93209e+07
8  13  5.17824e+07
8  14  6.381e+07
8  15  5.01777e+07
8  16  3.04978e+07
8  17  2.40324e+07
8  18  4.41305e+07
8  19  5.37425e+07
8  20  5.3965e+07
8  21  5.59505e+07
8  22  4.89143e+07
8  23  6.17807e+07
8  24  4.67844e+07
8  25  3.64927e+07
8  26  4.8733e+07
8  27  3.69242e+07
8  28  5.09103e+07
8  29  2.0098e+07
8  30  3.58641e+07
8  31  4.87975e+07
8  32  3.84342e+07
8  33  4.86965e+07
8  34  5.17609e+07
8  35  5.41379e+07
8  36  5.05484e+07
8  37  4.95078e+07
8  38  3.45385e+07
8  39  4.03712e+07
8  40  2.92441e+07
8  41  3.69953e+07
8  42  5.81926e+07
8  43  2.84444e+07
8  44  7.56388e+06
8  45  1.84745e+07
8  46  3.16081e+07
8  47  0
8  48  0
8  49  0
8  50  0
9  0  2.4266e+07
9  1  2.40728e+07
9  2  3.72519e+07
9  3  2.40467e+07
9  4  3.85259e+07
9  5  2.99532e+07
9  6  3.05206e+07
9  7  3.45742e+07
9  8  4.63604e+07
9  9  4.62655e+07
9  10  3.18493e+07
9  11  5.00567e+07
9  12  5.08036e+07
9  13  3.68696e+07
9  14  4.28465e+07
9  15  4.40162e+07
9  16  3.40274e+07
9  17  3.20754e+07
9  18  4.38733e+07
9  19  2.93888e+07
9  20  6.64842e+07
9  21  7.33734e+07
9  22  4.2515e+07
9  23  6.80476e+07
9  24  4.4432e+07
9  25  4.46041e+07
9  26  3.77836e+07
9  27  3.07461e+07
9  28  4.30387e+07
9  29  3.65288e+07
9  30  2.74176e+07
9  31  4.72833e+07
9  32  5.49296e+07
9  33  5.29236e+07
9  34  5.91522e+07
9  35  4.60783e+07
9  36  5.59232e+07
9  37  5.30727e+07
9  38  3.7276e+07
9  39  3.12174e+07
9  40  3.45114e+07
9  41  2.84529e+07
9  42  3.72198e+07
9  43  3.49852e+07
9  44  0
9  45  3.04907e+07
9  46  0
9  47  8.90865e+06
9  48  0
9  49  0
9  50  0
10  0  4.26459e+07
10  1  3.74757e+07
10  2  2.09209e+07
10  3  2.17863e+07
10  4  3.41659e+07
10  5  3.09039e+07
10  6  4.1379e+07
10  7  3.08558e+07
10  8  4.61491e+07
10  9  4.16574e+07
10  10  4.32857e+07
10  11  4.77436e+07
10  12  3.02841e+07
10  13  3.52419e+07
10  14  4.38667e+07
10  15  4.11613e+07
10  16  2.75618e+07
10  17  4.10349e+07
10  18  4.89133e+07
10  19  3.23264e+07
10  20  3.39885e+07
10  21  5.69955e+07
10  22  5.35073e+07
10  23  5.76325e+07
10  24  4.18421e+07
10  25  4.56328e+07
10  26  6.27625e+07
10  27  4.96196e+07
10  28  3.96988e+07
10  29  3.22046e+07
10  30  4.96407e+07
10  31  3.82707e+07
10  32  2.81758e+07
10  33  4.10841e+07
10  34  3.32756e+07
10  35  5.91411e+07
10  36  4.54906e+07
10  37  3.73462e+07
10  38  4.5117e+07
10  39  1.73628e+07
10  40  2.53517e+07
10  41  2.94951e+07
10  42  5.49528e+07
10  43  3.01688e+07
10  44  2.33559e+07
10  45  2.96458e+07
10  46  0
10  47  0
10  48  0
10  49  0
10  50  0
11  0  4.2374e+07
11  1  3.50718e+07
11  2  2.05266e+07
11  3  1.47444e+07
11  4  2.65939e+07
11  5  5.46401e+07
11  6  2.16821e+07
11  7  3.07097e+07
11  8  2.6669e+07
11  9  3.57388e+07
11  10  2.233e+07
11  11  3.78458e+07
11  12  6.87952e+07
11  13  3.78642e+07
11  14  6.22231e+07
11  15  3.16572e+07
11  16  2.9138e+07
11  17  2.1275e+07
11  18  4.80492e+07
11  19  4.69843e+07
11  20  5.32491e+07
11  21  4.22729e+07
11  22  7.20544e+07
11  23  5.70199e+07
11  24  6.05581e+07
11  25  5.9888e+07
11  26  4.86711e+07
11  27  2.35963e+07
11  28  3.89214e+07
11  29  3.22624e+07
11  30  4.12008e+07
11  31  4.27837e+07
11  32  4.64542e+07
11  33  5.88802e+07
11  34  4.56271e+07
11  35  6.12425e+07
11  36  4.4406e+07
11  37  3.66806e+07
11  38  3.51922e+07
11  39  3.20434e+07
11  40  3.22402e+07
11  41  3.41567e+07
11  42  5.11977e+07
11  43  0
