row  column  (images_31.edf Cu-K*images_31.edf Ar-K**2.3)
0  0  5.84112e+07
0  1  0
0  2  217309
0  3  0
0  4  7.55476e+06
0  5  2.03638e+07
0  6  1.96845e+07
0  7  2.862e+06
0  8  213024
0  9  2.61823e+07
0  10  1.77519e+07
0  11  2.63803e+06
0  12  7.08095e+06
0  13  1.31416e+07
0  14  2.09339e+07
0  15  8.1853e+06
0  16  2.43794e+07
0  17  2.2417e+07
0  18  1.20118e+07
0  19  2.49181e+07
0  20  1.26644e+07
0  21  2.31154e+07
0  22  1.20415e+07
0  23  2.87678e+06
0  24  1.13388e+06
0  25  1.77398e+07
0  26  8.19758e+06
0  27  5.55282e+06
0  28  7.6586e+06
0  29  3.38703e+07
0  30  4.71344e+06
0  31  7.76504e+06
0  32  8.35297e+06
0  33  1.19938e+07
0  34  8.57006e+06
0  35  801522
0  36  2.80734e+06
0  37  1.26351e+07
0  38  2.89607e+06
0  39  3.7848e+07
0  40  2.17989e+07
0  41  1.04429e+07
0  42  1.45027e+07
0  43  1.61011e+07
0  44  1.21851e+07
0  45  3.30143e+07
0  46  4.0878e+06
0  47  1.09425e+07
0  48  0
0  49  1.27993e+07
0  50  1.14023e+07
1  0  5.56291e+07
1  1  0
1  2  9.6705e+06
1  3  1.25778e+07
1  4  1.21349e+07
1  5  2.80922e+07
1  6  4.79593e+06
1  7  1.38074e+07
1  8  9.82052e+06
1  9  2.61504e+07
1  10  2.20822e+07
1  11  2.43681e+07
1  12  1.70289e+07
1  13  5.68032e+06
1  14  2.56968e+07
1  15  1.99123e+07
1  16  2.29097e+07
1  17  1.64678e+07
1  18  2.2931e+07
1  19  1.73853e+07
1  20  2.98037e+07
1  21  1.34633e+07
1  22  2.9653e+07
1  23  1.98465e+07
1  24  2.03315e+07
1  25  1.11636e+07
1  26  1.85374e+07
1  27  9.79987e+06
1  28  1.4808e+07
1  29  1.80276e+07
1  30  2.15707e+06
1  31  2.23988e+07
1  32  1.62408e+07
1  33  0
1  34  2.98643e+07
1  35  4.95711e+06
1  36  2.34032e+07
1  37  9.29382e+06
1  38  7.49588e+06
1  39  3.83405e+07
1  40  1.45382e+07
1  41  3.85992e+07
1  42  2.02274e+06
1  43  2.72404e+07
1  44  5.98976e+06
1  45  1.58983e+07
1  46  1.47275e+07
1  47  9.68399e+06
1  48  8.98752e+06
1  49  5.8457e+06
1  50  1.02963e+07
2  0  6.06434e+07
2  1  0
2  2  1.04909e+07
2  3  9.7735e+06
2  4  2.52948e+07
2  5  2.0458e+07
2  6  0
2  7  1.50702e+07
2  8  2.88877e+07
2  9  5.62332e+06
2  10  9.31212e+06
2  11  4.85803e+06
2  12  9.21579e+06
2  13  2.17527e+07
2  14  1.78119e+07
2  15  1.42229e+07
2  16  1.45294e+07
2  17  2.86503e+07
2  18  1.96922e+07
2  19  1.92789e+07
2  20  2.46723e+07
2  21  3.22756e+07
2  22  6.64756e+06
2  23  1.96565e+07
2  24  2.09003e+07
2  25  1.69677e+07
2  26  1.7288e+07
2  27  1.38609e+07
2  28  1.20389e+07
2  29  7.7436e+06
2  30  2.45578e+07
2  31  2.15132e+07
2  32  1.29379e+07
2  33  7.79516e+06
2  34  3.42222e+07
2  35  2.63357e+07
2  36  9.89261e+06
2  37  3.85537e+06
2  38  1.27603e+07
2  39  1.5384e+07
2  40  3.21968e+07
2  41  3.88999e+07
2  42  1.59776e+07
2  43  1.59608e+07
2  44  2.88323e+07
2  45  1.26048e+07
2  46  1.95601e+07
2  47  2.34699e+07
2  48  5.7244e+06
2  49  2.78429e+06
2  50  2.09193e+07
3  0  3.27084e+07
3  1  0
3  2  1.31202e+07
3  3  0
3  4  1.517e+07
3  5  2.37575e+07
3  6  1.91785e+07
3  7  1.18879e+07
3  8  3.09718e+07
3  9  1.04765e+07
3  10  1.70739e+07
3  11  2.06709e+07
3  12  4.89226e+06
3  13  2.13363e+07
3  14  1.95599e+07
3  15  3.36808e+07
3  16  2.25109e+07
3  17  3.33442e+07
3  18  1.89303e+07
3  19  1.59497e+07
3  20  1.54642e+07
3  21  3.38331e+07
3  22  2.73534e+07
3  23  1.34123e+07
3  24  2.70786e+07
3  25  1.59201e+07
3  26  1.03459e+07
3  27  1.73793e+07
3  28  5.67924e+06
3  29  7.08017e+06
3  30  1.05277e+07
3  31  1.72171e+07
3  32  1.28249e+07
3  33  6.96381e+06
3  34  8.74592e+06
3  35  2.21051e+07
3  36  1.18127e+07
3  37  5.19598e+06
3  38  1.65003e+07
3  39  2.71258e+07
3  40  2.05125e+07
3  41  3.65098e+07
3  42  8.78889e+06
3  43  1.64161e+07
3  44  3.04037e+07
3  45  3.9836e+06
3  46  6.92959e+06
3  47  1.12171e+07
3  48  1.69242e+07
3  49  9.27634e+06
3  50  0
4  0  3.36014e+07
4  1  8.45629e+06
4  2  3.36572e+06
4  3  1.80865e+07
4  4  1.57765e+07
4  5  1.59073e+07
4  6  2.0862e+07
4  7  1.63048e+07
4  8  1.5675e+07
4  9  3.7582e+07
4  10  9.83277e+06
4  11  1.50816e+07
4  12  2.11065e+07
4  13  1.17878e+07
4  14  1.19357e+07
4  15  1.5309e+07
4  16  1.74328e+07
4  17  1.26299e+07
4  18  3.00215e+07
4  19  3.60236e+07
4  20  1.18785e+07
4  21  2.98284e+07
4  22  1.48397e+06
4  23  1.98669e+07
4  24  1.99214e+07
4  25  2.05729e+07
4  26  1.53852e+07
4  27  5.74307e+06
4  28  2.29621e+07
4  29  3.44244e+07
4  30  2.74141e+07
4  31  0
4  32  1.80078e+07
4  33  1.27409e+07
4  34  1.30935e+07
4  35  2.45082e+07
4  36  1.30899e+06
4  37  2.20014e+07
4  38  2.67487e+07
4  39  2.33574e+07
4  40  2.03923e+07
4  41  1.17447e+07
4  42  1.28257e+07
4  43  1.13922e+07
4  44  1.85496e+07
4  45  1.92617e+07
4  46  1.44866e+07
4  47  105803
4  48  7.55596e+06
4  49  1.35106e+07
4  50  1.03558e+07
5  0  3.28739e+07
5  1  9.67995e+06
5  2  1.34506e+07
5  3  0
5  4  6.71598e+06
5  5  2.5104e+07
5  6  1.66832e+07
5  7  2.85276e+07
5  8  8.51809e+06
5  9  8.71164e+06
5  10  7.08714e+06
5  11  2.15125e+07
5  12  1.65516e+07
5  13  2.79094e+07
5  14  1.38761e+07
5  15  2.10189e+07
5  16  1.07079e+07
5  17  1.46108e+07
5  18  4.12067e+07
5  19  1.94141e+07
5  20  2.20068e+07
5  21  2.00445e+07
5  22  2.16079e+07
5  23  2.50487e+07
5  24  8.4187e+06
5  25  2.25347e+07
5  26  0
5  27  8.4608e+06
5  28  1.13604e+07
5  29  0
