row  column  (images_31.edf Zn-K*images_31.edf Ar-K**2.3)
0  0  6.07647e+07
0  1  1.49408e+07
0  2  2.8848e+07
0  3  5.10353e+07
0  4  2.84359e+07
0  5  3.51551e+07
0  6  4.30089e+07
0  7  5.62826e+07
0  8  4.96162e+07
0  9  7.69513e+07
0  10  5.86063e+07
0  11  5.09301e+07
0  12  7.18961e+07
0  13  9.5282e+07
0  14  7.4976e+07
0  15  6.65186e+07
0  16  7.90818e+07
0  17  7.06111e+07
0  18  9.72341e+07
0  19  9.69835e+07
0  20  1.11469e+08
0  21  1.47784e+08
0  22  1.33926e+08
0  23  7.10967e+07
0  24  6.77632e+07
0  25  6.69013e+07
0  26  5.60059e+07
0  27  5.53191e+07
0  28  2.88684e+07
0  29  7.13766e+07
0  30  7.58407e+07
0  31  6.42147e+07
0  32  6.07901e+07
0  33  6.50517e+07
0  34  7.56846e+07
0  35  7.99568e+07
0  36  4.19416e+07
0  37  5.33115e+07
0  38  9.49187e+07
0  39  1.12924e+08
0  40  1.07156e+08
0  41  6.81626e+07
0  42  7.47538e+07
0  43  6.92914e+07
0  44  3.01443e+07
0  45  3.45971e+07
0  46  3.72101e+07
0  47  3.55617e+07
0  48  1.44193e+07
0  49  3.83748e+07
0  50  2.87885e+07
1  0  7.6104e+07
1  1  3.04536e+07
1  2  3.09839e+07
1  3  6.6853e+07
1  4  3.56613e+07
1  5  3.34085e+07
1  6  6.00915e+07
1  7  7.99458e+07
1  8  7.22645e+07
1  9  3.88326e+07
1  10  9.05997e+07
1  11  8.67759e+07
1  12  8.71329e+07
1  13  7.89944e+07
1  14  8.55104e+07
1  15  7.13848e+07
1  16  5.57221e+07
1  17  6.82711e+07
1  18  1.27228e+08
1  19  7.68809e+07
1  20  1.42632e+08
1  21  1.64271e+08
1  22  1.44539e+08
1  23  9.15013e+07
1  24  7.98883e+07
1  25  5.80244e+07
1  26  4.52874e+07
1  27  4.1529e+07
1  28  2.25921e+07
1  29  6.06634e+07
1  30  7.74294e+07
1  31  6.81586e+07
1  32  7.37792e+07
1  33  7.43432e+07
1  34  6.79815e+07
1  35  4.99375e+07
1  36  4.89649e+07
1  37  6.63561e+07
1  38  9.83525e+07
1  39  1.36596e+08
1  40  8.98606e+07
1  41  6.88268e+07
1  42  6.60859e+07
1  43  6.25149e+07
1  44  3.59767e+07
1  45  4.91667e+07
1  46  2.12419e+07
1  47  3.46898e+07
1  48  3.54568e+07
1  49  2.27955e+07
1  50  0
2  0  5.27938e+07
2  1  2.73425e+07
2  2  3.33926e+07
2  3  7.0125e+07
2  4  4.03508e+07
2  5  6.07705e+07
2  6  9.35136e+07
2  7  6.58849e+07
2  8  8.5623e+07
2  9  6.28373e+07
2  10  7.39647e+07
2  11  7.47444e+07
2  12  9.72697e+07
2  13  8.95464e+07
2  14  8.28959e+07
2  15  6.94205e+07
2  16  6.93671e+07
2  17  8.74457e+07
2  18  1.35889e+08
2  19  1.12338e+08
2  20  1.02665e+08
2  21  1.46249e+08
2  22  1.1681e+08
2  23  8.97975e+07
2  24  8.25046e+07
2  25  6.08931e+07
2  26  4.0519e+07
2  27  2.711e+07
2  28  3.92261e+07
2  29  5.31243e+07
2  30  9.22182e+07
2  31  4.82486e+07
2  32  7.41317e+07
2  33  6.68862e+07
2  34  8.70715e+07
2  35  7.56014e+07
2  36  3.29918e+07
2  37  5.83175e+07
2  38  1.0787e+08
2  39  1.99856e+08
2  40  1.50968e+08
2  41  1.17391e+08
2  42  1.12886e+08
2  43  6.35121e+07
2  44  6.21278e+07
2  45  1.98859e+07
2  46  3.60179e+07
2  47  6.26677e+07
2  48  2.63173e+07
2  49  3.09129e+07
2  50  2.95534e+07
3  0  3.76426e+07
3  1  3.82029e+07
3  2  3.84751e+07
3  3  4.31031e+07
3  4  2.93328e+07
3  5  6.44295e+07
3  6  9.23267e+07
3  7  5.1146e+07
3  8  6.99457e+07
3  9  6.90097e+07
3  10  7.59088e+07
3  11  9.77442e+07
3  12  7.55752e+07
3  13  1.05269e+08
3  14  1.00002e+08
3  15  9.63558e+07
3  16  6.62722e+07
3  17  1.10484e+08
3  18  9.94637e+07
3  19  1.13744e+08
3  20  1.50101e+08
3  21  1.8648e+08
3  22  9.9737e+07
3  23  9.15967e+07
3  24  7.26276e+07
3  25  4.85996e+07
3  26  5.51868e+07
3  27  5.03145e+07
3  28  5.50534e+07
3  29  5.37524e+07
3  30  6.20622e+07
3  31  7.19943e+07
3  32  1.01714e+08
3  33  5.30703e+07
3  34  5.93918e+07
3  35  6.35488e+07
3  36  2.54537e+07
3  37  5.11184e+07
3  38  9.46992e+07
3  39  1.67048e+08
3  40  1.49347e+08
3  41  9.77965e+07
3  42  5.68726e+07
3  43  5.25065e+07
3  44  5.40271e+07
3  45  5.45963e+07
3  46  2.65645e+07
3  47  2.11693e+07
3  48  4.79116e+07
3  49  3.51421e+07
3  50  4.22782e+07
4  0  3.67273e+07
4  1  4.63185e+07
4  2  4.97574e+07
4  3  3.09196e+07
4  4  5.79971e+07
4  5  8.55418e+07
4  6  9.32302e+07
4  7  5.70967e+07
4  8  7.15901e+07
4  9  8.71573e+07
4  10  1.00391e+08
4  11  9.42761e+07
4  12  1.29065e+08
4  13  1.01701e+08
4  14  8.55803e+07
4  15  1.05695e+08
4  16  9.05858e+07
4  17  1.06826e+08
4  18  1.21256e+08
4  19  1.02574e+08
4  20  1.26192e+08
4  21  1.38022e+08
4  22  7.61456e+07
4  23  1.01966e+08
4  24  1.08403e+08
4  25  6.02293e+07
4  26  4.70443e+07
4  27  6.43755e+07
4  28  5.76936e+07
4  29  4.99512e+07
4  30  5.80162e+07
4  31  7.90537e+07
4  32  7.10579e+07
4  33  6.2616e+07
4  34  1.02114e+08
4  35  6.38913e+07
4  36  5.58864e+07
4  37  6.61713e+07
4  38  6.79926e+07
4  39  1.7206e+08
4  40  1.46552e+08
4  41  9.6442e+07
4  42  7.04409e+07
4  43  5.92655e+07
4  44  4.86342e+07
4  45  4.65265e+07
4  46  3.04681e+07
4  47  4.75585e+07
4  48  4.15032e+07
4  49  6.44652e+07
4  50  4.40989e+07
5  0  5.80625e+07
5  1  5.68949e+07
5  2  8.00951e+07
5  3  3.4707e+07
5  4  5.85947e+07
5  5  9.84884e+07
5  6  1.17407e+08
5  7  6.38443e+07
5  8  7.44539e+07
5  9  9.58317e+07
5  10  9.45723e+07
5  11  9.78763e+07
5  12  1.11529e+08
5  13  1.09293e+08
5  14  1.00668e+08
5  15  9.21814e+07
5  16  8.83121e+07
5  17  9.44402e+07
5  18  1.14714e+08
5  19  9.4729e+07
5  20  1.2273e+08
5  21  1.30622e+08
5  22  1.14317e+08
5  23  1.01222e+08
5  24  7.99536e+07
5  25  6.42596e+07
5  26  3.98329e+07
5  27  5.52253e+07
5  28  4.58695e+07
5  29  4.15259e+07
5  30  5.21689e+07
5  31  8.34991e+07
5  32  6.89884e+07
5  33  4.29008e+07
5  34  6.90609e+07
5  35  6.57619e+07
5  36  7.6418e+07
5  37  4.28762e+07
5  38  7.14766e+07
5  39  1.00706e+08
5  40  1.17988e+08
5  41  8.17871e+07
5  42  7.24625e+07
5  43  5.32891e+07
5  44  9.07728e+07
5  45  4.82593e+07
5  46  5.92823e+07
5  47  7.58286e+07
5  48  4.66016e+07
5  49  4.71695e+07
5  50  4.33726e+07
6  0  7.05923e+07
6  1  6.87369e+07
6  2  5.82926e+07
6  3  4.97263e+07
6  4  5.87139e+07
6  5  9.51593e+07
6  6  9.74923e+07
6  7  5.87364e+07
6  8  9.83992e+07
6  9  1.06085e+08
6  10  7.30435e+07
6  11  9.04071e+07
6  12  8.45026e+07
6  13  7.33753e+07
6  14  7.00959e+07
6  15  8.64656e+07
6  16  7.13116e+07
6  17  6.89254e+07
6  18  9.29855e+07
6  19  7.02931e+07
6  20  1.01355e+08
6  21  1.04649e+08
6  22  8.13856e+07
6  23  1.05063e+08
6  24  7.11406e+07
