row  column  (images_31.edf Mn-K*images_31.edf Ar-K**2.3)
0  0  3.68957e+07
0  1  2.7679e+07
0  2  1.97242e+07
0  3  2.26021e+07
0  4  2.18971e+07
0  5  1.61237e+07
0  6  2.96386e+07
0  7  1.77997e+07
0  8  351407
0  9  0
0  10  9.30662e+06
0  11  1.30237e+07
0  12  8.81734e+06
0  13  2.12203e+07
0  14  8.99306e+06
0  15  1.18099e+07
0  16  1.7203e+07
0  17  1.98903e+07
0  18  1.35111e+07
0  19  1.84007e+07
0  20  2.53802e+07
0  21  9.6086e+06
0  22  1.78758e+07
0  23  2.96272e+07
0  24  5.47397e+06
0  25  1.60619e+07
0  26  2.34713e+07
0  27  2.60508e+07
0  28  1.17756e+07
0  29  3.44107e+07
0  30  2.09919e+07
0  31  1.98042e+07
0  32  2.93972e+07
0  33  1.45016e+07
0  34  1.48818e+07
0  35  1.52047e+07
0  36  2.38475e+07
0  37  2.0203e+07
0  38  2.18709e+07
0  39  2.76779e+07
0  40  2.21679e+07
0  41  2.91948e+07
0  42  2.8764e+07
0  43  2.48823e+07
0  44  1.55063e+07
0  45  2.56495e+07
0  46  2.86438e+07
0  47  4.14756e+07
0  48  2.47008e+07
0  49  3.69975e+07
0  50  3.63264e+07
1  0  5.05332e+06
1  1  1.46867e+07
1  2  1.46376e+07
1  3  1.58494e+07
1  4  2.28198e+07
1  5  1.5804e+07
1  6  8.95184e+06
1  7  1.22886e+07
1  8  3.83752e+06
1  9  1.25672e+07
1  10  2.17297e+07
1  11  1.01355e+07
1  12  1.07589e+07
1  13  2.15726e+07
1  14  3.05411e+07
1  15  2.81468e+07
1  16  3.13433e+07
1  17  2.44614e+07
1  18  2.42617e+07
1  19  2.17861e+07
1  20  1.89737e+07
1  21  1.49963e+07
1  22  1.44319e+07
1  23  2.29402e+07
1  24  2.37208e+07
1  25  1.80719e+07
1  26  3.04335e+07
1  27  1.92741e+07
1  28  3.68981e+07
1  29  2.60247e+07
1  30  2.03833e+07
1  31  3.14204e+07
1  32  1.38866e+07
1  33  1.85098e+07
1  34  2.97665e+07
1  35  1.05945e+07
1  36  2.48968e+07
1  37  2.5093e+07
1  38  2.27696e+07
1  39  1.98549e+07
1  40  2.88052e+07
1  41  3.35203e+07
1  42  0
1  43  2.39521e+07
1  44  1.75624e+07
1  45  3.2393e+07
1  46  3.28543e+07
1  47  2.7429e+07
1  48  3.66731e+07
1  49  4.00598e+07
1  50  1.85363e+07
2  0  1.76479e+07
2  1  2.65265e+07
2  2  9.43052e+06
2  3  1.67243e+07
2  4  1.67731e+07
2  5  5.67447e+06
2  6  1.44497e+07
2  7  2.22039e+07
2  8  1.73759e+07
2  9  2.06696e+06
2  10  5.95369e+06
2  11  1.65424e+07
2  12  1.80855e+07
2  13  1.62194e+07
2  14  6.81242e+06
2  15  1.48584e+07
2  16  2.33625e+07
2  17  6.34212e+06
2  18  2.30414e+07
2  19  1.28235e+07
2  20  2.35049e+07
2  21  1.22875e+07
2  22  2.37762e+07
2  23  1.15867e+07
2  24  1.38838e+07
