row  column  (images_1.edf Zn-K*images_1.edf Ar-K**2.3)
0  0  9.17036e+06
0  1  7.53815e+06
0  2  0
0  3  0
0  4  1.50105e+07
0  5  2.53181e+07
0  6  4.94524e+07
0  7  3.23119e+07
0  8  1.99777e+07
0  9  2.52941e+07
0  10  4.92635e+07
0  11  2.72248e+07
0  12  4.77958e+07
0  13  4.58927e+07
0  14  5.79991e+07
0  15  8.1021e+07
0  16  6.80315e+07
0  17  9.13868e+07
0  18  1.71111e+08
0  19  1.84276e+08
0  20  1.09061e+08
0  21  1.10266e+08
0  22  1.26319e+08
0  23  1.39139e+08
0  24  1.08173e+08
0  25  1.35304e+08
0  26  1.44686e+08
0  27  1.49436e+08
0  28  1.4831e+08
0  29  9.87382e+07
0  30  1.46157e+08
0  31  1.56761e+08
0  32  1.34513e+08
0  33  1.57598e+08
0  34  1.64809e+08
0  35  1.63144e+08
0  36  1.46809e+08
0  37  1.81011e+08
0  38  8.16572e+07
0  39  4.052e+07
0  40  4.14994e+06
0  41  0
0  42  1.58412e+07
0  43  1.14284e+06
0  44  1.87156e+07
0  45  2.25659e+07
0  46  1.94354e+07
0  47  2.44927e+07
0  48  1.43194e+07
0  49  0
0  50  1.42548e+06
1  0  0
1  1  8.59289e+06
1  2  0
1  3  0
1  4  2.01103e+07
1  5  4.54345e+07
1  6  6.82711e+07
1  7  3.77549e+07
1  8  3.90673e+07
1  9  3.35133e+07
1  10  5.4432e+07
1  11  6.84629e+07
1  12  8.41009e+07
1  13  7.12855e+07
1  14  8.13778e+07
1  15  9.65501e+07
1  16  7.68003e+07
1  17  1.01877e+08
1  18  1.67144e+08
1  19  1.72284e+08
1  20  1.3974e+08
1  21  1.33579e+08
1  22  1.03547e+08
1  23  1.48433e+08
1  24  1.53671e+08
1  25  1.4146e+08
1  26  1.44643e+08
1  27  1.43455e+08
1  28  1.65591e+08
1  29  1.45742e+08
1  30  1.57684e+08
1  31  1.44516e+08
1  32  1.50561e+08
1  33  1.34632e+08
1  34  1.38889e+08
1  35  1.4165e+08
1  36  1.64074e+08
1  37  1.38733e+08
1  38  1.06926e+08
1  39  3.6368e+07
1  40  1.18805e+07
1  41  5.72182e+06
1  42  1.68941e+07
1  43  4.44892e+06
1  44  4.17776e+07
1  45  2.98001e+07
1  46  2.32198e+07
1  47  1.13083e+07
1  48  5.45787e+06
1  49  0
1  50  0
2  0  0
2  1  1.56851e+07
2  2  2.09137e+07
2  3  0
2  4  2.39357e+06
2  5  6.56947e+07
2  6  1.01692e+08
2  7  6.34952e+07
2  8  6.56511e+07
2  9  4.67712e+07
2  10  6.76169e+07
2  11  7.02412e+07
2  12  8.97081e+07
2  13  7.8562e+07
2  14  8.51555e+07
2  15  7.20885e+07
2  16  8.91803e+07
2  17  9.6953e+07
2  18  1.59961e+08
2  19  1.4701e+08
2  20  8.98278e+07
2  21  1.29179e+08
2  22  1.29161e+08
2  23  1.13856e+08
2  24  1.23214e+08
2  25  1.34449e+08
2  26  1.35798e+08
2  27  1.44012e+08
2  28  1.46723e+08
2  29  1.22719e+08
2  30  1.6692e+08
2  31  1.57202e+08
2  32  1.15248e+08
2  33  1.23391e+08
2  34  1.19494e+08
2  35  1.229e+08
2  36  9.34317e+07
2  37  1.11184e+08
2  38  7.47042e+07
2  39  3.87228e+07
2  40  2.01568e+07
2  41  2.0467e+07
2  42  1.12029e+07
2  43  737468
2  44  3.1044e+07
2  45  5.80747e+07
2  46  3.12151e+07
2  47  4.13352e+07
2  48  9.20585e+06
2  49  1.47582e+07
2  50  1.15779e+06
3  0  2.70706e+07
3  1  1.79798e+07
3  2  1.86493e+07
3  3  3.26619e+07
3  4  3.68482e+07
3  5  1.17358e+08
3  6  1.14354e+08
3  7  7.26846e+07
3  8  7.06014e+07
3  9  6.44053e+07
3  10  7.6458e+07
3  11  1.10229e+08
3  12  1.34391e+08
3  13  1.35152e+08
3  14  1.09071e+08
3  15  7.58585e+07
3  16  8.90105e+07
3  17  1.1796e+08
3  18  1.6974e+08
3  19  1.15714e+08
3  20  7.65613e+07
3  21  1.05835e+08
3  22  1.24355e+08
3  23  1.17081e+08
3  24  1.59485e+08
3  25  1.28499e+08
3  26  1.18494e+08
3  27  1.17587e+08
3  28  1.32968e+08
3  29  1.04436e+08
3  30  1.11361e+08
3  31  1.21229e+08
3  32  1.13918e+08
3  33  1.04739e+08
3  34  1.10133e+08
3  35  1.31296e+08
3  36  1.28646e+08
3  37  1.19884e+08
3  38  6.81203e+07
3  39  3.53488e+07
3  40  3.06317e+07
3  41  4.8498e+06
3  42  1.57398e+07
3  43  2.04784e+07
3  44  6.3493e+07
3  45  6.71035e+07
3  46  6.72736e+07
3  47  6.10243e+07
3  48  1.34528e+07
3  49  9.76067e+06
3  50  2.11759e+06
4  0  8.39025e+06
4  1  8.28946e+06
4  2  1.48327e+07
4  3  1.74838e+07
4  4  4.07798e+07
4  5  1.02787e+08
4  6  1.20478e+08
4  7  9.85749e+07
4  8  9.59021e+07
4  9  1.05076e+08
4  10  1.01278e+08
4  11  1.32852e+08
4  12  1.29331e+08
4  13  1.14631e+08
4  14  9.03391e+07
4  15  1.21153e+08
4  16  9.36813e+07
4  17  1.50414e+08
4  18  1.6473e+08
4  19  1.2695e+08
4  20  1.01336e+08
4  21  9.12679e+07
4  22  1.07904e+08
4  23  1.25093e+08
4  24  1.12119e+08
4  25  8.35025e+07
4  26  1.11423e+08
4  27  9.88841e+07
4  28  9.18168e+07
4  29  9.6778e+07
4  30  7.64184e+07
4  31  1.06232e+08
4  32  8.6984e+07
4  33  9.80536e+07
4  34  8.37861e+07
4  35  9.43088e+07
4  36  9.00153e+07
4  37  9.03315e+07
4  38  6.73542e+07
4  39  4.7638e+07
4  40  2.45037e+07
4  41  8.25181e+06
4  42  2.27338e+07
4  43  1.53869e+07
4  44  9.16536e+07
4  45  1.37183e+08
4  46  1.0226e+08
4  47  5.5558e+07
4  48  2.0711e+07
4  49  0
4  50  0
5  0  1.7667e+07
5  1  6.7506e+06
5  2  1.26771e+07
5  3  2.6326e+07
5  4  5.47438e+07
5  5  8.41408e+07
5  6  1.48426e+08
5  7  8.48398e+07
5  8  6.8649e+07
5  9  1.21089e+08
5  10  1.17356e+08
5  11  1.42685e+08
5  12  1.3742e+08
5  13  1.23112e+08
5  14  1.12272e+08
5  15  1.26585e+08
5  16  1.38246e+08
5  17  1.76793e+08
5  18  1.54184e+08
5  19  1.28433e+08
5  20  1.07459e+08
5  21  1.39276e+08
5  22  1.37105e+08
5  23  1.13204e+08
5  24  1.24429e+08
5  25  1.15199e+08
5  26  1.20262e+08
5  27  9.06219e+07
5  28  1.0912e+08
5  29  9.786e+07
5  30  9.24501e+07
5  31  8.2354e+07
5  32  6.20283e+07
5  33  8.88684e+07
5  34  6.9457e+07
5  35  9.60248e+07
5  36  9.01881e+07
5  37  7.69887e+07
5  38  7.81293e+07
5  39  4.04289e+07
5  40  3.75225e+07
5  41  2.84616e+07
5  42  2.01251e+07
5  43  5.12178e+07
5  44  1.66416e+08
5  45  1.39219e+08
5  46  8.62575e+07
5  47  4.45015e+07
5  48  1.8549e+07
5  49  3.35939e+06
5  50  0
6  0  6.62971e+06
6  1  2.00118e+07
6  2  7.05847e+06
6  3  2.73032e+07
6  4  6.81054e+07
6  5  1.17251e+08
6  6  1.53211e+08
6  7  1.18736e+08
6  8  1.32638e+08
6  9  1.20601e+08
6  10  1.572e+08
6  11  1.26583e+08
6  12  1.78753e+08
6  13  1.39957e+08
6  14  1.62094e+08
6  15  1.53489e+08
6  16  1.47321e+08
6  17  1.78616e+08
6  18  1.58511e+08
6  19  1.33066e+08
6  20  1.17492e+08
6  21  9.40731e+07
6  22  1.22373e+08
6  23  9.58643e+07
6  24  1.0959e+08
6  25  1.11823e+08
6  26  1.17531e+08
6  27  1.10671e+08
6  28  9.39414e+07
6  29  8.5399e+07
6  30  9.37258e+07
6  31  9.167e+07
6  32  8.14222e+07
6  33  1.02382e+08
6  34  7.90512e+07
6  35  8.12177e+07
6  36  9.64796e+07
6  37  7.34925e+07
6  38  8.68877e+07
6  39  7.32009e+07
6  40  2.98439e+07
6  41  3.1645e+07
6  42  2.10412e+06
6  43  8.05392e+07
6  44  8.46323e+07
6  45  1.2777e+08
6  46  9.10217e+07
6  47  3.39821e+07
6  48  2.05716e+07
6  49  0
6  50  0
7  0  8.9614e+06
7  1  1.25118e+07
7  2  2.73036e+07
7  3  4.64086e+07
7  4  7.89992e+07
7  5  1.16058e+08
7  6  1.81189e+08
7  7  1.63974e+08
7  8  1.35204e+08
7  9  1.6306e+08
7  10  1.53238e+08
7  11  2.04279e+08
7  12  2.08435e+08
7  13  1.73064e+08
7  14  1.71129e+08
7  15  1.41833e+08
7  16  1.83686e+08
7  17  1.73124e+08
7  18  1.44218e+08
7  19  1.48291e+08
7  20  1.06674e+08
7  21  1.25419e+08
7  22  1.15553e+08
7  23  1.13402e+08
7  24  1.25913e+08
7  25  8.918e+07
7  26  1.08214e+08
7  27  1.01516e+08
7  28  7.86245e+07
7  29  8.56741e+07
7  30  9.09651e+07
7  31  9.30731e+07
7  32  8.04431e+07
7  33  9.13324e+07
7  34  6.97034e+07
7  35  7.4082e+07
7  36  1.03165e+08
7  37  1.0297e+08
7  38  8.66633e+07
7  39  3.88843e+07
7  40  4.4972e+07
7  41  5.0838e+07
7  42  2.3784e+07
7  43  2.05722e+07
7  44  8.37607e+07
7  45  9.72751e+07
7  46  5.15452e+07
7  47  1.82752e+07
7  48  0
7  49  0
7  50  0
