row  column  (images_1.edf Fe-K*images_1.edf Ar-K**2.3)
0  0  0
0  1  4.63003e+07
0  2  5.34499e+07
0  3  7.42832e+07
0  4  9.66353e+07
0  5  1.12106e+08
0  6  1.11352e+08
0  7  1.15438e+08
0  8  1.30139e+08
0  9  1.21108e+08
0  10  1.48854e+08
0  11  1.31965e+08
0  12  1.31643e+08
0  13  1.53022e+08
0  14  1.61384e+08
0  15  1.7295e+08
0  16  2.1817e+08
0  17  2.16902e+08
0  18  2.74802e+08
0  19  2.02242e+08
0  20  1.99043e+08
0  21  1.64839e+08
0  22  1.69066e+08
0  23  1.97574e+08
0  24  1.87099e+08
0  25  1.94606e+08
0  26  2.12014e+08
0  27  2.10565e+08
0  28  2.27891e+08
0  29  1.94581e+08
0  30  2.66512e+08
0  31  1.93931e+08
0  32  2.28847e+08
0  33  2.46014e+08
0  34  2.42676e+08
0  35  2.04976e+08
0  36  2.04875e+08
0  37  2.00685e+08
0  38  1.55296e+08
0  39  1.73132e+08
0  40  1.0382e+08
0  41  1.04427e+08
0  42  1.17632e+08
0  43  1.01397e+08
0  44  1.4353e+08
0  45  9.82028e+07
0  46  9.27346e+07
0  47  8.89032e+07
0  48  8.49938e+07
0  49  6.98394e+07
0  50  7.17798e+07
1  0  2.67899e+07
1  1  3.57508e+07
1  2  8.19222e+07
1  3  7.08593e+07
1  4  1.06107e+08
1  5  1.25529e+08
1  6  1.39089e+08
1  7  1.22384e+08
1  8  1.20245e+08
1  9  1.39041e+08
1  10  1.90749e+08
1  11  1.50161e+08
1  12  1.85439e+08
1  13  1.77923e+08
1  14  1.85502e+08
1  15  1.99457e+08
1  16  2.39023e+08
1  17  2.45061e+08
1  18  2.85622e+08
1  19  2.20293e+08
1  20  2.09654e+08
1  21  2.15359e+08
1  22  2.01064e+08
1  23  1.92099e+08
1  24  1.88354e+08
1  25  1.7672e+08
1  26  2.39753e+08
1  27  2.03017e+08
1  28  2.41923e+08
1  29  1.86077e+08
1  30  2.10013e+08
1  31  2.0221e+08
1  32  2.14632e+08
1  33  2.39973e+08
1  34  2.06874e+08
1  35  2.03957e+08
1  36  2.18709e+08
1  37  2.24855e+08
1  38  1.57913e+08
1  39  1.57415e+08
1  40  1.28766e+08
1  41  9.11609e+07
1  42  9.22221e+07
1  43  1.33071e+08
1  44  1.27011e+08
1  45  1.44995e+08
1  46  9.91176e+07
1  47  9.11566e+07
1  48  8.88888e+07
1  49  3.45936e+07
1  50  6.21672e+07
2  0  2.73967e+07
2  1  5.6483e+07
2  2  9.80109e+07
2  3  9.73279e+07
2  4  1.31795e+08
2  5  1.28437e+08
2  6  1.42897e+08
2  7  1.65169e+08
2  8  1.45421e+08
2  9  1.56131e+08
2  10  1.98982e+08
2  11  1.57383e+08
2  12  2.21746e+08
2  13  1.90461e+08
2  14  1.88773e+08
2  15  2.00075e+08
2  16  2.27181e+08
2  17  2.57371e+08
2  18  2.82798e+08
2  19  2.21115e+08
2  20  1.93114e+08
2  21  2.0375e+08
2  22  2.29745e+08
2  23  2.04631e+08
2  24  1.97162e+08
2  25  1.89589e+08
2  26  1.99672e+08
2  27  1.93317e+08
2  28  2.49345e+08
2  29  1.80227e+08
2  30  2.47749e+08
2  31  2.06112e+08
2  32  2.09424e+08
2  33  2.12933e+08
2  34  2.17754e+08
2  35  1.96839e+08
2  36  1.90902e+08
2  37  2.20884e+08
2  38  1.75371e+08
2  39  1.43003e+08
2  40  1.42637e+08
2  41  1.4816e+08
2  42  1.05362e+08
2  43  8.64418e+07
2  44  1.46639e+08
2  45  1.72482e+08
2  46  1.15306e+08
2  47  1.21543e+08
2  48  7.83267e+07
2  49  6.75249e+07
2  50  6.06316e+07
3  0  5.60091e+07
3  1  6.04732e+07
3  2  8.87046e+07
3  3  1.15923e+08
3  4  1.22205e+08
3  5  1.76888e+08
3  6  1.77671e+08
3  7  1.23297e+08
3  8  1.89108e+08
3  9  1.88061e+08
3  10  1.90634e+08
3  11  2.0025e+08
3  12  2.41829e+08
3  13  2.56927e+08
3  14  2.30109e+08
3  15  2.37924e+08
3  16  2.51489e+08
3  17  3.20436e+08
3  18  3.00411e+08
3  19  2.1445e+08
3  20  2.33395e+08
3  21  2.19026e+08
3  22  1.98343e+08
3  23  2.33619e+08
3  24  2.32175e+08
3  25  2.04635e+08
3  26  2.14449e+08
3  27  1.87165e+08
3  28  2.31065e+08
3  29  1.98128e+08
3  30  2.33452e+08
3  31  2.22481e+08
3  32  2.11113e+08
3  33  1.7835e+08
3  34  2.01836e+08
3  35  1.94697e+08
3  36  2.00426e+08
3  37  2.03751e+08
3  38  1.66005e+08
3  39  1.45128e+08
3  40  1.23844e+08
3  41  1.51218e+08
3  42  9.83374e+07
3  43  1.18622e+08
3  44  1.59094e+08
3  45  1.92459e+08
3  46  1.47121e+08
3  47  1.1344e+08
3  48  8.01653e+07
3  49  6.36483e+07
3  50  5.55349e+07
4  0  5.81787e+07
4  1  6.25075e+07
4  2  8.81093e+07
4  3  1.16985e+08
4  4  1.60881e+08
4  5  1.74527e+08
4  6  2.17012e+08
4  7  1.92361e+08
4  8  2.00371e+08
4  9  2.42291e+08
4  10  3.09345e+08
4  11  2.64316e+08
4  12  2.74839e+08
4  13  2.89976e+08
4  14  2.44035e+08
4  15  3.11996e+08
4  16  3.47295e+08
4  17  3.40781e+08
4  18  3.37393e+08
4  19  2.31195e+08
4  20  2.5568e+08
4  21  2.05723e+08
4  22  2.27204e+08
4  23  2.33599e+08
4  24  2.26776e+08
4  25  1.88465e+08
4  26  1.95456e+08
4  27  2.12693e+08
4  28  1.91916e+08
4  29  1.85534e+08
4  30  2.02877e+08
4  31  1.8824e+08
4  32  1.58077e+08
4  33  1.88755e+08
4  34  2.0041e+08
4  35  1.64642e+08
4  36  2.09537e+08
4  37  1.93385e+08
4  38  1.62267e+08
4  39  1.39593e+08
4  40  1.23233e+08
4  41  1.47737e+08
4  42  1.33321e+08
4  43  1.19275e+08
4  44  1.48454e+08
4  45  2.16033e+08
4  46  1.75117e+08
4  47  1.35183e+08
4  48  7.4725e+07
4  49  9.76416e+07
4  50  4.83001e+07
5  0  8.75973e+07
5  1  8.36053e+07
5  2  1.00735e+08
5  3  1.37577e+08
5  4  2.14179e+08
5  5  2.77528e+08
5  6  2.16013e+08
5  7  2.31009e+08
5  8  2.28463e+08
5  9  2.71972e+08
5  10  2.98748e+08
5  11  2.45945e+08
5  12  3.22456e+08
5  13  2.92785e+08
5  14  2.62793e+08
5  15  3.90786e+08
5  16  3.32946e+08
5  17  3.32538e+08
5  18  2.94101e+08
5  19  2.85487e+08
5  20  3.20196e+08
5  21  2.57002e+08
5  22  2.60435e+08
5  23  1.89938e+08
5  24  2.18407e+08
5  25  1.93727e+08
5  26  2.20403e+08
5  27  2.02719e+08
5  28  2.04285e+08
5  29  1.96173e+08
5  30  2.13344e+08
5  31  1.78717e+08
5  32  1.57568e+08
5  33  1.7253e+08
5  34  1.75581e+08
5  35  1.62491e+08
5  36  1.73543e+08
5  37  1.63536e+08
5  38  1.55064e+08
5  39  1.45772e+08
5  40  1.6917e+08
5  41  1.4084e+08
5  42  1.00214e+08
5  43  1.51233e+08
5  44  2.27454e+08
5  45  2.26893e+08
5  46  1.62499e+08
5  47  1.36751e+08
5  48  8.34042e+07
5  49  6.76118e+07
5  50  5.45787e+07
6  0  1.26248e+08
6  1  1.3352e+08
6  2  1.52506e+08
6  3  1.25462e+08
6  4  2.08211e+08
6  5  2.92945e+08
6  6  2.76242e+08
6  7  2.68005e+08
6  8  2.93252e+08
6  9  3.23947e+08
6  10  3.61088e+08
6  11  3.22497e+08
6  12  3.93055e+08
6  13  3.25557e+08
6  14  3.44338e+08
6  15  4.03346e+08
6  16  4.01852e+08
6  17  3.44893e+08
6  18  3.20698e+08
6  19  2.45275e+08
6  20  2.95108e+08
6  21  2.29864e+08
6  22  2.50674e+08
6  23  2.52424e+08
6  24  2.45977e+08
6  25  2.32896e+08
6  26  2.21132e+08
6  27  2.05151e+08
6  28  1.86124e+08
6  29  1.67952e+08
6  30  1.66142e+08
6  31  1.77359e+08
6  32  1.81281e+08
6  33  1.43943e+08
6  34  1.48472e+08
6  35  1.70671e+08
6  36  1.48687e+08
6  37  1.63144e+08
6  38  1.7025e+08
6  39  1.54566e+08
6  40  1.61107e+08
6  41  1.40594e+08
6  42  1.29943e+08
6  43  1.48783e+08
6  44  1.78157e+08
6  45  2.28832e+08
6  46  1.86388e+08
6  47  1.25672e+08
6  48  9.8351e+07
6  49  7.23669e+07
6  50  4.48384e+07
7  0  1.27437e+08
7  1  1.38209e+08
7  2  1.51177e+08
7  3  1.74127e+08
7  4  2.59458e+08
7  5  2.78816e+08
7  6  2.84791e+08
7  7  2.75748e+08
7  8  3.12598e+08
7  9  3.78869e+08
7  10  4.47918e+08
7  11  3.49831e+08
7  12  4.33717e+08
7  13  3.87454e+08
7  14  3.72428e+08
7  15  3.60554e+08
7  16  3.75945e+08
7  17  3.2808e+08
7  18  2.54552e+08
7  19  2.58522e+08
7  20  2.59242e+08
7  21  2.67159e+08
7  22  2.29397e+08
7  23  2.32328e+08
7  24  2.16998e+08
7  25  1.87459e+08
7  26  1.92712e+08
7  27  1.93624e+08
7  28  1.78499e+08
7  29  1.82518e+08
7  30  1.72235e+08
7  31  1.69234e+08
7  32  1.48538e+08
7  33  1.49416e+08
7  34  1.27076e+08
7  35  1.45832e+08
7  36  1.65765e+08
7  37  1.38822e+08
7  38  1.57887e+08
7  39  1.65893e+08
7  40  1.49539e+08
7  41  1.54492e+08
7  42  1.11772e+08
7  43  1.30479e+08
7  44  1.58994e+08
7  45  1.94781e+08
7  46  1.28122e+08
7  47  1.27253e+08
7  48  6.38317e+07
7  49  8.17939e+07
7  50  7.85454e+07
8  0  1.80225e+08
8  1  1.43202e+08
8  2  1.43737e+08
8  3  1.70885e+08
8  4  2.60396e+08
8  5  2.90795e+08
8  6  2.99994e+08
8  7  3.57958e+08
8  8  3.01501e+08
8  9  3.93837e+08
8  10  4.31015e+08
8  11  3.76913e+08
8  12  3.78542e+08
8  13  3.05122e+08
8  14  2.78005e+08
8  15  3.27285e+08
8  16  3.12828e+08
8  17  2.55548e+08
8  18  2.76131e+08
8  19  2.74433e+08
8  20  2.53417e+08
8  21  2.70428e+08
8  22  2.41629e+08
8  23  2.25258e+08
8  24  2.01759e+08
8  25  2.18698e+08
8  26  1.91248e+08
8  27  1.87972e+08
8  28  1.85989e+08
8  29  1.44734e+08
8  30  1.51458e+08
8  31  1.4161e+08
8  32  1.60607e+08
8  33  1.34625e+08
8  34  1.4577e+08
8  35  1.33593e+08
8  36  1.55792e+08
8  37  1.37363e+08
8  38  1.42928e+08
8  39  1.47807e+08
8  40  1.54076e+08
8  41  1.78067e+08
8  42  1.22444e+08
