row  column  (images_28.edf Fe-K*images_28.edf Ar-K**2.3)
0  0  1.44028e+07
0  1  1.49837e+07
0  2  1.68741e+07
0  3  2.04722e+07
0  4  1.79025e+07
0  5  2.16221e+07
0  6  2.02193e+07
0  7  2.03346e+07
0  8  2.67014e+07
0  9  2.99608e+07
0  10  2.92579e+07
0  11  3.06161e+07
0  12  3.20793e+07
0  13  3.23566e+07
0  14  3.36731e+07
0  15  2.58471e+07
0  16  2.65011e+07
0  17  3.04755e+07
0  18  2.5824e+07
0  19  3.40515e+07
0  20  2.2565e+07
0  21  2.40666e+07
0  22  2.52858e+07
0  23  2.3923e+07
0  24  2.13469e+07
0  25  3.00031e+07
0  26  3.97578e+07
0  27  4.20183e+07
0  28  3.0507e+07
0  29  2.22723e+07
0  30  3.15536e+07
0  31  3.45124e+07
0  32  2.95092e+07
0  33  2.88606e+07
0  34  2.77513e+07
0  35  2.79241e+07
0  36  3.36023e+07
0  37  3.49728e+07
0  38  2.99157e+07
0  39  3.76652e+07
0  40  3.43526e+07
0  41  3.83517e+07
0  42  3.91773e+07
0  43  4.06926e+07
0  44  3.40396e+07
0  45  3.30959e+07
0  46  3.92207e+07
0  47  4.9942e+07
0  48  6.27121e+07
0  49  5.46938e+07
0  50  3.58393e+07
0  51  3.74156e+07
0  52  3.17577e+07
0  53  3.83974e+07
0  54  3.75079e+07
0  55  3.62064e+07
0  56  3.6019e+07
0  57  4.59646e+07
0  58  6.01405e+07
0  59  4.46715e+07
0  60  3.48825e+07
0  61  3.44494e+07
0  62  3.64509e+07
0  63  3.16966e+07
0  64  3.0199e+07
0  65  3.56676e+07
0  66  2.63232e+07
0  67  2.69874e+07
0  68  3.47282e+07
0  69  3.35974e+07
0  70  3.4437e+07
0  71  3.32956e+07
0  72  3.25309e+07
0  73  3.76031e+07
0  74  3.0887e+07
0  75  3.71953e+07
0  76  3.54784e+07
0  77  2.66096e+07
0  78  4.08509e+07
0  79  7.08771e+07
0  80  3.94893e+07
0  81  3.86007e+07
0  82  4.15427e+07
0  83  4.00782e+07
0  84  6.307e+07
0  85  4.62035e+07
0  86  4.25153e+07
0  87  3.07686e+07
0  88  3.97913e+07
0  89  4.37642e+07
0  90  3.64359e+07
0  91  4.4151e+07
0  92  3.64478e+07
0  93  4.65865e+07
0  94  6.48478e+07
0  95  5.69601e+07
0  96  5.60364e+07
0  97  5.76284e+07
0  98  5.15405e+07
0  99  4.39865e+07
0  100  5.88946e+07
0  101  4.88913e+07
0  102  5.4352e+07
0  103  5.39282e+07
0  104  5.45883e+07
0  105  4.05081e+07
0  106  3.06521e+07
0  107  3.81188e+07
0  108  3.16839e+07
0  109  3.21799e+07
0  110  3.15721e+07
0  111  2.14698e+07
0  112  2.1999e+07
0  113  2.73728e+07
0  114  2.16591e+07
0  115  1.60027e+07
