row  column  (images_28.edf Cu-K*images_28.edf Ar-K**2.3)
0  0  3.25299e+06
0  1  3.31697e+06
0  2  4.1348e+06
0  3  4.63756e+06
0  4  3.88946e+06
0  5  1.99686e+06
0  6  4.57945e+06
0  7  7.29319e+06
0  8  766549
0  9  4.2849e+06
0  10  7.32545e+06
0  11  8.01786e+06
0  12  1.09937e+06
0  13  5.76717e+06
0  14  7.71624e+06
0  15  7.49741e+06
0  16  7.58597e+06
0  17  6.52739e+06
0  18  3.56147e+06
0  19  3.73261e+06
0  20  5.90865e+06
0  21  6.76827e+06
0  22  5.04001e+06
0  23  3.47431e+06
0  24  6.00316e+06
0  25  4.47284e+06
0  26  1.74729e+06
0  27  3.14655e+06
0  28  0
0  29  6.8268e+06
0  30  5.16194e+06
0  31  1.07721e+07
0  32  5.49251e+06
0  33  6.93023e+06
0  34  1.09154e+07
0  35  1.14374e+07
0  36  6.41355e+06
0  37  9.51199e+06
0  38  1.17045e+07
0  39  2.91448e+06
0  40  5.72281e+06
0  41  8.71018e+06
0  42  7.51667e+06
0  43  9.93932e+06
0  44  1.01866e+07
0  45  7.1305e+06
0  46  5.12392e+06
0  47  9.45751e+06
0  48  8.22487e+06
0  49  1.12828e+07
0  50  8.00322e+06
0  51  7.49808e+06
0  52  7.31332e+06
0  53  1.07853e+07
0  54  6.39695e+06
0  55  8.18678e+06
0  56  6.88216e+06
0  57  6.09976e+06
0  58  4.95343e+06
0  59  4.93944e+06
0  60  6.66123e+06
0  61  7.52087e+06
0  62  2.6917e+06
0  63  1.22025e+06
0  64  1.19214e+07
0  65  7.73964e+06
0  66  9.28836e+06
0  67  7.93151e+06
0  68  1.15775e+07
0  69  1.29515e+07
0  70  8.51105e+06
0  71  1.03683e+07
0  72  2.77945e+06
0  73  4.59635e+06
0  74  3.63716e+06
0  75  5.98312e+06
0  76  2.18742e+06
0  77  5.95373e+06
0  78  7.6388e+06
0  79  8.11799e+06
0  80  4.96612e+06
0  81  6.82811e+06
0  82  1.18328e+07
0  83  9.2949e+06
0  84  8.93297e+06
0  85  6.96033e+06
0  86  3.92202e+06
0  87  5.56334e+06
0  88  9.15332e+06
0  89  7.1013e+06
0  90  4.44494e+06
0  91  1.20414e+07
0  92  1.05618e+07
0  93  4.97693e+06
0  94  4.00526e+06
0  95  7.40086e+06
0  96  1.66156e+07
0  97  7.07194e+06
0  98  1.04786e+07
0  99  5.98682e+06
0  100  1.76884e+07
0  101  2.76065e+06
0  102  9.51072e+06
0  103  553751
0  104  3.05187e+06
0  105  0
0  106  3.54055e+06
0  107  4.82591e+06
0  108  2.49809e+06
0  109  839925
0  110  0
0  111  5.02188e+06
0  112  777147
0  113  3.97001e+06
0  114  0
0  115  0
0  116  0
0  117  0
0  118  0
0  119  0
0  120  0
1  0  1.84785e+06
1  1  3.82167e+06
1  2  3.25618e+06
1  3  3.58422e+06
1  4  4.61947e+06
