row  column  (images_28.edf P-K*images_28.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  0
0  3  0
0  4  0
0  5  0
0  6  0
0  7  0
0  8  0
0  9  0
0  10  7.31099e+06
0  11  2.35958e+06
0  12  5.11553e+06
0  13  5.99354e+06
0  14  5.92037e+06
0  15  6.41374e+06
0  16  3.42004e+06
0  17  0
0  18  0
0  19  0
0  20  0
0  21  0
0  22  0
0  23  0
0  24  0
0  25  0
0  26  0
0  27  0
0  28  0
0  29  2.54421e+06
0  30  2.20819e+06
0  31  6.14758e+06
0  32  5.39159e+06
0  33  3.97193e+06
0  34  6.26835e+06
0  35  7.33021e+06
0  36  5.00317e+06
0  37  3.9995e+06
0  38  1.01321e+07
0  39  9.80729e+06
0  40  8.81552e+06
0  41  7.05606e+06
0  42  3.55131e+06
0  43  3.21681e+06
0  44  7.1144e+06
0  45  5.16993e+06
0  46  9.13019e+06
0  47  0
0  48  0
0  49  4.91779e+06
0  50  4.76295e+06
0  51  6.11303e+06
0  52  1.02431e+07
0  53  3.80334e+06
0  54  1.23708e+07
0  55  1.01489e+07
0  56  4.60333e+06
0  57  6.07084e+06
0  58  3.85965e+06
0  59  3.61618e+06
0  60  0
0  61  0
0  62  0
0  63  5.30124e+06
0  64  0
0  65  0
0  66  0
0  67  8.33568e+06
0  68  0
0  69  0
0  70  0
0  71  0
0  72  4.06007e+06
0  73  4.76915e+06
0  74  7.77368e+06
0  75  6.92848e+06
0  76  9.40268e+06
0  77  7.02115e+06
0  78  7.11117e+06
0  79  5.06397e+06
0  80  1.04488e+07
0  81  7.48931e+06
0  82  9.82094e+06
0  83  1.29032e+07
0  84  9.55572e+06
0  85  1.23646e+07
0  86  1.19926e+07
0  87  9.77327e+06
0  88  1.39986e+07
0  89  1.11258e+07
0  90  1.15155e+07
0  91  1.35448e+07
0  92  8.69436e+06
0  93  1.13708e+07
0  94  5.04193e+06
0  95  8.78628e+06
0  96  1.26837e+07
0  97  6.5201e+06
0  98  6.84015e+06
0  99  0
0  100  0
0  101  0
0  102  0
0  103  0
0  104  0
0  105  0
0  106  0
0  107  0
0  108  0
0  109  0
0  110  0
0  111  0
0  112  0
0  113  0
0  114  0
0  115  0
0  116  0
0  117  0
0  118  1.07517e+06
0  119  207585
0  120  0
1  0  0
1  1  0
1  2  0
1  3  0
1  4  0
1  5  0
1  6  0
1  7  3.88956e+06
1  8  5.29279e+06
1  9  4.87932e+06
1  10  4.43298e+06
1  11  4.7046e+06
1  12  0
1  13  3.05765e+06
1  14  5.4425e+06
1  15  5.19286e+06
1  16  0
1  17  2.591e+06
1  18  0
1  19  0
1  20  0
1  21  0
1  22  0
1  23  0
1  24  0
1  25  0
1  26  0
1  27  0
1  28  2.76327e+06
1  29  4.89484e+06
1  30  3.57135e+06
1  31  5.08867e+06
1  32  5.98159e+06
1  33  5.03829e+06
1  34  4.02094e+06
1  35  5.22143e+06
1  36  7.49403e+06
1  37  5.07585e+06
1  38  3.88709e+06
1  39  9.18763e+06
1  40  0
1  41  5.4213e+06
1  42  0
1  43  4.46892e+06
1  44  5.28871e+06
1  45  8.63523e+06
1  46  0
1  47  6.00174e+06
1  48  3.60767e+06
1  49  0
1  50  8.6455e+06
1  51  1.24861e+07
1  52  1.42064e+07
1  53  5.68872e+06
1  54  1.24672e+07
1  55  9.67186e+06
1  56  5.02196e+06
1  57  3.42195e+06
1  58  5.80041e+06
1  59  0
1  60  5.18636e+06
1  61  0
1  62  0
1  63  4.25805e+06
1  64  0
1  65  5.27375e+06
1  66  0
1  67  0
1  68  0
1  69  0
1  70  3.17963e+06
1  71  6.98317e+06
1  72  3.54724e+06
1  73  1.09207e+07
1  74  9.36676e+06
1  75  7.43862e+06
1  76  4.31683e+06
1  77  4.9269e+06
1  78  0
1  79  9.30276e+06
1  80  7.79771e+06
1  81  7.09787e+06
1  82  6.26998e+06
1  83  1.22367e+07
1  84  1.30209e+07
1  85  6.56017e+06
1  86  1.51803e+07
1  87  1.54862e+07
1  88  8.62626e+06
1  89  1.28068e+07
1  90  1.41025e+07
1  91  1.08255e+07
1  92  1.33852e+07
1  93  9.98013e+06
1  94  9.70886e+06
1  95  1.35458e+07
1  96  1.30422e+07
1  97  7.4406e+06
1  98  7.785e+06
1  99  0
1  100  0
1  101  0
1  102  0
1  103  0
1  104  0
1  105  0
1  106  0
1  107  0
1  108  0
1  109  0
1  110  0
1  111  0
1  112  0
1  113  0
1  114  0
1  115  0
1  116  0
1  117  0
1  118  1.52147e+06
1  119  0
1  120  0
2  0  0
2  1  0
2  2  0
2  3  0
2  4  0
2  5  0
2  6  0
2  7  0
2  8  0
2  9  3.9657e+06
2  10  4.59109e+06
2  11  7.68224e+06
2  12  7.44767e+06
2  13  4.77899e+06
2  14  5.34517e+06
2  15  2.79982e+06
2  16  0
2  17  0
2  18  0
2  19  0
2  20  0
2  21  0
2  22  0
2  23  0
2  24  0
2  25  0
2  26  0
2  27  1.75693e+06
2  28  0
2  29  2.82017e+06
2  30  3.03548e+06
2  31  4.40899e+06
2  32  3.42976e+06
2  33  4.44162e+06
2  34  5.60276e+06
2  35  4.74773e+06
2  36  7.41299e+06
2  37  7.83603e+06
2  38  5.69121e+06
2  39  8.62487e+06
2  40  7.08438e+06
2  41  0
2  42  3.93508e+06
2  43  0
2  44  6.04629e+06
2  45  4.86596e+06
2  46  3.37173e+06
2  47  3.22852e+06
2  48  0
2  49  4.36661e+06
2  50  8.47021e+06
2  51  8.80937e+06
2  52  9.74189e+06
2  53  7.64771e+06
2  54  5.92356e+06
2  55  3.96356e+06
2  56  9.54902e+06
2  57  8.0414e+06
2  58  0
2  59  2.98261e+06
2  60  6.94673e+06
2  61  7.00118e+06
2  62  4.90768e+06
2  63  0
2  64  0
2  65  0
2  66  0
2  67  0
2  68  0
2  69  5.78271e+06
2  70  0
2  71  0
2  72  3.58313e+06
2  73  6.69439e+06
2  74  4.3195e+06
2  75  1.0096e+07
2  76  4.18051e+06
2  77  7.01127e+06
2  78  1.00792e+07
2  79  6.55017e+06
2  80  9.56249e+06
2  81  1.17341e+07
2  82  1.12782e+07
2  83  6.97884e+06
2  84  1.16613e+07
2  85  8.52669e+06
2  86  1.57998e+07
2  87  1.28889e+07
2  88  1.30414e+07
2  89  1.02419e+07
2  90  1.18978e+07
2  91  7.03072e+06
2  92  1.16545e+07
2  93  7.75954e+06
2  94  1.34712e+07
2  95  1.793e+07
2  96  7.26539e+06
2  97  9.96559e+06
2  98  5.97752e+06
2  99  0
2  100  0
2  101  0
2  102  0
2  103  0
2  104  0
2  105  0
2  106  0
2  107  0
2  108  0
2  109  0
2  110  0
2  111  0
2  112  0
2  113  0
2  114  0
2  115  0
2  116  0
2  117  0
2  118  0
2  119  1.17396e+06
2  120  0
3  0  0
3  1  0
3  2  0
3  3  0
3  4  0
3  5  0
3  6  0
3  7  0
3  8  4.0436e+06
3  9  5.96349e+06
3  10  7.72863e+06
3  11  6.96029e+06
3  12  0
3  13  0
3  14  0
3  15  3.32321e+06
3  16  3.54049e+06
3  17  0
3  18  0
3  19  0
3  20  0
3  21  0
3  22  0
3  23  0
3  24  0
3  25  0
3  26  0
3  27  2.21622e+06
3  28  0
3  29  4.62962e+06
3  30  2.38581e+06
3  31  3.47668e+06
3  32  2.67803e+06
3  33  4.08754e+06
3  34  4.95162e+06
3  35  5.19098e+06
3  36  5.80061e+06
3  37  6.44933e+06
