row  column  (images_38.edf Cu-K*images_38.edf Ar-K**2.3)
0  0  0
0  1  3.95837e+06
0  2  2.05109e+06
0  3  0
0  4  4.02426e+06
0  5  8.32194e+06
0  6  2.43803e+06
0  7  529207
0  8  4.88786e+06
0  9  2.48347e+06
0  10  149791
0  11  5.6167e+06
0  12  5.69226e+06
0  13  5.71247e+06
0  14  7.46604e+06
0  15  6.2524e+06
0  16  1.07198e+07
0  17  6.81523e+06
0  18  5.42443e+06
0  19  6.49259e+06
0  20  7.23565e+06
0  21  5.2532e+06
0  22  3.12916e+06
0  23  5.43999e+06
0  24  9.14396e+06
0  25  9.44095e+06
0  26  0
0  27  3.31131e+06
0  28  1.58827e+06
0  29  6.34613e+06
0  30  3.06298e+06
0  31  0
0  32  1.98183e+06
0  33  6.06923e+06
0  34  0
0  35  1.30388e+06
0  36  0
0  37  4.89852e+06
0  38  6.63906e+06
0  39  7.67287e+06
0  40  8.15101e+06
1  0  0
1  1  0
1  2  0
1  3  2.49823e+06
1  4  1.05134e+07
1  5  1.75046e+06
1  6  8.24697e+06
1  7  5.07153e+06
1  8  8.88186e+06
1  9  1.43789e+06
1  10  4.40569e+06
1  11  5.69218e+06
1  12  8.47217e+06
1  13  7.09272e+06
1  14  549131
1  15  6.07031e+06
1  16  6.50016e+06
1  17  1.62291e+06
1  18  1.10941e+07
1  19  3.49943e+06
1  20  2.51996e+06
1  21  3.91809e+06
1  22  0
1  23  1.60633e+06
1  24  8.90374e+06
1  25  501094
1  26  3.02953e+06
1  27  3.45955e+06
1  28  9.56129e+06
1  29  0
1  30  0
1  31  479356
1  32  4.71653e+06
1  33  3.15571e+06
1  34  8.41327e+06
1  35  0
1  36  1.13162e+07
1  37  7.40741e+06
1  38  7.13722e+06
1  39  5.75333e+06
1  40  1.03864e+07
2  0  1.06338e+06
2  1  6.315e+06
2  2  8.37856e+06
2  3  5.46085e+06
2  4  7.57619e+06
2  5  0
2  6  2.00527e+06
2  7  6.79008e+06
2  8  1.24528e+07
2  9  8.7898e+06
2  10  4.75511e+06
2  11  3.40816e+06
2  12  5.83823e+06
2  13  9.12255e+06
2  14  7.45077e+06
2  15  7.26567e+06
2  16  5.26243e+06
2  17  4.28134e+06
