row  column  (images_38.edf Zn-K*images_38.edf Ar-K**2.3)
0  0  2.49002e+07
0  1  2.42445e+07
0  2  1.69339e+07
0  3  2.04841e+07
0  4  2.69212e+07
0  5  3.51758e+07
0  6  4.15885e+07
0  7  5.26371e+07
0  8  5.75548e+07
0  9  5.42563e+07
0  10  5.56524e+07
0  11  2.03113e+07
0  12  3.08476e+07
0  13  4.76562e+07
0  14  5.36669e+07
0  15  5.36583e+07
0  16  5.42452e+07
0  17  4.67667e+07
0  18  5.44988e+07
0  19  4.41187e+07
0  20  4.17438e+07
0  21  4.45794e+07
0  22  3.69547e+07
0  23  3.65086e+07
0  24  3.84329e+07
0  25  3.56284e+07
0  26  3.75121e+07
0  27  3.69582e+07
0  28  3.20411e+07
0  29  3.90183e+07
0  30  3.44236e+07
0  31  2.25044e+07
0  32  5.18628e+06
0  33  1.45386e+07
0  34  1.17299e+07
0  35  7.32733e+06
0  36  6.81735e+06
0  37  2.32428e+07
0  38  2.34547e+07
0  39  4.38549e+07
0  40  6.78292e+07
1  0  2.67096e+07
1  1  2.95217e+07
1  2  2.36559e+07
1  3  5.15823e+07
1  4  3.91682e+07
1  5  2.70846e+07
1  6  4.65134e+07
1  7  6.12825e+07
1  8  6.44034e+07
1  9  6.82876e+07
1  10  4.00434e+07
1  11  3.48098e+07
1  12  4.91971e+07
1  13  6.16579e+07
1  14  7.99509e+07
1  15  8.29266e+07
1  16  7.37496e+07
1  17  5.73007e+07
1  18  7.36341e+07
1  19  5.80152e+07
1  20  5.61993e+07
1  21  5.40638e+07
1  22  5.03178e+07
1  23  6.90751e+07
1  24  6.79123e+07
1  25  4.08718e+07
1  26  5.28919e+07
1  27  4.83114e+07
1  28  5.67938e+07
1  29  3.78091e+07
1  30  5.05901e+07
1  31  1.33479e+07
1  32  1.45176e+07
1  33  1.20442e+07
1  34  7.35851e+06
1  35  8.51036e+06
1  36  2.91799e+07
1  37  3.02557e+07
1  38  4.23155e+07
1  39  9.01691e+07
1  40  8.74699e+07
2  0  3.50211e+07
2  1  4.52585e+07
2  2  4.60861e+07
2  3  6.30959e+07
2  4  4.79447e+07
2  5  3.6038e+07
2  6  4.56862e+07
2  7  4.89987e+07
2  8  7.79508e+07
2  9  6.89335e+07
2  10  5.49096e+07
2  11  4.67101e+07
2  12  6.2129e+07
2  13  9.11329e+07
2  14  8.7213e+07
2  15  9.1572e+07
2  16  8.80834e+07
2  17  8.01751e+07
2  18  8.11644e+07
2  19  7.29338e+07
2  20  6.76344e+07
2  21  7.09918e+07
2  22  7.34734e+07
2  23  7.89998e+07
2  24  8.5659e+07
2  25  6.83912e+07
2  26  5.49825e+07
2  27  7.73846e+07
2  28  8.03242e+07
2  29  6.43842e+07
2  30  3.95878e+07
2  31  3.1128e+07
2  32  1.07967e+07
2  33  2.22098e+07
