row  column  (images_38.edf Ca-K*images_38.edf Ar-K**2.3)
0  0  6.22614e+08
0  1  6.40272e+08
0  2  5.75673e+08
0  3  5.84698e+08
0  4  6.88772e+08
0  5  6.66166e+08
0  6  7.92408e+08
0  7  9.99196e+08
0  8  8.98489e+08
0  9  9.11236e+08
0  10  8.50217e+08
0  11  7.1547e+08
0  12  9.89368e+08
0  13  1.16448e+09
0  14  1.27738e+09
0  15  1.20597e+09
0  16  1.01066e+09
0  17  8.9294e+08
0  18  8.74497e+08
0  19  7.89729e+08
0  20  7.078e+08
0  21  6.82212e+08
0  22  6.16376e+08
0  23  6.68874e+08
0  24  5.74095e+08
0  25  5.35831e+08
0  26  5.28373e+08
0  27  6.08341e+08
0  28  6.0188e+08
0  29  5.74448e+08
0  30  5.30717e+08
0  31  4.44937e+08
0  32  3.15504e+08
0  33  2.45357e+08
0  34  2.35861e+08
0  35  3.30603e+08
0  36  4.62615e+08
0  37  6.53414e+08
0  38  7.29586e+08
0  39  8.6262e+08
0  40  1.01333e+09
1  0  8.40277e+08
1  1  7.22917e+08
1  2  6.69077e+08
1  3  7.80757e+08
1  4  7.44285e+08
1  5  8.21916e+08
1  6  9.92276e+08
1  7  1.04522e+09
1  8  1.0154e+09
1  9  9.81755e+08
1  10  9.52368e+08
1  11  1.05149e+09
1  12  1.26128e+09
1  13  1.39639e+09
1  14  1.39725e+09
1  15  1.24654e+09
1  16  1.06994e+09
1  17  9.4016e+08
1  18  9.90482e+08
1  19  8.09241e+08
1  20  7.51244e+08
1  21  7.4495e+08
1  22  7.8089e+08
1  23  7.37717e+08
1  24  7.12808e+08
1  25  6.34916e+08
1  26  6.87777e+08
1  27  6.73366e+08
1  28  7.32108e+08
1  29  6.18031e+08
1  30  5.07074e+08
1  31  4.10945e+08
1  32  3.13204e+08
1  33  2.58567e+08
1  34  3.0838e+08
1  35  4.8005e+08
1  36  6.38061e+08
1  37  8.14265e+08
1  38  1.0012e+09
1  39  1.0862e+09
1  40  1.09934e+09
2  0  8.91855e+08
2  1  9.14339e+08
2  2  8.19687e+08
2  3  9.59518e+08
2  4  8.03876e+08
2  5  9.14435e+08
2  6  1.09059e+09
2  7  1.03931e+09
2  8  1.12193e+09
2  9  1.07025e+09
2  10  1.16158e+09
2  11  1.15857e+09
2  12  1.34881e+09
2  13  1.5316e+09
2  14  1.33124e+09
2  15  1.22419e+09
2  16  1.13245e+09
2  17  1.10301e+09
2  18  9.98139e+08
2  19  8.81626e+08
2  20  7.87182e+08
2  21  8.58356e+08
2  22  8.22394e+08
2  23  7.92188e+08
2  24  7.69905e+08
2  25  6.80956e+08
2  26  6.74556e+08
2  27  7.73463e+08
2  28  7.57307e+08
2  29  7.29888e+08
2  30  5.90884e+08
2  31  4.67039e+08
2  32  3.50824e+08
2  33  2.91551e+08
2  34  3.59594e+08
2  35  5.98574e+08
2  36  8.55561e+08
2  37  9.1452e+08
2  38  1.149e+09
2  39  1.19543e+09
2  40  1.13203e+09
3  0  1.12674e+09
3  1  9.73291e+08
3  2  9.22345e+08
3  3  1.02026e+09
3  4  1.06139e+09
3  5  1.03389e+09
3  6  1.04043e+09
3  7  1.0779e+09
3  8  1.0928e+09
3  9  1.13657e+09
3  10  1.27656e+09
3  11  1.35144e+09
3  12  1.33945e+09
3  13  1.71619e+09
3  14  1.4634e+09
3  15  1.18023e+09
3  16  1.09287e+09
3  17  1.04475e+09
3  18  1.05998e+09
3  19  1.05553e+09
3  20  9.76432e+08
3  21  9.30691e+08
3  22  8.95303e+08
3  23  9.43121e+08
3  24  7.69821e+08
3  25  7.33036e+08
3  26  7.95138e+08
3  27  8.35963e+08
3  28  8.55622e+08
3  29  7.96061e+08
3  30  6.6958e+08
3  31  5.29383e+08
3  32  4.19381e+08
3  33  3.52001e+08
3  34  4.40332e+08
3  35  7.62917e+08
3  36  9.68752e+08
3  37  1.12333e+09
3  38  1.20703e+09
3  39  1.27304e+09
3  40  1.17076e+09
4  0  1.1659e+09
4  1  1.16309e+09
4  2  9.92642e+08
4  3  1.0932e+09
4  4  1.1418e+09
4  5  1.34354e+09
4  6  1.24819e+09
4  7  1.10651e+09
4  8  1.15508e+09
4  9  1.14364e+09
4  10  1.26253e+09
4  11  1.33994e+09
4  12  1.42875e+09
4  13  1.46471e+09
4  14  1.38132e+09
4  15  1.14177e+09
4  16  1.17487e+09
4  17  9.69476e+08
4  18  8.79288e+08
4  19  9.4715e+08
4  20  8.91049e+08
4  21  9.16366e+08
4  22  1.01151e+09
4  23  8.98044e+08
4  24  7.54321e+08
4  25  8.87354e+08
4  26  7.47543e+08
4  27  8.86867e+08
4  28  9.47012e+08
4  29  8.60196e+08
4  30  7.21809e+08
4  31  5.80446e+08
4  32  4.41652e+08
4  33  4.11145e+08
4  34  4.34044e+08
4  35  8.21363e+08
4  36  9.85839e+08
4  37  1.16609e+09
4  38  1.16137e+09
4  39  1.17522e+09
4  40  1.0521e+09
5  0  1.3218e+09
5  1  1.21711e+09
5  2  1.07054e+09
5  3  1.16747e+09
5  4  1.26891e+09
5  5  1.41058e+09
5  6  1.22264e+09
5  7  1.23087e+09
5  8  1.20725e+09
5  9  1.24539e+09
5  10  1.35876e+09
5  11  1.4422e+09
5  12  1.36664e+09
5  13  1.28495e+09
5  14  1.23999e+09
5  15  1.0741e+09
5  16  9.71119e+08
5  17  1.00406e+09
5  18  9.34452e+08
5  19  9.19703e+08
5  20  9.62674e+08
5  21  9.27821e+08
5  22  8.98099e+08
5  23  1.00416e+09
5  24  7.99538e+08
5  25  8.17373e+08
5  26  8.13006e+08
5  27  9.29492e+08
5  28  8.156e+08
5  29  8.73354e+08
5  30  8.09209e+08
5  31  6.7222e+08
5  32  4.90599e+08
5  33  4.19408e+08
5  34  4.83255e+08
5  35  9.25672e+08
5  36  9.84787e+08
5  37  1.17871e+09
5  38  1.22014e+09
5  39  1.01945e+09
5  40  9.35041e+08
6  0  1.28419e+09
6  1  1.21147e+09
6  2  1.11211e+09
6  3  9.84711e+08
6  4  1.28105e+09
6  5  1.23691e+09
6  6  1.30684e+09
6  7  1.18393e+09
6  8  1.24419e+09
6  9  1.24927e+09
6  10  1.36484e+09
6  11  1.44599e+09
6  12  1.16656e+09
6  13  1.28603e+09
6  14  1.14921e+09
6  15  1.01878e+09
6  16  9.44093e+08
6  17  8.05006e+08
6  18  8.65285e+08
6  19  7.75833e+08
6  20  8.27687e+08
6  21  9.65111e+08
6  22  8.55917e+08
6  23  8.94066e+08
6  24  7.43993e+08
6  25  7.28849e+08
6  26  7.21422e+08
6  27  7.97665e+08
6  28  7.92886e+08
6  29  8.26546e+08
6  30  8.01952e+08
6  31  6.11509e+08
6  32  4.83688e+08
6  33  3.71014e+08
6  34  5.16339e+08
6  35  9.21602e+08
6  36  1.09491e+09
6  37  1.16984e+09
6  38  1.18538e+09
6  39  1.03219e+09
6  40  7.73834e+08
7  0  1.25064e+09
7  1  1.14305e+09
7  2  1.01935e+09
7  3  1.13723e+09
7  4  1.35633e+09
7  5  1.24474e+09
7  6  1.21713e+09
7  7  1.17602e+09
7  8  1.22506e+09
7  9  1.32952e+09
7  10  1.28404e+09
7  11  1.29771e+09
7  12  1.35614e+09
7  13  1.14313e+09
7  14  9.69524e+08
7  15  9.94822e+08
7  16  9.37036e+08
7  17  8.35112e+08
7  18  8.21746e+08
7  19  7.25521e+08
7  20  8.18748e+08
7  21  8.39714e+08
7  22  7.74295e+08
7  23  7.44296e+08
7  24  7.33888e+08
7  25  7.76563e+08
7  26  7.10194e+08
7  27  8.87682e+08
7  28  8.53677e+08
7  29  9.03212e+08
7  30  7.0578e+08
7  31  5.21377e+08
7  32  3.83645e+08
7  33  4.18742e+08
7  34  5.8329e+08
7  35  1.03786e+09
7  36  9.99598e+08
7  37  1.11579e+09
7  38  1.10918e+09
7  39  9.60834e+08
7  40  6.98058e+08
8  0  1.35788e+09
8  1  1.01267e+09
8  2  1.12103e+09
8  3  1.19662e+09
8  4  1.20772e+09
8  5  1.17613e+09
8  6  1.18289e+09
8  7  1.16631e+09
8  8  1.1347e+09
8  9  1.19913e+09
8  10  1.38979e+09
8  11  1.2337e+09
8  12  1.17144e+09
8  13  1.05271e+09
8  14  9.81549e+08
8  15  9.44417e+08
8  16  9.48802e+08
8  17  8.64988e+08
8  18  8.69209e+08
8  19  8.23154e+08
8  20  7.8272e+08
8  21  6.99243e+08
8  22  7.72412e+08
8  23  7.82347e+08
8  24  6.4541e+08
8  25  6.45805e+08
8  26  6.54861e+08
8  27  7.72571e+08
8  28  8.46944e+08
8  29  7.20361e+08
8  30  7.0885e+08
8  31  5.12806e+08
8  32  4.40849e+08
8  33  4.05974e+08
8  34  5.3541e+08
8  35  1.01517e+09
8  36  1.11154e+09
8  37  1.02779e+09
8  38  1.01492e+09
8  39  8.36405e+08
8  40  6.12035e+08
9  0  1.11962e+09
9  1  1.07862e+09
9  2  9.62277e+08
9  3  1.17179e+09
9  4  1.39141e+09
9  5  1.24674e+09
9  6  1.10665e+09
9  7  1.12819e+09
9  8  1.07398e+09
9  9  1.26315e+09
9  10  1.40833e+09
9  11  1.06208e+09
9  12  1.06974e+09
9  13  1.06966e+09
9  14  1.02615e+09
9  15  9.25974e+08
9  16  8.35091e+08
9  17  7.69973e+08
9  18  7.9577e+08
9  19  7.23466e+08
9  20  6.95378e+08
9  21  8.43672e+08
9  22  7.47865e+08
9  23  8.07073e+08
9  24  6.28675e+08
9  25  6.72976e+08
9  26  7.04083e+08
9  27  7.71062e+08
9  28  8.81482e+08
9  29  8.32786e+08
9  30  6.0276e+08
9  31  4.85933e+08
9  32  4.28392e+08
9  33  4.27681e+08
9  34  6.4771e+08
9  35  1.04037e+09
9  36  1.0063e+09
9  37  9.23504e+08
9  38  1.08001e+09
9  39  8.12164e+08
9  40  5.35797e+08
10  0  1.23387e+09
10  1  1.0699e+09
10  2  1.06321e+09
10  3  1.0951e+09
10  4  1.21558e+09
10  5  1.10915e+09
10  6  1.10708e+09
10  7  1.18796e+09
10  8  9.84343e+08
10  9  1.18596e+09
10  10  1.16948e+09
10  11  1.18867e+09
10  12  1.03973e+09
10  13  1.12949e+09
10  14  9.59445e+08
10  15  7.90633e+08
10  16  8.97203e+08
10  17  8.5263e+08
10  18  7.56137e+08
10  19  7.30373e+08
10  20  6.67945e+08
10  21  7.61252e+08
10  22  6.97985e+08
10  23  7.32543e+08
10  24  6.60566e+08
10  25  6.75975e+08
10  26  6.92937e+08
10  27  8.80909e+08
10  28  7.42705e+08
10  29  7.74338e+08
