row  column  (images_38.edf Mn-K*images_38.edf Ar-K**2.3)
0  0  7.03821e+06
0  1  8.28293e+06
0  2  8.15983e+06
0  3  1.70024e+06
0  4  1.21756e+07
0  5  9.02027e+06
0  6  6.06761e+06
0  7  9.41102e+06
0  8  5.87337e+06
0  9  6.43596e+06
0  10  4.318e+06
0  11  6.5711e+06
0  12  4.33063e+06
0  13  4.17127e+06
0  14  7.43274e+06
0  15  3.29525e+06
0  16  0
0  17  1.68173e+06
0  18  3.53044e+06
0  19  6.5605e+06
0  20  3.97262e+06
0  21  5.43851e+06
0  22  3.02805e+06
0  23  5.61712e+06
0  24  1.42396e+07
0  25  1.15455e+07
0  26  1.53287e+07
0  27  5.68086e+06
0  28  8.63799e+06
0  29  1.20471e+07
0  30  5.58563e+06
0  31  1.52836e+07
0  32  8.53804e+06
0  33  1.07257e+07
0  34  9.43178e+06
0  35  1.02611e+07
0  36  4.46962e+06
0  37  4.96887e+06
0  38  1.09589e+07
0  39  3.64824e+06
0  40  7.83648e+06
1  0  1.05698e+07
1  1  570201
1  2  9.86541e+06
1  3  9.51703e+06
1  4  2.59433e+06
1  5  7.58665e+06
1  6  4.92552e+06
1  7  9.03672e+06
1  8  3.05607e+06
1  9  1.97993e+06
1  10  8.04238e+06
1  11  8.35358e+06
1  12  1.37772e+06
1  13  4.13574e+06
1  14  3.01221e+06
1  15  5.31451e+06
1  16  4.85671e+06
1  17  2.66666e+06
1  18  0
1  19  9.3486e+06
1  20  5.587e+06
1  21  8.70551e+06
1  22  5.09153e+06
1  23  9.01822e+06
1  24  7.33457e+06
1  25  1.63784e+07
1  26  9.4659e+06
1  27  1.19791e+07
1  28  6.11604e+06
1  29  7.87881e+06
1  30  8.14475e+06
1  31  1.01471e+07
1  32  9.09909e+06
1  33  5.73635e+06
1  34  1.43302e+07
1  35  3.72999e+06
1  36  8.89623e+06
1  37  5.10033e+06
1  38  7.3021e+06
1  39  4.6544e+06
1  40  4.30793e+06
2  0  4.33481e+06
2  1  6.38181e+06
2  2  9.65148e+06
2  3  7.05805e+06
2  4  3.23856e+06
2  5  2.73341e+06
2  6  0
2  7  7.25635e+06
2  8  1.04646e+07
2  9  1.33262e+06
2  10  1.46277e+06
2  11  8.6726e+06
2  12  3.16728e+06
2  13  0
2  14  2.88626e+06
2  15  0
2  16  1.74612e+06
2  17  3.39372e+06
2  18  6.17915e+06
2  19  8.89525e+06
2  20  1.75254e+06
2  21  6.53162e+06
2  22  3.10686e+06
2  23  6.82122e+06
2  24  6.43586e+06
2  25  1.14579e+07
2  26  4.58726e+06
2  27  4.48293e+06
2  28  5.70296e+06
