row  column  (images_8.edf Mn_K*images_8.edf Ar_K**2.3)
11  28  8.79517e+06
11  29  6.82921e+06
11  30  6.78387e+06
11  31  1.18867e+07
11  32  9.25867e+06
11  33  1.88537e+07
11  34  9.55827e+06
11  35  5.07563e+06
11  36  9.91118e+06
11  37  4.78977e+06
11  38  8.53835e+06
11  39  6.92411e+06
11  40  8.97569e+06
11  41  7.78887e+06
11  42  7.33763e+06
11  43  6.66573e+06
11  44  9.12531e+06
11  45  1.52098e+07
11  46  1.94697e+07
11  47  1.77269e+07
11  48  5.18405e+06
11  49  1.55622e+07
11  50  1.56741e+07
12  0  1.14519e+07
12  1  1.08759e+07
12  2  4.54456e+06
12  3  1.09386e+07
12  4  7.38439e+06
12  5  9.11066e+06
12  6  3.73825e+06
12  7  7.63393e+06
12  8  3.35701e+06
12  9  9.96176e+06
12  10  1.02844e+07
12  11  9.53134e+06
12  12  8.45832e+06
12  13  6.81386e+06
12  14  7.83992e+06
12  15  9.06743e+06
12  16  5.81683e+06
12  17  4.99442e+06
12  18  5.22675e+06
12  19  8.37965e+06
12  20  1.17595e+07
12  21  1.10517e+07
12  22  1.19033e+07
12  23  5.58862e+06
12  24  8.45707e+06
12  25  1.07462e+07
12  26  1.52606e+07
12  27  1.55372e+07
12  28  1.12262e+07
12  29  1.11372e+07
12  30  5.09997e+06
12  31  3.73437e+06
12  32  1.09215e+07
12  33  1.23263e+07
12  34  7.86946e+06
12  35  9.69449e+06
12  36  5.56609e+06
12  37  1.73649e+07
12  38  9.78976e+06
12  39  8.08435e+06
12  40  1.3037e+07
12  41  1.04139e+07
12  42  1.34348e+07
12  43  1.9505e+07
12  44  1.03822e+07
12  45  1.12904e+07
12  46  1.98918e+07
12  47  1.59081e+07
12  48  1.44556e+07
12  49  1.17192e+07
12  50  8.28554e+06
13  0  9.16534e+06
13  1  7.15026e+06
13  2  7.40558e+06
13  3  1.00358e+07
13  4  1.11672e+07
13  5  6.66936e+06
13  6  7.49706e+06
13  7  3.58761e+06
13  8  5.12184e+06
13  9  6.51045e+06
13  10  7.86565e+06
13  11  6.65642e+06
13  12  7.8612e+06
13  13  6.47248e+06
13  14  1.18784e+07
13  15  9.94501e+06
13  16  7.10252e+06
13  17  1.72535e+06
13  18  6.75851e+06
13  19  2.71483e+06
13  20  1.30616e+07
13  21  9.21098e+06
13  22  3.25364e+06
13  23  7.8676e+06
13  24  8.25653e+06
13  25  8.67642e+06
13  26  7.38907e+06
13  27  1.63332e+07
13  28  5.50885e+06
13  29  1.21336e+07
13  30  4.64356e+06
13  31  1.3791e+07
13  32  4.42846e+06
13  33  1.35313e+07
13  34  1.24044e+07
13  35  1.08037e+07
13  36  1.20885e+07
13  37  1.11296e+07
13  38  1.31641e+07
13  39  9.20358e+06
13  40  7.23958e+06
13  41  1.23319e+07
13  42  1.54198e+07
13  43  8.52784e+06
13  44  5.60586e+06
13  45  1.38207e+07
13  46  1.53169e+07
13  47  1.22305e+07
13  48  1.38095e+07
13  49  1.13731e+07
13  50  1.47337e+07
14  0  9.80652e+06
14  1  2.87001e+06
14  2  0
14  3  8.11475e+06
14  4  6.939e+06
14  5  9.0264e+06
14  6  1.05422e+07
14  7  5.71216e+06
14  8  9.6752e+06
14  9  7.29732e+06
14  10  9.23038e+06
14  11  4.62105e+06
14  12  6.65228e+06
14  13  7.56877e+06
14  14  8.85606e+06
14  15  4.81713e+06
14  16  5.52159e+06
14  17  728412
14  18  5.03735e+06
14  19  3.31889e+06
14  20  2.92069e+06
14  21  8.90329e+06
14  22  9.69933e+06
14  23  1.00982e+07
14  24  1.01771e+07
14  25  6.58134e+06
14  26  1.51288e+07
14  27  8.06888e+06
14  28  8.07056e+06
14  29  8.26062e+06
14  30  1.06662e+07
14  31  6.69727e+06
14  32  2.21735e+06
14  33  4.63571e+06
14  34  5.39875e+06
14  35  1.23214e+07
14  36  7.53492e+06
14  37  1.14565e+07
14  38  5.60508e+06
14  39  1.20405e+07
14  40  1.43759e+07
14  41  1.29897e+07
14  42  1.13042e+07
14  43  8.67996e+06
14  44  5.34353e+06
14  45  1.05931e+07
14  46  1.29147e+07
14  47  2.12718e+07
14  48  1.2059e+07
14  49  9.2385e+06
14  50  2.06636e+07
15  0  4.42953e+06
15  1  7.97066e+06
15  2  1.0253e+07
15  3  8.68702e+06
15  4  1.01169e+07
15  5  1.08228e+07
15  6  1.18825e+07
15  7  8.75172e+06
15  8  4.30866e+06
15  9  6.31368e+06
15  10  6.96663e+06
15  11  3.23971e+06
15  12  2.2709e+06
15  13  8.20658e+06
15  14  1.03165e+07
15  15  2.15544e+06
15  16  1.1262e+07
15  17  7.75302e+06
15  18  6.75966e+06
15  19  1.9016e+06
15  20  5.08326e+06
15  21  8.07123e+06
15  22  1.19528e+07
15  23  7.66577e+06
15  24  1.39314e+07
15  25  6.7896e+06
15  26  5.83909e+06
15  27  8.39632e+06
15  28  5.35156e+06
15  29  7.05793e+06
15  30  1.0802e+07
15  31  4.74762e+06
15  32  4.66079e+06
15  33  7.30746e+06
15  34  4.90059e+06
15  35  1.44942e+07
15  36  1.42022e+07
15  37  9.79704e+06
15  38  7.42186e+06
15  39  1.04612e+07
15  40  8.31486e+06
15  41  1.23488e+07
15  42  9.87379e+06
15  43  8.76124e+06
15  44  8.90862e+06
15  45  4.99318e+06
15  46  1.10671e+07
15  47  1.58407e+07
15  48  8.27386e+06
15  49  1.00463e+07
15  50  8.78737e+06
16  0  3.09418e+06
16  1  8.38601e+06
16  2  4.94179e+06
16  3  6.17263e+06
16  4  1.49381e+07
16  5  1.01312e+07
16  6  8.59317e+06
16  7  1.10081e+07
16  8  4.47409e+06
16  9  8.24418e+06
16  10  1.97857e+06
16  11  4.96664e+06
16  12  1.37356e+06
16  13  3.67306e+06
16  14  1.35053e+07
16  15  1.45294e+06
16  16  0
16  17  2.14736e+06
16  18  4.14636e+06
16  19  0
16  20  1.14906e+07
16  21  9.98979e+06
16  22  1.09362e+07
16  23  6.15742e+06
16  24  1.55969e+06
16  25  9.17446e+06
16  26  1.09783e+07
16  27  1.09916e+07
16  28  0
16  29  0
16  30  9.87848e+06
16  31  7.13743e+06
16  32  3.71673e+06
16  33  1.45696e+07
16  34  1.28975e+07
16  35  1.13793e+07
16  36  3.86773e+06
16  37  7.22625e+06
16  38  8.82053e+06
16  39  4.51462e+06
16  40  3.8685e+06
16  41  9.12496e+06
16  42  1.27222e+07
16  43  3.11463e+06
16  44  6.20548e+06
16  45  1.32603e+07
16  46  9.45064e+06
16  47  1.20159e+07
16  48  6.10491e+06
16  49  1.082e+07
16  50  1.11178e+07
17  0  6.76402e+06
17  1  4.43381e+06
17  2  0
17  3  6.46105e+06
17  4  7.75582e+06
17  5  1.04096e+07
17  6  7.3646e+06
17  7  2.18334e+06
17  8  1.01809e+07
17  9  5.50964e+06
17  10  5.95998e+06
17  11  5.19862e+06
17  12  1.04861e+07
17  13  7.69145e+06
17  14  1.2433e+07
17  15  6.57295e+06
17  16  4.4068e+06
17  17  0
17  18  6.79123e+06
17  19  3.40445e+06
17  20  7.43518e+06
17  21  1.25054e+07
17  22  3.82545e+06
17  23  7.17921e+06
17  24  9.3326e+06
17  25  6.41472e+06
17  26  8.47539e+06
17  27  5.66186e+06
17  28  3.98536e+06
17  29  2.06267e+06
17  30  7.37174e+06
17  31  6.60712e+06
17  32  6.99133e+06
17  33  3.70269e+06
17  34  5.67214e+06
17  35  5.77434e+06
17  36  1.33575e+07
17  37  1.24521e+07
17  38  8.08086e+06
17  39  1.25937e+07
17  40  5.03529e+06
17  41  1.20522e+07
17  42  9.98718e+06
17  43  1.04699e+07
17  44  5.16393e+06
17  45  1.16912e+07
17  46  1.32906e+07
17  47  1.28075e+07
17  48  9.11594e+06
17  49  6.33354e+06
17  50  7.63053e+06
18  0  5.1533e+06
18  1  2.41603e+06
18  2  4.21125e+06
18  3  5.65195e+06
18  4  4.10577e+06
18  5  1.12014e+07
18  6  5.44376e+06
18  7  0
18  8  4.89312e+06
18  9  8.72047e+06
18  10  6.2062e+06
18  11  5.14202e+06
18  12  7.41208e+06
18  13  7.77819e+06
18  14  8.33748e+06
18  15  7.76023e+06
18  16  0
18  17  2.76485e+06
18  18  1.39906e+06
18  19  7.39273e+06
18  20  4.70399e+06
18  21  1.04707e+07
18  22  9.51821e+06
18  23  8.26188e+06
18  24  7.94374e+06
18  25  7.25411e+06
18  26  8.1551e+06
18  27  4.48376e+06
18  28  2.77695e+06
18  29  0
18  30  1.26475e+07
18  31  1.88308e+06
18  32  1.23848e+06
18  33  8.61698e+06
18  34  7.1046e+06
18  35  6.04017e+06
18  36  5.04419e+06
18  37  1.28706e+07
18  38  1.19529e+07
18  39  9.82848e+06
18  40  5.82036e+06
18  41  1.04201e+07
18  42  1.39605e+07
18  43  2.52982e+06
18  44  1.04992e+07
18  45  5.4893e+06
18  46  1.12108e+07
18  47  5.97528e+06
18  48  7.48559e+06
18  49  6.9783e+06
18  50  1.88789e+07
19  0  8.42824e+06
19  1  6.01888e+06
19  2  7.80165e+06
19  3  1.1554e+07
19  4  5.43404e+06
19  5  9.04287e+06
19  6  8.02038e+06
19  7  9.84759e+06
19  8  1.18515e+07
19  9  0
19  10  0
19  11  5.00181e+06
19  12  3.79312e+06
19  13  5.79728e+06
19  14  3.3696e+06
19  15  2.42431e+06
19  16  1.74051e+06
19  17  2.99477e+06
19  18  0
19  19  4.01932e+06
19  20  1.47885e+07
19  21  1.20179e+07
19  22  7.7409e+06
19  23  7.93138e+06
19  24  5.30371e+06
19  25  6.90788e+06
19  26  5.76774e+06
19  27  6.52695e+06
19  28  8.6661e+06
19  29  3.71876e+06
19  30  6.80756e+06
19  31  4.28894e+06
19  32  0
19  33  6.35362e+06
19  34  8.4541e+06
19  35  1.24989e+07
19  36  1.04001e+07
19  37  9.55433e+06
19  38  7.91488e+06
19  39  6.51624e+06
19  40  7.86191e+06
19  41  7.56547e+06
19  42  1.07927e+07
19  43  2.01396e+06
19  44  5.73979e+06
19  45  5.29836e+06
19  46  9.52069e+06
19  47  1.08815e+07
19  48  1.25307e+07
19  49  1.01889e+07
19  50  1.64662e+07
20  0  4.53566e+06
20  1  6.94e+06
20  2  5.97349e+06
20  3  7.7059e+06
20  4  7.78152e+06
20  5  4.24693e+06
20  6  7.0131e+06
20  7  0
20  8  5.0679e+06
20  9  6.94212e+06
20  10  4.98437e+06
20  11  8.7898e+06
20  12  0
20  13  4.17784e+06
20  14  1.07443e+07
20  15  1.7038e+06
20  16  2.65089e+06
20  17  6.78847e+06
20  18  0
20  19  7.12339e+06
20  20  1.54814e+06
20  21  7.35184e+06
20  22  1.24792e+07
20  23  1.08795e+07
20  24  3.57006e+06
20  25  1.34101e+07
20  26  1.13383e+07
20  27  4.0821e+06
20  28  4.41842e+06
20  29  3.32383e+06
20  30  1.98664e+06
20  31  1.5176e+06
20  32  1.02847e+07
20  33  4.20034e+06
20  34  7.49266e+06
20  35  7.42648e+06
20  36  7.44167e+06
20  37  1.12793e+07
20  38  1.78754e+06
20  39  4.52721e+06
20  40  7.48022e+06
20  41  8.26322e+06
20  42  8.49112e+06
20  43  5.99041e+06
20  44  6.31503e+06
20  45  1.49476e+06
20  46  1.00305e+07
20  47  1.02329e+07
20  48  6.31587e+06
20  49  1.77907e+07
20  50  1.04873e+07
21  0  8.27742e+06
21  1  2.56158e+06
21  2  5.43378e+06
21  3  7.57392e+06
21  4  6.17527e+06
21  5  4.05841e+06
21  6  8.67585e+06
21  7  1.16313e+07
21  8  2.64577e+06
21  9  4.10494e+06
21  10  8.20699e+06
21  11  3.81174e+06
21  12  2.20383e+06
21  13  0
21  14  2.67733e+06
21  15  1.25643e+06
21  16  4.72169e+06
21  17  1.13727e+07
21  18  2.43948e+06
21  19  2.53448e+06
21  20  7.55703e+06
21  21  1.52596e+07
21  22  1.05455e+07
21  23  5.68059e+06
21  24  5.11343e+06
21  25  1.06992e+07
21  26  6.80034e+06
21  27  5.81959e+06
21  28  4.32779e+06
21  29  8.53008e+06
21  30  9.586e+06
21  31  8.67711e+06
21  32  8.97314e+06
21  33  5.21243e+06
21  34  8.78864e+06
21  35  6.31891e+06
21  36  9.66493e+06
21  37  1.00986e+07
21  38  7.37895e+06
21  39  3.94852e+06
21  40  9.23948e+06
21  41  7.36932e+06
21  42  1.34663e+07
21  43  5.02811e+06
21  44  1.14158e+07
21  45  1.38186e+07
21  46  6.45094e+06
21  47  922688
21  48  1.25653e+07
21  49  1.24822e+07
21  50  6.25921e+06
22  0  5.96245e+06
22  1  2.94403e+06
22  2  3.81356e+06
22  3  3.53964e+06
22  4  4.44066e+06
22  5  3.73138e+06
22  6  6.65153e+06
22  7  6.44343e+06
22  8  4.32302e+06
22  9  6.97342e+06
22  10  2.50309e+06
22  11  5.11144e+06
22  12  7.82585e+06
22  13  8.33512e+06
22  14  2.14423e+06
22  15  2.90802e+06
22  16  0
22  17  4.65115e+06
22  18  2.87711e+06
22  19  0
22  20  8.03501e+06
22  21  9.21179e+06
22  22  6.71788e+06
22  23  3.41063e+06
22  24  6.34517e+06
22  25  2.68451e+06
22  26  3.54572e+06
22  27  7.30154e+06
22  28  4.59491e+06
22  29  3.54259e+06
22  30  0
22  31  1.38077e+07
22  32  2.03206e+06
22  33  9.7904e+06
22  34  1.13961e+07
22  35  1.70298e+07
22  36  1.1521e+07
22  37  6.73142e+06
22  38  9.00001e+06
22  39  0
22  40  5.03819e+06
22  41  8.48401e+06
22  42  4.79034e+06
22  43  1.03413e+07
22  44  9.52136e+06
22  45  6.53149e+06
