row  column  (images_8.edf P_K*images_8.edf Ar_K**2.3)
30  18  1.48364e+07
30  19  2.03337e+07
30  20  2.35461e+07
30  21  2.30215e+07
30  22  2.36253e+07
30  23  3.0114e+07
30  24  1.62597e+07
30  25  2.63911e+07
30  26  2.0963e+07
30  27  1.15353e+07
30  28  1.52936e+07
30  29  1.99895e+07
30  30  1.70913e+07
30  31  1.75107e+07
30  32  1.06307e+07
30  33  1.44373e+07
30  34  1.60794e+07
30  35  1.28089e+07
30  36  1.68085e+07
30  37  2.00626e+07
30  38  1.75173e+07
30  39  2.2278e+07
30  40  1.14074e+07
30  41  1.30067e+07
30  42  1.33977e+07
30  43  1.4944e+07
30  44  1.53898e+07
30  45  1.4732e+07
30  46  1.22227e+07
30  47  9.97363e+06
30  48  1.17594e+07
30  49  0
30  50  8.87607e+06
31  0  0
31  1  1.02103e+07
31  2  7.20295e+06
31  3  6.65011e+06
31  4  7.37339e+06
31  5  2.12599e+07
31  6  1.79238e+07
31  7  1.7678e+07
31  8  1.21241e+07
31  9  1.0391e+07
31  10  1.67144e+07
31  11  1.7977e+07
31  12  1.03082e+07
31  13  0
31  14  1.34493e+07
31  15  1.42556e+07
31  16  8.33342e+06
31  17  8.11398e+06
31  18  1.03628e+07
31  19  1.50465e+07
31  20  1.9121e+07
31  21  3.27182e+07
31  22  2.07095e+07
31  23  2.14947e+07
31  24  1.91839e+07
31  25  1.10731e+07
31  26  1.13533e+07
31  27  2.11631e+07
31  28  8.9047e+06
31  29  1.48344e+07
31  30  1.34739e+07
31  31  1.42331e+07
31  32  1.27517e+07
31  33  1.38117e+07
31  34  9.43646e+06
31  35  8.58616e+06
31  36  1.21669e+07
31  37  1.52068e+07
31  38  1.70417e+07
31  39  2.47658e+07
31  40  1.23016e+07
31  41  1.61094e+07
31  42  1.40724e+07
31  43  1.60374e+07
31  44  2.01045e+07
31  45  1.11123e+07
31  46  1.22177e+07
31  47  1.12392e+07
31  48  1.10567e+07
31  49  1.0653e+07
31  50  0
32  0  9.56754e+06
32  1  1.07086e+07
32  2  6.16702e+06
32  3  7.42744e+06
32  4  1.09455e+07
32  5  8.98323e+06
32  6  1.17337e+07
32  7  1.82969e+07
32  8  1.35918e+07
32  9  7.24574e+06
32  10  9.69796e+06
32  11  1.61688e+07
32  12  1.48733e+07
32  13  1.18922e+07
32  14  1.71833e+07
32  15  1.5976e+07
32  16  1.09659e+07
32  17  0
32  18  1.05314e+07
32  19  2.57232e+07
32  20  2.49892e+07
32  21  2.30917e+07
32  22  1.8274e+07
32  23  3.00343e+07
32  24  2.02216e+07
32  25  1.85818e+07
32  26  1.57946e+07
32  27  1.82178e+07
32  28  1.53424e+07
32  29  1.66461e+07
32  30  1.41331e+07
32  31  1.05712e+07
32  32  8.74821e+06
32  33  1.3423e+07
32  34  1.13871e+07
32  35  1.27739e+07
32  36  2.88406e+07
32  37  5.98251e+06
32  38  1.64421e+07
32  39  1.71931e+07
32  40  1.71474e+07
32  41  1.7093e+07
32  42  1.37973e+07
32  43  1.17744e+07
32  44  1.97586e+07
32  45  1.69802e+07
32  46  1.36481e+07
32  47  1.99535e+07
32  48  1.19075e+07
32  49  8.82704e+06
32  50  0
33  0  0
33  1  1.15342e+07
33  2  0
33  3  1.47452e+07
33  4  1.11705e+07
33  5  1.72627e+07
33  6  9.78642e+06
33  7  1.70219e+07
33  8  1.03057e+07
33  9  1.12483e+07
33  10  1.22291e+07
33  11  1.11714e+07
33  12  1.34477e+07
33  13  1.2275e+07
33  14  1.60708e+07
33  15  1.41104e+07
33  16  0
33  17  8.70683e+06
33  18  1.8063e+07
33  19  1.97277e+07
33  20  2.96971e+07
33  21  2.80501e+07
33  22  2.6434e+07
33  23  2.43048e+07
33  24  2.96749e+07
33  25  1.77109e+07
33  26  1.45428e+07
33  27  1.98111e+07
33  28  1.69509e+07
33  29  1.21222e+07
33  30  0
33  31  1.77307e+07
33  32  1.09773e+07
33  33  0
33  34  1.15657e+07
33  35  0
33  36  1.33558e+07
33  37  1.32959e+07
33  38  1.26696e+07
33  39  1.72341e+07
33  40  1.81066e+07
33  41  1.8492e+07
33  42  1.55634e+07
33  43  2.44674e+07
33  44  2.01702e+07
33  45  1.74274e+07
33  46  1.57894e+07
33  47  1.36426e+07
33  48  0
33  49  8.58899e+06
33  50  0
34  0  0
34  1  0
34  2  5.75401e+06
34  3  0
34  4  1.29193e+07
34  5  1.74932e+07
34  6  1.47145e+06
34  7  1.13137e+07
34  8  1.75993e+07
34  9  7.40988e+06
34  10  9.65726e+06
34  11  9.47262e+06
34  12  1.051e+07
34  13  6.61352e+06
34  14  0
34  15  0
34  16  8.254e+06
34  17  7.93123e+06
34  18  1.85086e+07
34  19  2.02315e+07
34  20  2.46531e+07
34  21  1.89253e+07
34  22  2.77547e+07
34  23  2.68542e+07
34  24  2.72147e+07
34  25  1.63516e+07
34  26  1.99562e+07
34  27  1.32746e+07
34  28  1.21802e+07
34  29  1.15585e+07
34  30  1.95332e+07
34  31  8.85042e+06
34  32  9.15296e+06
34  33  1.27489e+07
34  34  8.47142e+06
34  35  1.48706e+07
34  36  1.70092e+07
34  37  1.86938e+07
34  38  1.15526e+07
34  39  1.31825e+07
34  40  1.83639e+07
34  41  1.49017e+07
34  42  1.32972e+07
34  43  1.83429e+07
34  44  2.0201e+07
34  45  1.73037e+07
34  46  1.03354e+07
34  47  1.47959e+07
34  48  1.0588e+07
34  49  1.00599e+07
34  50  0
35  0  8.09221e+06
35  1  1.60579e+07
35  2  7.73245e+06
35  3  1.19897e+07
35  4  1.02e+07
35  5  1.18221e+07
35  6  1.18188e+07
35  7  2.05521e+07
35  8  1.15597e+07
35  9  7.77003e+06
35  10  8.16622e+06
35  11  7.05747e+06
35  12  1.35424e+07
35  13  1.16207e+07
35  14  6.56493e+06
35  15  0
35  16  1.00457e+07
35  17  1.07693e+07
35  18  2.09022e+07
35  19  2.73333e+07
35  20  2.10673e+07
35  21  2.3153e+07
35  22  3.26497e+07
35  23  2.63695e+07
35  24  2.394e+07
35  25  1.93916e+07
35  26  2.11279e+07
35  27  2.46403e+07
35  28  1.89272e+07
35  29  1.27617e+07
35  30  9.16363e+06
35  31  1.59742e+07
35  32  0
35  33  0
35  34  1.16772e+07
35  35  0
35  36  1.82678e+07
35  37  9.34908e+06
35  38  1.44622e+07
35  39  1.9513e+07
35  40  1.52183e+07
35  41  1.44821e+07
35  42  2.07644e+07
35  43  1.65913e+07
35  44  1.67159e+07
35  45  1.23148e+07
35  46  1.60078e+07
35  47  1.90715e+07
35  48  1.07492e+07
35  49  0
35  50  0
36  0  4.93199e+06
36  1  7.99687e+06
36  2  0
36  3  7.88198e+06
36  4  1.03208e+07
36  5  1.75086e+07
36  6  1.25875e+07
36  7  1.60248e+07
36  8  1.03258e+07
36  9  1.41396e+07
36  10  0
36  11  6.25335e+06
36  12  0
36  13  7.64948e+06
36  14  1.42896e+07
36  15  1.0685e+07
36  16  1.17649e+07
36  17  1.14774e+07
36  18  2.47407e+07
36  19  2.66359e+07
36  20  3.19196e+07
36  21  3.29283e+07
36  22  2.7993e+07
36  23  3.439e+07
36  24  2.61705e+07
36  25  2.1176e+07
36  26  1.86004e+07
36  27  2.0317e+07
36  28  2.00215e+07
36  29  2.60971e+07
36  30  0
36  31  9.68294e+06
36  32  9.96689e+06
36  33  1.18145e+07
36  34  1.0747e+07
36  35  1.02528e+07
36  36  1.2381e+07
36  37  1.35789e+07
36  38  1.95432e+07
36  39  2.04258e+07
36  40  9.29703e+06
36  41  1.68096e+07
36  42  2.22436e+07
36  43  2.22856e+07
36  44  1.86865e+07
36  45  2.08986e+07
36  46  1.11397e+07
36  47  1.2592e+07
36  48  9.33423e+06
36  49  1.08727e+07
36  50  0
37  0  5.74975e+06
37  1  9.83847e+06
37  2  6.56177e+06
37  3  0
37  4  0
37  5  1.61956e+07
37  6  9.02044e+06
37  7  9.69217e+06
37  8  1.14169e+07
37  9  8.36899e+06
37  10  1.11567e+07
37  11  0
37  12  9.25363e+06
37  13  0
37  14  0
37  15  0
37  16  1.78816e+07
37  17  1.47786e+07
37  18  2.14478e+07
37  19  3.05285e+07
37  20  2.25303e+07
37  21  2.09566e+07
37  22  2.28303e+07
37  23  2.81971e+07
37  24  2.90955e+07
37  25  2.26113e+07
37  26  2.46079e+07
37  27  1.53251e+07
37  28  2.0262e+07
37  29  1.83357e+07
37  30  1.36119e+07
37  31  9.8509e+06
37  32  9.10161e+06
37  33  1.12618e+07
37  34  9.3879e+06
37  35  1.10109e+07
37  36  1.51075e+07
37  37  0
37  38  1.72878e+07
37  39  8.89494e+06
37  40  1.56397e+07
37  41  1.77652e+07
37  42  1.75692e+07
37  43  1.95664e+07
37  44  2.4551e+07
37  45  1.49138e+07
37  46  1.85349e+07
37  47  1.20951e+07
37  48  1.02717e+07
37  49  1.31952e+07
37  50  1.04926e+07
38  0  7.38835e+06
38  1  1.25078e+07
38  2  8.34716e+06
38  3  0
38  4  2.09112e+07
38  5  8.44756e+06
38  6  1.05429e+07
38  7  9.9366e+06
38  8  0
38  9  9.90786e+06
38  10  1.11581e+07
38  11  6.90876e+06
38  12  0
38  13  9.28655e+06
38  14  8.08309e+06
38  15  9.31284e+06
38  16  2.45254e+07
38  17  2.34751e+07
38  18  2.12707e+07
38  19  3.34033e+07
38  20  2.63095e+07
38  21  2.45254e+07
38  22  3.4734e+07
38  23  2.86928e+07
38  24  2.17411e+07
38  25  2.60488e+07
38  26  1.661e+07
38  27  1.82383e+07
38  28  1.53633e+07
38  29  1.55766e+07
38  30  1.94551e+07
38  31  1.59857e+07
38  32  1.06988e+07
38  33  1.85179e+07
38  34  1.1986e+07
38  35  0
38  36  6.66731e+06
38  37  0
38  38  1.61516e+07
38  39  1.41728e+07
38  40  1.33019e+07
38  41  2.35247e+07
38  42  2.12148e+07
38  43  2.39537e+07
38  44  1.76415e+07
38  45  2.39338e+07
38  46  2.09299e+07
38  47  1.58157e+07
38  48  1.11347e+07
38  49  1.09652e+07
38  50  0
39  0  1.16318e+07
39  1  0
39  2  7.05569e+06
39  3  0
39  4  0
39  5  1.90478e+07
39  6  1.18307e+07
39  7  9.39998e+06
39  8  7.97371e+06
39  9  1.63922e+07
39  10  9.79574e+06
39  11  0
39  12  0
39  13  0
39  14  0
39  15  1.64734e+07
39  16  2.45758e+07
39  17  2.16514e+07
39  18  2.11629e+07
39  19  2.6833e+07
39  20  3.00437e+07
39  21  2.33132e+07
39  22  2.49751e+07
39  23  1.98864e+07
39  24  2.64981e+07
39  25  2.10538e+07
39  26  1.83296e+07
39  27  1.66052e+07
39  28  1.58845e+07
39  29  1.50399e+07
39  30  1.18103e+07
39  31  1.45778e+07
39  32  1.2724e+07
39  33  9.22883e+06
39  34  8.45603e+06
39  35  0
39  36  1.26588e+07
39  37  7.65757e+06
39  38  1.78783e+07
39  39  1.66173e+07
39  40  1.85075e+07
39  41  2.11082e+07
39  42  1.19944e+07
39  43  1.60946e+07
39  44  2.35789e+07
39  45  2.44855e+07
39  46  1.46819e+07
39  47  1.24345e+07
39  48  1.63992e+07
39  49  0
39  50  0
40  0  9.03336e+06
40  1  0
40  2  5.95341e+06
40  3  1.22492e+07
40  4  1.16013e+07
40  5  1.82086e+07
40  6  1.4243e+07
40  7  1.6632e+07
40  8  7.1284e+06
40  9  1.13341e+07
40  10  7.54658e+06
40  11  0
40  12  6.03997e+06
40  13  0
40  14  0
40  15  1.48419e+07
40  16  2.90088e+07
40  17  2.12746e+07
40  18  2.39219e+07
40  19  3.5046e+07
40  20  3.47048e+07
40  21  2.78127e+07
40  22  2.07682e+07
40  23  2.46288e+07
40  24  2.41615e+07
40  25  2.27745e+07
40  26  1.59802e+07
40  27  1.70077e+07
40  28  2.32702e+07
40  29  1.37522e+07
40  30  7.0506e+06
40  31  1.27734e+07
40  32  7.98485e+06
40  33  1.38955e+07
40  34  9.66528e+06
40  35  8.79117e+06
40  36  9.19766e+06
40  37  1.10904e+07
40  38  1.72049e+07
40  39  1.85761e+07
40  40  2.30367e+07
40  41  2.44963e+07
40  42  2.03623e+07
40  43  1.27041e+07
40  44  2.49348e+07
40  45  2.09678e+07
40  46  2.37365e+07
40  47  2.27914e+07
40  48  1.28438e+07
40  49  0
40  50  1.05134e+07
41  0  8.27277e+06
41  1  6.98523e+06
41  2  1.16836e+07
41  3  9.77061e+06
41  4  1.64674e+07
41  5  1.35952e+07
41  6  1.11432e+07
41  7  1.4387e+07
41  8  7.95497e+06
41  9  7.46582e+06
41  10  6.45525e+06
41  11  0
41  12  6.31372e+06
41  13  6.63768e+06
41  14  0
41  15  1.08186e+07
41  16  1.97063e+07
41  17  2.80711e+07
41  18  2.44347e+07
41  19  2.82794e+07
41  20  3.11299e+07
41  21  3.15419e+07
41  22  3.66485e+07
41  23  2.65927e+07
41  24  9.81491e+06
41  25  1.74879e+07
41  26  1.9671e+07
41  27  1.84383e+07
41  28  9.79991e+06
41  29  6.8044e+06
41  30  1.52264e+07
41  31  1.11759e+07
41  32  7.3957e+06
41  33  6.7365e+06
41  34  3.53078e+06
41  35  0
41  36  1.53574e+07
41  37  5.65603e+06
41  38  1.07685e+07
41  39  1.49734e+07
41  40  1.3309e+07
41  41  2.1199e+07
41  42  2.46822e+07
41  43  1.77165e+07
41  44  2.28815e+07
41  45  1.85231e+07
41  46  2.88949e+07
41  47  1.68075e+07
41  48  1.66269e+07
41  49  0
41  50  0
42  0  7.58414e+06
42  1  1.14202e+07
42  2  7.12257e+06
42  3  7.69299e+06
42  4  2.09481e+07
42  5  1.12865e+07
42  6  2.04156e+07
42  7  1.20803e+07
42  8  1.08179e+07
42  9  1.27379e+07
42  10  6.60977e+06
42  11  0
42  12  0
42  13  5.77835e+06
42  14  6.23197e+06
42  15  1.23391e+07
42  16  2.35479e+07
42  17  2.0713e+07
42  18  2.25835e+07
42  19  3.02796e+07
42  20  2.58612e+07
42  21  2.07977e+07
42  22  2.53938e+07
42  23  2.76158e+07
42  24  2.04178e+07
42  25  2.22055e+07
42  26  1.51791e+07
42  27  2.58809e+07
42  28  2.35147e+07
42  29  1.34135e+07
42  30  1.81685e+07
42  31  1.3265e+07
42  32  1.56911e+07
42  33  1.48073e+07
42  34  1.09604e+07
42  35  1.20829e+07
42  36  1.18253e+07
42  37  1.62244e+07
42  38  1.23363e+07
42  39  1.93775e+07
42  40  1.42811e+07
42  41  2.80612e+07
42  42  2.26404e+07
42  43  1.55563e+07
42  44  2.00277e+07
42  45  1.61991e+07
42  46  3.47071e+07
42  47  1.78188e+07
42  48  1.09991e+07
42  49  1.13111e+07
42  50  0
43  0  0
43  1  8.98945e+06
43  2  6.28846e+06
43  3  8.8078e+06
43  4  1.20415e+07
43  5  1.77406e+07
43  6  9.49525e+06
43  7  1.40359e+07
43  8  1.45911e+07
43  9  1.37215e+07
43  10  1.44215e+07
43  11  5.69059e+06
43  12  8.26375e+06
43  13  0
43  14  8.06587e+06
43  15  2.37451e+07
43  16  2.08878e+07
43  17  2.12071e+07
43  18  2.71275e+07
43  19  3.23604e+07
43  20  1.82834e+07
43  21  3.03991e+07
43  22  2.30494e+07
43  23  2.74872e+07
43  24  2.66043e+07
43  25  2.45141e+07
43  26  3.16611e+07
43  27  1.97194e+07
43  28  1.78656e+07
43  29  1.68331e+07
43  30  1.85015e+07
43  31  1.43281e+07
43  32  1.73145e+07
43  33  1.24019e+07
43  34  1.71664e+07
43  35  1.25015e+07
43  36  1.25966e+07
43  37  1.4234e+07
43  38  1.30955e+07
43  39  2.28235e+07
43  40  2.46442e+07
43  41  1.71485e+07
43  42  2.05926e+07
43  43  2.30677e+07
43  44  1.84596e+07
43  45  2.2461e+07
43  46  2.40531e+07
43  47  2.00606e+07
43  48  1.5718e+07
43  49  1.05917e+07
43  50  1.10847e+07
44  0  8.74084e+06
44  1  0
44  2  0
44  3  0
44  4  1.52837e+07
44  5  1.47291e+07
44  6  1.65246e+07
44  7  7.81257e+06
44  8  8.31917e+06
44  9  1.11937e+07
44  10  8.94365e+06
44  11  0
44  12  0
44  13  1.24394e+07
44  14  0
44  15  7.28086e+06
44  16  1.97886e+07
44  17  2.6599e+07
44  18  1.7853e+07
44  19  2.66615e+07
44  20  2.09458e+07
44  21  2.24969e+07
44  22  2.71551e+07
44  23  2.43132e+07
44  24  2.61576e+07
44  25  2.29839e+07
44  26  3.21747e+07
44  27  2.77035e+07
44  28  1.82765e+07
44  29  1.51802e+07
44  30  1.53122e+07
44  31  2.05005e+07
44  32  2.03606e+07
44  33  2.52762e+07
44  34  1.53455e+07
44  35  2.04146e+07
44  36  2.01009e+07
44  37  1.90384e+07
44  38  1.47147e+07
44  39  2.7812e+07
44  40  2.37559e+07
44  41  2.09832e+07
44  42  2.22605e+07
44  43  2.76456e+07
44  44  1.77438e+07
44  45  2.46559e+07
44  46  2.05507e+07
44  47  2.75449e+07
44  48  2.03503e+07
44  49  1.17174e+07
44  50  1.2263e+07
45  0  4.93522e+06
45  1  0
45  2  0
45  3  0
45  4  6.82133e+06
45  5  1.30562e+07
45  6  1.33423e+07
45  7  7.75432e+06
45  8  1.31228e+07
45  9  1.74161e+07
45  10  9.08164e+06
45  11  0
45  12  0
45  13  0
45  14  7.0474e+06
45  15  1.97395e+07
45  16  1.65119e+07
45  17  1.78657e+07
45  18  1.24933e+07
45  19  2.4141e+07
45  20  1.81184e+07
45  21  2.6643e+07
45  22  1.98923e+07
45  23  2.17109e+07
45  24  2.19798e+07
45  25  1.45974e+07
45  26  1.57836e+07
45  27  2.31007e+07
45  28  2.26807e+07
45  29  1.47233e+07
45  30  1.69301e+07
45  31  2.57997e+07
45  32  1.71654e+07
45  33  2.53112e+07
45  34  3.63236e+07
45  35  1.79778e+07
45  36  3.12809e+07
45  37  2.51223e+07
45  38  2.22668e+07
45  39  2.82636e+07
45  40  2.79349e+07
45  41  2.15161e+07
45  42  1.92819e+07
45  43  2.22279e+07
45  44  1.93331e+07
45  45  2.3625e+07
45  46  1.63585e+07
45  47  3.02345e+07
45  48  1.57432e+07
45  49  1.39066e+07
45  50  1.36922e+07
46  0  5.30979e+06
46  1  0
46  2  0
46  3  0
46  4  1.42421e+07
46  5  1.83527e+07
46  6  2.10807e+07
46  7  1.66482e+07
46  8  1.62514e+07
46  9  8.31826e+06
46  10  6.50369e+06
46  11  0
46  12  0
46  13  6.82431e+06
46  14  0
46  15  1.28433e+07
46  16  1.77664e+07
46  17  3.13084e+07
46  18  2.26137e+07
46  19  3.11993e+07
46  20  2.39437e+07
46  21  2.60626e+07
46  22  2.10735e+07
46  23  2.48329e+07
46  24  2.47067e+07
46  25  1.97218e+07
46  26  2.83752e+07
46  27  2.55059e+07
46  28  2.10067e+07
46  29  1.51457e+07
46  30  1.21612e+07
46  31  1.70371e+07
46  32  1.92336e+07
46  33  2.15411e+07
46  34  2.14716e+07
46  35  2.2981e+07
46  36  1.67397e+07
46  37  2.3617e+07
46  38  2.58226e+07
46  39  2.66225e+07
46  40  2.80586e+07
46  41  2.80461e+07
46  42  2.63263e+07
46  43  3.11257e+07
46  44  1.76342e+07
46  45  2.41301e+07
46  46  1.27765e+07
46  47  2.35635e+07
46  48  1.30444e+07
46  49  1.09156e+07
46  50  2.12082e+07
47  0  0
47  1  0
47  2  0
47  3  8.22117e+06
47  4  1.62141e+07
47  5  1.45025e+07
47  6  2.19935e+07
47  7  1.29118e+07
47  8  1.6152e+07
47  9  1.0165e+07
47  10  1.31686e+07
47  11  0
47  12  0
47  13  0
47  14  0
47  15  2.01157e+07
47  16  1.3096e+07
47  17  2.45824e+07
47  18  2.64416e+07
47  19  2.0612e+07
47  20  2.56172e+07
47  21  2.62473e+07
47  22  3.31892e+07
47  23  3.00788e+07
47  24  1.97779e+07
47  25  2.72292e+07
47  26  2.56125e+07
47  27  2.77254e+07
47  28  2.36273e+07
47  29  1.62107e+07
47  30  2.51473e+07
47  31  2.6893e+07
47  32  1.83051e+07
47  33  1.92775e+07
47  34  1.8494e+07
47  35  2.35237e+07
47  36  2.64533e+07
47  37  2.26579e+07
47  38  3.11847e+07
47  39  3.91754e+07
47  40  2.49757e+07
47  41  3.0679e+07
47  42  3.35367e+07
47  43  3.18852e+07
47  44  3.2421e+07
47  45  2.29701e+07
47  46  2.9594e+07
47  47  2.10992e+07
47  48  1.86278e+07
47  49  1.62464e+07
47  50  1.24118e+07
48  0  5.18766e+06
48  1  0
48  2  0
48  3  0
48  4  9.56906e+06
48  5  2.03808e+07
48  6  1.12601e+07
48  7  1.20467e+07
48  8  1.89333e+07
48  9  7.52173e+06
48  10  0
48  11  8.33176e+06
48  12  0
48  13  0
48  14  0
48  15  1.36526e+07
48  16  1.539e+07
48  17  2.2195e+07
48  18  2.87887e+07
48  19  2.30905e+07
48  20  2.42234e+07
48  21  2.32143e+07
48  22  2.51346e+07
48  23  3.67054e+07
48  24  2.09247e+07
48  25  3.75215e+07
48  26  2.83697e+07
48  27  2.5113e+07
48  28  3.29812e+07
48  29  2.754e+07
48  30  2.55461e+07
48  31  2.04305e+07
48  32  1.61321e+07
48  33  2.29959e+07
48  34  1.77416e+07
48  35  1.37097e+07
48  36  2.39004e+07
48  37  1.84986e+07
48  38  2.72433e+07
48  39  3.31808e+07
48  40  3.38871e+07
48  41  3.76382e+07
48  42  4.28026e+07
48  43  3.33915e+07
48  44  2.82446e+07
48  45  3.07594e+07
48  46  2.14312e+07
48  47  1.92882e+07
48  48  2.46861e+07
48  49  1.562e+07
48  50  1.48502e+07
49  0  0
49  1  0
49  2  0
49  3  0
49  4  1.75496e+07
49  5  2.90584e+07
49  6  1.97349e+07
49  7  2.23776e+07
49  8  1.92908e+07
49  9  1.60656e+07
49  10  1.36508e+07
49  11  0
49  12  0
49  13  0
49  14  0
49  15  1.58004e+07
49  16  1.49802e+07
49  17  2.00512e+07
49  18  3.21714e+07
49  19  2.52001e+07
49  20  3.00565e+07
49  21  2.36896e+07
49  22  4.08368e+07
49  23  3.40532e+07
49  24  2.81026e+07
49  25  2.91804e+07
49  26  2.19608e+07
49  27  3.53926e+07
49  28  2.84699e+07
49  29  2.72212e+07
49  30  3.60751e+07
49  31  2.73562e+07
49  32  2.95409e+07
49  33  2.60279e+07
49  34  2.31512e+07
49  35  2.45248e+07
49  36  1.74135e+07
49  37  2.09584e+07
49  38  2.9587e+07
49  39  3.46278e+07
49  40  4.56621e+07
49  41  3.88192e+07
49  42  4.4604e+07
49  43  3.82377e+07
49  44  2.78603e+07
49  45  2.77342e+07
49  46  1.96182e+07
49  47  2.43595e+07
49  48  2.87977e+07
49  49  1.65939e+07
49  50  1.75094e+07
50  0  0
50  1  0
50  2  0
50  3  6.81056e+06
50  4  1.37799e+07
50  5  1.26385e+07
50  6  9.33114e+06
50  7  1.56421e+07
50  8  1.08853e+07
50  9  1.70539e+07
50  10  0
50  11  0
50  12  0
50  13  0
50  14  0
50  15  2.12192e+07
50  16  1.9894e+07
50  17  2.19326e+07
50  18  2.36963e+07
50  19  2.57385e+07
50  20  2.68378e+07
50  21  4.09971e+07
50  22  3.26378e+07
50  23  3.43595e+07
50  24  3.58729e+07
50  25  2.0013e+07
50  26  2.22754e+07
50  27  2.84448e+07
50  28  2.63058e+07
50  29  3.32059e+07
50  30  2.14823e+07
50  31  2.34283e+07
50  32  3.38693e+07
50  33  1.8047e+07
50  34  2.16323e+07
50  35  2.88457e+07
50  36  2.1623e+07
50  37  2.24491e+07
50  38  2.02911e+07
50  39  3.11156e+07
50  40  4.23236e+07
50  41  4.45989e+07
50  42  3.84809e+07
50  43  3.47146e+07
50  44  3.46244e+07
50  45  2.93659e+07
50  46  1.94333e+07
50  47  1.75055e+07
50  48  2.24165e+07
50  49  2.32382e+07
50  50  1.36691e+07

