row  column  (images_8.edf S_K*images_8.edf Ar_K**2.3)
24  45  2.06892e+07
24  46  2.24776e+07
24  47  1.93282e+07
24  48  3.69984e+07
24  49  2.55778e+07
24  50  2.56314e+07
25  0  5.87557e+07
25  1  5.23912e+07
25  2  5.4074e+07
25  3  4.72197e+07
25  4  5.26872e+07
25  5  6.79048e+07
25  6  5.4131e+07
25  7  5.28976e+07
25  8  6.23315e+07
25  9  5.46131e+07
25  10  6.04159e+07
25  11  7.2149e+07
25  12  6.74039e+07
25  13  5.01194e+07
25  14  5.40401e+07
25  15  4.31137e+07
25  16  4.8166e+07
25  17  3.25889e+07
25  18  3.55345e+07
25  19  2.10154e+07
25  20  2.12071e+07
25  21  2.57047e+07
25  22  2.19627e+07
25  23  3.66008e+07
25  24  4.20322e+07
25  25  2.37969e+07
25  26  1.87283e+07
25  27  1.9136e+07
25  28  3.70366e+07
25  29  3.38019e+07
25  30  3.65649e+07
25  31  5.06833e+07
25  32  4.03816e+07
25  33  3.46691e+07
25  34  3.17187e+07
25  35  3.6444e+07
25  36  2.3118e+07
25  37  3.59606e+07
25  38  3.72034e+07
25  39  3.63048e+07
25  40  2.50227e+07
25  41  3.72851e+07
25  42  3.62025e+07
25  43  3.10297e+07
25  44  4.16649e+07
25  45  2.02755e+07
25  46  1.98026e+07
25  47  2.19305e+07
25  48  1.90228e+07
25  49  2.22536e+07
25  50  3.11413e+07
26  0  6.63594e+07
26  1  6.14257e+07
26  2  6.20881e+07
26  3  4.4093e+07
26  4  6.94998e+07
26  5  5.51329e+07
26  6  7.23813e+07
26  7  5.73894e+07
26  8  5.94305e+07
26  9  5.37311e+07
26  10  5.11804e+07
26  11  5.97578e+07
26  12  4.95043e+07
26  13  4.82733e+07
26  14  5.31794e+07
26  15  4.60037e+07
26  16  4.02094e+07
26  17  2.84124e+07
26  18  3.61547e+07
26  19  2.0754e+07
26  20  3.06625e+07
26  21  3.63317e+07
26  22  3.52743e+07
26  23  4.25105e+07
26  24  3.55249e+07
26  25  3.67234e+07
26  26  3.63572e+07
26  27  3.96546e+07
26  28  4.4346e+07
26  29  4.46224e+07
26  30  4.22428e+07
26  31  5.43427e+07
26  32  4.95461e+07
26  33  4.19807e+07
26  34  3.66089e+07
26  35  3.64856e+07
26  36  4.0706e+07
26  37  2.86149e+07
26  38  3.9459e+07
26  39  3.78097e+07
26  40  3.83622e+07
26  41  2.33483e+07
26  42  3.33658e+07
26  43  4.38483e+07
26  44  4.48832e+07
26  45  3.49009e+07
26  46  2.68733e+07
26  47  2.46218e+07
26  48  2.33869e+07
26  49  2.15241e+07
26  50  3.94215e+07
27  0  5.46079e+07
27  1  5.2544e+07
27  2  5.04014e+07
27  3  4.70758e+07
27  4  6.55024e+07
27  5  6.37693e+07
27  6  6.96167e+07
27  7  5.99664e+07
27  8  5.41666e+07
27  9  6.23443e+07
27  10  5.57694e+07
27  11  4.86714e+07
27  12  4.83862e+07
27  13  5.96975e+07
27  14  4.54158e+07
27  15  5.40797e+07
27  16  2.65493e+07
27  17  2.62921e+07
27  18  2.91487e+07
27  19  3.1746e+07
27  20  2.62617e+07
27  21  3.27046e+07
27  22  4.24845e+07
27  23  4.10515e+07
27  24  4.75182e+07
27  25  3.87102e+07
27  26  3.33479e+07
27  27  3.59262e+07
27  28  4.82796e+07
27  29  4.40197e+07
27  30  4.70795e+07
27  31  4.09319e+07
27  32  4.32207e+07
27  33  4.36395e+07
27  34  4.46698e+07
27  35  4.95798e+07
27  36  4.56733e+07
27  37  4.68674e+07
27  38  4.55718e+07
27  39  4.34408e+07
27  40  3.58127e+07
27  41  2.84242e+07
27  42  3.74109e+07
27  43  3.37954e+07
27  44  2.51272e+07
27  45  3.57803e+07
27  46  2.49344e+07
27  47  2.61973e+07
27  48  2.75978e+07
27  49  2.80516e+07
27  50  3.23407e+07
28  0  5.48454e+07
28  1  5.63513e+07
28  2  6.03538e+07
28  3  4.73345e+07
28  4  5.16326e+07
28  5  7.64369e+07
28  6  5.76449e+07
28  7  4.85526e+07
28  8  6.90558e+07
28  9  4.90365e+07
28  10  4.32456e+07
28  11  4.75736e+07
28  12  5.15761e+07
28  13  5.09839e+07
28  14  4.96463e+07
28  15  3.75909e+07
28  16  3.60846e+07
28  17  2.66485e+07
28  18  1.94263e+07
28  19  2.52377e+07
28  20  2.73158e+07
28  21  4.59702e+07
28  22  5.86464e+07
28  23  6.67934e+07
28  24  3.93959e+07
28  25  4.92335e+07
28  26  5.05966e+07
28  27  4.34555e+07
28  28  3.78511e+07
28  29  5.14863e+07
28  30  4.45779e+07
28  31  3.87465e+07
28  32  4.95856e+07
28  33  4.15658e+07
28  34  4.91498e+07
28  35  3.51016e+07
28  36  4.91116e+07
28  37  3.9415e+07
28  38  4.6754e+07
28  39  4.0165e+07
28  40  3.65521e+07
28  41  3.96627e+07
28  42  4.55297e+07
28  43  3.97772e+07
28  44  4.03449e+07
28  45  3.17075e+07
28  46  3.00437e+07
28  47  2.28232e+07
28  48  2.2791e+07
28  49  3.07796e+07
28  50  3.42409e+07
29  0  6.21791e+07
29  1  5.66469e+07
29  2  5.12046e+07
29  3  4.74413e+07
29  4  5.53824e+07
29  5  6.7707e+07
29  6  6.14667e+07
29  7  5.15935e+07
29  8  3.99265e+07
29  9  5.46917e+07
29  10  5.09573e+07
29  11  4.68732e+07
29  12  4.14544e+07
29  13  4.00912e+07
29  14  5.05254e+07
29  15  3.98666e+07
29  16  3.60695e+07
29  17  2.27833e+07
29  18  2.795e+07
29  19  2.83018e+07
29  20  3.82998e+07
29  21  5.06078e+07
29  22  5.03043e+07
29  23  5.27848e+07
29  24  5.25313e+07
29  25  3.64554e+07
29  26  5.32334e+07
29  27  4.87344e+07
29  28  4.5358e+07
29  29  4.41949e+07
29  30  5.10575e+07
29  31  3.15766e+07
29  32  4.18624e+07
29  33  4.47473e+07
29  34  3.57235e+07
29  35  3.83805e+07
29  36  5.92498e+07
29  37  4.62505e+07
29  38  5.2228e+07
29  39  4.43247e+07
29  40  3.93407e+07
29  41  4.78377e+07
29  42  5.40313e+07
29  43  4.27807e+07
29  44  3.79936e+07
29  45  2.96964e+07
29  46  3.70965e+07
29  47  3.06027e+07
29  48  2.66137e+07
29  49  4.45993e+07
29  50  2.9655e+07
30  0  4.25887e+07
30  1  6.4463e+07
30  2  4.2337e+07
30  3  4.36735e+07
30  4  4.54313e+07
30  5  4.34272e+07
30  6  5.7179e+07
30  7  5.14366e+07
30  8  4.65039e+07
30  9  4.16684e+07
30  10  4.87841e+07
30  11  4.82282e+07
30  12  4.08776e+07
30  13  4.55216e+07
30  14  5.06417e+07
30  15  4.88495e+07
30  16  3.80808e+07
30  17  2.25811e+07
30  18  2.33053e+07
30  19  3.81423e+07
30  20  4.18275e+07
30  21  5.19426e+07
30  22  5.26298e+07
30  23  7.11849e+07
30  24  5.79913e+07
30  25  5.33225e+07
30  26  4.67733e+07
30  27  3.97339e+07
30  28  4.34745e+07
30  29  4.57266e+07
30  30  4.36408e+07
30  31  3.87329e+07
30  32  3.01606e+07
30  33  3.29809e+07
30  34  2.52078e+07
30  35  4.29562e+07
30  36  5.20177e+07
30  37  4.35772e+07
30  38  4.19189e+07
30  39  4.29777e+07
30  40  4.03778e+07
30  41  3.93575e+07
30  42  4.61954e+07
30  43  4.68922e+07
30  44  3.58141e+07
30  45  3.65609e+07
30  46  3.73557e+07
30  47  2.24405e+07
30  48  2.07892e+07
30  49  2.9627e+07
30  50  3.06082e+07
31  0  2.49163e+07
31  1  4.5367e+07
31  2  5.03817e+07
31  3  4.94204e+07
31  4  4.16222e+07
31  5  6.21156e+07
31  6  5.31413e+07
31  7  5.51763e+07
31  8  4.11916e+07
31  9  4.05212e+07
31  10  4.02665e+07
31  11  4.0723e+07
31  12  3.99221e+07
31  13  4.19843e+07
31  14  3.39696e+07
31  15  3.91887e+07
31  16  3.29878e+07
31  17  2.07336e+07
31  18  3.33591e+07
31  19  3.45941e+07
31  20  4.26143e+07
31  21  5.32018e+07
31  22  6.20738e+07
31  23  6.52823e+07
31  24  6.53572e+07
31  25  4.5609e+07
31  26  4.0556e+07
31  27  4.83826e+07
31  28  5.15902e+07
31  29  4.28837e+07
31  30  4.22561e+07
31  31  4.10373e+07
31  32  2.66717e+07
31  33  3.98438e+07
31  34  2.52656e+07
31  35  2.70996e+07
31  36  5.29795e+07
31  37  4.47777e+07
31  38  4.3338e+07
31  39  5.63341e+07
31  40  5.0561e+07
31  41  4.54742e+07
31  42  4.78904e+07
31  43  5.12222e+07
31  44  4.43173e+07
31  45  4.02285e+07
31  46  3.25433e+07
31  47  3.73296e+07
31  48  2.93661e+07
31  49  3.22697e+07
31  50  3.29194e+07
32  0  4.54123e+07
32  1  5.61796e+07
32  2  5.97193e+07
32  3  3.85416e+07
32  4  3.62863e+07
32  5  3.95821e+07
32  6  4.9816e+07
32  7  5.12626e+07
32  8  4.94395e+07
32  9  3.63393e+07
32  10  2.7602e+07
32  11  4.18581e+07
32  12  3.88764e+07
32  13  3.711e+07
32  14  4.48804e+07
32  15  3.53459e+07
32  16  3.24329e+07
32  17  2.12786e+07
32  18  2.91288e+07
32  19  5.09331e+07
32  20  4.05605e+07
32  21  4.91659e+07
32  22  5.50343e+07
32  23  7.04332e+07
32  24  5.93731e+07
32  25  5.29293e+07
32  26  5.42023e+07
32  27  5.35523e+07
32  28  3.61525e+07
32  29  4.12625e+07
32  30  4.49186e+07
32  31  3.09199e+07
32  32  3.13596e+07
32  33  2.95184e+07
32  34  3.24537e+07
32  35  4.34625e+07
32  36  5.30064e+07
32  37  2.83803e+07
32  38  3.96816e+07
32  39  5.51663e+07
32  40  5.43228e+07
32  41  5.68884e+07
32  42  5.70281e+07
32  43  4.65567e+07
32  44  5.18369e+07
32  45  3.50837e+07
32  46  4.15807e+07
32  47  3.47449e+07
32  48  3.76435e+07
32  49  2.87971e+07
32  50  2.66547e+07
33  0  3.40465e+07
33  1  5.24869e+07
33  2  5.37211e+07
33  3  3.53773e+07
33  4  4.14818e+07
33  5  5.22336e+07
33  6  5.24764e+07
33  7  4.89013e+07
33  8  3.41324e+07
33  9  2.86497e+07
33  10  2.59534e+07
33  11  3.12755e+07
33  12  3.54992e+07
33  13  4.1944e+07
33  14  4.04259e+07
33  15  2.89361e+07
33  16  1.91847e+07
33  17  1.76779e+07
33  18  2.63776e+07
33  19  4.6618e+07
33  20  4.45498e+07
33  21  5.23311e+07
33  22  5.371e+07
33  23  6.54657e+07
33  24  5.94754e+07
33  25  5.53011e+07
33  26  4.43565e+07
33  27  5.17441e+07
33  28  3.57625e+07
33  29  4.48025e+07
33  30  3.46537e+07
33  31  3.71779e+07
33  32  3.85391e+07
33  33  3.47285e+07
33  34  2.74515e+07
33  35  2.77969e+07
33  36  4.51941e+07
33  37  5.02851e+07
33  38  5.02456e+07
33  39  5.04285e+07
33  40  5.8856e+07
33  41  4.39035e+07
33  42  6.79837e+07
33  43  5.88698e+07
33  44  5.74419e+07
33  45  3.90538e+07
33  46  4.11409e+07
33  47  4.50968e+07
33  48  3.11118e+07
33  49  3.93255e+07
33  50  2.62518e+07
34  0  3.35308e+07
34  1  4.73322e+07
34  2  5.05464e+07
34  3  3.25349e+07
34  4  3.59926e+07
34  5  4.3578e+07
34  6  3.44267e+07
34  7  4.76768e+07
34  8  3.56175e+07
34  9  2.83065e+07
34  10  2.22246e+07
34  11  2.88132e+07
34  12  2.18664e+07
34  13  2.82712e+07
34  14  2.45432e+07
34  15  2.87372e+07
34  16  2.96022e+07
34  17  1.75548e+07
34  18  2.80946e+07
34  19  4.36128e+07
34  20  4.15805e+07
34  21  4.49648e+07
34  22  5.56061e+07
34  23  7.27956e+07
34  24  6.61962e+07
34  25  5.53301e+07
34  26  5.7534e+07
34  27  4.19212e+07
34  28  3.9641e+07
34  29  5.19973e+07
34  30  3.37244e+07
34  31  3.91201e+07
34  32  3.79102e+07
34  33  3.66966e+07
34  34  2.51563e+07
34  35  2.172e+07
34  36  4.52888e+07
34  37  4.74718e+07
34  38  5.91053e+07
34  39  5.4017e+07
34  40  5.31313e+07
34  41  5.10359e+07
34  42  5.98661e+07
34  43  5.36897e+07
34  44  4.59967e+07
34  45  5.22651e+07
34  46  4.20021e+07
34  47  4.97065e+07
34  48  3.82135e+07
34  49  3.14791e+07
34  50  2.81266e+07
35  0  3.39001e+07
35  1  4.69174e+07
35  2  4.04295e+07
35  3  3.24741e+07
35  4  3.38322e+07
35  5  4.24099e+07
35  6  4.22082e+07
35  7  4.45438e+07
35  8  3.48391e+07
35  9  2.4866e+07
35  10  2.82588e+07
35  11  2.54287e+07
35  12  3.68286e+07
35  13  2.89653e+07
35  14  1.97583e+07
35  15  1.43634e+07
35  16  2.56223e+07
35  17  3.20662e+07
35  18  4.24579e+07
35  19  4.3971e+07
35  20  4.79411e+07
35  21  5.94062e+07
35  22  7.42498e+07
35  23  6.0823e+07
35  24  6.2998e+07
35  25  5.70569e+07
35  26  6.54909e+07
35  27  6.13886e+07
35  28  4.65945e+07
35  29  5.25809e+07
35  30  4.31973e+07
35  31  4.58486e+07
35  32  3.93892e+07
35  33  3.19336e+07
35  34  2.79216e+07
35  35  3.55372e+07
35  36  4.61376e+07
35  37  4.70931e+07
35  38  5.53538e+07
35  39  5.31008e+07
35  40  5.96935e+07
35  41  6.52508e+07
35  42  6.7364e+07
35  43  5.74546e+07
35  44  5.89983e+07
35  45  3.33286e+07
35  46  4.33139e+07
35  47  4.33596e+07
35  48  3.90404e+07
35  49  3.73173e+07
35  50  2.87419e+07
36  0  3.23061e+07
36  1  3.33194e+07
36  2  3.78286e+07
36  3  3.92575e+07
36  4  3.6556e+07
36  5  2.2789e+07
36  6  3.22846e+07
36  7  4.02648e+07
36  8  3.27732e+07
36  9  3.07259e+07
36  10  2.99298e+07
36  11  2.41671e+07
36  12  2.80727e+07
36  13  2.27283e+07
36  14  2.5569e+07
36  15  2.02418e+07
36  16  3.06134e+07
36  17  2.16085e+07
36  18  3.2509e+07
36  19  6.43185e+07
36  20  6.04525e+07
36  21  5.20621e+07
36  22  6.67985e+07
36  23  6.85717e+07
36  24  8.442e+07
36  25  5.74614e+07
36  26  4.95291e+07
36  27  4.97918e+07
36  28  5.841e+07
36  29  4.94303e+07
36  30  4.19006e+07
36  31  5.15486e+07
36  32  3.83614e+07
36  33  4.38274e+07
36  34  3.48945e+07
36  35  2.9245e+07
36  36  4.87773e+07
36  37  3.8638e+07
36  38  5.36077e+07
36  39  5.82267e+07
36  40  5.68601e+07
36  41  5.56824e+07
36  42  6.52453e+07
36  43  6.07286e+07
36  44  5.73633e+07
36  45  4.6852e+07
36  46  4.88954e+07
36  47  5.17215e+07
36  48  3.67444e+07
36  49  2.58098e+07
36  50  3.3661e+07
37  0  2.31417e+07
37  1  3.32264e+07
37  2  2.96263e+07
37  3  2.78684e+07
37  4  3.03861e+07
37  5  3.70589e+07
37  6  3.10034e+07
37  7  3.12983e+07
37  8  2.95688e+07
37  9  2.80854e+07
37  10  2.56667e+07
37  11  1.63555e+07
37  12  1.48119e+07
37  13  3.07894e+07
37  14  1.41632e+07
37  15  1.87829e+07
37  16  2.44906e+07
37  17  3.79981e+07
37  18  4.49423e+07
37  19  5.39467e+07
37  20  5.07536e+07
37  21  4.81907e+07
37  22  5.41848e+07
37  23  8.18585e+07
37  24  7.89814e+07
37  25  4.98334e+07
37  26  6.1219e+07
37  27  5.38607e+07
37  28  5.85923e+07
37  29  4.74873e+07
37  30  4.48349e+07
37  31  4.8107e+07
37  32  5.23746e+07
37  33  3.6686e+07
37  34  2.56512e+07
37  35  3.36055e+07
37  36  4.39713e+07
37  37  3.17956e+07
37  38  6.17176e+07
37  39  5.4797e+07
37  40  5.73847e+07
37  41  5.32635e+07
37  42  5.28309e+07
37  43  6.41821e+07
37  44  5.47076e+07
37  45  4.99928e+07
37  46  5.38931e+07
37  47  5.06913e+07
37  48  3.09128e+07
37  49  4.22488e+07
37  50  3.72466e+07
38  0  3.15253e+07
38  1  4.11394e+07
38  2  3.27392e+07
38  3  3.22064e+07
38  4  3.19646e+07
38  5  2.3985e+07
38  6  4.39322e+07
38  7  4.31094e+07
38  8  3.54409e+07
38  9  2.84098e+07
38  10  2.29625e+07
38  11  2.30037e+07
38  12  1.59952e+07
38  13  2.10169e+07
38  14  1.86746e+07
38  15  2.66591e+07
38  16  3.35884e+07
38  17  2.31973e+07
38  18  3.81015e+07
38  19  4.89985e+07
38  20  6.26905e+07
38  21  5.72484e+07
38  22  6.02009e+07
38  23  6.83662e+07
38  24  6.91835e+07
38  25  5.41348e+07
38  26  5.99654e+07
38  27  5.04554e+07
38  28  5.55841e+07
38  29  5.0679e+07
38  30  5.17593e+07
38  31  4.9073e+07
38  32  4.51824e+07
38  33  3.9324e+07
38  34  2.44041e+07
38  35  2.88947e+07
38  36  2.37623e+07
38  37  3.6476e+07
38  38  4.43535e+07
38  39  4.04245e+07
38  40  5.2044e+07
38  41  6.66993e+07
38  42  5.60018e+07
38  43  6.80841e+07
38  44  6.37181e+07
38  45  7.2809e+07
38  46  5.38552e+07
38  47  5.55977e+07
38  48  4.96884e+07
38  49  3.83504e+07
38  50  2.50648e+07
39  0  4.24949e+07
39  1  4.10502e+07
39  2  3.69504e+07
39  3  3.61587e+07
39  4  3.13446e+07
39  5  3.98025e+07
39  6  4.2786e+07
39  7  3.82705e+07
39  8  3.39322e+07
39  9  4.12672e+07
39  10  2.56862e+07
39  11  1.26453e+07
39  12  1.80485e+07
39  13  1.85506e+07
39  14  2.02835e+07
39  15  2.67355e+07
39  16  3.2434e+07
39  17  3.46721e+07
39  18  4.87548e+07
39  19  5.70072e+07
39  20  6.2574e+07
39  21  5.37016e+07
39  22  5.57191e+07
39  23  6.45927e+07
39  24  8.57484e+07
39  25  6.03979e+07
39  26  5.54598e+07
39  27  4.19723e+07
39  28  4.16786e+07
39  29  4.67319e+07
39  30  4.02946e+07
39  31  4.08112e+07
39  32  4.19297e+07
39  33  2.54708e+07
39  34  2.55862e+07
39  35  2.40307e+07
39  36  3.69159e+07
39  37  3.79965e+07
39  38  4.74558e+07
39  39  5.39193e+07
39  40  5.43767e+07
39  41  6.57903e+07
39  42  5.63161e+07
39  43  5.13352e+07
39  44  5.59733e+07
39  45  5.86446e+07
39  46  4.44417e+07
39  47  5.72596e+07
39  48  5.56104e+07
39  49  4.68181e+07
39  50  3.12676e+07
40  0  3.28139e+07
40  1  3.77071e+07
40  2  3.52794e+07
40  3  3.52646e+07
40  4  2.61844e+07
40  5  3.64762e+07
40  6  5.01965e+07
40  7  3.26673e+07
40  8  4.2256e+07
40  9  2.61036e+07
40  10  2.89282e+07
40  11  2.0441e+07
40  12  2.34596e+07
40  13  0
40  14  1.61265e+07
40  15  2.92379e+07
40  16  4.10822e+07
40  17  2.80247e+07
40  18  3.37602e+07
40  19  5.44384e+07
40  20  6.03246e+07
40  21  5.79291e+07
40  22  6.81725e+07
40  23  6.94124e+07
40  24  6.88562e+07
40  25  6.21401e+07
40  26  5.88573e+07
40  27  4.9062e+07
40  28  5.9413e+07
40  29  4.75149e+07
40  30  4.38961e+07
40  31  4.19157e+07
40  32  3.73425e+07
40  33  2.87685e+07
40  34  3.32464e+07
40  35  2.37094e+07
40  36  3.61866e+07
40  37  4.58309e+07
40  38  6.29159e+07
40  39  4.50571e+07
40  40  5.55831e+07
40  41  6.81206e+07
40  42  6.12323e+07
40  43  5.53e+07
40  44  6.49601e+07
40  45  6.59034e+07
40  46  5.34543e+07
40  47  6.14572e+07
40  48  5.52668e+07
40  49  3.50831e+07
40  50  4.6993e+07
41  0  3.63559e+07
41  1  4.10811e+07
41  2  2.54988e+07
41  3  2.67461e+07
41  4  4.42648e+07
41  5  4.25535e+07
41  6  3.43214e+07
41  7  5.04115e+07
41  8  4.83518e+07
41  9  4.26453e+07
41  10  2.16866e+07
41  11  1.8513e+07
41  12  2.15573e+07
41  13  1.27393e+07
41  14  1.82203e+07
41  15  2.37354e+07
41  16  4.65694e+07
41  17  4.19185e+07
41  18  4.15106e+07
41  19  4.7438e+07
41  20  6.98357e+07
41  21  5.4619e+07
41  22  6.72353e+07
41  23  7.45893e+07
41  24  6.93562e+07
41  25  5.81604e+07
41  26  5.80864e+07
41  27  3.90175e+07
41  28  3.35123e+07
41  29  2.91965e+07
41  30  3.68293e+07
41  31  4.17724e+07
41  32  3.49509e+07
41  33  2.21884e+07
41  34  1.6953e+07
41  35  2.39486e+07
41  36  3.8046e+07
41  37  3.39317e+07
41  38  3.7778e+07
41  39  4.40866e+07
41  40  4.58204e+07
41  41  5.02399e+07
41  42  6.61892e+07
41  43  6.27889e+07
41  44  7.54637e+07
41  45  5.21767e+07
41  46  6.4485e+07
41  47  6.26352e+07
41  48  5.65882e+07
41  49  4.07923e+07
41  50  3.59528e+07
42  0  3.6484e+07
42  1  3.47783e+07
42  2  3.7304e+07
42  3  2.37789e+07
42  4  3.65726e+07
42  5  2.76708e+07
42  6  4.72041e+07
42  7  4.90029e+07
42  8  4.28301e+07
42  9  2.71128e+07
42  10  2.44448e+07
42  11  1.54889e+07
42  12  1.58653e+07
42  13  1.16297e+07
42  14  1.72559e+07
42  15  2.51198e+07
42  16  4.10054e+07
42  17  4.51662e+07
42  18  4.89839e+07
42  19  6.76643e+07
42  20  5.52405e+07
42  21  5.55435e+07
42  22  5.99261e+07
42  23  7.03634e+07
42  24  5.78005e+07
42  25  5.10579e+07
42  26  4.90334e+07
42  27  4.82281e+07
42  28  4.34262e+07
42  29  4.24616e+07
42  30  4.46837e+07
42  31  4.15511e+07
42  32  3.97811e+07
42  33  4.7636e+07
42  34  2.6629e+07
42  35  4.07499e+07
42  36  4.00968e+07
42  37  4.84965e+07
42  38  4.32252e+07
42  39  6.16247e+07
42  40  5.71018e+07
42  41  5.30172e+07
42  42  5.22023e+07
42  43  5.5254e+07
42  44  7.04644e+07
42  45  7.13611e+07
42  46  6.63528e+07
42  47  6.90247e+07
42  48  5.916e+07
42  49  4.10648e+07
42  50  5.10993e+07
43  0  1.62509e+07
43  1  2.64995e+07
43  2  1.59489e+07
43  3  2.94831e+07
43  4  3.4772e+07
43  5  4.14968e+07
43  6  4.56466e+07
43  7  4.30784e+07
43  8  5.1985e+07
43  9  4.64266e+07
43  10  3.45538e+07
43  11  1.41537e+07
43  12  1.94039e+07
43  13  1.48843e+07
43  14  1.59715e+07
43  15  3.41704e+07
43  16  4.21365e+07
43  17  3.94088e+07
43  18  4.60652e+07
43  19  6.41064e+07
43  20  5.22194e+07
43  21  5.87672e+07
43  22  6.86935e+07
43  23  6.6652e+07
43  24  6.87156e+07
43  25  6.25684e+07
43  26  6.6408e+07
43  27  4.70811e+07
43  28  4.49941e+07
43  29  3.97114e+07
43  30  5.48524e+07
43  31  5.05164e+07
43  32  4.43252e+07
43  33  4.28528e+07
43  34  4.63258e+07
43  35  4.30312e+07
43  36  3.28003e+07
43  37  3.61245e+07
43  38  5.01579e+07
43  39  5.28793e+07
43  40  5.9129e+07
43  41  6.02753e+07
43  42  5.54994e+07
43  43  6.2562e+07
43  44  7.09583e+07
43  45  5.975e+07
43  46  6.98097e+07
43  47  7.78407e+07
43  48  5.07742e+07
43  49  4.47766e+07
43  50  5.47052e+07
44  0  1.97326e+07
44  1  1.84638e+07
44  2  1.78407e+07
44  3  1.22145e+07
44  4  3.8496e+07
44  5  2.967e+07
44  6  4.37666e+07
44  7  4.40678e+07
44  8  2.56592e+07
44  9  3.67857e+07
44  10  1.89734e+07
44  11  1.82213e+07
44  12  2.34302e+07
44  13  1.5182e+07
44  14  1.85294e+07
44  15  2.244e+07
44  16  4.48381e+07
44  17  3.56976e+07
44  18  3.82595e+07
44  19  5.1714e+07
44  20  4.79507e+07
44  21  5.05132e+07
44  22  5.90077e+07
44  23  6.14414e+07
44  24  5.84394e+07
44  25  5.19567e+07
44  26  6.60408e+07
44  27  5.2698e+07
44  28  5.45549e+07
44  29  5.79023e+07
44  30  4.30267e+07
44  31  5.36205e+07
44  32  4.83783e+07
44  33  5.24578e+07
44  34  4.76487e+07
44  35  3.88153e+07
44  36  4.91473e+07
44  37  5.14205e+07
44  38  6.25191e+07
44  39  5.53482e+07
44  40  6.31381e+07
44  41  5.83523e+07
44  42  5.94227e+07
44  43  4.98003e+07
44  44  5.40887e+07
44  45  7.73778e+07
44  46  5.62927e+07
44  47  9.23384e+07
44  48  5.97951e+07
44  49  4.14139e+07
44  50  3.33875e+07
45  0  2.55323e+07
45  1  1.22669e+07
45  2  1.44362e+07
45  3  1.18871e+07
45  4  3.02152e+07
45  5  3.52831e+07
45  6  4.07062e+07
45  7  3.54366e+07
45  8  3.49383e+07
45  9  3.08192e+07
45  10  1.84904e+07
45  11  1.21963e+07
45  12  1.22809e+07
45  13  1.20239e+07
45  14  1.22393e+07
45  15  2.94918e+07
45  16  3.15122e+07
45  17  3.80129e+07
45  18  4.43661e+07
45  19  4.13877e+07
45  20  4.98589e+07
45  21  5.79233e+07
45  22  4.74686e+07
45  23  5.26711e+07
45  24  5.7528e+07
45  25  3.54738e+07
45  26  5.44657e+07
45  27  5.31479e+07
45  28  4.93295e+07
45  29  4.21782e+07
45  30  5.53965e+07
45  31  5.28684e+07
45  32  5.46408e+07
45  33  4.82913e+07
45  34  6.09757e+07
45  35  4.65633e+07
45  36  6.49998e+07
45  37  6.84937e+07
45  38  5.52639e+07
45  39  5.98917e+07
45  40  7.67115e+07
45  41  6.07183e+07
45  42  6.22729e+07
45  43  5.87613e+07
45  44  5.81708e+07
45  45  5.64811e+07
45  46  5.7692e+07
45  47  6.17118e+07
45  48  4.48967e+07
45  49  3.75626e+07
45  50  4.52067e+07
46  0  2.21744e+07
46  1  2.04715e+07
46  2  0
46  3  1.33232e+07
46  4  3.35669e+07
46  5  3.9459e+07
46  6  3.52706e+07
46  7  3.76017e+07
46  8  3.76421e+07
46  9  2.48712e+07
46  10  1.71841e+07
46  11  1.7781e+07
46  12  1.07684e+07
46  13  1.34098e+07
46  14  8.0656e+06
46  15  1.42375e+07
46  16  3.38459e+07
46  17  4.13484e+07
46  18  5.8899e+07
46  19  5.27229e+07
46  20  6.49641e+07
46  21  3.92303e+07
46  22  5.35811e+07
46  23  5.01007e+07
46  24  5.1973e+07
46  25  4.21272e+07
46  26  5.93402e+07
46  27  4.10267e+07
46  28  5.14331e+07
46  29  4.30139e+07
46  30  3.3712e+07
46  31  4.76556e+07
46  32  5.84589e+07
46  33  5.64601e+07
46  34  5.27994e+07
46  35  6.41785e+07
46  36  6.16732e+07
46  37  5.49318e+07
46  38  6.1625e+07
46  39  5.94055e+07
46  40  8.53314e+07
46  41  7.06966e+07
46  42  7.13968e+07
46  43  5.68797e+07
46  44  6.44474e+07
46  45  5.79144e+07
46  46  5.64216e+07
46  47  5.79411e+07
46  48  4.44897e+07
46  49  2.82286e+07
46  50  3.85913e+07
47  0  1.94407e+07
47  1  1.52899e+07
47  2  0
47  3  2.53766e+07
47  4  3.85376e+07
47  5  3.74215e+07
47  6  4.40828e+07
47  7  4.81801e+07
47  8  3.85856e+07
47  9  2.41836e+07
47  10  2.30666e+07
47  11  1.03418e+07
47  12  0
47  13  7.79987e+06
47  14  1.28406e+07
47  15  3.6825e+07
47  16  4.59942e+07
47  17  4.53253e+07
47  18  4.63143e+07
47  19  5.25731e+07
47  20  5.29881e+07
47  21  5.55442e+07
47  22  5.57109e+07
47  23  6.45751e+07
47  24  4.60426e+07
47  25  6.31171e+07
47  26  4.34761e+07
47  27  4.99493e+07
47  28  5.10013e+07
47  29  5.77236e+07
47  30  5.13052e+07
47  31  5.43035e+07
47  32  4.98844e+07
47  33  4.9926e+07
47  34  5.69021e+07
47  35  5.45218e+07
47  36  5.73312e+07
47  37  6.39142e+07
