row  column  (images_33.edf Cu-K*images_33.edf Ar-K**2.3)
0  0  0
0  1  1.59244e+06
0  2  0
0  3  4.95542e+06
0  4  0
0  5  0
0  6  5.16414e+06
0  7  1.98168e+07
0  8  6.50751e+06
0  9  1.99679e+07
0  10  1.20957e+07
0  11  2.43121e+07
0  12  3.98386e+06
0  13  1.27374e+07
0  14  1.92209e+07
0  15  5.96918e+06
0  16  8.37599e+06
0  17  4.03973e+07
0  18  0
0  19  2.99305e+07
0  20  5.109e+06
0  21  1.93295e+07
0  22  8.71126e+06
0  23  2.78141e+07
0  24  6.46242e+06
0  25  0
0  26  2.48999e+06
0  27  8.92909e+06
0  28  2.0369e+07
0  29  1.43292e+07
0  30  1.50311e+07
0  31  1.06771e+07
0  32  1.41081e+07
0  33  2.81212e+07
0  34  3.79814e+07
0  35  3.34883e+07
0  36  2.24039e+07
0  37  1.18654e+07
0  38  1.4627e+07
0  39  1.95339e+07
0  40  2.3071e+07
0  41  2.51703e+07
0  42  1.02945e+07
0  43  3.5599e+07
0  44  1.85643e+07
0  45  1.71544e+07
0  46  2.42389e+07
0  47  1.30637e+07
0  48  1.91351e+06
0  49  1.70707e+07
0  50  4.65033e+06
1  0  0
1  1  0
1  2  0
1  3  988415
1  4  0
1  5  0
1  6  0
1  7  2.34724e+07
1  8  1.18444e+07
1  9  1.09723e+07
1  10  1.52006e+07
1  11  7.66618e+06
1  12  0
1  13  2.38788e+07
1  14  1.54649e+07
1  15  1.19608e+07
1  16  3.42063e+07
1  17  2.40937e+07
1  18  2.3699e+07
1  19  1.54407e+07
1  20  4.1375e+06
1  21  6.9124e+06
1  22  2.66512e+07
1  23  4.90703e+06
1  24  1.22165e+07
1  25  1.20023e+07
1  26  0
1  27  0
1  28  7.61098e+06
1  29  0
1  30  2.51887e+07
1  31  1.93286e+07
1  32  2.33528e+07
1  33  2.32345e+07
1  34  2.04378e+07
1  35  7.73473e+06
1  36  3.88489e+07
1  37  4.56685e+06
1  38  1.9157e+07
1  39  2.05328e+07
1  40  1.87623e+07
1  41  1.776e+07
1  42  1.30129e+07
1  43  1.4331e+07
1  44  3.53045e+07
1  45  1.55348e+07
1  46  1.44932e+07
1  47  2.79242e+07
1  48  1.28087e+07
1  49  5.94866e+06
1  50  8.9316e+06
2  0  0
2  1  0
2  2  2.37483e+06
2  3  1.35843e+07
2  4  7.61763e+06
2  5  7.54596e+06
2  6  3.30641e+06
2  7  1.62214e+07
2  8  1.62181e+07
2  9  4.12006e+06
2  10  2.72358e+06
2  11  0
2  12  0
2  13  2.04469e+07
2  14  1.85232e+07
2  15  3.72296e+06
2  16  1.20226e+07
2  17  9.55168e+06
2  18  1.33984e+07
2  19  8.0638e+06
2  20  1.42391e+07
