row  column  (images_33.edf Ca-K*images_33.edf Ar-K**2.3)
0  0  1.51117e+08
0  1  2.58122e+08
0  2  2.38609e+08
0  3  2.07701e+08
0  4  2.56942e+08
0  5  3.06424e+08
0  6  4.71032e+08
0  7  6.09462e+08
0  8  8.63895e+08
0  9  8.09666e+08
0  10  7.19339e+08
0  11  7.32826e+08
0  12  6.43428e+08
0  13  7.07731e+08
0  14  1.09287e+09
0  15  1.27507e+09
0  16  1.64218e+09
0  17  1.70841e+09
0  18  1.9051e+09
0  19  1.77525e+09
0  20  1.6538e+09
0  21  1.87199e+09
0  22  2.08197e+09
0  23  1.9974e+09
0  24  1.1432e+09
0  25  1.5549e+09
0  26  1.43417e+09
0  27  1.10177e+09
0  28  1.59883e+09
0  29  1.7942e+09
0  30  1.64825e+09
0  31  2.11254e+09
0  32  1.67061e+09
0  33  2.04653e+09
0  34  2.098e+09
0  35  1.62251e+09
0  36  2.11091e+09
0  37  1.90163e+09
0  38  1.95598e+09
0  39  1.86975e+09
0  40  1.85679e+09
0  41  1.74479e+09
0  42  2.21738e+09
0  43  2.66377e+09
0  44  3.05965e+09
0  45  2.99872e+09
0  46  2.67775e+09
0  47  1.40991e+09
0  48  1.4654e+09
0  49  1.6504e+09
0  50  1.25243e+09
1  0  1.99373e+08
1  1  2.6968e+08
1  2  1.90621e+08
1  3  2.04066e+08
1  4  2.51168e+08
1  5  4.82536e+08
1  6  6.98249e+08
1  7  7.58537e+08
1  8  1.0895e+09
1  9  9.28361e+08
1  10  7.02178e+08
1  11  6.45665e+08
1  12  6.03976e+08
1  13  7.68159e+08
1  14  9.75837e+08
1  15  1.43273e+09
1  16  1.98303e+09
1  17  1.94556e+09
1  18  2.07993e+09
1  19  1.73626e+09
1  20  1.81506e+09
1  21  2.1374e+09
1  22  2.3622e+09
1  23  1.78832e+09
1  24  1.78473e+09
1  25  1.73494e+09
1  26  1.32632e+09
1  27  1.62189e+09
1  28  1.73616e+09
1  29  1.84221e+09
1  30  2.13629e+09
1  31  2.42836e+09
1  32  2.16921e+09
1  33  2.20861e+09
1  34  1.911e+09
1  35  2.02633e+09
1  36  2.23866e+09
1  37  2.0043e+09
1  38  1.94222e+09
1  39  2.05187e+09
1  40  2.15881e+09
1  41  1.98718e+09
1  42  2.41679e+09
1  43  2.67711e+09
1  44  2.88514e+09
1  45  3.08465e+09
1  46  2.38485e+09
1  47  1.81626e+09
1  48  1.73338e+09
1  49  1.97276e+09
1  50  1.11868e+09
2  0  2.61116e+08
2  1  2.30627e+08
2  2  2.25715e+08
2  3  2.71821e+08
2  4  2.84715e+08
2  5  5.18204e+08
2  6  6.95102e+08
2  7  9.17253e+08
2  8  1.26432e+09
2  9  9.80615e+08
2  10  7.47083e+08
2  11  6.17715e+08
2  12  5.7723e+08
2  13  7.16831e+08
2  14  1.04414e+09
2  15  1.34754e+09
2  16  1.84396e+09
2  17  1.9357e+09
2  18  2.19953e+09
2  19  2.00722e+09
2  20  2.17979e+09
2  21  2.01474e+09
2  22  2.67305e+09
2  23  2.02525e+09
2  24  1.83972e+09
2  25  1.85312e+09
2  26  1.49709e+09
2  27  2.25613e+09
2  28  2.18986e+09
2  29  2.00301e+09
2  30  2.6253e+09
2  31  2.49578e+09
2  32  2.36565e+09
2  33  2.4629e+09
2  34  2.13472e+09
2  35  2.01113e+09
2  36  2.2638e+09
2  37  2.13389e+09
2  38  2.1465e+09
2  39  1.98332e+09
2  40  2.06917e+09
2  41  2.28319e+09
2  42  2.53739e+09
2  43  2.80295e+09
2  44  2.96446e+09
2  45  3.04399e+09
2  46  2.53589e+09
2  47  1.99871e+09
2  48  1.74545e+09
2  49  1.8427e+09
2  50  1.24924e+09
3  0  2.47269e+08
3  1  2.17832e+08
3  2  1.50826e+08
3  3  2.91982e+08
3  4  4.39747e+08
3  5  5.89614e+08
3  6  8.16583e+08
3  7  9.34928e+08
3  8  1.38532e+09
3  9  1.05632e+09
3  10  7.35007e+08
3  11  6.84438e+08
3  12  6.76169e+08
3  13  9.14238e+08
3  14  1.0745e+09
3  15  1.63282e+09
3  16  2.19887e+09
3  17  2.14836e+09
3  18  2.36466e+09
3  19  2.1009e+09
3  20  2.4974e+09
3  21  2.48061e+09
3  22  2.37198e+09
3  23  2.55361e+09
3  24  2.01028e+09
3  25  2.12397e+09
3  26  1.69304e+09
3  27  2.07514e+09
3  28  2.40669e+09
3  29  2.44124e+09
3  30  2.65886e+09
3  31  3.19349e+09
3  32  2.41564e+09
3  33  2.61645e+09
3  34  2.64283e+09
3  35  2.34317e+09
3  36  2.47095e+09
3  37  2.40803e+09
3  38  2.38771e+09
3  39  2.51934e+09
3  40  2.17914e+09
3  41  2.09715e+09
3  42  2.32507e+09
3  43  2.31622e+09
3  44  2.46237e+09
3  45  2.85167e+09
3  46  2.69887e+09
3  47  2.03304e+09
3  48  2.09623e+09
3  49  2.26388e+09
3  50  1.30342e+09
4  0  2.45786e+08
4  1  1.94074e+08
4  2  1.91159e+08
4  3  2.5577e+08
4  4  3.8576e+08
4  5  6.96104e+08
4  6  8.5804e+08
4  7  9.6198e+08
4  8  1.57355e+09
4  9  1.03573e+09
4  10  8.24802e+08
4  11  7.27411e+08
4  12  5.96268e+08
4  13  7.66394e+08
4  14  8.72853e+08
4  15  1.43161e+09
4  16  2.37368e+09
4  17  2.47426e+09
4  18  2.25166e+09
4  19  2.40065e+09
4  20  2.54054e+09
4  21  2.49822e+09
4  22  2.65142e+09
4  23  2.56277e+09
4  24  1.85697e+09
4  25  2.44341e+09
4  26  1.92133e+09
4  27  2.09925e+09
4  28  2.39613e+09
4  29  2.32316e+09
4  30  2.53247e+09
4  31  3.02448e+09
4  32  2.79849e+09
4  33  2.71014e+09
4  34  2.5091e+09
4  35  2.38357e+09
4  36  2.48177e+09
4  37  2.04264e+09
4  38  2.39068e+09
4  39  2.03016e+09
4  40  2.02147e+09
4  41  2.06807e+09
4  42  2.36889e+09
4  43  2.42231e+09
4  44  2.83265e+09
4  45  3.15224e+09
4  46  3.05292e+09
4  47  2.20883e+09
4  48  2.23022e+09
4  49  2.15134e+09
4  50  1.49041e+09
5  0  2.21294e+08
5  1  1.91417e+08
5  2  1.97378e+08
5  3  2.51449e+08
5  4  3.50934e+08
5  5  6.56043e+08
5  6  7.59608e+08
5  7  1.01551e+09
5  8  1.29274e+09
5  9  1.22362e+09
5  10  8.82893e+08
5  11  7.01869e+08
5  12  6.66709e+08
5  13  7.21925e+08
5  14  8.44868e+08
5  15  1.47882e+09
5  16  2.38461e+09
5  17  2.30378e+09
5  18  2.21338e+09
5  19  2.44915e+09
5  20  2.58515e+09
5  21  2.69632e+09
5  22  3.25758e+09
5  23  2.90978e+09
5  24  1.71246e+09
5  25  2.43075e+09
5  26  2.0178e+09
5  27  2.37591e+09
5  28  2.49218e+09
5  29  2.33035e+09
5  30  2.75684e+09
5  31  2.85979e+09
5  32  2.85885e+09
5  33  2.429e+09
5  34  2.42382e+09
5  35  2.56131e+09
5  36  2.74071e+09
5  37  2.49266e+09
5  38  2.92428e+09
5  39  2.0625e+09
5  40  2.25906e+09
5  41  2.35582e+09
5  42  2.36358e+09
5  43  2.65997e+09
5  44  2.65256e+09
5  45  3.23934e+09
5  46  3.01417e+09
5  47  2.58164e+09
5  48  2.24627e+09
5  49  1.86275e+09
5  50  1.50906e+09
6  0  2.29187e+08
6  1  1.589e+08
6  2  1.74712e+08
6  3  2.39981e+08
6  4  3.37684e+08
6  5  7.89851e+08
6  6  8.27534e+08
6  7  1.04829e+09
6  8  1.55208e+09
6  9  1.40527e+09
6  10  8.60319e+08
6  11  7.24187e+08
6  12  6.79266e+08
6  13  8.29115e+08
6  14  1.02967e+09
6  15  1.52883e+09
6  16  2.18651e+09
6  17  2.33674e+09
6  18  2.47318e+09
6  19  2.59068e+09
6  20  3.14399e+09
6  21  2.63601e+09
6  22  2.56468e+09
6  23  2.82256e+09
6  24  2.08664e+09
6  25  2.36011e+09
6  26  2.11249e+09
6  27  2.20771e+09
