row  column  (images_33.edf Zn-K*images_33.edf Ar-K**2.3)
0  0  3.09348e+06
0  1  0
0  2  0
0  3  1.35512e+07
0  4  0
0  5  0
0  6  2.20149e+07
0  7  3.92551e+07
0  8  4.35356e+07
0  9  3.30406e+07
0  10  3.60972e+07
0  11  5.3228e+07
0  12  2.13047e+07
0  13  6.28576e+07
0  14  3.47596e+07
0  15  2.87887e+07
0  16  3.51995e+07
0  17  6.30124e+07
0  18  3.53914e+07
0  19  6.47653e+07
0  20  3.64273e+07
0  21  4.74917e+07
0  22  7.16949e+07
0  23  5.90043e+07
0  24  3.88262e+07
0  25  5.44323e+07
0  26  5.34667e+07
0  27  2.60847e+07
0  28  1.49583e+07
0  29  4.80052e+07
0  30  3.44185e+07
0  31  7.65843e+07
0  32  7.6152e+07
0  33  9.96299e+07
0  34  8.3303e+07
0  35  8.30907e+07
0  36  6.65138e+07
0  37  8.53623e+07
0  38  8.6032e+07
0  39  7.57542e+07
0  40  6.7785e+07
0  41  1.0858e+08
0  42  1.14663e+08
0  43  1.03636e+08
0  44  1.52691e+08
0  45  1.36113e+08
0  46  1.58081e+08
0  47  9.21641e+07
0  48  5.04557e+07
0  49  8.95834e+07
0  50  6.77185e+07
1  0  0
1  1  0
1  2  0
1  3  6.80931e+06
1  4  0
1  5  5.64344e+06
1  6  570270
1  7  2.83402e+07
1  8  6.82633e+07
1  9  4.94406e+07
1  10  3.28587e+07
1  11  4.24514e+07
1  12  2.61612e+07
1  13  4.3432e+07
1  14  1.99261e+07
1  15  4.12849e+07
1  16  6.55275e+07
1  17  7.19397e+07
1  18  9.60514e+07
1  19  6.07427e+07
1  20  5.01339e+07
1  21  5.95889e+07
1  22  7.39366e+07
1  23  6.9258e+07
1  24  8.50721e+07
1  25  8.36914e+07
1  26  2.42094e+07
1  27  1.25054e+07
1  28  7.03081e+07
1  29  4.04315e+07
1  30  6.17914e+07
1  31  9.8503e+07
1  32  8.81023e+07
1  33  7.67126e+07
1  34  7.39407e+07
1  35  6.47479e+07
