row  column  (images_12_23nov.edf P_K*images_12_23nov.edf Ar_K**2.3)
10  49  2.14411e+08
10  50  1.85082e+08
11  0  0
11  1  0
11  2  0
11  3  0
11  4  3.6564e+07
11  5  7.67214e+07
11  6  0
11  7  0
11  8  0
11  9  7.52637e+07
