row  column  (images_12_23nov.edf P_K*images_12_23nov.edf Ar_K**2.3)
32  12  0
32  13  0
32  14  0
32  15  0
32  16  0
32  17  0
32  18  0
32  19  0
32  20  0
32  21  0
32  22  0
32  23  0
32  24  8.5617e+07
32  25  0
32  26  6.4075e+07
32  27  0
32  28  0
32  29  0
32  30  0
32  31  0
32  32  0
32  33  0
32  34  0
32  35  0
32  36  8.52448e+07
32  37  5.88974e+07
32  38  4.95523e+07
32  39  1.4368e+08
32  40  2.77334e+08
32  41  2.15366e+08
32  42  2.51583e+08
32  43  7.86657e+07
32  44  1.43188e+08
32  45  1.10734e+08
32  46  1.07207e+08
32  47  5.17536e+07
32  48  1.78038e+08
32  49  1.15716e+08
32  50  1.8353e+08
33  0  3.84177e+07
33  1  0
33  2  0
33  3  5.65493e+07
33  4  0
33  5  0
33  6  0
33  7  0
33  8  3.49076e+07
33  9  0
33  10  0
33  11  0
33  12  0
33  13  0
33  14  0
33  15  0
33  16  0
33  17  0
33  18  0
33  19  0
33  20  0
33  21  0
33  22  0
33  23  5.51718e+07
33  24  2.44918e+07
33  25  7.07032e+07
33  26  4.89934e+07
33  27  0
33  28  0
33  29  0
33  30  0
33  31  0
33  32  0
33  33  0
33  34  0
33  35  0
33  36  0
33  37  1.35191e+08
33  38  9.80765e+07
33  39  1.70034e+08
33  40  2.36128e+08
33  41  1.87536e+08
33  42  1.53121e+08
33  43  2.04742e+08
33  44  1.57679e+08
33  45  1.13789e+08
33  46  0
33  47  1.09678e+08
33  48  1.47245e+08
33  49  1.26119e+08
33  50  1.05281e+08
34  0  0
34  1  0
34  2  5.26891e+07
34  3  4.4789e+07
34  4  0
34  5  0
34  6  0
34  7  0
34  8  0
34  9  0
34  10  2.32766e+07
34  11  0
34  12  0
34  13  0
34  14  0
34  15  0
34  16  0
34  17  0
34  18  0
34  19  0
34  20  0
34  21  0
34  22  0
34  23  8.8137e+07
34  24  8.56376e+07
34  25  8.05491e+07
34  26  7.49672e+07
34  27  3.89096e+07
34  28  0
34  29  0
34  30  0
34  31  0
34  32  0
34  33  0
34  34  0
34  35  0
34  36  8.2362e+07
34  37  8.19987e+07
34  38  1.12197e+08
34  39  1.85116e+08
34  40  2.57091e+08
34  41  2.27436e+08
34  42  1.7269e+08
34  43  2.11814e+08
34  44  2.12158e+08
34  45  1.44717e+08
34  46  0
34  47  1.03003e+08
34  48  1.47809e+08
34  49  1.15482e+08
34  50  1.12174e+08
35  0  0
35  1  0
35  2  0
35  3  6.8298e+06
35  4  0
35  5  0
35  6  0
35  7  0
35  8  0
35  9  0
35  10  0
35  11  0
35  12  0
35  13  0
35  14  0
35  15  0
35  16  0
35  17  0
35  18  0
35  19  0
35  20  0
35  21  0
35  22  0
35  23  0
35  24  4.81513e+07
35  25  7.40134e+07
35  26  1.1172e+08
35  27  6.95589e+07
35  28  0
35  29  0
35  30  0
35  31  0
35  32  0
35  33  0
35  34  0
35  35  0
35  36  0
35  37  8.12385e+07
35  38  1.07279e+08
35  39  1.74096e+08
35  40  2.19829e+08
35  41  2.53784e+08
35  42  2.24688e+08
35  43  2.4086e+08
35  44  2.23107e+08
35  45  7.91162e+07
35  46  4.35961e+07
35  47  9.72501e+07
35  48  1.45519e+08
35  49  1.33222e+08
35  50  1.42162e+08
36  0  0
36  1  0
36  2  4.99126e+07
36  3  0
36  4  0
36  5  3.54736e+07
36  6  7.75349e+07
36  7  5.71942e+07
36  8  0
36  9  0
36  10  0
36  11  0
36  12  0
36  13  0
36  14  0
36  15  0
36  16  0
36  17  0
36  18  0
36  19  0
36  20  6.37222e+07
36  21  6.14426e+07
36  22  0
36  23  2.66333e+06
36  24  7.31211e+07
36  25  1.08728e+08
36  26  8.99075e+07
36  27  7.45854e+07
36  28  0
36  29  0
36  30  4.49316e+07
36  31  0
36  32  0
36  33  0
36  34  0
36  35  0
36  36  0
36  37  1.21486e+08
36  38  9.72718e+07
36  39  1.6644e+08
36  40  2.46866e+08
36  41  1.48831e+08
36  42  2.38526e+08
36  43  2.22221e+08
36  44  1.84552e+08
36  45  1.68638e+08
36  46  5.34346e+07
36  47  1.26923e+08
36  48  9.96987e+07
36  49  1.33148e+08
36  50  7.19827e+07
37  0  0
37  1  0
37  2  2.28727e+07
37  3  1.52315e+07
37  4  0
37  5  4.60597e+07
37  6  0
37  7  5.06376e+07
37  8  0
37  9  0
37  10  0
37  11  0
37  12  0
37  13  0
37  14  0
37  15  0
37  16  0
37  17  0
37  18  0
37  19  0
37  20  0
37  21  6.9807e+07
37  22  2.04873e+07
37  23  8.74122e+07
37  24  6.26878e+07
37  25  5.4239e+07
37  26  1.10502e+08
37  27  1.89818e+07
37  28  0
37  29  0
37  30  0
37  31  0
37  32  0
37  33  0
37  34  0
37  35  0
37  36  0
37  37  5.23755e+07
37  38  9.07717e+07
37  39  1.43494e+08
37  40  2.15691e+08
37  41  2.14446e+08
37  42  2.38649e+08
37  43  2.35171e+08
37  44  1.94504e+08
37  45  1.77625e+08
37  46  1.07912e+08
37  47  1.70062e+06
37  48  1.42185e+08
37  49  7.2838e+07
37  50  4.13304e+07
38  0  0
38  1  0
38  2  8.86498e+07
38  3  8.02657e+07
38  4  5.69784e+07
38  5  7.36232e+07
38  6  6.66688e+07
38  7  0
38  8  0
38  9  6.57556e+07
38  10  0
38  11  0
38  12  0
38  13  0
38  14  0
38  15  0
38  16  0
38  17  0
38  18  0
38  19  0
38  20  5.26842e+07
38  21  0
38  22  6.66904e+07
38  23  8.64472e+07
38  24  5.78225e+07
38  25  5.28497e+07
38  26  1.16179e+08
38  27  1.18559e+08
38  28  0
38  29  0
38  30  0
38  31  0
38  32  0
38  33  0
38  34  0
38  35  0
38  36  0
38  37  6.25141e+07
38  38  3.09227e+07
38  39  1.94628e+08
38  40  1.96233e+08
38  41  3.00236e+08
38  42  2.46447e+08
38  43  2.06844e+08
38  44  1.02464e+08
38  45  1.74575e+08
38  46  4.85966e+07
38  47  7.47325e+07
38  48  8.77102e+07
38  49  9.81549e+07
38  50  1.1853e+08
39  0  2.48901e+07
39  1  0
39  2  5.37513e+07
39  3  5.93204e+07
39  4  0
39  5  9.22005e+07
39  6  9.31128e+06
39  7  0
39  8  0
39  9  1.11827e+08
39  10  0
39  11  0
39  12  0
39  13  0
39  14  0
39  15  7.25755e+07
39  16  4.5054e+07
39  17  3.88084e+07
39  18  0
39  19  4.88206e+07
39  20  1.10702e+08
39  21  0
39  22  0
39  23  0
39  24  8.33869e+07
39  25  1.11456e+08
39  26  7.1476e+07
39  27  1.17633e+08
39  28  0
39  29  0
39  30  0
39  31  0
39  32  0
39  33  0
39  34  0
39  35  0
39  36  3.32914e+07
39  37  9.00508e+07
39  38  7.35812e+07
39  39  1.76383e+08
39  40  2.60073e+08
39  41  1.87404e+08
39  42  2.69291e+08
39  43  2.03382e+08
39  44  2.52422e+08
39  45  1.13656e+08
39  46  4.87286e+07
39  47  7.55175e+07
39  48  9.53876e+07
39  49  4.94867e+06
39  50  1.26526e+08
40  0  0
40  1  0
40  2  7.74289e+07
40  3  1.12821e+08
40  4  0
40  5  1.12766e+08
40  6  8.73151e+07
40  7  0
40  8  8.99271e+07
40  9  7.42595e+07
40  10  5.45327e+07
40  11  0
40  12  0
40  13  5.03886e+07
40  14  7.67685e+07
40  15  5.5469e+07
40  16  9.87445e+07
40  17  0
40  18  0
40  19  1.04414e+08
40  20  6.63288e+07
40  21  7.48819e+07
40  22  9.85163e+07
40  23  9.65716e+07
40  24  8.73817e+07
40  25  9.89849e+07
40  26  1.24037e+08
40  27  1.11505e+08
40  28  0
40  29  0
40  30  0
40  31  0
40  32  0
40  33  0
40  34  0
40  35  0
40  36  0
40  37  6.23126e+07
40  38  1.12075e+08
40  39  1.89363e+08
40  40  2.00811e+08
40  41  2.40047e+08
40  42  2.40282e+08
40  43  1.93069e+08
40  44  1.90565e+08
40  45  1.65815e+08
40  46  4.01165e+07
40  47  8.68726e+07
40  48  0
40  49  8.25927e+07
40  50  1.35619e+08
41  0  0
41  1  5.31516e+07
41  2  6.02236e+07
41  3  2.93729e+07
41  4  6.49562e+07
41  5  8.05847e+07
41  6  0
41  7  6.40597e+07
41  8  0
41  9  7.58792e+07
41  10  8.07837e+07
41  11  8.09063e+07
41  12  0
41  13  5.55062e+07
41  14  5.41096e+07
41  15  7.37619e+07
41  16  1.15941e+08
41  17  0
41  18  0
41  19  8.28185e+07
41  20  9.86039e+07
41  21  1.59547e+08
41  22  3.54298e+07
41  23  1.45176e+08
41  24  8.21902e+07
41  25  8.3108e+07
41  26  8.36154e+07
41  27  9.16337e+07
41  28  0
41  29  0
41  30  0
41  31  0
41  32  0
41  33  0
41  34  0
41  35  0
41  36  0
41  37  7.60036e+07
41  38  1.0849e+08
41  39  1.10692e+08
41  40  1.91171e+08
41  41  2.82505e+08
41  42  2.10235e+08
41  43  2.21309e+08
41  44  2.22064e+08
41  45  1.16146e+08
41  46  8.91075e+06
41  47  5.50405e+07
41  48  0
41  49  0
41  50  1.28576e+08
42  0  7.23919e+07
42  1  0
42  2  7.55502e+07
42  3  2.41936e+07
42  4  0
42  5  0
42  6  1.30068e+08
42  7  0
42  8  8.65069e+07
42  9  8.64393e+07
42  10  2.90407e+07
42  11  1.03831e+08
42  12  1.03036e+08
42  13  8.08253e+07
42  14  8.78931e+07
42  15  4.77635e+07
42  16  1.30715e+08
42  17  0
42  18  3.5891e+07
42  19  4.81402e+07
42  20  1.39895e+08
42  21  1.21361e+08
42  22  1.46687e+08
42  23  8.68221e+07
42  24  2.02762e+07
42  25  1.16785e+08
42  26  1.27685e+08
42  27  4.77218e+07
42  28  0
42  29  1.10475e+07
42  30  0
42  31  3.88118e+07
42  32  0
42  33  0
42  34  0
42  35  0
42  36  0
42  37  5.66739e+07
42  38  7.06176e+07
42  39  1.23138e+08
42  40  1.90569e+08
42  41  2.34514e+08
42  42  2.64389e+08
42  43  1.66564e+08
42  44  1.72723e+08
42  45  1.20368e+08
42  46  4.96865e+07
42  47  0
42  48  4.90381e+07
42  49  2.0287e+07
42  50  1.12008e+08
43  0  0
43  1  0
43  2  1.00509e+08
43  3  7.15751e+07
43  4  6.90209e+07
43  5  6.60083e+07
43  6  8.20495e+07
43  7  3.07289e+07
43  8  5.82928e+07
43  9  8.84852e+07
43  10  6.13812e+07
43  11  7.47257e+07
43  12  9.09229e+07
43  13  1.07203e+08
43  14  1.62894e+08
43  15  9.70861e+07
43  16  1.04787e+08
43  17  0
43  18  0
43  19  5.61654e+07
43  20  1.4409e+08
43  21  1.61321e+07
43  22  1.15278e+08
43  23  1.12732e+08
43  24  6.70219e+07
43  25  1.38075e+08
43  26  1.06991e+08
43  27  7.94612e+07
43  28  0
43  29  0
43  30  4.95476e+07
43  31  0
43  32  0
43  33  0
43  34  0
43  35  0
43  36  0
43  37  7.521e+07
43  38  1.04346e+08
43  39  1.62567e+08
43  40  1.56517e+08
43  41  2.11656e+08
43  42  2.21435e+08
43  43  2.56879e+08
43  44  1.74615e+08
43  45  9.64709e+07
43  46  0
43  47  0
43  48  0
43  49  0
43  50  2.31821e+07
44  0  0
44  1  0
44  2  9.80785e+07
44  3  1.2301e+08
44  4  9.98779e+06
44  5  9.03122e+07
44  6  9.79322e+07
44  7  8.21032e+07
44  8  1.50588e+08
44  9  8.10083e+07
44  10  1.18143e+08
44  11  1.45601e+08
44  12  5.96517e+07
44  13  1.28445e+08
44  14  8.14527e+07
44  15  1.13584e+08
44  16  7.38342e+07
44  17  0
44  18  0
44  19  8.82358e+07
44  20  3.35416e+07
44  21  1.14307e+08
44  22  1.21382e+08
44  23  1.2303e+08
44  24  1.04836e+08
44  25  1.00766e+08
44  26  7.5867e+07
44  27  8.2981e+07
44  28  0
44  29  0
44  30  249696
44  31  0
44  32  0
44  33  0
44  34  0
44  35  0
44  36  0
44  37  8.17426e+07
44  38  1.39656e+08
44  39  1.39289e+08
44  40  1.7502e+08
44  41  2.1077e+08
44  42  2.88516e+08
44  43  2.50738e+08
44  44  2.58011e+08
44  45  1.07106e+08
44  46  9.00198e+07
44  47  0
44  48  0
44  49  0
44  50  6.23867e+07
45  0  0
45  1  3.7495e+07
45  2  5.06988e+07
45  3  1.04428e+08
45  4  5.30031e+07
45  5  1.24113e+08
45  6  1.00407e+08
45  7  7.0422e+07
45  8  8.52034e+07
45  9  1.39606e+08
45  10  1.1674e+08
45  11  1.32189e+08
45  12  1.08125e+08
45  13  1.08231e+08
45  14  5.67824e+07
45  15  1.12168e+08
45  16  1.15401e+08
45  17  8.15466e+07
45  18  0
45  19  8.61595e+07
45  20  1.34427e+08
45  21  1.34437e+08
45  22  1.60204e+08
45  23  1.188e+08
45  24  1.16882e+08
45  25  1.27374e+08
45  26  1.70395e+08
45  27  7.26439e+07
45  28  0
45  29  0
45  30  0
45  31  4.50578e+07
45  32  0
45  33  0
45  34  0
45  35  0
45  36  0
45  37  6.19336e+07
45  38  1.31361e+08
45  39  2.32184e+08
45  40  2.10477e+08
45  41  2.35752e+08
45  42  1.57846e+08
45  43  2.10063e+08
45  44  1.50414e+08
45  45  1.20002e+08
45  46  4.39591e+07
45  47  5.55344e+07
45  48  0
45  49  6.24544e+07
45  50  7.05436e+06
46  0  6.05918e+07
46  1  0
46  2  1.05046e+08
46  3  4.9369e+07
46  4  1.26669e+08
46  5  1.60851e+08
46  6  1.271e+08
46  7  1.19327e+08
46  8  1.17916e+08
46  9  5.61605e+07
46  10  9.82615e+07
46  11  1.50037e+08
46  12  5.30927e+07
46  13  9.85301e+07
46  14  1.27799e+08
46  15  1.34156e+08
46  16  1.71688e+08
46  17  9.64215e+07
46  18  0
46  19  6.392e+06
46  20  1.23596e+08
46  21  7.5457e+07
46  22  1.10313e+08
46  23  1.2249e+08
46  24  1.61832e+08
46  25  9.65941e+07
46  26  1.60625e+08
46  27  6.91331e+07
46  28  0
46  29  0
46  30  1.88667e+07
46  31  4.18318e+06
46  32  0
46  33  0
46  34  0
46  35  0
46  36  7.81213e+06
46  37  5.08273e+07
46  38  5.00522e+07
46  39  1.8133e+08
46  40  1.39899e+08
46  41  2.57145e+08
46  42  2.5752e+08
46  43  1.89491e+08
46  44  1.75679e+08
46  45  2.06505e+08
46  46  4.97683e+07
46  47  0
46  48  0
46  49  5.71352e+07
46  50  3.02324e+07
47  0  0
47  1  0
47  2  1.02496e+08
47  3  1.01476e+08
47  4  6.99978e+07
47  5  1.14737e+08
47  6  1.1801e+08
47  7  1.47299e+08
47  8  1.03903e+08
47  9  7.77827e+07
47  10  1.22789e+08
47  11  1.66404e+08
47  12  4.92262e+07
47  13  1.25005e+08
47  14  7.66171e+07
47  15  7.95456e+07
47  16  1.7387e+08
47  17  8.02346e+07
47  18  0
47  19  7.71206e+07
47  20  1.26251e+08
47  21  1.67379e+08
47  22  1.4212e+08
47  23  1.10807e+08
47  24  1.15753e+08
47  25  1.52604e+08
47  26  1.65329e+08
47  27  6.63519e+07
47  28  0
47  29  0
47  30  0
47  31  0
47  32  0
47  33  0
47  34  0
47  35  0
47  36  0
47  37  1.18404e+08
47  38  1.45819e+08
47  39  2.06033e+08
47  40  2.21764e+08
47  41  1.51881e+08
47  42  2.32134e+08
47  43  1.9049e+08
47  44  1.6521e+08
47  45  8.15832e+07
47  46  0
47  47  0
47  48  0
47  49  0
47  50  7.42833e+07
48  0  4.83858e+06
48  1  0
48  2  8.211e+07
48  3  6.34756e+07
48  4  5.5934e+07
48  5  1.13646e+08
48  6  1.48065e+08
48  7  9.73888e+07
48  8  5.15591e+07
48  9  1.38213e+08
48  10  9.81102e+07
48  11  1.30441e+08
48  12  8.08894e+07
48  13  5.56757e+07
48  14  7.869e+07
48  15  1.34909e+08
48  16  1.62897e+08
48  17  7.81673e+07
48  18  0
48  19  1.05633e+08
48  20  1.27684e+08
48  21  1.68063e+08
48  22  1.23498e+08
48  23  1.38355e+08
48  24  1.24312e+08
48  25  1.13683e+08
48  26  1.46774e+08
48  27  3.97864e+07
48  28  0
48  29  0
48  30  0
48  31  0
48  32  0
48  33  0
48  34  0
48  35  0
48  36  0
48  37  7.44714e+07
48  38  1.5294e+08
48  39  1.24854e+08
48  40  2.16716e+08
48  41  2.51362e+08
48  42  2.04924e+08
48  43  1.69606e+08
48  44  1.6306e+08
48  45  2.05616e+07
48  46  0
48  47  0
48  48  0
48  49  0
48  50  9.4294e+07
49  0  6.28432e+07
49  1  0
49  2  9.85872e+07
49  3  8.52435e+07
49  4  5.75409e+07
49  5  2.96468e+07
49  6  9.22784e+07
49  7  1.1089e+08
49  8  1.28896e+08
49  9  5.68662e+07
49  10  1.3111e+08
49  11  9.63169e+07
49  12  6.58056e+07
49  13  1.37045e+08
49  14  1.79988e+08
49  15  1.55632e+08
49  16  1.37201e+08
49  17  1.2512e+08
49  18  0
49  19  8.29213e+07
49  20  1.29933e+08
49  21  1.56537e+08
49  22  1.38378e+08
49  23  1.20393e+08
49  24  1.56254e+08
49  25  1.22415e+08
49  26  1.81278e+08
49  27  9.94697e+07
49  28  0
49  29  0
49  30  0
49  31  0
49  32  0
49  33  0
49  34  0
49  35  0
49  36  5.35816e+07
49  37  6.26059e+07
49  38  1.89133e+08
49  39  2.32108e+08
49  40  2.06941e+08
49  41  1.56667e+08
49  42  2.01487e+08
49  43  1.77229e+08
49  44  1.03721e+08
49  45  7.17918e+07
49  46  0
49  47  6.98668e+07
49  48  0
49  49  6.01812e+07
49  50  8.00628e+07
50  0  1.24382e+07
50  1  4.32543e+07
50  2  5.78187e+07
50  3  7.70477e+07
50  4  0
50  5  1.14063e+08
50  6  1.96423e+07
50  7  7.73259e+07
50  8  5.35913e+07
50  9  9.22277e+07
50  10  1.21498e+08
50  11  1.0971e+08
50  12  1.65778e+07
50  13  6.24494e+07
50  14  1.80858e+08
50  15  1.25808e+08
50  16  1.40854e+08
50  17  1.47591e+08
50  18  0
50  19  8.72797e+07
50  20  1.62151e+08
50  21  1.17336e+08
50  22  2.12007e+08
50  23  1.34649e+08
50  24  1.67404e+08
50  25  6.82821e+07
50  26  1.92271e+08
50  27  9.30237e+07
50  28  0
50  29  0
50  30  0
50  31  0
50  32  0
50  33  0
50  34  0
50  35  0
50  36  0
50  37  1.53591e+08
50  38  1.38591e+08
50  39  2.13393e+08
50  40  1.73032e+08
50  41  1.60082e+08
50  42  1.82622e+08
50  43  2.41018e+08
50  44  1.40072e+08
50  45  1.25562e+08
50  46  5.52698e+07
50  47  0
50  48  0
50  49  0
50  50  8.16679e+07

