row  column  (images_12_23nov.edf Fe_K*images_12_23nov.edf Ar_K**2.3)
22  35  8.47998e+08
22  36  1.01744e+09
22  37  8.00822e+08
22  38  7.1231e+08
22  39  7.91329e+08
22  40  7.04821e+08
22  41  8.18501e+08
22  42  8.66893e+08
22  43  7.22833e+08
22  44  6.9258e+08
22  45  6.09883e+08
22  46  6.37056e+08
22  47  5.28722e+08
22  48  5.4397e+08
22  49  6.43025e+08
22  50  6.68283e+08
23  0  5.79605e+08
23  1  6.63108e+08
23  2  9.75988e+08
23  3  6.55862e+08
23  4  6.45409e+08
23  5  5.70375e+08
23  6  6.60566e+08
23  7  5.45137e+08
23  8  5.17567e+08
23  9  6.27536e+08
23  10  8.046e+08
23  11  6.46473e+08
23  12  7.9894e+08
23  13  7.2594e+08
23  14  7.78403e+08
23  15  9.50282e+08
23  16  1.94221e+09
23  17  2.13951e+09
23  18  9.37758e+08
23  19  8.05146e+08
23  20  6.0102e+08
23  21  6.44158e+08
23  22  5.5275e+08
23  23  5.92118e+08
23  24  6.45532e+08
23  25  7.09868e+08
23  26  6.40544e+08
23  27  6.77037e+08
23  28  6.13742e+08
23  29  8.36955e+08
23  30  8.46901e+08
23  31  7.94043e+08
23  32  6.95232e+08
23  33  7.98944e+08
23  34  9.34778e+08
23  35  8.90575e+08
23  36  1.01525e+09
23  37  8.27886e+08
23  38  7.14619e+08
23  39  7.25513e+08
23  40  8.10964e+08
23  41  8.27773e+08
23  42  9.03035e+08
23  43  6.3826e+08
23  44  7.07836e+08
23  45  7.49645e+08
23  46  6.29102e+08
23  47  5.99698e+08
23  48  4.45381e+08
23  49  5.94552e+08
23  50  6.39364e+08
24  0  5.2745e+08
24  1  7.33295e+08
24  2  5.92413e+08
24  3  5.72096e+08
24  4  5.68816e+08
24  5  6.00808e+08
24  6  6.11738e+08
24  7  4.99172e+08
24  8  6.28892e+08
24  9  5.77106e+08
24  10  7.08801e+08
24  11  6.78577e+08
24  12  7.55607e+08
24  13  7.75887e+08
24  14  7.76553e+08
24  15  1.11247e+09
24  16  1.46342e+09
24  17  2.08381e+09
24  18  1.14541e+09
24  19  7.85909e+08
24  20  5.62543e+08
24  21  6.16571e+08
24  22  5.6881e+08
24  23  7.17376e+08
24  24  6.28426e+08
24  25  7.30332e+08
24  26  7.43508e+08
24  27  5.65753e+08
24  28  6.57085e+08
24  29  6.93022e+08
24  30  7.96983e+08
24  31  7.28101e+08
24  32  7.57416e+08
24  33  8.91792e+08
24  34  8.52775e+08
24  35  8.19399e+08
24  36  9.71721e+08
24  37  8.39531e+08
24  38  7.69502e+08
24  39  6.4303e+08
24  40  7.08494e+08
24  41  8.343e+08
24  42  9.00539e+08
24  43  8.12658e+08
24  44  7.19113e+08
24  45  5.95795e+08
24  46  5.61323e+08
24  47  5.92104e+08
24  48  6.37284e+08
24  49  4.50221e+08
24  50  5.09306e+08
25  0  5.75764e+08
25  1  7.07528e+08
25  2  6.90549e+08
25  3  6.57245e+08
25  4  5.76818e+08
25  5  5.62508e+08
25  6  5.90826e+08
25  7  5.27815e+08
25  8  5.34489e+08
25  9  6.91619e+08
25  10  7.06164e+08
25  11  5.20667e+08
25  12  6.70087e+08
25  13  8.08412e+08
25  14  9.0054e+08
25  15  1.06994e+09
25  16  1.51444e+09
25  17  1.69303e+09
25  18  9.09552e+08
25  19  7.2686e+08
25  20  6.79435e+08
25  21  5.166e+08
25  22  6.2332e+08
25  23  6.42607e+08
25  24  6.15856e+08
25  25  6.9464e+08
25  26  5.95971e+08
25  27  5.79638e+08
25  28  6.74475e+08
25  29  6.51078e+08
25  30  8.34226e+08
25  31  7.99611e+08
25  32  7.17588e+08
25  33  8.19949e+08
25  34  8.37315e+08
25  35  8.04173e+08
25  36  9.50687e+08
25  37  8.43782e+08
25  38  7.4968e+08
25  39  6.86289e+08
25  40  7.18449e+08
25  41  8.42817e+08
25  42  1.05473e+09
25  43  7.92136e+08
25  44  7.95129e+08
25  45  6.50543e+08
25  46  6.22334e+08
25  47  6.38782e+08
25  48  6.36242e+08
25  49  5.25048e+08
25  50  5.82012e+08
26  0  6.88972e+08
26  1  6.70813e+08
26  2  6.07103e+08
26  3  5.08845e+08
26  4  5.93017e+08
26  5  5.70095e+08
26  6  6.67061e+08
26  7  5.24119e+08
26  8  5.66599e+08
26  9  6.18108e+08
26  10  5.41957e+08
26  11  5.52627e+08
26  12  6.35971e+08
26  13  8.00254e+08
26  14  8.63676e+08
26  15  1.09593e+09
26  16  1.03382e+09
26  17  1.53873e+09
26  18  1.02056e+09
26  19  7.51643e+08
26  20  6.165e+08
26  21  5.32785e+08
26  22  5.26154e+08
26  23  6.89144e+08
26  24  5.575e+08
26  25  6.61934e+08
26  26  5.21908e+08
26  27  6.40178e+08
26  28  7.4544e+08
26  29  6.37018e+08
26  30  6.86972e+08
26  31  6.42363e+08
26  32  6.69323e+08
26  33  7.89918e+08
26  34  8.10523e+08
26  35  7.76044e+08
26  36  1.02866e+09
26  37  8.48693e+08
26  38  6.64779e+08
26  39  7.46917e+08
26  40  6.14699e+08
26  41  8.657e+08
26  42  1.21137e+09
26  43  7.60592e+08
26  44  7.39477e+08
26  45  7.3024e+08
26  46  6.04607e+08
26  47  6.63711e+08
26  48  5.03983e+08
26  49  6.22107e+08
26  50  5.50962e+08
27  0  6.50242e+08
27  1  6.77367e+08
27  2  6.69491e+08
27  3  6.15331e+08
27  4  5.54758e+08
27  5  5.96181e+08
27  6  6.87003e+08
27  7  5.70197e+08
27  8  5.11273e+08
27  9  6.12969e+08
27  10  6.68436e+08
27  11  5.57831e+08
27  12  6.76677e+08
27  13  7.94309e+08
27  14  7.61505e+08
27  15  1.18887e+09
27  16  1.00526e+09
27  17  1.11791e+09
27  18  9.07533e+08
27  19  7.64949e+08
27  20  5.98191e+08
27  21  6.67582e+08
27  22  6.30886e+08
27  23  6.02623e+08
27  24  6.89584e+08
27  25  6.2367e+08
27  26  5.97647e+08
27  27  5.10712e+08
27  28  5.04557e+08
27  29  6.25601e+08
27  30  7.32029e+08
27  31  6.72626e+08
27  32  6.71389e+08
27  33  7.98522e+08
27  34  7.72758e+08
27  35  7.56073e+08
27  36  8.9288e+08
27  37  8.52705e+08
27  38  6.44208e+08
27  39  6.8073e+08
27  40  6.58695e+08
27  41  8.14201e+08
27  42  1.3841e+09
27  43  7.6179e+08
27  44  6.96573e+08
27  45  7.10026e+08
27  46  7.09409e+08
27  47  8.22063e+08
27  48  6.602e+08
27  49  6.11184e+08
27  50  5.92835e+08
28  0  7.33093e+08
28  1  5.90235e+08
28  2  7.18279e+08
28  3  6.19612e+08
28  4  6.4305e+08
28  5  5.636e+08
28  6  6.21893e+08
28  7  6.23331e+08
28  8  5.58391e+08
28  9  5.99533e+08
28  10  6.08706e+08
28  11  5.1416e+08
28  12  6.76651e+08
28  13  7.40155e+08
28  14  6.8993e+08
28  15  1.28516e+09
28  16  1.10815e+09
28  17  1.00678e+09
28  18  9.37102e+08
28  19  8.18188e+08
28  20  5.23981e+08
28  21  5.66802e+08
28  22  5.91079e+08
28  23  6.72384e+08
28  24  7.54761e+08
28  25  5.84461e+08
28  26  4.74845e+08
28  27  5.20231e+08
28  28  6.3913e+08
28  29  5.80101e+08
28  30  7.50266e+08
28  31  7.14908e+08
28  32  7.57409e+08
28  33  6.14806e+08
28  34  7.15432e+08
28  35  8.18179e+08
28  36  1.05951e+09
28  37  1.01209e+09
28  38  8.18265e+08
28  39  7.06921e+08
28  40  6.09731e+08
28  41  7.50621e+08
28  42  1.81431e+09
28  43  8.04201e+08
28  44  7.47756e+08
28  45  7.33279e+08
28  46  6.24034e+08
28  47  7.14017e+08
28  48  6.31542e+08
28  49  6.32248e+08
28  50  5.91984e+08
29  0  8.18391e+08
29  1  6.81441e+08
29  2  7.41587e+08
29  3  6.63164e+08
29  4  5.87191e+08
29  5  5.52967e+08
29  6  6.91473e+08
29  7  5.74922e+08
29  8  5.80532e+08
29  9  7.75708e+08
29  10  5.88884e+08
29  11  4.89393e+08
29  12  6.08846e+08
29  13  7.17573e+08
29  14  7.52699e+08
29  15  1.22186e+09
29  16  9.36417e+08
29  17  8.51788e+08
29  18  8.31878e+08
29  19  6.69305e+08
29  20  6.6265e+08
29  21  6.79163e+08
29  22  6.18452e+08
29  23  6.93e+08
29  24  7.07949e+08
29  25  6.95293e+08
29  26  6.73151e+08
29  27  5.83097e+08
29  28  5.73328e+08
29  29  4.93e+08
29  30  6.08044e+08
29  31  7.33318e+08
29  32  7.59963e+08
29  33  7.53346e+08
29  34  7.8505e+08
29  35  8.42386e+08
29  36  1.17901e+09
29  37  1.00376e+09
29  38  7.38021e+08
29  39  7.10933e+08
29  40  8.02428e+08
29  41  7.94699e+08
29  42  1.49074e+09
29  43  7.76909e+08
29  44  8.78728e+08
29  45  7.17706e+08
29  46  5.60638e+08
29  47  6.63703e+08
29  48  5.43525e+08
29  49  6.64186e+08
29  50  6.54435e+08
30  0  8.38239e+08
30  1  7.08646e+08
30  2  6.98473e+08
30  3  7.47202e+08
30  4  5.95076e+08
30  5  5.69069e+08
30  6  7.50457e+08
30  7  6.57721e+08
30  8  6.30594e+08
30  9  7.20354e+08
30  10  5.97808e+08
30  11  5.50282e+08
30  12  5.78374e+08
30  13  7.64678e+08
30  14  7.20453e+08
30  15  9.12109e+08
30  16  1.10921e+09
30  17  7.94807e+08
30  18  9.3552e+08
30  19  8.25367e+08
30  20  5.83472e+08
30  21  6.19172e+08
30  22  6.04989e+08
30  23  7.00058e+08
30  24  6.85643e+08
30  25  6.34396e+08
30  26  5.47761e+08
30  27  5.34056e+08
30  28  5.5372e+08
30  29  5.32271e+08
30  30  6.79081e+08
30  31  6.75957e+08
30  32  6.85588e+08
30  33  6.14346e+08
30  34  7.98024e+08
30  35  8.74812e+08
30  36  1.32671e+09
30  37  1.16449e+09
30  38  7.54428e+08
30  39  6.96613e+08
30  40  7.22345e+08
30  41  8.06624e+08
30  42  1.11794e+09
30  43  8.1667e+08
30  44  8.86989e+08
30  45  8.2287e+08
30  46  6.36673e+08
30  47  7.37328e+08
30  48  6.71378e+08
30  49  6.74639e+08
30  50  6.00502e+08
31  0  7.11129e+08
31  1  6.45037e+08
31  2  6.91264e+08
31  3  6.12688e+08
31  4  5.0654e+08
31  5  6.23453e+08
31  6  7.52352e+08
31  7  6.92552e+08
31  8  6.55679e+08
31  9  6.80825e+08
31  10  6.39536e+08
31  11  5.67171e+08
31  12  6.6527e+08
31  13  7.12448e+08
31  14  6.21293e+08
31  15  7.40926e+08
31  16  1.15064e+09
31  17  8.72658e+08
31  18  7.49855e+08
31  19  7.26975e+08
31  20  5.42607e+08
31  21  5.46157e+08
31  22  6.61394e+08
31  23  6.37416e+08
31  24  8.2729e+08
31  25  6.2675e+08
31  26  5.93943e+08
31  27  5.5199e+08
31  28  6.20376e+08
31  29  5.10406e+08
31  30  5.92717e+08
31  31  6.99353e+08
31  32  7.85292e+08
31  33  5.99515e+08
31  34  8.01423e+08
31  35  9.06585e+08
31  36  1.67949e+09
31  37  1.09185e+09
31  38  6.57204e+08
31  39  7.51539e+08
31  40  6.96763e+08
31  41  7.96819e+08
31  42  9.89578e+08
31  43  8.72876e+08
31  44  1.13085e+09
31  45  7.92598e+08
31  46  6.13683e+08
31  47  7.14111e+08
31  48  6.25599e+08
31  49  7.10679e+08
31  50  6.35319e+08
32  0  7.2816e+08
32  1  5.98177e+08
32  2  6.17087e+08
32  3  5.44112e+08
32  4  6.09772e+08
32  5  5.61616e+08
32  6  6.56702e+08
32  7  6.98521e+08
32  8  6.43598e+08
32  9  6.91998e+08
32  10  6.29414e+08
32  11  5.71513e+08
32  12  5.91622e+08
32  13  7.31646e+08
32  14  6.326e+08
32  15  7.93568e+08
32  16  1.41721e+09
32  17  8.65496e+08
32  18  8.66075e+08
32  19  8.28022e+08
32  20  7.02969e+08
32  21  6.93785e+08
32  22  6.13654e+08
32  23  6.4738e+08
32  24  8.0219e+08
32  25  7.04382e+08
32  26  6.86364e+08
32  27  5.76252e+08
32  28  5.95894e+08
32  29  5.07732e+08
32  30  6.54994e+08
32  31  5.93308e+08
32  32  7.322e+08
32  33  6.4271e+08
32  34  9.21289e+08
32  35  9.35088e+08
32  36  2.0022e+09
32  37  1.17205e+09
32  38  7.32417e+08
32  39  8.45986e+08
32  40  7.52639e+08
32  41  7.40566e+08
32  42  9.57293e+08
32  43  9.26718e+08
32  44  1.28618e+09
32  45  9.46782e+08
32  46  5.44919e+08
32  47  7.70623e+08
32  48  6.57732e+08
32  49  7.87315e+08
32  50  5.61492e+08
33  0  6.09772e+08
33  1  6.37767e+08
33  2  7.24098e+08
33  3  6.24573e+08
33  4  5.62748e+08
33  5  6.45586e+08
33  6  6.8706e+08
33  7  6.99918e+08
33  8  6.87589e+08
33  9  6.27973e+08
33  10  6.22064e+08
33  11  4.39454e+08
33  12  7.1883e+08
33  13  6.5691e+08
33  14  6.82823e+08
33  15  9.04099e+08
33  16  1.36157e+09
33  17  8.01244e+08
33  18  7.09715e+08
33  19  6.59775e+08
33  20  5.95697e+08
33  21  7.94738e+08
33  22  7.27275e+08
33  23  5.41108e+08
33  24  6.45236e+08
33  25  7.31554e+08
33  26  6.0097e+08
33  27  6.33333e+08
33  28  5.08206e+08
33  29  4.94457e+08
33  30  6.98517e+08
33  31  7.13709e+08
33  32  7.87401e+08
33  33  7.07921e+08
33  34  1.00547e+09
33  35  9.61889e+08
33  36  2.5254e+09
33  37  1.22857e+09
33  38  7.8053e+08
33  39  8.08189e+08
33  40  8.78762e+08
33  41  7.96551e+08
33  42  8.79235e+08
33  43  8.88631e+08
33  44  1.63387e+09
33  45  9.94548e+08
33  46  6.82629e+08
33  47  7.31052e+08
33  48  6.99968e+08
33  49  9.53782e+08
33  50  6.32765e+08
34  0  6.16467e+08
34  1  6.08492e+08
34  2  5.98543e+08
34  3  6.18036e+08
34  4  5.71426e+08
34  5  5.29367e+08
34  6  7.06114e+08
34  7  7.70672e+08
34  8  6.48849e+08
34  9  8.2058e+08
34  10  5.73909e+08
34  11  4.73301e+08
34  12  6.19889e+08
34  13  6.6575e+08
34  14  6.48406e+08
34  15  7.79463e+08
34  16  1.49682e+09
34  17  6.96502e+08
34  18  7.10067e+08
34  19  7.12657e+08
34  20  6.63772e+08
34  21  7.5107e+08
34  22  5.79692e+08
34  23  5.89698e+08
34  24  7.90573e+08
34  25  7.26997e+08
34  26  6.74056e+08
34  27  6.13365e+08
34  28  5.08617e+08
34  29  5.6372e+08
34  30  6.27272e+08
34  31  6.60674e+08
34  32  7.14462e+08
34  33  6.42766e+08
34  34  1.06647e+09
34  35  1.06937e+09
34  36  1.9895e+09
34  37  1.21039e+09
34  38  7.24643e+08
34  39  7.12529e+08
34  40  7.48303e+08
34  41  7.4074e+08
34  42  9.9202e+08
34  43  8.80179e+08
34  44  1.86278e+09
34  45  1.33877e+09
34  46  7.27364e+08
34  47  6.58132e+08
34  48  8.11709e+08
34  49  9.03629e+08
34  50  6.46329e+08
35  0  5.78008e+08
35  1  5.66292e+08
35  2  6.66167e+08
35  3  6.71759e+08
35  4  5.55126e+08
35  5  6.30642e+08
35  6  7.81896e+08
35  7  8.09885e+08
35  8  5.84222e+08
35  9  7.63009e+08
35  10  5.43143e+08
35  11  6.29411e+08
35  12  4.45331e+08
35  13  6.52047e+08
35  14  6.41502e+08
35  15  7.99068e+08
35  16  1.17562e+09
35  17  7.13447e+08
35  18  7.02201e+08
35  19  6.91044e+08
35  20  6.49006e+08
35  21  7.78044e+08
35  22  6.77688e+08
35  23  6.4973e+08
35  24  6.49719e+08
35  25  7.78437e+08
35  26  7.20273e+08
35  27  7.69389e+08
35  28  5.68299e+08
35  29  6.21306e+08
35  30  6.74844e+08
35  31  7.46529e+08
35  32  7.28457e+08
35  33  7.04742e+08
35  34  9.58025e+08
35  35  9.07635e+08
35  36  1.59018e+09
35  37  1.02596e+09
35  38  7.17532e+08
35  39  8.14449e+08
35  40  9.07874e+08
35  41  7.82601e+08
35  42  8.3143e+08
35  43  1.06674e+09
35  44  1.95123e+09
35  45  1.36869e+09
35  46  9.23958e+08
35  47  7.2018e+08
35  48  7.19467e+08
35  49  9.38787e+08
35  50  6.88981e+08
36  0  6.86725e+08
36  1  6.19475e+08
36  2  6.35068e+08
36  3  6.52964e+08
36  4  6.14867e+08
36  5  6.45533e+08
36  6  6.35332e+08
36  7  7.91775e+08
36  8  7.24572e+08
36  9  7.95899e+08
36  10  5.99762e+08
36  11  5.26736e+08
36  12  4.43332e+08
36  13  6.65979e+08
36  14  7.50916e+08
36  15  6.50312e+08
36  16  9.37866e+08
36  17  8.53823e+08
36  18  6.37678e+08
36  19  6.47611e+08
36  20  7.55965e+08
36  21  6.49374e+08
36  22  6.33383e+08
36  23  6.58221e+08
36  24  7.36357e+08
36  25  8.1779e+08
36  26  7.46673e+08
36  27  6.68663e+08
36  28  6.33451e+08
36  29  6.07079e+08
36  30  6.56879e+08
36  31  7.65029e+08
36  32  7.92016e+08
36  33  6.35903e+08
36  34  7.71101e+08
36  35  8.51494e+08
36  36  1.1088e+09
36  37  1.03434e+09
36  38  6.70156e+08
36  39  7.1554e+08
36  40  7.27747e+08
36  41  6.86789e+08
36  42  8.46022e+08
36  43  1.03045e+09
36  44  1.63837e+09
36  45  1.724e+09
36  46  8.37255e+08
36  47  7.75514e+08
36  48  8.13333e+08
36  49  8.75019e+08
36  50  5.73859e+08
37  0  6.42334e+08
37  1  6.55701e+08
37  2  8.0908e+08
37  3  8.32446e+08
37  4  7.06989e+08
37  5  5.86975e+08
37  6  8.29553e+08
37  7  8.26376e+08
37  8  6.92644e+08
37  9  6.35775e+08
37  10  5.78723e+08
37  11  5.15693e+08
37  12  4.96779e+08
37  13  6.42195e+08
37  14  6.70679e+08
37  15  7.02154e+08
37  16  9.03387e+08
37  17  7.58161e+08
37  18  6.1973e+08
37  19  6.03486e+08
37  20  6.18492e+08
37  21  7.08979e+08
37  22  6.19072e+08
37  23  6.1386e+08
37  24  6.67008e+08
37  25  7.75663e+08
37  26  6.58038e+08
37  27  5.96055e+08
37  28  5.46665e+08
37  29  5.92598e+08
37  30  6.84475e+08
37  31  7.23388e+08
37  32  7.11473e+08
37  33  6.24043e+08
37  34  7.82878e+08
37  35  9.10589e+08
37  36  1.09047e+09
37  37  8.21482e+08
37  38  6.06493e+08
37  39  7.47752e+08
37  40  7.71847e+08
37  41  6.42929e+08
37  42  8.74968e+08
37  43  1.03754e+09
37  44  1.73811e+09
37  45  2.18593e+09
37  46  8.76823e+08
37  47  7.62426e+08
37  48  7.51438e+08
37  49  8.52542e+08
37  50  6.70479e+08
38  0  7.15968e+08
38  1  6.27051e+08
38  2  7.77719e+08
38  3  7.87867e+08
38  4  5.79902e+08
38  5  7.91482e+08
38  6  8.00891e+08
38  7  9.78043e+08
38  8  6.95938e+08
38  9  7.5376e+08
38  10  7.30336e+08
38  11  5.94473e+08
38  12  5.95068e+08
38  13  6.07093e+08
38  14  6.14467e+08
38  15  6.57245e+08
38  16  8.99033e+08
38  17  6.82572e+08
38  18  5.83214e+08
38  19  5.90168e+08
38  20  7.91742e+08
38  21  7.25412e+08
38  22  6.42854e+08
38  23  6.31739e+08
38  24  6.58142e+08
38  25  6.3985e+08
38  26  6.43998e+08
38  27  6.29247e+08
38  28  5.64334e+08
38  29  5.20863e+08
38  30  6.42015e+08
38  31  6.58863e+08
38  32  7.03258e+08
38  33  6.15989e+08
38  34  7.39529e+08
38  35  7.68243e+08
38  36  9.01902e+08
38  37  7.69494e+08
38  38  5.72892e+08
38  39  6.32606e+08
38  40  7.6795e+08
38  41  7.79237e+08
38  42  9.20691e+08
38  43  1.00833e+09
38  44  1.74532e+09
38  45  2.95409e+09
38  46  1.05409e+09
38  47  7.28191e+08
38  48  8.39149e+08
38  49  9.67378e+08
38  50  8.2145e+08
39  0  6.63897e+08
39  1  7.66077e+08
39  2  6.5923e+08
39  3  7.35519e+08
39  4  6.71289e+08
39  5  7.48916e+08
39  6  7.86721e+08
39  7  1.22245e+09
39  8  7.21912e+08
39  9  6.42468e+08
39  10  5.95097e+08
39  11  5.95942e+08
39  12  6.85548e+08
39  13  6.22364e+08
39  14  5.30633e+08
39  15  6.55677e+08
39  16  7.8297e+08
39  17  7.61682e+08
39  18  6.47904e+08
39  19  6.43089e+08
39  20  7.4157e+08
39  21  7.28174e+08
39  22  6.2174e+08
39  23  5.54871e+08
39  24  6.89951e+08
39  25  7.91334e+08
39  26  6.21755e+08
39  27  6.4508e+08
39  28  5.58484e+08
39  29  6.3285e+08
39  30  7.56458e+08
39  31  7.5318e+08
39  32  6.98007e+08
39  33  6.22023e+08
39  34  7.27678e+08
39  35  7.74614e+08
39  36  1.00511e+09
39  37  7.33729e+08
39  38  5.33806e+08
39  39  6.61443e+08
39  40  7.2458e+08
39  41  8.17233e+08
39  42  7.73544e+08
39  43  9.06176e+08
39  44  2.08756e+09
39  45  3.48167e+09
39  46  1.05184e+09
39  47  7.60317e+08
39  48  7.75574e+08
39  49  9.55684e+08
39  50  8.59962e+08
40  0  6.02748e+08
40  1  6.32624e+08
40  2  6.54193e+08
40  3  7.69528e+08
40  4  6.55399e+08
40  5  7.47189e+08
40  6  8.70226e+08
40  7  8.01384e+08
40  8  7.07854e+08
40  9  6.49647e+08
40  10  6.08791e+08
40  11  5.63141e+08
40  12  6.45331e+08
40  13  5.19647e+08
40  14  8.38129e+08
40  15  7.90329e+08
40  16  8.0671e+08
40  17  6.69669e+08
40  18  6.62037e+08
40  19  7.25905e+08
40  20  6.34018e+08
40  21  7.09097e+08
40  22  7.0657e+08
40  23  5.60002e+08
40  24  6.00184e+08
40  25  7.78699e+08
40  26  6.51496e+08
40  27  6.60119e+08
40  28  5.11828e+08
40  29  6.58036e+08
40  30  6.24683e+08
40  31  7.3334e+08
40  32  6.37834e+08
40  33  6.47314e+08
40  34  5.71852e+08
40  35  8.25649e+08
40  36  8.33303e+08
40  37  7.26889e+08
40  38  5.86062e+08
40  39  5.88822e+08
40  40  7.22662e+08
40  41  6.97319e+08
40  42  7.52836e+08
40  43  9.93927e+08
40  44  2.42962e+09
40  45  4.78283e+09
40  46  1.24481e+09
40  47  7.38697e+08
40  48  7.39739e+08
40  49  1.04872e+09
40  50  7.8349e+08
41  0  5.51532e+08
41  1  5.06489e+08
41  2  7.49051e+08
41  3  7.34148e+08
41  4  5.87948e+08
41  5  7.22455e+08
41  6  7.01538e+08
41  7  8.04575e+08
41  8  6.25791e+08
41  9  5.81025e+08
41  10  6.56487e+08
41  11  5.52138e+08
41  12  5.72516e+08
41  13  6.60074e+08
41  14  5.75142e+08
41  15  7.49117e+08
41  16  8.20936e+08
41  17  6.42851e+08
41  18  6.20349e+08
41  19  8.09387e+08
41  20  6.91919e+08
41  21  4.83145e+08
41  22  5.99442e+08
41  23  6.37449e+08
41  24  6.22241e+08
41  25  8.12165e+08
41  26  5.71765e+08
41  27  6.39893e+08
41  28  6.16398e+08
41  29  6.39161e+08
41  30  6.77713e+08
41  31  7.01433e+08
41  32  7.19373e+08
41  33  5.04573e+08
41  34  5.93153e+08
41  35  7.8157e+08
41  36  7.47848e+08
41  37  6.58982e+08
41  38  6.39044e+08
41  39  6.78805e+08
41  40  6.80191e+08
41  41  9.28943e+08
41  42  8.7627e+08
41  43  1.1224e+09
41  44  2.40426e+09
41  45  5.61507e+09
41  46  1.45567e+09
41  47  8.44975e+08
41  48  8.77399e+08
41  49  1.07183e+09
41  50  8.02805e+08
42  0  6.54326e+08
42  1  6.15952e+08
42  2  6.70123e+08
42  3  6.28766e+08
42  4  5.49184e+08
42  5  6.34264e+08
42  6  7.16885e+08
42  7  6.90958e+08
42  8  7.24908e+08
42  9  7.18373e+08
42  10  5.74878e+08
42  11  6.56866e+08
42  12  6.44392e+08
42  13  5.85486e+08
42  14  6.33985e+08
42  15  5.89301e+08
42  16  7.37854e+08
42  17  5.49315e+08
42  18  5.41705e+08
42  19  6.81512e+08
42  20  5.928e+08
42  21  7.30016e+08
42  22  7.61461e+08
42  23  6.07673e+08
42  24  5.11725e+08
42  25  7.27772e+08
42  26  6.07693e+08
42  27  5.92394e+08
42  28  5.28357e+08
42  29  6.17177e+08
42  30  6.09885e+08
42  31  7.18718e+08
42  32  7.76075e+08
42  33  5.20646e+08
42  34  6.30778e+08
42  35  8.03072e+08
42  36  7.83198e+08
42  37  6.93943e+08
42  38  6.43741e+08
42  39  7.20348e+08
42  40  8.28035e+08
42  41  8.77557e+08
42  42  9.59512e+08
42  43  1.34147e+09
42  44  2.81569e+09
42  45  6.92276e+09
42  46  1.79812e+09
42  47  1.02581e+09
42  48  8.91358e+08
42  49  1.41209e+09
42  50  8.58334e+08
43  0  5.91782e+08
43  1  6.51017e+08
43  2  8.16392e+08
43  3  7.21971e+08
43  4  6.62057e+08
43  5  6.31166e+08
43  6  6.03151e+08
43  7  6.61496e+08
43  8  7.7329e+08
43  9  6.50524e+08
43  10  6.15294e+08
43  11  5.95254e+08
43  12  6.52034e+08
43  13  6.46955e+08
43  14  6.45611e+08
43  15  6.82873e+08
43  16  7.46505e+08
43  17  5.996e+08
43  18  4.64199e+08
43  19  6.42396e+08
43  20  6.09461e+08
43  21  6.30662e+08
43  22  6.19248e+08
43  23  5.88687e+08
43  24  5.59808e+08
43  25  7.27917e+08
43  26  5.88237e+08
43  27  5.99147e+08
43  28  6.39127e+08
43  29  6.31779e+08
43  30  6.66155e+08
43  31  6.92137e+08
43  32  6.52073e+08
43  33  5.33274e+08
43  34  6.75767e+08
43  35  6.7126e+08
43  36  7.31992e+08
43  37  6.80392e+08
43  38  6.8174e+08
43  39  7.47995e+08
43  40  8.00762e+08
43  41  9.37796e+08
43  42  1.04717e+09
43  43  1.27843e+09
43  44  2.77951e+09
43  45  5.16453e+09
43  46  1.91451e+09
43  47  1.02306e+09
43  48  8.43561e+08
43  49  1.12514e+09
43  50  7.97872e+08
44  0  6.07788e+08
44  1  5.7777e+08
44  2  7.55465e+08
44  3  8.0298e+08
44  4  6.7885e+08
44  5  6.70836e+08
44  6  6.42698e+08
44  7  7.12947e+08
44  8  6.5025e+08
44  9  5.87415e+08
44  10  6.16822e+08
44  11  5.72981e+08
44  12  4.88085e+08
44  13  5.53953e+08
44  14  6.51375e+08
44  15  6.54022e+08
44  16  6.63433e+08
44  17  5.67868e+08
44  18  4.70468e+08
44  19  7.73546e+08
44  20  5.90881e+08
44  21  6.05417e+08
44  22  6.35996e+08
44  23  5.50857e+08
44  24  4.90535e+08
44  25  6.41253e+08
44  26  5.16035e+08
44  27  6.35131e+08
44  28  5.5526e+08
44  29  5.94508e+08
44  30  6.64508e+08
44  31  6.43289e+08
44  32  6.84324e+08
44  33  5.53499e+08
44  34  6.19378e+08
44  35  6.50509e+08
44  36  7.66406e+08
44  37  6.27442e+08
44  38  7.31556e+08
44  39  6.24785e+08
44  40  7.65222e+08
44  41  9.84831e+08
44  42  8.42214e+08
44  43  1.15873e+09
44  44  1.82059e+09
44  45  4.24278e+09
44  46  1.69775e+09
44  47  9.64257e+08
44  48  8.91828e+08
44  49  9.70729e+08
44  50  6.80279e+08
45  0  6.19501e+08
45  1  5.79139e+08
45  2  9.3533e+08
45  3  7.94613e+08
45  4  6.11677e+08
45  5  7.07749e+08
45  6  6.61963e+08
45  7  6.34165e+08
45  8  7.26463e+08
45  9  6.88497e+08
45  10  5.77135e+08
45  11  5.57435e+08
45  12  6.0336e+08
45  13  5.64938e+08
45  14  5.96562e+08
45  15  6.4416e+08
45  16  6.57886e+08
45  17  5.58527e+08
45  18  5.61362e+08
45  19  7.33834e+08
45  20  7.02629e+08
45  21  6.6868e+08
45  22  6.19892e+08
45  23  6.72018e+08
45  24  5.34691e+08
45  25  6.05542e+08
