row  column  (images_12_23nov.edf Fe_K*images_12_23nov.edf Ar_K**2.3)
6  39  6.55628e+08
6  40  5.66845e+08
6  41  6.02322e+08
6  42  5.7528e+08
6  43  6.34697e+08
6  44  6.44954e+08
6  45  6.17393e+08
6  46  8.22529e+08
6  47  6.59717e+08
6  48  7.30135e+08
6  49  6.22693e+08
6  50  5.53582e+08
7  0  4.7336e+08
7  1  3.7684e+08
7  2  4.43641e+08
7  3  6.52063e+08
7  4  6.01889e+08
7  5  7.68821e+08
7  6  6.43147e+08
7  7  6.66251e+08
7  8  6.15275e+08
7  9  5.88954e+08
7  10  5.72918e+08
7  11  4.72933e+08
7  12  4.34364e+08
7  13  4.8348e+08
7  14  5.26672e+08
7  15  5.58518e+08
7  16  6.58056e+08
7  17  5.14066e+08
7  18  4.96501e+08
7  19  5.46447e+08
7  20  5.76202e+08
7  21  4.99381e+08
7  22  6.73751e+08
7  23  4.80673e+08
7  24  5.56021e+08
7  25  5.25473e+08
7  26  4.68545e+08
7  27  5.6834e+08
7  28  6.36716e+08
7  29  7.39033e+08
7  30  6.67045e+08
7  31  6.72069e+08
7  32  6.47119e+08
7  33  7.49086e+08
7  34  5.76241e+08
7  35  6.12822e+08
7  36  6.31731e+08
7  37  6.40876e+08
7  38  5.81118e+08
7  39  4.37937e+08
7  40  6.12332e+08
7  41  6.29285e+08
7  42  5.75202e+08
7  43  6.49328e+08
7  44  6.69912e+08
7  45  5.8863e+08
7  46  6.94997e+08
7  47  5.36831e+08
7  48  5.99596e+08
7  49  5.92252e+08
7  50  6.42147e+08
8  0  2.46791e+08
8  1  3.53888e+08
8  2  4.81622e+08
8  3  6.32644e+08
8  4  5.18588e+08
8  5  7.68781e+08
8  6  5.73418e+08
8  7  5.35009e+08
8  8  5.96673e+08
8  9  6.98085e+08
8  10  5.43505e+08
8  11  4.67363e+08
8  12  5.54293e+08
8  13  4.30344e+08
8  14  6.44468e+08
8  15  5.82289e+08
8  16  5.45438e+08
8  17  5.33198e+08
8  18  4.74662e+08
8  19  4.71414e+08
8  20  5.98405e+08
8  21  5.99206e+08
8  22  6.63601e+08
8  23  5.95037e+08
8  24  5.93224e+08
8  25  5.49115e+08
8  26  4.95288e+08
8  27  5.33407e+08
8  28  5.39491e+08
8  29  6.70295e+08
8  30  6.05744e+08
8  31  6.96349e+08
8  32  5.84416e+08
8  33  6.09414e+08
8  34  5.95663e+08
8  35  5.72983e+08
8  36  6.72981e+08
8  37  5.43918e+08
8  38  5.35274e+08
8  39  5.31012e+08
8  40  5.64523e+08
8  41  5.69635e+08
8  42  5.22219e+08
8  43  6.51306e+08
8  44  5.08227e+08
8  45  5.84292e+08
8  46  7.62585e+08
8  47  6.16552e+08
8  48  6.1912e+08
8  49  6.27389e+08
8  50  5.33194e+08
9  0  2.97995e+08
9  1  3.3179e+08
9  2  5.70768e+08
9  3  5.80778e+08
9  4  5.88071e+08
9  5  8.70723e+08
9  6  6.07053e+08
9  7  5.40587e+08
9  8  6.75889e+08
9  9  6.16872e+08
9  10  7.43401e+08
9  11  5.16729e+08
9  12  4.87685e+08
9  13  5.19748e+08
9  14  5.17167e+08
9  15  6.08007e+08
9  16  5.20365e+08
9  17  5.36122e+08
9  18  4.8287e+08
9  19  5.08523e+08
9  20  6.29928e+08
9  21  7.02934e+08
9  22  6.49581e+08
9  23  6.54503e+08
9  24  5.64726e+08
9  25  5.29885e+08
9  26  5.15054e+08
9  27  4.74742e+08
9  28  5.62585e+08
9  29  6.60863e+08
9  30  6.41059e+08
9  31  6.00489e+08
9  32  6.59212e+08
9  33  5.95616e+08
9  34  5.9765e+08
9  35  6.0337e+08
9  36  6.55739e+08
9  37  5.09285e+08
9  38  5.93679e+08
9  39  5.54025e+08
9  40  5.31889e+08
9  41  6.31113e+08
9  42  6.23089e+08
9  43  5.97744e+08
9  44  5.65516e+08
9  45  5.98762e+08
9  46  6.59331e+08
9  47  5.98009e+08
9  48  5.88394e+08
9  49  6.20979e+08
9  50  5.03507e+08
10  0  3.90989e+08
10  1  3.58616e+08
10  2  5.31661e+08
10  3  5.28802e+08
10  4  6.57249e+08
10  5  6.9489e+08
10  6  6.39663e+08
10  7  5.51058e+08
10  8  5.98786e+08
10  9  7.83244e+08
10  10  7.87679e+08
10  11  6.11287e+08
10  12  4.86431e+08
10  13  5.64815e+08
10  14  6.16596e+08
10  15  5.86307e+08
10  16  5.43839e+08
10  17  6.17766e+08
10  18  5.499e+08
10  19  4.85129e+08
10  20  5.67458e+08
10  21  6.61558e+08
10  22  6.218e+08
10  23  6.84376e+08
10  24  7.92659e+08
10  25  5.64315e+08
10  26  5.27293e+08
10  27  4.77019e+08
10  28  4.87668e+08
10  29  5.10013e+08
10  30  6.49257e+08
10  31  6.35066e+08
10  32  6.48746e+08
10  33  6.62495e+08
10  34  6.11827e+08
10  35  6.28656e+08
10  36  7.60912e+08
10  37  5.23039e+08
10  38  4.97834e+08
10  39  5.95605e+08
10  40  5.32313e+08
10  41  5.83796e+08
10  42  5.97769e+08
10  43  7.05294e+08
10  44  6.20672e+08
10  45  5.73858e+08
10  46  4.77535e+08
10  47  5.71861e+08
10  48  5.81659e+08
10  49  7.50471e+08
10  50  5.68242e+08
11  0  2.94933e+08
11  1  3.43101e+08
11  2  3.95348e+08
11  3  5.62244e+08
11  4  6.17189e+08
11  5  7.04012e+08
11  6  6.04734e+08
11  7  6.00472e+08
11  8  6.74644e+08
11  9  7.24276e+08
11  10  8.07857e+08
11  11  6.77269e+08
11  12  5.6373e+08
11  13  5.36217e+08
11  14  6.39893e+08
11  15  7.35764e+08
11  16  5.68077e+08
11  17  5.47187e+08
11  18  5.46371e+08
11  19  4.62515e+08
11  20  6.75341e+08
11  21  6.54444e+08
11  22  6.54096e+08
11  23  7.45584e+08
11  24  7.98039e+08
11  25  4.77909e+08
11  26  5.31913e+08
11  27  4.4831e+08
11  28  4.98176e+08
11  29  6.77658e+08
11  30  6.68699e+08
11  31  7.09939e+08
11  32  5.63873e+08
11  33  7.35094e+08
11  34  6.35753e+08
11  35  6.21657e+08
11  36  9.33369e+08
11  37  5.26772e+08
11  38  5.84305e+08
11  39  5.18053e+08
11  40  5.89865e+08
11  41  5.65993e+08
11  42  5.60165e+08
11  43  5.33789e+08
11  44  5.89501e+08
11  45  5.14163e+08
11  46  6.35054e+08
11  47  6.14341e+08
11  48  5.2916e+08
11  49  7.96886e+08
11  50  6.00323e+08
12  0  3.2238e+08
12  1  3.72147e+08
12  2  4.25284e+08
12  3  3.87121e+08
12  4  5.53191e+08
12  5  7.40802e+08
12  6  7.37519e+08
12  7  4.75198e+08
12  8  6.89412e+08
12  9  9.22716e+08
12  10  7.73565e+08
12  11  5.77451e+08
12  12  6.7309e+08
12  13  5.46326e+08
12  14  6.22157e+08
12  15  6.87769e+08
12  16  5.96405e+08
12  17  5.9319e+08
12  18  6.14496e+08
12  19  5.02225e+08
12  20  5.94935e+08
12  21  6.46192e+08
12  22  7.07274e+08
12  23  6.90695e+08
12  24  5.93936e+08
12  25  5.40994e+08
12  26  5.21168e+08
12  27  4.89688e+08
12  28  4.37949e+08
12  29  6.21106e+08
12  30  6.07089e+08
12  31  6.72832e+08
12  32  8.09731e+08
12  33  7.573e+08
12  34  7.87373e+08
12  35  6.9343e+08
12  36  9.90956e+08
12  37  6.09758e+08
12  38  5.74177e+08
12  39  6.10315e+08
12  40  5.23099e+08
12  41  4.59307e+08
12  42  7.30671e+08
12  43  6.30738e+08
12  44  6.45672e+08
12  45  6.33529e+08
12  46  6.5904e+08
12  47  5.33598e+08
12  48  5.26723e+08
12  49  7.0975e+08
12  50  5.66042e+08
13  0  3.47138e+08
13  1  3.8601e+08
13  2  3.74813e+08
13  3  4.75861e+08
13  4  5.46268e+08
13  5  7.43963e+08
13  6  6.7891e+08
13  7  5.96875e+08
13  8  6.56392e+08
13  9  8.75306e+08
13  10  8.40465e+08
13  11  5.57221e+08
13  12  5.30315e+08
13  13  5.41603e+08
13  14  5.89042e+08
13  15  7.31395e+08
13  16  5.26609e+08
13  17  5.37317e+08
13  18  4.31434e+08
13  19  4.79747e+08
13  20  5.84484e+08
13  21  6.8217e+08
13  22  7.77993e+08
13  23  7.27825e+08
13  24  6.4435e+08
13  25  6.33215e+08
13  26  4.89514e+08
13  27  3.8094e+08
13  28  5.77375e+08
13  29  5.75778e+08
13  30  8.13446e+08
13  31  6.97827e+08
13  32  7.29405e+08
13  33  7.64266e+08
13  34  7.43457e+08
13  35  8.00103e+08
13  36  1.48213e+09
13  37  6.43713e+08
13  38  5.58125e+08
13  39  7.38903e+08
13  40  5.49362e+08
13  41  6.25875e+08
13  42  7.39306e+08
13  43  6.74887e+08
13  44  5.97071e+08
13  45  6.49605e+08
13  46  5.85564e+08
13  47  5.81082e+08
13  48  6.26847e+08
13  49  6.72215e+08
13  50  5.59293e+08
14  0  2.44981e+08
14  1  3.14644e+08
14  2  4.25507e+08
14  3  4.66417e+08
14  4  4.77561e+08
14  5  6.38356e+08
14  6  6.40179e+08
14  7  6.58476e+08
14  8  5.99399e+08
14  9  8.13798e+08
14  10  7.40512e+08
14  11  6.28766e+08
14  12  6.90128e+08
14  13  5.52684e+08
14  14  6.18001e+08
14  15  7.80423e+08
14  16  6.15341e+08
14  17  6.39014e+08
14  18  6.16569e+08
14  19  4.48024e+08
14  20  5.92498e+08
14  21  6.00025e+08
14  22  6.261e+08
14  23  7.12929e+08
14  24  7.03736e+08
14  25  5.55397e+08
14  26  5.56833e+08
14  27  4.96009e+08
14  28  4.63788e+08
14  29  6.69358e+08
14  30  8.31259e+08
14  31  6.7602e+08
14  32  6.324e+08
14  33  7.19232e+08
14  34  7.35421e+08
14  35  7.55482e+08
14  36  8.69912e+08
14  37  6.83511e+08
14  38  6.02291e+08
14  39  6.37412e+08
14  40  6.44904e+08
14  41  6.12779e+08
14  42  7.54161e+08
14  43  6.06935e+08
14  44  6.78513e+08
14  45  7.74391e+08
14  46  6.99763e+08
14  47  5.524e+08
14  48  6.56434e+08
14  49  6.68384e+08
14  50  5.4866e+08
15  0  3.97497e+08
15  1  3.56673e+08
15  2  3.7652e+08
15  3  4.33059e+08
15  4  5.0557e+08
15  5  5.80082e+08
15  6  7.10925e+08
15  7  5.04261e+08
15  8  7.33685e+08
15  9  6.99471e+08
15  10  8.28601e+08
15  11  6.85412e+08
15  12  6.83952e+08
15  13  6.77885e+08
15  14  6.43958e+08
15  15  8.2037e+08
15  16  6.6484e+08
15  17  6.45374e+08
15  18  6.22899e+08
15  19  6.47253e+08
15  20  4.88359e+08
15  21  7.56528e+08
15  22  6.61906e+08
15  23  6.99369e+08
15  24  6.37679e+08
15  25  5.55954e+08
15  26  4.90009e+08
15  27  4.60442e+08
15  28  6.533e+08
15  29  6.54604e+08
15  30  6.43041e+08
15  31  7.67454e+08
15  32  6.94642e+08
15  33  9.44126e+08
15  34  7.35924e+08
15  35  7.02179e+08
15  36  8.49185e+08
15  37  7.59626e+08
15  38  6.69384e+08
15  39  7.14467e+08
15  40  7.18081e+08
15  41  6.67758e+08
15  42  6.51378e+08
15  43  6.45589e+08
15  44  6.20293e+08
15  45  7.08909e+08
15  46  6.15203e+08
15  47  4.6865e+08
15  48  5.64916e+08
15  49  6.35203e+08
15  50  6.72333e+08
16  0  3.57787e+08
16  1  2.30099e+08
16  2  5.32416e+08
16  3  4.67767e+08
16  4  4.85634e+08
16  5  5.38887e+08
16  6  5.72294e+08
16  7  5.90825e+08
16  8  5.51199e+08
16  9  6.89904e+08
16  10  9.5252e+08
16  11  7.53647e+08
16  12  5.78889e+08
16  13  6.24464e+08
16  14  7.90587e+08
16  15  7.76807e+08
16  16  7.51176e+08
16  17  7.84524e+08
16  18  5.64806e+08
16  19  6.33721e+08
16  20  4.90309e+08
16  21  6.7506e+08
16  22  6.45769e+08
16  23  7.33579e+08
16  24  8.46038e+08
16  25  6.36442e+08
16  26  5.0751e+08
16  27  5.68357e+08
16  28  5.09044e+08
16  29  6.75855e+08
16  30  6.46495e+08
16  31  7.25323e+08
16  32  7.75955e+08
16  33  7.77719e+08
16  34  8.22158e+08
16  35  7.29758e+08
16  36  7.67196e+08
16  37  6.40511e+08
16  38  6.40828e+08
16  39  7.12108e+08
16  40  6.78829e+08
16  41  7.71251e+08
16  42  7.50835e+08
16  43  7.29958e+08
16  44  7.47029e+08
16  45  8.24498e+08
16  46  8.09753e+08
16  47  5.68205e+08
16  48  5.12945e+08
16  49  6.35016e+08
16  50  7.47613e+08
17  0  3.60716e+08
17  1  4.45609e+08
17  2  5.2924e+08
17  3  4.5602e+08
17  4  5.87882e+08
17  5  5.06146e+08
17  6  6.34327e+08
17  7  5.64944e+08
17  8  6.03889e+08
17  9  8.11513e+08
17  10  9.33236e+08
17  11  6.8537e+08
17  12  7.68517e+08
17  13  6.59432e+08
17  14  7.73025e+08
17  15  8.78329e+08
17  16  8.91927e+08
17  17  8.03035e+08
17  18  7.28115e+08
17  19  7.16704e+08
17  20  4.52074e+08
17  21  5.835e+08
17  22  7.38755e+08
17  23  6.55591e+08
17  24  6.46984e+08
17  25  5.90228e+08
17  26  6.74738e+08
17  27  4.86924e+08
17  28  6.08119e+08
17  29  6.2178e+08
17  30  8.18531e+08
17  31  7.99818e+08
17  32  7.90739e+08
17  33  8.23742e+08
17  34  7.43169e+08
17  35  8.05782e+08
17  36  8.08887e+08
17  37  6.50208e+08
17  38  7.68691e+08
17  39  7.45467e+08
17  40  8.3706e+08
17  41  7.392e+08
17  42  6.84997e+08
17  43  6.95517e+08
17  44  6.7003e+08
17  45  8.1236e+08
17  46  6.93695e+08
17  47  5.52617e+08
17  48  5.79529e+08
17  49  5.55656e+08
17  50  7.06088e+08
18  0  3.68903e+08
18  1  4.24906e+08
18  2  4.72941e+08
18  3  5.83799e+08
18  4  4.47723e+08
18  5  6.05791e+08
18  6  5.94431e+08
18  7  5.40919e+08
18  8  5.85138e+08
18  9  7.49077e+08
18  10  1.07381e+09
18  11  8.57396e+08
18  12  6.98257e+08
18  13  7.72792e+08
18  14  7.99273e+08
18  15  9.94358e+08
18  16  9.31691e+08
18  17  9.12821e+08
18  18  8.31489e+08
18  19  7.09325e+08
18  20  6.18502e+08
18  21  6.17484e+08
18  22  6.79338e+08
18  23  6.08387e+08
18  24  6.50233e+08
18  25  5.65374e+08
18  26  6.19382e+08
18  27  5.9594e+08
18  28  6.43784e+08
18  29  7.68589e+08
18  30  8.83337e+08
18  31  6.76337e+08
18  32  7.19922e+08
18  33  9.21641e+08
18  34  7.73041e+08
18  35  7.90907e+08
18  36  8.11687e+08
18  37  8.2585e+08
18  38  7.07093e+08
18  39  6.98065e+08
18  40  7.56118e+08
18  41  7.57714e+08
18  42  7.02826e+08
18  43  6.52359e+08
18  44  5.91967e+08
18  45  6.79278e+08
18  46  6.53011e+08
18  47  5.39757e+08
18  48  6.19608e+08
18  49  6.32e+08
18  50  5.77324e+08
19  0  3.95916e+08
19  1  4.2055e+08
19  2  5.0666e+08
19  3  5.89146e+08
19  4  6.68522e+08
19  5  5.93124e+08
19  6  4.85263e+08
19  7  4.84883e+08
19  8  5.60467e+08
19  9  7.69978e+08
19  10  1.04626e+09
19  11  7.41483e+08
19  12  6.44806e+08
19  13  6.36225e+08
19  14  8.67677e+08
19  15  9.34832e+08
19  16  1.03623e+09
19  17  1.19431e+09
19  18  7.73797e+08
19  19  7.2545e+08
19  20  5.43798e+08
19  21  6.6856e+08
19  22  7.4724e+08
19  23  6.54917e+08
19  24  7.10979e+08
19  25  6.66717e+08
19  26  6.2175e+08
19  27  6.53523e+08
19  28  7.10355e+08
19  29  7.82062e+08
19  30  9.48059e+08
19  31  7.55072e+08
19  32  7.62399e+08
19  33  9.25286e+08
19  34  7.42649e+08
19  35  8.53846e+08
19  36  8.7957e+08
19  37  7.05976e+08
19  38  7.06375e+08
19  39  6.89321e+08
19  40  8.41571e+08
19  41  8.35905e+08
19  42  8.08914e+08
19  43  8.09305e+08
19  44  5.66014e+08
19  45  7.13545e+08
19  46  5.22711e+08
19  47  5.10115e+08
19  48  5.53588e+08
19  49  6.76751e+08
19  50  7.60843e+08
20  0  3.52241e+08
20  1  4.06072e+08
20  2  5.33915e+08
20  3  5.48907e+08
20  4  6.16156e+08
20  5  5.62959e+08
20  6  5.51238e+08
20  7  5.12522e+08
20  8  6.45025e+08
20  9  7.58898e+08
20  10  9.03051e+08
20  11  7.24732e+08
20  12  6.47342e+08
20  13  7.40809e+08
20  14  7.55223e+08
20  15  9.73096e+08
20  16  1.10145e+09
20  17  1.26873e+09
20  18  1.03064e+09
20  19  8.38808e+08
20  20  6.84773e+08
20  21  6.59835e+08
20  22  6.05013e+08
20  23  5.53292e+08
20  24  6.42699e+08
20  25  7.16333e+08
20  26  7.34549e+08
20  27  5.96187e+08
20  28  6.50638e+08
20  29  7.43883e+08
20  30  9.65668e+08
20  31  8.20133e+08
20  32  7.92663e+08
20  33  8.52329e+08
20  34  7.93593e+08
20  35  1.02093e+09
20  36  7.76721e+08
20  37  7.52076e+08
20  38  7.0303e+08
20  39  6.37764e+08
20  40  8.55619e+08
20  41  8.54853e+08
20  42  8.45174e+08
20  43  6.63932e+08
20  44  6.43474e+08
20  45  6.44725e+08
20  46  6.39815e+08
20  47  5.76946e+08
20  48  5.81004e+08
20  49  6.71478e+08
20  50  6.17266e+08
21  0  4.39117e+08
21  1  6.11716e+08
21  2  6.49796e+08
21  3  6.40603e+08
21  4  5.7801e+08
21  5  6.28357e+08
21  6  4.31319e+08
21  7  5.71265e+08
21  8  6.45755e+08
21  9  6.24864e+08
21  10  9.811e+08
21  11  7.90514e+08
21  12  7.63434e+08
21  13  7.17672e+08
21  14  8.51517e+08
21  15  9.56106e+08
21  16  1.37169e+09
21  17  1.63814e+09
21  18  1.19872e+09
21  19  8.11734e+08
21  20  6.3844e+08
21  21  6.38367e+08
21  22  6.5553e+08
21  23  6.02763e+08
21  24  5.97792e+08
21  25  7.62578e+08
21  26  7.98955e+08
21  27  5.81739e+08
21  28  6.36852e+08
21  29  6.48616e+08
21  30  1.03356e+09
21  31  6.65497e+08
21  32  8.21147e+08
21  33  9.01092e+08
21  34  8.3035e+08
21  35  8.35941e+08
21  36  9.53252e+08
21  37  8.01877e+08
21  38  6.5256e+08
21  39  7.46626e+08
21  40  8.64926e+08
21  41  7.64158e+08
21  42  6.12159e+08
21  43  6.94653e+08
21  44  8.083e+08
21  45  6.14192e+08
21  46  5.90827e+08
21  47  5.34764e+08
21  48  5.25753e+08
21  49  6.01554e+08
21  50  7.05351e+08
22  0  4.81095e+08
22  1  5.46232e+08
22  2  6.24752e+08
22  3  5.70635e+08
22  4  6.38157e+08
22  5  5.42602e+08
22  6  5.36119e+08
22  7  5.11831e+08
22  8  5.8315e+08
22  9  7.09244e+08
22  10  7.48751e+08
22  11  8.35318e+08
22  12  6.47681e+08
22  13  7.35373e+08
22  14  7.95667e+08
22  15  8.48346e+08
22  16  1.35321e+09
22  17  2.05526e+09
22  18  1.34854e+09
22  19  7.8679e+08
22  20  6.00298e+08
22  21  6.18081e+08
22  22  5.54142e+08
22  23  6.45932e+08
22  24  5.53147e+08
22  25  7.18313e+08
22  26  5.76404e+08
22  27  6.36818e+08
22  28  6.95693e+08
22  29  6.95074e+08
22  30  9.21031e+08
22  31  7.99243e+08
22  32  6.48631e+08
22  33  8.12527e+08
22  34  7.97437e+08
