row  column  (images_12_23nov.edf Zn_K*images_12_23nov.edf Ar_K**2.3)
22  28  6.35011e+08
22  29  3.58059e+08
22  30  3.77149e+08
22  31  2.83197e+08
22  32  2.579e+08
22  33  4.12627e+08
22  34  4.58398e+08
22  35  5.40357e+08
22  36  5.22296e+08
22  37  4.88405e+08
22  38  4.4291e+08
22  39  4.79094e+08
22  40  6.14771e+08
22  41  4.05736e+08
22  42  3.74083e+08
22  43  4.16842e+08
22  44  4.4235e+08
22  45  4.95921e+08
22  46  4.13537e+08
22  47  2.12191e+08
22  48  1.37764e+08
22  49  3.74605e+08
22  50  5.10582e+08
23  0  1.0302e+08
23  1  3.18381e+08
23  2  3.92875e+08
23  3  2.68465e+08
23  4  3.35812e+08
23  5  4.43194e+08
23  6  3.60731e+08
23  7  2.72163e+08
23  8  3.45823e+08
23  9  3.63482e+08
23  10  3.42808e+08
23  11  2.10447e+08
23  12  2.86171e+08
23  13  2.92707e+08
23  14  3.34949e+08
23  15  5.83497e+08
23  16  5.41351e+08
23  17  2.64652e+08
23  18  3.11165e+08
23  19  1.63475e+08
23  20  2.97177e+08
23  21  1.94751e+08
23  22  3.92574e+08
23  23  3.07532e+08
23  24  4.20074e+08
23  25  5.43273e+08
23  26  4.62195e+08
23  27  5.39811e+08
23  28  5.39709e+08
23  29  3.54101e+08
23  30  3.98291e+08
23  31  2.56634e+08
23  32  3.0524e+08
23  33  5.16281e+08
23  34  4.959e+08
23  35  4.77409e+08
23  36  5.79809e+08
23  37  5.16963e+08
23  38  3.5916e+08
23  39  5.02645e+08
23  40  5.75562e+08
23  41  3.68443e+08
23  42  3.19968e+08
23  43  3.9472e+08
23  44  4.67598e+08
23  45  4.89854e+08
23  46  3.07389e+08
23  47  1.56637e+08
23  48  2.87071e+08
23  49  4.71764e+08
23  50  4.40315e+08
24  0  1.61358e+08
24  1  2.97198e+08
24  2  3.63497e+08
24  3  2.57357e+08
24  4  4.17933e+08
24  5  4.38429e+08
24  6  4.65154e+08
24  7  2.73705e+08
24  8  2.97861e+08
24  9  2.83001e+08
24  10  2.5461e+08
24  11  1.80072e+08
24  12  2.43925e+08
24  13  3.37821e+08
24  14  4.0852e+08
24  15  5.79987e+08
24  16  3.60596e+08
24  17  2.53418e+08
24  18  3.26594e+08
24  19  1.64034e+08
24  20  2.68749e+08
24  21  2.38168e+08
24  22  3.68715e+08
24  23  2.97777e+08
24  24  4.14463e+08
24  25  5.6309e+08
24  26  4.91092e+08
24  27  5.07351e+08
24  28  5.23388e+08
24  29  3.41449e+08
24  30  2.06704e+08
24  31  1.48138e+08
24  32  1.93277e+08
24  33  4.11904e+08
24  34  4.69338e+08
24  35  4.58293e+08
24  36  5.15076e+08
24  37  5.52857e+08
24  38  3.19858e+08
24  39  5.38603e+08
24  40  5.14281e+08
24  41  4.91661e+08
24  42  3.96793e+08
24  43  3.96776e+08
24  44  4.54076e+08
24  45  4.52111e+08
24  46  3.05478e+08
24  47  4.73917e+07
24  48  3.95078e+08
24  49  6.58196e+08
24  50  3.21913e+08
25  0  1.59048e+08
25  1  4.26259e+08
25  2  2.6027e+08
25  3  2.45024e+08
25  4  5.44533e+08
25  5  4.40695e+08
25  6  4.5248e+08
25  7  2.21527e+08
25  8  3.80032e+08
25  9  3.82005e+08
25  10  2.42689e+08
25  11  1.55394e+08
25  12  4.01775e+08
25  13  3.62481e+08
25  14  4.52206e+08
25  15  6.9102e+08
25  16  2.76209e+08
25  17  2.9205e+08
25  18  2.84368e+08
25  19  3.6947e+08
25  20  2.68607e+08
25  21  2.26635e+08
25  22  3.13358e+08
25  23  3.76841e+08
25  24  4.16243e+08
25  25  5.44998e+08
25  26  3.93943e+08
25  27  4.71974e+08
25  28  4.94913e+08
25  29  2.33403e+08
25  30  2.36946e+08
25  31  1.99045e+08
25  32  2.5985e+08
25  33  3.28851e+08
25  34  4.79553e+08
25  35  4.50923e+08
25  36  4.69309e+08
25  37  5.56553e+08
25  38  4.19719e+08
25  39  4.88803e+08
25  40  3.77731e+08
25  41  4.22097e+08
25  42  3.71101e+08
25  43  2.7339e+08
25  44  4.39664e+08
25  45  3.55853e+08
25  46  3.25089e+08
25  47  1.40283e+08
25  48  4.2062e+08
25  49  4.68551e+08
25  50  3.09009e+08
26  0  2.00951e+08
26  1  2.84171e+08
26  2  2.50161e+08
26  3  2.02156e+08
26  4  4.2405e+08
26  5  4.74391e+08
26  6  4.04239e+08
26  7  2.75717e+08
26  8  3.46321e+08
26  9  3.09264e+08
26  10  2.99314e+08
26  11  1.69558e+08
26  12  2.69743e+08
26  13  3.70478e+08
26  14  3.85945e+08
26  15  5.29397e+08
26  16  1.97752e+08
26  17  3.56288e+08
26  18  3.92195e+08
26  19  3.03255e+08
26  20  3.21298e+08
26  21  2.85374e+08
26  22  3.6326e+08
26  23  3.83996e+08
26  24  3.59837e+08
26  25  5.18201e+08
26  26  3.67925e+08
26  27  4.13982e+08
26  28  5.31912e+08
26  29  3.65035e+08
26  30  2.04255e+08
26  31  1.21442e+08
26  32  2.00903e+08
26  33  2.94981e+08
26  34  5.73109e+08
26  35  4.54864e+08
26  36  4.62453e+08
26  37  6.02826e+08
26  38  3.61651e+08
26  39  4.39605e+08
26  40  4.06125e+08
26  41  4.7921e+08
26  42  3.67875e+08
26  43  3.40369e+08
26  44  3.46064e+08
26  45  2.74012e+08
26  46  3.54599e+08
26  47  2.60819e+08
26  48  4.09995e+08
26  49  5.64899e+08
26  50  3.98773e+08
27  0  3.14062e+08
27  1  3.32249e+08
27  2  2.11288e+08
27  3  2.2267e+08
27  4  4.12062e+08
27  5  5.32576e+08
27  6  4.3798e+08
27  7  1.98928e+08
27  8  4.37975e+08
27  9  4.78434e+08
27  10  3.51629e+08
27  11  6.5188e+07
27  12  3.45895e+08
27  13  4.09017e+08
27  14  3.97923e+08
27  15  4.51725e+08
27  16  2.29226e+08
27  17  2.94758e+08
27  18  2.83325e+08
27  19  3.17299e+08
27  20  3.67571e+08
27  21  2.08049e+08
27  22  2.91213e+08
27  23  5.42119e+08
27  24  4.76609e+08
27  25  5.24837e+08
27  26  3.89865e+08
27  27  4.34061e+08
27  28  3.51495e+08
27  29  2.87859e+08
27  30  1.47179e+08
27  31  1.73e+08
27  32  2.56612e+08
27  33  2.84621e+08
27  34  3.59712e+08
27  35  3.7057e+08
27  36  4.23295e+08
27  37  4.13865e+08
27  38  3.03665e+08
27  39  4.61697e+08
27  40  4.38591e+08
27  41  3.8116e+08
27  42  4.40719e+08
27  43  3.94315e+08
27  44  3.39551e+08
27  45  2.69812e+08
27  46  4.91656e+08
27  47  2.50996e+08
27  48  2.42409e+08
27  49  3.35269e+08
27  50  4.61244e+08
28  0  4.17511e+08
28  1  2.80873e+08
28  2  3.05526e+08
28  3  1.89569e+08
28  4  3.94743e+08
28  5  4.05102e+08
28  6  4.38115e+08
28  7  3.45669e+08
28  8  5.42063e+08
28  9  4.71876e+08
28  10  3.26285e+08
28  11  1.83383e+08
28  12  2.84315e+08
28  13  4.3093e+08
28  14  3.40844e+08
28  15  5.25714e+08
28  16  2.87637e+08
28  17  2.96953e+08
28  18  3.81445e+08
28  19  2.22648e+08
28  20  3.46238e+08
28  21  3.11727e+08
28  22  2.16733e+08
28  23  5.63604e+08
28  24  4.30603e+08
28  25  5.69579e+08
28  26  3.95252e+08
28  27  3.22989e+08
28  28  3.63583e+08
28  29  2.84915e+08
28  30  1.45473e+08
28  31  1.79677e+08
28  32  2.7658e+08
28  33  2.3869e+08
28  34  3.70874e+08
28  35  3.7889e+08
28  36  5.02813e+08
28  37  5.2985e+08
28  38  3.79318e+08
28  39  4.6292e+08
28  40  5.12967e+08
28  41  5.03026e+08
28  42  4.65818e+08
28  43  4.76291e+08
28  44  2.89415e+08
28  45  2.22875e+08
28  46  4.85109e+08
28  47  3.04289e+08
28  48  2.59407e+08
28  49  4.90887e+08
28  50  3.49243e+08
29  0  4.44098e+08
29  1  3.85278e+08
29  2  1.45353e+08
29  3  3.253e+08
29  4  4.09881e+08
29  5  4.56186e+08
29  6  6.56915e+08
29  7  3.85254e+08
29  8  4.99251e+08
29  9  4.82643e+08
29  10  3.1669e+08
29  11  1.04309e+08
29  12  2.44545e+08
29  13  4.10865e+08
29  14  3.3861e+08
29  15  4.85277e+08
29  16  2.46311e+08
29  17  3.37075e+08
29  18  3.82125e+08
29  19  3.11836e+08
29  20  2.59407e+08
29  21  3.54474e+08
29  22  3.49551e+08
29  23  5.29321e+08
29  24  4.92228e+08
29  25  5.15589e+08
29  26  4.04185e+08
29  27  3.74164e+08
29  28  2.77891e+08
29  29  2.76725e+08
29  30  2.06963e+08
29  31  2.16999e+08
29  32  1.99098e+08
29  33  2.7732e+08
29  34  4.74044e+08
29  35  5.01376e+08
29  36  4.35438e+08
29  37  4.75419e+08
29  38  5.47079e+08
29  39  4.53296e+08
29  40  5.85559e+08
29  41  5.96675e+08
29  42  5.80872e+08
29  43  4.47083e+08
29  44  3.6872e+08
29  45  2.27574e+08
29  46  4.1474e+08
29  47  3.29938e+08
29  48  4.68727e+08
29  49  5.12218e+08
29  50  5.72171e+08
30  0  4.48231e+08
30  1  2.73904e+08
30  2  2.24674e+08
30  3  2.97026e+08
30  4  5.00127e+08
30  5  3.35901e+08
30  6  4.2138e+08
30  7  4.8288e+08
30  8  4.86227e+08
30  9  5.25492e+08
30  10  4.03551e+08
30  11  7.9453e+07
30  12  2.92917e+08
30  13  4.8697e+08
30  14  3.12125e+08
30  15  3.44575e+08
30  16  2.21258e+08
30  17  3.28101e+08
30  18  3.87957e+08
30  19  2.45509e+08
30  20  2.24698e+08
30  21  3.23196e+08
30  22  3.74755e+08
30  23  3.63094e+08
30  24  4.91439e+08
30  25  4.16872e+08
30  26  4.70002e+08
30  27  4.9345e+08
30  28  3.34976e+08
30  29  2.5758e+08
30  30  1.79663e+08
30  31  2.23598e+08
30  32  3.33869e+08
30  33  3.01026e+08
30  34  4.30264e+08
30  35  5.08911e+08
30  36  5.58055e+08
30  37  5.82297e+08
30  38  5.85279e+08
30  39  5.30107e+08
30  40  5.62282e+08
30  41  6.33686e+08
30  42  5.62341e+08
30  43  5.51727e+08
30  44  3.15792e+08
30  45  2.86737e+08
30  46  3.99371e+08
30  47  2.86263e+08
30  48  4.25377e+08
30  49  4.97618e+08
30  50  4.62775e+08
31  0  3.08143e+08
31  1  1.90868e+08
31  2  3.33033e+08
31  3  3.48725e+08
31  4  4.26072e+08
31  5  3.70082e+08
31  6  4.42622e+08
31  7  3.33503e+08
31  8  4.63744e+08
31  9  3.8178e+08
31  10  3.51321e+08
31  11  1.33693e+08
31  12  2.92979e+08
31  13  3.8554e+08
31  14  3.47622e+08
31  15  3.40756e+08
31  16  2.82572e+08
31  17  3.6362e+08
31  18  2.99971e+08
31  19  2.94393e+08
31  20  3.02346e+08
31  21  2.53255e+08
31  22  4.01064e+08
31  23  3.59691e+08
31  24  5.16015e+08
31  25  4.94953e+08
31  26  5.35996e+08
31  27  4.01912e+08
31  28  3.38281e+08
31  29  2.55466e+08
31  30  2.83701e+08
31  31  4.35418e+08
31  32  4.96874e+08
31  33  2.69027e+08
31  34  5.06043e+08
31  35  5.5441e+08
31  36  6.79069e+08
31  37  5.30727e+08
31  38  5.08652e+08
31  39  5.82659e+08
31  40  6.48641e+08
31  41  6.47607e+08
31  42  6.44139e+08
31  43  5.59468e+08
31  44  4.08556e+08
31  45  2.53411e+08
31  46  3.88756e+08
31  47  3.28899e+08
31  48  4.86223e+08
31  49  5.47015e+08
31  50  5.10414e+08
32  0  3.63075e+08
32  1  2.6631e+08
32  2  3.21925e+08
32  3  3.57309e+08
32  4  4.06939e+08
32  5  4.4095e+08
32  6  4.74779e+08
32  7  3.04561e+08
32  8  4.2759e+08
32  9  4.2312e+08
32  10  3.23179e+08
32  11  2.03725e+08
32  12  1.00201e+08
32  13  3.1964e+08
32  14  2.65223e+08
32  15  1.76309e+08
32  16  3.51464e+08
32  17  3.4603e+08
32  18  2.61868e+08
32  19  3.21696e+08
32  20  2.71746e+08
32  21  2.41407e+08
32  22  4.10186e+08
32  23  3.88066e+08
32  24  4.65603e+08
32  25  4.83307e+08
32  26  6.57748e+08
32  27  3.95481e+08
32  28  2.86748e+08
32  29  2.79842e+08
32  30  3.95821e+08
32  31  3.53369e+08
32  32  5.51319e+08
32  33  3.84295e+08
32  34  4.12543e+08
32  35  5.28142e+08
32  36  7.32351e+08
32  37  6.37573e+08
32  38  5.47165e+08
32  39  6.05121e+08
32  40  7.72376e+08
32  41  6.60123e+08
32  42  6.58754e+08
32  43  5.84244e+08
32  44  4.30994e+08
32  45  2.9602e+08
32  46  3.3124e+08
32  47  3.86939e+08
32  48  5.73242e+08
32  49  7.41864e+08
32  50  5.72111e+08
33  0  3.4419e+08
33  1  2.49981e+08
33  2  2.63041e+08
33  3  4.99929e+08
33  4  6.0436e+08
33  5  4.29771e+08
33  6  5.38659e+08
33  7  3.11351e+08
33  8  3.57226e+08
33  9  4.22345e+08
33  10  3.23525e+08
33  11  1.1072e+08
33  12  3.27648e+08
33  13  2.94795e+08
33  14  2.46053e+08
33  15  2.76639e+08
33  16  4.45317e+08
33  17  4.04704e+08
33  18  3.20906e+08
33  19  3.15197e+08
33  20  3.00836e+08
33  21  3.30711e+08
33  22  4.25588e+08
33  23  3.79134e+08
33  24  4.01963e+08
33  25  5.25418e+08
33  26  5.35619e+08
33  27  4.47226e+08
33  28  3.97081e+08
33  29  2.82686e+08
33  30  4.37068e+08
33  31  5.18389e+08
33  32  6.93353e+08
33  33  4.51604e+08
33  34  3.85733e+08
33  35  4.96366e+08
33  36  5.88159e+08
33  37  6.05054e+08
33  38  4.84281e+08
33  39  7.45486e+08
33  40  7.18127e+08
33  41  7.46543e+08
33  42  6.49268e+08
33  43  6.22587e+08
33  44  5.23099e+08
33  45  4.37071e+08
33  46  2.44661e+08
33  47  3.14954e+08
33  48  6.31328e+08
33  49  5.97037e+08
33  50  4.71875e+08
34  0  2.5406e+08
34  1  2.34833e+08
34  2  3.8062e+08
34  3  4.46272e+08
34  4  6.0458e+08
34  5  3.97976e+08
34  6  4.53628e+08
34  7  3.71781e+08
34  8  2.68628e+08
34  9  4.24738e+08
34  10  3.25445e+08
34  11  9.04084e+07
34  12  2.17585e+08
34  13  3.2837e+08
34  14  2.19911e+08
34  15  3.75512e+08
34  16  2.84756e+08
34  17  3.74611e+08
34  18  2.81479e+08
34  19  2.15538e+08
34  20  2.64957e+08
34  21  2.80181e+08
34  22  2.97463e+08
34  23  4.58521e+08
34  24  4.52526e+08
34  25  5.11356e+08
34  26  5.55234e+08
34  27  5.63835e+08
34  28  3.94166e+08
34  29  3.15526e+08
34  30  4.59918e+08
34  31  6.1182e+08
34  32  6.60975e+08
34  33  5.41803e+08
34  34  5.0346e+08
34  35  5.71292e+08
34  36  5.12742e+08
34  37  5.93636e+08
34  38  5.01684e+08
34  39  5.76513e+08
34  40  8.82496e+08
34  41  6.46638e+08
34  42  7.00434e+08
34  43  6.63959e+08
34  44  6.20948e+08
34  45  5.93633e+08
34  46  1.62248e+08
34  47  3.14699e+08
34  48  5.88075e+08
34  49  5.63197e+08
34  50  4.68079e+08
35  0  2.60537e+08
35  1  2.63726e+08
35  2  3.11659e+08
35  3  4.21808e+08
35  4  5.59898e+08
35  5  4.05394e+08
35  6  4.48042e+08
35  7  2.33739e+08
35  8  1.93477e+08
35  9  4.20008e+08
35  10  3.17269e+08
35  11  1.98402e+08
35  12  2.37449e+08
35  13  2.87298e+08
35  14  1.99035e+08
35  15  2.1279e+08
35  16  3.24734e+08
35  17  3.60873e+08
35  18  2.22312e+08
35  19  3.01549e+08
35  20  2.80713e+08
35  21  1.96313e+08
35  22  3.31177e+08
35  23  3.84189e+08
35  24  4.62582e+08
35  25  5.07037e+08
35  26  6.12304e+08
35  27  5.7733e+08
35  28  4.63246e+08
35  29  4.15274e+08
35  30  6.12678e+08
35  31  9.12045e+08
35  32  7.06781e+08
35  33  4.36522e+08
35  34  5.36328e+08
35  35  5.98597e+08
35  36  4.20617e+08
35  37  5.15964e+08
35  38  3.73496e+08
35  39  5.66184e+08
35  40  6.55645e+08
35  41  7.09858e+08
35  42  7.6241e+08
35  43  7.39758e+08
35  44  5.61873e+08
35  45  6.15779e+08
35  46  2.15662e+08
35  47  3.82629e+08
35  48  5.87345e+08
35  49  7.09746e+08
35  50  3.75978e+08
36  0  3.94407e+08
36  1  2.57883e+08
36  2  4.22464e+08
36  3  4.247e+08
36  4  4.44572e+08
36  5  4.73193e+08
36  6  3.21315e+08
36  7  3.49213e+08
36  8  1.78042e+08
36  9  3.0766e+08
36  10  3.24982e+08
36  11  1.27022e+08
36  12  1.5178e+08
36  13  2.4368e+08
36  14  2.13716e+08
36  15  2.91672e+08
36  16  3.33332e+08
36  17  3.38021e+08
36  18  2.71021e+08
36  19  2.06859e+08
36  20  2.73873e+08
36  21  1.83701e+08
36  22  3.15668e+08
36  23  3.26271e+08
36  24  3.61497e+08
36  25  6.36702e+08
36  26  6.30442e+08
36  27  6.0943e+08
36  28  5.49035e+08
36  29  4.33723e+08
36  30  5.99423e+08
36  31  9.4505e+08
36  32  1.01613e+09
36  33  5.53028e+08
36  34  4.43075e+08
36  35  5.45786e+08
36  36  4.48708e+08
36  37  4.94889e+08
36  38  3.70616e+08
36  39  5.2801e+08
36  40  6.86359e+08
36  41  7.38421e+08
36  42  8.48641e+08
36  43  6.89204e+08
36  44  6.73259e+08
36  45  6.37243e+08
36  46  3.25301e+08
36  47  3.38413e+08
36  48  6.5062e+08
36  49  4.79993e+08
36  50  3.66251e+08
37  0  3.71906e+08
37  1  4.11172e+08
37  2  3.53819e+08
37  3  5.29488e+08
37  4  4.47053e+08
37  5  4.06004e+08
37  6  5.52569e+08
37  7  4.46391e+08
37  8  1.90788e+08
37  9  3.17907e+08
37  10  2.90141e+08
37  11  1.73911e+08
37  12  2.64381e+08
37  13  3.78398e+08
37  14  3.08235e+08
37  15  2.52193e+08
37  16  3.43763e+08
37  17  3.1563e+08
37  18  3.08869e+08
37  19  1.85739e+08
37  20  2.89621e+08
37  21  3.2472e+08
37  22  2.18823e+08
37  23  4.32756e+08
37  24  4.07046e+08
37  25  6.08152e+08
37  26  6.20866e+08
37  27  6.0789e+08
37  28  4.4413e+08
37  29  4.97947e+08
37  30  6.25462e+08
37  31  1.27042e+09
37  32  9.42482e+08
37  33  3.79935e+08
37  34  6.50657e+08
37  35  6.17562e+08
37  36  4.96816e+08
37  37  4.16954e+08
37  38  4.72058e+08
37  39  5.36708e+08
37  40  7.91278e+08
37  41  7.97229e+08
37  42  7.01607e+08
37  43  7.40374e+08
37  44  6.729e+08
37  45  6.351e+08
37  46  1.66963e+08
37  47  4.09563e+08
37  48  5.08734e+08
37  49  4.87995e+08
37  50  4.64381e+08
38  0  3.84803e+08
38  1  4.33687e+08
38  2  4.61589e+08
38  3  5.02746e+08
38  4  4.55165e+08
38  5  4.51471e+08
38  6  5.1316e+08
38  7  3.60366e+08
38  8  1.39346e+08
38  9  3.50251e+08
38  10  4.33208e+08
38  11  2.3752e+08
38  12  2.91727e+08
38  13  3.82023e+08
38  14  2.78563e+08
38  15  3.40375e+08
38  16  2.65345e+08
38  17  3.1225e+08
38  18  2.24601e+08
38  19  2.25705e+08
38  20  3.87351e+08
38  21  3.03955e+08
38  22  3.07739e+08
38  23  3.86392e+08
38  24  5.05405e+08
38  25  4.80628e+08
38  26  6.4576e+08
38  27  4.93097e+08
38  28  4.99763e+08
38  29  5.24353e+08
38  30  6.25061e+08
38  31  1.19789e+09
38  32  1.15667e+09
38  33  6.22521e+08
38  34  5.09029e+08
38  35  5.82296e+08
38  36  4.87188e+08
38  37  4.16993e+08
38  38  5.37713e+08
38  39  6.69867e+08
38  40  7.78343e+08
38  41  6.9462e+08
38  42  7.58415e+08
38  43  7.72669e+08
38  44  7.68489e+08
38  45  5.77016e+08
38  46  1.50117e+08
38  47  2.73551e+08
38  48  6.10387e+08
38  49  4.58568e+08
38  50  4.60812e+08
39  0  4.14182e+08
39  1  4.81692e+08
39  2  4.43208e+08
39  3  5.29922e+08
39  4  3.45476e+08
39  5  4.4601e+08
39  6  4.73726e+08
39  7  3.19128e+08
39  8  1.90061e+08
39  9  3.18151e+08
39  10  3.36014e+08
39  11  2.27104e+08
39  12  3.21508e+08
39  13  2.70636e+08
39  14  3.06161e+08
39  15  3.653e+08
39  16  2.8149e+08
39  17  3.60691e+08
39  18  3.02568e+08
39  19  3.66348e+08
39  20  4.2485e+08
39  21  2.90559e+08
39  22  3.50191e+08
39  23  4.37082e+08
39  24  5.50038e+08
39  25  5.59241e+08
39  26  5.17175e+08
39  27  6.28882e+08
39  28  4.61851e+08
39  29  6.70737e+08
39  30  9.18803e+08
39  31  1.51327e+09
39  32  9.70479e+08
39  33  5.55492e+08
39  34  5.37957e+08
39  35  5.23877e+08
39  36  5.19034e+08
39  37  4.65148e+08
39  38  4.82084e+08
39  39  6.31066e+08
39  40  6.01894e+08
39  41  7.50102e+08
39  42  9.16344e+08
39  43  7.30729e+08
39  44  6.68721e+08
39  45  5.65139e+08
39  46  1.54113e+08
39  47  4.03882e+08
39  48  5.69347e+08
39  49  4.90309e+08
39  50  4.52472e+08
40  0  3.48944e+08
40  1  3.34189e+08
40  2  4.59859e+08
40  3  3.87078e+08
40  4  3.24486e+08
40  5  4.80398e+08
40  6  4.3439e+08
40  7  3.1273e+08
40  8  3.10997e+08
40  9  3.50012e+08
40  10  3.86039e+08
40  11  3.69092e+08
40  12  4.00832e+08
40  13  4.2094e+08
40  14  3.94988e+08
40  15  3.4697e+08
40  16  3.79256e+08
40  17  3.18435e+08
40  18  1.39398e+08
40  19  2.90256e+08
40  20  4.03854e+08
40  21  4.92867e+08
40  22  5.70174e+08
40  23  4.50652e+08
40  24  5.06581e+08
40  25  6.62845e+08
40  26  5.57758e+08
40  27  6.52825e+08
40  28  5.57422e+08
40  29  5.2823e+08
40  30  7.54714e+08
40  31  1.35777e+09
40  32  1.0548e+09
40  33  5.87604e+08
40  34  6.58499e+08
40  35  6.48223e+08
40  36  5.2292e+08
40  37  4.27649e+08
40  38  4.33579e+08
40  39  5.14482e+08
40  40  6.75102e+08
40  41  6.98488e+08
40  42  7.89603e+08
40  43  8.53236e+08
40  44  6.57469e+08
40  45  6.15042e+08
40  46  1.68495e+08
40  47  3.11759e+08
40  48  5.06532e+08
40  49  5.00923e+08
40  50  6.62371e+08
41  0  2.48701e+08
41  1  3.23772e+08
41  2  4.26504e+08
41  3  3.31904e+08
41  4  2.48936e+08
41  5  4.04017e+08
41  6  4.21172e+08
41  7  2.71749e+08
41  8  3.13393e+08
41  9  3.39831e+08
41  10  3.08158e+08
41  11  3.13302e+08
41  12  3.61109e+08
41  13  3.04411e+08
41  14  3.18028e+08
41  15  5.21262e+08
41  16  3.80169e+08
41  17  2.29974e+08
41  18  1.50782e+08
41  19  3.56773e+08
41  20  4.45372e+08
41  21  5.05043e+08
41  22  4.7163e+08
41  23  4.74601e+08
41  24  4.52191e+08
41  25  5.76401e+08
41  26  4.13525e+08
41  27  7.01071e+08
41  28  6.19289e+08
41  29  5.44754e+08
41  30  9.18192e+08
41  31  1.3392e+09
41  32  1.10593e+09
41  33  6.31545e+08
41  34  5.52205e+08
41  35  6.58775e+08
41  36  4.83104e+08
41  37  4.62443e+08
41  38  3.7134e+08
41  39  6.7947e+08
41  40  5.57122e+08
41  41  7.65942e+08
41  42  7.37088e+08
41  43  8.36568e+08
41  44  8.28642e+08
41  45  4.73346e+08
41  46  2.04102e+08
41  47  2.11114e+08
41  48  3.40031e+08
41  49  6.05317e+08
41  50  4.6647e+08
42  0  2.72445e+08
42  1  2.85685e+08
42  2  4.70659e+08
42  3  4.30924e+08
42  4  2.35141e+08
42  5  4.55265e+08
42  6  2.9893e+08
42  7  3.32729e+08
42  8  3.49758e+08
42  9  4.2233e+08
42  10  4.54829e+08
42  11  3.16081e+08
42  12  3.65445e+08
42  13  3.568e+08
42  14  4.30986e+08
42  15  4.672e+08
42  16  4.7769e+08
42  17  2.03048e+08
42  18  2.03321e+08
42  19  2.68723e+08
42  20  4.64571e+08
42  21  5.78719e+08
42  22  4.3778e+08
42  23  5.04249e+08
42  24  4.09619e+08
42  25  5.64112e+08
42  26  3.25295e+08
42  27  6.83422e+08
42  28  5.8032e+08
42  29  5.65046e+08
42  30  8.35459e+08
42  31  1.27575e+09
42  32  1.2457e+09
42  33  6.10414e+08
42  34  5.70114e+08
42  35  6.07031e+08
42  36  5.65459e+08
42  37  5.79368e+08
42  38  4.0881e+08
42  39  5.43749e+08
42  40  3.86922e+08
42  41  6.71317e+08
42  42  7.89601e+08
42  43  7.6901e+08
42  44  5.95612e+08
42  45  5.02679e+08
42  46  3.40062e+08
42  47  1.87323e+08
42  48  4.74188e+08
42  49  4.50186e+08
42  50  6.30441e+08
43  0  1.51742e+08
43  1  2.62911e+08
43  2  4.82167e+08
43  3  4.37073e+08
43  4  2.87718e+08
43  5  4.33345e+08
43  6  3.68885e+08
43  7  4.03369e+08
43  8  4.68798e+08
43  9  3.68303e+08
43  10  4.72354e+08
43  11  3.47208e+08
43  12  4.55572e+08
43  13  4.43619e+08
43  14  5.10441e+08
43  15  4.14057e+08
43  16  5.40183e+08
43  17  2.27495e+08
43  18  1.34413e+08
43  19  3.99864e+08
43  20  5.01454e+08
43  21  5.03382e+08
43  22  4.65791e+08
43  23  4.43984e+08
43  24  4.22651e+08
43  25  6.44276e+08
43  26  5.43596e+08
43  27  6.37276e+08
43  28  5.78153e+08
43  29  6.15359e+08
43  30  7.59031e+08
43  31  1.26451e+09
43  32  1.19425e+09
43  33  5.30629e+08
43  34  6.07712e+08
43  35  7.53326e+08
43  36  5.508e+08
43  37  5.96715e+08
43  38  4.89292e+08
43  39  6.18144e+08
43  40  4.42169e+08
43  41  6.65629e+08
43  42  7.92724e+08
43  43  7.86155e+08
43  44  6.60193e+08
43  45  6.28527e+08
43  46  2.51047e+08
43  47  2.75887e+08
43  48  3.82264e+08
43  49  3.81015e+08
43  50  5.28267e+08
44  0  1.98778e+08
44  1  2.1397e+08
44  2  5.16508e+08
44  3  5.00992e+08
44  4  3.82871e+08
44  5  4.30322e+08
44  6  4.74506e+08
44  7  4.01694e+08
44  8  4.85497e+08
44  9  4.0884e+08
44  10  6.06595e+08
44  11  5.73194e+08
44  12  4.60405e+08
44  13  4.44374e+08
44  14  5.15267e+08
44  15  5.47742e+08
44  16  5.66357e+08
44  17  3.2621e+08
44  18  1.72214e+08
44  19  3.33324e+08
44  20  5.36947e+08
44  21  5.95359e+08
44  22  5.93315e+08
44  23  4.62303e+08
44  24  5.10717e+08
44  25  5.66071e+08
44  26  5.78267e+08
44  27  6.27861e+08
44  28  5.9264e+08
44  29  5.55195e+08
44  30  9.17285e+08
44  31  1.31171e+09
44  32  1.185e+09
44  33  5.80435e+08
44  34  5.69798e+08
44  35  7.49504e+08
44  36  6.43879e+08
44  37  6.45112e+08
44  38  5.77278e+08
44  39  5.53262e+08
44  40  5.17544e+08
44  41  7.35999e+08
44  42  7.08045e+08
44  43  8.65654e+08
44  44  7.47258e+08
44  45  5.18744e+08
44  46  4.48352e+08
44  47  2.94401e+08
44  48  3.71624e+08
44  49  4.51048e+08
44  50  5.01691e+08
45  0  2.09398e+08
45  1  2.56098e+08
45  2  5.58676e+08
45  3  5.16301e+08
45  4  4.10963e+08
45  5  4.51842e+08
45  6  4.32217e+08
45  7  5.42214e+08
45  8  4.89125e+08
45  9  4.2489e+08
45  10  5.81367e+08
45  11  5.69265e+08
45  12  4.97518e+08
45  13  7.24807e+08
45  14  4.73657e+08
45  15  4.9373e+08
45  16  6.33501e+08
45  17  3.24719e+08
45  18  1.61786e+08
