row  column  (images_18_844.edf Ca-K*images_18_844.edf Ar-K**2.3)
0  0  7.30063e+07
0  1  1.19761e+08
0  2  1.7413e+08
0  3  2.36541e+08
0  4  3.1409e+08
0  5  4.71393e+08
0  6  4.95032e+08
0  7  4.55428e+08
0  8  4.68416e+08
0  9  3.96864e+08
0  10  4.43981e+08
0  11  4.79926e+08
0  12  5.5745e+08
0  13  5.86375e+08
0  14  4.04915e+08
0  15  2.55045e+08
0  16  2.07237e+08
0  17  1.47794e+08
0  18  1.11318e+08
0  19  1.18496e+08
0  20  1.02883e+08
0  21  1.22181e+08
0  22  1.17796e+08
0  23  1.26891e+08
0  24  1.3983e+08
0  25  1.36435e+08
0  26  1.57121e+08
0  27  1.66032e+08
0  28  1.51182e+08
0  29  1.31013e+08
0  30  1.07828e+08
0  31  9.37798e+07
0  32  8.16454e+07
0  33  7.14282e+07
0  34  7.65513e+07
0  35  8.39649e+07
0  36  8.65357e+07
0  37  7.99922e+07
0  38  7.52405e+07
0  39  1.23554e+08
0  40  1.52957e+08
0  41  2.10093e+08
0  42  4.24119e+08
0  43  6.21288e+08
0  44  6.17744e+08
0  45  6.33725e+08
0  46  6.11608e+08
0  47  5.09152e+08
0  48  5.13829e+08
0  49  5.44681e+08
0  50  6.38432e+08
0  51  6.28595e+08
0  52  7.04569e+08
0  53  6.8507e+08
0  54  5.86649e+08
0  55  5.76818e+08
0  56  5.55248e+08
0  57  5.87799e+08
0  58  6.02375e+08
0  59  6.41581e+08
0  60  6.57332e+08
1  0  1.09639e+08
1  1  1.63602e+08
1  2  2.30436e+08
1  3  3.34913e+08
1  4  4.68471e+08
1  5  5.02679e+08
1  6  5.48887e+08
1  7  4.99587e+08
1  8  4.09197e+08
1  9  4.61917e+08
1  10  5.33951e+08
1  11  5.29696e+08
1  12  5.16853e+08
1  13  4.97804e+08
1  14  3.47887e+08
1  15  2.05341e+08
1  16  1.85782e+08
1  17  1.33832e+08
1  18  9.57234e+07
1  19  1.16615e+08
1  20  1.08284e+08
1  21  1.3539e+08
1  22  1.55172e+08
1  23  1.53191e+08
1  24  1.71324e+08
1  25  2.1248e+08
1  26  1.74852e+08
1  27  1.54453e+08
1  28  1.59266e+08
1  29  1.2252e+08
1  30  9.58553e+07
1  31  8.478e+07
1  32  7.63906e+07
1  33  6.88509e+07
1  34  7.5e+07
1  35  6.94046e+07
1  36  6.98659e+07
1  37  7.16164e+07
1  38  1.15951e+08
1  39  1.25789e+08
1  40  1.59335e+08
1  41  2.65339e+08
1  42  5.8902e+08
1  43  6.48379e+08
1  44  7.10008e+08
1  45  7.09656e+08
1  46  5.60004e+08
1  47  5.20727e+08
1  48  5.27447e+08
1  49  6.29796e+08
1  50  6.12042e+08
1  51  6.97342e+08
1  52  6.52638e+08
1  53  5.82588e+08
1  54  5.309e+08
1  55  5.32622e+08
1  56  5.32762e+08
1  57  5.60977e+08
1  58  6.04135e+08
1  59  6.00057e+08
1  60  6.9717e+08
2  0  1.33009e+08
2  1  2.16139e+08
2  2  2.75529e+08
2  3  4.22973e+08
2  4  4.78634e+08
2  5  5.13813e+08
2  6  5.87006e+08
2  7  5.46808e+08
2  8  4.23944e+08
2  9  4.38898e+08
2  10  5.94575e+08
2  11  5.66908e+08
2  12  5.66509e+08
2  13  5.57296e+08
2  14  3.16765e+08
2  15  2.47455e+08
2  16  1.98592e+08
2  17  1.23503e+08
2  18  1.20807e+08
2  19  1.13632e+08
2  20  1.32276e+08
2  21  1.68249e+08
2  22  1.9516e+08
2  23  2.1276e+08
2  24  2.04417e+08
2  25  2.37605e+08
2  26  2.36955e+08
2  27  1.86054e+08
2  28  1.62813e+08
2  29  1.16089e+08
2  30  8.83283e+07
2  31  9.80638e+07
2  32  9.3534e+07
2  33  6.05601e+07
2  34  8.15679e+07
2  35  8.87177e+07
2  36  9.14424e+07
2  37  8.61105e+07
2  38  9.17924e+07
2  39  1.22963e+08
2  40  1.88976e+08
2  41  2.38879e+08
2  42  5.68049e+08
2  43  7.03151e+08
2  44  6.81459e+08
2  45  6.25133e+08
2  46  6.27622e+08
2  47  5.64235e+08
2  48  5.74971e+08
2  49  6.25318e+08
2  50  6.65769e+08
2  51  6.64318e+08
2  52  6.83821e+08
2  53  5.57888e+08
2  54  5.49029e+08
2  55  5.46449e+08
2  56  5.70305e+08
2  57  5.97662e+08
2  58  6.68436e+08
2  59  5.94254e+08
2  60  6.64406e+08
3  0  1.65039e+08
3  1  2.65193e+08
3  2  3.76766e+08
3  3  4.20887e+08
3  4  4.84803e+08
3  5  5.31037e+08
3  6  5.50668e+08
3  7  5.66032e+08
3  8  3.89871e+08
3  9  4.7331e+08
3  10  6.37901e+08
3  11  5.44107e+08
3  12  5.66835e+08
3  13  5.21953e+08
3  14  3.23495e+08
3  15  2.426e+08
3  16  2.07746e+08
3  17  1.55218e+08
3  18  1.20013e+08
3  19  1.38996e+08
3  20  1.24168e+08
3  21  1.67788e+08
3  22  2.21204e+08
3  23  2.35881e+08
3  24  2.49521e+08
3  25  2.54461e+08
3  26  2.53572e+08
3  27  2.21838e+08
3  28  1.79514e+08
3  29  1.3437e+08
3  30  1.23804e+08
3  31  9.03688e+07
3  32  8.1751e+07
3  33  7.49744e+07
3  34  6.94556e+07
3  35  7.94713e+07
3  36  7.3921e+07
3  37  9.41466e+07
3  38  9.00174e+07
3  39  1.17569e+08
3  40  1.89658e+08
3  41  2.99277e+08
3  42  6.01624e+08
3  43  6.98572e+08
3  44  6.92534e+08
3  45  6.49547e+08
3  46  6.52392e+08
3  47  6.01755e+08
3  48  6.29781e+08
3  49  5.92023e+08
3  50  6.84437e+08
3  51  7.17902e+08
3  52  6.92531e+08
3  53  6.47117e+08
3  54  5.52905e+08
3  55  5.4966e+08
3  56  5.35877e+08
3  57  5.61831e+08
3  58  6.26041e+08
3  59  5.77547e+08
3  60  6.01809e+08
4  0  1.52274e+08
4  1  3.05927e+08
4  2  3.48958e+08
4  3  4.95816e+08
4  4  5.08399e+08
4  5  5.48626e+08
4  6  5.55204e+08
4  7  5.71445e+08
4  8  4.37306e+08
4  9  4.01742e+08
4  10  5.40311e+08
4  11  5.80084e+08
4  12  6.34962e+08
4  13  5.7387e+08
4  14  4.04576e+08
4  15  2.66521e+08
4  16  2.21616e+08
4  17  1.82161e+08
4  18  1.67797e+08
4  19  1.45269e+08
4  20  1.42126e+08
4  21  1.84039e+08
4  22  2.52128e+08
4  23  2.99354e+08
4  24  3.35609e+08
4  25  3.10169e+08
4  26  3.17483e+08
4  27  2.50794e+08
4  28  2.18558e+08
4  29  1.50242e+08
4  30  1.38455e+08
4  31  1.12035e+08
4  32  8.49111e+07
4  33  7.60621e+07
4  34  6.23546e+07
4  35  6.38461e+07
4  36  7.46466e+07
4  37  8.1016e+07
4  38  9.40344e+07
4  39  1.02814e+08
4  40  1.76657e+08
4  41  2.48013e+08
4  42  5.76381e+08
4  43  7.28872e+08
4  44  7.21462e+08
4  45  7.03295e+08
4  46  6.07465e+08
4  47  6.54757e+08
4  48  6.4566e+08
4  49  6.61424e+08
4  50  6.21122e+08
4  51  6.35177e+08
4  52  6.89458e+08
4  53  6.86857e+08
4  54  5.96878e+08
4  55  5.58373e+08
4  56  5.8092e+08
4  57  6.35007e+08
4  58  7.12076e+08
4  59  6.84638e+08
4  60  6.47813e+08
5  0  1.76731e+08
5  1  3.37826e+08
5  2  4.52166e+08
5  3  5.24933e+08
5  4  5.87694e+08
5  5  5.44941e+08
5  6  5.90806e+08
5  7  5.97086e+08
5  8  4.31908e+08
