row  column  (images_18_844.edf Mn-K*images_18_844.edf Ar-K**2.3)
0  0  1.45102e+07
0  1  1.55489e+07
0  2  8.7056e+06
0  3  1.473e+07
0  4  1.47704e+07
0  5  1.04815e+07
0  6  1.33788e+07
0  7  8.97846e+06
0  8  6.98268e+06
0  9  7.77214e+06
0  10  1.13878e+07
0  11  9.83451e+06
0  12  1.42307e+07
0  13  2.48896e+06
0  14  1.31836e+07
0  15  1.05508e+07
0  16  1.27125e+07
0  17  1.30777e+07
0  18  1.37212e+07
0  19  1.24e+07
0  20  1.17528e+07
0  21  8.13775e+06
0  22  1.12618e+07
0  23  8.78188e+06
0  24  1.12267e+07
0  25  1.13468e+07
0  26  1.82254e+07
0  27  1.99167e+07
0  28  1.24356e+07
0  29  7.67765e+06
0  30  1.611e+07
0  31  1.39222e+07
0  32  9.31104e+06
0  33  1.19072e+07
0  34  1.2035e+07
0  35  1.51839e+07
0  36  1.17809e+07
0  37  6.16563e+06
0  38  1.01188e+07
0  39  1.08048e+07
0  40  1.86447e+07
0  41  1.8597e+07
0  42  9.8598e+06
0  43  9.13042e+06
0  44  9.89503e+06
0  45  6.48671e+06
0  46  8.08855e+06
0  47  1.55917e+07
0  48  1.38167e+07
0  49  9.87788e+06
0  50  6.31846e+06
0  51  6.73675e+06
0  52  8.5226e+06
0  53  9.06337e+06
0  54  9.017e+06
0  55  1.17303e+07
0  56  6.90396e+06
0  57  1.06783e+07
0  58  1.35268e+07
0  59  6.6713e+06
0  60  1.08406e+07
1  0  8.56228e+06
1  1  6.99137e+06
1  2  1.23911e+07
1  3  1.14409e+07
1  4  1.05119e+07
1  5  7.04489e+06
1  6  1.09737e+07
1  7  1.27701e+07
1  8  9.30783e+06
1  9  1.25673e+07
1  10  1.1689e+07
1  11  1.55774e+07
1  12  1.39046e+07
1  13  8.66634e+06
1  14  1.70042e+07
1  15  1.2577e+07
1  16  1.10321e+07
1  17  1.42055e+07
1  18  8.07369e+06
1  19  9.59039e+06
1  20  1.18191e+07
1  21  9.80086e+06
1  22  8.5277e+06
1  23  1.12966e+07
1  24  1.41396e+07
1  25  1.79262e+07
1  26  1.24175e+07
1  27  1.11295e+07
1  28  8.65464e+06
1  29  1.50819e+07
1  30  1.68106e+07
1  31  1.10418e+07
1  32  1.07908e+07
