row  column  (images_18_844.edf Fe-K*images_18_844.edf Ar-K**2.3)
0  0  2.32226e+07
0  1  2.18752e+07
0  2  3.28984e+07
0  3  3.78758e+07
0  4  4.40404e+07
0  5  6.53654e+07
0  6  5.98617e+07
0  7  4.80917e+07
0  8  7.09917e+07
0  9  7.58343e+07
0  10  8.56808e+07
0  11  9.48011e+07
0  12  9.59438e+07
0  13  1.11072e+08
0  14  9.10167e+07
0  15  4.73341e+07
0  16  3.36447e+07
0  17  3.57957e+07
0  18  3.53961e+07
0  19  2.88033e+07
0  20  3.03499e+07
0  21  2.16187e+07
0  22  2.81665e+07
0  23  3.20061e+07
0  24  3.83833e+07
0  25  4.32296e+07
0  26  6.36536e+07
0  27  6.34934e+07
0  28  5.36632e+07
0  29  5.02461e+07
0  30  3.25236e+07
0  31  3.85789e+07
0  32  3.93015e+07
0  33  3.72266e+07
0  34  6.82996e+07
0  35  4.80768e+07
0  36  5.1982e+07
0  37  2.9111e+07
0  38  3.36418e+07
0  39  2.87649e+07
0  40  4.38808e+07
0  41  5.07615e+07
0  42  7.21705e+07
0  43  9.01964e+07
0  44  8.53936e+07
0  45  7.89644e+07
0  46  8.90147e+07
0  47  7.97213e+07
0  48  8.183e+07
0  49  1.1818e+08
0  50  1.10062e+08
0  51  1.00545e+08
0  52  1.12053e+08
0  53  1.08781e+08
0  54  9.01067e+07
0  55  9.59302e+07
0  56  9.2798e+07
0  57  1.10822e+08
0  58  1.30245e+08
0  59  1.35643e+08
0  60  1.71231e+08
1  0  2.86733e+07
1  1  3.05807e+07
1  2  3.80935e+07
1  3  4.51091e+07
1  4  6.32517e+07
1  5  6.30492e+07
1  6  6.68809e+07
1  7  6.13732e+07
1  8  6.30949e+07
1  9  7.64929e+07
1  10  1.17855e+08
1  11  9.15502e+07
1  12  8.65174e+07
1  13  1.2371e+08
1  14  5.41809e+07
1  15  3.75631e+07
1  16  4.3848e+07
1  17  3.92221e+07
1  18  1.86879e+07
1  19  3.28652e+07
1  20  2.44839e+07
1  21  4.05443e+07
1  22  4.16985e+07
1  23  3.79366e+07
1  24  5.42564e+07
1  25  8.19104e+07
1  26  6.99278e+07
