row  column  (images_18_844.edf Zn-K*images_18_844.edf Ar-K**2.3)
0  0  1.61065e+06
0  1  0
0  2  0
0  3  5.83454e+06
0  4  2.65223e+07
0  5  5.0344e+07
0  6  5.40546e+07
0  7  3.75914e+07
0  8  4.01014e+07
0  9  1.94807e+07
0  10  3.80159e+07
0  11  4.86648e+07
0  12  5.51198e+07
0  13  7.41359e+07
0  14  4.35588e+07
0  15  2.66921e+07
0  16  1.60747e+07
0  17  6.4461e+06
0  18  682749
0  19  1.04932e+07
0  20  0
0  21  2.6815e+06
0  22  3.49669e+06
0  23  1.8199e+06
0  24  1.14822e+07
0  25  5.68715e+06
0  26  1.30137e+07
0  27  9.29136e+06
0  28  1.04728e+07
0  29  791060
0  30  951567
0  31  0
0  32  493742
0  33  500109
0  34  0
0  35  0
0  36  2.00142e+06
0  37  394044
0  38  1.88658e+06
0  39  9.52641e+06
0  40  7.69492e+06
0  41  9.99184e+06
0  42  4.53334e+07
0  43  7.66018e+07
0  44  7.60897e+07
0  45  6.417e+07
0  46  3.64112e+07
0  47  3.68776e+07
0  48  3.80791e+07
0  49  4.02725e+07
0  50  6.66499e+07
0  51  6.63276e+07
0  52  6.60243e+07
0  53  5.59811e+07
0  54  5.51403e+07
0  55  4.96667e+07
0  56  3.17882e+07
0  57  3.08648e+07
0  58  3.43769e+07
0  59  3.60864e+07
0  60  3.22582e+07
1  0  2.98008e+06
1  1  4.67309e+06
1  2  1.67043e+07
1  3  2.68944e+07
1  4  5.0222e+07
1  5  4.64029e+07
1  6  4.2966e+07
1  7  4.01603e+07
1  8  2.40043e+07
1  9  3.64301e+07
1  10  4.93215e+07
1  11  5.001e+07
1  12  5.13255e+07
1  13  6.66177e+07
1  14  2.06079e+07
1  15  7.27802e+06
1  16  524259
1  17  3.83049e+06
1  18  7.96189e+06
1  19  0
1  20  0
1  21  0
1  22  6.4051e+06
1  23  1.19347e+07
1  24  1.13278e+07
1  25  3.41035e+07
1  26  2.96001e+07
1  27  8.0597e+06
1  28  6.69707e+06
1  29  1.05357e+07
1  30  0
1  31  0
1  32  0
1  33  0
1  34  2.50321e+06
1  35  0
1  36  0
1  37  4.44459e+06
1  38  0
1  39  528569
1  40  1.42982e+07
1  41  1.13009e+07
1  42  7.33121e+07
1  43  7.77224e+07
1  44  9.87346e+07
1  45  8.40719e+07
1  46  4.28475e+07
1  47  4.31611e+07
1  48  4.31131e+07
1  49  4.83292e+07
1  50  5.23287e+07
1  51  7.6464e+07
1  52  7.08289e+07
1  53  4.00984e+07
1  54  4.35144e+07
1  55  4.74634e+07
1  56  3.11692e+07
1  57  3.70253e+07
1  58  4.39103e+07
1  59  3.42971e+07
1  60  4.12612e+07
2  0  4.3111e+06
2  1  1.15771e+07
2  2  1.19747e+07
2  3  3.20375e+07
2  4  4.26113e+07
2  5  4.2744e+07
2  6  5.68809e+07
2  7  3.36211e+07
2  8  3.03535e+07
2  9  2.37371e+07
2  10  4.28151e+07
2  11  5.30184e+07
2  12  4.75367e+07
2  13  6.67668e+07
2  14  2.25356e+07
2  15  1.09316e+07
2  16  3.16241e+06
2  17  6.10656e+06
2  18  6.66059e+06
2  19  2.4189e+06
2  20  0
2  21  2.78853e+06
2  22  1.68414e+06
2  23  3.33015e+06
2  24  2.96054e+07
2  25  3.77218e+07
2  26  3.32556e+07
2  27  1.29679e+07
2  28  1.82823e+07
2  29  8.72214e+06
2  30  5.48552e+06
2  31  2.52203e+06
2  32  2.65724e+06
2  33  1.54997e+06
2  34  46665.6
2  35  0
2  36  2.76469e+06
2  37  3.74961e+06
2  38  0
2  39  4.50429e+06
2  40  1.52239e+07
2  41  9.06703e+06
2  42  7.60616e+07
2  43  8.24569e+07
2  44  8.04897e+07
2  45  7.48505e+07
2  46  4.69595e+07
2  47  2.79201e+07
2  48  4.58421e+07
2  49  5.10277e+07
2  50  6.23142e+07
2  51  8.28486e+07
2  52  6.66674e+07
2  53  4.74572e+07
2  54  3.4244e+07
2  55  2.04533e+07
2  56  3.24116e+07
2  57  3.92777e+07
2  58  4.34047e+07
2  59  4.65609e+07
2  60  4.47496e+07
3  0  0
3  1  1.22227e+07
3  2  3.51509e+07
3  3  3.25173e+07
3  4  4.67508e+07
3  5  3.76727e+07
3  6  5.58699e+07
3  7  3.47343e+07
3  8  1.43232e+07
3  9  2.69578e+07
3  10  5.14783e+07
3  11  4.07596e+07
3  12  5.70311e+07
3  13  4.60471e+07
3  14  2.5852e+07
3  15  3.75188e+06
3  16  8.19882e+06
3  17  6.98864e+06
3  18  6.05852e+06
3  19  3.125e+06
3  20  0
3  21  6.18353e+06
3  22  6.37996e+06
3  23  2.17707e+07
3  24  4.15307e+07
3  25  5.66609e+07
3  26  4.98767e+07
3  27  2.58932e+07
3  28  7.98154e+06
3  29  1.34414e+07
3  30  0
3  31  2.96725e+06
3  32  1.89661e+06
3  33  0
3  34  7.14607e+06
3  35  0
3  36  0
3  37  5.12873e+06
3  38  0
3  39  8.12386e+06
3  40  2.58998e+07
3  41  1.74613e+07
3  42  8.52444e+07
3  43  8.74156e+07
3  44  8.44989e+07
3  45  6.29004e+07
3  46  5.18775e+07
3  47  4.24775e+07
3  48  5.88326e+07
3  49  6.334e+07
3  50  6.61251e+07
3  51  8.24563e+07
3  52  7.7459e+07
3  53  4.99311e+07
3  54  4.31603e+07
3  55  3.22338e+07
3  56  2.99932e+07
3  57  4.7866e+07
3  58  4.89516e+07
3  59  4.5487e+07
3  60  3.51668e+07
4  0  4.44875e+06
4  1  1.74346e+07
4  2  3.64343e+07
4  3  5.05591e+07
4  4  4.98926e+07
4  5  4.41977e+07
4  6  4.81287e+07
4  7  4.19462e+07
4  8  1.48397e+07
4  9  1.76263e+07
4  10  4.40357e+07
4  11  5.0352e+07
4  12  5.54828e+07
4  13  4.98067e+07
4  14  3.06402e+07
4  15  7.09093e+06
4  16  4.17701e+06
4  17  5.11806e+06
4  18  1.64721e+06
4  19  170695
4  20  0
4  21  6.67327e+06
4  22  1.28976e+07
4  23  2.56178e+07
4  24  6.51311e+07
4  25  7.96353e+07
4  26  7.32162e+07
4  27  5.12137e+07
4  28  2.0889e+07
4  29  1.66672e+07
4  30  9.23693e+06
4  31  4.9157e+06
4  32  0
4  33  0
4  34  4.26761e+06
4  35  0
4  36  1.23082e+06
4  37  0
4  38  4.62375e+06
4  39  2.08486e+06
4  40  1.68311e+07
4  41  1.94879e+07
4  42  6.18827e+07
4  43  9.03917e+07
4  44  8.83019e+07
4  45  8.52916e+07
4  46  6.34795e+07
4  47  6.75736e+07
4  48  5.68439e+07
4  49  5.31818e+07
4  50  8.22892e+07
4  51  7.60583e+07
4  52  8.64749e+07
4  53  6.9481e+07
4  54  5.92415e+07
4  55  3.9895e+07
4  56  4.09839e+07
4  57  3.83639e+07
4  58  5.79097e+07
4  59  6.20815e+07
4  60  4.78698e+07
5  0  5.83913e+06
5  1  4.13068e+07
5  2  4.80431e+07
5  3  5.66556e+07
5  4  5.38483e+07
5  5  3.59461e+07
5  6  3.19467e+07
5  7  3.82423e+07
