row  column  (images_15_227.edf Mn-K*images_15_227.edf Ar-K**2.3)
0  0  1.14485e+07
0  1  7.71183e+06
0  2  6.69054e+06
0  3  2.85403e+06
0  4  1.25902e+07
0  5  1.42377e+07
0  6  8.11203e+06
0  7  1.80133e+07
0  8  1.00973e+07
0  9  8.71964e+06
0  10  6.38202e+06
0  11  7.65909e+06
0  12  424054
0  13  1.6948e+07
0  14  4.35063e+06
0  15  1.04904e+07
0  16  1.13738e+07
0  17  1.42018e+07
0  18  8.11708e+06
0  19  9.91161e+06
0  20  1.42001e+07
0  21  7.46241e+06
0  22  1.57677e+07
0  23  1.00683e+07
0  24  1.3043e+07
0  25  1.15232e+07
0  26  3.71304e+06
0  27  2.11699e+07
0  28  1.13559e+07
0  29  1.0666e+07
0  30  1.1713e+07
0  31  1.60163e+07
0  32  1.28041e+07
0  33  1.35475e+07
0  34  9.15941e+06
0  35  8.19967e+06
0  36  1.01242e+07
0  37  1.32344e+07
0  38  1.48434e+07
0  39  1.88131e+07
0  40  1.57448e+07
0  41  1.86269e+07
0  42  1.06489e+07
0  43  1.65995e+07
0  44  1.43899e+07
0  45  1.21229e+07
0  46  1.31875e+07
0  47  1.02721e+07
0  48  7.38057e+06
0  49  1.4368e+07
0  50  1.59318e+07
0  51  2.42911e+07
0  52  1.60305e+07
0  53  1.07525e+07
0  54  1.47629e+07
0  55  1.51903e+07
0  56  1.27395e+07
0  57  1.61261e+07
0  58  9.80238e+06
0  59  1.60122e+07
0  60  1.22866e+07
0  61  1.83997e+07
0  62  1.50663e+07
0  63  1.80736e+07
0  64  1.82747e+07
0  65  2.05311e+07
0  66  1.76144e+07
0  67  2.35501e+07
0  68  1.07353e+07
0  69  1.1841e+07
0  70  1.55984e+07
0  71  1.69889e+07
0  72  1.75659e+07
0  73  1.09462e+07
0  74  1.68157e+07
0  75  1.92513e+07
0  76  7.31676e+06
0  77  2.12526e+07
0  78  1.91762e+07
0  79  1.40609e+07
0  80  1.31094e+07
0  81  1.07962e+07
0  82  1.4993e+07
0  83  1.6332e+07
0  84  2.60257e+07
0  85  1.44725e+07
0  86  1.28566e+07
0  87  6.27731e+06
0  88  1.52388e+07
0  89  2.0446e+07
0  90  1.63945e+07
0  91  1.73303e+07
0  92  2.15029e+07
0  93  1.22519e+07
0  94  1.00427e+07
0  95  2.07806e+07
0  96  2.42821e+07
0  97  1.05359e+07
0  98  1.19214e+07
0  99  2.03092e+07
0  100  1.05014e+07
1  0  6.81677e+06
1  1  7.94891e+06
1  2  5.33632e+06
1  3  7.53284e+06
1  4  3.57197e+06
1  5  1.36044e+07
1  6  7.95091e+06
1  7  1.08934e+07
1  8  1.13613e+07
1  9  1.13527e+07
1  10  6.52374e+06
1  11  1.25174e+07
1  12  6.29345e+06
1  13  1.06738e+07
1  14  8.70805e+06
1  15  1.15698e+07
1  16  1.12774e+07
1  17  5.85389e+06
1  18  8.52635e+06
1  19  1.05582e+07
1  20  8.08839e+06
1  21  6.91001e+06
1  22  1.3452e+07
1  23  1.26253e+07
1  24  8.55897e+06
1  25  1.29487e+07
1  26  9.2766e+06
1  27  1.15175e+07
1  28  1.02039e+07
1  29  1.32188e+07
1  30  4.00096e+06
1  31  1.33043e+07
1  32  1.81383e+07
1  33  1.66845e+07
1  34  1.32505e+07
1  35  1.83662e+07
1  36  9.30394e+06
1  37  1.49143e+07
1  38  5.00199e+06
1  39  1.47891e+07
1  40  5.48782e+06
1  41  5.94878e+06
1  42  1.86539e+07
1  43  1.10029e+07
1  44  1.08706e+07
1  45  5.03415e+06
1  46  7.73073e+06
1  47  1.04208e+07
1  48  1.4009e+07
1  49  7.4216e+06
1  50  5.75733e+06
1  51  8.81686e+06
1  52  6.86803e+06
1  53  9.40862e+06
1  54  1.71563e+07
1  55  1.26077e+07
1  56  7.87858e+06
1  57  1.69587e+07
1  58  9.53389e+06
1  59  9.24983e+06
1  60  1.41591e+07
1  61  9.74092e+06
1  62  1.73551e+07
1  63  1.87305e+07
1  64  1.44331e+07
1  65  1.11109e+07
1  66  2.13433e+07
1  67  1.57319e+07
1  68  1.01992e+07
1  69  8.74626e+06
1  70  1.57236e+07
1  71  1.03292e+07
1  72  1.62912e+07
1  73  1.09231e+07
1  74  1.30372e+07
1  75  1.52483e+07
1  76  2.09181e+07
1  77  8.38009e+06
1  78  1.44515e+07
1  79  1.42818e+07
1  80  2.02303e+07
1  81  7.39267e+06
1  82  1.16464e+07
1  83  1.57089e+07
1  84  1.99016e+07
1  85  1.48865e+07
1  86  1.21777e+07
1  87  1.05631e+07
1  88  1.47587e+07
1  89  1.19524e+07
1  90  1.3509e+07
1  91  1.52337e+07
1  92  1.56468e+07
1  93  1.90364e+07
1  94  1.31197e+07
1  95  1.59325e+07
1  96  1.95199e+07
1  97  1.64981e+07
1  98  1.68145e+07
1  99  1.8598e+07
1  100  1.73779e+07
2  0  7.61723e+06
2  1  390928
2  2  1.98196e+07
2  3  6.52152e+06
2  4  4.84928e+06
2  5  7.33992e+06
2  6  9.09875e+06
2  7  8.58381e+06
2  8  1.17583e+06
2  9  2.61102e+06
2  10  1.38638e+07
2  11  1.35287e+07
2  12  4.823e+06
2  13  3.26068e+06
2  14  6.5638e+06
2  15  1.00944e+07
2  16  1.02114e+07
2  17  1.16592e+07
2  18  1.11551e+07
2  19  1.17092e+07
2  20  5.23841e+06
2  21  7.08251e+06
2  22  6.57198e+06
2  23  7.26315e+06
2  24  3.90611e+06
2  25  1.28837e+07
2  26  7.42899e+06
2  27  1.07303e+07
2  28  1.29346e+07
2  29  6.83085e+06
2  30  6.38659e+06
2  31  1.32314e+07
2  32  1.35979e+07
2  33  7.15516e+06
2  34  5.24191e+06
2  35  5.73466e+06
2  36  1.91092e+07
2  37  1.55476e+07
2  38  1.90145e+07
2  39  1.03768e+07
2  40  1.12314e+07
2  41  1.23346e+07
2  42  1.57539e+07
2  43  1.58096e+07
2  44  7.57432e+06
2  45  1.04934e+07
2  46  8.28798e+06
2  47  9.91502e+06
2  48  1.97016e+07
2  49  7.66347e+06
2  50  9.62481e+06
2  51  1.4374e+07
2  52  1.49665e+07
2  53  1.29497e+07
2  54  1.33588e+07
2  55  1.66758e+07
2  56  1.19009e+07
2  57  6.87578e+06
2  58  2.04929e+07
2  59  2.75749e+07
2  60  1.59536e+07
2  61  1.21192e+07
2  62  1.76786e+07
2  63  1.45467e+07
2  64  2.24136e+07
2  65  2.08981e+07
2  66  1.5985e+07
2  67  1.07257e+07
2  68  1.70669e+07
2  69  7.07957e+06
2  70  1.02095e+07
2  71  1.09122e+07
2  72  1.61009e+07
2  73  9.32042e+06
2  74  1.10783e+07
2  75  1.45141e+07
2  76  1.98759e+07
2  77  1.6978e+07
2  78  1.9177e+07
2  79  4.12118e+06
2  80  1.06164e+07
2  81  1.31745e+07
2  82  2.40113e+07
2  83  1.83948e+07
2  84  1.21705e+07
2  85  2.018e+07
2  86  1.88366e+07
2  87  9.42773e+06
2  88  4.6042e+06
2  89  7.48483e+06
2  90  8.92251e+06
2  91  1.29901e+07
2  92  4.19692e+06
2  93  1.4812e+07
2  94  1.76316e+07
2  95  1.66329e+07
2  96  1.41113e+07
2  97  2.38032e+07
2  98  1.89307e+07
2  99  1.92237e+07
2  100  1.40064e+07
3  0  8.07732e+06
3  1  1.04938e+07
3  2  6.2736e+06
3  3  5.03821e+06
3  4  1.37025e+07
3  5  5.74653e+06
3  6  2.74165e+06
3  7  8.18896e+06
3  8  6.72914e+06
3  9  5.41967e+06
3  10  1.41495e+07
3  11  5.32738e+06
3  12  4.1001e+06
3  13  6.91514e+06
3  14  8.86173e+06
3  15  1.39703e+07
3  16  9.99919e+06
3  17  4.7797e+06
3  18  1.03517e+07
3  19  7.93088e+06
3  20  1.11958e+07
3  21  1.47362e+07
3  22  1.64585e+07
3  23  5.84583e+06
3  24  1.31747e+07
3  25  9.22046e+06
3  26  1.05004e+07
3  27  1.07223e+07
3  28  1.16477e+07
3  29  8.87934e+06
3  30  5.68938e+06
3  31  1.03672e+07
3  32  1.03811e+07
3  33  1.16166e+07
3  34  5.06105e+06
3  35  1.56516e+07
3  36  9.7585e+06
3  37  1.30754e+07
3  38  5.81281e+06
3  39  1.15137e+07
3  40  1.04799e+07
3  41  1.57724e+07
3  42  1.19135e+07
3  43  1.22871e+07
3  44  8.76225e+06
3  45  9.59909e+06
3  46  3.9412e+06
3  47  9.69086e+06
3  48  1.51463e+07
3  49  7.93825e+06
3  50  7.11647e+06
3  51  8.61627e+06
3  52  1.73877e+07
3  53  1.78724e+07
3  54  1.33767e+07
3  55  9.85038e+06
3  56  1.76305e+07
3  57  1.39089e+07
3  58  1.43656e+07
3  59  1.26334e+07
3  60  9.73655e+06
3  61  1.54391e+07
3  62  1.21834e+07
3  63  2.28152e+07
3  64  1.87062e+07
3  65  5.87924e+06
3  66  5.09299e+06
3  67  8.02772e+06
3  68  1.1292e+07
3  69  6.91519e+06
3  70  1.16355e+07
3  71  2.10837e+07
3  72  2.13791e+07
3  73  2.31142e+07
3  74  1.8279e+07
3  75  6.98924e+06
3  76  1.20396e+07
3  77  1.62641e+07
3  78  9.91059e+06
3  79  1.38988e+07
3  80  3.06711e+07
3  81  1.71837e+07
3  82  1.69639e+07
3  83  1.81015e+07
3  84  2.53019e+07
3  85  1.20087e+07
3  86  1.68901e+07
3  87  1.82477e+07
3  88  1.48771e+07
3  89  2.22535e+07
3  90  1.62685e+07
3  91  1.13757e+07
3  92  1.49921e+07
3  93  9.57847e+06
3  94  2.09422e+07
3  95  9.92833e+06
3  96  1.91857e+07
3  97  1.6368e+07
3  98  2.25996e+07
3  99  1.40134e+07
3  100  2.3329e+07
4  0  7.7145e+06
4  1  7.33452e+06
4  2  1.17713e+07
4  3  8.4247e+06
4  4  7.19211e+06
4  5  7.0221e+06
4  6  1.25586e+07
4  7  1.49165e+07
4  8  7.86596e+06
4  9  8.53907e+06
4  10  1.32895e+07
4  11  9.99437e+06
4  12  7.76104e+06
4  13  8.00468e+06
4  14  6.93671e+06
4  15  1.43535e+07
4  16  4.12049e+06
4  17  1.49118e+07
4  18  6.66531e+06
4  19  6.08632e+06
4  20  6.86023e+06
4  21  1.17782e+07
4  22  7.04394e+06
4  23  8.98441e+06
4  24  1.00799e+07
4  25  1.3491e+07
4  26  1.2008e+07
4  27  1.36524e+07
4  28  5.41493e+06
4  29  1.51121e+07
4  30  1.02096e+07
4  31  9.60099e+06
4  32  9.75631e+06
4  33  1.03144e+07
4  34  1.1131e+07
4  35  7.84146e+06
4  36  1.28923e+06
4  37  1.36386e+07
4  38  1.36421e+07
4  39  1.22261e+07
4  40  8.51053e+06
4  41  1.00225e+07
4  42  1.3174e+07
4  43  7.80615e+06
4  44  5.00362e+06
4  45  3.753e+06
4  46  6.34536e+06
4  47  1.33365e+07
4  48  1.07439e+07
4  49  6.92845e+06
4  50  9.58521e+06
4  51  2.56986e+07
4  52  9.02825e+06
4  53  1.56014e+07
4  54  1.85287e+07
4  55  8.85217e+06
4  56  1.38987e+07
4  57  1.07987e+07
4  58  1.20722e+07
4  59  1.63949e+07
4  60  1.1306e+07
4  61  1.51123e+07
4  62  8.99076e+06
4  63  2.46418e+07
4  64  1.5945e+07
4  65  9.21118e+06
4  66  1.8401e+07
4  67  1.45992e+07
4  68  1.22471e+07
4  69  1.71468e+07
4  70  7.82394e+06
4  71  1.08204e+07
4  72  1.68604e+07
4  73  1.58104e+07
4  74  5.64696e+06
4  75  1.07359e+07
4  76  1.42119e+07
4  77  1.73275e+07
4  78  1.26572e+07
4  79  1.67691e+07
4  80  1.14745e+07
4  81  1.30548e+07
4  82  1.77713e+07
4  83  1.74303e+07
4  84  2.94909e+07
4  85  2.53093e+07
4  86  1.84988e+07
4  87  1.81595e+07
4  88  1.29659e+07
4  89  1.41925e+07
4  90  1.64887e+07
4  91  7.20058e+06
4  92  5.12043e+06
4  93  1.08692e+07
4  94  7.83257e+06
4  95  1.42521e+07
4  96  2.15935e+07
4  97  1.93416e+07
4  98  5.46199e+06
4  99  1.63798e+07
4  100  1.32571e+07
5  0  9.25878e+06
5  1  6.17856e+06
5  2  6.72301e+06
5  3  4.29425e+06
5  4  8.03092e+06
5  5  8.54345e+06
5  6  1.12782e+07
5  7  6.57157e+06
5  8  7.19355e+06
5  9  3.54605e+06
5  10  8.85552e+06
5  11  7.0572e+06
5  12  6.44723e+06
5  13  8.42648e+06
5  14  8.77549e+06
5  15  8.65404e+06
5  16  8.64953e+06
5  17  1.51455e+07
5  18  5.94137e+06
5  19  5.75059e+06
5  20  2.41051e+06
5  21  1.23357e+07
5  22  3.77093e+06
5  23  1.20422e+07
5  24  1.54063e+07
5  25  9.9913e+06
5  26  8.21037e+06
5  27  8.94747e+06
5  28  7.59964e+06
5  29  1.61643e+07
5  30  8.43353e+06
5  31  1.17126e+07
5  32  1.40227e+07
5  33  6.01803e+06
5  34  7.64404e+06
5  35  2.04169e+07
5  36  1.36005e+07
5  37  1.00124e+07
5  38  9.27495e+06
5  39  4.98419e+06
5  40  1.42237e+07
5  41  1.00333e+07
5  42  1.54879e+07
5  43  1.43849e+07
5  44  1.18227e+07
5  45  1.07602e+07
5  46  1.3207e+07
5  47  1.55164e+07
5  48  6.25687e+06
5  49  1.38592e+07
5  50  0
5  51  1.51913e+07
5  52  1.10354e+07
5  53  1.29412e+07
5  54  8.4384e+06
5  55  9.49663e+06
5  56  1.47541e+07
5  57  1.34916e+07
5  58  1.48344e+07
5  59  1.04132e+07
5  60  1.26075e+07
5  61  1.5053e+07
5  62  1.31339e+07
5  63  2.39979e+07
5  64  9.60608e+06
5  65  1.35799e+07
5  66  2.09313e+07
5  67  1.24271e+07
5  68  1.29326e+07
5  69  6.7162e+06
5  70  2.04343e+07
5  71  1.28333e+07
5  72  1.44022e+07
5  73  1.47311e+07
5  74  1.33363e+07
5  75  1.40567e+07
5  76  1.86303e+07
5  77  1.48334e+07
5  78  1.55004e+07
5  79  1.40037e+07
5  80  5.73473e+06
5  81  1.77244e+07
5  82  5.98818e+06
5  83  1.48708e+07
5  84  1.11031e+07
5  85  2.06528e+07
5  86  2.27899e+07
5  87  1.28133e+07
5  88  1.99116e+07
5  89  1.77285e+07
5  90  2.11032e+07
5  91  1.65825e+07
5  92  1.53927e+07
5  93  1.23695e+07
5  94  1.58208e+07
5  95  1.76413e+07
5  96  1.26261e+07
5  97  2.4601e+07
5  98  1.25263e+07
5  99  8.92628e+06
5  100  1.72679e+07
6  0  1.17383e+07
6  1  1.13975e+07
6  2  1.13633e+07
6  3  8.15087e+06
6  4  7.13708e+06
6  5  1.14365e+07
6  6  9.56368e+06
6  7  9.47926e+06
6  8  5.75672e+06
6  9  3.89089e+06
6  10  7.89315e+06
6  11  8.44883e+06
6  12  3.14668e+06
6  13  7.60949e+06
6  14  1.0251e+07
6  15  8.60506e+06
6  16  9.36751e+06
6  17  1.25133e+07
6  18  1.08156e+07
6  19  7.8092e+06
6  20  6.21044e+06
6  21  0
6  22  7.83319e+06
6  23  7.7345e+06
6  24  1.00711e+07
6  25  8.70879e+06
6  26  1.00813e+07
6  27  1.39059e+07
6  28  5.40698e+06
6  29  2.16946e+06
6  30  9.18909e+06
6  31  4.329e+06
6  32  1.02899e+07
6  33  9.19637e+06
6  34  1.37502e+07
6  35  5.23848e+06
6  36  7.49838e+06
6  37  6.67371e+06
6  38  1.33053e+07
6  39  9.44888e+06
6  40  7.83737e+06
6  41  1.21737e+07
6  42  7.74277e+06
6  43  1.42453e+07
6  44  9.54671e+06
6  45  1.10279e+07
6  46  1.07937e+07
6  47  1.30157e+07
6  48  8.55517e+06
