row  column  (images_15_227.edf Ca-K*images_15_227.edf Ar-K**2.3)
0  0  3.89817e+08
0  1  4.3448e+08
0  2  6.30241e+08
0  3  6.18219e+08
0  4  7.43641e+08
0  5  7.40416e+08
0  6  9.03072e+08
0  7  9.09386e+08
0  8  8.39397e+08
0  9  9.08875e+08
0  10  9.38944e+08
0  11  8.202e+08
0  12  6.45464e+08
0  13  9.15863e+08
0  14  9.76617e+08
0  15  8.75097e+08
0  16  8.13779e+08
0  17  9.01803e+08
0  18  8.75498e+08
0  19  9.5251e+08
0  20  9.93431e+08
0  21  1.03532e+09
0  22  9.79908e+08
0  23  7.91527e+08
0  24  8.8516e+08
0  25  8.35157e+08
0  26  8.40013e+08
0  27  8.75685e+08
0  28  9.53712e+08
0  29  9.02056e+08
0  30  8.56933e+08
0  31  8.64293e+08
0  32  9.86122e+08
0  33  9.194e+08
0  34  8.26256e+08
0  35  8.96178e+08
0  36  8.99749e+08
0  37  8.50042e+08
0  38  1.06512e+09
0  39  9.545e+08
0  40  9.45089e+08
0  41  9.16561e+08
0  42  9.82615e+08
0  43  1.12902e+09
0  44  1.13903e+09
0  45  1.11442e+09
0  46  9.37914e+08
0  47  8.98323e+08
0  48  9.11378e+08
0  49  8.14185e+08
0  50  8.64544e+08
0  51  1.04246e+09
0  52  8.5422e+08
0  53  7.58945e+08
0  54  8.01721e+08
0  55  7.68535e+08
0  56  8.1466e+08
0  57  7.96833e+08
0  58  7.56858e+08
0  59  6.92778e+08
0  60  6.33225e+08
0  61  7.46645e+08
0  62  6.84413e+08
0  63  6.27322e+08
0  64  7.39314e+08
0  65  7.81015e+08
0  66  7.43728e+08
0  67  9.31629e+08
0  68  9.58509e+08
0  69  9.72561e+08
0  70  8.46519e+08
0  71  9.30948e+08
0  72  9.52699e+08
0  73  9.02611e+08
0  74  9.07803e+08
0  75  8.08132e+08
0  76  8.56302e+08
0  77  8.26933e+08
0  78  7.67148e+08
0  79  8.79499e+08
0  80  7.90224e+08
0  81  7.54536e+08
0  82  7.80127e+08
0  83  8.11021e+08
0  84  8.29403e+08
0  85  8.34315e+08
0  86  8.01044e+08
0  87  7.71674e+08
0  88  8.50029e+08
0  89  7.92458e+08
0  90  8.36229e+08
0  91  8.01363e+08
0  92  9.08741e+08
0  93  8.70107e+08
0  94  8.39162e+08
0  95  7.85294e+08
0  96  8.25829e+08
0  97  7.86146e+08
0  98  6.43624e+08
0  99  8.58157e+08
0  100  8.67091e+08
1  0  4.06593e+08
1  1  6.64616e+08
1  2  7.87727e+08
1  3  7.20738e+08
1  4  7.36363e+08
1  5  8.76574e+08
1  6  9.11372e+08
1  7  8.82618e+08
1  8  8.5587e+08
1  9  8.27069e+08
1  10  8.38294e+08
1  11  7.30411e+08
1  12  7.96604e+08
1  13  9.68244e+08
1  14  9.73392e+08
1  15  9.39724e+08
1  16  9.64544e+08
1  17  9.8307e+08
1  18  8.64023e+08
1  19  9.08434e+08
1  20  1.01063e+09
1  21  9.40786e+08
1  22  9.72381e+08
1  23  8.88482e+08
1  24  8.26791e+08
1  25  8.31623e+08
1  26  7.73196e+08
1  27  7.33794e+08
1  28  7.85677e+08
1  29  8.05942e+08
1  30  7.92455e+08
1  31  8.7806e+08
