row  column  (images_15_227.edf K-K*images_15_227.edf Ar-K**2.3)
6  19  1.70211e+07
6  20  1.52957e+07
6  21  1.12506e+07
6  22  2.70635e+07
6  23  1.93061e+07
6  24  0
6  25  0
6  26  0
6  27  0
6  28  9.60129e+06
6  29  9.43274e+06
6  30  0
6  31  1.84268e+07
6  32  1.707e+07
6  33  1.47947e+07
6  34  0
6  35  1.07068e+07
6  36  1.64435e+07
6  37  0
6  38  0
6  39  1.22161e+07
6  40  0
6  41  0
6  42  0
6  43  0
6  44  0
6  45  1.72099e+07
6  46  0
6  47  0
6  48  0
6  49  0
6  50  0
6  51  9.57816e+06
6  52  9.57857e+06
6  53  0
6  54  1.03971e+07
6  55  0
6  56  0
6  57  0
6  58  0
6  59  0
6  60  0
6  61  0
6  62  0
6  63  9.22099e+06
6  64  0
6  65  1.32615e+07
6  66  0
6  67  1.0213e+07
6  68  0
6  69  1.72727e+07
6  70  1.48242e+07
6  71  0
6  72  0
6  73  2.23212e+07
6  74  1.33558e+07
6  75  1.13333e+07
6  76  1.82453e+07
6  77  2.60776e+07
6  78  1.60924e+07
6  79  0
6  80  0
6  81  0
6  82  0
6  83  0
6  84  2.31339e+07
6  85  0
6  86  2.11104e+07
6  87  0
6  88  0
6  89  0
6  90  0
6  91  0
6  92  0
6  93  0
6  94  0
6  95  0
6  96  0
6  97  0
6  98  1.6097e+07
6  99  0
6  100  0
7  0  9.5339e+06
7  1  1.8218e+07
7  2  2.0698e+07
7  3  6.54135e+06
7  4  1.7651e+07
7  5  2.49712e+07
7  6  2.38934e+07
7  7  1.13378e+07
7  8  1.09222e+07
7  9  0
7  10  7.51532e+06
7  11  0
7  12  0
7  13  0
7  14  7.09799e+06
7  15  0
7  16  9.07512e+06
7  17  0
7  18  1.03038e+07
7  19  0
7  20  0
7  21  1.30976e+07
7  22  2.51701e+07
7  23  1.60489e+07
7  24  0
7  25  0
7  26  0
7  27  9.69418e+06
7  28  1.28953e+07
7  29  1.13419e+07
7  30  0
7  31  0
7  32  9.9355e+06
7  33  2.76645e+07
7  34  1.49543e+07
7  35  0
7  36  1.96499e+07
7  37  0
7  38  9.70251e+06
7  39  2.45598e+07
7  40  0
7  41  0
7  42  0
7  43  0
7  44  0
7  45  0
7  46  0
7  47  0
7  48  0
7  49  1.45263e+07
7  50  1.11066e+07
7  51  0
7  52  0
7  53  0
7  54  0
7  55  0
7  56  1.22941e+07
7  57  0
7  58  0
7  59  0
7  60  0
7  61  0
7  62  1.29837e+07
7  63  0
7  64  0
7  65  0
7  66  0
7  67  0
7  68  0
7  69  0
7  70  0
7  71  1.16325e+07
7  72  0
7  73  9.53429e+06
7  74  1.19644e+07
7  75  0
7  76  0
7  77  0
7  78  0
7  79  0
7  80  1.34759e+07
7  81  0
7  82  1.63031e+07
7  83  0
7  84  8.86652e+06
7  85  1.22222e+07
7  86  1.34753e+07
7  87  0
7  88  0
7  89  1.82952e+07
7  90  0
7  91  0
7  92  0
7  93  0
7  94  0
7  95  0
7  96  0
7  97  0
7  98  0
7  99  0
7  100  0
8  0  7.48255e+06
8  1  1.57202e+07
8  2  1.65711e+07
8  3  9.66112e+06
8  4  0
8  5  1.59441e+07
8  6  1.39805e+07
8  7  1.42312e+07
8  8  0
8  9  0
8  10  0
8  11  1.03071e+07
8  12  0
8  13  0
8  14  0
8  15  9.12782e+06
8  16  1.70824e+07
8  17  9.03424e+06
8  18  1.21061e+07
8  19  9.4485e+06
8  20  8.55458e+06
8  21  0
8  22  2.38575e+07
8  23  0
8  24  1.18364e+07
8  25  1.41621e+07
8  26  0
8  27  1.02725e+07
8  28  1.01307e+07
8  29  9.67756e+06
8  30  0
8  31  0
8  32  1.26852e+07
8  33  2.1428e+07
8  34  1.2264e+07
8  35  0
8  36  0
8  37  2.00641e+07
8  38  0
8  39  7.57543e+06
8  40  0
8  41  0
8  42  0
8  43  1.26148e+07
8  44  0
8  45  0
8  46  8.18631e+06
8  47  0
8  48  1.09092e+07
8  49  0
8  50  0
8  51  0
8  52  0
8  53  0
8  54  1.26252e+07
8  55  1.2066e+07
8  56  0
8  57  2.27918e+07
8  58  0
8  59  0
8  60  0
8  61  0
8  62  0
8  63  9.39092e+06
8  64  0
8  65  0
8  66  0
8  67  1.25946e+07
8  68  0
8  69  1.86397e+07
8  70  1.68839e+07
8  71  0
8  72  2.10878e+07
8  73  0
8  74  0
8  75  0
8  76  9.637e+06
8  77  0
8  78  0
8  79  0
8  80  0
8  81  0
8  82  1.76213e+07
8  83  1.60816e+07
8  84  1.74909e+07
8  85  1.74159e+07
8  86  1.34125e+07
8  87  1.01725e+07
8  88  0
8  89  0
8  90  1.97757e+07
8  91  0
8  92  0
8  93  0
8  94  0
8  95  0
8  96  1.76385e+07
8  97  0
8  98  0
8  99  0
8  100  0
9  0  9.81935e+06
9  1  1.35324e+07
9  2  0
9  3  1.76658e+07
9  4  1.48061e+07
9  5  0
9  6  1.03331e+07
9  7  1.14545e+07
9  8  0
9  9  0
9  10  8.95134e+06
9  11  9.51191e+06
9  12  0
9  13  9.98524e+06
9  14  0
9  15  0
9  16  2.16149e+07
9  17  0
9  18  1.47017e+07
9  19  1.12609e+07
9  20  1.82026e+07
9  21  1.09465e+07
9  22  0
9  23  1.09876e+07
9  24  9.15864e+06
9  25  9.65002e+06
9  26  1.07336e+07
9  27  9.69512e+06
9  28  1.87347e+07
9  29  1.06468e+07
9  30  0
9  31  0
9  32  1.0698e+07
9  33  1.3582e+07
9  34  1.11248e+07
9  35  1.06702e+07
9  36  0
9  37  8.03746e+06
9  38  1.22071e+07
9  39  0
9  40  0
9  41  0
9  42  9.61756e+06
9  43  0
9  44  0
9  45  0
9  46  0
9  47  0
9  48  1.02863e+07
9  49  8.25433e+06
9  50  1.70704e+07
9  51  0
9  52  0
9  53  0
9  54  0
9  55  0
9  56  0
9  57  0
9  58  0
9  59  0
9  60  1.75621e+07
9  61  0
9  62  0
9  63  9.85873e+06
9  64  0
9  65  9.50579e+06
9  66  1.84524e+07
9  67  0
9  68  0
9  69  0
9  70  0
9  71  2.47626e+07
9  72  1.31897e+07
9  73  0
9  74  1.33571e+07
9  75  1.26192e+07
9  76  0
9  77  1.77894e+07
9  78  0
9  79  2.11633e+07
9  80  2.53751e+07
9  81  0
9  82  0
9  83  2.72614e+07
9  84  0
9  85  0
9  86  1.12658e+07
9  87  0
9  88  0
9  89  1.36934e+07
9  90  0
9  91  0
9  92  0
9  93  0
9  94  0
9  95  0
9  96  0
9  97  0
9  98  0
9  99  0
9  100  0
10  0  2.04944e+07
10  1  1.62189e+07
10  2  1.38851e+07
10  3  2.27755e+07
10  4  2.55941e+07
10  5  8.94699e+06
10  6  0
10  7  8.06144e+06
10  8  0
10  9  1.32104e+07
10  10  0
10  11  0
10  12  0
10  13  0
10  14  0
10  15  1.55369e+07
10  16  0
10  17  0
10  18  0
10  19  2.29099e+07
10  20  1.70953e+07
10  21  0
10  22  0
10  23  1.17916e+07
10  24  7.40536e+06
10  25  1.13109e+07
10  26  0
10  27  9.88591e+06
10  28  1.24985e+07
10  29  1.15107e+07
10  30  0
10  31  0
10  32  7.85618e+06
10  33  1.6611e+07
10  34  1.54828e+07
10  35  1.16376e+07
10  36  0
10  37  0
10  38  0
10  39  0
10  40  1.13445e+07
10  41  1.39766e+07
10  42  0
10  43  0
10  44  8.36426e+06
10  45  0
10  46  0
10  47  0
10  48  1.04062e+07
10  49  0
10  50  0
10  51  1.03266e+07
10  52  0
10  53  1.54975e+07
10  54  0
10  55  1.18842e+07
10  56  0
10  57  0
10  58  0
10  59  0
10  60  0
10  61  0
10  62  0
10  63  0
10  64  0
10  65  1.48125e+07
10  66  7.8084e+06
10  67  1.22623e+07
10  68  1.48803e+07
10  69  1.88751e+07
10  70  0
10  71  1.48196e+07
10  72  0
10  73  2.32244e+07
10  74  0
10  75  0
10  76  0
10  77  1.51323e+07
10  78  0
10  79  0
10  80  1.49881e+07
10  81  0
10  82  1.03185e+07
10  83  0
10  84  1.16246e+07
10  85  0
10  86  1.00638e+07
10  87  1.165e+07
10  88  0
10  89  0
10  90  0
10  91  0
10  92  0
10  93  0
10  94  0
10  95  0
10  96  1.54737e+07
10  97  0
10  98  0
10  99  0
10  100  0
11  0  5.75596e+06
11  1  1.31671e+07
11  2  8.5653e+06
11  3  2.19756e+07
11  4  0
11  5  2.37655e+07
11  6  9.6838e+06
11  7  1.30188e+07
11  8  0
11  9  7.58694e+06
11  10  8.79435e+06
11  11  9.18846e+06
11  12  0
11  13  0
11  14  0
11  15  1.13906e+07
11  16  1.79404e+07
11  17  0
11  18  1.53693e+07
11  19  1.74218e+07
11  20  0
11  21  0
11  22  2.00349e+07
11  23  1.82238e+07
11  24  0
11  25  0
11  26  1.11062e+07
11  27  0
11  28  0
11  29  8.61012e+06
11  30  1.15482e+07
11  31  1.08569e+07
11  32  0
11  33  1.31107e+07
11  34  1.61888e+07
11  35  1.3744e+07
11  36  0
11  37  0
11  38  1.51434e+07
11  39  1.5619e+07
11  40  1.30639e+07
11  41  0
11  42  0
11  43  0
11  44  0
11  45  1.64831e+07
11  46  0
11  47  0
11  48  1.01861e+07
11  49  0
11  50  0
11  51  1.27259e+07
11  52  0
11  53  0
11  54  0
11  55  0
11  56  0
11  57  0
11  58  0
11  59  0
11  60  0
11  61  2.11474e+07
11  62  0
11  63  0
11  64  0
11  65  0
11  66  0
11  67  0
11  68  0
11  69  3.31766e+06
11  70  0
11  71  1.39006e+07
11  72  2.97832e+07
11  73  3.70346e+07
11  74  2.22086e+07
11  75  1.10369e+07
11  76  3.13168e+07
11  77  0
11  78  1.45385e+07
11  79  0
11  80  0
11  81  9.01736e+06
11  82  1.04138e+07
11  83  0
11  84  0
11  85  8.73036e+06
11  86  0
11  87  0
11  88  9.71288e+06
11  89  2.39794e+07
11  90  0
11  91  0
11  92  0
11  93  0
11  94  0
11  95  0
11  96  1.3032e+07
11  97  0
11  98  0
11  99  0
11  100  0
12  0  1.45568e+07
12  1  6.43277e+06
12  2  2.53395e+07
12  3  8.57375e+06
12  4  0
12  5  2.05101e+07
12  6  1.58807e+07
12  7  1.29415e+07
12  8  0
12  9  7.59262e+06
12  10  0
12  11  0
12  12  0
12  13  0
12  14  1.31243e+07
12  15  0
12  16  0
12  17  7.95346e+06
12  18  0
12  19  0
12  20  1.50766e+07
12  21  1.79673e+07
12  22  1.96854e+07
12  23  1.25199e+07
12  24  1.07916e+07
12  25  0
12  26  0
12  27  0
12  28  1.19579e+07
12  29  1.33598e+07
12  30  1.27281e+07
12  31  0
12  32  0
12  33  0
12  34  2.22226e+07
12  35  1.4645e+07
12  36  1.14469e+07
12  37  0
12  38  1.07963e+07
12  39  0
12  40  1.31162e+07
12  41  0
12  42  0
12  43  0
12  44  0
12  45  0
12  46  0
12  47  1.21286e+07
12  48  0
12  49  0
12  50  0
12  51  0
12  52  0
12  53  0
12  54  0
12  55  0
12  56  0
12  57  0
12  58  1.0142e+07
12  59  0
12  60  0
12  61  0
12  62  0
12  63  0
12  64  0
12  65  1.34192e+07
12  66  0
12  67  2.09091e+07
12  68  0
12  69  1.68288e+07
12  70  1.68275e+07
12  71  0
12  72  2.90125e+07
12  73  1.82872e+07
12  74  0
12  75  0
12  76  0
12  77  0
12  78  0
12  79  8.84307e+06
12  80  2.23601e+07
12  81  0
12  82  1.78006e+07
12  83  0
12  84  0
12  85  9.00646e+06
12  86  2.28598e+07
12  87  1.31575e+07
12  88  0
12  89  9.26635e+06
12  90  0
12  91  0
12  92  0
12  93  0
12  94  0
12  95  0
12  96  0
12  97  0
12  98  0
12  99  0
12  100  0
13  0  0
13  1  0
13  2  1.48078e+07
13  3  9.92848e+06
13  4  1.53709e+07
13  5  0
13  6  1.47124e+07
13  7  9.33883e+06
13  8  0
13  9  0
13  10  0
13  11  0
13  12  1.03968e+07
13  13  1.41594e+07
13  14  0
13  15  8.93096e+06
13  16  7.64395e+06
13  17  1.66777e+07
13  18  2.5482e+07
13  19  0
13  20  1.78286e+07
13  21  1.39834e+07
13  22  1.51643e+07
13  23  1.62891e+07
13  24  1.31504e+07
13  25  0
13  26  0
13  27  8.61429e+06
13  28  1.97883e+07
13  29  0
13  30  1.56934e+06
13  31  1.53419e+07
13  32  1.99628e+07
13  33  0
13  34  1.48805e+07
13  35  0
13  36  1.25223e+07
13  37  1.74995e+07
13  38  0
13  39  0
13  40  0
13  41  0
13  42  0
13  43  1.1887e+07
13  44  0
13  45  0
13  46  1.44485e+07
13  47  0
13  48  0
13  49  2.02369e+07
13  50  0
13  51  1.08959e+07
13  52  0
13  53  0
13  54  0
13  55  0
13  56  0
13  57  0
13  58  0
13  59  0
13  60  0
13  61  0
13  62  0
13  63  0
13  64  0
13  65  0
13  66  0
13  67  0
13  68  7.799e+06
13  69  1.22387e+07
13  70  1.83354e+07
13  71  2.08819e+07
13  72  3.7701e+07
13  73  1.14027e+07
13  74  1.49194e+07
13  75  0
13  76  0
13  77  0
13  78  1.47535e+07
13  79  1.10275e+07
13  80  0
13  81  0
13  82  1.7223e+07
13  83  0
13  84  0
13  85  1.60198e+07
13  86  0
13  87  1.13907e+07
13  88  0
13  89  0
13  90  1.464e+07
13  91  0
13  92  0
13  93  0
13  94  0
13  95  9.65748e+06
13  96  0
13  97  1.46053e+07
13  98  0
13  99  0
13  100  0
14  0  2.10953e+07
14  1  1.27761e+07
14  2  2.51453e+07
14  3  1.46626e+07
14  4  7.40671e+06
14  5  0
14  6  0
14  7  1.26743e+07
14  8  1.7757e+07
14  9  0
14  10  8.88691e+06
14  11  7.721e+06
14  12  1.32986e+07
14  13  1.06477e+07
14  14  1.76266e+07
14  15  0
14  16  2.25272e+07
14  17  1.17688e+07
14  18  1.53459e+07
14  19  0
14  20  2.18726e+07
14  21  1.82949e+07
14  22  2.22153e+07
14  23  8.71598e+06
14  24  0
14  25  0
14  26  0
14  27  0
14  28  0
14  29  1.28736e+07
14  30  1.94275e+07
14  31  1.82074e+07
14  32  9.91673e+06
14  33  1.23349e+07
14  34  1.18999e+07
14  35  1.01281e+07
14  36  1.16714e+07
14  37  0
14  38  0
14  39  1.6836e+07
14  40  1.56446e+07
14  41  1.43269e+07
14  42  9.21629e+06
14  43  0
14  44  0
14  45  0
14  46  0
14  47  0
14  48  9.95839e+06
14  49  0
14  50  0
14  51  0
14  52  0
14  53  0
14  54  0
14  55  0
14  56  0
14  57  0
14  58  0
14  59  1.01583e+07
14  60  8.92296e+06
14  61  1.0911e+07
14  62  0
14  63  1.90614e+07
14  64  0
14  65  0
14  66  1.08778e+07
14  67  1.17177e+07
14  68  1.02582e+07
14  69  0
14  70  1.61229e+07
14  71  0
14  72  3.74448e+07
14  73  1.18663e+07
14  74  1.78327e+07
14  75  0
14  76  0
14  77  0
14  78  1.74586e+07
14  79  1.89361e+07
14  80  2.47712e+07
14  81  1.97194e+07
14  82  0
14  83  0
14  84  1.30894e+07
14  85  0
14  86  0
14  87  0
14  88  0
14  89  0
14  90  0
14  91  0
14  92  0
14  93  0
14  94  0
14  95  0
14  96  0
14  97  0
14  98  0
14  99  0
14  100  0
15  0  1.24995e+07
15  1  1.88624e+07
15  2  9.36856e+06
15  3  9.03204e+06
15  4  1.29363e+07
15  5  0
15  6  1.81989e+07
15  7  8.95125e+06
15  8  1.05129e+07
15  9  1.2738e+07
15  10  0
15  11  0
15  12  1.04865e+07
15  13  1.53427e+07
15  14  1.38517e+07
15  15  1.34545e+07
15  16  1.82351e+07
15  17  0
15  18  0
15  19  0
15  20  0
15  21  1.10651e+07
15  22  1.48297e+07
15  23  1.11442e+07
15  24  1.01959e+07
15  25  1.24621e+07
15  26  0
15  27  0
15  28  0
15  29  2.25741e+07
15  30  0
15  31  1.23549e+07
15  32  1.92763e+07
15  33  1.26533e+07
15  34  2.00265e+07
15  35  1.57914e+07
15  36  0
15  37  0
15  38  7.11237e+06
15  39  1.32828e+07
15  40  0
15  41  0
15  42  1.24252e+07
15  43  0
15  44  0
15  45  0
15  46  8.62449e+06
15  47  0
15  48  0
15  49  0
15  50  1.18046e+07
15  51  0
15  52  0
15  53  0
15  54  1.4065e+07
15  55  0
15  56  0
15  57  0
15  58  8.51817e+06
15  59  0
15  60  0
15  61  1.63396e+07
15  62  1.54298e+07
15  63  1.36996e+07
15  64  0
15  65  0
15  66  0
15  67  8.70092e+06
15  68  0
15  69  1.0705e+07
15  70  1.37696e+07
15  71  1.5548e+07
15  72  1.42047e+07
15  73  0
15  74  0
15  75  9.90108e+06
15  76  0
15  77  0
15  78  0
15  79  9.29257e+06
15  80  9.78088e+06
15  81  0
15  82  1.65399e+07
15  83  1.31992e+07
15  84  0
15  85  0
15  86  0
