row  column  (images_15_227.edf S-K*images_15_227.edf Ar-K**2.3)
3  10  2.61946e+07
3  11  1.93692e+07
3  12  1.93507e+07
3  13  1.90609e+07
3  14  2.89562e+07
3  15  2.00726e+07
3  16  2.25179e+07
3  17  2.07968e+07
3  18  2.30677e+07
3  19  2.69516e+07
3  20  2.29863e+07
3  21  1.86524e+07
3  22  2.5823e+07
3  23  1.27265e+07
3  24  3.71495e+07
3  25  3.25111e+07
3  26  3.44775e+07
3  27  3.30187e+07
3  28  2.4157e+07
3  29  3.77148e+07
3  30  1.76186e+07
3  31  2.06176e+07
3  32  2.77513e+07
3  33  1.90625e+07
3  34  1.98569e+07
3  35  3.03193e+07
3  36  4.01253e+07
3  37  3.19958e+07
3  38  3.6189e+07
3  39  2.09305e+07
3  40  4.32147e+07
3  41  1.80478e+07
3  42  2.37447e+07
3  43  4.01547e+07
3  44  2.94403e+07
3  45  2.18567e+07
3  46  1.67657e+07
3  47  3.49945e+07
3  48  1.96235e+07
3  49  2.17549e+07
3  50  2.54546e+07
3  51  2.2108e+07
3  52  2.8679e+07
3  53  2.9515e+07
3  54  3.63001e+07
3  55  2.56939e+07
3  56  3.17963e+07
3  57  3.43949e+07
3  58  3.29885e+07
3  59  2.78929e+07
3  60  3.14135e+07
3  61  3.39527e+07
3  62  2.77478e+07
3  63  2.91692e+07
3  64  3.52032e+07
3  65  3.92588e+07
3  66  3.69367e+07
3  67  5.03699e+07
3  68  7.35917e+07
3  69  8.13348e+07
3  70  4.97791e+07
3  71  4.80877e+07
3  72  5.31956e+07
3  73  3.99919e+07
3  74  3.02341e+07
3  75  2.48773e+07
3  76  4.05479e+07
3  77  3.34003e+07
3  78  2.4439e+07
3  79  2.30388e+07
3  80  2.87501e+07
3  81  1.99723e+07
3  82  3.09257e+07
3  83  2.79634e+07
3  84  3.15826e+07
3  85  3.66555e+07
3  86  3.98148e+07
3  87  4.0029e+07
3  88  4.75232e+07
3  89  5.23584e+07
3  90  4.2517e+07
3  91  4.5424e+07
3  92  4.25198e+07
3  93  5.04578e+07
3  94  5.24086e+07
3  95  6.79646e+07
3  96  4.59643e+07
3  97  2.86755e+07
3  98  3.32922e+07
3  99  2.89394e+07
3  100  4.20413e+07
4  0  0
4  1  0
4  2  0
4  3  0
4  4  1.43064e+07
4  5  1.13176e+07
4  6  1.83654e+07
4  7  7.61025e+06
4  8  2.42005e+07
4  9  2.54997e+07
4  10  2.25143e+07
4  11  2.47422e+07
4  12  1.70003e+07
4  13  1.94396e+07
4  14  2.07863e+07
4  15  4.08962e+07
4  16  2.71294e+07
4  17  2.94013e+07
4  18  1.6983e+07
4  19  2.01154e+07
4  20  4.09706e+07
4  21  2.24049e+07
4  22  1.43121e+07
4  23  3.36901e+07
4  24  1.84911e+07
4  25  3.12065e+07
4  26  3.9352e+07
4  27  3.30025e+07
4  28  1.85335e+07
4  29  1.73792e+07
4  30  2.31267e+07
4  31  2.64365e+07
4  32  2.38121e+07
4  33  2.22393e+07
4  34  2.48304e+07
4  35  3.23901e+07
4  36  2.70731e+07
4  37  3.21715e+07
4  38  2.43473e+07
4  39  2.93432e+07
4  40  1.92776e+07
4  41  2.90439e+07
4  42  2.55382e+07
4  43  3.7398e+07
4  44  2.76803e+07
4  45  1.62547e+07
4  46  3.23622e+07
4  47  2.27886e+07
4  48  1.3501e+07
4  49  2.76578e+07
4  50  3.6746e+07
4  51  3.20356e+07
4  52  3.39691e+07
4  53  2.83385e+07
4  54  1.74637e+07
4  55  2.66914e+07
4  56  1.54988e+07
4  57  2.92712e+07
4  58  3.84516e+07
4  59  2.85354e+07
4  60  2.22466e+07
4  61  4.5593e+07
4  62  2.93027e+07
4  63  3.46716e+07
4  64  4.39895e+07
4  65  3.34742e+07
4  66  3.75849e+07
4  67  4.53523e+07
4  68  6.10117e+07
4  69  5.27663e+07
4  70  5.99374e+07
4  71  4.9832e+07
4  72  6.58521e+07
4  73  4.07843e+07
4  74  3.548e+07
4  75  2.21829e+07
4  76  3.47377e+07
4  77  2.6984e+07
4  78  1.65403e+07
4  79  1.8513e+07
4  80  3.02784e+07
4  81  3.94505e+07
4  82  3.80234e+07
4  83  4.40742e+07
4  84  3.32712e+07
4  85  3.39442e+07
4  86  4.2334e+07
4  87  5.08299e+07
4  88  3.84948e+07
4  89  4.23768e+07
4  90  5.74409e+07
4  91  5.5249e+07
4  92  5.67514e+07
4  93  5.84043e+07
4  94  4.73753e+07
4  95  6.46682e+07
4  96  5.27392e+07
4  97  4.39106e+07
4  98  3.53486e+07
4  99  4.69583e+07
4  100  4.43493e+07
5  0  0
5  1  5.25823e+06
5  2  0
5  3  9.56369e+06
5  4  1.05624e+07
5  5  1.95885e+07
5  6  1.91524e+07
5  7  1.10355e+07
5  8  2.18546e+07
5  9  2.29478e+07
5  10  2.2303e+07
5  11  2.21272e+07
5  12  2.97925e+07
5  13  2.79327e+07
5  14  3.42518e+07
5  15  2.92851e+07
5  16  2.0244e+07
5  17  2.14379e+07
5  18  1.51148e+07
5  19  2.63143e+07
5  20  1.78776e+07
5  21  2.31712e+07
5  22  1.69837e+07
5  23  2.86735e+07
5  24  3.54154e+07
5  25  2.73535e+07
5  26  3.60219e+07
5  27  2.79443e+07
5  28  2.5075e+07
5  29  2.41106e+07
5  30  3.35141e+07
5  31  2.0117e+07
5  32  4.00907e+07
5  33  3.04794e+07
5  34  3.01005e+07
5  35  4.52425e+07
5  36  3.26371e+07
5  37  3.5016e+07
5  38  3.05623e+07
5  39  2.86243e+07
5  40  1.51466e+07
5  41  3.33912e+07
5  42  2.8237e+07
5  43  2.38754e+07
5  44  1.84752e+07
5  45  1.4253e+07
5  46  1.24637e+07
5  47  2.6566e+07
5  48  2.69467e+07
5  49  3.27842e+07
5  50  1.92052e+07
5  51  2.17674e+07
5  52  2.39079e+07
5  53  2.38987e+07
5  54  1.58101e+07
5  55  2.05273e+07
5  56  2.31154e+07
5  57  2.60624e+07
5  58  2.35475e+07
5  59  2.99772e+07
5  60  2.92124e+07
5  61  2.23944e+07
5  62  2.34117e+07
5  63  3.77662e+07
5  64  4.07173e+07
5  65  3.68188e+07
5  66  3.84863e+07
5  67  3.78179e+07
5  68  7.4495e+07
5  69  4.76064e+07
5  70  5.34737e+07
5  71  7.02906e+07
5  72  4.30166e+07
5  73  4.62077e+07
5  74  4.16534e+07
5  75  2.49061e+07
5  76  3.01439e+07
5  77  3.18984e+07
5  78  2.73803e+07
5  79  2.68728e+07
5  80  3.91757e+07
5  81  3.88863e+07
5  82  2.96487e+07
5  83  3.24502e+07
5  84  4.31719e+07
5  85  3.42344e+07
5  86  5.97569e+07
5  87  5.13979e+07
5  88  5.16722e+07
5  89  6.09764e+07
5  90  3.60047e+07
5  91  4.54297e+07
5  92  6.07083e+07
5  93  5.18963e+07
5  94  4.10026e+07
5  95  6.7862e+07
5  96  6.21885e+07
5  97  3.838e+07
5  98  3.61142e+07
5  99  4.47985e+07
5  100  5.42443e+07
6  0  0
6  1  0
6  2  6.94478e+06
6  3  9.77602e+06
6  4  1.10704e+07
6  5  1.46443e+07
6  6  1.50436e+07
6  7  2.12172e+07
6  8  1.80818e+07
6  9  2.8138e+07
6  10  2.22589e+07
6  11  2.73741e+07
6  12  1.65382e+07
6  13  3.07907e+07
6  14  3.15544e+07
6  15  2.68699e+07
6  16  2.50877e+07
6  17  2.6564e+07
6  18  3.51728e+07
6  19  3.15643e+07
6  20  2.89894e+07
6  21  2.07701e+07
6  22  3.10826e+07
6  23  2.62451e+07
6  24  3.83871e+07
6  25  3.16648e+07
6  26  4.2565e+07
6  27  2.51912e+07
6  28  3.69901e+07
6  29  2.56232e+07
6  30  2.38565e+07
6  31  2.73769e+07
6  32  2.31832e+07
6  33  2.96412e+07
6  34  2.99346e+07
6  35  4.09584e+07
6  36  2.41976e+07
6  37  2.62822e+07
6  38  2.33323e+07
6  39  2.17942e+07
6  40  3.3803e+07
6  41  2.13795e+07
6  42  3.16595e+07
6  43  1.71498e+07
6  44  3.1086e+07
6  45  3.01404e+07
6  46  2.72093e+07
6  47  1.34353e+07
6  48  1.35964e+07
6  49  4.25285e+07
6  50  2.61464e+07
6  51  2.53224e+07
6  52  1.74335e+07
6  53  1.86097e+07
6  54  2.04202e+07
6  55  2.09349e+07
6  56  2.40421e+07
6  57  2.39895e+07
6  58  2.75515e+07
6  59  3.66623e+07
6  60  3.64686e+07
6  61  3.60055e+07
6  62  2.76539e+07
6  63  2.64812e+07
6  64  3.82052e+07
6  65  3.31846e+07
6  66  3.94596e+07
6  67  4.18991e+07
6  68  3.96896e+07
6  69  4.96559e+07
6  70  5.39734e+07
6  71  8.00296e+07
6  72  6.49328e+07
6  73  6.42075e+07
6  74  4.57482e+07
6  75  3.6196e+07
6  76  3.49453e+07
6  77  2.35815e+07
6  78  2.84058e+07
6  79  2.94638e+07
6  80  2.56731e+07
6  81  2.95801e+07
6  82  3.23284e+07
6  83  2.32547e+07
6  84  3.38985e+07
6  85  3.73997e+07
6  86  4.58666e+07
6  87  4.92058e+07
6  88  4.19309e+07
6  89  4.15282e+07
6  90  3.62433e+07
6  91  5.84476e+07
6  92  4.07148e+07
6  93  4.25991e+07
6  94  5.58338e+07
6  95  5.4889e+07
6  96  4.12472e+07
6  97  3.25549e+07
6  98  4.41576e+07
6  99  7.33171e+07
6  100  3.35249e+07
7  0  0
7  1  0
7  2  1.17804e+07
7  3  1.47762e+07
7  4  9.21847e+06
7  5  1.65156e+07
7  6  2.52769e+07
7  7  7.98159e+06
7  8  2.88219e+07
7  9  2.62128e+07
7  10  3.21937e+07
7  11  2.0101e+07
7  12  1.40745e+07
7  13  2.79258e+07
7  14  4.41497e+07
7  15  2.82149e+07
7  16  3.70784e+07
7  17  2.54248e+07
7  18  1.69808e+07
7  19  3.24046e+07
7  20  3.66012e+07
7  21  2.46612e+07
7  22  1.78165e+07
7  23  3.89002e+07
7  24  3.13016e+07
7  25  2.63437e+07
7  26  3.8264e+07
7  27  2.83141e+07
7  28  2.96332e+07
7  29  2.48894e+07
7  30  2.40869e+07
7  31  3.53282e+07
7  32  3.29888e+07
7  33  1.36869e+07
7  34  2.99824e+07
7  35  3.79508e+07
7  36  2.81335e+07
7  37  2.84908e+07
7  38  2.4355e+07
7  39  2.87149e+07
7  40  2.76162e+07
7  41  3.28211e+07
7  42  1.74242e+07
7  43  2.62316e+07
7  44  2.99656e+07
7  45  1.20126e+07
7  46  1.98778e+07
7  47  2.69629e+07
7  48  1.60468e+07
7  49  3.35681e+07
7  50  1.69513e+07
7  51  1.75772e+07
7  52  2.86679e+07
7  53  2.17376e+07
7  54  2.00231e+07
7  55  1.71647e+07
7  56  2.51429e+07
7  57  2.77331e+07
7  58  2.62661e+07
7  59  2.5214e+07
7  60  2.51485e+07
7  61  3.31446e+07
7  62  2.45524e+07
7  63  3.18706e+07
7  64  3.72576e+07
7  65  4.10577e+07
7  66  4.58637e+07
7  67  3.75825e+07
7  68  3.63878e+07
7  69  4.97709e+07
7  70  5.24116e+07
7  71  5.13862e+07
7  72  7.52315e+07
7  73  5.35591e+07
7  74  3.63005e+07
7  75  3.55098e+07
7  76  3.71392e+07
7  77  3.20566e+07
7  78  2.4772e+07
7  79  3.61279e+07
7  80  2.25294e+07
7  81  1.59674e+07
7  82  3.23008e+07
7  83  3.08944e+07
7  84  4.10098e+07
7  85  4.11723e+07
7  86  4.65765e+07
7  87  4.14482e+07
7  88  4.21405e+07
7  89  4.86549e+07
7  90  4.77015e+07
7  91  5.6661e+07
7  92  5.96264e+07
7  93  4.64265e+07
7  94  7.20404e+07
7  95  5.77055e+07
7  96  5.01268e+07
7  97  3.82733e+07
7  98  4.33861e+07
7  99  5.17703e+07
7  100  4.80151e+07
8  0  0
8  1  0
8  2  0
8  3  5.51948e+06
8  4  1.57338e+07
8  5  9.80486e+06
8  6  1.63545e+07
8  7  1.84199e+07
8  8  1.23433e+07
8  9  2.85297e+07
8  10  2.68353e+07
8  11  2.46877e+07
8  12  1.81123e+07
8  13  2.5308e+07
8  14  4.06074e+07
8  15  3.36754e+07
8  16  2.04788e+07
8  17  2.09697e+07
8  18  3.57874e+07
8  19  3.64649e+07
8  20  3.83828e+07
8  21  2.79906e+07
8  22  1.8989e+07
8  23  3.1344e+07
8  24  3.14953e+07
8  25  2.39744e+07
8  26  4.04587e+07
8  27  2.93108e+07
8  28  2.17237e+07
8  29  1.57241e+07
8  30  1.69755e+07
8  31  2.09073e+07
8  32  2.23956e+07
8  33  3.09369e+07
8  34  3.79291e+07
8  35  2.68131e+07
8  36  3.16152e+07
8  37  2.5411e+07
8  38  2.61134e+07
8  39  2.03467e+07
8  40  2.65516e+07
8  41  2.83306e+07
8  42  2.96811e+07
8  43  2.61749e+07
8  44  1.0045e+07
8  45  2.02493e+07
8  46  9.36264e+06
8  47  3.17789e+07
8  48  9.38547e+06
8  49  1.10938e+07
8  50  1.61451e+07
8  51  1.27889e+07
8  52  9.48058e+06
8  53  2.70939e+07
8  54  1.06238e+07
8  55  2.34252e+07
8  56  2.22785e+07
8  57  1.63511e+07
8  58  2.10528e+07
8  59  2.391e+07
8  60  2.73218e+07
8  61  2.96836e+07
8  62  3.12182e+07
8  63  3.81145e+07
8  64  3.16858e+07
8  65  1.67723e+07
8  66  3.90115e+07
8  67  4.51043e+07
8  68  4.67823e+07
8  69  5.48755e+07
8  70  5.13679e+07
8  71  5.75958e+07
8  72  6.41498e+07
8  73  4.25683e+07
8  74  5.05311e+07
8  75  3.04736e+07
8  76  2.66534e+07
8  77  3.79346e+07
8  78  2.88119e+07
8  79  2.11807e+07
8  80  2.52757e+07
8  81  2.99681e+07
8  82  3.4645e+07
8  83  4.09349e+07
8  84  4.23722e+07
8  85  4.56303e+07
8  86  4.13062e+07
8  87  4.42457e+07
8  88  5.32254e+07
8  89  3.1763e+07
8  90  4.35311e+07
8  91  4.51562e+07
8  92  4.31836e+07
8  93  4.3109e+07
8  94  4.26784e+07
8  95  4.51398e+07
8  96  5.50432e+07
8  97  5.9112e+07
8  98  4.68456e+07
8  99  5.15528e+07
8  100  3.92191e+07
9  0  6.4051e+06
9  1  0
9  2  1.27086e+07
9  3  0
9  4  1.3522e+07
9  5  1.5104e+07
9  6  2.10205e+07
9  7  2.75755e+07
9  8  2.39204e+07
9  9  3.69411e+07
9  10  2.98763e+07
9  11  2.19224e+07
9  12  3.1693e+07
9  13  2.77549e+07
9  14  4.12767e+07
9  15  4.13179e+07
9  16  3.95846e+07
9  17  2.99862e+07
9  18  3.68921e+07
9  19  3.43909e+07
9  20  2.74215e+07
9  21  2.1136e+07
9  22  2.72661e+07
9  23  2.93393e+07
9  24  3.09079e+07
9  25  3.49962e+07
9  26  3.37568e+07
9  27  3.36789e+07
9  28  2.57031e+07
9  29  1.81908e+07
9  30  3.12258e+07
9  31  2.13583e+07
9  32  2.23013e+07
9  33  2.63281e+07
9  34  1.88624e+07
9  35  3.24513e+07
9  36  1.92763e+07
9  37  2.24448e+07
9  38  3.10331e+07
9  39  3.2676e+07
9  40  2.87556e+07
9  41  2.4113e+07
9  42  1.89329e+07
9  43  1.32066e+07
9  44  1.57021e+07
9  45  3.21459e+07
9  46  0
9  47  2.29225e+07
9  48  1.9691e+07
9  49  2.16673e+07
9  50  2.6979e+07
9  51  1.70328e+07
9  52  2.74189e+07
9  53  1.78812e+07
9  54  1.27664e+07
9  55  0
9  56  2.47912e+07
9  57  1.96819e+07
9  58  1.56803e+07
9  59  1.49634e+07
9  60  1.42475e+07
9  61  1.84652e+07
9  62  2.2591e+07
9  63  3.51644e+07
9  64  2.92208e+07
9  65  3.46525e+07
9  66  3.01606e+07
9  67  2.49838e+07
9  68  4.46392e+07
9  69  4.47452e+07
9  70  4.17722e+07
9  71  4.46532e+07
9  72  5.72468e+07
9  73  4.32424e+07
9  74  5.68918e+07
9  75  4.8305e+07
9  76  4.58679e+07
9  77  2.94506e+07
9  78  3.37332e+07
9  79  2.97161e+07
9  80  2.76577e+07
9  81  1.87766e+07
9  82  3.59493e+07
9  83  4.42609e+07
9  84  3.71646e+07
9  85  3.77835e+07
9  86  6.00855e+07
9  87  3.99916e+07
9  88  2.88344e+07
9  89  3.54457e+07
9  90  5.1985e+07
9  91  4.47811e+07
9  92  5.25909e+07
9  93  6.52856e+07
9  94  5.1518e+07
9  95  5.39502e+07
9  96  4.76918e+07
9  97  4.92501e+07
9  98  3.43193e+07
9  99  5.67815e+07
9  100  5.06123e+07
10  0  9.6813e+06
10  1  6.30623e+06
10  2  6.30005e+06
10  3  9.51442e+06
10  4  1.88227e+07
10  5  1.91971e+07
10  6  1.93016e+07
10  7  1.21583e+07
10  8  3.30875e+07
10  9  5.14643e+07
10  10  2.32367e+07
10  11  2.27391e+07
10  12  2.51829e+07
10  13  4.1461e+07
10  14  4.9104e+07
10  15  4.16907e+07
10  16  2.92943e+07
10  17  3.75637e+07
10  18  2.82898e+07
10  19  3.2882e+07
10  20  3.67489e+07
10  21  2.50462e+07
10  22  2.14377e+07
10  23  3.7664e+07
10  24  3.58001e+07
10  25  2.56054e+07
10  26  2.81005e+07
10  27  3.14004e+07
10  28  3.29513e+07
10  29  2.44315e+07
10  30  3.1985e+07
10  31  9.05692e+06
10  32  2.89887e+07
10  33  2.47819e+07
10  34  2.8041e+07
10  35  3.37464e+07
10  36  2.46809e+07
10  37  2.5842e+07
10  38  2.68555e+07
10  39  2.05794e+07
10  40  2.63584e+07
10  41  3.00562e+07
10  42  2.43063e+07
10  43  1.31379e+07
10  44  1.98657e+07
10  45  2.01068e+07
10  46  1.44672e+07
10  47  2.57565e+07
10  48  2.40324e+07
10  49  1.04366e+07
10  50  2.07099e+07
10  51  1.69433e+07
10  52  1.70544e+07
10  53  1.91859e+07
10  54  1.94731e+07
10  55  1.41857e+07
10  56  2.13544e+07
10  57  0
10  58  2.35403e+07
10  59  2.31622e+07
10  60  2.40221e+07
10  61  3.08398e+07
10  62  2.57447e+07
10  63  2.24764e+07
10  64  3.01847e+07
10  65  2.58901e+07
10  66  2.94974e+07
10  67  4.03447e+07
10  68  4.16525e+07
10  69  4.31073e+07
10  70  4.26361e+07
10  71  4.81012e+07
10  72  7.67904e+07
10  73  4.78756e+07
10  74  4.15879e+07
10  75  2.87704e+07
10  76  4.16899e+07
10  77  3.06325e+07
10  78  3.73735e+07
10  79  3.39943e+07
10  80  3.45624e+07
10  81  3.42133e+07
10  82  3.73025e+07
10  83  2.97344e+07
10  84  4.42396e+07
10  85  3.77139e+07
10  86  3.58346e+07
10  87  4.11711e+07
10  88  3.89137e+07
10  89  5.37616e+07
10  90  3.86003e+07
10  91  3.54165e+07
10  92  4.53486e+07
10  93  5.09358e+07
10  94  4.92352e+07
10  95  6.17557e+07
10  96  7.00293e+07
10  97  5.52461e+07
10  98  5.53418e+07
10  99  5.43837e+07
10  100  5.94716e+07
11  0  4.46342e+06
11  1  6.1955e+06
11  2  0
11  3  1.24e+07
11  4  0
11  5  1.8986e+07
11  6  7.67255e+06
11  7  1.83864e+07
11  8  2.38715e+07
11  9  4.1263e+07
11  10  3.1808e+07
11  11  2.60787e+07
11  12  2.79542e+07
11  13  3.66321e+07
11  14  6.20436e+07
11  15  3.69145e+07
11  16  3.43929e+07
11  17  4.08163e+07
11  18  2.98014e+07
11  19  3.91101e+07
11  20  3.86355e+07
11  21  2.10585e+07
11  22  2.67949e+07
11  23  1.88875e+07
11  24  2.43399e+07
11  25  2.80327e+07
11  26  2.94859e+07
11  27  3.64739e+07
11  28  2.8678e+07
11  29  3.19908e+07
11  30  2.5422e+07
11  31  1.87064e+07
11  32  1.2154e+07
11  33  1.79887e+07
11  34  1.80291e+07
11  35  4.2954e+07
11  36  2.18118e+07
11  37  2.54262e+07
11  38  2.89828e+07
11  39  2.69821e+07
11  40  2.4879e+07
11  41  4.6988e+07
11  42  1.87917e+07
11  43  2.15844e+07
11  44  1.82898e+07
11  45  2.15883e+07
11  46  7.30081e+06
11  47  1.27631e+07
11  48  3.12987e+07
11  49  2.09346e+07
11  50  2.01155e+07
11  51  1.7595e+07
11  52  2.08976e+07
11  53  2.05171e+07
11  54  2.20806e+07
11  55  0
11  56  9.77376e+06
11  57  2.20976e+07
11  58  1.18395e+07
11  59  2.58208e+07
11  60  2.35954e+07
11  61  2.64842e+07
11  62  1.54394e+07
11  63  3.40965e+07
11  64  4.3921e+07
