row  column  (images_6a.edf K-K*images_6a.edf Ar-K**2.3)
25  78  0
25  79  0
25  80  2.06118e+06
25  81  2.52777e+06
25  82  0
25  83  9.68188e+06
25  84  1.54339e+07
25  85  2.08161e+07
25  86  1.17548e+07
25  87  2.69498e+07
25  88  2.78666e+07
25  89  4.37612e+07
25  90  3.5172e+07
25  91  6.66318e+06
25  92  1.31447e+07
25  93  1.96468e+07
25  94  7.27838e+06
25  95  1.82945e+07
25  96  4.18428e+07
25  97  1.15133e+07
25  98  9.56355e+06
25  99  1.88589e+07
25  100  5.77697e+06
26  0  1.63268e+07
26  1  1.1331e+07
26  2  1.13269e+07
26  3  8.97351e+06
26  4  9.73497e+06
26  5  0
26  6  0
26  7  0
26  8  2.39886e+06
26  9  1.14562e+07
26  10  1.8682e+07
26  11  1.03656e+07
26  12  9.73983e+06
26  13  0
26  14  9.22135e+06
26  15  6.43423e+06
26  16  0
26  17  1.13212e+07
26  18  1.09409e+07
26  19  0
26  20  7.40792e+06
26  21  1.43289e+07
26  22  7.73771e+06
26  23  1.93637e+06
26  24  566215
26  25  0
26  26  1.37729e+06
26  27  1.0697e+07
26  28  0
26  29  0
26  30  1.3849e+07
26  31  7.41687e+06
26  32  4.75839e+06
26  33  0
26  34  9.78502e+06
26  35  2.12845e+07
26  36  2.3049e+07
26  37  2.44396e+07
26  38  1.13369e+07
26  39  1.8364e+07
26  40  0
26  41  7.68988e+06
26  42  1.25365e+07
26  43  3.54519e+07
26  44  3.70154e+07
26  45  4.79027e+07
26  46  1.3369e+08
26  47  5.01636e+07
26  48  0
26  49  2.01447e+07
26  50  3.05789e+07
26  51  2.17976e+07
26  52  1.64557e+06
26  53  1.74278e+07
26  54  1.03918e+07
26  55  2.61699e+07
26  56  1.8599e+07
26  57  6.54743e+06
26  58  1.62762e+07
26  59  2.72702e+07
26  60  1.60601e+06
26  61  1.18245e+07
26  62  1.25049e+07
26  63  0
26  64  1.04075e+07
26  65  1.56455e+07
26  66  1.39037e+07
26  67  1.33891e+07
26  68  7.98391e+06
26  69  1.95934e+07
26  70  1.45612e+07
26  71  1.09782e+07
26  72  8.73181e+06
26  73  4.02772e+06
26  74  1.46122e+07
26  75  0
26  76  2.03468e+07
26  77  0
26  78  2.07967e+07
26  79  2.34552e+07
26  80  0
26  81  9.76131e+06
26  82  1.72331e+07
26  83  1.49012e+07
26  84  460980
26  85  1.41996e+07
26  86  1.90461e+07
26  87  2.69856e+07
26  88  2.24326e+07
26  89  3.4054e+07
26  90  3.36885e+07
26  91  1.14806e+07
26  92  3.41223e+07
26  93  2.44468e+07
26  94  1.57667e+07
26  95  1.09858e+07
26  96  2.29092e+07
26  97  2.72093e+07
26  98  3.04773e+07
26  99  1.59622e+07
26  100  2.50617e+06
27  0  2.10705e+07
27  1  1.53954e+07
27  2  8.83908e+06
27  3  4.58321e+06
27  4  0
27  5  7.48436e+06
27  6  4.12396e+06
27  7  0
27  8  9.56594e+06
27  9  6.40073e+06
27  10  3.22068e+06
27  11  5.88067e+06
27  12  0
27  13  0
27  14  1.53411e+07
27  15  8.95016e+06
27  16  0
27  17  1.89423e+06
27  18  3.24309e+06
27  19  1.10129e+07
27  20  0
27  21  9.43962e+06
27  22  0
27  23  3.59776e+06
27  24  0
27  25  1.19233e+07
27  26  5.24358e+06
27  27  0
27  28  1.18274e+07
27  29  8.27403e+06
27  30  7.52693e+06
27  31  2.00656e+07
27  32  1.50605e+07
27  33  7.01519e+06
27  34  2.11267e+07
27  35  1.38922e+07
27  36  1.07888e+07
27  37  1.85713e+07
27  38  9.7337e+06
27  39  2.14077e+07
27  40  1.47864e+07
27  41  2.58406e+07
27  42  1.70346e+07
27  43  1.68862e+07
27  44  2.74777e+07
27  45  3.59655e+07
27  46  6.62675e+07
27  47  4.59144e+07
27  48  2.90935e+07
27  49  2.89756e+07
27  50  2.13949e+07
27  51  0
27  52  1.5726e+07
27  53  1.1851e+07
27  54  0
27  55  1.2168e+07
27  56  1.97149e+07
27  57  1.59903e+07
27  58  6.54193e+06
27  59  2.84009e+07
27  60  0
27  61  0
27  62  1.73783e+06
27  63  0
27  64  7.46009e+06
27  65  2.50925e+06
27  66  1.85096e+07
27  67  1.21589e+07
27  68  1.06843e+07
27  69  2.25375e+07
27  70  5.41196e+06
27  71  0
27  72  1.65727e+07
27  73  0
27  74  596377
27  75  1.07868e+07
27  76  0
27  77  7.09533e+06
27  78  1.77738e+07
27  79  2.31841e+07
27  80  3.4329e+06
27  81  1.34232e+07
27  82  6.17763e+06
27  83  1.30492e+07
27  84  5.81695e+06
27  85  0
27  86  1.09056e+07
27  87  3.13331e+07
27  88  1.25771e+07
27  89  2.97643e+07
27  90  1.71551e+07
27  91  2.28238e+07
27  92  1.96224e+07
27  93  1.01441e+07
27  94  5.4385e+06
27  95  1.76285e+07
27  96  4.23714e+07
27  97  2.92683e+07
27  98  2.01865e+07
27  99  1.21463e+07
27  100  1.9917e+07
28  0  2.36196e+07
28  1  8.79811e+06
28  2  9.86881e+06
28  3  7.64624e+06
28  4  0
28  5  1.93695e+06
28  6  1.00974e+07
28  7  1.19731e+07
28  8  1.3215e+07
28  9  1.25565e+07
28  10  2.91409e+06
28  11  1.54835e+07
28  12  2.46449e+06
28  13  1.43328e+07
28  14  1.3636e+07
28  15  1.30179e+07
28  16  0
28  17  9.50916e+06
28  18  1.066e+07
28  19  1.95957e+07
28  20  1.08886e+07
28  21  1.90501e+07
28  22  8.70267e+06
28  23  1.09561e+07
28  24  8.85874e+06
28  25  1.72623e+07
28  26  0
28  27  851475
28  28  1.44536e+07
28  29  3.48478e+06
28  30  1.65312e+07
28  31  0
28  32  5.36656e+06
28  33  9.43004e+06
28  34  1.06107e+07
28  35  1.77979e+07
28  36  2.51151e+07
28  37  1.57143e+07
28  38  8.39829e+06
28  39  1.30966e+07
28  40  0
28  41  1.03882e+07
28  42  2.1903e+07
28  43  9.6668e+06
28  44  0
28  45  2.52072e+07
28  46  7.02418e+07
28  47  4.73246e+07
28  48  3.7735e+07
28  49  1.70606e+07
28  50  2.99838e+07
28  51  1.29694e+07
28  52  1.92347e+06
28  53  413684
28  54  1.58767e+07
28  55  2.59383e+07
28  56  1.95915e+06
28  57  8.9288e+06
28  58  0
28  59  0
28  60  2.40114e+07
28  61  2.04342e+07
28  62  1.42889e+07
28  63  9.92627e+06
28  64  1.38516e+07
28  65  9.59424e+06
28  66  0
28  67  6.99749e+06
28  68  9.95252e+06
28  69  0
28  70  0
28  71  1.25424e+07
28  72  1.15153e+07
28  73  1.23944e+07
28  74  1.08041e+07
28  75  1.40162e+07
28  76  1.07819e+07
28  77  0
28  78  3.97468e+06
28  79  5.16588e+06
28  80  3.65515e+06
28  81  2.33553e+07
28  82  4.50545e+06
28  83  1.30996e+07
28  84  1.5992e+07
28  85  1.14233e+07
28  86  1.43504e+07
28  87  4.11062e+07
28  88  1.15429e+07
28  89  3.53482e+07
28  90  0
28  91  1.33682e+07
28  92  3.17551e+07
28  93  2.11344e+07
28  94  2.12757e+07
28  95  1.78092e+07
28  96  3.09517e+07
28  97  2.2918e+07
28  98  1.68418e+07
28  99  1.56388e+07
28  100  6.63828e+06
29  0  1.23221e+07
29  1  0
29  2  6.2449e+06
29  3  0
29  4  4.23399e+06
29  5  1.15398e+07
29  6  4.19688e+06
29  7  491357
29  8  8.45997e+06
29  9  0
29  10  0
29  11  1.15548e+07
29  12  0
29  13  1.7846e+07
29  14  1.48886e+07
29  15  2.20608e+07
29  16  1.31351e+07
29  17  0
29  18  1.60247e+06
29  19  7.59595e+06
29  20  1.90873e+07
29  21  4.28136e+06
29  22  7.12864e+06
29  23  1.35922e+07
29  24  0
29  25  6.27816e+06
29  26  7.00517e+06
29  27  9.97777e+06
29  28  0
29  29  1.45356e+07
29  30  1.91695e+07
29  31  8.11483e+06
29  32  1.72418e+07
29  33  9.37129e+06
29  34  1.42674e+07
29  35  8.78454e+06
29  36  4.77698e+06
29  37  2.49631e+07
29  38  0
29  39  1.63122e+07
29  40  9.14766e+06
29  41  1.89302e+07
29  42  0
29  43  1.82604e+07
29  44  2.13294e+07
29  45  2.34578e+07
29  46  1.03077e+08
29  47  6.34527e+07
29  48  0
29  49  2.14092e+07
29  50  0
29  51  1.84785e+07
29  52  9.76931e+06
29  53  0
29  54  1.76739e+07
29  55  2.07504e+07
29  56  2.00707e+07
29  57  3.95113e+06
29  58  1.7781e+07
29  59  3.19322e+07
29  60  0
29  61  1.50863e+07
29  62  1.73587e+07
29  63  0
29  64  1.0308e+07
29  65  1.34232e+07
29  66  1.22869e+07
29  67  5.39e+06
29  68  5.03813e+06
29  69  9.59391e+06
29  70  9.72294e+06
29  71  1.14127e+07
29  72  1.70768e+06
29  73  1.78211e+07
29  74  0
29  75  0
29  76  1.06263e+07
29  77  2.4466e+07
29  78  1.59117e+07
29  79  1.55892e+07
29  80  1.34955e+07
29  81  1.89464e+07
29  82  2.11573e+07
29  83  1.31859e+07
29  84  1.07257e+07
29  85  2.02336e+07
29  86  3.79343e+07
29  87  1.62097e+07
29  88  4.47401e+07
29  89  653653
29  90  1.29953e+07
29  91  2.29378e+07
29  92  534354
29  93  2.19448e+07
29  94  1.30197e+07
29  95  2.10225e+07
29  96  4.03127e+07
29  97  3.4917e+07
29  98  1.93922e+07
29  99  8.42886e+06
29  100  1.40509e+07
30  0  1.9134e+06
30  1  2.14543e+07
30  2  6.99228e+06
30  3  1.02764e+07
30  4  1.46029e+07
30  5  0
30  6  1.95502e+07
30  7  0
30  8  0
30  9  0
30  10  9.33985e+06
30  11  5.97132e+06
30  12  0
30  13  1.02328e+07
30  14  0
30  15  56111.4
30  16  0
30  17  1.01045e+07
30  18  1.10807e+07
30  19  8.76152e+06
30  20  1.3618e+07
30  21  0
30  22  0
30  23  2.26847e+07
30  24  7.72603e+06
30  25  7.67858e+06
30  26  9.3493e+06
30  27  3.4001e+06
30  28  3.08164e+06
30  29  6.02291e+06
30  30  1.39097e+07
30  31  2.67247e+06
30  32  2.00655e+07
30  33  0
30  34  9.48399e+06
30  35  1.72486e+07
30  36  2.77074e+07
30  37  1.29317e+07
30  38  1.03986e+06
30  39  1.03907e+07
30  40  1.92196e+07
30  41  0
30  42  6.94206e+06
30  43  1.54212e+07
30  44  3.37537e+07
30  45  4.24127e+07
30  46  3.6568e+07
30  47  7.94153e+07
30  48  3.00687e+07
30  49  2.50361e+07
30  50  1.32112e+07
30  51  1.41313e+07
30  52  1.83965e+07
30  53  1.75932e+07
30  54  1.30402e+07
30  55  1.40998e+07
30  56  2.05633e+07
30  57  1.06753e+07
30  58  2.7589e+07
30  59  1.29811e+07
30  60  2.08704e+07
30  61  4.44206e+06
30  62  1.93823e+06
30  63  0
30  64  1.08387e+07
30  65  1.93998e+07
30  66  1.92626e+07
30  67  0
30  68  2.3156e+07
30  69  1.21412e+07
30  70  9.89897e+06
30  71  7.80142e+06
30  72  9.03708e+06
30  73  9.23327e+06
30  74  0
30  75  9.8179e+06
30  76  9.38179e+06
30  77  9.83083e+06
30  78  1.05686e+07
30  79  2.29852e+07
30  80  2.55696e+07
30  81  1.53011e+07
30  82  1.55158e+07
30  83  2.59235e+07
30  84  8.22318e+06
30  85  1.24875e+07
30  86  1.97287e+07
30  87  0
30  88  1.63036e+07
30  89  2.96406e+07
30  90  4.45036e+07
30  91  2.65471e+07
30  92  5.15933e+06
30  93  3.4174e+07
30  94  1.55779e+07
30  95  1.90698e+07
30  96  3.12369e+07
30  97  2.09233e+07
30  98  0
30  99  1.9906e+07
30  100  1.79504e+06
31  0  1.07634e+07
31  1  7.54042e+06
31  2  8.10823e+06
31  3  4.35857e+06
31  4  0
31  5  1.15439e+07
31  6  7.56704e+06
31  7  0
31  8  0
31  9  0
31  10  1.71503e+07
31  11  0
31  12  2.88525e+07
31  13  1.94729e+07
31  14  5.50656e+06
31  15  5.6022e+06
31  16  2.49465e+06
31  17  0
31  18  0
31  19  1.57573e+07
31  20  1.90261e+07
31  21  3.60033e+06
31  22  0
31  23  0
31  24  1.19573e+07
31  25  6.92586e+06
31  26  0
31  27  9.35444e+06
31  28  1.24721e+07
31  29  4.46908e+06
31  30  1.43752e+07
31  31  4.59868e+06
31  32  1.13411e+07
31  33  6.82773e+06
31  34  1.02204e+07
31  35  1.21338e+07
31  36  2.26705e+07
31  37  0
31  38  1.06231e+07
31  39  0
31  40  0
31  41  3.00873e+07
31  42  1.68313e+07
31  43  1.49478e+07
31  44  2.1662e+07
31  45  4.21079e+07
31  46  7.31593e+07
31  47  4.47721e+07
31  48  2.25944e+07
31  49  2.57207e+07
31  50  1.76704e+07
31  51  1.19248e+07
31  52  8.10946e+06
31  53  1.01561e+07
31  54  1.60124e+07
31  55  2.04591e+07
31  56  0
31  57  1.35493e+06
31  58  1.29788e+07
31  59  3.22146e+07
31  60  1.92241e+06
31  61  1.05171e+07
31  62  0
31  63  1.86273e+07
31  64  3.81611e+06
31  65  3.9357e+06
31  66  9.95769e+06
31  67  1.47399e+07
31  68  0
31  69  1.58332e+07
31  70  6.79906e+06
31  71  1.95453e+07
31  72  7.14845e+06
31  73  414116
31  74  2.06274e+07
31  75  0
31  76  1.26679e+07
31  77  5.95906e+06
31  78  2.02095e+07
31  79  2.22555e+07
31  80  3.04134e+07
31  81  1.17266e+07
31  82  1.53346e+06
31  83  0
31  84  1.13592e+07
31  85  2.37729e+07
31  86  1.99652e+07
31  87  1.94414e+07
31  88  2.67006e+07
31  89  1.97725e+07
31  90  1.90679e+07
31  91  1.94549e+07
31  92  2.08876e+07
31  93  2.35763e+07
31  94  1.00695e+07
31  95  2.18847e+07
31  96  1.35021e+07
31  97  1.9845e+07
31  98  8.53069e+06
31  99  0
31  100  2.48097e+06
32  0  7.19697e+06
32  1  1.00938e+07
32  2  4.53056e+06
32  3  7.32477e+06
32  4  0
32  5  0
32  6  1.72393e+07
32  7  6.82344e+06
32  8  1.2275e+07
32  9  5.07078e+06
32  10  5.97834e+06
32  11  1.75153e+07
32  12  1.51615e+07
32  13  5.55451e+06
32  14  1.62147e+07
32  15  1.75408e+06
32  16  1.48493e+07
32  17  1.67744e+07
32  18  0
32  19  7.34463e+06
32  20  0
32  21  0
32  22  1.48412e+07
32  23  1.23673e+07
32  24  1.07398e+07
32  25  1.4363e+07
32  26  3.97118e+06
32  27  2.28933e+06
32  28  0
32  29  4.90944e+06
32  30  5.22317e+06
32  31  1.30198e+07
32  32  8.80421e+06
32  33  1.39951e+07
32  34  0
32  35  2.05692e+07
32  36  1.27029e+07
32  37  8.34476e+06
32  38  8.8443e+06
32  39  7.75224e+06
32  40  8.94976e+06
32  41  9.71143e+06
32  42  1.91078e+07
32  43  4.91761e+06
32  44  2.47865e+07
32  45  0
32  46  3.92616e+07
32  47  5.0749e+07
32  48  2.53686e+07
32  49  1.39414e+07
32  50  1.78371e+07
32  51  2.01703e+07
32  52  1.81336e+07
32  53  0
32  54  1.83784e+07
32  55  0
32  56  0
32  57  2.65478e+06
32  58  0
32  59  4.56388e+06
32  60  1.90314e+07
32  61  1.90019e+07
32  62  2.00186e+07
32  63  1.19435e+07
32  64  2.05078e+07
32  65  1.92031e+07
32  66  1.41286e+07
32  67  1.3392e+07
32  68  5.03359e+06
32  69  0
32  70  0
32  71  0
32  72  1.10001e+07
32  73  5.4766e+06
32  74  0
32  75  7.20008e+06
32  76  1.70165e+07
32  77  1.60001e+07
32  78  7.55811e+06
32  79  1.29594e+07
32  80  2.10421e+07
32  81  2.77772e+07
32  82  1.46059e+07
32  83  779142
32  84  1.8124e+07
32  85  1.75187e+07
32  86  6.37912e+06
32  87  2.68723e+07
32  88  1.36508e+07
32  89  2.96878e+07
32  90  0
32  91  1.67357e+07
32  92  2.14084e+07
32  93  3.19047e+07
32  94  2.55928e+07
32  95  3.05592e+07
32  96  7.30661e+06
32  97  1.73411e+07
32  98  0
32  99  7.85025e+06
32  100  5.96211e+06
33  0  1.11618e+07
33  1  0
33  2  2.12168e+07
33  3  5.05834e+06
33  4  1.56239e+07
33  5  1.18779e+07
33  6  1.33314e+07
33  7  9.35693e+06
33  8  1.1542e+07
33  9  0
33  10  0
33  11  1.57912e+06
33  12  8.6183e+06
33  13  0
33  14  0
33  15  1.81736e+07
33  16  1.83026e+07
33  17  2.11936e+07
33  18  0
33  19  172930
33  20  9.93469e+06
33  21  9.96128e+06
33  22  4.82939e+06
33  23  0
33  24  1.29737e+07
33  25  1.43178e+07
33  26  5.4845e+06
33  27  1.63298e+07
33  28  9.31199e+06
33  29  1.56911e+07
33  30  8.36263e+06
33  31  0
33  32  0
33  33  0
33  34  1.19345e+07
33  35  721295
33  36  1.67071e+07
33  37  0
33  38  2.5047e+07
33  39  1.13639e+07
33  40  0
33  41  0
33  42  1.43327e+07
33  43  6.32184e+06
33  44  0
33  45  2.78913e+07
33  46  5.06181e+07
33  47  3.88193e+07
33  48  0
33  49  1.05629e+07
33  50  1.20558e+07
33  51  1.09991e+07
33  52  2.92462e+07
33  53  1.65189e+07
33  54  2.03791e+07
33  55  5.95579e+06
33  56  1.22685e+07
33  57  1.57044e+07
33  58  0
33  59  1.74033e+07
33  60  0
33  61  2.14155e+07
33  62  0
33  63  1.72231e+07
33  64  1.16299e+07
33  65  1.07602e+07
33  66  1.61426e+07
33  67  1.35599e+07
33  68  0
33  69  1.49946e+07
33  70  5.84051e+06
33  71  0
33  72  9.79699e+06
33  73  1.26576e+07
33  74  2.80949e+06
33  75  1.34428e+07
33  76  337188
33  77  1.70963e+07
33  78  1.54701e+07
33  79  1.07391e+07
33  80  2.41443e+07
33  81  5.69424e+06
33  82  1.47601e+06
33  83  1.25876e+07
33  84  7.3915e+06
33  85  1.8141e+07
33  86  5.18085e+06
33  87  2.80311e+07
33  88  2.37789e+07
33  89  2.59287e+07
33  90  2.27735e+07
33  91  2.71838e+07
33  92  1.60834e+07
33  93  3.14537e+07
33  94  2.65269e+07
33  95  3.94483e+07
33  96  3.76985e+07
33  97  2.18133e+07
33  98  8.40445e+06
33  99  1.48716e+07
33  100  1.42264e+07
34  0  4.58026e+06
34  1  6.86492e+06
34  2  1.32903e+07
34  3  1.56266e+07
34  4  0
34  5  9.20441e+06
34  6  1.05361e+07
34  7  1.20948e+07
34  8  2.38647e+06
34  9  0
34  10  1.26065e+07
34  11  1.59136e+07
34  12  4.83387e+06
34  13  0
34  14  8.23037e+06
34  15  2.17296e+07
34  16  1.0115e+07
34  17  2.74003e+06
34  18  1.33093e+07
34  19  1.73073e+07
34  20  1.28429e+07
34  21  5.06686e+06
34  22  0
34  23  1.26054e+07
34  24  490084
34  25  0
34  26  1.08562e+07
34  27  1.40223e+07
34  28  1.01971e+06
34  29  0
34  30  1.07589e+07
34  31  1.09091e+07
34  32  1.73867e+07
34  33  1.18071e+07
34  34  1.51871e+07
34  35  1.60713e+07
34  36  1.84861e+07
34  37  1.61988e+07
34  38  1.92569e+07
34  39  2.17506e+07
34  40  8.1251e+06
34  41  2.00417e+07
34  42  8.7264e+06
34  43  0
34  44  1.80924e+07
34  45  0
34  46  5.5691e+07
34  47  9.79655e+06
34  48  2.77577e+07
34  49  1.72346e+07
34  50  1.14668e+07
34  51  1.51002e+07
34  52  8.40102e+06
34  53  1.30131e+07
34  54  1.98828e+07
34  55  1.69741e+07
34  56  2.21252e+07
34  57  0
34  58  2.6192e+07
34  59  3.59097e+07
34  60  1.30049e+07
34  61  1.98078e+07
34  62  1.76032e+07
34  63  5.25017e+06
34  64  1.70009e+07
34  65  0
34  66  9.42312e+06
34  67  1.37483e+07
34  68  1.23611e+07
34  69  1.59281e+07
34  70  1.44429e+07
34  71  1.34595e+07
34  72  0
34  73  0
34  74  0
34  75  1.4295e+07
34  76  0
34  77  0
34  78  1.58002e+07
34  79  1.66088e+07
34  80  9.91014e+06
34  81  1.90451e+07
34  82  1.62323e+07
34  83  1.34569e+07
34  84  1.28799e+07
34  85  1.29568e+07
34  86  1.36553e+07
34  87  8.98697e+06
34  88  1.68343e+06
34  89  1.22801e+07
34  90  0
34  91  8.33202e+06
34  92  1.70482e+07
34  93  0
34  94  2.01763e+07
34  95  3.52516e+07
34  96  3.11726e+07
34  97  2.86365e+07
34  98  9.06451e+06
34  99  1.92577e+07
34  100  1.13102e+07
35  0  8.29057e+06
35  1  7.71174e+06
35  2  9.21598e+06
35  3  4.86116e+06
35  4  6.70814e+06
35  5  0
35  6  0
35  7  3.98552e+06
35  8  1.53401e+07
35  9  1.33856e+07
35  10  1.49919e+07
35  11  0
35  12  0
35  13  2.64775e+06
35  14  6.73611e+06
35  15  1.66266e+07
35  16  8.4632e+06
35  17  1.2945e+07
35  18  1.52455e+07
35  19  1.04111e+07
35  20  4.59913e+06
35  21  0
35  22  1.28407e+06
35  23  9.53124e+06
35  24  5.61961e+06
35  25  0
35  26  1.38701e+07
35  27  8.26363e+06
35  28  9.15168e+06
35  29  0
35  30  8.31456e+06
35  31  7.19036e+06
35  32  1.23559e+07
35  33  0
35  34  9.44901e+06
35  35  1.26208e+07
35  36  1.23654e+07
35  37  1.72202e+07
35  38  2.01071e+07
35  39  2.13341e+07
35  40  0
35  41  0
35  42  8.20569e+06
35  43  7.28032e+06
35  44  3.81234e+07
35  45  2.71235e+07
35  46  5.26462e+07
35  47  4.07713e+07
35  48  1.54122e+07
35  49  1.9248e+07
35  50  0
35  51  1.75775e+07
35  52  0
35  53  1.38976e+07
35  54  1.32191e+07
35  55  2.00506e+07
35  56  1.67339e+07
35  57  1.94819e+07
35  58  0
35  59  2.06026e+07
35  60  1.78732e+07
35  61  2.96546e+06
35  62  1.11503e+07
35  63  8.3586e+06
35  64  1.433e+07
35  65  1.4153e+07
35  66  1.14111e+07
35  67  2.24612e+07
35  68  1.48765e+07
35  69  734087
35  70  5.62979e+06
35  71  0
35  72  2.67647e+06
35  73  9.69256e+06
35  74  0
35  75  1.84422e+06
35  76  6.79925e+06
35  77  1.2886e+07
35  78  7.43839e+06
35  79  2.53196e+07
35  80  1.06948e+07
35  81  7.43886e+06
35  82  1.06685e+07
35  83  2.23343e+07
35  84  1.77795e+07
35  85  1.07126e+07
35  86  2.28425e+07
35  87  1.1798e+07
35  88  1.85166e+07
35  89  8.66485e+06
35  90  4.09473e+06
35  91  1.74149e+07
35  92  1.57078e+07
35  93  1.59085e+07
35  94  3.15941e+07
35  95  0
35  96  3.87087e+07
35  97  1.37361e+07
35  98  3.57923e+06
35  99  1.84673e+07
35  100  1.25623e+07
36  0  0
36  1  6.20936e+06
36  2  8.60416e+06
36  3  5.97967e+06
36  4  1.36881e+07
36  5  1.31278e+07
36  6  1.28569e+07
36  7  8.5311e+06
36  8  7.36899e+06
36  9  1.19821e+07
36  10  7.93471e+06
36  11  5.42954e+06
36  12  0
36  13  1.63108e+07
36  14  0
36  15  2.24286e+07
36  16  1.78947e+07
36  17  4.26165e+06
36  18  9.40229e+06
36  19  1.47299e+07
36  20  8.30509e+06
36  21  1.26908e+07
36  22  0
36  23  1.04321e+07
36  24  1.87491e+07
36  25  1.40053e+07
36  26  1.03218e+07
36  27  1.59304e+07
36  28  0
36  29  1.201e+07
36  30  9.55506e+06
36  31  1.68527e+07
36  32  1.40845e+07
36  33  1.27939e+07
36  34  1.19509e+07
36  35  5.99088e+06
36  36  3.53819e+07
36  37  2.38769e+07
36  38  2.01754e+07
36  39  3.03569e+07
36  40  1.23504e+07
36  41  1.50277e+07
36  42  1.3805e+07
36  43  1.00064e+07
36  44  1.05388e+07
36  45  3.97586e+07
36  46  2.78107e+07
36  47  2.46112e+07
36  48  2.30596e+07
36  49  2.56319e+07
36  50  1.02705e+07
36  51  2.1244e+07
36  52  1.1721e+07
36  53  1.83514e+07
36  54  4.99773e+06
36  55  1.40892e+07
36  56  1.38245e+07
36  57  1.49703e+07
36  58  0
36  59  2.17686e+07
36  60  2.33219e+07
36  61  1.51746e+07
36  62  0
36  63  1.05389e+07
36  64  1.53902e+07
36  65  1.36265e+07
36  66  1.42218e+07
36  67  3.35538e+06
36  68  1.02363e+07
36  69  2.48083e+06
36  70  1.16344e+07
36  71  1.23882e+07
36  72  2.03163e+07
36  73  0
36  74  748270
36  75  8.07544e+06
36  76  7.70237e+06
36  77  1.87662e+07
36  78  1.04905e+06
36  79  7.71231e+06
36  80  0
36  81  6.80974e+06
36  82  1.89391e+07
36  83  1.41684e+07
36  84  1.35242e+07
36  85  9.79348e+06
36  86  1.2215e+07
36  87  1.05124e+07
36  88  3.83919e+07
36  89  2.21363e+07
36  90  2.92329e+07
36  91  2.36803e+07
36  92  1.73724e+07
36  93  2.19524e+07
36  94  1.13857e+07
36  95  0
36  96  0
36  97  5.12765e+06
36  98  1.37933e+07
36  99  2.38965e+07
36  100  4.89623e+06
37  0  9.12199e+06
37  1  1.12462e+07
37  2  1.3834e+07
37  3  3.97617e+06
37  4  4.96076e+06
37  5  6.37773e+06
37  6  9.87721e+06
37  7  0
37  8  1.56494e+07
37  9  0
37  10  2.03457e+07
37  11  5.617e+06
37  12  9.47246e+06
37  13  1.68717e+07
37  14  1.25222e+07
37  15  0
37  16  0
37  17  8.09494e+06
37  18  6.34208e+06
37  19  1.5652e+07
37  20  7.33611e+06
37  21  0
37  22  1.2322e+07
37  23  7.2375e+06
37  24  8.55155e+06
37  25  1.04827e+07
37  26  1.31947e+07
37  27  7.65451e+06
37  28  1.05621e+07
37  29  8.67072e+06
37  30  0
37  31  0
37  32  0
37  33  0
37  34  1.43707e+07
37  35  1.53044e+07
37  36  0
37  37  2.50367e+07
37  38  2.30999e+07
37  39  0
37  40  0
37  41  0
37  42  9.7273e+06
37  43  1.48269e+07
37  44  0
37  45  6.52795e+06
37  46  3.70707e+07
37  47  3.15144e+07
37  48  1.5203e+07
37  49  8.66078e+06
37  50  0
37  51  0
37  52  202645
37  53  1.155e+07
37  54  2.18515e+07
37  55  2.33583e+07
37  56  0
37  57  8.41166e+06
37  58  3.24502e+07
37  59  0
37  60  2.67069e+07
37  61  0
37  62  1.24658e+07
37  63  9.36736e+06
37  64  1.64694e+07
37  65  1.17904e+07
37  66  0
37  67  1.47179e+07
37  68  1.87958e+07
37  69  1.04436e+07
37  70  1.01504e+07
37  71  0
37  72  0
37  73  2.00671e+07
37  74  7.50458e+06
37  75  8.33259e+06
37  76  1.24317e+07
37  77  1.85335e+07
37  78  8.88471e+06
37  79  2.02947e+06
37  80  1.09639e+07
37  81  0
37  82  2.26963e+07
37  83  1.63109e+07
37  84  1.22557e+06
37  85  2.45074e+07
37  86  9.64633e+06
37  87  1.08876e+07
37  88  1.89281e+07
37  89  0
37  90  7.71144e+06
37  91  1.32518e+07
37  92  1.78413e+07
37  93  2.12158e+07
37  94  9.84376e+06
37  95  5.26151e+06
37  96  1.024e+07
37  97  6.03332e+06
37  98  0
37  99  8.55903e+06
37  100  1.2607e+07
38  0  0
38  1  1.42462e+07
38  2  1.59609e+07
38  3  8.18093e+06
38  4  5.88354e+06
38  5  7.65052e+06
38  6  1.24701e+07
38  7  6.10179e+06
38  8  1.68869e+07
38  9  6.8543e+06
38  10  1.39076e+07
38  11  0
38  12  1.77108e+07
38  13  0
38  14  0
38  15  7.73568e+06
38  16  8.09149e+06
38  17  8.71718e+06
38  18  1.70561e+07
38  19  7.88923e+06
38  20  9.48851e+06
38  21  1.56628e+07
38  22  6.16011e+06
38  23  0
38  24  7.77313e+06
38  25  8.73629e+06
38  26  5.70355e+06
38  27  6.03808e+06
38  28  4.63425e+06
38  29  6.86055e+06
38  30  0
38  31  1.52265e+07
38  32  1.38145e+07
38  33  0
38  34  2.22212e+07
38  35  1.78316e+07
38  36  6.4339e+06
38  37  2.20252e+07
38  38  1.6329e+07
38  39  1.07774e+07
38  40  0
38  41  0
38  42  5.78715e+06
38  43  9.18109e+06
38  44  2.06093e+07
