row  column  (images_6a.edf P-K*images_6a.edf Ar-K**2.3)
26  60  3.33451e+07
26  61  4.20914e+07
26  62  3.56272e+07
26  63  4.85795e+07
26  64  2.95976e+07
26  65  2.25779e+07
26  66  1.85753e+07
26  67  1.55193e+07
26  68  1.78771e+07
26  69  1.64433e+07
26  70  4.43027e+06
26  71  8.53627e+06
26  72  3.9806e+06
26  73  1.08852e+07
26  74  1.15005e+07
26  75  561902
26  76  3.41262e+06
26  77  1.02376e+07
26  78  595444
26  79  8.92064e+06
26  80  7.44829e+06
26  81  2.03955e+06
26  82  0
26  83  421958
26  84  626689
26  85  551803
26  86  33036.9
26  87  1.55315e+06
26  88  1.06695e+06
26  89  1.04322e+06
26  90  0
26  91  1.14409e+06
26  92  2.48403e+06
26  93  250828
26  94  2.24905e+06
26  95  0
26  96  283888
26  97  686692
26  98  921677
26  99  2.00845e+06
26  100  1.04724e+06
27  0  3.26797e+07
27  1  3.87459e+07
27  2  2.83793e+07
27  3  2.28293e+07
27  4  2.14558e+07
27  5  3.59655e+07
27  6  2.34113e+07
27  7  2.3644e+07
27  8  3.41588e+07
27  9  2.81065e+07
27  10  4.39901e+07
27  11  3.78009e+07
27  12  4.33508e+07
27  13  4.99954e+07
27  14  4.20248e+07
27  15  3.1099e+07
27  16  4.0629e+07
27  17  3.23954e+07
27  18  3.43637e+07
27  19  3.89244e+07
27  20  3.564e+07
27  21  3.01788e+07
27  22  4.03778e+07
27  23  2.73779e+07
27  24  9.11297e+06
27  25  2.91092e+07
27  26  2.2982e+07
27  27  3.28295e+07
27  28  2.95164e+07
27  29  1.67264e+07
27  30  2.52704e+07
27  31  4.299e+07
27  32  4.09173e+07
27  33  2.94737e+07
27  34  4.11065e+07
27  35  4.03283e+07
27  36  5.08145e+07
27  37  3.75751e+07
27  38  3.91268e+07
27  39  3.78344e+07
27  40  2.08477e+07
27  41  1.4871e+07
27  42  9.71659e+06
27  43  2.83134e+07
27  44  3.8056e+07
27  45  4.98513e+07
27  46  2.69298e+07
27  47  2.51851e+07
27  48  2.42226e+07
27  49  3.97304e+07
27  50  3.26918e+07
27  51  2.26007e+07
27  52  2.30693e+07
27  53  2.71801e+07
27  54  4.25157e+07
27  55  3.31046e+07
27  56  3.96964e+07
27  57  4.12487e+07
27  58  5.7833e+07
27  59  4.14862e+07
27  60  4.27037e+07
27  61  4.25324e+07
27  62  4.37012e+07
27  63  2.88751e+07
27  64  2.38921e+07
27  65  1.95159e+07
27  66  3.11683e+07
27  67  1.63872e+07
27  68  1.19764e+07
27  69  1.62584e+07
27  70  1.27166e+07
27  71  1.05392e+07
27  72  1.50978e+07
27  73  1.43408e+07
27  74  8.73864e+06
27  75  7.0551e+06
27  76  8.33489e+06
27  77  2.9928e+06
27  78  7.80473e+06
27  79  1.38904e+07
27  80  8.70905e+06
27  81  2.5529e+06
27  82  0
27  83  0
27  84  354721
27  85  1.33565e+06
27  86  1.18964e+06
27  87  1.17453e+06
27  88  3.99939e+06
27  89  0
27  90  2.77326e+06
27  91  401497
27  92  346164
27  93  0
27  94  2.64482e+06
27  95  3.20372e+06
27  96  0
27  97  336509
27  98  972233
27  99  1.26228e+06
27  100  155496
28  0  4.34711e+07
28  1  3.69775e+07
28  2  2.29424e+07
28  3  2.55075e+07
28  4  2.19241e+07
28  5  2.76286e+07
28  6  2.66367e+07
28  7  3.48633e+07
28  8  3.97597e+07
28  9  4.27861e+07
28  10  3.94817e+07
28  11  3.75582e+07
28  12  3.51809e+07
28  13  4.56871e+07
28  14  5.3916e+07
28  15  3.26643e+07
28  16  3.823e+07
28  17  3.48681e+07
28  18  4.964e+07
28  19  3.78615e+07
28  20  1.77491e+07
28  21  2.68814e+07
28  22  3.07513e+07
28  23  2.93852e+07
28  24  2.68634e+07
28  25  2.56281e+07
28  26  1.97635e+07
28  27  1.65068e+07
28  28  3.24153e+07
28  29  2.38144e+07
28  30  3.05869e+07
28  31  3.65101e+07
28  32  3.56605e+07
28  33  3.04206e+07
28  34  3.0278e+07
28  35  2.03535e+07
28  36  6.67997e+07
28  37  4.91455e+07
28  38  4.21697e+07
28  39  4.05831e+07
28  40  3.30734e+07
28  41  8.94347e+06
28  42  2.16139e+07
28  43  1.69839e+07
28  44  3.23481e+07
28  45  5.52618e+07
28  46  4.11588e+07
28  47  3.04587e+07
28  48  3.48336e+07
28  49  2.22904e+07
28  50  2.8791e+07
28  51  2.0112e+07
28  52  3.17144e+07
28  53  2.70373e+07
28  54  3.78016e+07
28  55  3.90951e+07
28  56  4.72439e+07
28  57  4.02757e+07
28  58  5.11727e+07
28  59  6.3432e+07
28  60  3.88741e+07
28  61  3.09701e+07
28  62  4.22951e+07
28  63  3.11719e+07
28  64  3.30024e+07
28  65  3.51477e+07
28  66  2.19016e+07
28  67  1.51554e+07
28  68  2.14046e+07
28  69  9.73329e+06
28  70  1.27907e+07
28  71  2.04539e+07
28  72  4.49342e+06
28  73  1.0459e+07
28  74  9.3604e+06
28  75  5.7093e+06
28  76  1.02119e+07
28  77  1.04875e+07
28  78  8.99389e+06
28  79  4.45559e+06
28  80  4.75134e+06
28  81  1.03707e+07
28  82  0
28  83  5.32254e+06
28  84  1.72504e+06
28  85  3.89763e+06
28  86  1.11095e+06
28  87  1.71567e+06
28  88  2.17452e+06
28  89  442681
28  90  0
28  91  197842
28  92  3.76651e+06
28  93  0
28  94  0
28  95  4.71839e+06
28  96  3.47461e+06
28  97  0
28  98  0
28  99  0
28  100  0
29  0  3.18315e+07
29  1  3.77382e+07
29  2  2.51104e+07
29  3  1.16273e+07
29  4  2.44892e+07
29  5  3.28422e+07
29  6  3.02909e+07
29  7  3.64704e+07
29  8  3.39889e+07
29  9  3.73082e+07
29  10  4.78156e+07
29  11  3.38098e+07
29  12  5.19939e+07
29  13  4.29925e+07
29  14  3.72578e+07
29  15  4.13597e+07
29  16  4.35949e+07
29  17  3.09633e+07
29  18  3.78465e+07
29  19  3.37744e+07
29  20  2.93766e+07
29  21  2.85756e+07
29  22  2.48263e+07
29  23  2.54966e+07
29  24  2.74458e+07
29  25  2.33743e+07
29  26  2.34069e+07
29  27  2.03604e+07
29  28  2.97391e+07
29  29  2.6338e+07
29  30  4.92362e+07
29  31  4.42626e+07
29  32  2.82308e+07
29  33  2.4733e+07
29  34  2.79876e+07
29  35  3.46135e+07
29  36  5.64095e+07
29  37  4.87524e+07
29  38  3.90446e+07
29  39  2.37509e+07
29  40  2.97738e+07
29  41  1.30037e+07
29  42  1.17788e+07
29  43  1.75045e+07
29  44  4.1568e+07
29  45  4.59773e+07
29  46  3.96695e+07
29  47  3.13302e+07
29  48  3.5745e+07
29  49  2.89031e+07
29  50  2.85863e+07
29  51  2.51874e+07
29  52  2.46483e+07
29  53  2.78676e+07
29  54  2.5493e+07
29  55  4.97466e+07
29  56  2.83592e+07
29  57  4.44793e+07
29  58  6.76547e+07
29  59  6.0555e+07
29  60  4.27868e+07
29  61  3.82122e+07
29  62  4.07265e+07
29  63  3.78033e+07
29  64  2.20808e+07
29  65  2.73212e+07
29  66  2.85322e+07
29  67  2.20903e+07
29  68  2.43997e+07
29  69  1.50087e+07
29  70  1.70846e+07
29  71  1.28244e+07
29  72  5.62907e+06
29  73  1.10823e+07
29  74  8.87734e+06
29  75  7.11278e+06
29  76  1.84172e+06
29  77  1.12823e+07
29  78  7.48131e+06
29  79  8.65569e+06
29  80  9.00364e+06
29  81  5.23088e+06
29  82  3.1038e+06
29  83  3.58267e+06
29  84  0
29  85  8.66615e+06
29  86  4.2592e+06
29  87  0
29  88  3.01702e+06
29  89  3.10397e+06
29  90  24878.2
29  91  0
29  92  5.75046e+06
29  93  2.89916e+06
29  94  0
29  95  596076
29  96  43762.2
29  97  6.21614e+06
29  98  132159
29  99  93404.3
29  100  0
30  0  3.26311e+07
30  1  3.87618e+07
30  2  2.26066e+07
30  3  2.64783e+07
30  4  1.81178e+07
30  5  3.24126e+07
30  6  3.48419e+07
30  7  3.73434e+07
30  8  3.53342e+07
30  9  4.5131e+07
30  10  4.0108e+07
30  11  4.83372e+07
30  12  4.64687e+07
30  13  4.17073e+07
30  14  3.82509e+07
30  15  3.03384e+07
30  16  5.5636e+07
30  17  3.55664e+07
30  18  4.19749e+07
30  19  3.01253e+07
30  20  2.701e+07
30  21  3.63528e+07
30  22  2.16294e+07
30  23  3.23583e+07
30  24  2.79157e+07
30  25  3.28411e+07
30  26  1.974e+07
30  27  3.47659e+07
30  28  2.67322e+07
30  29  3.76252e+07
30  30  3.50516e+07
30  31  3.35298e+07
30  32  4.0401e+07
30  33  2.5236e+07
30  34  2.23052e+07
30  35  4.09095e+07
30  36  4.80897e+07
30  37  4.68553e+07
30  38  3.88626e+07
30  39  3.66503e+07
30  40  2.41179e+07
30  41  2.10395e+07
30  42  1.56284e+07
30  43  2.23111e+07
30  44  3.51275e+07
30  45  3.94777e+07
30  46  5.67105e+07
30  47  2.58007e+07
30  48  2.98751e+07
30  49  2.92902e+07
30  50  2.00115e+07
30  51  2.78101e+07
30  52  1.67457e+07
30  53  2.84842e+07
30  54  3.74252e+07
30  55  4.13522e+07
30  56  4.889e+07
30  57  5.34323e+07
30  58  6.21751e+07
30  59  5.30684e+07
30  60  4.12675e+07
30  61  3.25333e+07
30  62  3.519e+07
30  63  3.6026e+07
30  64  3.70122e+07
30  65  2.39225e+07
30  66  2.66641e+07
30  67  2.99427e+07
30  68  2.59766e+07
30  69  1.78515e+07
30  70  5.92512e+06
30  71  1.39636e+07
30  72  7.24503e+06
30  73  1.38858e+07
30  74  6.8918e+06
30  75  8.88829e+06
30  76  8.87574e+06
30  77  2.80375e+06
30  78  9.11204e+06
30  79  1.1484e+07
30  80  1.3558e+07
30  81  1.17133e+07
30  82  878768
30  83  7.09105e+06
30  84  1.82207e+06
30  85  1.70091e+06
30  86  0
30  87  7.55797e+06
30  88  4.61647e+06
30  89  903207
30  90  2.34509e+06
30  91  0
30  92  1.45202e+06
30  93  2.63892e+06
30  94  684177
30  95  766397
30  96  3.28328e+06
30  97  0
30  98  1.69246e+06
30  99  700110
30  100  765002
31  0  3.76862e+07
31  1  3.08756e+07
31  2  2.36718e+07
31  3  2.00643e+07
31  4  1.36278e+07
31  5  3.02363e+07
31  6  4.48543e+07
31  7  3.94123e+07
31  8  3.70203e+07
31  9  4.69617e+07
31  10  6.04111e+07
31  11  3.05404e+07
31  12  4.67572e+07
31  13  5.32749e+07
31  14  4.57765e+07
31  15  4.9128e+07
31  16  3.1628e+07
31  17  4.95602e+07
31  18  4.33294e+07
31  19  3.47507e+07
31  20  2.73589e+07
31  21  3.71482e+07
31  22  3.00374e+07
31  23  2.78335e+07
31  24  2.6495e+07
31  25  2.86463e+07
31  26  2.99552e+07
31  27  2.49579e+07
31  28  3.22871e+07
31  29  3.48278e+07
31  30  3.69442e+07
31  31  2.51628e+07
31  32  2.78718e+07
31  33  2.18633e+07
31  34  2.29227e+07
31  35  3.55191e+07
31  36  4.91579e+07
31  37  6.85555e+07
31  38  4.87803e+07
31  39  2.9883e+07
31  40  1.78166e+07
31  41  1.99192e+07
31  42  2.90559e+07
31  43  2.13354e+07
31  44  4.12029e+07
31  45  4.43816e+07
31  46  4.29408e+07
31  47  3.19411e+07
31  48  2.9769e+07
31  49  2.76121e+07
31  50  3.18894e+07
31  51  1.83121e+07
31  52  2.82335e+07
31  53  2.48897e+07
31  54  3.58194e+07
31  55  3.18974e+07
31  56  4.22823e+07
31  57  4.62766e+07
31  58  5.27895e+07
31  59  5.93186e+07
31  60  3.28721e+07
31  61  5.01668e+07
31  62  3.94877e+07
31  63  4.17583e+07
31  64  3.00724e+07
31  65  1.74348e+07
31  66  2.24796e+07
31  67  2.85476e+07
31  68  1.98595e+07
31  69  1.3455e+07
31  70  1.44616e+07
31  71  9.72287e+06
31  72  9.53049e+06
31  73  7.99748e+06
31  74  2.18312e+07
31  75  1.40097e+06
31  76  9.87435e+06
31  77  5.75972e+06
31  78  762365
31  79  2.08153e+07
31  80  1.56104e+07
31  81  8.79968e+06
31  82  4.80191e+06
31  83  896189
31  84  6.14912e+06
31  85  2.12871e+06
31  86  2.42276e+06
31  87  2.67165e+06
31  88  1.73897e+06
31  89  0
31  90  2.16895e+06
31  91  0
31  92  0
31  93  0
31  94  5.24751e+06
31  95  627334
31  96  466181
31  97  0
31  98  0
31  99  0
31  100  4.33748e+06
32  0  2.54968e+07
32  1  2.74806e+07
32  2  2.67337e+07
32  3  2.22659e+07
32  4  2.53685e+07
32  5  3.72698e+07
32  6  4.80892e+07
32  7  3.44674e+07
32  8  3.92881e+07
32  9  4.07237e+07
32  10  5.22842e+07
32  11  4.77273e+07
32  12  5.20369e+07
32  13  4.51722e+07
32  14  4.25241e+07
32  15  3.90535e+07
32  16  5.1545e+07
32  17  3.84918e+07
32  18  3.13763e+07
32  19  3.55019e+07
32  20  2.1947e+07
32  21  2.61185e+07
32  22  1.80947e+07
32  23  3.16253e+07
32  24  3.10553e+07
32  25  3.16135e+07
32  26  2.41896e+07
32  27  1.33615e+07
32  28  3.30538e+07
32  29  3.5901e+07
32  30  2.57611e+07
32  31  2.65776e+07
32  32  3.57865e+07
32  33  3.15417e+07
32  34  2.5734e+07
32  35  3.77066e+07
32  36  5.05447e+07
32  37  5.02767e+07
32  38  3.91386e+07
32  39  3.75623e+07
32  40  2.44095e+07
32  41  1.41887e+07
32  42  1.6866e+07
32  43  1.49508e+07
32  44  3.11632e+07
32  45  4.49305e+07
32  46  4.69277e+07
32  47  3.23373e+07
32  48  2.04452e+07
32  49  3.3305e+07
32  50  3.09238e+07
32  51  2.65332e+07
32  52  2.25016e+07
32  53  2.30885e+07
32  54  1.94213e+07
32  55  3.90595e+07
32  56  2.64007e+07
32  57  4.1351e+07
32  58  6.3511e+07
32  59  5.20821e+07
32  60  3.40385e+07
32  61  4.33613e+07
32  62  4.59081e+07
32  63  4.65761e+07
32  64  3.59164e+07
32  65  3.06625e+07
32  66  2.57985e+07
32  67  2.2881e+07
32  68  2.89304e+07
32  69  1.79109e+07
32  70  1.29873e+07
32  71  1.47728e+07
32  72  1.07812e+07
32  73  5.70327e+06
32  74  1.52075e+07
32  75  2.49578e+06
32  76  6.94169e+06
32  77  1.40137e+07
32  78  8.82632e+06
32  79  1.91317e+07
32  80  6.87146e+06
32  81  1.32904e+07
32  82  3.66988e+06
32  83  5.51538e+06
32  84  0
32  85  741648
32  86  651506
32  87  694465
32  88  1.72199e+06
32  89  4.18162e+06
32  90  7.43289e+06
32  91  0
32  92  199026
32  93  1.01144e+06
32  94  2.23367e+06
32  95  1.37981e+06
32  96  933400
32  97  0
32  98  0
32  99  0
32  100  1.85078e+06
33  0  3.52602e+07
33  1  3.27717e+07
33  2  3.22542e+07
33  3  1.70493e+07
33  4  2.36918e+07
33  5  2.38511e+07
33  6  3.98833e+07
33  7  3.74654e+07
33  8  3.51233e+07
33  9  2.79849e+07
33  10  5.02526e+07
33  11  4.88033e+07
33  12  4.03442e+07
33  13  4.03905e+07
33  14  4.87141e+07
33  15  4.32678e+07
33  16  3.79867e+07
33  17  5.19054e+07
33  18  4.69282e+07
33  19  2.9563e+07
33  20  2.9374e+07
33  21  2.30678e+07
33  22  2.8869e+07
33  23  2.65468e+07
33  24  2.08306e+07
33  25  2.73182e+07
33  26  2.98284e+07
33  27  2.76224e+07
33  28  2.54943e+07
33  29  2.39953e+07
33  30  2.9778e+07
33  31  2.00982e+07
33  32  2.62727e+07
33  33  2.36966e+07
33  34  2.37403e+07
33  35  3.08331e+07
33  36  5.22636e+07
33  37  5.08273e+07
33  38  4.95243e+07
33  39  4.18509e+07
33  40  2.48383e+07
33  41  2.3354e+07
33  42  1.88735e+07
33  43  2.98577e+07
33  44  4.90903e+07
33  45  4.1629e+07
33  46  4.18568e+07
33  47  3.75473e+07
33  48  4.46292e+07
33  49  3.76945e+07
33  50  2.75427e+07
33  51  2.40905e+07
33  52  2.32978e+07
33  53  2.17722e+07
33  54  2.89041e+07
33  55  3.68421e+07
33  56  2.80268e+07
33  57  4.83478e+07
33  58  6.16846e+07
33  59  4.89055e+07
33  60  4.55111e+07
33  61  3.75702e+07
33  62  3.86223e+07
33  63  3.57714e+07
33  64  3.69911e+07
33  65  3.83597e+07
33  66  2.53159e+07
33  67  2.21554e+07
33  68  2.03947e+07
33  69  1.87693e+07
33  70  9.8716e+06
33  71  2.14806e+07
33  72  1.03418e+07
33  73  4.78434e+06
33  74  1.81432e+07
33  75  1.13873e+07
33  76  5.98105e+06
33  77  1.14624e+07
33  78  4.10556e+06
33  79  1.80051e+07
33  80  1.64351e+07
33  81  1.22131e+07
33  82  810232
33  83  2.91999e+06
33  84  3.7113e+06
33  85  2.86076e+06
33  86  2.21236e+06
33  87  2.09824e+06
33  88  2.05575e+06
33  89  4.63964e+06
33  90  3.49155e+06
33  91  5.74637e+06
33  92  0
33  93  2.28595e+06
33  94  3.78471e+06
33  95  6.73323e+06
33  96  2.80063e+06
33  97  186601
33  98  0
33  99  0
33  100  1.53982e+06
34  0  2.01513e+07
34  1  2.91333e+07
34  2  2.96384e+07
34  3  1.73648e+07
34  4  1.90807e+07
34  5  2.80873e+07
34  6  3.71022e+07
34  7  3.34963e+07
34  8  3.28748e+07
34  9  4.31636e+07
34  10  4.23044e+07
34  11  5.44279e+07
34  12  4.17841e+07
34  13  6.27957e+07
34  14  3.92559e+07
34  15  4.78538e+07
34  16  4.37589e+07
34  17  3.73111e+07
34  18  3.20974e+07
34  19  2.98584e+07
34  20  3.10087e+07
34  21  3.21194e+07
34  22  1.96485e+07
34  23  2.78485e+07
34  24  3.08213e+07
34  25  3.07209e+07
34  26  2.04157e+07
34  27  2.97395e+07
34  28  2.03329e+07
34  29  8.92482e+06
34  30  2.22898e+07
34  31  3.8083e+07
34  32  2.97411e+07
34  33  3.04233e+07
34  34  3.3406e+07
34  35  3.44053e+07
34  36  3.9495e+07
34  37  5.61613e+07
34  38  5.13033e+07
34  39  3.79065e+07
34  40  3.31091e+07
34  41  2.08208e+07
34  42  8.79926e+06
34  43  2.14721e+07
34  44  3.14321e+07
34  45  4.98808e+07
34  46  4.33997e+07
34  47  3.83215e+07
34  48  3.76212e+07
34  49  3.85721e+07
34  50  2.60065e+07
34  51  2.80411e+07
34  52  2.50409e+07
34  53  2.34009e+07
34  54  4.07319e+07
34  55  3.37301e+07
34  56  3.92272e+07
34  57  4.63362e+07
34  58  6.15114e+07
34  59  4.52099e+07
34  60  4.69891e+07
34  61  4.64705e+07
34  62  4.11607e+07
34  63  5.09748e+07
34  64  4.77569e+07
34  65  4.31431e+07
34  66  2.05388e+07
34  67  3.64562e+07
34  68  3.02869e+07
34  69  2.51788e+07
34  70  1.4139e+07
34  71  1.49663e+07
34  72  2.2073e+07
34  73  1.42521e+07
34  74  2.07177e+07
34  75  8.99761e+06
34  76  1.9265e+07
34  77  1.73328e+07
34  78  2.0305e+07
34  79  1.6409e+07
34  80  1.49955e+07
34  81  7.91033e+06
34  82  6.44002e+06
34  83  8.47163e+06
34  84  0
34  85  4.88044e+06
34  86  7.08012e+06
34  87  3.60878e+06
34  88  1.21946e+07
34  89  115528
34  90  3.55445e+06
34  91  5.65271e+06
34  92  1.24757e+06
34  93  3.91528e+06
34  94  173619
34  95  6.35513e+06
34  96  2.51591e+06
34  97  0
34  98  5.23788e+06
34  99  1.1983e+06
34  100  2.7304e+06
35  0  3.89657e+07
35  1  3.09694e+07
35  2  2.3833e+07
35  3  1.68138e+07
35  4  1.65873e+07
35  5  3.35926e+07
35  6  4.36486e+07
35  7  3.74878e+07
35  8  2.84462e+07
35  9  3.7879e+07
35  10  4.76609e+07
35  11  5.38552e+07
35  12  3.75872e+07
35  13  5.22029e+07
35  14  4.7754e+07
35  15  3.9313e+07
35  16  3.98022e+07
35  17  3.89466e+07
35  18  2.72561e+07
35  19  3.57224e+07
35  20  2.25898e+07
35  21  1.53565e+07
35  22  2.44481e+07
35  23  2.22877e+07
35  24  1.58463e+07
35  25  1.60045e+07
35  26  2.19945e+07
35  27  2.44551e+07
35  28  2.10597e+07
35  29  3.14907e+07
35  30  2.65071e+07
35  31  1.89825e+07
35  32  2.90996e+07
35  33  2.72691e+07
35  34  3.11461e+07
35  35  2.86671e+07
35  36  4.715e+07
35  37  7.17101e+07
35  38  4.58961e+07
35  39  3.58889e+07
35  40  2.29749e+07
35  41  1.38613e+07
35  42  3.05869e+07
35  43  3.13064e+07
35  44  3.81303e+07
35  45  4.82563e+07
35  46  4.16116e+07
35  47  4.11831e+07
35  48  3.57665e+07
35  49  2.77293e+07
35  50  3.83899e+07
35  51  2.91631e+07
35  52  2.922e+07
35  53  2.08392e+07
35  54  2.82672e+07
35  55  3.28962e+07
35  56  3.17546e+07
35  57  5.60397e+07
35  58  4.97229e+07
35  59  4.6108e+07
35  60  4.60502e+07
35  61  3.98026e+07
35  62  4.28988e+07
35  63  3.64257e+07
35  64  4.40125e+07
35  65  2.69801e+07
35  66  3.11641e+07
35  67  2.87128e+07
35  68  2.91842e+07
35  69  3.84109e+07
35  70  1.76859e+07
35  71  2.15113e+07
35  72  2.22355e+07
35  73  1.81592e+07
35  74  1.57393e+07
35  75  9.10448e+06
35  76  5.26177e+06
35  77  3.40158e+06
35  78  8.93287e+06
35  79  2.10394e+07
35  80  7.94594e+06
35  81  9.84905e+06
35  82  1.00669e+07
35  83  9.388e+06
35  84  3.61832e+06
35  85  580227
35  86  4.65456e+06
35  87  3.51666e+06
35  88  0
35  89  2.71482e+06
35  90  2.89196e+06
35  91  1.04577e+06
35  92  1.67665e+06
35  93  0
35  94  5.93662e+06
35  95  5.35336e+06
35  96  1.162e+06
35  97  537942
35  98  0
35  99  1.57652e+06
35  100  395721
36  0  4.69739e+07
36  1  2.23707e+07
36  2  2.96321e+07
36  3  2.85602e+07
36  4  1.67821e+07
36  5  2.936e+07
36  6  3.7218e+07
36  7  3.5649e+07
36  8  3.00414e+07
36  9  4.35009e+07
36  10  5.08638e+07
36  11  3.86631e+07
36  12  4.82421e+07
36  13  4.61111e+07
36  14  3.85241e+07
36  15  4.17996e+07
36  16  4.24387e+07
36  17  3.66966e+07
36  18  4.06603e+07
36  19  2.88048e+07
36  20  2.24948e+07
36  21  1.50928e+07
36  22  2.0633e+07
36  23  1.92485e+07
36  24  2.79189e+07
36  25  3.35147e+07
36  26  2.27552e+07
36  27  1.68162e+07
36  28  2.5738e+07
36  29  3.141e+07
36  30  2.36431e+07
36  31  4.00146e+07
36  32  3.28283e+07
36  33  2.85729e+07
36  34  2.46228e+07
36  35  1.88843e+07
36  36  5.17981e+07
36  37  5.13093e+07
36  38  5.02565e+07
36  39  4.57467e+07
36  40  3.44929e+07
36  41  2.47911e+07
36  42  2.05913e+07
36  43  2.05368e+07
36  44  3.01876e+07
36  45  4.34703e+07
36  46  3.22717e+07
36  47  4.1358e+07
36  48  3.11757e+07
36  49  3.58593e+07
36  50  2.19194e+07
36  51  2.6927e+07
36  52  1.82388e+07
36  53  2.11661e+07
36  54  2.29989e+07
36  55  4.19196e+07
36  56  4.07152e+07
36  57  4.16307e+07
36  58  4.90872e+07
36  59  5.02778e+07
36  60  4.78197e+07
36  61  4.52326e+07
36  62  4.4306e+07
36  63  4.91157e+07
36  64  3.55625e+07
36  65  3.46099e+07
36  66  3.44179e+07
36  67  3.34946e+07
36  68  2.32265e+07
36  69  2.58978e+07
36  70  2.52002e+07
36  71  1.52745e+07
36  72  8.22328e+06
36  73  1.50707e+07
36  74  7.89184e+06
36  75  6.92254e+06
36  76  1.07194e+07
36  77  3.72565e+06
36  78  1.17705e+07
36  79  9.78697e+06
36  80  1.86227e+07
36  81  4.51701e+06
36  82  2.72706e+06
36  83  1.47641e+07
36  84  2.30308e+06
36  85  6.62336e+06
36  86  3.60892e+06
36  87  0
36  88  3.14344e+06
36  89  7.54167e+06
36  90  3.40589e+06
36  91  1.69449e+06
36  92  0
36  93  6.52383e+06
36  94  3.10721e+06
36  95  7.1865e+06
36  96  8.68937e+06
36  97  0
36  98  389493
36  99  692026
36  100  3.06763e+06
37  0  3.40817e+07
37  1  3.62678e+07
37  2  2.90884e+07
37  3  1.79178e+07
37  4  1.89776e+07
37  5  3.20279e+07
37  6  3.00684e+07
37  7  4.80211e+07
37  8  4.12149e+07
37  9  4.26273e+07
37  10  3.75793e+07
37  11  4.04319e+07
37  12  4.06952e+07
37  13  3.72881e+07
37  14  3.91298e+07
37  15  3.95607e+07
37  16  3.91673e+07
37  17  4.05822e+07
37  18  2.08917e+07
37  19  2.62991e+07
37  20  2.65314e+07
37  21  2.27469e+07
37  22  2.46265e+07
37  23  2.45797e+07
37  24  1.56355e+07
37  25  2.583e+07
37  26  2.353e+07
37  27  4.32601e+06
37  28  2.04928e+07
37  29  2.45759e+07
37  30  2.32344e+07
37  31  2.73899e+07
37  32  2.33533e+07
37  33  3.02023e+07
37  34  2.68938e+07
37  35  2.45173e+07
37  36  3.79798e+07
37  37  4.98751e+07
37  38  3.7861e+07
37  39  4.04249e+07
37  40  3.16301e+07
37  41  1.93194e+07
37  42  2.32492e+07
37  43  2.53797e+07
37  44  3.67323e+07
37  45  4.30014e+07
37  46  4.73122e+07
37  47  4.4672e+07
37  48  3.66049e+07
37  49  2.1005e+07
37  50  3.59954e+07
37  51  3.78039e+07
37  52  2.22653e+07
37  53  1.68197e+07
37  54  3.04388e+07
37  55  4.37153e+07
37  56  4.15336e+07
37  57  4.93997e+07
37  58  5.75195e+07
37  59  5.27086e+07
37  60  4.3042e+07
37  61  3.53017e+07
37  62  3.9503e+07
37  63  4.4106e+07
37  64  4.43198e+07
37  65  3.91041e+07
37  66  2.99596e+07
37  67  2.67357e+07
37  68  2.62211e+07
37  69  2.68908e+07
37  70  2.31592e+07
37  71  2.37801e+07
37  72  1.99982e+07
37  73  1.83253e+07
37  74  1.97825e+07
37  75  2.51465e+07
37  76  1.10826e+07
37  77  2.61133e+06
37  78  7.53229e+06
37  79  1.1447e+07
37  80  1.05033e+07
37  81  1.36802e+07
37  82  3.51083e+06
37  83  5.02435e+06
37  84  1.65506e+06
37  85  6.16805e+06
37  86  6.60323e+06
37  87  7.52916e+06
37  88  3.98836e+06
37  89  4.2522e+06
37  90  6.28989e+06
37  91  4.8097e+06
37  92  1.67053e+06
37  93  6.94172e+06
37  94  2.45691e+06
37  95  8.97015e+06
37  96  1.969e+06
37  97  6.10182e+06
37  98  3.21753e+06
37  99  2.63628e+06
37  100  1.92664e+06
38  0  3.66926e+07
38  1  3.49199e+07
38  2  1.68007e+07
38  3  2.51803e+07
38  4  1.89631e+07
38  5  2.88559e+07
38  6  3.38202e+07
38  7  4.86658e+07
38  8  3.75697e+07
38  9  3.72821e+07
38  10  3.67299e+07
38  11  4.5928e+07
38  12  3.88808e+07
38  13  4.12065e+07
38  14  4.86607e+07
38  15  3.88681e+07
38  16  3.29782e+07
38  17  3.98816e+07
38  18  2.53394e+07
38  19  2.23794e+07
38  20  2.05774e+07
38  21  4.64962e+07
38  22  2.24369e+07
38  23  1.98578e+07
38  24  1.95878e+07
38  25  1.49052e+07
38  26  1.66106e+07
38  27  2.58558e+07
38  28  1.30239e+07
38  29  2.40543e+07
38  30  2.06558e+07
38  31  2.38052e+07
38  32  4.10855e+07
38  33  2.76318e+07
38  34  3.03292e+07
38  35  2.53954e+07
38  36  3.99773e+07
38  37  4.15271e+07
38  38  4.43447e+07
38  39  2.4072e+07
38  40  2.36311e+07
38  41  2.45228e+07
38  42  1.59134e+07
38  43  2.68385e+07
38  44  3.49141e+07
38  45  3.91353e+07
38  46  4.26253e+07
38  47  4.63311e+07
38  48  2.94037e+07
38  49  3.65806e+07
38  50  4.08575e+07
38  51  3.35076e+07
38  52  1.84316e+07
38  53  1.42274e+07
38  54  2.62955e+07
