row  column  (images_6a.edf P-K*images_6a.edf Ar-K**2.3)
51  10  4.79487e+07
51  11  4.09429e+07
51  12  3.83709e+07
51  13  2.13365e+07
51  14  3.1651e+07
51  15  3.07576e+07
51  16  3.08781e+07
51  17  3.42769e+07
51  18  2.76235e+07
51  19  1.85444e+07
51  20  1.56877e+07
51  21  1.37364e+07
51  22  1.60738e+07
51  23  1.56695e+07
51  24  1.21595e+07
51  25  8.90957e+06
51  26  1.74873e+07
51  27  1.00702e+07
51  28  2.28699e+07
51  29  2.21992e+07
51  30  2.77923e+07
51  31  1.91739e+07
51  32  2.30046e+07
51  33  3.15364e+07
51  34  2.49839e+07
51  35  3.25767e+07
51  36  1.98416e+07
51  37  2.9882e+07
51  38  2.49594e+07
51  39  2.7515e+07
51  40  3.0073e+07
51  41  3.48222e+07
51  42  3.03781e+07
51  43  2.52153e+07
51  44  1.66825e+07
51  45  2.5407e+07
51  46  2.95091e+07
51  47  3.00427e+07
51  48  3.65306e+07
51  49  3.44492e+07
51  50  4.4613e+07
51  51  5.23027e+07
51  52  3.55023e+07
51  53  2.98432e+07
51  54  2.76388e+07
51  55  3.46971e+07
51  56  4.68212e+07
51  57  4.22592e+07
51  58  3.3372e+07
51  59  3.55083e+07
51  60  3.76069e+07
51  61  3.58289e+07
51  62  3.0006e+07
51  63  2.34597e+07
51  64  3.10978e+07
51  65  3.19498e+07
51  66  2.97838e+07
51  67  2.07641e+07
51  68  2.61465e+07
51  69  4.10228e+07
51  70  4.88993e+07
51  71  5.15307e+07
51  72  4.13628e+07
51  73  3.88884e+07
51  74  4.96561e+07
51  75  4.5836e+07
51  76  3.01374e+07
51  77  3.28573e+07
51  78  5.00096e+07
51  79  4.15503e+07
51  80  3.8607e+07
51  81  2.44234e+07
51  82  3.33313e+07
51  83  3.03723e+07
51  84  3.19855e+07
51  85  2.86245e+07
51  86  2.37893e+07
51  87  2.15655e+07
51  88  3.04838e+07
51  89  2.58686e+07
51  90  2.02174e+07
51  91  2.94114e+07
51  92  2.63392e+07
51  93  1.48429e+07
51  94  1.15062e+07
51  95  2.50743e+07
51  96  1.7809e+07
51  97  1.52071e+07
51  98  9.17942e+06
51  99  1.19163e+07
51  100  2.08885e+07
52  0  4.58844e+07
52  1  3.23711e+07
52  2  2.03633e+07
52  3  2.00499e+07
52  4  2.84641e+07
52  5  2.51539e+07
52  6  4.01583e+07
52  7  3.17466e+07
52  8  2.81488e+07
52  9  3.92482e+07
52  10  3.21895e+07
52  11  2.83846e+07
52  12  3.06762e+07
52  13  4.80574e+07
52  14  3.89297e+07
52  15  2.30195e+07
52  16  2.54e+07
52  17  2.73316e+07
52  18  1.77097e+07
52  19  1.5468e+07
52  20  1.92534e+07
52  21  2.39207e+07
52  22  1.90758e+07
52  23  1.4394e+07
52  24  1.97874e+07
52  25  1.65619e+07
52  26  1.88916e+07
52  27  1.73588e+07
52  28  2.24953e+07
52  29  1.65135e+07
52  30  1.81901e+07
52  31  2.10126e+07
52  32  2.53449e+07
52  33  3.77507e+07
52  34  2.08545e+07
52  35  2.67387e+07
52  36  2.03615e+07
52  37  3.40933e+07
52  38  2.92903e+07
52  39  1.85014e+07
52  40  1.76958e+07
52  41  1.60038e+07
52  42  1.80928e+07
52  43  2.13758e+07
52  44  3.17934e+07
52  45  3.83541e+07
52  46  3.23836e+07
52  47  2.9943e+07
52  48  3.022e+07
52  49  3.49826e+07
52  50  3.87516e+07
52  51  2.34365e+07
52  52  2.84992e+07
52  53  3.06767e+07
52  54  2.36436e+07
52  55  3.80229e+07
52  56  5.19685e+07
52  57  4.19374e+07
52  58  4.68842e+07
52  59  2.8832e+07
52  60  3.03489e+07
52  61  3.34935e+07
52  62  2.66893e+07
52  63  2.16946e+07
52  64  3.20825e+07
52  65  3.00578e+07
52  66  2.11553e+07
52  67  2.17168e+07
52  68  3.98651e+07
52  69  4.92019e+07
52  70  4.093e+07
52  71  5.82303e+07
52  72  3.9567e+07
52  73  5.00715e+07
52  74  4.04574e+07
52  75  3.005e+07
52  76  3.09344e+07
52  77  3.62259e+07
52  78  3.94191e+07
52  79  3.91303e+07
52  80  3.16306e+07
52  81  2.7171e+07
52  82  3.92665e+07
52  83  3.89703e+07
52  84  4.45852e+07
52  85  2.96817e+07
52  86  2.51812e+07
52  87  2.10714e+07
52  88  2.28691e+07
52  89  3.07868e+07
52  90  2.3517e+07
52  91  2.1166e+07
52  92  1.16047e+07
52  93  1.41634e+07
52  94  5.18457e+06
52  95  1.68141e+07
52  96  1.11069e+07
52  97  1.07247e+07
52  98  1.36896e+07
52  99  8.32393e+06
52  100  9.86255e+06
53  0  3.18718e+07
53  1  3.67948e+07
53  2  2.52053e+07
53  3  1.91998e+07
53  4  2.47097e+07
53  5  2.82991e+07
53  6  2.92938e+07
53  7  3.35131e+07
53  8  3.36432e+07
53  9  4.10769e+07
53  10  3.87765e+07
53  11  4.68603e+07
53  12  3.89883e+07
53  13  2.2509e+07
53  14  3.02902e+07
53  15  2.45826e+07
53  16  2.07003e+07
53  17  1.97795e+07
53  18  2.37529e+07
53  19  2.08351e+07
53  20  1.79348e+07
53  21  2.21773e+07
53  22  2.45335e+07
53  23  1.28454e+07
53  24  2.37196e+07
53  25  1.83744e+07
53  26  2.048e+07
53  27  1.6377e+07
53  28  2.10393e+07
53  29  2.04011e+07
53  30  1.8719e+07
53  31  2.19957e+07
53  32  2.62813e+07
53  33  3.38014e+07
53  34  2.14257e+07
53  35  2.42647e+07
53  36  1.7247e+07
53  37  2.45894e+07
53  38  1.22441e+07
53  39  2.79874e+07
53  40  2.13509e+07
53  41  1.5815e+07
53  42  1.7361e+07
53  43  3.38189e+07
53  44  1.83805e+07
53  45  2.39064e+07
53  46  2.55895e+07
53  47  2.9153e+07
53  48  2.84318e+07
53  49  2.34213e+07
53  50  4.94711e+07
53  51  3.85753e+07
53  52  3.78845e+07
53  53  2.50434e+07
53  54  2.27051e+07
53  55  3.13351e+07
53  56  4.0558e+07
53  57  4.9094e+07
53  58  3.31462e+07
53  59  3.28136e+07
53  60  3.86375e+07
53  61  4.44605e+07
53  62  2.88602e+07
53  63  2.19847e+07
53  64  3.55744e+07
53  65  2.75298e+07
53  66  1.60873e+07
53  67  2.39763e+07
53  68  2.84446e+07
53  69  4.934e+07
53  70  5.02176e+07
53  71  4.36538e+07
53  72  4.78382e+07
53  73  4.91476e+07
53  74  4.86929e+07
53  75  4.15614e+07
53  76  3.85293e+07
53  77  3.91162e+07
53  78  4.68089e+07
53  79  3.29602e+07
53  80  4.58364e+07
53  81  3.00246e+07
53  82  3.40235e+07
53  83  3.36357e+07
53  84  1.02851e+07
53  85  3.09659e+07
53  86  4.07936e+07
53  87  2.45622e+07
53  88  2.71038e+07
53  89  2.36652e+07
53  90  1.48779e+07
53  91  2.66391e+07
53  92  1.53517e+07
53  93  6.18301e+06
53  94  1.07539e+07
53  95  8.8469e+06
53  96  1.79879e+07
53  97  1.61464e+07
53  98  1.19978e+07
53  99  9.98692e+06
53  100  8.30389e+06
54  0  3.64398e+07
54  1  1.52785e+07
54  2  1.77229e+07
54  3  1.4465e+07
54  4  2.7734e+07
54  5  3.62404e+07
54  6  3.94317e+07
54  7  2.3724e+07
54  8  2.85647e+07
54  9  3.61175e+07
54  10  2.86631e+07
54  11  2.52615e+07
54  12  3.48655e+07
54  13  3.75306e+07
54  14  3.22585e+07
54  15  2.87135e+07
54  16  3.39138e+07
54  17  2.83962e+07
54  18  2.20041e+07
54  19  2.38773e+07
54  20  1.18134e+07
54  21  8.39929e+06
54  22  2.02074e+07
54  23  1.61006e+07
54  24  1.12766e+07
54  25  1.73656e+07
54  26  1.58783e+07
54  27  1.8878e+07
54  28  1.38846e+07
54  29  1.97956e+07
54  30  3.25443e+07
54  31  1.7653e+07
54  32  2.70251e+07
54  33  3.01546e+07
54  34  3.78285e+07
54  35  2.4817e+07
54  36  1.88774e+07
54  37  3.15634e+07
54  38  2.01555e+07
54  39  2.07074e+07
54  40  2.55822e+07
54  41  2.18579e+07
54  42  2.8686e+07
54  43  2.52256e+07
54  44  2.48615e+07
54  45  2.40003e+07
54  46  2.81218e+07
54  47  2.97214e+07
54  48  2.55593e+07
54  49  2.67086e+07
54  50  4.24534e+07
54  51  3.52209e+07
54  52  3.17534e+07
54  53  2.74095e+07
54  54  2.51407e+07
54  55  3.15964e+07
54  56  4.58417e+07
54  57  3.6271e+07
54  58  3.71112e+07
54  59  3.68069e+07
54  60  3.75433e+07
54  61  3.27748e+07
54  62  2.75065e+07
54  63  3.07277e+07
54  64  2.79511e+07
54  65  1.9652e+07
54  66  1.90851e+07
54  67  1.5263e+07
54  68  3.06391e+07
54  69  4.71089e+07
54  70  4.80126e+07
54  71  6.00252e+07
54  72  5.78005e+07
54  73  5.56358e+07
54  74  4.01087e+07
54  75  3.80208e+07
54  76  3.31285e+07
54  77  3.31794e+07
54  78  4.41927e+07
54  79  4.09526e+07
54  80  3.93076e+07
54  81  3.69527e+07
54  82  4.09562e+07
54  83  4.6596e+07
54  84  3.29715e+07
54  85  3.73483e+07
54  86  3.93947e+07
54  87  2.72305e+07
54  88  3.69394e+07
54  89  2.35054e+07
54  90  3.58722e+07
54  91  2.38545e+07
54  92  2.27826e+07
54  93  2.06905e+07
54  94  1.1554e+07
54  95  1.33944e+07
54  96  9.77715e+06
54  97  1.05065e+07
54  98  1.6218e+07
54  99  1.12966e+07
54  100  1.37516e+07
55  0  3.30642e+07
55  1  2.22067e+07
55  2  1.99237e+07
55  3  2.15099e+07
55  4  5.00159e+06
55  5  1.89836e+07
55  6  3.20224e+07
55  7  2.98538e+07
55  8  3.72704e+07
55  9  4.04034e+07
55  10  3.53339e+07
55  11  2.79765e+07
55  12  3.68301e+07
55  13  3.61171e+07
55  14  2.04777e+07
55  15  2.99059e+07
55  16  2.21837e+07
55  17  2.12065e+07
55  18  2.23331e+07
55  19  1.17245e+07
55  20  1.85679e+07
55  21  1.14409e+07
55  22  2.0247e+07
55  23  1.48381e+07
55  24  1.52321e+07
55  25  2.63282e+07
55  26  1.91171e+07
55  27  1.97419e+07
55  28  1.30713e+07
55  29  1.31312e+07
55  30  2.50003e+07
55  31  2.54332e+07
55  32  2.68684e+07
55  33  2.19908e+07
55  34  3.32066e+07
55  35  3.01357e+07
55  36  1.73748e+07
55  37  1.57277e+07
55  38  2.0701e+07
55  39  2.81114e+07
55  40  2.4152e+07
55  41  2.35505e+07
55  42  1.57891e+07
55  43  2.23615e+07
55  44  2.07199e+07
55  45  1.54407e+07
55  46  3.03267e+07
55  47  1.31679e+07
55  48  2.30786e+07
55  49  2.98739e+07
55  50  2.19132e+07
55  51  2.90451e+07
55  52  1.76279e+07
55  53  1.90292e+07
55  54  7.53504e+06
55  55  2.9071e+07
55  56  4.34384e+07
55  57  4.37838e+07
55  58  3.48517e+07
55  59  3.21123e+07
55  60  3.36088e+07
55  61  2.98067e+07
55  62  3.16641e+07
55  63  3.58855e+07
55  64  3.50205e+07
55  65  2.2522e+07
55  66  1.7466e+07
55  67  2.2749e+07
55  68  3.66744e+07
55  69  4.67857e+07
55  70  5.84154e+07
55  71  6.33855e+07
55  72  3.98059e+07
55  73  3.85381e+07
55  74  5.20619e+07
55  75  3.07749e+07
55  76  3.20018e+07
55  77  4.02223e+07
55  78  4.53661e+07
55  79  4.76656e+07
55  80  2.50568e+07
55  81  4.0577e+07
55  82  4.57314e+07
55  83  4.57612e+07
55  84  4.27432e+07
55  85  3.62996e+07
55  86  3.56287e+07
55  87  3.71026e+07
55  88  3.67182e+07
55  89  3.22889e+07
55  90  3.86969e+07
55  91  3.71568e+07
55  92  1.3012e+07
55  93  1.19272e+07
55  94  3.31626e+07
55  95  2.48362e+07
55  96  2.6817e+07
55  97  2.96939e+07
55  98  1.15419e+07
55  99  1.46188e+07
55  100  2.22365e+07
56  0  2.10171e+07
56  1  2.21436e+07
56  2  2.33708e+07
56  3  1.52237e+07
56  4  9.09707e+06
56  5  2.87897e+07
56  6  2.40628e+07
56  7  2.64619e+07
56  8  3.93784e+07
56  9  2.6461e+07
56  10  2.28782e+07
56  11  3.206e+07
56  12  2.41567e+07
56  13  4.14861e+07
56  14  3.26055e+07
56  15  2.20603e+07
56  16  2.23894e+07
56  17  1.4518e+07
56  18  1.50528e+07
56  19  2.90646e+07
56  20  2.44682e+07
56  21  2.11348e+07
56  22  1.44359e+07
56  23  2.33052e+07
56  24  1.47991e+07
56  25  2.37586e+07
56  26  2.18734e+07
56  27  2.4612e+07
56  28  2.67634e+07
56  29  2.29548e+07
56  30  2.75134e+07
56  31  2.27297e+07
56  32  1.94738e+07
56  33  2.22085e+07
56  34  2.97287e+07
56  35  7.33301e+06
56  36  2.58321e+07
56  37  2.63435e+07
56  38  1.57904e+07
56  39  1.5018e+07
56  40  2.48769e+07
56  41  1.93181e+07
56  42  1.87198e+07
56  43  1.55158e+07
56  44  1.6679e+07
56  45  2.12124e+07
56  46  3.01434e+07
56  47  2.72586e+07
56  48  2.47036e+07
56  49  2.80767e+07
56  50  3.12821e+07
56  51  2.77319e+07
56  52  1.56962e+07
56  53  2.94364e+07
56  54  2.29134e+07
56  55  2.86797e+07
56  56  2.98562e+07
56  57  3.60583e+07
56  58  2.94623e+07
56  59  4.03682e+07
56  60  2.4304e+07
56  61  2.02448e+07
56  62  2.95723e+07
56  63  2.56589e+07
56  64  2.83323e+07
56  65  2.23781e+07
56  66  2.75975e+07
56  67  2.45455e+07
56  68  2.40318e+07
56  69  4.49703e+07
56  70  5.09643e+07
56  71  4.94006e+07
56  72  4.54643e+07
56  73  4.38535e+07
56  74  4.16361e+07
56  75  4.182e+07
56  76  3.24948e+07
56  77  2.36465e+07
56  78  5.49456e+07
56  79  3.66265e+07
56  80  3.33774e+07
56  81  4.4807e+07
56  82  5.03919e+07
56  83  3.77351e+07
56  84  4.99694e+07
56  85  4.90708e+07
56  86  3.46108e+07
56  87  4.12454e+07
56  88  3.13767e+07
56  89  3.85629e+07
56  90  4.36345e+07
56  91  3.51891e+07
56  92  2.24911e+07
56  93  2.1198e+07
56  94  1.13474e+07
56  95  1.59566e+07
56  96  1.94634e+07
56  97  1.88622e+07
56  98  1.86299e+07
56  99  1.2495e+07
56  100  1.20121e+07
57  0  2.45021e+07
57  1  2.76942e+07
57  2  1.6555e+07
57  3  1.7095e+07
57  4  1.99851e+07
57  5  2.6235e+07
57  6  1.63095e+07
57  7  3.00112e+07
57  8  2.47736e+07
57  9  2.50392e+07
57  10  2.838e+07
57  11  1.57745e+07
57  12  3.26357e+07
57  13  2.83283e+07
57  14  2.58121e+07
57  15  2.08188e+07
57  16  7.5239e+06
57  17  2.62107e+07
57  18  2.59912e+07
57  19  1.71894e+07
57  20  2.26514e+07
57  21  2.33106e+07
57  22  2.61348e+07
57  23  1.41039e+07
57  24  1.94972e+07
57  25  2.70012e+07
57  26  2.47933e+07
57  27  2.83841e+07
57  28  2.29819e+07
57  29  1.59059e+07
57  30  2.03557e+07
57  31  2.48521e+07
57  32  1.75334e+07
57  33  3.09176e+07
57  34  2.85368e+07
57  35  2.20324e+07
57  36  2.89215e+07
57  37  1.48652e+07
57  38  2.4578e+07
57  39  2.40226e+07
57  40  1.75912e+07
57  41  1.86504e+07
57  42  1.37111e+07
57  43  2.53418e+07
57  44  1.9478e+07
57  45  3.26791e+07
57  46  1.97417e+07
57  47  2.55604e+07
57  48  2.97398e+07
57  49  2.29643e+07
57  50  2.28182e+07
57  51  2.54815e+07
57  52  1.93466e+07
57  53  2.29255e+07
57  54  2.46901e+07
57  55  2.9109e+07
57  56  3.0216e+07
57  57  2.90956e+07
57  58  3.08166e+07
57  59  2.25889e+07
57  60  2.80036e+07
57  61  3.2292e+07
57  62  3.11187e+07
57  63  2.69948e+07
57  64  2.6119e+07
57  65  2.09296e+07
57  66  2.59765e+07
57  67  2.29408e+07
57  68  2.52218e+07
57  69  4.76885e+07
57  70  4.48565e+07
57  71  4.29368e+07
57  72  6.51902e+07
57  73  4.22409e+07
57  74  4.03772e+07
57  75  4.50805e+07
57  76  3.97686e+07
57  77  3.92985e+07
57  78  4.20168e+07
57  79  4.23353e+07
57  80  5.51829e+07
57  81  4.32478e+07
57  82  5.29189e+07
57  83  5.29144e+07
57  84  4.77669e+07
57  85  5.00023e+07
57  86  3.66512e+07
57  87  3.59617e+07
57  88  5.36306e+07
57  89  5.28592e+07
57  90  4.05775e+07
57  91  4.20613e+07
57  92  3.04943e+07
57  93  1.62321e+07
57  94  1.8268e+07
57  95  1.17723e+07
57  96  9.44838e+06
57  97  1.98912e+07
57  98  9.67841e+06
57  99  1.09435e+07
57  100  9.36014e+06
58  0  1.68199e+07
58  1  2.61522e+07
58  2  1.90468e+07
58  3  1.53893e+07
58  4  1.11114e+07
58  5  2.01242e+07
58  6  2.0672e+07
58  7  1.5567e+07
58  8  2.1493e+07
58  9  3.24309e+07
58  10  2.29478e+07
58  11  2.17465e+07
58  12  2.14895e+07
58  13  1.94563e+07
58  14  2.72253e+07
58  15  2.27881e+07
58  16  2.21749e+07
58  17  2.24224e+07
58  18  2.68887e+07
58  19  1.90789e+07
58  20  2.17709e+07
58  21  1.98029e+07
58  22  2.22288e+07
58  23  1.71666e+07
58  24  2.07376e+07
58  25  1.99958e+07
58  26  2.36134e+07
58  27  2.13161e+07
58  28  2.02101e+07
58  29  3.02822e+07
58  30  1.91928e+07
58  31  2.15849e+07
58  32  2.59565e+07
58  33  1.94e+07
58  34  2.81137e+07
58  35  2.08713e+07
58  36  2.18703e+07
58  37  2.8042e+07
58  38  1.44848e+07
58  39  1.5573e+07
58  40  2.12707e+07
58  41  2.11201e+07
58  42  1.04017e+07
58  43  2.36497e+07
58  44  1.94666e+07
58  45  3.78591e+07
58  46  2.86114e+07
58  47  3.52011e+07
58  48  1.87642e+07
58  49  2.62818e+07
58  50  2.53144e+07
58  51  3.60586e+07
58  52  1.54317e+07
58  53  2.94468e+07
58  54  2.41106e+07
58  55  1.99776e+07
58  56  3.85451e+07
58  57  2.46195e+07
58  58  3.5648e+07
58  59  3.24192e+07
58  60  3.48912e+07
58  61  2.74922e+07
58  62  3.28249e+07
58  63  3.03358e+07
58  64  2.20383e+07
58  65  2.92633e+07
58  66  2.27175e+07
58  67  1.47688e+07
58  68  2.24371e+07
58  69  3.18572e+07
58  70  5.10546e+07
58  71  4.28107e+07
58  72  4.42048e+07
58  73  2.65477e+07
58  74  4.66955e+07
58  75  5.01487e+07
58  76  3.35107e+07
58  77  3.63913e+07
58  78  4.12132e+07
58  79  3.28039e+07
58  80  5.1441e+07
58  81  5.34276e+07
58  82  4.98933e+07
58  83  6.37657e+07
58  84  5.19338e+07
58  85  5.38537e+07
58  86  5.02177e+07
58  87  4.98506e+07
58  88  4.81223e+07
58  89  3.97602e+07
58  90  4.49308e+07
58  91  2.93408e+07
58  92  3.22214e+07
58  93  1.80544e+07
58  94  2.42068e+07
58  95  1.96018e+07
58  96  1.7738e+07
58  97  1.72491e+07
58  98  3.37037e+07
58  99  2.02837e+07
58  100  3.30678e+07
59  0  2.18581e+07
59  1  1.05826e+07
59  2  2.06037e+07
59  3  1.46894e+07
59  4  1.60688e+07
59  5  2.10517e+07
59  6  2.5337e+07
59  7  1.98943e+07
59  8  1.92749e+07
59  9  1.52461e+07
59  10  1.63583e+07
59  11  1.86575e+07
59  12  2.29646e+07
59  13  1.95793e+07
59  14  1.6919e+07
59  15  1.92596e+07
59  16  2.89137e+07
59  17  2.41119e+07
59  18  2.03694e+07
59  19  1.64992e+07
59  20  2.51866e+07
59  21  2.19134e+07
59  22  1.9809e+07
59  23  2.05817e+07
59  24  1.29538e+07
59  25  3.11103e+07
59  26  1.29803e+07
59  27  3.27668e+07
59  28  2.05107e+07
59  29  2.13432e+07
59  30  2.3559e+07
59  31  2.51596e+07
59  32  3.12638e+07
59  33  2.02091e+07
59  34  3.30941e+07
59  35  1.49263e+07
59  36  2.59156e+07
59  37  1.5053e+07
59  38  1.66147e+07
59  39  1.59062e+07
59  40  2.34373e+07
59  41  2.37357e+07
59  42  1.10067e+07
59  43  1.66788e+07
59  44  1.99229e+07
59  45  2.05469e+07
59  46  2.26478e+07
59  47  2.50805e+07
59  48  1.30306e+07
59  49  2.39346e+07
59  50  3.50422e+07
59  51  1.94271e+07
59  52  2.15992e+07
59  53  2.818e+07
59  54  1.98173e+07
59  55  1.88554e+07
59  56  3.19007e+07
59  57  3.71305e+07
59  58  3.35209e+07
59  59  3.27802e+07
59  60  2.95302e+07
59  61  3.33328e+07
59  62  2.77446e+07
59  63  3.82498e+07
59  64  2.56963e+07
59  65  1.65213e+07
59  66  3.06495e+07
59  67  1.90062e+07
59  68  4.0012e+07
59  69  5.17383e+07
59  70  4.28615e+07
59  71  5.47891e+07
59  72  5.67622e+07
59  73  4.01472e+07
59  74  4.48663e+07
59  75  4.83788e+07
59  76  3.61282e+07
59  77  3.79413e+07
59  78  4.21291e+07
59  79  4.40968e+07
59  80  5.93631e+07
59  81  5.71605e+07
59  82  5.03835e+07
59  83  4.62361e+07
59  84  4.53063e+07
59  85  5.01678e+07
59  86  4.16379e+07
59  87  3.98508e+07
59  88  4.56823e+07
59  89  4.77429e+07
59  90  3.0875e+07
59  91  3.92399e+07
59  92  4.34351e+07
59  93  3.539e+07
59  94  1.46231e+07
59  95  2.35676e+07
59  96  1.63058e+07
59  97  1.93791e+07
59  98  1.80848e+07
59  99  2.47952e+07
59  100  2.68899e+07
60  0  1.38055e+07
60  1  1.64357e+07
60  2  1.16853e+07
60  3  6.06419e+06
60  4  3.93928e+06
60  5  1.91214e+07
60  6  2.39019e+07
60  7  1.50436e+07
60  8  1.92147e+07
60  9  2.36434e+07
60  10  2.68996e+07
60  11  1.18982e+07
60  12  2.08859e+07
60  13  2.08158e+07
60  14  1.5194e+07
60  15  1.4429e+07
60  16  1.3686e+07
60  17  1.57134e+07
60  18  2.42156e+07
60  19  1.64348e+07
60  20  1.62305e+07
60  21  1.41381e+07
60  22  2.00853e+07
60  23  1.4219e+07
60  24  1.52746e+07
60  25  2.42046e+07
60  26  1.29466e+07
60  27  1.58127e+07
60  28  2.14579e+07
60  29  2.73992e+07
60  30  2.80924e+07
60  31  2.18587e+07
60  32  1.59006e+07
60  33  1.63065e+07
60  34  1.98099e+07
60  35  1.91684e+07
60  36  2.31858e+07
60  37  2.21801e+07
60  38  1.70933e+07
60  39  1.57118e+07
60  40  2.2018e+07
60  41  1.86814e+07
60  42  1.54259e+07
60  43  1.35317e+07
60  44  1.42781e+07
60  45  2.05828e+07
60  46  1.7403e+07
60  47  1.51287e+07
60  48  2.36747e+07
60  49  2.62758e+07
60  50  2.48234e+07
60  51  2.79971e+07
60  52  1.53804e+07
60  53  1.74188e+07
60  54  1.65846e+07
60  55  2.83326e+07
60  56  2.01475e+07
60  57  3.80668e+07
60  58  2.20822e+07
60  59  3.27314e+07
60  60  2.6662e+07
60  61  2.99268e+07
60  62  3.9374e+07
60  63  3.93504e+07
60  64  4.40253e+07
60  65  2.77278e+07
60  66  2.98942e+07
60  67  2.92327e+07
60  68  2.17635e+07
60  69  2.4997e+07
60  70  4.87635e+07
60  71  3.31957e+07
60  72  3.86467e+07
60  73  5.28056e+07
60  74  4.82615e+07
60  75  5.3464e+07
60  76  4.46905e+07
60  77  3.22565e+07
60  78  3.0356e+07
60  79  5.55088e+07
60  80  6.5291e+07
60  81  4.74915e+07
60  82  5.50499e+07
60  83  6.60427e+07
60  84  4.45841e+07
60  85  5.21923e+07
60  86  5.09629e+07
60  87  4.41029e+07
60  88  3.94002e+07
60  89  5.85746e+07
60  90  2.94795e+07
60  91  3.51191e+07
60  92  3.79873e+07
60  93  2.61703e+07
60  94  4.06809e+07
60  95  2.39307e+07
60  96  3.24761e+07
60  97  2.84774e+07
60  98  2.5971e+07
60  99  2.1867e+07
60  100  2.62362e+07
61  0  1.56425e+07
61  1  2.24905e+07
61  2  9.53645e+06
61  3  1.79398e+07
61  4  1.84172e+07
61  5  1.27026e+07
61  6  1.96744e+07
61  7  1.6936e+07
61  8  1.56068e+07
61  9  1.60609e+07
61  10  2.37059e+07
61  11  2.46551e+07
61  12  1.99155e+07
61  13  1.37794e+07
61  14  1.88904e+07
61  15  2.15099e+07
61  16  1.77394e+07
61  17  1.05704e+07
61  18  1.94981e+07
61  19  2.25687e+07
61  20  9.55323e+06
61  21  2.80186e+07
61  22  1.15411e+07
61  23  9.59451e+06
61  24  0
61  25  1.3082e+07
61  26  1.75769e+07
61  27  9.30514e+06
61  28  3.29111e+07
61  29  2.53998e+07
61  30  2.344e+07
61  31  2.50006e+07
61  32  2.87475e+07
61  33  2.48883e+07
61  34  2.05512e+07
61  35  2.40497e+07
61  36  2.73723e+07
61  37  2.06181e+07
61  38  2.39293e+07
61  39  1.11545e+06
61  40  1.96354e+07
61  41  1.2334e+07
61  42  1.6962e+07
61  43  1.25445e+07
61  44  2.14229e+07
61  45  1.43078e+07
61  46  1.48958e+07
61  47  1.97441e+07
61  48  2.01462e+07
61  49  2.51984e+07
61  50  2.37711e+07
61  51  1.57527e+07
61  52  2.79127e+07
61  53  9.44201e+06
61  54  1.69891e+07
61  55  2.23247e+07
61  56  3.08894e+07
61  57  3.0911e+07
61  58  2.85731e+07
61  59  2.47214e+07
61  60  2.9696e+07
61  61  4.35684e+07
61  62  3.0261e+07
61  63  2.33609e+07
61  64  3.27802e+07
61  65  2.64917e+07
61  66  3.03595e+07
61  67  1.61025e+07
61  68  3.11527e+07
61  69  4.13843e+07
61  70  3.63587e+07
61  71  3.56482e+07
61  72  4.56241e+07
61  73  4.57257e+07
61  74  3.84037e+07
61  75  3.7464e+07
61  76  4.90555e+07
61  77  3.96823e+07
61  78  4.4296e+07
61  79  4.59312e+07
61  80  5.42705e+07
61  81  5.34476e+07
61  82  4.44395e+07
61  83  6.17606e+07
61  84  5.30401e+07
61  85  4.50527e+07
61  86  4.98276e+07
61  87  4.77546e+07
61  88  6.40627e+07
61  89  5.78943e+07
61  90  5.97183e+07
61  91  4.63519e+07
61  92  2.24869e+07
61  93  2.8506e+07
61  94  2.18173e+07
61  95  3.09036e+07
61  96  2.73012e+07
61  97  2.38739e+07
61  98  2.48008e+07
61  99  2.79789e+07
61  100  2.174e+07
62  0  1.55571e+07
62  1  1.74351e+07
62  2  1.44056e+07
62  3  7.38649e+06
62  4  1.09787e+07
62  5  7.88697e+06
62  6  1.29338e+07
62  7  2.66207e+07
62  8  1.66438e+07
62  9  2.67454e+07
62  10  1.93199e+07
62  11  2.16148e+07
62  12  1.61712e+07
62  13  1.93268e+07
62  14  1.46763e+07
62  15  1.70172e+07
62  16  1.93642e+07
62  17  7.71014e+06
62  18  1.9375e+07
62  19  1.56133e+07
62  20  1.59706e+07
62  21  2.00346e+07
62  22  2.34664e+07
62  23  1.8817e+07
62  24  2.28787e+07
62  25  1.47299e+07
62  26  3.44038e+07
62  27  1.7234e+07
62  28  2.72402e+07
62  29  1.96725e+07
62  30  3.0994e+07
62  31  3.03383e+07
62  32  1.78907e+07
62  33  1.94731e+07
62  34  1.26591e+07
62  35  2.43997e+07
62  36  1.84562e+07
62  37  1.82547e+07
62  38  9.73998e+06
62  39  2.0975e+07
62  40  1.41254e+07
62  41  1.97021e+07
62  42  1.78479e+07
62  43  1.68873e+07
62  44  1.22156e+07
62  45  1.77781e+07
62  46  1.76022e+07
62  47  2.77905e+07
62  48  1.88469e+07
62  49  8.6473e+06
62  50  3.22141e+07
62  51  2.23987e+07
62  52  1.63607e+07
62  53  1.98369e+07
62  54  2.34074e+07
62  55  2.07602e+07
62  56  3.11717e+07
62  57  2.66597e+07
62  58  2.65378e+07
62  59  3.06519e+07
62  60  1.72367e+07
62  61  3.98194e+07
62  62  3.25138e+07
62  63  3.79044e+07
