row  column  (images_6a.edf Fe-K*images_6a.edf Ar-K**2.3)
23  44  9.13219e+07
23  45  1.13763e+08
23  46  1.9533e+08
23  47  7.62945e+07
23  48  8.98693e+07
23  49  8.65521e+07
23  50  7.81822e+07
23  51  7.42208e+07
23  52  6.52803e+07
23  53  8.00612e+07
23  54  7.99114e+07
23  55  9.27896e+07
23  56  1.09823e+08
23  57  8.27765e+07
23  58  1.09792e+08
23  59  9.04193e+07
23  60  9.87268e+07
23  61  8.87249e+07
23  62  1.13011e+08
23  63  1.23656e+08
23  64  1.30276e+08
23  65  1.39605e+08
23  66  1.07584e+08
23  67  1.5103e+08
23  68  1.85764e+08
23  69  1.82997e+08
23  70  1.60981e+08
23  71  1.45888e+08
23  72  1.44345e+08
23  73  1.81292e+08
23  74  2.06666e+08
23  75  1.80543e+08
23  76  1.39116e+08
23  77  1.25135e+08
23  78  1.24593e+08
23  79  1.08141e+08
23  80  9.36402e+07
23  81  8.08588e+07
23  82  7.84205e+07
23  83  2.78332e+07
23  84  6.1333e+07
23  85  3.91695e+07
23  86  3.61758e+07
23  87  3.77182e+07
23  88  4.87134e+07
23  89  4.00384e+07
23  90  3.78346e+07
23  91  2.01445e+07
23  92  1.23558e+07
23  93  3.69987e+07
23  94  6.24701e+07
23  95  6.18655e+07
23  96  8.61206e+07
23  97  7.404e+07
23  98  9.54818e+07
23  99  6.63544e+07
23  100  2.37149e+07
24  0  1.6278e+08
24  1  7.04307e+07
24  2  6.98281e+07
24  3  6.21865e+07
24  4  5.42569e+07
24  5  6.34669e+07
24  6  8.00632e+07
24  7  7.81158e+07
24  8  1.01013e+08
24  9  9.049e+07
24  10  1.20845e+08
24  11  1.04017e+08
24  12  1.08775e+08
24  13  9.5296e+07
24  14  8.51069e+07
24  15  8.47966e+07
24  16  3.39448e+07
24  17  9.18634e+07
24  18  8.2581e+07
24  19  9.32978e+07
24  20  8.18118e+07
24  21  1.25305e+07
24  22  9.49915e+07
24  23  8.89269e+07
24  24  8.94127e+07
24  25  7.59297e+07
24  26  7.06026e+07
24  27  7.33024e+07
24  28  8.16301e+07
24  29  1.44387e+08
24  30  1.04525e+08
24  31  9.43553e+07
24  32  8.54736e+07
24  33  7.62004e+07
24  34  9.26008e+07
24  35  9.5591e+07
24  36  8.33321e+07
24  37  8.87622e+07
24  38  1.11548e+08
24  39  1.01521e+08
24  40  9.36688e+07
24  41  7.19028e+07
24  42  5.60934e+07
24  43  3.3046e+07
24  44  7.35825e+07
24  45  1.14066e+08
24  46  1.79659e+08
24  47  2.01084e+08
24  48  9.20701e+07
24  49  7.30525e+07
24  50  7.08525e+07
24  51  7.67795e+07
24  52  6.00403e+07
24  53  8.25081e+07
24  54  7.262e+07
24  55  7.71906e+07
24  56  1.00285e+08
24  57  1.06759e+08
24  58  9.65547e+07
24  59  9.69756e+07
24  60  8.72951e+07
24  61  1.09446e+08
24  62  1.08089e+08
24  63  1.11627e+08
24  64  9.4632e+07
24  65  1.17672e+08
24  66  1.41748e+08
24  67  1.4912e+08
24  68  1.60687e+08
24  69  1.90554e+08
24  70  1.63074e+08
24  71  1.54507e+08
24  72  1.29936e+08
24  73  1.64164e+08
24  74  2.01352e+08
24  75  2.04891e+08
24  76  1.17808e+08
24  77  1.37098e+08
24  78  1.21991e+08
24  79  1.03255e+08
24  80  1.34815e+08
24  81  8.75746e+07
24  82  6.93871e+07
24  83  5.03881e+07
24  84  5.51239e+07
24  85  7.50617e+07
24  86  3.70069e+07
24  87  4.42834e+07
24  88  3.90052e+07
24  89  3.89836e+07
24  90  4.29528e+07
24  91  4.09037e+07
24  92  4.53598e+07
24  93  4.27704e+07
24  94  6.30015e+07
24  95  5.88219e+07
24  96  1.00764e+08
24  97  6.08486e+07
24  98  6.87208e+07
24  99  2.14317e+07
24  100  4.8484e+07
25  0  1.02686e+08
25  1  8.50739e+07
25  2  8.24481e+07
25  3  8.25076e+07
25  4  6.34583e+07
25  5  8.45504e+07
25  6  7.02494e+07
25  7  8.56934e+07
25  8  6.3042e+07
25  9  1.20876e+08
25  10  1.11738e+08
25  11  1.0746e+08
25  12  6.65473e+07
25  13  8.76172e+07
25  14  9.28784e+07
25  15  8.20109e+07
25  16  8.39474e+07
25  17  8.47067e+07
25  18  9.46682e+07
25  19  8.73089e+07
25  20  9.02639e+07
25  21  1.14077e+08
25  22  8.02744e+07
25  23  8.31933e+07
25  24  7.18684e+07
25  25  5.80521e+07
25  26  6.45089e+07
25  27  7.41401e+07
25  28  1.0711e+08
25  29  1.12108e+08
25  30  1.21364e+08
25  31  1.12471e+08
25  32  8.64436e+07
25  33  9.41382e+07
25  34  7.0828e+07
25  35  8.91881e+07
25  36  1.01514e+08
25  37  1.11293e+08
25  38  1.1288e+08
25  39  8.13535e+07
25  40  7.89772e+07
25  41  6.40358e+07
25  42  5.55076e+07
25  43  5.57124e+07
25  44  9.59622e+07
25  45  1.36283e+08
25  46  1.33324e+08
25  47  1.56315e+08
25  48  7.60265e+07
25  49  8.35511e+07
25  50  8.70738e+07
25  51  5.72103e+07
25  52  7.79121e+07
25  53  6.60785e+07
25  54  7.29087e+07
25  55  6.76623e+07
25  56  9.87651e+07
25  57  1.02889e+08
25  58  9.82743e+07
25  59  9.05131e+07
25  60  1.03487e+08
25  61  9.77094e+07
25  62  1.07754e+08
25  63  9.4787e+07
25  64  1.32777e+08
25  65  1.14234e+08
25  66  1.24648e+08
25  67  1.66094e+08
25  68  1.65911e+08
25  69  1.66787e+08
25  70  1.33837e+08
25  71  1.46394e+08
25  72  1.30252e+08
25  73  1.63269e+08
25  74  1.97689e+08
25  75  8.35643e+07
25  76  1.48597e+08
25  77  1.04555e+08
25  78  1.61572e+08
25  79  1.50434e+08
25  80  1.20831e+08
25  81  7.73085e+07
25  82  8.19362e+07
25  83  5.40317e+07
25  84  5.39211e+07
25  85  3.93028e+07
25  86  5.30768e+07
25  87  3.02919e+07
25  88  4.79531e+07
25  89  5.21702e+07
25  90  5.45809e+07
25  91  2.027e+07
25  92  3.38949e+07
25  93  5.52493e+07
25  94  6.91413e+07
25  95  9.14053e+07
25  96  1.11247e+08
25  97  6.12239e+07
25  98  5.98413e+07
25  99  5.08978e+07
25  100  3.77807e+07
26  0  9.52337e+07
26  1  8.12002e+07
26  2  7.39047e+07
26  3  6.29591e+07
26  4  4.257e+07
26  5  6.50934e+07
26  6  8.43954e+07
26  7  8.92006e+07
26  8  8.28063e+07
26  9  1.1401e+08
26  10  1.10068e+08
26  11  9.63899e+07
26  12  9.61063e+07
26  13  8.09215e+07
26  14  7.98473e+07
26  15  8.7793e+07
26  16  6.73428e+07
26  17  8.63873e+07
26  18  6.5757e+07
26  19  8.7814e+07
26  20  7.75824e+07
26  21  1.22e+08
26  22  9.37658e+07
26  23  6.8689e+07
26  24  7.50605e+07
26  25  7.35661e+07
26  26  6.98982e+07
26  27  8.0701e+07
26  28  9.40434e+07
26  29  1.10851e+08
26  30  1.02019e+08
26  31  1.09605e+08
26  32  9.29868e+07
26  33  8.90175e+07
26  34  5.51426e+07
26  35  6.19183e+07
26  36  8.83941e+07
26  37  9.8213e+07
26  38  9.22991e+07
26  39  8.44903e+07
26  40  4.9126e+07
26  41  5.68246e+07
26  42  5.47231e+07
26  43  5.72027e+07
26  44  8.27426e+07
26  45  1.0524e+08
26  46  2.51861e+08
26  47  1.46657e+08
26  48  7.92621e+07
26  49  7.76026e+07
26  50  7.28437e+07
26  51  5.91178e+07
26  52  4.4895e+07
26  53  7.50462e+07
26  54  8.58555e+07
26  55  7.12426e+07
26  56  9.95444e+07
26  57  9.66886e+07
26  58  9.72512e+07
26  59  1.1829e+08
26  60  1.14885e+08
26  61  8.2729e+07
26  62  9.44229e+07
26  63  1.04584e+08
26  64  1.24313e+08
26  65  1.24026e+08
26  66  1.05037e+08
26  67  1.35362e+08
26  68  1.55156e+08
26  69  1.48342e+08
26  70  1.34406e+08
26  71  1.41905e+08
26  72  1.2201e+08
26  73  1.55832e+08
26  74  1.82205e+08
26  75  1.69817e+08
26  76  8.28487e+07
26  77  1.12081e+08
26  78  1.25839e+08
26  79  1.28635e+08
26  80  1.54876e+08
26  81  1.04565e+08
26  82  1.05854e+08
26  83  7.33139e+07
26  84  6.24857e+07
26  85  4.67765e+07
26  86  5.32211e+07
26  87  6.00603e+07
26  88  5.1376e+07
26  89  7.00671e+07
26  90  6.34807e+07
26  91  3.22042e+07
26  92  3.07904e+07
26  93  4.55646e+07
26  94  7.00041e+07
26  95  1.18986e+08
26  96  1.1489e+08
26  97  7.04281e+07
26  98  7.20173e+07
26  99  6.14286e+07
26  100  4.40694e+07
27  0  9.74184e+07
27  1  7.00163e+07
27  2  6.76202e+07
27  3  3.36345e+07
27  4  5.41423e+07
27  5  6.84287e+07
27  6  7.98876e+07
27  7  8.03544e+07
27  8  8.15939e+07
27  9  8.5631e+07
27  10  9.56498e+07
27  11  8.4568e+07
27  12  9.51079e+07
27  13  1.05406e+08
27  14  7.03874e+07
27  15  7.21996e+07
27  16  1.01246e+08
27  17  8.74875e+07
27  18  8.58647e+07
27  19  8.46066e+07
27  20  1.05281e+08
27  21  1.15531e+08
27  22  9.27415e+07
27  23  7.12068e+07
27  24  4.66119e+07
27  25  5.11279e+07
27  26  7.88638e+07
27  27  8.91858e+07
27  28  8.87739e+07
27  29  1.08841e+08
27  30  8.26539e+07
27  31  1.21569e+08
27  32  8.73573e+07
27  33  8.66688e+07
27  34  5.67441e+07
27  35  7.71518e+07
27  36  8.95499e+07
27  37  9.82751e+07
27  38  8.8736e+07
27  39  9.8376e+07
27  40  6.69545e+07
27  41  4.7296e+07
27  42  5.59248e+07
27  43  4.45276e+07
27  44  6.94161e+07
27  45  1.1088e+08
27  46  1.82576e+08
27  47  1.24174e+08
27  48  8.68798e+07
27  49  7.53743e+07
27  50  7.35414e+07
27  51  7.36971e+07
27  52  5.44919e+07
27  53  6.63954e+07
27  54  8.14596e+07
27  55  7.24047e+07
27  56  1.11958e+08
27  57  1.14039e+08
27  58  7.5818e+07
27  59  8.41236e+07
27  60  1.29029e+08
27  61  6.83712e+07
27  62  1.06209e+08
27  63  9.88934e+07
27  64  1.21521e+08
27  65  1.36537e+08
27  66  1.26444e+08
27  67  1.58369e+08
27  68  1.64366e+08
27  69  1.48439e+08
27  70  1.32424e+08
27  71  1.11743e+08
27  72  1.48404e+08
27  73  1.7748e+08
27  74  1.90811e+08
27  75  1.40037e+08
27  76  9.59762e+07
27  77  1.35483e+08
27  78  1.22966e+08
27  79  1.37023e+08
27  80  1.64034e+08
27  81  1.15748e+08
27  82  8.30577e+07
27  83  7.25221e+07
27  84  5.35483e+07
27  85  6.69518e+07
27  86  6.68612e+07
27  87  6.08258e+07
27  88  2.60308e+07
27  89  3.90583e+07
27  90  5.20886e+07
27  91  5.38477e+07
27  92  5.12375e+07
27  93  4.44744e+07
27  94  6.24674e+07
27  95  1.25736e+08
27  96  1.35795e+08
27  97  6.67341e+07
27  98  4.98478e+07
27  99  4.2773e+07
27  100  0
28  0  1.05772e+08
28  1  8.51896e+07
28  2  7.81801e+07
28  3  5.8455e+07
28  4  5.01523e+07
28  5  5.8082e+07
28  6  4.79718e+07
28  7  8.58824e+07
28  8  8.12321e+07
28  9  1.03242e+08
28  10  1.05133e+08
28  11  1.20305e+08
28  12  7.64982e+07
28  13  8.60918e+07
28  14  8.98567e+07
28  15  1.05327e+08
28  16  9.51748e+07
28  17  9.30844e+07
28  18  7.87537e+07
28  19  6.97616e+07
28  20  1.01369e+08
28  21  1.17038e+08
28  22  9.66431e+07
28  23  7.66634e+07
28  24  7.40037e+07
28  25  7.34094e+07
28  26  6.66019e+07
28  27  6.75401e+07
28  28  7.41407e+07
28  29  9.36783e+07
28  30  7.95393e+07
28  31  1.28491e+08
28  32  8.91258e+07
28  33  8.16321e+07
28  34  7.17616e+07
28  35  8.46446e+07
28  36  8.41831e+07
28  37  9.43657e+07
28  38  9.09202e+07
28  39  9.60704e+07
28  40  3.21947e+07
28  41  5.45598e+07
28  42  5.72791e+07
28  43  6.04846e+07
28  44  6.35106e+07
28  45  8.9467e+07
28  46  1.45452e+08
28  47  1.14289e+08
28  48  8.58619e+07
28  49  8.28238e+07
28  50  5.36593e+07
28  51  5.3416e+07
28  52  7.60867e+07
28  53  6.46639e+07
28  54  6.64069e+07
28  55  7.29594e+07
28  56  7.89771e+07
28  57  1.06852e+08
28  58  7.05321e+07
28  59  9.89936e+07
28  60  1.13631e+08
28  61  9.92009e+07
28  62  1.10206e+08
28  63  9.36642e+07
28  64  1.18135e+08
28  65  1.13942e+08
28  66  1.34057e+08
28  67  1.31058e+08
28  68  1.66808e+08
28  69  1.75195e+08
28  70  1.43751e+08
28  71  1.34093e+08
28  72  1.35539e+08
28  73  1.42718e+08
28  74  2.00128e+08
28  75  1.97212e+08
28  76  1.37268e+08
28  77  0
28  78  1.32968e+08
28  79  1.61833e+08
28  80  1.83483e+08
28  81  1.34207e+08
28  82  9.89728e+07
28  83  9.70336e+07
28  84  8.88651e+07
28  85  7.02669e+07
28  86  8.23995e+07
28  87  6.10508e+07
28  88  4.28996e+07
28  89  6.47396e+07
28  90  4.9023e+07
28  91  3.80101e+07
28  92  4.05659e+07
28  93  6.13431e+07
28  94  8.15064e+07
28  95  1.31736e+08
28  96  1.23987e+08
28  97  1.10816e+08
28  98  7.02213e+07
28  99  4.80539e+07
28  100  3.64466e+07
29  0  9.91976e+07
29  1  8.49052e+07
29  2  6.56746e+07
29  3  4.08231e+07
29  4  5.41795e+07
29  5  5.45926e+07
29  6  7.13576e+07
29  7  7.54543e+07
29  8  6.96411e+07
29  9  1.092e+08
29  10  9.58939e+07
29  11  8.47288e+07
29  12  7.8939e+07
29  13  9.33565e+07
29  14  9.86133e+07
29  15  8.77761e+07
29  16  9.76216e+07
29  17  1.04672e+08
29  18  5.36737e+07
29  19  1.03336e+08
29  20  1.07121e+08
29  21  1.09379e+08
29  22  8.28649e+07
29  23  8.69447e+07
29  24  6.44864e+07
29  25  8.30995e+07
29  26  7.27921e+07
29  27  8.57512e+07
29  28  9.99675e+07
29  29  9.04507e+07
29  30  1.08852e+08
29  31  1.01325e+08
29  32  1.11884e+08
29  33  8.53089e+07
29  34  7.41421e+07
29  35  8.31703e+07
29  36  9.79903e+07
29  37  1.12685e+08
29  38  1.12711e+08
29  39  1.03619e+08
29  40  6.46635e+07
29  41  5.47555e+07
29  42  5.32859e+07
29  43  6.67454e+07
29  44  7.45494e+07
29  45  8.35008e+07
29  46  1.58245e+08
29  47  1.09948e+08
29  48  7.17474e+07
29  49  6.51881e+07
29  50  7.0282e+07
29  51  5.95422e+07
29  52  5.06023e+07
29  53  2.72918e+07
29  54  8.40764e+07
29  55  8.30391e+07
29  56  9.61231e+07
29  57  1.01533e+08
29  58  1.00838e+08
29  59  1.23301e+08
29  60  9.9067e+07
29  61  8.56105e+07
29  62  8.44014e+07
29  63  9.24989e+07
29  64  1.08206e+08
29  65  1.19666e+08
29  66  1.15752e+08
29  67  1.48294e+08
29  68  1.52178e+08
29  69  1.38738e+08
29  70  1.3182e+08
29  71  1.23511e+08
29  72  1.3448e+08
29  73  1.15085e+08
29  74  1.97441e+08
29  75  1.60697e+08
29  76  1.31589e+08
29  77  1.4352e+08
29  78  1.5184e+08
29  79  1.56019e+08
29  80  1.42321e+08
29  81  1.53903e+08
29  82  1.20126e+08
29  83  1.00739e+08
29  84  6.08044e+07
29  85  6.5108e+07
29  86  6.92722e+07
29  87  4.64955e+07
29  88  6.05403e+07
29  89  4.20937e+07
29  90  5.96297e+07
29  91  5.41911e+07
29  92  7.63503e+07
29  93  6.87888e+07
29  94  1.09941e+08
29  95  1.23739e+08
29  96  1.54028e+08
29  97  8.47588e+07
29  98  7.44496e+07
29  99  4.69618e+07
29  100  3.65743e+07
30  0  8.23608e+07
30  1  6.90924e+07
30  2  6.76641e+07
30  3  5.26035e+07
30  4  5.14584e+07
30  5  5.59561e+07
30  6  7.97795e+07
30  7  7.62844e+07
30  8  8.71622e+07
30  9  9.74347e+07
30  10  1.10757e+08
30  11  8.81701e+07
30  12  9.29018e+07
30  13  7.25909e+07
30  14  9.88162e+07
30  15  9.26731e+07
30  16  8.98863e+07
30  17  1.07908e+08
30  18  9.6148e+07
30  19  9.13312e+07
30  20  1.02144e+08
30  21  1.36783e+08
30  22  9.45999e+07
30  23  8.94691e+07
30  24  7.58997e+07
30  25  7.91513e+07
30  26  6.95126e+07
30  27  7.83547e+07
30  28  7.77029e+07
30  29  8.86476e+07
30  30  9.51493e+07
30  31  1.00092e+08
30  32  9.92807e+07
30  33  8.15874e+07
30  34  6.63615e+07
30  35  7.7313e+07
30  36  9.48768e+07
30  37  1.0314e+08
30  38  9.06322e+07
30  39  9.97497e+07
30  40  8.40275e+07
30  41  5.7936e+07
30  42  4.52966e+07
30  43  6.03805e+07
30  44  6.66552e+07
30  45  7.46397e+07
30  46  1.14616e+08
30  47  1.14498e+08
30  48  8.07525e+07
30  49  8.00041e+07
30  50  4.66191e+07
30  51  6.44632e+07
30  52  4.29605e+07
30  53  5.04615e+07
30  54  7.56182e+07
30  55  8.28786e+07
30  56  8.97903e+07
30  57  7.3993e+07
30  58  7.89765e+07
30  59  8.76717e+07
30  60  1.10237e+08
30  61  8.61375e+07
30  62  8.44755e+07
30  63  1.05123e+08
30  64  1.03881e+08
30  65  1.04736e+08
30  66  1.2537e+08
30  67  1.45505e+08
30  68  1.58285e+08
30  69  1.47799e+08
30  70  1.3193e+08
30  71  1.2766e+08
30  72  1.54247e+08
30  73  1.58867e+08
30  74  1.73256e+08
30  75  1.68744e+08
30  76  1.34222e+08
30  77  1.32015e+08
30  78  1.37528e+08
30  79  1.64291e+08
30  80  1.64994e+08
30  81  1.41437e+08
30  82  1.21524e+08
30  83  6.79809e+07
30  84  9.52638e+07
30  85  7.28882e+07
30  86  5.73439e+07
30  87  2.81191e+07
30  88  6.6626e+07
30  89  6.26098e+07
30  90  5.06748e+07
30  91  6.19908e+07
30  92  5.39485e+07
30  93  7.78412e+07
30  94  1.18994e+08
30  95  1.55416e+08
30  96  1.86814e+08
30  97  1.43551e+08
30  98  7.14154e+07
30  99  5.78676e+07
30  100  3.26574e+06
31  0  1.09404e+08
31  1  7.73058e+07
31  2  7.07432e+07
31  3  4.8309e+07
31  4  5.56502e+07
31  5  7.0178e+07
31  6  8.23531e+07
31  7  6.74123e+07
31  8  9.09259e+07
31  9  9.93327e+07
31  10  1.1496e+08
31  11  9.52677e+07
31  12  7.39952e+07
31  13  1.06241e+08
31  14  9.87692e+07
31  15  1.15123e+08
31  16  7.20272e+07
31  17  9.97747e+07
31  18  1.00194e+08
31  19  9.46339e+07
31  20  9.63785e+07
31  21  1.0728e+08
31  22  1.05243e+08
31  23  8.55241e+07
31  24  8.42378e+07
31  25  7.09591e+07
31  26  5.97609e+07
31  27  7.93926e+07
31  28  6.93735e+07
31  29  8.988e+07
31  30  9.99053e+07
31  31  1.08208e+08
31  32  9.12969e+07
31  33  7.86468e+07
31  34  6.60139e+07
31  35  7.06028e+07
31  36  8.90605e+07
31  37  7.96504e+07
31  38  1.03962e+08
31  39  1.03253e+08
31  40  9.62156e+07
31  41  6.61451e+07
31  42  6.46744e+07
31  43  6.19314e+07
31  44  7.60976e+07
31  45  7.75142e+07
31  46  1.3356e+08
31  47  1.06362e+08
31  48  7.971e+07
31  49  4.45596e+07
31  50  5.55344e+07
31  51  4.68324e+07
31  52  5.55908e+07
31  53  6.23678e+07
31  54  6.13735e+07
31  55  8.05004e+07
31  56  1.00398e+08
31  57  4.1668e+07
31  58  8.71922e+07
31  59  1.3999e+08
31  60  1.11543e+08
31  61  1.05894e+08
31  62  8.30281e+07
31  63  8.67048e+07
31  64  8.858e+07
31  65  8.94521e+07
31  66  1.08112e+08
31  67  1.39083e+08
31  68  1.66373e+08
31  69  1.81736e+08
31  70  1.50671e+08
31  71  1.04995e+08
31  72  1.53259e+08
31  73  1.83761e+08
31  74  1.85053e+08
31  75  1.80955e+08
31  76  1.28159e+08
31  77  1.30061e+08
31  78  1.3445e+08
31  79  1.93572e+08
31  80  1.87045e+08
31  81  1.57654e+08
31  82  1.05408e+08
31  83  5.73536e+07
31  84  9.48389e+07
31  85  8.49723e+07
31  86  7.14961e+07
31  87  6.8262e+07
31  88  8.158e+07
31  89  4.25925e+07
31  90  5.21558e+07
31  91  3.35223e+07
31  92  7.09637e+07
31  93  8.64349e+07
31  94  1.72933e+08
31  95  1.91655e+08
31  96  2.04697e+08
31  97  7.81811e+07
31  98  7.60184e+07
31  99  5.21477e+07
31  100  4.64756e+07
32  0  1.03289e+08
32  1  8.80762e+07
32  2  7.58247e+07
32  3  5.61007e+07
32  4  7.81806e+07
32  5  7.91382e+07
32  6  9.81663e+07
32  7  9.45739e+07
32  8  9.53242e+07
32  9  1.06333e+08
32  10  1.06846e+08
32  11  9.00176e+07
32  12  9.31939e+07
32  13  8.6203e+07
32  14  1.05699e+08
32  15  1.04567e+08
32  16  1.09073e+08
32  17  1.23209e+08
32  18  9.62324e+07
32  19  9.7737e+07
32  20  1.02172e+08
32  21  1.13377e+08
32  22  8.89439e+07
32  23  8.34917e+07
32  24  8.10714e+07
32  25  7.7284e+07
32  26  8.44661e+07
32  27  5.17296e+07
32  28  5.51212e+07
32  29  7.16314e+07
32  30  8.92851e+07
32  31  1.20183e+08
32  32  6.99585e+07
32  33  8.8258e+07
32  34  7.34663e+07
32  35  8.29459e+07
32  36  7.30844e+07
32  37  1.09314e+08
32  38  1.02104e+08
32  39  9.64559e+07
32  40  9.59287e+07
32  41  5.83364e+07
32  42  5.4625e+07
32  43  6.80091e+07
32  44  5.9942e+07
32  45  7.48687e+07
32  46  9.89755e+07
32  47  1.21047e+08
32  48  7.0607e+07
32  49  5.43857e+07
32  50  6.35252e+07
32  51  6.57421e+07
32  52  5.753e+07
32  53  5.80995e+07
32  54  4.96478e+07
32  55  8.16901e+07
32  56  6.57969e+07
32  57  9.68375e+07
32  58  9.07634e+07
32  59  1.13608e+08
32  60  1.37465e+08
32  61  8.86719e+07
32  62  9.83194e+07
32  63  8.96687e+07
32  64  7.86475e+07
32  65  9.20021e+07
32  66  1.04127e+08
32  67  1.21819e+08
32  68  1.41916e+08
32  69  1.76218e+08
32  70  1.56443e+08
32  71  1.34819e+08
32  72  1.22708e+08
32  73  1.6238e+08
32  74  1.56695e+08
32  75  1.57653e+08
32  76  1.31683e+08
32  77  1.16694e+08
32  78  1.66766e+08
32  79  1.76153e+08
32  80  1.85092e+08
32  81  1.45567e+08
32  82  1.38185e+08
32  83  1.07057e+08
32  84  1.00812e+08
32  85  8.15367e+07
32  86  8.87068e+07
32  87  6.97214e+07
32  88  8.0998e+07
32  89  3.8185e+07
32  90  9.39927e+07
32  91  4.38529e+07
32  92  4.71468e+07
32  93  6.81997e+07
32  94  1.36831e+08
32  95  1.59315e+08
32  96  1.39133e+08
32  97  9.51853e+07
32  98  6.90638e+07
32  99  6.37886e+07
32  100  6.08085e+07
33  0  1.01857e+08
33  1  8.58807e+07
33  2  9.50396e+07
33  3  6.60116e+07
33  4  5.78069e+07
33  5  7.25329e+07
33  6  7.82415e+07
33  7  9.37613e+07
33  8  8.28964e+07
33  9  1.06034e+08
33  10  9.97416e+07
33  11  9.09722e+07
33  12  9.69157e+07
33  13  1.00912e+08
33  14  1.10537e+08
33  15  1.17912e+08
33  16  9.66238e+07
33  17  8.51665e+07
33  18  9.9562e+07
33  19  8.12342e+07
33  20  1.13921e+08
33  21  1.0566e+08
33  22  9.02556e+07
33  23  8.27398e+07
33  24  7.17828e+07
33  25  8.31553e+07
33  26  6.45746e+07
33  27  7.06865e+07
33  28  5.68469e+07
33  29  7.31544e+07
33  30  9.6234e+07
33  31  9.08871e+07
33  32  7.64196e+07
33  33  7.47592e+07
33  34  7.16477e+07
33  35  5.5909e+07
33  36  8.70696e+07
33  37  1.02676e+08
33  38  8.53114e+07
33  39  1.05177e+08
33  40  8.25351e+07
33  41  6.40744e+07
33  42  4.79602e+07
33  43  6.54384e+07
33  44  6.66728e+07
33  45  6.46863e+07
33  46  9.63393e+07
33  47  1.05089e+08
33  48  8.72907e+07
33  49  6.60198e+07
33  50  5.615e+07
33  51  5.25079e+07
33  52  5.11714e+07
33  53  5.1751e+07
33  54  6.2741e+07
33  55  9.01808e+07
33  56  8.94704e+07
33  57  7.59495e+07
33  58  9.65836e+07
33  59  1.33991e+08
33  60  1.35032e+08
33  61  1.0751e+08
33  62  7.81142e+07
33  63  9.70486e+07
33  64  7.69614e+07
33  65  1.08154e+08
33  66  9.88815e+07
33  67  1.25464e+08
33  68  1.37801e+08
33  69  1.71763e+08
33  70  1.55992e+08
33  71  1.114e+08
33  72  1.05806e+08
33  73  1.26903e+08
33  74  1.72793e+08
33  75  1.41168e+08
33  76  1.23344e+08
33  77  1.35386e+08
33  78  1.55391e+08
33  79  1.94514e+08
33  80  1.97575e+08
33  81  2.1045e+08
33  82  1.54824e+08
33  83  1.03326e+08
33  84  9.73498e+07
33  85  9.42569e+07
33  86  7.47957e+07
33  87  9.25324e+07
33  88  8.3155e+07
33  89  5.22648e+07
33  90  6.50552e+07
33  91  3.46567e+07
33  92  4.90027e+07
33  93  7.65178e+07
33  94  1.22246e+08
33  95  1.35018e+08
33  96  1.42412e+08
33  97  1.04631e+08
33  98  7.59732e+07
33  99  7.14193e+07
33  100  0
34  0  9.71292e+07
34  1  9.49758e+07
34  2  7.15427e+07
34  3  6.22388e+07
34  4  6.0531e+07
34  5  6.96313e+07
34  6  8.1548e+07
34  7  8.2126e+07
34  8  6.84254e+07
34  9  8.27083e+07
34  10  1.08442e+08
34  11  9.08353e+07
34  12  1.0311e+08
34  13  9.18792e+07
34  14  9.52175e+07
34  15  9.369e+07
34  16  9.95159e+07
34  17  1.04817e+08
34  18  8.62226e+07
34  19  9.44576e+07
34  20  1.0614e+08
34  21  9.51112e+07
34  22  1.12823e+08
34  23  8.85514e+07
34  24  6.72601e+07
34  25  6.6067e+07
34  26  8.52721e+07
34  27  8.10845e+07
34  28  6.35938e+07
34  29  5.19756e+07
34  30  7.59246e+07
34  31  9.93856e+07
34  32  8.15975e+07
34  33  7.61133e+07
34  34  6.03612e+07
34  35  5.59806e+07
34  36  8.09789e+07
34  37  1.04753e+08
34  38  1.14463e+08
34  39  9.19961e+07
34  40  1.01888e+08
34  41  8.45426e+07
34  42  7.24065e+07
34  43  5.39184e+07
34  44  5.94139e+07
34  45  7.22223e+07
34  46  9.43101e+07
34  47  1.02965e+08
34  48  9.87422e+07
34  49  5.45471e+07
34  50  3.93886e+07
34  51  6.3712e+07
34  52  4.44121e+07
34  53  5.53823e+07
34  54  6.88121e+07
34  55  8.09869e+07
34  56  8.8079e+07
34  57  9.02322e+07
34  58  6.64999e+07
34  59  1.07891e+08
34  60  5.13188e+07
34  61  9.30887e+07
34  62  7.68967e+07
34  63  8.75246e+07
34  64  7.71347e+07
34  65  8.94496e+07
34  66  1.24401e+08
34  67  1.32178e+08
34  68  1.53358e+08
34  69  1.72771e+08
34  70  1.61865e+08
34  71  1.32243e+08
34  72  1.4971e+08
34  73  0
34  74  1.82296e+08
34  75  1.49024e+08
34  76  1.16431e+08
34  77  1.54291e+08
34  78  1.75489e+08
34  79  1.75257e+08
34  80  1.63042e+08
34  81  1.76408e+08
34  82  1.49169e+08
34  83  1.15776e+08
34  84  1.16776e+08
34  85  1.03291e+08
34  86  8.56392e+07
34  87  9.87988e+07
34  88  1.08591e+08
34  89  5.90167e+07
34  90  6.46397e+07
34  91  4.84559e+07
34  92  7.34309e+07
34  93  9.52217e+07
34  94  1.27016e+08
34  95  1.33624e+08
34  96  1.20522e+08
34  97  9.55795e+07
34  98  7.13586e+07
