row  column  (images_6a.edf Cu-K*images_6a.edf Ar-K**2.3)
13  42  0
13  43  0
13  44  3.41713e+06
13  45  1.63665e+07
13  46  0
13  47  2.34778e+07
13  48  1.6062e+07
13  49  1.20062e+07
13  50  0
13  51  480865
13  52  1.97224e+07
13  53  6.46076e+06
13  54  2.08936e+07
13  55  0
13  56  0
13  57  1.97123e+06
13  58  0
13  59  2.26784e+07
13  60  0
13  61  4.38389e+06
13  62  4.23779e+06
13  63  1.75057e+07
13  64  7.36259e+06
13  65  1.15719e+06
13  66  0
13  67  2.13106e+07
13  68  0
13  69  2.49556e+06
13  70  1.34264e+07
13  71  0
13  72  1.52956e+07
13  73  9.67671e+06
13  74  1.28651e+07
13  75  0
13  76  1.98648e+07
13  77  0
13  78  6.44254e+06
13  79  1.29225e+07
13  80  8.44237e+06
13  81  8.75481e+06
13  82  7.94192e+06
13  83  6.38385e+06
13  84  2.99868e+07
13  85  0
13  86  2.71945e+07
13  87  0
13  88  1.32555e+07
13  89  4.69576e+06
13  90  1.2977e+07
13  91  4.25506e+06
13  92  4.61479e+06
13  93  1.97559e+07
13  94  5.98544e+06
13  95  6.02563e+06
13  96  7.91979e+06
13  97  0
13  98  2.86945e+07
13  99  1.50767e+06
13  100  5.45086e+06
14  0  2.53719e+07
14  1  3.38496e+06
14  2  0
14  3  0
14  4  6.35449e+06
14  5  0
14  6  1.85301e+06
14  7  1.78696e+07
14  8  2.3679e+07
14  9  0
14  10  5.00794e+06
14  11  0
14  12  1.20702e+07
14  13  1.8243e+07
14  14  7.39843e+06
14  15  2.55662e+07
14  16  5.50529e+06
14  17  0
14  18  1.33207e+07
14  19  5.91008e+06
14  20  1.44756e+07
14  21  0
14  22  0
14  23  9.73914e+06
14  24  0
14  25  4.05203e+06
14  26  4.10901e+06
14  27  3.5087e+07
14  28  0
14  29  0
14  30  1.08826e+07
14  31  0
14  32  2.76248e+07
14  33  3.75648e+06
14  34  0
14  35  0
14  36  7.93065e+06
14  37  1.16353e+06
14  38  8.37572e+06
14  39  7.49952e+06
14  40  0
14  41  5.14835e+06
14  42  1.56725e+07
14  43  2.58547e+07
14  44  1.08206e+07
14  45  0
14  46  8.50306e+06
14  47  3.50452e+06
14  48  0
14  49  6.62427e+06
14  50  383781
14  51  6.92985e+06
14  52  0
14  53  7.08437e+06
14  54  1.62629e+07
14  55  0
14  56  0
14  57  0
14  58  0
14  59  0
14  60  0
14  61  590044
14  62  4.39945e+06
14  63  5.42975e+06
14  64  1.32782e+07
14  65  1.44395e+07
14  66  3.3686e+06
14  67  1.53297e+07
14  68  2.43574e+06
14  69  0
14  70  0
14  71  3.00087e+07
14  72  8.93127e+06
14  73  2.54576e+07
14  74  1.17269e+07
14  75  1.2886e+07
14  76  0
14  77  4.96433e+06
14  78  3.1753e+07
14  79  8.17465e+06
14  80  1.14419e+07
14  81  0
14  82  1.85765e+07
14  83  1.91998e+07
14  84  0
14  85  0
14  86  0
14  87  73034.1
14  88  6.93835e+06
14  89  0
14  90  8.43213e+06
14  91  0
14  92  0
14  93  8.8526e+06
14  94  1.72888e+06
14  95  0
14  96  8.35422e+06
14  97  0
14  98  1.5064e+07
14  99  9.24833e+06
14  100  3.76513e+06
15  0  1.66571e+07
15  1  1.6525e+07
15  2  6.13141e+06
15  3  6.23481e+06
15  4  2.64876e+07
15  5  1.70699e+07
15  6  903513
15  7  6.82891e+06
15  8  2.678e+06
15  9  6.55653e+06
15  10  0
15  11  8.65543e+06
15  12  2.77443e+06
15  13  1.91688e+06
15  14  105958
15  15  8.37412e+06
15  16  1.98028e+07
15  17  0
15  18  49710.3
15  19  2.10668e+06
15  20  1.80309e+07
15  21  2.89216e+07
15  22  174064
15  23  0
15  24  8.41605e+06
15  25  2.95296e+06
15  26  36115.9
15  27  7.86295e+06
15  28  1.29143e+06
15  29  41947
15  30  1.479e+07
15  31  0
15  32  0
15  33  3.32023e+06
15  34  0
15  35  5.81142e+06
15  36  6.68347e+06
15  37  0
15  38  1.1791e+07
15  39  2.09417e+07
15  40  5.80163e+06
15  41  9.60635e+06
15  42  1.55265e+07
15  43  1.35627e+07
15  44  2.2366e+07
15  45  0
15  46  0
15  47  2.35145e+06
15  48  0
15  49  2.00743e+07
15  50  0
15  51  1.29294e+07
15  52  0
15  53  0
15  54  1.75714e+07
15  55  1.13608e+07
15  56  0
15  57  1.46232e+07
15  58  0
15  59  2.09697e+07
15  60  0
15  61  0
15  62  0
15  63  3.56844e+06
15  64  9.20696e+06
15  65  1.51194e+07
15  66  1.93629e+06
15  67  2.17232e+07
15  68  0
15  69  3.28316e+07
15  70  1.48924e+07
15  71  5.69775e+06
15  72  4.00945e+06
15  73  3.06632e+06
15  74  403474
15  75  4.25191e+06
15  76  6.15774e+06
15  77  0
15  78  2.81958e+07
15  79  1.27058e+07
15  80  1.51135e+07
15  81  1.76152e+07
15  82  1.72996e+07
15  83  0
15  84  2.91181e+07
15  85  0
15  86  5.59267e+06
15  87  2.12047e+07
15  88  1.56058e+07
15  89  0
15  90  4.18011e+06
15  91  152902
15  92  1.143e+07
15  93  1.99757e+07
15  94  0
15  95  4.25106e+07
15  96  5.99783e+06
15  97  7.09716e+06
15  98  7.45765e+06
15  99  0
15  100  1.37287e+07
16  0  1.1998e+07
16  1  7.12767e+06
16  2  1.52801e+07
16  3  0
16  4  4.24508e+06
16  5  1.8742e+06
16  6  6.14577e+06
16  7  5.33248e+06
16  8  2.02732e+07
16  9  1.25605e+06
16  10  3.78969e+06
16  11  668803
16  12  2.49338e+06
16  13  925711
16  14  1.0712e+07
16  15  3.03049e+06
16  16  5.76946e+06
16  17  9.01581e+06
16  18  2.05558e+06
16  19  808703
16  20  1.64978e+07
16  21  3.39634e+06
16  22  0
16  23  1.38533e+07
16  24  9.42854e+06
16  25  0
16  26  2.40068e+07
16  27  3.56337e+07
16  28  0
16  29  0
16  30  0
16  31  1.05146e+07
16  32  0
16  33  0
16  34  0
16  35  1.31631e+06
16  36  6.38296e+06
16  37  1.09563e+06
16  38  0
16  39  1.2183e+07
16  40  4.06113e+06
16  41  0
16  42  4.79207e+06
16  43  638334
16  44  2.27605e+06
16  45  0
16  46  0
16  47  1.86236e+07
16  48  1.78025e+07
16  49  2.40411e+07
16  50  0
16  51  2.83251e+06
16  52  1.01345e+07
16  53  7.94432e+06
16  54  1.52025e+07
16  55  1.30446e+07
16  56  6.75136e+06
16  57  0
16  58  0
16  59  4.43557e+06
16  60  0
16  61  8.4436e+06
16  62  982536
16  63  1.72857e+07
16  64  4.25845e+06
16  65  4.48648e+06
16  66  6.00651e+06
16  67  0
16  68  739586
16  69  2.04175e+07
16  70  1.76583e+07
16  71  7.78164e+06
16  72  2.81857e+06
16  73  8.00656e+06
16  74  8.79325e+06
16  75  1.52242e+07
16  76  0
16  77  2.15791e+07
16  78  6.38192e+06
16  79  2.16106e+07
16  80  0
16  81  1.78275e+06
16  82  0
16  83  1.77869e+07
16  84  1.61467e+07
16  85  6.21018e+06
16  86  0
16  87  1.43091e+07
16  88  8.35123e+06
16  89  0
16  90  9.86219e+06
16  91  4.17526e+06
16  92  2.20126e+06
16  93  5.9269e+06
16  94  1.55388e+07
16  95  3.36319e+06
16  96  1.26782e+07
16  97  0
16  98  1.03957e+07
16  99  0
16  100  0
17  0  7.18435e+06
17  1  0
17  2  0
17  3  1.50821e+07
17  4  0
17  5  4.71903e+06
17  6  1.03369e+07
17  7  942376
17  8  5.72925e+06
17  9  135354
17  10  5.01258e+06
17  11  0
17  12  2.56088e+06
17  13  0
17  14  0
17  15  3.63303e+06
17  16  0
17  17  0
17  18  586584
17  19  2.81349e+07
17  20  3.26795e+07
17  21  2.47629e+06
17  22  7.92551e+06
17  23  0
17  24  1.33526e+07
17  25  1.69737e+07
17  26  1.08534e+07
17  27  0
17  28  1.33791e+07
17  29  2.8077e+06
17  30  1.01818e+07
17  31  4.59411e+06
17  32  0
17  33  6.42159e+06
17  34  0
17  35  1.55556e+07
17  36  1.84177e+07
17  37  2.49237e+07
17  38  1.00533e+07
17  39  9.37666e+06
17  40  0
17  41  2.38353e+07
17  42  1.57255e+06
17  43  342075
17  44  464648
17  45  0
17  46  2.72692e+07
17  47  0
17  48  5.44073e+06
17  49  0
17  50  7.96869e+06
17  51  1.39124e+07
17  52  2.33542e+07
17  53  0
17  54  1.18059e+06
17  55  0
17  56  0
17  57  3.20307e+06
17  58  1.12417e+07
17  59  329687
17  60  0
17  61  0
17  62  0
17  63  0
17  64  240523
17  65  0
17  66  0
17  67  2.55197e+07
17  68  1.95075e+06
17  69  3.2454e+07
17  70  3.25639e+06
17  71  0
17  72  2.04985e+07
17  73  0
17  74  2.65655e+07
17  75  1.38678e+07
17  76  0
17  77  1.40091e+06
17  78  1.55905e+06
17  79  0
17  80  0
17  81  0
17  82  3.09728e+07
17  83  6.61203e+06
17  84  2.16333e+07
17  85  0
17  86  2.12344e+06
17  87  1.90383e+07
17  88  9.34097e+06
17  89  1.09674e+07
17  90  8.50438e+06
17  91  3.49959e+06
17  92  0
17  93  0
17  94  0
17  95  2.55854e+07
17  96  2.07195e+06
17  97  1.5546e+07
17  98  0
17  99  5.76911e+06
17  100  8.5986e+06
18  0  7.59649e+06
18  1  4.87771e+06
18  2  5.52757e+06
18  3  7.84924e+06
18  4  0
18  5  1.50954e+07
18  6  0
18  7  0
18  8  0
18  9  0
18  10  0
18  11  3.2928e+06
18  12  1.94814e+07
18  13  1.29598e+06
18  14  5.43e+06
18  15  1.44654e+07
18  16  426304
18  17  0
18  18  5.75459e+06
18  19  2.12568e+06
18  20  1.86251e+07
18  21  9.68798e+06
18  22  1.16182e+07
18  23  9.17962e+06
18  24  2.33566e+07
18  25  8.05844e+06
18  26  1.48288e+07
18  27  0
18  28  2.39514e+06
18  29  0
18  30  9.51734e+06
18  31  2.46339e+06
18  32  0
18  33  0
18  34  1.44925e+07
18  35  1.84485e+07
18  36  8.1879e+06
18  37  0
18  38  1.82472e+07
18  39  1.40036e+06
18  40  2.44958e+07
18  41  5.11168e+06
18  42  0
18  43  0
18  44  0
18  45  1.90425e+06
18  46  0
18  47  2.76908e+07
18  48  7.13282e+06
18  49  2.91244e+07
18  50  1.43583e+07
18  51  3.93467e+06
18  52  53405.1
18  53  1.44055e+07
18  54  0
18  55  4.06014e+06
18  56  0
18  57  1.65079e+07
18  58  4.51794e+06
18  59  2.24232e+06
18  60  4.24727e+06
18  61  0
18  62  0
18  63  1.93111e+07
18  64  1.09995e+07
18  65  80888.7
18  66  9.21356e+06
18  67  0
18  68  1.14069e+07
18  69  0
18  70  2.65145e+06
18  71  1.10012e+07
18  72  1.30737e+07
18  73  2.02842e+07
18  74  1.40569e+07
18  75  1.89199e+07
18  76  5.10438e+06
18  77  4.16873e+06
18  78  1.91236e+07
18  79  983987
18  80  2.02342e+07
18  81  1.64733e+07
18  82  6.71636e+06
18  83  1.80649e+06
18  84  0
18  85  7.20714e+06
18  86  0
18  87  9.26431e+06
18  88  0
18  89  2.94217e+07
18  90  1.76787e+07
18  91  1.49809e+06
18  92  1.97789e+07
18  93  0
18  94  0
18  95  1.70406e+07
18  96  1.59257e+07
18  97  1.13734e+07
18  98  0
18  99  518091
18  100  1.10256e+07
19  0  2.91745e+06
19  1  2.35701e+07
19  2  1.90051e+07
19  3  2.48667e+07
19  4  0
19  5  1.91666e+06
19  6  2.12107e+07
19  7  7.32482e+06
19  8  0
19  9  2.52659e+06
19  10  0
19  11  8.07687e+06
19  12  3.86719e+06
19  13  211511
19  14  2.7108e+06
19  15  7.21815e+06
19  16  0
19  17  0
19  18  2.13588e+06
19  19  6.76084e+06
19  20  3.97228e+07
19  21  6.75004e+06
19  22  1.20456e+06
19  23  0
19  24  2.26725e+07
19  25  7.09232e+06
19  26  4.45357e+06
19  27  1.83459e+07
19  28  1.54833e+07
19  29  1.24359e+07
19  30  0
19  31  0
19  32  4.75099e+06
19  33  0
19  34  1.51527e+06
19  35  0
19  36  1.31608e+06
19  37  468201
19  38  0
19  39  2.03166e+07
19  40  0
19  41  2.08091e+07
19  42  1.12896e+07
19  43  2.52464e+07
19  44  0
19  45  1.68464e+07
19  46  1.69053e+06
19  47  0
19  48  5.81529e+06
19  49  2.26884e+06
19  50  0
19  51  0
19  52  0
19  53  2.55685e+06
19  54  0
19  55  0
19  56  2.48368e+07
19  57  2.18286e+07
19  58  0
19  59  9.04543e+06
19  60  1.06665e+06
19  61  1.03374e+07
19  62  0
19  63  775702
19  64  3.88094e+06
19  65  9.38904e+06
19  66  1.6605e+07
19  67  8.76127e+06
19  68  8.3795e+06
19  69  2.36067e+07
19  70  4.24954e+06
19  71  1.18189e+07
19  72  1.45381e+07
19  73  1.55894e+07
19  74  1.87446e+07
19  75  2.70048e+07
19  76  7.46834e+06
19  77  5.82939e+06
19  78  3.89895e+06
19  79  762668
19  80  453382
19  81  1.70763e+07
19  82  8.15479e+06
19  83  0
19  84  1.07409e+06
19  85  2.79725e+07
19  86  3.7336e+06
19  87  1.54083e+06
19  88  5.79569e+06
19  89  2.32382e+06
19  90  0
19  91  3.27136e+06
19  92  9.72515e+06
19  93  2.17717e+07
19  94  2.26425e+07
19  95  0
19  96  0
19  97  7.09336e+06
19  98  2234.91
19  99  0
19  100  3.50896e+06
20  0  0
20  1  2.65509e+07
20  2  1.96005e+06
20  3  0
20  4  2.08026e+07
20  5  0
20  6  1.14823e+07
20  7  0
20  8  0
20  9  1.32923e+06
20  10  0
20  11  0
20  12  1.72635e+06
20  13  3.81116e+06
20  14  0
20  15  402549
20  16  1.50391e+07
20  17  1.88123e+07
20  18  1.35505e+06
20  19  2.64604e+06
20  20  2.60319e+07
20  21  1.10118e+07
20  22  0
20  23  0
20  24  2.28559e+07
20  25  1.70163e+07
20  26  1.45315e+07
20  27  0
20  28  5.45606e+06
20  29  1.46946e+07
20  30  7.02182e+06
20  31  0
20  32  2.15811e+07
20  33  5.32686e+06
20  34  0
20  35  3.29625e+06
20  36  0
20  37  1.3492e+07
20  38  0
20  39  2.09446e+06
20  40  4.38633e+06
20  41  167432
20  42  1.51193e+07
20  43  1.31253e+07
20  44  3.8611e+06
20  45  9.002e+06
20  46  1.70028e+07
20  47  2.14216e+07
20  48  610847
20  49  0
20  50  0
20  51  0
20  52  0
20  53  1.08124e+07
20  54  0
20  55  1.8731e+07
20  56  3.06002e+06
20  57  2.19786e+06
20  58  6.58524e+06
20  59  3.2807e+06
20  60  1.65884e+07
20  61  1.73547e+07
20  62  8.44916e+06
20  63  0
20  64  4.10276e+06
20  65  9.89365e+06
20  66  4.37482e+06
20  67  6.65936e+06
20  68  0
20  69  8.52752e+06
20  70  0
20  71  8.24011e+06
20  72  1.50351e+07
20  73  7.09147e+06
20  74  1.15199e+07
20  75  0
20  76  1.78567e+07
20  77  1.5506e+07
20  78  0
20  79  1.69188e+07
20  80  1.87634e+07
20  81  9.00238e+06
20  82  2.92838e+07
20  83  2.14778e+06
20  84  597166
20  85  0
20  86  1.58686e+07
20  87  8.77637e+06
20  88  619760
20  89  1.12477e+07
20  90  2.69848e+07
20  91  0
20  92  2.71202e+06
20  93  2.25315e+07
20  94  294122
20  95  3.47318e+06
20  96  3.98446e+06
20  97  1.51517e+06
20  98  2.01204e+07
20  99  1.55796e+07
20  100  0
21  0  1.35945e+07
21  1  576652
21  2  1.00894e+07
21  3  4.77059e+06
21  4  4.63918e+06
21  5  474470
21  6  3.18206e+06
21  7  1.71586e+07
21  8  67256.4
21  9  0
21  10  1.01724e+07
21  11  0
21  12  0
21  13  3.48645e+06
21  14  0
21  15  1.58995e+07
21  16  5.82629e+06
21  17  0
21  18  0
21  19  6.43808e+06
21  20  1.18703e+07
21  21  2.87473e+07
21  22  0
21  23  0
21  24  1.09406e+07
21  25  0
21  26  0
21  27  0
21  28  86494.7
21  29  3.95111e+06
21  30  6.79894e+06
21  31  2.79545e+06
21  32  1.18192e+07
21  33  1.08189e+07
21  34  0
21  35  3.82253e+06
21  36  3.92314e+06
21  37  1.0925e+07
21  38  0
21  39  4.07645e+06
21  40  1.27669e+07
21  41  0
21  42  1.86878e+07
21  43  0
21  44  0
21  45  2.16805e+06
21  46  0
21  47  0
21  48  0
21  49  2.18783e+07
21  50  3.89015e+06
21  51  1.32061e+07
21  52  0
21  53  0
21  54  1.44179e+07
21  55  0
21  56  0
21  57  1.57869e+07
21  58  0
21  59  9.9115e+06
21  60  0
21  61  0
21  62  1.26934e+07
21  63  3.03321e+06
21  64  1.13496e+07
21  65  0
21  66  0
21  67  2.19465e+06
21  68  1.02889e+06
21  69  2.3137e+07
21  70  0
21  71  2.19786e+06
21  72  0
21  73  2.90669e+07
21  74  0
21  75  2.14831e+07
21  76  1.44777e+07
21  77  0
21  78  2.32293e+06
21  79  0
21  80  79515.3
21  81  1.12438e+07
21  82  1.162e+07
21  83  1.41161e+06
21  84  0
21  85  1.17882e+07
21  86  1.92376e+07
21  87  9.11602e+06
21  88  0
21  89  2.3048e+06
21  90  0
21  91  3.51443e+06
21  92  75025.9
21  93  1.02509e+07
21  94  6.35485e+06
21  95  601068
21  96  1.76979e+07
21  97  2.7664e+07
21  98  1.66341e+07
21  99  1.23358e+07
21  100  0
22  0  0
22  1  1.19188e+07
22  2  6.07918e+06
22  3  9.03264e+06
22  4  0
22  5  1.20653e+07
22  6  0
22  7  0
22  8  1.05484e+07
22  9  4.73174e+06
22  10  1.14873e+06
22  11  1.28838e+07
22  12  0
22  13  9.40428e+06
22  14  7.53919e+06
22  15  2.34454e+07
22  16  1.16459e+07
22  17  0
22  18  7.12161e+06
22  19  1.89487e+06
22  20  5.19282e+06
22  21  4.76216e+06
22  22  6.34802e+06
22  23  1.85204e+07
22  24  382371
22  25  0
22  26  2.98751e+06
22  27  1.35891e+07
22  28  1.19266e+07
22  29  0
22  30  0
22  31  1.27454e+07
22  32  959447
22  33  0
22  34  4.49669e+06
22  35  1.36064e+06
22  36  2.46122e+07
22  37  5.73877e+06
22  38  7.78587e+06
22  39  236448
22  40  2.50277e+07
22  41  1.06128e+07
22  42  0
22  43  1.05779e+06
22  44  2.25667e+06
22  45  7.20082e+06
22  46  0
22  47  0
22  48  1.23752e+06
22  49  0
22  50  1.19249e+07
22  51  0
22  52  3.02447e+06
22  53  8.41348e+06
22  54  563702
22  55  6.35205e+06
22  56  2.48288e+06
22  57  0
22  58  0
22  59  4.53569e+06
22  60  0
22  61  0
22  62  0
22  63  0
22  64  0
22  65  2.23825e+07
22  66  6.36999e+06
22  67  5.58183e+06
22  68  2.00842e+07
22  69  6.00781e+06
22  70  0
22  71  0
22  72  4.45096e+06
22  73  1.2957e+06
22  74  1.64993e+07
22  75  1.13867e+07
22  76  1.62616e+07
22  77  2.66965e+07
22  78  3.00144e+07
22  79  5.88235e+06
22  80  1.1606e+07
22  81  0
22  82  0
22  83  2.133e+07
22  84  398031
22  85  0
22  86  360298
22  87  0
22  88  2.26298e+07
22  89  3.39852e+06
22  90  3.03714e+07
22  91  1.5559e+07
22  92  5.3016e+06
22  93  6.38698e+06
22  94  449193
22  95  2.27568e+06
22  96  0
22  97  4.4351e+06
22  98  1.76063e+07
22  99  2.35995e+07
22  100  4.05084e+06
23  0  1.66051e+06
23  1  1.60154e+07
23  2  1.43081e+07
23  3  1.09681e+07
23  4  1.00808e+07
23  5  0
23  6  9.75622e+06
23  7  8.50774e+06
23  8  7.67183e+06
23  9  7.88436e+06
23  10  5.7569e+06
23  11  1.21737e+07
23  12  4.19279e+06
23  13  2.11531e+07
23  14  6.08126e+06
23  15  0
23  16  1.44002e+07
23  17  1.50492e+07
23  18  7.96516e+06
23  19  5.29198e+06
23  20  1.94137e+07
23  21  0
23  22  0
23  23  1.8042e+07
23  24  0
23  25  0
23  26  1.67751e+07
23  27  1.50828e+07
23  28  0
23  29  9.11836e+06
23  30  2.14338e+07
23  31  0
23  32  3.62618e+06
23  33  4.47225e+06
23  34  0
23  35  1.27314e+07
23  36  0
23  37  7.89625e+06
23  38  1.06343e+06
23  39  0
23  40  3.36242e+06
23  41  0
23  42  1.28493e+07
23  43  56141.2
23  44  663460
23  45  2.36033e+06
23  46  1.03506e+07
23  47  7.96531e+06
23  48  0
23  49  0
23  50  0
23  51  0
23  52  859688
23  53  6.33243e+06
23  54  0
23  55  0
23  56  0
23  57  0
23  58  0
23  59  8.93924e+06
23  60  0
23  61  0
23  62  0
23  63  5.56527e+06
23  64  2.61747e+07
23  65  7.26309e+06
23  66  5.07856e+06
23  67  2.17959e+07
23  68  1.00974e+07
23  69  219734
23  70  8.93575e+06
23  71  1.53794e+07
23  72  1.32744e+06
23  73  2.68685e+07
23  74  1.19525e+06
23  75  0
23  76  1.32853e+07
23  77  656594
23  78  1.89626e+07
23  79  536171
23  80  8.21577e+06
23  81  1.30473e+07
23  82  0
23  83  1.78908e+07
23  84  4.0519e+06
23  85  0
23  86  7.9878e+06
23  87  751580
23  88  0
23  89  0
23  90  1.62676e+07
23  91  1.00174e+06
23  92  2.0552e+07
23  93  7.65065e+06
23  94  4.89861e+06
23  95  1.37973e+07
23  96  3.2481e+06
23  97  1.75342e+07
23  98  1.13118e+06
23  99  0
23  100  7.04889e+06
24  0  0
24  1  1.67019e+07
24  2  2.02674e+06
24  3  7.54748e+06
24  4  0
24  5  1.95765e+07
24  6  0
24  7  2.35633e+06
24  8  0
24  9  0
24  10  7.95e+06
24  11  1.22138e+07
24  12  1.51214e+06
24  13  0
24  14  0
24  15  0
24  16  9.6632e+06
24  17  1.68921e+06
24  18  2.9196e+07
24  19  7.71287e+06
24  20  5.13755e+06
24  21  3.08923e+07
24  22  2.10128e+06
24  23  2.369e+07
24  24  1.40333e+07
24  25  1.90652e+07
24  26  0
24  27  0
24  28  0
24  29  7.66858e+06
24  30  7.19054e+06
24  31  8.94279e+06
24  32  6.2678e+06
24  33  0
24  34  0
24  35  0
24  36  1.34482e+07
24  37  7.63825e+06
24  38  0
24  39  5.20016e+06
24  40  2.92683e+06
24  41  0
24  42  0
24  43  1.97024e+07
24  44  0
24  45  0
24  46  2.21587e+07
24  47  1.97905e+07
24  48  1.61714e+06
24  49  0
24  50  0
24  51  8.2362e+06
24  52  0
24  53  0
24  54  0
24  55  0
24  56  0
24  57  9.84904e+06
24  58  2.68936e+07
24  59  1.17502e+07
24  60  0
24  61  1.80801e+07
24  62  0
24  63  0
24  64  6.71364e+06
24  65  0
24  66  0
24  67  0
24  68  1.97584e+07
24  69  0
24  70  1.53682e+07
24  71  1.00794e+07
24  72  1.93277e+06
24  73  1.39444e+06
24  74  1.99553e+07
24  75  841004
24  76  7.50788e+06
24  77  7.64827e+06
24  78  7.15749e+06
24  79  638762
24  80  6.11093e+06
24  81  1.42769e+07
24  82  2.88153e+06
24  83  0
24  84  0
24  85  1.19725e+07
24  86  1.10288e+07
24  87  8.8392e+06
24  88  3.45439e+06
24  89  0
24  90  0
24  91  454327
24  92  1.69563e+07
24  93  5.91999e+06
24  94  4.66155e+06
24  95  9.13855e+06
24  96  9.96419e+06
24  97  7.59273e+06
24  98  1.32803e+06
24  99  7.68672e+06
24  100  1.90842e+07
25  0  0
25  1  563762
25  2  8.75416e+06
25  3  0
25  4  1.1537e+07
25  5  0
25  6  0
25  7  2.40042e+07
25  8  2.311e+07
25  9  0
25  10  5.25528e+06
25  11  0
25  12  8.83627e+06
25  13  8.09837e+06
25  14  1.59352e+07
25  15  0
25  16  4.66569e+06
25  17  8.64575e+06
25  18  3.24255e+06
25  19  0
25  20  0
25  21  0
25  22  2.06001e+06
25  23  0
25  24  0
25  25  5.19135e+06
25  26  317708
25  27  2.60074e+07
25  28  0
25  29  0
25  30  1.99327e+07
25  31  1.68365e+07
25  32  0
25  33  256720
25  34  8.65547e+06
25  35  0
25  36  1.73287e+06
25  37  0
25  38  4.38265e+06
25  39  1.63491e+07
25  40  6.23212e+06
25  41  0
25  42  1.63806e+07
25  43  0
25  44  2.37705e+06
25  45  1.21681e+06
25  46  1.56425e+07
25  47  0
25  48  1.41088e+06
25  49  0
25  50  7.41051e+06
25  51  1.24113e+06
25  52  0
25  53  2.50556e+06
25  54  1.61775e+07
25  55  0
25  56  5.34877e+06
25  57  6.21758e+06
25  58  7.80267e+06
25  59  0
25  60  0
25  61  2.30512e+06
25  62  0
25  63  2.25552e+07
25  64  0
25  65  2.59756e+06
25  66  0
25  67  2.76175e+07
25  68  8.60222e+06
25  69  5.36584e+06
25  70  1.55465e+07
25  71  0
25  72  1.17203e+07
25  73  761088
25  74  6.46356e+06
25  75  2.29635e+07
25  76  3.13199e+06
25  77  3.35006e+06
25  78  3.16439e+07
25  79  2.54062e+06
25  80  8.1563e+06
25  81  1.76188e+07
25  82  390126
25  83  0
25  84  0
25  85  2.3398e+06
25  86  2.07801e+06
25  87  9.28897e+06
25  88  0
25  89  1.18226e+07
25  90  9.55597e+06
25  91  5.88234e+06
25  92  0
25  93  1.98371e+07
25  94  0
25  95  1.30429e+07
25  96  1.61693e+07
25  97  0
25  98  1.11396e+07
25  99  0
25  100  0
26  0  1.81609e+06
26  1  1.59592e+07
26  2  0
26  3  0
26  4  7.33268e+06
26  5  2.46344e+06
26  6  0
26  7  6.64384e+06
26  8  0
26  9  0
26  10  0
26  11  0
26  12  0
26  13  4.12409e+06
26  14  0
26  15  7.0341e+06
26  16  311196
26  17  1.01901e+07
26  18  0
26  19  6.09177e+06
26  20  1.27899e+06
26  21  1.24126e+06
26  22  0
26  23  1.70705e+07
26  24  6.25588e+06
26  25  1.49111e+07
26  26  2.05759e+07
26  27  5.24971e+06
26  28  1.57072e+07
26  29  0
26  30  0
26  31  1.20774e+07
26  32  0
26  33  6.14458e+06
26  34  1.28404e+07
26  35  6.70803e+06
26  36  7.61511e+06
26  37  256636
26  38  1.68416e+07
26  39  0
26  40  2.3763e+07
26  41  0
26  42  2.46201e+06
26  43  0
26  44  0
26  45  786700
26  46  0
26  47  1.23383e+06
26  48  0
26  49  2.71746e+07
26  50  2.08436e+06
26  51  0
26  52  0
26  53  0
26  54  0
26  55  3.1001e+07
26  56  0
26  57  7.85661e+06
26  58  0
26  59  0
26  60  2.21059e+07
26  61  0
26  62  0
26  63  1.00523e+07
26  64  0
26  65  0
26  66  351981
26  67  2.41214e+07
26  68  0
26  69  1.8211e+07
26  70  0
26  71  0
26  72  0
26  73  1.15392e+07
26  74  7.00999e+06
26  75  1.90218e+06
26  76  2.37903e+07
26  77  6.26462e+06
26  78  3.1653e+06
26  79  1.06315e+07
26  80  8.16626e+06
26  81  5.77145e+06
26  82  1.80036e+07
26  83  2.44611e+06
26  84  1.04561e+07
26  85  5.63442e+06
26  86  1.06326e+07
26  87  0
26  88  1.87695e+07
26  89  1.65563e+07
26  90  5.64312e+06
26  91  3.46904e+06
26  92  1.58355e+07
26  93  0
26  94  0
26  95  1.4687e+06
26  96  8.91357e+06
26  97  0
26  98  1.5238e+07
26  99  1.87263e+07
26  100  2.2137e+07
27  0  0
27  1  1.42685e+06
27  2  0
27  3  1.09934e+07
27  4  0
27  5  0
27  6  988369
27  7  0
27  8  0
27  9  1.53839e+07
27  10  1.22987e+06
27  11  1.78577e+07
27  12  2.17738e+06
27  13  1.95625e+06
27  14  9.29597e+06
27  15  0
27  16  5.07002e+06
27  17  5.99878e+06
27  18  1.30909e+06
27  19  0
27  20  2.95178e+06
27  21  1.37383e+07
27  22  2.8063e+07
27  23  0
27  24  1.50945e+07
27  25  1.13201e+06
27  26  4.81111e+06
27  27  1.6086e+07
27  28  1.23404e+07
27  29  0
27  30  0
27  31  0
27  32  1.64328e+06
27  33  7.12372e+06
27  34  0
27  35  4.6994e+06
27  36  5.45816e+06
27  37  0
27  38  1.39915e+07
27  39  0
27  40  0
27  41  1.72805e+07
27  42  0
27  43  683464
27  44  2.37796e+07
27  45  0
