row  column  (images_6a.edf Ca-K*images_6a.edf Ar-K**2.3)
50  62  2.33402e+09
50  63  2.15726e+09
50  64  2.35633e+09
50  65  2.01483e+09
50  66  1.92488e+09
50  67  1.63501e+09
50  68  1.9545e+09
50  69  2.45419e+09
50  70  2.88489e+09
50  71  2.89057e+09
50  72  2.82093e+09
50  73  2.67962e+09
50  74  2.65344e+09
50  75  2.30488e+09
50  76  2.17567e+09
50  77  2.19477e+09
50  78  2.11161e+09
50  79  2.04154e+09
50  80  2.13608e+09
50  81  2.15506e+09
50  82  2.15676e+09
50  83  2.13225e+09
50  84  1.97257e+09
50  85  1.86284e+09
50  86  1.68067e+09
50  87  1.72267e+09
50  88  1.76806e+09
50  89  1.60019e+09
50  90  1.5354e+09
50  91  1.52523e+09
50  92  1.38228e+09
50  93  1.30701e+09
50  94  1.20074e+09
50  95  1.31091e+09
50  96  1.19231e+09
50  97  1.1922e+09
50  98  1.33905e+09
50  99  1.3027e+09
50  100  1.23349e+09
51  0  2.34418e+09
51  1  2.0947e+09
51  2  1.85937e+09
51  3  1.75716e+09
51  4  1.7914e+09
51  5  1.75901e+09
51  6  2.01181e+09
51  7  2.04734e+09
51  8  2.12162e+09
51  9  2.40805e+09
51  10  2.3316e+09
51  11  2.3755e+09
51  12  2.34418e+09
51  13  2.11152e+09
51  14  2.27842e+09
51  15  1.96084e+09
51  16  1.9007e+09
51  17  2.10213e+09
51  18  1.90932e+09
51  19  1.55745e+09
51  20  1.52237e+09
51  21  1.66398e+09
51  22  1.69699e+09
51  23  1.66175e+09
51  24  1.51824e+09
51  25  1.4659e+09
51  26  1.62694e+09
51  27  1.7094e+09
51  28  1.78964e+09
51  29  1.66662e+09
51  30  1.76062e+09
51  31  1.78618e+09
51  32  1.86417e+09
51  33  2.05236e+09
51  34  1.9601e+09
51  35  2.09573e+09
51  36  2.17484e+09
51  37  2.24053e+09
51  38  2.37449e+09
51  39  2.18039e+09
51  40  2.30372e+09
51  41  2.28209e+09
51  42  2.17881e+09
51  43  2.15896e+09
51  44  2.2016e+09
51  45  2.3707e+09
51  46  2.42793e+09
51  47  2.29668e+09
51  48  2.474e+09
51  49  2.44758e+09
51  50  2.77124e+09
51  51  2.6117e+09
51  52  2.41466e+09
51  53  2.13199e+09
51  54  2.00915e+09
51  55  2.27068e+09
51  56  2.74918e+09
51  57  2.70195e+09
51  58  2.45838e+09
51  59  2.27589e+09
51  60  2.57568e+09
51  61  2.4103e+09
51  62  2.41183e+09
51  63  2.10825e+09
51  64  2.09085e+09
51  65  2.08253e+09
51  66  1.97925e+09
51  67  1.80206e+09
51  68  1.91908e+09
51  69  2.67489e+09
51  70  2.81356e+09
51  71  2.9454e+09
51  72  2.8375e+09
51  73  2.81837e+09
51  74  2.78401e+09
51  75  2.59589e+09
51  76  2.20005e+09
51  77  2.27972e+09
51  78  2.31374e+09
51  79  2.32424e+09
51  80  2.38867e+09
51  81  2.39186e+09
51  82  2.15978e+09
51  83  2.21295e+09
51  84  1.97649e+09
51  85  1.8423e+09
51  86  1.89674e+09
51  87  1.73962e+09
51  88  1.89759e+09
51  89  1.88385e+09
51  90  1.74864e+09
51  91  1.78072e+09
51  92  1.44907e+09
51  93  1.29691e+09
51  94  1.3264e+09
51  95  1.32737e+09
51  96  1.28068e+09
51  97  1.21906e+09
51  98  1.3981e+09
51  99  1.2996e+09
51  100  1.40451e+09
52  0  2.50734e+09
52  1  2.27335e+09
52  2  1.90533e+09
52  3  1.99189e+09
52  4  1.84202e+09
52  5  1.93031e+09
52  6  2.13943e+09
52  7  2.10785e+09
52  8  2.1121e+09
52  9  2.17804e+09
52  10  2.19802e+09
52  11  2.09613e+09
52  12  2.42673e+09
52  13  2.16837e+09
52  14  2.03307e+09
52  15  2.02537e+09
52  16  1.79858e+09
52  17  1.87174e+09
52  18  1.89481e+09
52  19  1.47946e+09
52  20  1.50629e+09
52  21  1.69985e+09
52  22  1.68595e+09
52  23  1.75342e+09
52  24  1.61634e+09
52  25  1.54617e+09
52  26  1.51347e+09
52  27  1.54914e+09
52  28  1.64472e+09
52  29  1.55698e+09
52  30  1.7016e+09
52  31  1.82374e+09
52  32  1.92845e+09
52  33  2.1411e+09
52  34  1.8804e+09
52  35  2.0496e+09
52  36  1.96777e+09
52  37  2.00692e+09
52  38  2.01232e+09
52  39  2.09476e+09
52  40  2.14699e+09
52  41  2.07527e+09
52  42  2.1795e+09
52  43  2.16745e+09
52  44  2.33769e+09
52  45  2.45747e+09
52  46  2.4056e+09
52  47  2.32099e+09
52  48  2.15297e+09
52  49  2.39714e+09
52  50  2.61606e+09
52  51  2.4149e+09
52  52  2.181e+09
52  53  1.99366e+09
52  54  1.84494e+09
52  55  2.34571e+09
52  56  2.44284e+09
52  57  2.75127e+09
52  58  2.74337e+09
52  59  2.52652e+09
52  60  2.48863e+09
52  61  2.39003e+09
52  62  2.46993e+09
52  63  2.13393e+09
52  64  2.21121e+09
52  65  2.07012e+09
52  66  1.75252e+09
52  67  1.83518e+09
52  68  1.93788e+09
52  69  2.58426e+09
52  70  2.8349e+09
52  71  3.20628e+09
52  72  2.94703e+09
52  73  2.92555e+09
52  74  2.60956e+09
52  75  2.52445e+09
52  76  2.30483e+09
52  77  2.22577e+09
52  78  2.40968e+09
52  79  2.43731e+09
52  80  2.33157e+09
52  81  2.52193e+09
52  82  2.42678e+09
52  83  2.41918e+09
52  84  2.33184e+09
52  85  2.24996e+09
52  86  2.06779e+09
52  87  1.83069e+09
52  88  1.95096e+09
52  89  1.92569e+09
52  90  1.91571e+09
52  91  1.74781e+09
52  92  1.53299e+09
52  93  1.53433e+09
52  94  1.26536e+09
52  95  1.29589e+09
52  96  1.30521e+09
52  97  1.29139e+09
52  98  1.27976e+09
52  99  1.26027e+09
52  100  1.29789e+09
53  0  2.338e+09
53  1  2.34492e+09
53  2  2.0488e+09
53  3  1.85917e+09
53  4  1.84191e+09
53  5  1.94554e+09
53  6  2.09118e+09
53  7  2.13898e+09
53  8  2.15633e+09
53  9  2.32462e+09
53  10  2.20244e+09
53  11  2.33512e+09
53  12  2.24213e+09
53  13  2.11809e+09
53  14  2.18025e+09
53  15  1.86086e+09
53  16  1.79859e+09
53  17  1.84189e+09
53  18  1.83948e+09
53  19  1.65623e+09
53  20  1.48295e+09
53  21  1.78169e+09
53  22  1.81176e+09
53  23  1.74686e+09
53  24  1.5685e+09
53  25  1.69945e+09
53  26  1.69152e+09
53  27  1.69629e+09
53  28  1.64424e+09
53  29  1.86673e+09
53  30  1.7818e+09
53  31  1.8086e+09
53  32  1.88394e+09
53  33  1.84119e+09
53  34  1.87415e+09
53  35  2.04967e+09
53  36  1.98555e+09
53  37  2.13097e+09
53  38  2.25669e+09
53  39  2.54042e+09
53  40  2.22076e+09
53  41  2.18864e+09
53  42  2.07552e+09
53  43  2.34461e+09
53  44  2.44184e+09
53  45  2.30217e+09
53  46  2.54636e+09
53  47  2.34368e+09
53  48  2.23818e+09
53  49  2.49471e+09
53  50  2.61e+09
53  51  2.36536e+09
53  52  2.51525e+09
53  53  2.09126e+09
53  54  2.21964e+09
53  55  2.26503e+09
53  56  2.64001e+09
53  57  2.66516e+09
53  58  2.36805e+09
53  59  2.38289e+09
53  60  2.48821e+09
53  61  2.46252e+09
53  62  2.26459e+09
53  63  2.10149e+09
53  64  2.20827e+09
53  65  1.9935e+09
53  66  1.67546e+09
53  67  1.90035e+09
53  68  2.13957e+09
53  69  2.82609e+09
53  70  2.87294e+09
53  71  2.90987e+09
53  72  2.89244e+09
53  73  3.10176e+09
53  74  2.78394e+09
53  75  2.63411e+09
53  76  2.28892e+09
53  77  2.23394e+09
53  78  2.53153e+09
53  79  2.71367e+09
53  80  2.46664e+09
53  81  2.49887e+09
53  82  2.64308e+09
53  83  2.74585e+09
53  84  2.23668e+09
53  85  2.48828e+09
53  86  2.17401e+09
53  87  2.12355e+09
53  88  2.00697e+09
53  89  2.03437e+09
53  90  1.81285e+09
53  91  1.83723e+09
53  92  1.77149e+09
53  93  1.52566e+09
53  94  1.25149e+09
53  95  1.24478e+09
53  96  1.29444e+09
53  97  1.32451e+09
53  98  1.35525e+09
53  99  1.30058e+09
53  100  1.31578e+09
54  0  2.30256e+09
54  1  2.0679e+09
54  2  1.94975e+09
54  3  1.97109e+09
54  4  1.81966e+09
54  5  1.90754e+09
54  6  2.26915e+09
54  7  1.91049e+09
54  8  1.98843e+09
54  9  2.34562e+09
54  10  2.09352e+09
54  11  2.1779e+09
54  12  2.09855e+09
54  13  2.19523e+09
54  14  2.09699e+09
54  15  1.92988e+09
54  16  1.78594e+09
54  17  1.92003e+09
54  18  1.7755e+09
54  19  1.51262e+09
54  20  1.51657e+09
54  21  1.69738e+09
54  22  1.63865e+09
54  23  1.66404e+09
54  24  1.65935e+09
54  25  1.71847e+09
54  26  1.52501e+09
54  27  1.68434e+09
54  28  1.73696e+09
54  29  1.64843e+09
54  30  1.89048e+09
54  31  1.96653e+09
54  32  1.66922e+09
54  33  1.85913e+09
54  34  2.06593e+09
54  35  1.93476e+09
54  36  1.99295e+09
54  37  2.08896e+09
54  38  1.884e+09
54  39  2.21195e+09
54  40  2.04769e+09
54  41  2.09697e+09
54  42  2.16091e+09
54  43  2.21975e+09
54  44  2.21034e+09
54  45  2.49979e+09
54  46  2.50675e+09
54  47  2.4641e+09
54  48  2.45461e+09
54  49  2.38055e+09
54  50  2.56105e+09
54  51  2.54445e+09
54  52  2.24924e+09
54  53  2.13548e+09
54  54  2.00274e+09
54  55  2.27795e+09
54  56  2.74687e+09
54  57  2.63755e+09
54  58  2.61456e+09
54  59  2.33015e+09
54  60  2.45442e+09
54  61  2.236e+09
54  62  2.29678e+09
54  63  2.20033e+09
54  64  2.01237e+09
54  65  2.0004e+09
54  66  1.68558e+09
54  67  1.77887e+09
54  68  2.03153e+09
54  69  2.54019e+09
54  70  3.25591e+09
54  71  3.1724e+09
54  72  3.02275e+09
54  73  2.92926e+09
54  74  2.86706e+09
54  75  2.98508e+09
54  76  2.43215e+09
54  77  2.48486e+09
54  78  2.77301e+09
54  79  2.44943e+09
54  80  2.63144e+09
54  81  2.53116e+09
54  82  2.81814e+09
54  83  2.70825e+09
54  84  2.35619e+09
54  85  2.45859e+09
54  86  2.38889e+09
54  87  2.18777e+09
54  88  2.373e+09
54  89  2.39803e+09
54  90  2.17007e+09
54  91  2.01303e+09
54  92  1.77298e+09
54  93  1.58006e+09
54  94  1.4996e+09
54  95  1.41002e+09
54  96  1.33245e+09
54  97  1.43006e+09
54  98  1.36154e+09
54  99  1.39428e+09
54  100  1.39906e+09
55  0  2.2091e+09
55  1  2.12046e+09
55  2  2.02071e+09
55  3  1.91631e+09
55  4  1.6838e+09
55  5  1.88618e+09
55  6  1.86116e+09
55  7  2.04208e+09
55  8  2.13986e+09
55  9  2.25881e+09
55  10  2.12859e+09
55  11  2.10699e+09
55  12  2.21914e+09
55  13  2.19608e+09
55  14  1.8624e+09
55  15  1.71286e+09
55  16  1.62003e+09
55  17  2.01816e+09
55  18  1.70831e+09
55  19  1.42833e+09
55  20  1.68488e+09
55  21  1.7978e+09
55  22  1.6656e+09
55  23  1.63131e+09
55  24  1.54901e+09
55  25  1.66879e+09
55  26  1.68475e+09
55  27  1.62462e+09
55  28  1.47371e+09
55  29  1.72736e+09
55  30  1.83777e+09
55  31  1.88172e+09
55  32  1.92093e+09
55  33  2.00742e+09
55  34  2.07023e+09
55  35  2.05016e+09
55  36  2.0221e+09
55  37  2.04177e+09
55  38  2.04085e+09
55  39  2.32371e+09
55  40  2.1028e+09
55  41  2.23979e+09
55  42  2.07335e+09
55  43  2.29213e+09
55  44  2.2719e+09
55  45  2.46845e+09
55  46  2.57412e+09
55  47  2.49838e+09
55  48  2.33037e+09
55  49  2.51356e+09
55  50  2.4702e+09
55  51  2.41967e+09
55  52  2.23384e+09
55  53  2.21743e+09
55  54  1.92321e+09
55  55  2.0296e+09
55  56  2.74104e+09
55  57  2.68054e+09
55  58  2.46371e+09
55  59  2.31146e+09
55  60  2.35581e+09
55  61  2.47646e+09
55  62  2.37409e+09
55  63  2.05328e+09
55  64  2.14889e+09
55  65  1.78843e+09
55  66  1.73583e+09
55  67  1.84207e+09
55  68  1.94427e+09
55  69  2.6219e+09
55  70  3.0666e+09
55  71  3.38434e+09
55  72  2.91158e+09
55  73  2.78141e+09
55  74  2.93682e+09
55  75  2.618e+09
55  76  2.45279e+09
55  77  2.31068e+09
55  78  2.65574e+09
55  79  2.83688e+09
55  80  2.39388e+09
55  81  2.91695e+09
55  82  2.96815e+09
55  83  2.81703e+09
55  84  2.78216e+09
55  85  2.59398e+09
55  86  2.41064e+09
55  87  2.39888e+09
55  88  2.33273e+09
55  89  2.38795e+09
55  90  2.27913e+09
55  91  2.13012e+09
55  92  1.99805e+09
55  93  1.61502e+09
55  94  1.61967e+09
55  95  1.5273e+09
55  96  1.65158e+09
55  97  1.52018e+09
55  98  1.39195e+09
55  99  1.41316e+09
55  100  1.40038e+09
56  0  1.81007e+09
56  1  2.03397e+09
56  2  2.12172e+09
56  3  1.88728e+09
56  4  1.76474e+09
56  5  1.87677e+09
56  6  1.82984e+09
56  7  1.94303e+09
56  8  2.12262e+09
56  9  2.08781e+09
56  10  1.90754e+09
56  11  2.07396e+09
56  12  1.97e+09
56  13  1.96756e+09
56  14  2.12414e+09
56  15  1.73528e+09
56  16  1.69994e+09
56  17  1.73886e+09
56  18  1.71647e+09
56  19  1.58301e+09
56  20  1.69898e+09
56  21  1.73037e+09
56  22  1.6321e+09
56  23  1.69178e+09
56  24  1.75815e+09
56  25  1.6288e+09
56  26  1.71259e+09
56  27  1.77035e+09
56  28  1.77287e+09
56  29  1.75405e+09
56  30  1.96848e+09
56  31  1.86827e+09
56  32  1.98068e+09
56  33  1.91656e+09
56  34  2.01499e+09
56  35  2.06334e+09
56  36  1.99329e+09
56  37  2.14844e+09
56  38  2.1555e+09
56  39  2.12617e+09
56  40  2.14162e+09
56  41  2.16031e+09
56  42  2.11779e+09
56  43  2.11308e+09
56  44  2.30853e+09
56  45  2.59866e+09
56  46  2.62655e+09
56  47  2.38323e+09
56  48  2.48231e+09
56  49  2.38945e+09
56  50  2.51256e+09
56  51  2.47339e+09
56  52  2.28709e+09
56  53  2.31154e+09
56  54  2.13544e+09
56  55  2.10656e+09
56  56  2.48567e+09
56  57  2.56256e+09
56  58  2.76746e+09
56  59  2.44894e+09
56  60  2.2651e+09
56  61  2.15881e+09
56  62  2.1092e+09
56  63  2.15401e+09
56  64  1.99138e+09
56  65  1.97638e+09
56  66  1.95493e+09
56  67  1.79866e+09
56  68  1.76412e+09
56  69  2.53267e+09
56  70  2.92267e+09
56  71  3.02603e+09
56  72  2.93396e+09
56  73  2.70616e+09
56  74  2.82722e+09
56  75  2.79638e+09
56  76  2.39025e+09
56  77  2.33848e+09
56  78  2.57274e+09
56  79  2.88321e+09
56  80  2.71652e+09
56  81  2.95667e+09
56  82  2.88335e+09
56  83  2.789e+09
56  84  2.68133e+09
56  85  2.6512e+09
56  86  2.65651e+09
56  87  2.4625e+09
56  88  2.58734e+09
56  89  2.62776e+09
56  90  2.43556e+09
56  91  2.32533e+09
56  92  2.22515e+09
56  93  1.80389e+09
56  94  1.64389e+09
56  95  1.31724e+09
56  96  1.64693e+09
56  97  1.55945e+09
56  98  1.44063e+09
56  99  1.50869e+09
56  100  1.40779e+09
57  0  1.79073e+09
57  1  2.10689e+09
57  2  1.80102e+09
57  3  1.87032e+09
57  4  1.775e+09
57  5  1.84546e+09
57  6  1.99628e+09
57  7  2.07547e+09
57  8  1.9559e+09
57  9  2.0022e+09
57  10  2.04281e+09
57  11  2.15356e+09
57  12  1.87449e+09
57  13  1.97586e+09
57  14  1.8161e+09
57  15  1.60079e+09
57  16  1.69698e+09
57  17  1.8374e+09
57  18  1.67828e+09
57  19  1.57299e+09
57  20  1.86072e+09
57  21  1.82068e+09
57  22  1.86944e+09
57  23  1.79487e+09
57  24  1.8101e+09
57  25  1.65943e+09
57  26  1.75644e+09
57  27  1.71371e+09
57  28  1.85479e+09
57  29  1.72384e+09
57  30  1.87095e+09
57  31  1.87877e+09
57  32  1.9509e+09
57  33  2.06503e+09
57  34  1.92303e+09
57  35  2.14886e+09
57  36  2.15623e+09
57  37  1.95954e+09
57  38  2.01568e+09
57  39  2.03964e+09
57  40  2.12057e+09
57  41  2.25632e+09
57  42  1.97335e+09
57  43  2.33351e+09
57  44  2.20826e+09
57  45  2.62713e+09
57  46  2.35131e+09
57  47  2.41106e+09
57  48  2.14891e+09
57  49  2.50819e+09
57  50  2.48551e+09
57  51  2.53132e+09
57  52  2.26526e+09
57  53  2.41816e+09
57  54  2.22456e+09
57  55  2.40415e+09
57  56  2.2976e+09
57  57  2.52991e+09
57  58  2.57053e+09
57  59  2.27922e+09
57  60  2.47861e+09
57  61  2.43352e+09
57  62  2.3507e+09
57  63  2.16646e+09
57  64  1.89152e+09
57  65  2.03835e+09
57  66  1.7707e+09
57  67  1.77707e+09
57  68  1.82707e+09
57  69  2.62926e+09
57  70  2.98259e+09
57  71  2.82692e+09
57  72  3.15706e+09
57  73  2.78592e+09
57  74  2.90594e+09
57  75  2.7658e+09
57  76  2.6757e+09
57  77  2.31203e+09
57  78  2.75525e+09
57  79  2.70115e+09
57  80  2.80609e+09
57  81  2.93468e+09
57  82  3.2786e+09
57  83  2.94004e+09
57  84  2.86573e+09
57  85  2.82787e+09
57  86  2.53422e+09
57  87  2.70499e+09
57  88  2.7844e+09
57  89  2.77265e+09
57  90  2.53499e+09
57  91  2.46496e+09
57  92  2.19492e+09
57  93  1.78129e+09
57  94  1.73026e+09
57  95  1.48748e+09
57  96  1.62991e+09
57  97  1.55589e+09
57  98  1.62473e+09
57  99  1.61001e+09
57  100  1.62738e+09
58  0  1.80198e+09
58  1  1.89157e+09
58  2  1.90896e+09
58  3  1.9256e+09
58  4  1.7901e+09
58  5  1.79981e+09
58  6  1.70329e+09
58  7  2.06003e+09
58  8  1.74378e+09
58  9  2.00521e+09
58  10  1.96329e+09
58  11  1.79635e+09
58  12  1.96965e+09
58  13  1.85506e+09
58  14  1.81927e+09
58  15  1.70447e+09
58  16  1.67381e+09
58  17  1.69165e+09
58  18  1.67591e+09
58  19  1.57354e+09
58  20  1.74135e+09
58  21  1.84454e+09
58  22  1.74249e+09
58  23  1.84783e+09
58  24  1.76875e+09
58  25  1.62804e+09
58  26  1.61322e+09
58  27  1.71086e+09
58  28  1.89081e+09
58  29  1.76567e+09
58  30  1.81918e+09
58  31  1.89804e+09
58  32  2.05524e+09
58  33  1.85478e+09
58  34  2.01938e+09
58  35  2.10807e+09
58  36  2.00222e+09
58  37  2.13461e+09
58  38  1.887e+09
58  39  2.17063e+09
58  40  2.34172e+09
58  41  2.29041e+09
58  42  2.17685e+09
58  43  2.00156e+09
58  44  2.00164e+09
58  45  2.59838e+09
58  46  2.50895e+09
58  47  2.55831e+09
58  48  2.41994e+09
58  49  2.38209e+09
58  50  2.6292e+09
58  51  2.39104e+09
58  52  2.22537e+09
58  53  2.21321e+09
58  54  2.11298e+09
58  55  2.21901e+09
58  56  2.29466e+09
58  57  2.35967e+09
58  58  2.59251e+09
58  59  2.53571e+09
58  60  2.26352e+09
58  61  2.33463e+09
58  62  2.40726e+09
58  63  2.10651e+09
58  64  2.15949e+09
58  65  2.08973e+09
58  66  1.91722e+09
58  67  1.79095e+09
58  68  1.85033e+09
58  69  2.45362e+09
58  70  2.96549e+09
58  71  2.73187e+09
58  72  2.91489e+09
58  73  2.79706e+09
58  74  2.91647e+09
58  75  2.84445e+09
58  76  2.64768e+09
58  77  2.341e+09
58  78  2.66118e+09
58  79  2.90345e+09
58  80  3.0093e+09
58  81  2.91104e+09
58  82  2.99651e+09
58  83  3.15371e+09
58  84  2.84102e+09
58  85  2.84525e+09
58  86  2.63897e+09
58  87  2.78364e+09
58  88  2.75387e+09
58  89  2.76994e+09
58  90  2.67171e+09
58  91  2.42403e+09
58  92  2.07935e+09
58  93  1.92931e+09
58  94  1.81755e+09
58  95  1.86714e+09
58  96  1.67239e+09
58  97  1.78916e+09
58  98  1.76742e+09
58  99  1.48212e+09
58  100  1.66905e+09
59  0  1.88016e+09
59  1  1.81156e+09
59  2  1.88393e+09
59  3  1.68541e+09
59  4  1.719e+09
59  5  1.70955e+09
59  6  1.67373e+09
59  7  1.85697e+09
59  8  1.7184e+09
59  9  1.86254e+09
59  10  1.81462e+09
59  11  1.90432e+09
59  12  1.85927e+09
59  13  1.66468e+09
59  14  1.71042e+09
59  15  1.60972e+09
59  16  1.67933e+09
59  17  1.83268e+09
59  18  1.57381e+09
59  19  1.7585e+09
59  20  1.8513e+09
59  21  1.73182e+09
59  22  1.72245e+09
59  23  1.91975e+09
59  24  1.65864e+09
59  25  1.77396e+09
59  26  1.79335e+09
59  27  1.90532e+09
59  28  1.95193e+09
59  29  1.8119e+09
59  30  1.83392e+09
59  31  1.96746e+09
59  32  2.03704e+09
59  33  2.08476e+09
59  34  2.02247e+09
59  35  2.33633e+09
59  36  2.09087e+09
59  37  2.13696e+09
59  38  1.9478e+09
59  39  2.12053e+09
59  40  2.28495e+09
59  41  2.17684e+09
59  42  2.16992e+09
59  43  2.14426e+09
59  44  2.21079e+09
59  45  2.40075e+09
59  46  2.63454e+09
59  47  2.45298e+09
59  48  2.36106e+09
59  49  2.62431e+09
59  50  2.3656e+09
59  51  2.35127e+09
59  52  2.38922e+09
59  53  2.08226e+09
59  54  2.31202e+09
59  55  2.06709e+09
59  56  2.48772e+09
59  57  2.38577e+09
59  58  2.54293e+09
59  59  2.44289e+09
59  60  2.22345e+09
59  61  2.34676e+09
59  62  2.19724e+09
59  63  2.07484e+09
59  64  2.16301e+09
59  65  1.89848e+09
59  66  1.80268e+09
59  67  1.83932e+09
59  68  2.01408e+09
59  69  2.29416e+09
59  70  3.07347e+09
59  71  2.85569e+09
59  72  3.06951e+09
59  73  2.88698e+09
59  74  2.95792e+09
59  75  2.77533e+09
59  76  2.74812e+09
59  77  2.53715e+09
59  78  2.9529e+09
59  79  3.00737e+09
59  80  3.39481e+09
59  81  2.96645e+09
59  82  3.21351e+09
59  83  2.94187e+09
59  84  3.00594e+09
59  85  2.95659e+09
59  86  2.91881e+09
59  87  2.76995e+09
59  88  3.0354e+09
59  89  2.77003e+09
59  90  3.00856e+09
59  91  2.39654e+09
59  92  2.38908e+09
59  93  2.26953e+09
59  94  1.93578e+09
59  95  1.75747e+09
59  96  1.86214e+09
59  97  1.73434e+09
59  98  1.81993e+09
59  99  1.85861e+09
59  100  1.72537e+09
60  0  1.72992e+09
60  1  1.82274e+09
60  2  1.74911e+09
60  3  1.4901e+09
60  4  1.57866e+09
60  5  1.6611e+09
60  6  1.66895e+09
60  7  1.9329e+09
60  8  1.9692e+09
60  9  1.93045e+09
60  10  1.81505e+09
60  11  1.67597e+09
60  12  1.82173e+09
60  13  1.8212e+09
60  14  1.70647e+09
60  15  1.58944e+09
60  16  1.93924e+09
60  17  1.74828e+09
60  18  1.67476e+09
60  19  1.5354e+09
60  20  1.68954e+09
60  21  1.74491e+09
60  22  1.6716e+09
60  23  1.75499e+09
60  24  1.80507e+09
60  25  1.7699e+09
60  26  1.85751e+09
60  27  1.64567e+09
60  28  1.8824e+09
60  29  1.95567e+09
60  30  1.90284e+09
60  31  1.88629e+09
60  32  1.7879e+09
60  33  2.00937e+09
60  34  2.02965e+09
60  35  2.11008e+09
60  36  2.25416e+09
60  37  2.17714e+09
60  38  2.04713e+09
60  39  1.95397e+09
60  40  2.09526e+09
60  41  2.31064e+09
60  42  2.18152e+09
60  43  2.14464e+09
60  44  2.07207e+09
60  45  2.36265e+09
60  46  2.44658e+09
60  47  2.37438e+09
60  48  2.52954e+09
60  49  2.33444e+09
60  50  2.36883e+09
60  51  2.36068e+09
60  52  2.22841e+09
60  53  2.15201e+09
60  54  2.07122e+09
60  55  2.1205e+09
60  56  2.32795e+09
60  57  2.49269e+09
60  58  2.30699e+09
60  59  2.41587e+09
60  60  2.26236e+09
60  61  2.30353e+09
60  62  2.23178e+09
60  63  2.19793e+09
60  64  2.31704e+09
60  65  2.05078e+09
60  66  1.94065e+09
60  67  1.79718e+09
60  68  1.85738e+09
60  69  2.2127e+09
60  70  2.6666e+09
60  71  2.70907e+09
60  72  2.68108e+09
60  73  2.93795e+09
60  74  2.63936e+09
60  75  2.76899e+09
60  76  2.72777e+09
60  77  2.31249e+09
60  78  2.61582e+09
60  79  2.75828e+09
60  80  3.00358e+09
60  81  2.96683e+09
60  82  3.19862e+09
60  83  3.19517e+09
60  84  2.99435e+09
60  85  3.04088e+09
60  86  2.70177e+09
60  87  2.81307e+09
60  88  2.72183e+09
60  89  2.87896e+09
60  90  2.663e+09
60  91  2.53694e+09
60  92  2.45742e+09
60  93  2.24503e+09
60  94  2.14809e+09
60  95  2.04435e+09
60  96  2.00742e+09
60  97  2.025e+09
60  98  1.95252e+09
60  99  1.87467e+09
60  100  1.96979e+09
61  0  1.78177e+09
61  1  1.787e+09
61  2  1.83674e+09
61  3  1.6144e+09
61  4  1.63833e+09
61  5  1.6673e+09
61  6  1.60668e+09
61  7  1.79756e+09
61  8  1.92465e+09
61  9  1.94274e+09
61  10  1.91147e+09
61  11  1.76724e+09
61  12  1.57785e+09
61  13  1.84457e+09
61  14  1.76927e+09
61  15  1.85174e+09
61  16  1.72928e+09
61  17  1.89791e+09
61  18  1.84735e+09
61  19  1.66475e+09
61  20  1.75406e+09
61  21  1.87166e+09
61  22  1.77568e+09
61  23  1.7693e+09
61  24  1.71498e+09
61  25  1.72221e+09
61  26  1.76853e+09
61  27  1.79341e+09
61  28  2.08052e+09
61  29  1.97689e+09
61  30  2.05484e+09
61  31  1.89594e+09
61  32  1.92774e+09
61  33  1.97151e+09
61  34  2.03721e+09
61  35  2.28952e+09
61  36  2.00947e+09
61  37  2.02284e+09
61  38  2.11827e+09
61  39  2.07921e+09
61  40  2.08173e+09
61  41  2.31269e+09
61  42  2.18595e+09
61  43  2.00893e+09
61  44  2.23665e+09
61  45  2.16473e+09
61  46  2.26756e+09
61  47  2.46779e+09
61  48  2.24673e+09
61  49  2.36755e+09
61  50  2.34127e+09
61  51  2.44477e+09
61  52  2.54054e+09
61  53  2.29849e+09
61  54  2.41006e+09
61  55  2.27836e+09
61  56  2.22455e+09
61  57  2.51094e+09
61  58  2.29707e+09
61  59  2.35602e+09
61  60  2.25445e+09
61  61  2.37947e+09
61  62  2.38048e+09
61  63  2.29599e+09
61  64  1.98705e+09
61  65  2.079e+09
61  66  2.01309e+09
61  67  1.70267e+09
61  68  1.78792e+09
61  69  2.26447e+09
61  70  2.81394e+09
61  71  2.92067e+09
61  72  2.76903e+09
61  73  2.80746e+09
61  74  2.74476e+09
61  75  2.69975e+09
61  76  2.58476e+09
61  77  2.44292e+09
61  78  2.60104e+09
61  79  2.96517e+09
61  80  3.34859e+09
61  81  3.01796e+09
61  82  3.19883e+09
61  83  3.31953e+09
61  84  3.07066e+09
61  85  3.02007e+09
61  86  2.73754e+09
61  87  2.85754e+09
61  88  3.10594e+09
61  89  2.84018e+09
61  90  3.16854e+09
61  91  2.74673e+09
61  92  2.49859e+09
61  93  2.31569e+09
61  94  2.19777e+09
61  95  2.1484e+09
61  96  2.06787e+09
61  97  1.91627e+09
61  98  2.12241e+09
61  99  1.93978e+09
61  100  1.87051e+09
62  0  1.81947e+09
62  1  1.69345e+09
62  2  1.8382e+09
62  3  1.68093e+09
62  4  1.58226e+09
62  5  1.55116e+09
62  6  1.58552e+09
62  7  1.81808e+09
62  8  1.93705e+09
62  9  1.9151e+09
62  10  1.59579e+09
62  11  1.83826e+09
62  12  1.80207e+09
62  13  1.76263e+09
62  14  1.76913e+09
