row  column  (images_6a.edf Ca-K*images_6a.edf Ar-K**2.3)
26  19  2.05197e+09
26  20  1.99015e+09
26  21  1.95037e+09
26  22  1.84322e+09
26  23  1.75488e+09
26  24  1.52917e+09
26  25  1.59176e+09
26  26  1.44776e+09
26  27  1.59047e+09
26  28  1.79194e+09
26  29  1.92025e+09
26  30  2.31638e+09
26  31  2.25663e+09
26  32  2.31752e+09
26  33  2.4096e+09
26  34  2.15309e+09
26  35  2.37271e+09
26  36  3.03453e+09
26  37  3.18963e+09
26  38  3.08048e+09
26  39  2.78332e+09
26  40  2.1453e+09
26  41  1.82908e+09
26  42  1.60681e+09
26  43  1.77467e+09
26  44  2.41317e+09
26  45  2.6421e+09
26  46  2.44977e+09
26  47  1.88973e+09
26  48  1.9969e+09
26  49  2.21626e+09
26  50  2.0656e+09
26  51  2.03278e+09
26  52  1.89603e+09
26  53  2.00158e+09
26  54  2.27056e+09
26  55  2.56513e+09
26  56  2.44955e+09
26  57  2.84529e+09
26  58  2.99476e+09
26  59  2.93742e+09
26  60  2.2433e+09
26  61  2.19967e+09
26  62  2.20311e+09
26  63  2.40036e+09
26  64  2.0214e+09
26  65  1.75782e+09
26  66  1.5219e+09
26  67  1.48743e+09
26  68  1.35708e+09
26  69  1.39543e+09
26  70  1.06104e+09
26  71  1.06452e+09
26  72  9.63683e+08
26  73  9.56931e+08
26  74  9.83537e+08
26  75  8.07157e+08
26  76  8.21737e+08
26  77  8.12028e+08
26  78  9.29734e+08
26  79  1.05052e+09
26  80  1.01713e+09
26  81  8.43948e+08
26  82  7.08783e+08
26  83  5.7636e+08
26  84  4.93392e+08
26  85  4.94552e+08
26  86  4.69772e+08
26  87  4.35025e+08
26  88  4.57776e+08
26  89  4.62336e+08
26  90  4.42179e+08
26  91  4.03436e+08
26  92  3.62653e+08
26  93  3.83967e+08
26  94  4.15442e+08
26  95  4.42488e+08
26  96  3.89569e+08
26  97  3.6997e+08
26  98  3.04525e+08
26  99  2.75455e+08
26  100  2.12394e+08
27  0  2.22139e+09
27  1  1.92337e+09
27  2  1.65161e+09
27  3  1.41847e+09
27  4  1.4455e+09
27  5  1.78308e+09
27  6  1.95164e+09
27  7  1.82725e+09
27  8  2.0284e+09
27  9  2.01232e+09
27  10  2.6355e+09
27  11  2.29608e+09
27  12  2.50182e+09
27  13  2.69885e+09
27  14  2.57927e+09
27  15  2.12612e+09
27  16  2.46759e+09
27  17  2.18212e+09
27  18  2.01053e+09
27  19  2.06581e+09
27  20  2.01933e+09
27  21  2.02738e+09
27  22  1.87755e+09
27  23  1.79439e+09
27  24  1.69198e+09
27  25  1.58411e+09
27  26  1.59121e+09
27  27  1.7252e+09
27  28  1.68101e+09
27  29  1.84556e+09
27  30  1.99214e+09
27  31  2.40469e+09
27  32  2.21995e+09
27  33  2.03716e+09
27  34  2.12024e+09
27  35  2.60255e+09
27  36  3.20169e+09
27  37  3.12391e+09
27  38  2.83694e+09
27  39  3.02671e+09
27  40  2.50924e+09
27  41  1.99156e+09
27  42  1.64327e+09
27  43  1.49332e+09
27  44  2.20761e+09
27  45  2.67126e+09
27  46  2.20441e+09
27  47  1.9283e+09
27  48  2.1578e+09
27  49  2.15086e+09
27  50  2.08822e+09
27  51  2.10281e+09
27  52  1.74073e+09
27  53  1.83538e+09
27  54  2.34564e+09
27  55  2.38152e+09
27  56  2.53926e+09
27  57  2.80974e+09
27  58  3.32766e+09
27  59  2.64456e+09
27  60  2.65544e+09
27  61  2.38786e+09
27  62  2.3404e+09
27  63  2.21775e+09
27  64  2.07488e+09
27  65  1.81329e+09
27  66  1.71913e+09
27  67  1.6045e+09
27  68  1.41526e+09
27  69  1.26104e+09
27  70  1.11265e+09
27  71  1.03136e+09
27  72  1.10258e+09
27  73  1.01995e+09
27  74  9.98344e+08
27  75  8.44042e+08
27  76  8.65392e+08
27  77  8.04375e+08
27  78  9.64456e+08
27  79  1.04074e+09
27  80  1.13991e+09
27  81  8.64937e+08
27  82  6.54642e+08
27  83  5.81407e+08
27  84  5.38511e+08
27  85  5.38863e+08
27  86  4.67578e+08
27  87  5.28318e+08
27  88  5.26871e+08
27  89  4.62751e+08
27  90  4.29562e+08
27  91  3.88594e+08
27  92  3.98977e+08
27  93  4.0011e+08
27  94  4.63429e+08
27  95  4.69963e+08
27  96  4.27753e+08
27  97  3.27424e+08
27  98  2.77473e+08
27  99  2.34676e+08
27  100  2.31145e+08
28  0  2.37667e+09
28  1  2.21449e+09
28  2  1.80856e+09
28  3  1.46843e+09
28  4  1.29349e+09
28  5  1.78779e+09
28  6  1.71612e+09
28  7  2.02592e+09
28  8  2.10032e+09
28  9  2.00777e+09
28  10  2.50121e+09
28  11  2.46321e+09
28  12  2.22367e+09
28  13  2.53785e+09
28  14  2.76825e+09
28  15  2.42976e+09
28  16  2.27294e+09
28  17  2.22064e+09
28  18  2.25409e+09
28  19  1.98668e+09
28  20  2.07847e+09
28  21  2.07419e+09
28  22  1.84269e+09
28  23  1.84499e+09
28  24  1.66642e+09
28  25  1.77676e+09
28  26  1.55704e+09
28  27  1.72092e+09
28  28  1.93185e+09
28  29  1.74222e+09
28  30  1.98724e+09
28  31  2.05436e+09
28  32  2.04475e+09
28  33  2.01701e+09
28  34  1.93629e+09
28  35  2.29562e+09
28  36  3.06971e+09
28  37  3.2365e+09
28  38  3.09029e+09
28  39  2.94091e+09
28  40  2.55446e+09
28  41  1.8228e+09
28  42  1.7657e+09
28  43  1.72938e+09
28  44  2.19949e+09
28  45  2.75987e+09
28  46  2.56506e+09
28  47  1.84752e+09
28  48  1.97516e+09
28  49  2.02012e+09
28  50  1.93438e+09
28  51  1.90771e+09
28  52  1.93121e+09
28  53  1.94146e+09
28  54  1.88954e+09
28  55  2.21918e+09
28  56  2.53915e+09
28  57  2.41215e+09
28  58  2.7362e+09
28  59  3.2437e+09
28  60  2.66961e+09
28  61  2.39069e+09
28  62  2.50606e+09
28  63  2.27065e+09
28  64  2.37141e+09
28  65  1.98303e+09
28  66  1.90224e+09
28  67  1.71346e+09
28  68  1.62124e+09
28  69  1.4535e+09
28  70  1.1931e+09
28  71  1.09484e+09
28  72  1.06698e+09
28  73  9.66252e+08
28  74  1.04095e+09
28  75  1.05694e+09
28  76  9.27966e+08
28  77  8.93772e+08
28  78  9.25223e+08
28  79  1.00708e+09
28  80  1.19308e+09
28  81  9.92631e+08
28  82  7.74003e+08
28  83  7.31984e+08
28  84  5.67479e+08
28  85  5.23403e+08
28  86  5.20588e+08
28  87  6.14894e+08
28  88  5.81596e+08
28  89  4.83138e+08
28  90  4.56083e+08
28  91  4.33517e+08
28  92  4.1412e+08
28  93  4.42602e+08
28  94  4.6124e+08
28  95  4.70864e+08
28  96  4.49469e+08
28  97  4.0881e+08
28  98  3.4586e+08
28  99  2.748e+08
28  100  2.52373e+08
29  0  2.23896e+09
29  1  2.07323e+09
29  2  1.61256e+09
29  3  1.29433e+09
29  4  1.43365e+09
29  5  1.78769e+09
29  6  2.00048e+09
29  7  1.95139e+09
29  8  1.96642e+09
29  9  2.44057e+09
29  10  2.47885e+09
29  11  2.40142e+09
29  12  2.43833e+09
29  13  2.81353e+09
29  14  2.63093e+09
29  15  2.3321e+09
29  16  2.43578e+09
29  17  2.20137e+09
29  18  2.21188e+09
29  19  2.15067e+09
29  20  2.05018e+09
29  21  1.92339e+09
29  22  1.9684e+09
29  23  1.85216e+09
29  24  1.67066e+09
29  25  1.66615e+09
29  26  1.74437e+09
29  27  1.70808e+09
29  28  1.91119e+09
29  29  1.84925e+09
29  30  2.20305e+09
29  31  2.25942e+09
29  32  2.24335e+09
29  33  2.06125e+09
29  34  1.98965e+09
29  35  2.46268e+09
29  36  3.23522e+09
29  37  3.41406e+09
29  38  3.06437e+09
29  39  2.80192e+09
29  40  2.57813e+09
29  41  2.07951e+09
29  42  1.52462e+09
29  43  1.71375e+09
29  44  2.41065e+09
29  45  2.60422e+09
29  46  2.83721e+09
29  47  2.12768e+09
29  48  1.97763e+09
29  49  1.77913e+09
29  50  2.02842e+09
29  51  1.62979e+09
29  52  1.86847e+09
29  53  1.76121e+09
29  54  2.18001e+09
29  55  2.48988e+09
29  56  2.52385e+09
29  57  2.55118e+09
29  58  3.28568e+09
29  59  3.44044e+09
29  60  2.88505e+09
29  61  2.49868e+09
29  62  2.4693e+09
29  63  2.32393e+09
29  64  2.21677e+09
29  65  2.05761e+09
29  66  1.76928e+09
29  67  1.6453e+09
29  68  1.55807e+09
29  69  1.3669e+09
29  70  1.21959e+09
29  71  1.13504e+09
29  72  1.02652e+09
29  73  1.09484e+09
29  74  1.02479e+09
29  75  9.32531e+08
29  76  9.26986e+08
29  77  9.65169e+08
29  78  1.02045e+09
29  79  1.07992e+09
29  80  1.23071e+09
29  81  1.04994e+09
29  82  7.3896e+08
29  83  7.17286e+08
29  84  6.27781e+08
29  85  6.20886e+08
29  86  5.71587e+08
29  87  5.38676e+08
29  88  5.5752e+08
29  89  4.74399e+08
29  90  4.39051e+08
29  91  4.28407e+08
29  92  4.60191e+08
29  93  4.93407e+08
29  94  5.0501e+08
29  95  5.11046e+08
29  96  4.81078e+08
29  97  4.1302e+08
29  98  3.57769e+08
29  99  2.78962e+08
29  100  2.54868e+08
30  0  1.91334e+09
30  1  2.0626e+09
30  2  1.73038e+09
30  3  1.44647e+09
30  4  1.46951e+09
30  5  1.83778e+09
30  6  2.11166e+09
30  7  2.27362e+09
30  8  1.95495e+09
30  9  2.22226e+09
30  10  2.50553e+09
30  11  2.5369e+09
30  12  2.38131e+09
30  13  2.33822e+09
30  14  2.48038e+09
30  15  2.34242e+09
30  16  2.28419e+09
30  17  2.35508e+09
30  18  2.42862e+09
30  19  2.15203e+09
30  20  2.23889e+09
30  21  2.08967e+09
30  22  1.89852e+09
30  23  1.98075e+09
30  24  1.71809e+09
30  25  1.77706e+09
30  26  1.61916e+09
30  27  1.80411e+09
30  28  1.696e+09
30  29  1.79553e+09
30  30  2.00362e+09
30  31  1.99453e+09
30  32  2.21524e+09
30  33  2.01279e+09
30  34  2.0304e+09
30  35  2.29036e+09
30  36  3.12672e+09
30  37  3.18144e+09
30  38  2.98061e+09
30  39  2.88304e+09
30  40  2.63784e+09
30  41  2.10687e+09
30  42  1.61662e+09
30  43  1.81103e+09
30  44  2.24132e+09
30  45  2.56803e+09
30  46  2.70857e+09
30  47  2.44053e+09
30  48  2.05057e+09
30  49  1.97817e+09
30  50  1.84284e+09
30  51  1.84667e+09
30  52  1.77294e+09
30  53  1.66814e+09
30  54  1.9403e+09
30  55  2.50097e+09
30  56  2.63301e+09
30  57  2.6075e+09
30  58  3.3057e+09
30  59  3.22398e+09
30  60  2.71757e+09
30  61  2.50693e+09
30  62  2.54344e+09
30  63  2.53154e+09
30  64  2.48516e+09
30  65  2.08506e+09
30  66  1.91252e+09
30  67  1.98928e+09
30  68  1.75468e+09
30  69  1.45995e+09
30  70  1.37768e+09
30  71  1.19287e+09
30  72  1.15571e+09
30  73  1.18443e+09
30  74  1.1061e+09
30  75  1.02763e+09
30  76  9.50328e+08
30  77  9.18312e+08
30  78  1.0104e+09
30  79  1.13362e+09
30  80  1.32277e+09
30  81  1.09181e+09
30  82  8.4854e+08
30  83  7.18592e+08
30  84  6.19511e+08
30  85  5.91465e+08
30  86  6.03112e+08
30  87  6.20229e+08
30  88  5.80177e+08
30  89  5.32934e+08
30  90  5.00496e+08
30  91  4.70439e+08
30  92  4.55458e+08
30  93  5.39818e+08
30  94  5.77397e+08
30  95  5.61135e+08
30  96  5.93139e+08
30  97  5.09336e+08
30  98  4.01766e+08
30  99  3.24202e+08
30  100  2.80619e+08
31  0  2.10695e+09
31  1  1.90367e+09
31  2  1.61762e+09
31  3  1.41616e+09
31  4  1.27175e+09
31  5  1.73974e+09
31  6  2.07618e+09
31  7  2.04549e+09
31  8  2.12137e+09
31  9  2.2598e+09
31  10  2.62905e+09
31  11  2.45845e+09
31  12  2.33692e+09
31  13  2.74312e+09
31  14  2.62893e+09
31  15  2.2826e+09
31  16  2.19977e+09
31  17  2.24133e+09
31  18  2.27294e+09
31  19  2.1499e+09
31  20  1.97344e+09
31  21  1.97672e+09
31  22  1.8402e+09
31  23  1.80693e+09
31  24  1.80398e+09
31  25  1.78379e+09
31  26  1.73402e+09
31  27  1.73107e+09
31  28  1.74363e+09
31  29  1.8724e+09
31  30  2.03008e+09
31  31  2.06347e+09
31  32  2.11417e+09
31  33  1.97736e+09
31  34  1.87439e+09
31  35  2.36987e+09
31  36  3.17118e+09
31  37  3.55173e+09
31  38  3.01976e+09
31  39  2.95866e+09
31  40  2.67278e+09
31  41  2.04981e+09
31  42  1.64965e+09
31  43  1.92714e+09
31  44  2.50722e+09
31  45  2.65319e+09
31  46  2.65967e+09
31  47  2.1987e+09
31  48  1.97058e+09
31  49  1.99325e+09
31  50  1.89005e+09
31  51  1.77596e+09
31  52  1.63884e+09
31  53  1.67301e+09
31  54  1.96786e+09
31  55  2.30565e+09
31  56  2.44249e+09
31  57  2.54795e+09
31  58  3.31458e+09
31  59  3.31402e+09
31  60  2.93599e+09
31  61  2.56345e+09
31  62  2.34728e+09
31  63  2.47214e+09
31  64  2.11901e+09
31  65  2.00669e+09
31  66  1.93192e+09
31  67  1.82771e+09
31  68  1.66124e+09
31  69  1.50599e+09
31  70  1.46122e+09
31  71  1.21456e+09
31  72  1.19711e+09
31  73  1.25006e+09
31  74  1.21865e+09
31  75  1.04666e+09
31  76  9.47737e+08
31  77  9.82057e+08
31  78  9.77233e+08
31  79  1.36445e+09
31  80  1.48814e+09
31  81  1.17706e+09
31  82  8.01289e+08
31  83  7.73603e+08
31  84  7.71101e+08
31  85  6.29723e+08
31  86  6.51388e+08
31  87  6.09574e+08
31  88  5.75796e+08
31  89  5.42541e+08
31  90  5.31522e+08
31  91  4.8639e+08
31  92  4.88511e+08
31  93  5.37426e+08
31  94  6.62879e+08
31  95  5.97648e+08
31  96  6.29917e+08
31  97  5.0406e+08
31  98  3.59336e+08
31  99  3.40195e+08
31  100  3.16373e+08
32  0  2.24892e+09
32  1  2.11377e+09
32  2  1.71133e+09
32  3  1.409e+09
32  4  1.45529e+09
32  5  1.8778e+09
32  6  2.35762e+09
32  7  2.14085e+09
32  8  2.21572e+09
32  9  2.43853e+09
32  10  2.53609e+09
32  11  2.62683e+09
32  12  2.46719e+09
32  13  2.43358e+09
32  14  2.43195e+09
32  15  2.49414e+09
32  16  2.339e+09
32  17  2.24547e+09
32  18  2.25079e+09
32  19  2.19253e+09
32  20  1.96766e+09
32  21  1.90363e+09
32  22  1.83257e+09
32  23  1.75967e+09
32  24  1.94777e+09
32  25  1.87916e+09
32  26  1.8866e+09
32  27  1.51159e+09
32  28  1.62123e+09
32  29  1.88754e+09
32  30  2.05718e+09
32  31  2.1748e+09
32  32  1.95968e+09
32  33  2.07102e+09
32  34  1.84608e+09
32  35  2.28479e+09
32  36  2.90604e+09
32  37  2.98998e+09
32  38  2.96871e+09
32  39  3.05686e+09
32  40  2.99455e+09
32  41  2.1337e+09
32  42  1.76538e+09
32  43  1.80092e+09
32  44  2.33378e+09
32  45  2.79805e+09
32  46  2.50861e+09
32  47  2.59934e+09
32  48  2.15969e+09
32  49  2.06825e+09
32  50  2.00194e+09
32  51  1.83787e+09
32  52  1.73647e+09
32  53  1.5499e+09
32  54  1.82802e+09
32  55  2.43292e+09
32  56  2.08133e+09
32  57  2.32586e+09
32  58  3.25974e+09
32  59  3.11118e+09
32  60  2.84547e+09
32  61  2.9679e+09
32  62  2.61948e+09
32  63  2.45354e+09
32  64  2.21723e+09
32  65  1.90951e+09
32  66  1.95774e+09
32  67  1.85088e+09
32  68  1.80436e+09
32  69  1.59784e+09
32  70  1.32895e+09
32  71  1.34902e+09
32  72  1.2109e+09
32  73  1.17503e+09
32  74  1.11062e+09
32  75  1.1269e+09
32  76  1.08625e+09
32  77  9.81818e+08
32  78  9.97479e+08
32  79  1.31821e+09
32  80  1.42818e+09
32  81  1.16758e+09
32  82  9.85861e+08
32  83  8.96693e+08
32  84  6.68174e+08
32  85  6.88956e+08
32  86  6.84806e+08
32  87  6.15351e+08
32  88  6.12014e+08
32  89  6.20559e+08
32  90  6.08946e+08
32  91  4.78803e+08
32  92  4.76201e+08
32  93  5.81863e+08
32  94  6.82429e+08
32  95  6.70534e+08
32  96  5.86098e+08
32  97  5.04635e+08
32  98  4.25886e+08
32  99  3.85918e+08
32  100  3.7058e+08
33  0  2.17099e+09
33  1  2.26303e+09
33  2  1.80241e+09
33  3  1.46722e+09
33  4  1.50067e+09
33  5  1.74403e+09
33  6  1.93218e+09
33  7  2.05544e+09
33  8  2.05045e+09
33  9  2.15687e+09
33  10  2.53799e+09
33  11  2.2677e+09
33  12  2.54627e+09
33  13  2.41036e+09
33  14  2.69527e+09
33  15  2.58034e+09
33  16  2.19735e+09
33  17  2.28673e+09
33  18  2.19018e+09
33  19  1.98409e+09
33  20  2.00042e+09
33  21  1.78787e+09
33  22  1.78699e+09
33  23  1.71593e+09
33  24  1.90168e+09
33  25  1.95933e+09
33  26  1.88557e+09
33  27  1.76194e+09
33  28  1.67005e+09
33  29  1.70434e+09
33  30  1.94259e+09
33  31  2.10283e+09
33  32  1.91074e+09
33  33  1.92427e+09
33  34  1.85184e+09
33  35  2.07235e+09
33  36  2.94058e+09
33  37  3.29716e+09
33  38  3.39578e+09
33  39  3.04572e+09
33  40  2.59162e+09
33  41  2.12549e+09
33  42  1.74046e+09
33  43  2.03571e+09
33  44  2.53756e+09
33  45  2.78184e+09
33  46  2.48913e+09
33  47  2.4832e+09
33  48  2.24468e+09
33  49  2.03144e+09
33  50  1.85865e+09
33  51  1.71652e+09
33  52  1.63285e+09
33  53  1.59216e+09
33  54  1.9717e+09
33  55  2.37208e+09
33  56  2.21393e+09
33  57  2.70264e+09
33  58  3.25973e+09
33  59  2.95335e+09
33  60  2.90133e+09
33  61  2.60119e+09
33  62  2.3722e+09
33  63  2.4053e+09
33  64  2.13685e+09
33  65  2.0391e+09
33  66  1.9596e+09
33  67  1.90238e+09
33  68  1.70102e+09
33  69  1.66374e+09
33  70  1.42972e+09
33  71  1.37451e+09
33  72  1.14848e+09
33  73  1.26526e+09
33  74  1.30025e+09
33  75  1.08986e+09
33  76  1.01315e+09
33  77  1.07343e+09
33  78  1.05978e+09
33  79  1.27671e+09
33  80  1.54778e+09
33  81  1.38211e+09
33  82  9.77446e+08
33  83  8.24636e+08
33  84  7.90474e+08
33  85  7.16692e+08
33  86  5.78642e+08
33  87  7.03589e+08
33  88  6.81241e+08
33  89  5.70539e+08
33  90  5.54722e+08
33  91  5.23343e+08
33  92  5.29413e+08
33  93  6.7467e+08
33  94  7.53231e+08
33  95  6.93641e+08
33  96  6.6353e+08
33  97  5.1278e+08
33  98  4.28169e+08
33  99  4.03189e+08
33  100  4.39307e+08
34  0  2.04315e+09
34  1  1.99182e+09
34  2  1.95086e+09
34  3  1.40788e+09
34  4  1.55884e+09
34  5  1.61289e+09
34  6  1.94294e+09
34  7  1.94134e+09
34  8  2.14714e+09
34  9  2.31132e+09
34  10  2.421e+09
34  11  2.58733e+09
34  12  2.46436e+09
34  13  2.8178e+09
34  14  2.39331e+09
34  15  2.47203e+09
34  16  2.19538e+09
34  17  2.36553e+09
34  18  2.27504e+09
34  19  2.24191e+09
34  20  2.072e+09
34  21  1.88001e+09
34  22  1.95532e+09
34  23  1.77969e+09
34  24  1.91933e+09
34  25  1.88791e+09
34  26  2.02064e+09
34  27  1.67727e+09
34  28  1.50661e+09
34  29  1.77767e+09
34  30  1.87156e+09
34  31  2.05418e+09
34  32  2.00387e+09
34  33  2.01528e+09
34  34  1.98108e+09
34  35  2.07037e+09
34  36  2.63631e+09
34  37  3.3933e+09
34  38  3.19733e+09
34  39  3.10711e+09
34  40  3.05257e+09
34  41  2.42251e+09
34  42  1.9362e+09
34  43  1.88112e+09
34  44  2.52508e+09
34  45  2.83506e+09
34  46  2.74006e+09
34  47  2.56163e+09
34  48  2.34938e+09
34  49  2.11261e+09
34  50  1.90185e+09
34  51  1.79802e+09
34  52  1.62966e+09
34  53  1.65304e+09
34  54  2.08884e+09
34  55  2.28614e+09
34  56  2.13476e+09
34  57  2.63984e+09
34  58  3.33285e+09
34  59  3.34225e+09
34  60  2.81843e+09
34  61  2.69869e+09
34  62  2.44081e+09
34  63  2.59671e+09
34  64  2.26623e+09
34  65  2.23247e+09
34  66  2.12134e+09
34  67  2.08361e+09
34  68  2.00593e+09
34  69  1.73477e+09
34  70  1.65628e+09
34  71  1.48777e+09
34  72  1.39143e+09
34  73  1.25377e+09
34  74  1.46665e+09
34  75  1.0812e+09
34  76  1.18042e+09
34  77  1.12572e+09
34  78  1.09741e+09
34  79  1.23998e+09
34  80  1.24343e+09
34  81  1.3408e+09
34  82  1.0684e+09
34  83  8.89112e+08
34  84  9.27266e+08
34  85  7.79817e+08
34  86  7.71997e+08
34  87  7.50295e+08
34  88  7.32923e+08
34  89  5.80999e+08
34  90  5.78646e+08
34  91  5.48433e+08
34  92  5.85234e+08
34  93  7.39871e+08
34  94  7.08851e+08
34  95  7.98987e+08
34  96  6.68464e+08
34  97  6.08099e+08
34  98  4.61175e+08
34  99  5.23569e+08
34  100  4.10684e+08
35  0  2.01404e+09
35  1  2.13722e+09
35  2  1.60945e+09
35  3  1.3056e+09
35  4  1.43336e+09
35  5  1.90806e+09
35  6  2.24404e+09
35  7  1.94038e+09
35  8  1.96838e+09
35  9  2.18734e+09
35  10  2.62508e+09
35  11  2.45915e+09
35  12  2.32224e+09
35  13  2.53734e+09
35  14  2.50512e+09
35  15  2.4243e+09
35  16  2.32202e+09
35  17  2.15411e+09
35  18  2.147e+09
35  19  1.91527e+09
35  20  1.83326e+09
35  21  1.86246e+09
35  22  1.85875e+09
35  23  1.74903e+09
35  24  1.72209e+09
35  25  1.84768e+09
35  26  1.80278e+09
35  27  1.68558e+09
35  28  1.60095e+09
35  29  1.62793e+09
35  30  1.87114e+09
35  31  2.0517e+09
35  32  1.90407e+09
35  33  1.92976e+09
35  34  1.92899e+09
35  35  2.19222e+09
35  36  2.94482e+09
35  37  3.332e+09
35  38  3.31164e+09
35  39  3.01821e+09
35  40  2.66275e+09
35  41  2.47476e+09
35  42  1.99098e+09
35  43  1.91278e+09
35  44  2.44146e+09
35  45  2.95463e+09
35  46  3.02304e+09
35  47  2.90176e+09
35  48  2.27766e+09
35  49  2.19849e+09
35  50  2.04367e+09
35  51  1.95444e+09
35  52  1.67477e+09
35  53  1.67319e+09
35  54  2.09616e+09
35  55  2.56935e+09
35  56  2.36788e+09
35  57  2.98092e+09
35  58  3.22432e+09
35  59  2.8561e+09
35  60  2.77393e+09
35  61  2.58894e+09
35  62  2.68691e+09
35  63  2.64972e+09
35  64  2.35568e+09
35  65  1.95533e+09
35  66  2.0714e+09
35  67  2.26847e+09
35  68  1.9243e+09
35  69  1.96275e+09
35  70  1.62721e+09
35  71  1.67767e+09
35  72  1.41145e+09
35  73  1.40627e+09
35  74  1.2843e+09
35  75  1.10792e+09
35  76  1.11582e+09
35  77  1.0901e+09
35  78  1.14102e+09
35  79  1.26397e+09
35  80  1.37985e+09
35  81  1.20851e+09
35  82  1.10265e+09
35  83  1.02618e+09
35  84  8.91903e+08
35  85  8.08517e+08
35  86  7.42919e+08
35  87  7.10574e+08
35  88  7.18382e+08
35  89  6.59074e+08
35  90  5.99834e+08
35  91  5.12736e+08
35  92  6.11944e+08
35  93  5.8625e+08
35  94  7.73482e+08
35  95  7.67344e+08
35  96  7.27876e+08
35  97  6.22612e+08
35  98  5.99193e+08
35  99  5.15674e+08
35  100  4.71862e+08
36  0  2.24339e+09
36  1  1.96728e+09
36  2  1.75316e+09
36  3  1.39511e+09
36  4  1.42408e+09
36  5  1.82252e+09
36  6  1.961e+09
36  7  2.29469e+09
36  8  2.0249e+09
36  9  2.41429e+09
36  10  2.29664e+09
36  11  2.33757e+09
36  12  2.41619e+09
36  13  2.5725e+09
36  14  2.3044e+09
36  15  2.42957e+09
36  16  2.38546e+09
36  17  2.16517e+09
36  18  2.16824e+09
36  19  1.93263e+09
36  20  1.78773e+09
36  21  1.73706e+09
36  22  1.82968e+09
36  23  1.65318e+09
36  24  1.84821e+09
36  25  1.87065e+09
36  26  1.76705e+09
36  27  1.67477e+09
36  28  1.55946e+09
36  29  1.68419e+09
36  30  1.74833e+09
36  31  1.87645e+09
36  32  1.99371e+09
36  33  1.93498e+09
36  34  1.84276e+09
36  35  1.98389e+09
36  36  2.8687e+09
36  37  3.12308e+09
36  38  3.39781e+09
36  39  2.90541e+09
36  40  2.98285e+09
36  41  2.35055e+09
36  42  2.09532e+09
36  43  2.07361e+09
36  44  2.36365e+09
36  45  2.70636e+09
36  46  2.8518e+09
36  47  2.54477e+09
36  48  2.45331e+09
36  49  2.34995e+09
36  50  2.14732e+09
36  51  1.77211e+09
36  52  1.56189e+09
36  53  1.57584e+09
36  54  2.00488e+09
36  55  2.3283e+09
36  56  2.10338e+09
36  57  2.54214e+09
36  58  2.58191e+09
36  59  3.36149e+09
36  60  2.69603e+09
36  61  2.63829e+09
36  62  2.75292e+09
36  63  2.5906e+09
36  64  2.46023e+09
36  65  2.33007e+09
36  66  2.1027e+09
36  67  2.06414e+09
36  68  2.0111e+09
36  69  1.74764e+09
36  70  1.57318e+09
36  71  1.63995e+09
36  72  1.60132e+09
36  73  1.39535e+09
36  74  1.29783e+09
36  75  1.23231e+09
36  76  1.15444e+09
36  77  1.12864e+09
36  78  1.13687e+09
36  79  1.25666e+09
36  80  1.43993e+09
36  81  1.17884e+09
36  82  1.11554e+09
36  83  9.63105e+08
36  84  8.76661e+08
36  85  9.12675e+08
36  86  8.24759e+08
36  87  7.85793e+08
36  88  7.76811e+08
36  89  7.27106e+08
36  90  6.56156e+08
36  91  5.22557e+08
36  92  5.98485e+08
36  93  7.05809e+08
36  94  7.55078e+08
36  95  9.00757e+08
36  96  7.4981e+08
36  97  6.0608e+08
36  98  5.38061e+08
36  99  5.41427e+08
36  100  5.34932e+08
37  0  2.02225e+09
37  1  1.95755e+09
37  2  1.72088e+09
37  3  1.42732e+09
37  4  1.42892e+09
37  5  1.85197e+09
37  6  2.11934e+09
37  7  2.11297e+09
37  8  2.08914e+09
37  9  2.10228e+09
37  10  2.33067e+09
37  11  2.22587e+09
37  12  2.3457e+09
37  13  2.38912e+09
37  14  2.48173e+09
37  15  2.34106e+09
37  16  2.36898e+09
37  17  2.12124e+09
37  18  1.89441e+09
37  19  1.88628e+09
37  20  1.81045e+09
37  21  1.59173e+09
37  22  1.83704e+09
37  23  1.8127e+09
37  24  1.72154e+09
37  25  1.76353e+09
37  26  1.75237e+09
37  27  1.73879e+09
37  28  1.59132e+09
37  29  1.68464e+09
37  30  1.66848e+09
37  31  2.02165e+09
37  32  2.04268e+09
37  33  2.0693e+09
37  34  2.07243e+09
37  35  2.15582e+09
37  36  2.49837e+09
37  37  3.10848e+09
37  38  3.05801e+09
37  39  2.98784e+09
37  40  2.79047e+09
37  41  2.59249e+09
37  42  2.03066e+09
37  43  1.94089e+09
37  44  2.25496e+09
37  45  2.73459e+09
37  46  3.06153e+09
37  47  2.74452e+09
37  48  2.4707e+09
37  49  2.40894e+09
37  50  2.15608e+09
37  51  1.85233e+09
37  52  1.60652e+09
37  53  1.41831e+09
37  54  2.01007e+09
37  55  2.16632e+09
37  56  2.49499e+09
37  57  2.59012e+09
37  58  3.09596e+09
37  59  3.02203e+09
37  60  2.91777e+09
37  61  2.55742e+09
37  62  2.39661e+09
37  63  2.34848e+09
37  64  2.78625e+09
37  65  2.17576e+09
37  66  2.19933e+09
37  67  2.16158e+09
37  68  1.99246e+09
37  69  1.87006e+09
37  70  1.63393e+09
37  71  1.71957e+09
