row  column  (images_6a.edf Mn-K*images_6a.edf Ar-K**2.3)
24  96  1.08833e+07
24  97  1.80728e+07
24  98  0
24  99  1.70111e+06
24  100  7.51734e+06
25  0  0
25  1  7.55164e+06
25  2  5.7254e+06
25  3  1.48461e+07
25  4  0
25  5  0
25  6  0
25  7  1.46949e+07
25  8  0
25  9  7.68581e+06
25  10  5.9581e+06
25  11  0
25  12  0
25  13  8.08522e+06
25  14  1.2164e+07
25  15  1.45118e+07
25  16  0
25  17  5.14254e+06
25  18  5.09633e+06
25  19  7.71344e+06
25  20  4.86868e+06
25  21  9.64793e+06
25  22  1.05942e+07
25  23  6.14484e+06
25  24  1.21067e+07
25  25  1.04496e+07
25  26  2.31382e+06
25  27  0
25  28  9.90197e+06
25  29  1.75078e+06
25  30  6.43182e+06
25  31  277930
25  32  9.42544e+06
25  33  6.0921e+06
25  34  0
25  35  8.06667e+06
25  36  8.92053e+06
25  37  1.13366e+07
25  38  0
25  39  1.66955e+06
25  40  210061
25  41  1.60615e+07
25  42  8.52116e+06
25  43  0
25  44  1.44784e+07
25  45  1.00898e+07
25  46  1.42271e+07
25  47  3.91941e+06
25  48  6.66638e+06
25  49  0
25  50  0
25  51  1.26379e+07
25  52  1.66859e+07
25  53  5.78263e+06
25  54  734310
25  55  4.92426e+06
25  56  1.62222e+07
25  57  3.21997e+06
25  58  5.06238e+06
25  59  7.03493e+06
25  60  1.64049e+07
25  61  1.30076e+07
25  62  1.45576e+07
25  63  7.44903e+06
25  64  6.09552e+06
25  65  6.75765e+06
25  66  6.45229e+06
25  67  1.14264e+06
25  68  0
25  69  6.57565e+06
25  70  1.57729e+07
25  71  1.24192e+07
25  72  5.85755e+06
25  73  116329
25  74  968952
25  75  1.11645e+07
25  76  6.62998e+06
25  77  1.11552e+07
25  78  1.33623e+07
25  79  1.19394e+07
25  80  1.23662e+07
25  81  0
25  82  1.92128e+07
25  83  1.10724e+07
25  84  5.22657e+06
25  85  0
25  86  1.02216e+07
25  87  7.98546e+06
25  88  0
25  89  5.36077e+06
25  90  2.00041e+07
25  91  1.59746e+07
25  92  1.49465e+07
25  93  0
25  94  0
25  95  1.04911e+07
25  96  0
25  97  652692
25  98  1.61013e+07
25  99  4.82664e+06
25  100  1.05312e+07
26  0  6.26301e+06
26  1  6.185e+06
26  2  0
26  3  0
26  4  0
26  5  0
26  6  0
26  7  1.19287e+07
26  8  5.31341e+06
26  9  6.40157e+06
26  10  1.1403e+07
26  11  5.98808e+06
26  12  0
26  13  0
26  14  8.78627e+06
26  15  451503
26  16  0
26  17  1.17586e+07
26  18  8.45153e+06
26  19  8.28674e+06
26  20  0
26  21  5.00095e+06
26  22  2.84914e+06
26  23  1.14287e+07
26  24  1.53287e+07
26  25  1.26483e+07
26  26  7.9895e+06
26  27  1.43159e+07
26  28  1.51762e+07
26  29  0
26  30  3.6557e+06
26  31  8.42872e+06
26  32  0
26  33  7.19167e+06
26  34  2.91504e+06
26  35  2.24446e+06
26  36  5.72611e+06
26  37  1.06839e+07
26  38  1.96777e+06
26  39  7.03847e+06
26  40  1.56239e+07
26  41  5.70707e+06
26  42  1.06591e+07
26  43  5.4209e+06
26  44  1.23413e+07
26  45  7.9704e+06
26  46  0
26  47  4.8988e+06
26  48  9.01319e+06
26  49  1.75521e+07
26  50  1.43128e+07
26  51  0
26  52  5.58333e+06
26  53  1.66319e+07
26  54  1.88594e+07
26  55  109858
26  56  7.90806e+06
26  57  0
26  58  1.35497e+07
26  59  0
26  60  1.04675e+07
26  61  1.3643e+07
26  62  1.1831e+07
26  63  324745
26  64  0
26  65  1.28479e+07
26  66  1.03707e+07
26  67  1.69164e+06
26  68  9.34125e+06
26  69  2.31343e+06
26  70  5.22371e+06
26  71  7.06401e+06
26  72  1.03648e+07
26  73  1.36511e+07
26  74  2.64896e+06
26  75  7.49336e+06
26  76  0
26  77  0
26  78  1.50058e+07
26  79  1.18677e+06
26  80  1.11863e+07
26  81  8.5792e+06
26  82  1.47918e+07
26  83  1.05581e+07
26  84  1.23814e+07
26  85  1.08131e+07
26  86  1.37234e+07
26  87  1.01023e+07
26  88  4.99672e+06
26  89  1.20398e+07
26  90  5.14824e+06
26  91  1.20835e+07
26  92  5.10948e+06
26  93  9.27113e+06
26  94  8.727e+06
26  95  2.34153e+07
26  96  1.71002e+07
26  97  3.85187e+06
26  98  2.2873e+06
26  99  8.60443e+06
26  100  1.06854e+07
27  0  0
27  1  0
27  2  7.03467e+06
27  3  5.26865e+06
27  4  4.75152e+06
27  5  9.3435e+06
27  6  9.74372e+06
27  7  1.1568e+07
27  8  1.21309e+07
27  9  0
27  10  8.83153e+06
27  11  7.1492e+06
27  12  0
27  13  6.83625e+06
27  14  0
27  15  3.34605e+06
27  16  5.27709e+06
27  17  6.50182e+06
27  18  9.7483e+06
27  19  6.80223e+06
27  20  6.41206e+06
27  21  3.17391e+06
27  22  7.40978e+06
27  23  2.89865e+06
27  24  1.12044e+07
27  25  1.6575e+06
27  26  1.14595e+07
27  27  9.19282e+06
27  28  8.88727e+06
27  29  9.6277e+06
27  30  0
27  31  3.70885e+06
27  32  1.60257e+07
27  33  9.05552e+06
27  34  0
27  35  5.90936e+06
27  36  8.46971e+06
27  37  8.47383e+06
27  38  4.24396e+06
27  39  9.83042e+06
27  40  0
27  41  3.63619e+06
27  42  0
27  43  0
27  44  6.13886e+06
27  45  0
27  46  4.30509e+06
27  47  7.3502e+06
27  48  7.77956e+06
27  49  8.16387e+06
27  50  1.15662e+07
27  51  1.96932e+07
27  52  1.04928e+07
27  53  0
27  54  2.07711e+07
27  55  8.65669e+06
27  56  4.3949e+06
27  57  927614
27  58  9.29726e+06
27  59  0
27  60  3.59935e+06
27  61  5.2392e+06
27  62  1.9727e+07
27  63  9.79906e+06
27  64  6.20476e+06
27  65  1.09402e+07
27  66  1.16404e+07
27  67  0
27  68  0
27  69  7.79732e+06
27  70  3.6951e+06
27  71  1.8973e+07
27  72  6.98365e+06
27  73  4.62859e+06
27  74  0
27  75  4.96855e+06
27  76  5.37283e+06
27  77  0
27  78  2.01511e+06
27  79  0
27  80  0
27  81  9.29994e+06
27  82  1.00207e+07
27  83  1.33465e+07
27  84  1.05198e+07
27  85  6.20708e+06
27  86  6.06728e+06
27  87  1.05481e+07
27  88  1.2637e+07
27  89  0
27  90  1.19585e+07
27  91  1.76191e+07
27  92  7.61966e+06
27  93  4.93485e+06
27  94  8.8537e+06
27  95  1.06529e+07
27  96  0
27  97  1.78497e+07
27  98  1.54074e+07
27  99  1.47895e+07
27  100  5.30344e+06
28  0  3.06952e+06
28  1  3.50401e+06
28  2  8.17053e+06
28  3  1.24104e+07
28  4  7.11947e+06
28  5  536347
28  6  1.07344e+07
28  7  2.66479e+06
28  8  1.10521e+07
28  9  0
28  10  2.04118e+07
28  11  1.51129e+07
28  12  0
28  13  7.46524e+06
28  14  7.79304e+06
28  15  0
28  16  1.14914e+07
28  17  2.93269e+06
28  18  1.26318e+07
28  19  2.9345e+06
28  20  3.18719e+06
28  21  0
28  22  1.29247e+07
28  23  0
28  24  9.91608e+06
28  25  8.57855e+06
28  26  0
28  27  1.1072e+07
28  28  2.33906e+06
28  29  58164.4
28  30  9.66656e+06
28  31  2.09964e+07
28  32  8.34759e+06
28  33  1.04462e+07
28  34  9.25478e+06
28  35  1.06993e+07
28  36  1.06049e+07
28  37  7.4733e+06
28  38  0
28  39  4.88141e+06
28  40  6.0388e+06
28  41  3.28195e+06
28  42  6.94953e+06
28  43  1.23974e+07
28  44  1.14392e+07
28  45  1.04288e+07
28  46  7.14057e+06
28  47  8.38368e+06
28  48  0
28  49  1.30639e+07
28  50  4.28591e+06
28  51  6.83378e+06
28  52  6.91976e+06
28  53  7.9562e+06
28  54  9.99494e+06
28  55  0
28  56  0
28  57  1.05701e+07
28  58  0
28  59  0
28  60  1.12811e+07
28  61  5.02467e+06
28  62  8.99949e+06
28  63  1.13637e+07
28  64  4.41748e+06
28  65  1.37855e+07
28  66  6.21538e+06
28  67  1.12079e+07
28  68  1.55285e+07
28  69  7.25368e+06
28  70  1.17824e+06
28  71  3.40854e+06
28  72  6.30799e+06
28  73  1.15671e+07
28  74  9.01764e+06
28  75  1.12293e+07
28  76  1.16377e+07
28  77  2.08428e+07
28  78  0
28  79  1.86499e+07
28  80  2.87573e+07
28  81  0
28  82  1.21894e+07
28  83  0
28  84  4.83107e+06
28  85  3.19383e+06
28  86  1.46767e+07
28  87  3.58119e+06
28  88  2.01815e+07
28  89  6.47337e+06
28  90  1.05332e+07
28  91  0
28  92  8.26334e+06
28  93  1.25735e+07
28  94  7.33059e+06
28  95  1.62317e+07
28  96  2.34245e+07
28  97  5.27568e+06
28  98  2.53771e+07
28  99  1.02071e+07
28  100  7.64986e+06
29  0  0
29  1  0
29  2  5.19887e+06
29  3  5.51201e+06
29  4  5.23155e+06
29  5  6.61927e+06
29  6  1.02136e+07
29  7  1.77224e+06
29  8  0
29  9  1.8575e+06
29  10  5.41619e+06
29  11  0
29  12  1.03834e+07
29  13  0
29  14  1.11659e+07
29  15  5.81073e+06
29  16  611424
29  17  1.28097e+07
29  18  0
29  19  6.86666e+06
29  20  0
29  21  619964
29  22  5.90796e+06
29  23  3.65039e+06
29  24  6.96708e+06
29  25  1.34933e+07
29  26  0
29  27  7.38934e+06
29  28  0
29  29  0
29  30  3.40653e+06
29  31  4.44175e+06
29  32  6.97021e+06
29  33  6.17214e+06
29  34  1.33959e+07
29  35  0
29  36  0
29  37  1.23203e+07
29  38  0
29  39  7.15642e+06
29  40  0
29  41  1.22095e+07
29  42  3.7971e+06
29  43  9.15814e+06
29  44  8.02874e+06
29  45  6.20264e+06
29  46  1.20697e+07
29  47  9.90161e+06
29  48  1.50649e+07
29  49  8.11235e+06
29  50  8.77239e+06
29  51  9.732e+06
29  52  1.6461e+06
29  53  1.03607e+07
29  54  7.25695e+06
29  55  1.55903e+07
29  56  1.42889e+07
29  57  1.18287e+07
29  58  0
29  59  6.52005e+06
29  60  2.77657e+06
29  61  1.08166e+07
29  62  3.48255e+06
29  63  0
29  64  1.37378e+07
29  65  6.64904e+06
29  66  6.23946e+06
29  67  1.0296e+07
29  68  0
29  69  0
29  70  1.92384e+07
29  71  9.25068e+06
29  72  2.32949e+07
29  73  9.32727e+06
29  74  2.11907e+07
29  75  1.47432e+07
29  76  1.07776e+07
29  77  9.15201e+06
29  78  7.02913e+06
29  79  1.54643e+07
29  80  2.7059e+06
29  81  2.42119e+06
29  82  7.68089e+06
29  83  1.04328e+07
29  84  6.27552e+06
29  85  1.31932e+07
29  86  5.83155e+06
29  87  1.26956e+07
29  88  1.87271e+06
29  89  7.5273e+06
29  90  6.86849e+06
29  91  1.18105e+07
29  92  1.38154e+07
29  93  0
29  94  0
29  95  9.40602e+06
29  96  3.70446e+06
29  97  7.072e+06
29  98  1.24685e+07
29  99  1.22217e+07
29  100  3.29677e+06
30  0  5.18336e+06
30  1  952773
30  2  9.52126e+06
30  3  0
30  4  1.63103e+06
30  5  0
30  6  4.5876e+06
30  7  1.68201e+07
30  8  1.74449e+06
30  9  1.21059e+07
30  10  4.62819e+06
30  11  6.64033e+06
30  12  1.68421e+07
30  13  3.86207e+06
30  14  9.3039e+06
30  15  1.0608e+06
30  16  1.11864e+07
30  17  9.16667e+06
30  18  8.81805e+06
30  19  4.46882e+06
30  20  4.32733e+06
30  21  1.58889e+06
30  22  1.13027e+07
30  23  0
30  24  5.96746e+06
30  25  4.84096e+06
30  26  0
30  27  1.12352e+07
30  28  5.2162e+06
30  29  4.96141e+06
30  30  0
30  31  1.27688e+07
30  32  0
30  33  3.51327e+06
30  34  0
30  35  8.37088e+06
30  36  0
30  37  0
30  38  0
30  39  0
30  40  5.92418e+06
30  41  7.73757e+06
30  42  387748
30  43  4.94005e+06
30  44  5.93143e+06
30  45  1.29981e+07
30  46  0
30  47  8.99106e+06
30  48  1.21511e+07
30  49  6.09484e+06
30  50  1.7799e+07
30  51  1.07135e+07
30  52  1.08097e+07
30  53  1.23397e+07
30  54  0
30  55  1.43084e+06
30  56  3.88032e+06
30  57  0
30  58  1.28955e+07
30  59  0
30  60  4.51934e+06
30  61  1.19093e+07
30  62  6.2694e+06
30  63  5.10406e+06
30  64  7.78824e+06
30  65  0
30  66  1.16999e+07
30  67  0
30  68  1.4096e+07
30  69  4.52208e+06
30  70  6.91672e+06
30  71  1.32744e+07
30  72  9.90025e+06
30  73  548522
30  74  1.71834e+07
30  75  1.8093e+06
30  76  714875
30  77  0
30  78  4.79636e+06
30  79  1.36527e+07
30  80  1.21917e+07
30  81  0
30  82  3.12936e+06
30  83  2.62503e+06
30  84  2.48843e+06
30  85  9.02978e+06
30  86  7.64269e+06
30  87  1.52364e+07
30  88  3.29204e+06
30  89  1.09028e+07
30  90  0
30  91  1.15075e+07
30  92  1.22571e+07
30  93  9.89901e+06
30  94  6.05725e+06
30  95  1.88019e+06
30  96  9.95637e+06
30  97  2.69114e+06
30  98  1.09002e+07
30  99  0
30  100  2.86183e+07
31  0  9.3965e+06
31  1  6.57912e+06
31  2  3.83502e+06
31  3  1.43721e+07
31  4  7.79095e+06
31  5  8.03212e+06
31  6  1.15552e+07
31  7  0
31  8  4.03271e+06
31  9  4.84937e+06
31  10  1.16793e+07
31  11  2.83204e+06
31  12  0
31  13  0
31  14  7.07553e+06
31  15  4.9428e+06
31  16  7.82934e+06
31  17  4.92622e+06
31  18  0
31  19  1.24226e+07
31  20  1.11195e+07
31  21  6.72727e+06
31  22  1.00169e+07
31  23  9.34153e+06
31  24  1.3691e+07
31  25  6.84596e+06
31  26  7.8875e+06
31  27  8.18084e+06
31  28  3.84095e+06
31  29  7.06988e+06
31  30  0
31  31  6.4544e+06
31  32  1.0532e+07
31  33  7.49708e+06
31  34  7.14075e+06
31  35  8.93888e+06
31  36  5.12167e+06
31  37  1.29677e+07
31  38  5.24655e+06
31  39  7.33343e+06
31  40  1.24241e+07
31  41  1.5316e+07
31  42  1.75594e+07
31  43  4.66021e+06
31  44  5.12927e+06
31  45  5.10571e+06
31  46  8.40833e+06
31  47  5.12703e+06
31  48  4.00133e+06
31  49  1.91324e+06
31  50  8.54296e+06
31  51  0
31  52  9.55242e+06
31  53  6.26914e+06
31  54  6.07876e+06
31  55  6.39026e+06
31  56  2.03243e+07
31  57  354345
31  58  1.13195e+07
31  59  6.18719e+06
31  60  1.25349e+07
31  61  1.33462e+07
31  62  1.04137e+07
31  63  6.03504e+06
31  64  2.3815e+07
31  65  6.58159e+06
31  66  1.20604e+07
31  67  1.19781e+07
31  68  2.90057e+07
31  69  1.61104e+07
31  70  5.11243e+06
31  71  1.00734e+07
31  72  8.46306e+06
31  73  3.79727e+06
31  74  0
31  75  2.52395e+07
31  76  1.24644e+06
31  77  8.51444e+06
31  78  0
31  79  1.24474e+07
31  80  1.1516e+07
31  81  0
31  82  6.93268e+06
31  83  0
31  84  7.6702e+06
31  85  1.14746e+07
31  86  5.46307e+06
31  87  1.01719e+07
31  88  2.38246e+07
31  89  0
31  90  1.60717e+07
31  91  6.39748e+06
31  92  1.63861e+06
31  93  574769
31  94  1.53726e+07
31  95  2.10171e+07
31  96  3.49443e+07
31  97  5.91365e+06
31  98  3.36188e+06
31  99  2.26667e+07
31  100  1.38986e+07
32  0  6.2168e+06
32  1  1.03068e+07
32  2  8.30522e+06
32  3  0
32  4  1.63246e+06
32  5  0
32  6  5.37379e+06
32  7  0
32  8  8.85872e+06
32  9  978062
32  10  8.14177e+06
32  11  4.33638e+06
32  12  6.19158e+06
32  13  2.67197e+06
32  14  1.51698e+07
32  15  6.30931e+06
32  16  6.2137e+06
32  17  7.89602e+06
32  18  1.05006e+07
32  19  5.99065e+06
32  20  9.5432e+06
32  21  1.30451e+07
32  22  6.03963e+06
32  23  1.06246e+07
32  24  0
32  25  0
32  26  7.92093e+06
32  27  4.87917e+06
32  28  4.88764e+06
32  29  3.5731e+06
32  30  9.13591e+06
32  31  8.99341e+06
32  32  8.54884e+06
32  33  5.5748e+06
32  34  5.31442e+06
32  35  0
32  36  1.0796e+07
32  37  6.50866e+06
32  38  5.63918e+06
32  39  1.01063e+07
32  40  0
32  41  6.6171e+06
32  42  1.09954e+07
32  43  1.66429e+07
32  44  4.86512e+06
32  45  7.93371e+06
32  46  0
32  47  1.80619e+07
32  48  7.21619e+06
32  49  3.49241e+06
32  50  1.12883e+07
32  51  4.23872e+06
32  52  1.12836e+07
32  53  9.36548e+06
32  54  0
32  55  1.16842e+07
32  56  1.55323e+07
32  57  9.58726e+06
32  58  0
32  59  6.55414e+06
32  60  1.33633e+07
32  61  7.22937e+06
32  62  512511
32  63  1.7235e+07
32  64  4.88352e+06
32  65  8.54112e+06
32  66  431240
32  67  7.90595e+06
32  68  8.14813e+06
32  69  6.80403e+06
32  70  1.26885e+07
32  71  1.01764e+07
32  72  1.39047e+07
32  73  8.9925e+06
32  74  4.50781e+06
32  75  1.69029e+07
32  76  3.20563e+06
32  77  0
32  78  7.64689e+06
32  79  1.14531e+07
32  80  7.67699e+06
32  81  0
32  82  8.59508e+06
32  83  1.33049e+07
32  84  7.89592e+06
32  85  3.811e+06
32  86  0
32  87  8.26104e+06
32  88  9.64144e+06
32  89  2.34587e+07
32  90  9.80338e+06
32  91  2.12027e+07
32  92  1.25666e+07
32  93  1.02433e+07
32  94  1.96081e+07
32  95  0
32  96  2.13274e+07
32  97  1.07597e+07
32  98  2.23704e+07
32  99  0
32  100  1.22808e+07
33  0  4.47633e+06
33  1  8.28667e+06
33  2  6.06908e+06
33  3  890428
33  4  7.07423e+06
33  5  1.10938e+07
33  6  142230
33  7  0
33  8  0
33  9  9.12157e+06
33  10  0
33  11  0
33  12  0
33  13  9.16395e+06
33  14  8.74608e+06
33  15  5427.06
33  16  1.52915e+07
33  17  4.78784e+06
33  18  0
33  19  8.5048e+06
33  20  3.53671e+06
33  21  4.52833e+06
33  22  3.27426e+06
33  23  9.33251e+06
33  24  3.378e+06
33  25  894752
33  26  4.33398e+06
33  27  1.34176e+07
33  28  9.56874e+06
33  29  0
33  30  1.06865e+07
33  31  1.00359e+07
33  32  8.56497e+06
33  33  9.55668e+06
33  34  9.12748e+06
33  35  5.97131e+06
33  36  7.92748e+06
33  37  6.86044e+06
33  38  1.55005e+07
33  39  0
33  40  1.27125e+07
33  41  0
33  42  1.42004e+07
33  43  2.02087e+06
33  44  2.85462e+06
33  45  1.02093e+07
33  46  1.05349e+07
33  47  9.36552e+06
33  48  1.99589e+06
33  49  1.95512e+07
33  50  9.31139e+06
33  51  0
33  52  1.2252e+07
33  53  0
33  54  6.67718e+06
33  55  1.32732e+07
33  56  4.26483e+06
33  57  1.86567e+06
33  58  1.53148e+07
33  59  1.00245e+07
33  60  2.4996e+07
33  61  7.34841e+06
33  62  1.24552e+07
33  63  0
33  64  1.66044e+07
33  65  1.26859e+07
33  66  1.17847e+07
33  67  4.74242e+06
33  68  4.06097e+06
33  69  1.35091e+07
33  70  1.03562e+07
33  71  5.86035e+06
33  72  1.38832e+07
33  73  2.06251e+06
33  74  9.72507e+06
33  75  1.28056e+07
33  76  890220
33  77  8.7578e+06
33  78  8.80112e+06
33  79  6.63394e+06
33  80  1.1058e+07
33  81  2.88502e+06
33  82  1.63553e+06
33  83  1.20867e+07
33  84  1.06718e+07
33  85  1.2284e+07
33  86  7.16914e+06
33  87  0
33  88  4.46205e+06
33  89  9.86261e+06
33  90  1.47974e+06
33  91  2.75415e+06
33  92  6.86395e+06
33  93  1.55447e+07
33  94  0
33  95  1.60697e+06
33  96  3.08833e+06
33  97  0
33  98  5.92169e+06
33  99  658407
33  100  5.05588e+06
34  0  0
34  1  9.50928e+06
34  2  694265
34  3  4.51121e+06
34  4  0
34  5  5.20077e+06
34  6  8.19013e+06
34  7  1.06948e+07
34  8  0
34  9  0
34  10  7.5642e+06
34  11  0
34  12  6.68652e+06
34  13  0
34  14  1.00942e+07
34  15  2.93943e+06
34  16  0
34  17  1.53773e+07
34  18  8.87749e+06
34  19  5.52786e+06
34  20  4.44056e+06
34  21  1.17443e+07
34  22  0
34  23  7.49367e+06
34  24  9.1248e+06
34  25  5.40352e+06
34  26  1.70688e+07
34  27  1.4694e+07
34  28  1.64729e+07
34  29  1.29617e+07
34  30  1.02539e+07
34  31  5.71788e+06
34  32  1.10411e+06
34  33  8.12403e+06
34  34  4.43009e+06
34  35  1.81605e+06
34  36  8.15917e+06
34  37  0
34  38  3.99371e+06
34  39  6.76882e+06
34  40  1.15799e+07
34  41  1.14498e+06
34  42  6.17316e+06
34  43  1.41346e+07
34  44  0
34  45  9.28306e+06
34  46  0
34  47  0
34  48  1.14298e+07
34  49  0
34  50  1.08692e+07
34  51  1.02923e+07
34  52  1.07404e+07
34  53  4.04638e+06
34  54  7.57851e+06
34  55  7.76492e+06
34  56  6.6658e+06
34  57  1.07304e+07
34  58  2.22402e+07
34  59  3.27733e+06
34  60  2.74749e+07
34  61  1.05144e+07
34  62  1.30928e+07
34  63  4.27324e+06
34  64  1.27111e+06
34  65  0
34  66  1.15442e+07
34  67  1.12432e+07
34  68  7.82952e+06
34  69  7.73512e+06
34  70  1.11794e+07
34  71  8.40706e+06
34  72  1.54837e+07
34  73  2.50342e+07
34  74  4.34304e+06
34  75  4.16769e+06
34  76  1.02324e+07
34  77  2.70889e+07
34  78  2.56052e+06
34  79  0
34  80  1.45081e+07
34  81  72016.8
34  82  1.19214e+07
34  83  6.66748e+06
34  84  0
34  85  0
34  86  5.03765e+06
34  87  0
34  88  2.7804e+07
34  89  2.21998e+07
34  90  5.22971e+06
34  91  3.96997e+06
34  92  2.36496e+07
34  93  1.68414e+07
34  94  1.23176e+07
34  95  1.18608e+07
34  96  0
34  97  4.20909e+06
34  98  7.36228e+06
34  99  7.41269e+06
34  100  1.54998e+07
35  0  0
35  1  1.2229e+07
35  2  7.37324e+06
35  3  6.59089e+06
35  4  1.33817e+07
35  5  2.51887e+06
35  6  1.26168e+07
35  7  8.12011e+06
35  8  0
35  9  7.27778e+06
35  10  7.69574e+06
35  11  9.00389e+06
35  12  364781
35  13  7.2993e+06
35  14  7.92539e+06
35  15  1.19765e+07
35  16  1.1136e+07
35  17  0
35  18  3.99919e+06
35  19  3.43453e+06
35  20  7.45082e+06
35  21  5.1514e+06
35  22  0
35  23  1.00899e+07
35  24  5.84593e+06
35  25  6.76506e+06
35  26  9.16594e+06
35  27  5.62564e+06
35  28  2.0413e+06
35  29  0
35  30  1.06471e+07
35  31  0
35  32  0
35  33  1.07994e+07
35  34  4.87288e+06
35  35  9.14087e+06
35  36  1.15698e+07
35  37  9.47348e+06
35  38  1.04572e+07
35  39  6.08426e+06
35  40  0
35  41  2.4221e+06
35  42  1.11104e+07
35  43  8.60674e+06
35  44  6.48518e+06
35  45  1.06519e+07
35  46  8.11084e+06
35  47  1.12963e+07
35  48  1.1923e+07
35  49  0
35  50  1.09483e+07
35  51  6.98788e+06
35  52  2.20073e+06
35  53  2.81015e+06
35  54  0
35  55  8.55576e+06
35  56  1.88716e+07
35  57  1.34449e+07
35  58  6.25923e+06
35  59  1.73597e+06
35  60  1.49413e+07
35  61  272136
35  62  1.27748e+07
35  63  5.86857e+06
35  64  1.25403e+07
35  65  1.12153e+07
35  66  1.08185e+07
35  67  3.0889e+06
35  68  1.36141e+07
35  69  0
35  70  2.78629e+06
35  71  5.46236e+06
35  72  9.68721e+06
35  73  8.24498e+06
35  74  0
35  75  1.43722e+07
35  76  1.08818e+07
35  77  9.70378e+06
35  78  1.36504e+07
35  79  0
35  80  4.31232e+06
35  81  1.87471e+07
35  82  5.93527e+06
35  83  0
35  84  7.6955e+06
35  85  1.16909e+07
35  86  1.07535e+07
35  87  6.10046e+06
35  88  2.36902e+07
35  89  3.51505e+06
35  90  2.89442e+06
35  91  1.05091e+07
35  92  1.51572e+07
35  93  8.13377e+06
35  94  1.34375e+07
35  95  1.21109e+07
35  96  184649
35  97  1.44499e+07
35  98  0
35  99  1.62323e+07
35  100  4.61142e+06
36  0  4.64487e+06
36  1  4.78098e+06
36  2  8.60992e+06
36  3  5.4283e+06
36  4  7.93709e+06
36  5  2.20894e+06
36  6  8.16565e+06
36  7  9.49367e+06
36  8  1.21244e+07
36  9  3.59369e+06
36  10  8.09484e+06
36  11  1.40647e+07
36  12  1.12911e+07
36  13  4.26379e+06
36  14  8.32357e+06
36  15  7.01448e+06
36  16  1.70895e+06
36  17  1.48025e+07
36  18  0
36  19  44290.5
36  20  7.71388e+06
36  21  2.31356e+06
36  22  0
36  23  8.30006e+06
36  24  1.37946e+07
36  25  3.96022e+06
36  26  8.72869e+06
36  27  1.27057e+07
36  28  5.77596e+06
36  29  3.33683e+06
36  30  8.60258e+06
36  31  1.02888e+07
36  32  1.69734e+07
36  33  2.78151e+06
36  34  1.27517e+07
36  35  8.84732e+06
36  36  4.36051e+06
36  37  0
36  38  0
36  39  1.04903e+07
36  40  1.44453e+07
36  41  1.14958e+07
36  42  6.73854e+06
36  43  1.20766e+07
36  44  9.50251e+06
36  45  1.34174e+07
36  46  7.31802e+06
36  47  1.20978e+07
36  48  6.02596e+06
36  49  1.5109e+07
36  50  1.00469e+07
36  51  1.28157e+06
36  52  8.24878e+06
36  53  0
36  54  0
36  55  8.87438e+06
36  56  1.56763e+07
36  57  1.13784e+07
36  58  9.91042e+06
36  59  7.48672e+06
36  60  0
36  61  1.08343e+07
36  62  6.21337e+06
36  63  9.65153e+06
36  64  1.40548e+07
36  65  1.21301e+07
36  66  5.03184e+06
36  67  8.98777e+06
36  68  9.69785e+06
36  69  1.24546e+07
36  70  4.57017e+06
36  71  6.02557e+06
36  72  8.4209e+06
36  73  4.35987e+06
36  74  27756.5
36  75  7.53188e+06
36  76  8.39933e+06
36  77  0
36  78  1.48842e+07
36  79  1.13455e+07
36  80  5.6797e+06
36  81  6.58586e+06
36  82  8.12562e+06
36  83  5.61097e+06
36  84  1.1806e+07
36  85  5.79204e+06
36  86  1.07244e+07
36  87  1.79585e+07
36  88  0
36  89  0
36  90  1.37727e+07
36  91  4.5696e+06
36  92  8.7419e+06
36  93  8.12426e+06
36  94  2.69141e+07
36  95  9.54111e+06
36  96  1.73711e+07
36  97  1.59337e+07
36  98  1.08639e+07
36  99  4.74863e+06
36  100  6.2544e+06
37  0  9.68343e+06
37  1  9.40212e+06
37  2  1.12344e+07
37  3  9.65556e+06
37  4  5.376e+06
37  5  1.18345e+07
37  6  6.46606e+06
37  7  8.76818e+06
37  8  1.78718e+06
37  9  9.2525e+06
37  10  6.16026e+06
37  11  0
37  12  9.69094e+06
37  13  5.28385e+06
37  14  7.19205e+06
37  15  1.13901e+07
37  16  8.59889e+06
37  17  3.64905e+06
37  18  6.43689e+06
37  19  5.19984e+06
37  20  6.32488e+06
37  21  5.93984e+06
37  22  5.21628e+06
37  23  0
37  24  8.23065e+06
37  25  0
37  26  0
37  27  4.50313e+06
37  28  7.92715e+06
37  29  9.97782e+06
37  30  9.62699e+06
37  31  7.28488e+06
37  32  5.67116e+06
37  33  7.53679e+06
37  34  6.40559e+06
37  35  1.16753e+06
37  36  7.55562e+06
37  37  0
37  38  0
37  39  7.43654e+06
37  40  7.7211e+06
37  41  8.93438e+06
37  42  4.89177e+06
37  43  1.04359e+07
37  44  4.67295e+06
37  45  5.73046e+06
37  46  1.91882e+07
37  47  9.80897e+06
37  48  1.22302e+07
37  49  0
37  50  2.19265e+06
37  51  1.73362e+07
37  52  0
37  53  2.82145e+06
37  54  5.50007e+06
37  55  7.80325e+06
37  56  1.0802e+07
37  57  1.91129e+07
37  58  1.91683e+06
37  59  1.10386e+07
37  60  1.36864e+07
37  61  1.22337e+07
37  62  3.79306e+06
37  63  8.22003e+06
37  64  1.01443e+07
37  65  1.62281e+07
37  66  0
