row  column  (images_6a.edf Mn-K*images_6a.edf Ar-K**2.3)
51  13  1.87163e+06
51  14  6.87744e+06
51  15  5.83793e+06
51  16  3.52227e+06
51  17  1.36875e+07
51  18  1.15614e+07
51  19  1.26018e+07
51  20  0
51  21  5.6152e+06
51  22  1.1609e+07
51  23  1.86734e+07
51  24  8.91665e+06
51  25  1.27469e+07
51  26  6.53027e+06
51  27  8.40739e+06
51  28  6.61432e+06
51  29  6.36637e+06
51  30  2.1356e+07
51  31  5.56665e+06
51  32  8.82645e+06
51  33  0
51  34  7.01113e+06
51  35  1.9539e+06
51  36  2.88382e+06
51  37  3.3578e+06
51  38  0
51  39  0
51  40  8.24849e+06
51  41  7.26129e+06
51  42  7.88995e+06
51  43  4.70566e+06
51  44  7.54074e+06
51  45  0
51  46  7.87086e+06
51  47  7.04558e+06
51  48  9.35411e+06
51  49  1.13645e+07
51  50  1.14089e+07
51  51  0
51  52  9.52706e+06
51  53  6.52067e+06
51  54  1.0325e+07
51  55  1.02734e+07
51  56  6.02798e+06
51  57  1.16787e+07
51  58  9.14022e+06
51  59  1.37995e+07
51  60  1.44061e+07
51  61  501976
51  62  1.21493e+07
51  63  9.39321e+06
51  64  9.22021e+06
51  65  1.38805e+07
51  66  1.84086e+07
51  67  7.49999e+06
51  68  1.09832e+07
51  69  7.6456e+06
51  70  1.67242e+07
51  71  3.90747e+06
51  72  1.00331e+07
51  73  1.23434e+07
51  74  2.13295e+06
51  75  1.24329e+07
51  76  1.63622e+07
51  77  2.53768e+07
51  78  9.03937e+06
51  79  4.67832e+06
51  80  1.43637e+07
51  81  0
51  82  0
51  83  0
51  84  1.87058e+07
51  85  0
51  86  0
51  87  0
51  88  3.07741e+06
51  89  9.06386e+06
51  90  1.4262e+07
51  91  1.04422e+07
51  92  1.25451e+07
51  93  1.78745e+06
51  94  0
51  95  1.33824e+07
51  96  2.01909e+07
51  97  1.32287e+07
51  98  1.37814e+07
51  99  1.39561e+07
51  100  9.35011e+06
52  0  7.86582e+06
52  1  7.50948e+06
52  2  6.75358e+06
52  3  9.39866e+06
52  4  0
52  5  6.80236e+06
52  6  1.99612e+06
52  7  1.12017e+07
52  8  1.06644e+07
52  9  4.98038e+06
52  10  3.47542e+06
52  11  9.17003e+06
52  12  0
52  13  7.47017e+06
52  14  1.01523e+07
52  15  4.75137e+06
52  16  5.09771e+06
52  17  1.55886e+07
52  18  1.36013e+07
52  19  1.45002e+06
52  20  769845
52  21  1.11435e+07
52  22  490507
52  23  4.71813e+06
52  24  1.19879e+07
52  25  4.74393e+06
52  26  1.36414e+07
52  27  2.33144e+06
52  28  7.60161e+06
52  29  1.11263e+07
52  30  8.89153e+06
52  31  8.39271e+06
52  32  6.46057e+06
52  33  8.09404e+06
52  34  1.01452e+07
52  35  5.33738e+06
52  36  0
52  37  1.41607e+07
52  38  0
52  39  0
52  40  1.14988e+07
52  41  1.09844e+07
52  42  1.11602e+07
52  43  4.32751e+06
52  44  9.23615e+06
52  45  7.93105e+06
52  46  5.63844e+06
52  47  3.63362e+06
52  48  1.32986e+07
52  49  8.93013e+06
52  50  8.02584e+06
52  51  1.05141e+07
52  52  4.23623e+06
52  53  1.11466e+07
52  54  0
52  55  5.40168e+06
52  56  0
52  57  0
52  58  7.94348e+06
52  59  1.13452e+07
52  60  6.45644e+06
52  61  0
52  62  1.2134e+07
52  63  4.80186e+06
52  64  1.7082e+07
52  65  1.41698e+07
52  66  1.39876e+07
52  67  7.58172e+06
52  68  1.80483e+06
52  69  2.08692e+07
52  70  1.42009e+07
52  71  7.9878e+06
52  72  1.45841e+07
52  73  1.20448e+07
52  74  8.26132e+06
52  75  1.03838e+07
52  76  0
52  77  6.19693e+06
52  78  6.35825e+06
52  79  8.77806e+06
52  80  1.86886e+07
52  81  7.74892e+06
52  82  0
52  83  1.39101e+07
52  84  0
52  85  1.89892e+07
52  86  1.30194e+07
52  87  1.42671e+07
52  88  3.61589e+06
52  89  5.0596e+06
52  90  1.20783e+07
52  91  1.52812e+07
52  92  1.1652e+07
52  93  1.30623e+07
52  94  0
52  95  9.85496e+06
52  96  2.04828e+07
52  97  6.23973e+06
52  98  8.23377e+06
52  99  0
52  100  8.02915e+06
53  0  4.53404e+06
53  1  1.44414e+07
53  2  5.7906e+06
53  3  3.54075e+06
53  4  9.09502e+06
53  5  1.41779e+07
53  6  7.90851e+06
53  7  7.35247e+06
53  8  5.92668e+06
53  9  8.63053e+06
53  10  4.35701e+06
53  11  0
53  12  6.43799e+06
53  13  1.37171e+07
53  14  1.16351e+07
53  15  1.84826e+07
53  16  6.675e+06
53  17  8.34559e+06
53  18  5.16483e+06
53  19  8.78286e+06
53  20  1.87959e+06
53  21  5.00872e+06
53  22  7.34376e+06
53  23  1.30492e+07
53  24  7.40647e+06
53  25  3.30281e+06
53  26  9.88955e+06
53  27  1.35282e+07
53  28  1.06584e+07
53  29  7.41095e+06
53  30  9.86668e+06
53  31  9.09179e+06
53  32  2.0566e+06
53  33  8.28201e+06
53  34  1.19589e+07
53  35  4.46682e+06
53  36  8.36884e+06
53  37  6.66619e+06
53  38  1.32389e+07
53  39  1.24491e+07
53  40  8.99239e+06
53  41  9.30676e+06
53  42  1.52424e+07
53  43  1.49364e+07
53  44  7.47145e+06
53  45  1.06328e+07
53  46  1.38508e+07
53  47  0
53  48  1.33217e+07
53  49  0
53  50  1.24106e+07
53  51  1.91652e+06
53  52  1.48811e+07
53  53  1.00074e+07
53  54  7.01074e+06
53  55  5.99608e+06
53  56  5.12284e+06
53  57  4.27416e+06
53  58  6.79748e+06
53  59  4.77177e+06
53  60  3.48972e+06
53  61  157692
53  62  7.8011e+06
53  63  1.67035e+07
53  64  1.98731e+07
53  65  1.22472e+07
53  66  7.05234e+06
53  67  0
53  68  6.54403e+06
53  69  1.03309e+07
53  70  8.07432e+06
53  71  0
53  72  7.96011e+06
53  73  1.19628e+07
53  74  3.34331e+06
53  75  1.32491e+06
53  76  8.85192e+06
53  77  1.13966e+07
53  78  1.21114e+07
53  79  2.09609e+07
53  80  1.07453e+07
53  81  0
53  82  2.31743e+07
53  83  1.6711e+07
53  84  3.99629e+06
53  85  6.36639e+06
53  86  5.1728e+06
53  87  1.05249e+07
53  88  0
53  89  9.87211e+06
53  90  2.59918e+06
53  91  5.83723e+06
53  92  4.32101e+06
53  93  6.21341e+06
53  94  5.3298e+06
53  95  1.51992e+06
53  96  2.00952e+07
53  97  3.08948e+07
53  98  1.38203e+07
53  99  3.46661e+06
53  100  1.13739e+07
54  0  665692
54  1  0
54  2  2.36956e+06
54  3  8.82373e+06
54  4  8.33039e+06
54  5  1.41231e+06
54  6  1.30537e+07
54  7  7.35001e+06
54  8  6.0878e+06
54  9  0
54  10  0
54  11  1.06827e+07
54  12  7.89352e+06
54  13  5.49525e+06
54  14  7.87256e+06
54  15  0
54  16  0
54  17  1.36811e+07
54  18  5.82503e+06
54  19  0
54  20  5.03429e+06
54  21  4.79547e+06
54  22  7.12524e+06
54  23  5.35156e+06
54  24  7.84621e+06
54  25  0
54  26  0
54  27  5.52568e+06
54  28  6.33403e+06
54  29  1.1934e+07
54  30  2.13016e+07
54  31  1.00684e+07
54  32  7.33661e+06
54  33  7.44161e+06
54  34  1.67457e+07
54  35  804313
54  36  9.08473e+06
54  37  4.94101e+06
54  38  3.71949e+06
54  39  8.21922e+06
54  40  1.27786e+07
54  41  1.07294e+07
54  42  6.70453e+06
54  43  0
54  44  1.00026e+07
54  45  1.23189e+07
54  46  5.36731e+06
54  47  1.77309e+06
54  48  1.51009e+07
54  49  3.40982e+06
54  50  1.35029e+06
54  51  9.53224e+06
54  52  5.45514e+06
54  53  9.46087e+06
54  54  0
54  55  1.87642e+07
54  56  1.55729e+07
54  57  0
54  58  1.68341e+07
54  59  0
54  60  1.04986e+07
54  61  1.01842e+07
54  62  9.53809e+06
54  63  1.82553e+07
54  64  0
54  65  1.52875e+07
54  66  1.22602e+07
54  67  0
54  68  4.17444e+06
54  69  1.87688e+07
54  70  0
54  71  1.52226e+07
54  72  6.70564e+06
54  73  1.83533e+07
54  74  1.02102e+07
54  75  2.29113e+06
54  76  0
54  77  1.20602e+07
54  78  1.49959e+07
54  79  9.02115e+06
54  80  6.52148e+06
54  81  3.0694e+07
54  82  1.79984e+07
54  83  5.30382e+06
54  84  1.31506e+07
54  85  5.76424e+06
54  86  8.05758e+06
54  87  1.74098e+07
54  88  2.18903e+07
54  89  1.4528e+07
54  90  2.30831e+07
54  91  0
54  92  1.70538e+07
54  93  1.04485e+07
54  94  2.05912e+06
54  95  2.16901e+06
54  96  5.11065e+06
54  97  0
54  98  1.33313e+07
54  99  0
54  100  4.47423e+06
55  0  0
55  1  1.00086e+06
55  2  7.91234e+06
55  3  2.55787e+06
55  4  5.5757e+06
55  5  4.74469e+06
55  6  5.29173e+06
55  7  1.03867e+07
55  8  7.39938e+06
55  9  0
55  10  2.81699e+06
55  11  8.03497e+06
55  12  6.57179e+06
55  13  1.6994e+06
55  14  6.25164e+06
55  15  1.38619e+07
55  16  7.1254e+06
55  17  7.83483e+06
55  18  1.03891e+07
55  19  7.67221e+06
55  20  7.37181e+06
55  21  9.80686e+06
55  22  1.39356e+07
55  23  2.92643e+06
55  24  3.14223e+06
55  25  8.92496e+06
55  26  1.29237e+07
55  27  1.78223e+07
55  28  1.01559e+07
55  29  9.4074e+06
55  30  6.99042e+06
55  31  8.80117e+06
55  32  0
55  33  1.64368e+07
55  34  1.02879e+07
55  35  0
55  36  9.50993e+06
55  37  6.04406e+06
55  38  5.15179e+06
55  39  9.29288e+06
55  40  1.47912e+07
55  41  1.02598e+07
55  42  1.68536e+07
55  43  9.51176e+06
55  44  1.2911e+07
55  45  8.60356e+06
55  46  8.07543e+06
55  47  1.78893e+07
55  48  6.39107e+06
55  49  9.35289e+06
55  50  2.21483e+07
55  51  6.65653e+06
55  52  9.34033e+06
55  53  1.10139e+07
55  54  873294
55  55  5.20356e+06
55  56  2.96102e+07
55  57  0
55  58  8.6422e+06
55  59  1.06648e+07
55  60  1.57339e+07
55  61  1.1223e+07
55  62  8.27233e+06
55  63  1.25316e+07
55  64  6.13838e+06
55  65  1.18198e+07
55  66  0
55  67  1.05184e+07
55  68  5.83648e+06
55  69  1.18566e+07
55  70  7.08643e+06
55  71  2.10138e+07
55  72  0
55  73  1.87276e+07
55  74  1.35021e+07
55  75  1.07262e+07
55  76  4.03468e+06
55  77  1.37353e+07
55  78  1.25832e+07
55  79  0
55  80  5.46994e+06
55  81  2.48009e+06
55  82  1.04808e+07
55  83  9.52612e+06
55  84  3.2526e+07
55  85  1.51052e+06
55  86  0
55  87  1.04701e+07
55  88  6.86231e+06
55  89  1.73687e+07
55  90  1.35174e+07
55  91  7.20462e+06
55  92  0
55  93  1.6262e+07
55  94  1.70429e+07
55  95  0
55  96  7.06762e+06
55  97  689124
55  98  1.23679e+07
55  99  6.58567e+06
55  100  0
56  0  0
56  1  4.20852e+06
56  2  1.20545e+07
56  3  9.28494e+06
56  4  1.12713e+07
56  5  6.38772e+06
56  6  0
56  7  3.12054e+06
56  8  1.14922e+07
56  9  1.25805e+07
56  10  2.33026e+06
56  11  7.92391e+06
56  12  1.28927e+07
56  13  8.96067e+06
56  14  1.75528e+07
56  15  9.17931e+06
56  16  0
56  17  5.18705e+06
56  18  8.14339e+06
56  19  4.49108e+06
56  20  0
56  21  0
56  22  3.56356e+06
56  23  7.77167e+06
56  24  2.4826e+06
56  25  6.74649e+06
56  26  1.22275e+07
56  27  1.01078e+07
56  28  9.23545e+06
56  29  6.92857e+06
56  30  3.32592e+06
56  31  4.44062e+06
56  32  4.26961e+06
56  33  1.00368e+07
56  34  1.37482e+07
56  35  7.60825e+06
56  36  6.92852e+06
56  37  1.3011e+07
56  38  1.12445e+07
56  39  3.93154e+06
56  40  1.15786e+07
56  41  1.22655e+07
56  42  1.01198e+07
56  43  6.29761e+06
56  44  1.36839e+07
56  45  1.4929e+07
56  46  9.92481e+06
56  47  4.95815e+06
56  48  9.77805e+06
56  49  7.03539e+06
56  50  2.08914e+07
56  51  1.48162e+07
56  52  6.52323e+06
56  53  8.28767e+06
56  54  0
56  55  1.18802e+07
56  56  6.04702e+06
56  57  1.30033e+07
56  58  1.07481e+07
56  59  8.37124e+06
56  60  0
56  61  0
56  62  7.95958e+06
56  63  1.37094e+07
56  64  0
56  65  5.23695e+06
56  66  3.4028e+06
56  67  1.01595e+07
56  68  1.29926e+07
56  69  2.49765e+07
56  70  0
56  71  1.11308e+07
56  72  1.46439e+07
56  73  1.03397e+07
56  74  5.50451e+06
56  75  1.31109e+07
56  76  7.70156e+06
56  77  1.70328e+07
56  78  0
56  79  4.39925e+06
56  80  52215.8
56  81  0
56  82  1.8448e+07
56  83  4.55651e+06
56  84  2.29956e+07
56  85  5.01541e+06
56  86  1.35521e+07
56  87  0
56  88  1.62613e+07
56  89  0
56  90  1.17539e+07
56  91  1.12731e+07
56  92  6.742e+06
56  93  4.61557e+06
56  94  4.28709e+06
56  95  1.2258e+07
56  96  0
56  97  1.69736e+07
56  98  2.92036e+07
56  99  1.08635e+07
56  100  0
57  0  9.53676e+06
57  1  2.17715e+06
57  2  5.51575e+06
57  3  9.8721e+06
57  4  5.63115e+06
57  5  6.1895e+06
57  6  5.65268e+06
57  7  0
57  8  6.69675e+06
57  9  7.99191e+06
57  10  7.65119e+06
57  11  1.37398e+07
57  12  5.1113e+06
57  13  2.17838e+06
57  14  9.2154e+06
57  15  9.98504e+06
57  16  1.19771e+07
57  17  5.46813e+06
57  18  8.40064e+06
57  19  1.1909e+07
57  20  0
57  21  7.27424e+06
57  22  3.6138e+06
57  23  1.42109e+07
57  24  4.25492e+06
57  25  1.27237e+07
57  26  5.34197e+06
57  27  7.6685e+06
57  28  1.17667e+07
57  29  1.74414e+07
57  30  2.0221e+06
57  31  1.06095e+07
57  32  0
57  33  1.47746e+07
57  34  8.62983e+06
57  35  1.04291e+07
57  36  1.11517e+07
57  37  6.23936e+06
57  38  1.23382e+07
57  39  0
57  40  8.16057e+06
57  41  9.11128e+06
57  42  0
57  43  1.45322e+07
57  44  0
57  45  7.75368e+06
57  46  1.09042e+07
57  47  1.23515e+07
57  48  754687
57  49  1.15931e+07
57  50  9.601e+06
57  51  9.50622e+06
57  52  1.06852e+07
57  53  1.03731e+07
57  54  6.63389e+06
57  55  7.43987e+06
57  56  1.85072e+07
57  57  1.36771e+07
57  58  1.04155e+06
57  59  6.06364e+06
57  60  1.27993e+07
57  61  1.3198e+07
57  62  6.78722e+06
57  63  0
57  64  5.65295e+06
57  65  1.66446e+07
57  66  1.82779e+07
57  67  1.91985e+07
57  68  4.87218e+06
57  69  8.54806e+06
57  70  1.05166e+07
57  71  9.39562e+06
57  72  1.17727e+07
57  73  0
57  74  3.80683e+06
57  75  6.20525e+06
57  76  1.13375e+06
57  77  1.24554e+07
57  78  8.51493e+06
57  79  636266
57  80  0
57  81  7.32803e+06
57  82  7.12093e+06
57  83  1.71107e+07
57  84  1.00653e+07
57  85  2.17016e+07
57  86  8.5088e+06
57  87  9.78715e+06
57  88  0
57  89  0
57  90  1.17224e+06
57  91  0
57  92  5.39361e+06
57  93  7.74376e+06
57  94  2.18968e+06
57  95  1.99579e+07
57  96  1.47555e+07
57  97  1.10175e+07
57  98  1.70223e+07
57  99  1.04671e+07
57  100  3.21131e+06
58  0  1.29878e+07
58  1  8.07795e+06
58  2  8.73455e+06
58  3  1.31747e+07
58  4  7.31785e+06
58  5  0
58  6  6.98538e+06
58  7  1.22408e+07
58  8  1.24771e+07
58  9  662615
58  10  2.95572e+06
58  11  2.22745e+06
58  12  1.75555e+07
58  13  5.29376e+06
58  14  1.46943e+06
58  15  8.64346e+06
58  16  2.28485e+07
58  17  0
58  18  7.84354e+06
58  19  6.40828e+06
58  20  1.31063e+07
58  21  1.14515e+07
58  22  7.90473e+06
58  23  8.33534e+06
58  24  1.35297e+07
58  25  1.14538e+07
58  26  1.07494e+07
58  27  6.49563e+06
58  28  1.52623e+07
58  29  5.24332e+06
58  30  8.75852e+06
58  31  4.60897e+06
58  32  9.36783e+06
58  33  5.16005e+06
58  34  9.10455e+06
58  35  1.49889e+07
58  36  1.14905e+07
58  37  7.44854e+06
58  38  158149
58  39  6.90272e+06
58  40  1.97884e+07
58  41  0
58  42  0
58  43  2.58755e+06
58  44  7.88764e+06
58  45  2.88097e+06
58  46  7.93937e+06
58  47  1.77984e+07
58  48  5.09112e+06
58  49  9.50741e+06
58  50  1.47599e+07
58  51  2.02564e+07
58  52  7.0726e+06
58  53  1.21967e+07
58  54  9.30907e+06
58  55  4.45452e+06
58  56  1.19483e+07
58  57  1.44429e+07
58  58  1.32267e+07
58  59  0
58  60  7.958e+06
58  61  9.52469e+06
58  62  7.70004e+06
58  63  1.43498e+07
58  64  1.27698e+07
58  65  1.50384e+06
58  66  1.15481e+07
58  67  1.33756e+07
58  68  1.10427e+07
58  69  1.23746e+07
58  70  5.90459e+06
58  71  6.17422e+06
58  72  1.09423e+07
58  73  1.13072e+07
58  74  1.14196e+07
58  75  928769
58  76  1.78247e+07
58  77  9.93044e+06
58  78  8.73565e+06
58  79  1.48417e+07
58  80  1.4827e+07
58  81  1.33154e+07
58  82  5.18514e+06
58  83  0
58  84  0
58  85  1.28483e+07
58  86  9.88325e+06
58  87  1.76254e+07
58  88  6.47593e+06
58  89  2.27069e+07
58  90  2.35392e+07
58  91  6.24235e+06
58  92  0
58  93  1.5471e+07
58  94  1.42297e+07
58  95  1.60475e+07
58  96  1.69158e+07
58  97  1.30153e+07
58  98  2.47363e+07
58  99  869261
58  100  0
59  0  6.61623e+06
59  1  3.36126e+06
59  2  5.70846e+06
59  3  8.06329e+06
59  4  8.48326e+06
59  5  0
59  6  8.9408e+06
59  7  3.37453e+06
59  8  7.95501e+06
59  9  1.34093e+07
59  10  0
59  11  5.36391e+06
59  12  4.38835e+06
59  13  4.37812e+06
59  14  6.30432e+06
59  15  4.36615e+06
59  16  1.19444e+07
59  17  54451.8
59  18  2.65533e+06
59  19  1.68951e+07
59  20  4.45847e+06
59  21  629101
59  22  1.11632e+07
59  23  1.0344e+07
59  24  670691
59  25  2.97179e+06
59  26  5.51531e+06
59  27  8.82397e+06
59  28  1.30599e+07
59  29  0
59  30  1.35338e+07
59  31  8.91049e+06
59  32  5.17871e+06
59  33  7.25853e+06
59  34  1.05189e+07
59  35  7.50412e+06
59  36  5.56203e+06
59  37  1.29978e+07
59  38  9.66788e+06
59  39  3.69277e+06
59  40  4.68692e+06
59  41  1.01312e+07
59  42  9.84804e+06
59  43  1.34999e+07
59  44  6.26755e+06
59  45  1.16681e+07
59  46  1.372e+07
59  47  3.54942e+06
59  48  6.28855e+06
59  49  2.86646e+07
59  50  1.41861e+07
59  51  1.1049e+07
59  52  3.1742e+06
59  53  5.44091e+06
59  54  1.33341e+07
59  55  0
59  56  1.17638e+07
59  57  5.97287e+06
59  58  1.44005e+07
59  59  1.95599e+07
59  60  1.17807e+07
59  61  1.53883e+07
59  62  1.21039e+07
59  63  0
59  64  5.73315e+06
59  65  1.06955e+07
59  66  6.19172e+06
59  67  8.80993e+06
59  68  1.45477e+07
59  69  8.19481e+06
59  70  1.46088e+07
59  71  0
59  72  7.43399e+06
59  73  1.86358e+07
59  74  2.27966e+07
59  75  0
59  76  1.41749e+07
59  77  9.62449e+06
59  78  9.35118e+06
59  79  5.38442e+06
59  80  1.74831e+07
59  81  4.12003e+06
59  82  1.11003e+07
59  83  9.31045e+06
59  84  4.52381e+06
59  85  558721
59  86  1.68475e+07
59  87  1.18494e+07
59  88  5.04919e+06
59  89  6.11251e+06
59  90  0
59  91  2.91129e+07
59  92  5.02124e+06
59  93  8.36184e+06
59  94  1.40192e+07
59  95  9.12363e+06
59  96  0
59  97  2.65869e+06
59  98  1.86126e+07
59  99  0
59  100  7.38032e+06
60  0  3.91141e+06
60  1  4.57423e+06
60  2  5.58894e+06
60  3  3.8555e+06
60  4  8.60635e+06
60  5  1.00304e+07
60  6  1.12137e+07
60  7  5.81339e+06
60  8  1.4603e+07
60  9  9.24299e+06
60  10  4.22993e+06
60  11  4.96418e+06
60  12  9.90446e+06
60  13  1.57944e+06
60  14  0
60  15  1.36872e+07
60  16  1.4418e+07
60  17  3.44266e+06
60  18  7.97566e+06
60  19  9.37654e+06
60  20  6.85106e+06
60  21  1.88307e+07
60  22  0
60  23  1.47849e+07
60  24  1.05126e+07
60  25  1.08469e+07
60  26  0
60  27  0
60  28  1.34112e+07
60  29  0
60  30  2.61881e+07
60  31  9.86282e+06
60  32  3.26845e+06
60  33  1.13926e+07
60  34  1.07935e+07
60  35  1.26186e+07
60  36  8.91366e+06
60  37  1.42e+07
60  38  1.18431e+07
60  39  6.24245e+06
60  40  4.0716e+06
60  41  1.02462e+07
60  42  9.49713e+06
60  43  1.01317e+07
60  44  1.10726e+07
60  45  1.11116e+07
60  46  1.59508e+06
60  47  1.74136e+07
60  48  9.72293e+06
60  49  1.03683e+07
60  50  6.72263e+06
60  51  1.25138e+07
60  52  4.93098e+06
60  53  6.05469e+06
60  54  5.21863e+06
60  55  2.87573e+06
60  56  0
60  57  9.36604e+06
60  58  1.13979e+07
60  59  1.40468e+07
60  60  1.11827e+07
60  61  1.45581e+07
60  62  5.13484e+06
60  63  1.9907e+07
60  64  8.26623e+06
60  65  1.65305e+07
60  66  1.49306e+07
60  67  1.19325e+07
60  68  3.52276e+06
60  69  1.08254e+07
60  70  2.7769e+07
60  71  5.32473e+06
60  72  1.48442e+07
60  73  1.91867e+07
60  74  1.56578e+07
60  75  8.03411e+06
60  76  5.88205e+06
60  77  0
60  78  4.18744e+06
60  79  7.18784e+06
60  80  1.54595e+07
60  81  1.32302e+07
60  82  1.58337e+07
60  83  6.77251e+06
60  84  1.11325e+07
60  85  1.4546e+07
60  86  7.45915e+06
60  87  1.35502e+07
60  88  1.29435e+07
60  89  0
60  90  1.83494e+07
60  91  9.62888e+06
60  92  1.72307e+07
60  93  0
60  94  4.83249e+06
60  95  2.20037e+07
60  96  0
60  97  5.56932e+06
60  98  1.23931e+07
60  99  7.35294e+06
60  100  1.31109e+07
61  0  1.02914e+07
61  1  8.33285e+06
61  2  1.14584e+07
61  3  702216
61  4  2.35761e+07
61  5  5.41209e+06
61  6  1.48184e+07
61  7  4.30577e+06
61  8  9.47622e+06
61  9  3.41548e+06
61  10  1.4821e+07
61  11  5.12209e+06
61  12  1.00432e+07
61  13  4.3368e+06
61  14  7.93745e+06
61  15  1.29001e+06
61  16  8.73489e+06
61  17  365392
61  18  1.01173e+07
61  19  264345
61  20  9.48966e+06
61  21  4.66283e+06
61  22  4.40957e+06
61  23  1.06059e+07
61  24  1.50057e+07
61  25  0
61  26  9.3075e+06
61  27  7.05562e+06
61  28  1.14204e+07
61  29  5.22262e+06
61  30  0
61  31  8.07442e+06
61  32  9.23806e+06
61  33  1.52969e+07
61  34  1.07842e+07
61  35  0
61  36  4.93136e+06
61  37  6.49127e+06
61  38  0
61  39  8.48723e+06
61  40  1.87472e+07
61  41  1.24405e+07
61  42  9.26145e+06
61  43  1.05592e+07
61  44  1.21391e+07
61  45  2.04176e+07
61  46  6.45107e+06
61  47  1.19373e+07
61  48  1.18e+07
61  49  1.45491e+07
61  50  1.01661e+07
61  51  1.13552e+07
61  52  7.32698e+06
61  53  1.61136e+07
61  54  0
61  55  0
61  56  9.11115e+06
61  57  1.06662e+07
61  58  4.63797e+06
61  59  1.26598e+07
61  60  1.15918e+07
61  61  4.93544e+06
61  62  7.58956e+06
61  63  0
61  64  1.08192e+07
61  65  1.66993e+07
61  66  1.08195e+07
61  67  9.96281e+06
61  68  1.21716e+07
61  69  1.65925e+07
61  70  8.22975e+06
61  71  0
61  72  1.19434e+07
61  73  9.15626e+06
61  74  1.08194e+07
61  75  1.32961e+07
61  76  1.68689e+07
61  77  1.17846e+07
61  78  4.48668e+06
61  79  1.02062e+07
61  80  9.41212e+06
61  81  1.38973e+07
61  82  2.04637e+07
61  83  1.08128e+07
61  84  1.67895e+07
61  85  6.01301e+06
61  86  0
61  87  1.29211e+07
61  88  1.49861e+07
61  89  0
61  90  0
61  91  2.50321e+07
61  92  0
61  93  5.04146e+06
61  94  1.70185e+07
61  95  3.37871e+06
61  96  2.62819e+06
61  97  3.28662e+06
61  98  0
61  99  1.58205e+07
61  100  1.93537e+07
62  0  8.84161e+06
62  1  7.73896e+06
62  2  5.48145e+06
62  3  6.21855e+06
62  4  3.51545e+06
62  5  1.4485e+07
62  6  1.32156e+07
62  7  7.10352e+06
62  8  3.41638e+06
62  9  4.52477e+06
62  10  4.64743e+06
62  11  1.11243e+07
62  12  1.75451e+07
62  13  127661
62  14  3.9025e+06
62  15  3.2694e+06
62  16  1.34777e+07
62  17  8.43236e+06
62  18  9.26419e+06
62  19  4.85475e+06
62  20  8.5029e+06
62  21  6.91231e+06
62  22  1.19597e+07
62  23  5.56786e+06
62  24  4.77382e+06
62  25  1.48468e+07
62  26  6.02278e+06
62  27  1.05628e+06
62  28  2.99483e+06
62  29  1.67163e+07
62  30  1.7917e+07
62  31  0
62  32  1.50256e+07
62  33  0
62  34  1.58775e+07
62  35  1.61078e+07
62  36  1.70483e+07
62  37  1.11207e+07
62  38  1.80337e+07
62  39  1.47255e+06
62  40  7.56316e+06
62  41  3.37193e+06
62  42  1.00586e+07
62  43  3.71642e+06
62  44  1.97518e+06
62  45  7.42181e+06
62  46  1.52621e+07
62  47  0
62  48  1.64323e+07
62  49  0
62  50  1.36561e+07
62  51  1.09516e+07
62  52  6.73976e+06
62  53  7.14302e+06
62  54  3.91146e+06
62  55  9.85126e+06
62  56  6.42414e+06
62  57  1.14319e+07
62  58  4.70196e+06
62  59  1.49893e+07
62  60  1.30657e+07
62  61  1.63341e+07
62  62  9.48719e+06
62  63  1.55005e+07
62  64  1.08739e+07
62  65  5.12545e+06
62  66  5.59041e+06
62  67  1.0959e+07
62  68  5.92821e+06
62  69  2.56052e+06
62  70  1.26313e+07
62  71  1.13923e+07
62  72  1.47906e+07
62  73  9.27049e+06
62  74  6.1484e+06
62  75  1.39982e+07
62  76  1.13056e+07
62  77  1.4999e+07
62  78  1.35974e+07
62  79  7.19878e+06
62  80  8.34833e+06
62  81  9.31026e+06
62  82  0
62  83  1.24328e+07
62  84  1.03858e+06
62  85  7.54955e+06
62  86  1.33104e+06
62  87  1.47327e+07
62  88  7.96124e+06
62  89  1.84619e+07
62  90  7.89003e+06
62  91  1.22475e+07
62  92  2.3129e+07
62  93  1.2609e+07
62  94  2.32764e+07
62  95  4.33624e+06
62  96  2.2592e+07
62  97  2.25318e+06
62  98  0
62  99  1.16487e+07
62  100  2.00212e+07
63  0  4.68011e+06
63  1  8.22168e+06
63  2  7.37687e+06
63  3  1.09653e+07
63  4  9.31756e+06
63  5  0
63  6  4.64986e+06
63  7  7.39694e+06
63  8  2.98445e+06
63  9  1.73768e+07
63  10  5.71046e+06
63  11  7.55583e+06
63  12  1.3001e+07
63  13  1.35235e+07
63  14  3.89277e+06
63  15  0
63  16  6.74541e+06
63  17  7.25441e+06
63  18  6.15151e+06
63  19  5.40898e+06
63  20  5.88314e+06
63  21  1.0205e+07
63  22  1.00048e+07
63  23  7.48659e+06
63  24  2.77182e+06
63  25  1.3078e+07
63  26  0
63  27  1.74696e+07
63  28  1.78839e+07
63  29  1.283e+07
63  30  7.55665e+06
63  31  1.03436e+07
63  32  0
63  33  8.32268e+06
63  34  1.23534e+07
63  35  1.18874e+07
63  36  6.38854e+06
63  37  0
63  38  6.57168e+06
63  39  5.47922e+06
63  40  9.128e+06
63  41  0
63  42  8.66793e+06
63  43  9.70367e+06
63  44  7.6274e+06
63  45  1.06761e+07
63  46  9.865e+06
63  47  1.18326e+07
