row  column  (images_6a.edf S-K*images_6a.edf Ar-K**2.3)
49  60  8.52415e+07
49  61  9.25411e+07
49  62  6.13076e+07
49  63  7.38584e+07
49  64  4.75579e+07
49  65  7.84779e+07
49  66  5.806e+07
49  67  4.8606e+07
49  68  6.02044e+07
49  69  7.87064e+07
49  70  9.66843e+07
49  71  9.21986e+07
49  72  8.81253e+07
49  73  8.40434e+07
49  74  7.4468e+07
49  75  5.9616e+07
49  76  1.05378e+08
49  77  7.69915e+07
49  78  7.21551e+07
49  79  6.64281e+07
49  80  5.86434e+07
49  81  5.74704e+07
49  82  6.92518e+07
49  83  5.2144e+07
49  84  5.20273e+07
49  85  5.71945e+07
49  86  6.13115e+07
49  87  4.49913e+07
49  88  5.59343e+07
49  89  5.31831e+07
49  90  5.37363e+07
49  91  5.14843e+07
49  92  4.62554e+07
49  93  6.04946e+07
49  94  3.77429e+07
49  95  4.78302e+07
49  96  4.04783e+07
49  97  5.15616e+07
49  98  4.70846e+07
49  99  4.20757e+07
49  100  4.09238e+07
50  0  7.12664e+07
50  1  6.29009e+07
50  2  5.89221e+07
50  3  5.48317e+07
50  4  5.54789e+07
50  5  6.40356e+07
50  6  7.20821e+07
50  7  7.53227e+07
50  8  7.18714e+07
50  9  7.80387e+07
50  10  7.71617e+07
50  11  7.18462e+07
50  12  7.78628e+07
50  13  8.64073e+07
50  14  7.57742e+07
50  15  6.86567e+07
50  16  7.56972e+07
50  17  6.89822e+07
50  18  6.50051e+07
50  19  7.754e+07
50  20  5.04131e+07
50  21  6.09842e+07
50  22  5.78703e+07
50  23  7.15682e+07
50  24  5.57065e+07
50  25  6.63577e+07
50  26  7.28093e+07
50  27  7.35218e+07
50  28  6.14049e+07
50  29  6.5002e+07
50  30  6.41492e+07
50  31  7.5939e+07
50  32  9.36046e+07
50  33  6.3777e+07
50  34  9.41973e+07
50  35  8.34711e+07
50  36  9.52021e+07
50  37  8.57809e+07
50  38  1.03657e+08
50  39  1.01906e+08
50  40  9.84508e+07
50  41  8.90616e+07
50  42  7.96012e+07
50  43  9.92877e+07
50  44  7.8595e+07
50  45  9.85956e+07
50  46  9.71193e+07
50  47  1.05995e+08
50  48  9.95848e+07
50  49  9.13179e+07
50  50  1.03644e+08
50  51  1.09147e+08
50  52  1.01834e+08
50  53  7.98053e+07
50  54  8.80688e+07
50  55  7.55135e+07
50  56  1.04464e+08
50  57  9.96221e+07
50  58  8.60576e+07
50  59  8.98228e+07
50  60  6.48237e+07
50  61  9.72137e+07
50  62  6.42737e+07
50  63  5.29175e+07
50  64  7.62012e+07
50  65  6.22355e+07
50  66  5.28522e+07
50  67  4.55333e+07
50  68  4.98947e+07
50  69  8.8485e+07
50  70  1.00997e+08
50  71  9.58431e+07
50  72  8.54857e+07
50  73  8.01216e+07
50  74  8.41368e+07
50  75  7.59932e+07
50  76  7.41427e+07
50  77  6.76186e+07
50  78  7.37008e+07
50  79  6.94762e+07
50  80  7.37929e+07
50  81  6.68307e+07
50  82  6.92814e+07
50  83  6.08185e+07
50  84  6.69484e+07
50  85  6.22083e+07
50  86  5.58109e+07
50  87  5.51604e+07
50  88  5.15547e+07
50  89  5.37103e+07
50  90  6.76638e+07
50  91  4.67307e+07
50  92  5.0967e+07
50  93  4.52831e+07
50  94  4.92528e+07
50  95  5.62147e+07
50  96  4.91295e+07
50  97  4.27742e+07
50  98  5.87177e+07
50  99  5.10262e+07
50  100  4.18095e+07
51  0  7.24142e+07
51  1  6.75038e+07
51  2  5.13265e+07
51  3  4.89678e+07
51  4  4.85992e+07
51  5  4.79853e+07
51  6  6.32224e+07
51  7  6.99304e+07
51  8  5.93405e+07
51  9  9.29566e+07
51  10  8.85078e+07
51  11  7.82484e+07
51  12  7.98151e+07
51  13  7.43886e+07
51  14  9.66233e+07
51  15  8.46717e+07
51  16  7.84777e+07
51  17  7.14957e+07
51  18  6.27746e+07
51  19  6.12411e+07
51  20  7.29464e+07
51  21  6.06873e+07
51  22  6.66094e+07
51  23  7.96468e+07
51  24  8.97978e+07
51  25  6.52358e+07
51  26  6.97339e+07
51  27  7.08236e+07
51  28  9.89349e+07
51  29  7.24313e+07
51  30  8.02386e+07
51  31  7.8379e+07
51  32  7.52445e+07
51  33  8.61542e+07
51  34  8.82558e+07
51  35  8.494e+07
51  36  1.00622e+08
51  37  9.16324e+07
51  38  9.72945e+07
51  39  7.66627e+07
51  40  8.39896e+07
51  41  8.50803e+07
51  42  8.88857e+07
51  43  9.46385e+07
51  44  9.98395e+07
51  45  1.01367e+08
51  46  1.00293e+08
51  47  8.34117e+07
51  48  9.16342e+07
51  49  9.86135e+07
51  50  1.08503e+08
51  51  1.24935e+08
51  52  1.07601e+08
51  53  8.55758e+07
51  54  8.35134e+07
51  55  7.97703e+07
51  56  1.10032e+08
51  57  9.00596e+07
51  58  9.19218e+07
51  59  8.32145e+07
51  60  7.81699e+07
51  61  7.28035e+07
51  62  6.3794e+07
51  63  5.99453e+07
51  64  5.40936e+07
51  65  5.82967e+07
51  66  7.95883e+07
51  67  4.05424e+07
51  68  6.3184e+07
51  69  9.15976e+07
51  70  8.8252e+07
51  71  1.00276e+08
51  72  9.74108e+07
51  73  7.55364e+07
51  74  1.03657e+08
51  75  8.84688e+07
51  76  6.20068e+07
51  77  7.92591e+07
51  78  8.52513e+07
51  79  7.52657e+07
51  80  8.55224e+07
51  81  7.74231e+07
51  82  8.30006e+07
51  83  7.94866e+07
51  84  7.42524e+07
51  85  6.66771e+07
51  86  5.13886e+07
51  87  5.78449e+07
51  88  7.60203e+07
51  89  6.99082e+07
51  90  6.32413e+07
51  91  7.97123e+07
51  92  5.72e+07
51  93  4.26886e+07
51  94  5.05121e+07
51  95  6.40318e+07
51  96  4.60147e+07
51  97  4.52959e+07
51  98  4.75729e+07
51  99  4.32751e+07
51  100  6.8688e+07
52  0  8.9523e+07
52  1  7.70838e+07
52  2  5.68859e+07
52  3  7.21394e+07
52  4  5.9861e+07
52  5  6.21167e+07
52  6  6.79807e+07
52  7  7.28942e+07
52  8  7.67867e+07
52  9  7.92598e+07
52  10  7.39717e+07
52  11  6.99257e+07
52  12  9.06474e+07
52  13  9.84549e+07
52  14  7.58465e+07
52  15  6.74418e+07
52  16  6.61254e+07
52  17  6.74596e+07
52  18  6.01496e+07
52  19  6.76753e+07
52  20  7.75233e+07
52  21  6.22958e+07
52  22  7.55661e+07
52  23  8.6099e+07
52  24  6.60821e+07
52  25  6.39684e+07
52  26  6.57868e+07
52  27  8.18936e+07
52  28  6.76684e+07
52  29  6.67989e+07
52  30  7.91727e+07
52  31  9.07778e+07
52  32  9.39034e+07
52  33  1.17642e+08
52  34  6.73083e+07
52  35  8.88442e+07
52  36  8.8416e+07
52  37  8.9298e+07
52  38  8.35838e+07
52  39  9.03517e+07
52  40  8.52776e+07
52  41  8.09423e+07
52  42  7.12099e+07
52  43  9.70923e+07
52  44  9.9115e+07
52  45  1.19278e+08
52  46  8.52719e+07
52  47  9.51325e+07
52  48  8.7276e+07
52  49  9.76103e+07
52  50  1.08675e+08
52  51  9.7966e+07
52  52  9.40205e+07
52  53  8.41913e+07
52  54  6.86761e+07
52  55  1.09812e+08
52  56  9.94664e+07
52  57  9.92961e+07
52  58  9.48001e+07
52  59  9.29744e+07
52  60  8.81023e+07
52  61  8.45992e+07
52  62  7.22574e+07
52  63  6.35763e+07
52  64  6.20812e+07
52  65  6.67468e+07
52  66  4.67858e+07
52  67  5.51271e+07
52  68  6.28001e+07
52  69  9.90744e+07
52  70  9.56433e+07
52  71  9.99278e+07
52  72  9.28192e+07
52  73  8.1529e+07
52  74  7.7151e+07
52  75  7.30956e+07
52  76  7.58793e+07
52  77  6.69935e+07
52  78  7.72172e+07
52  79  8.13551e+07
52  80  8.52311e+07
52  81  8.4893e+07
52  82  8.2313e+07
52  83  7.69923e+07
52  84  8.47e+07
52  85  9.53616e+07
52  86  5.24057e+07
52  87  6.07205e+07
52  88  7.03681e+07
52  89  5.45672e+07
52  90  6.76502e+07
52  91  6.2872e+07
52  92  5.24586e+07
52  93  5.23933e+07
52  94  4.31062e+07
52  95  5.63742e+07
52  96  3.61062e+07
52  97  3.57116e+07
52  98  4.79233e+07
52  99  5.72674e+07
52  100  4.38971e+07
53  0  7.0988e+07
53  1  7.115e+07
53  2  6.45059e+07
53  3  5.39103e+07
53  4  5.63368e+07
53  5  6.4803e+07
53  6  6.06266e+07
53  7  6.86404e+07
53  8  7.8588e+07
53  9  8.71218e+07
53  10  7.03251e+07
53  11  1.03563e+08
53  12  7.94004e+07
53  13  5.72414e+07
53  14  7.47148e+07
53  15  5.82679e+07
53  16  5.20027e+07
53  17  6.38562e+07
53  18  7.60327e+07
53  19  5.65978e+07
53  20  6.18433e+07
53  21  7.56532e+07
53  22  8.45224e+07
53  23  8.04213e+07
53  24  7.46491e+07
53  25  7.84421e+07
53  26  7.68195e+07
53  27  8.07893e+07
53  28  6.78794e+07
53  29  8.61164e+07
53  30  7.72094e+07
53  31  7.43693e+07
53  32  7.34579e+07
53  33  7.81804e+07
53  34  8.99707e+07
53  35  8.71035e+07
53  36  8.5247e+07
53  37  8.11771e+07
53  38  7.82884e+07
53  39  1.27112e+08
53  40  8.87663e+07
53  41  7.98968e+07
53  42  8.23191e+07
53  43  9.64163e+07
53  44  9.50761e+07
53  45  1.06237e+08
53  46  1.06755e+08
53  47  1.03244e+08
53  48  9.66546e+07
53  49  1.14609e+08
53  50  9.31195e+07
53  51  1.06384e+08
53  52  1.08283e+08
53  53  7.84135e+07
53  54  9.67228e+07
53  55  9.3848e+07
53  56  1.03158e+08
53  57  1.05694e+08
53  58  9.09297e+07
53  59  8.93706e+07
53  60  9.01345e+07
53  61  8.32291e+07
53  62  7.26117e+07
53  63  5.48978e+07
53  64  5.81978e+07
53  65  5.38488e+07
53  66  5.19458e+07
53  67  6.52223e+07
53  68  6.56311e+07
53  69  7.73972e+07
53  70  1.00735e+08
53  71  9.64512e+07
53  72  9.77118e+07
53  73  1.05497e+08
53  74  9.88719e+07
53  75  8.85221e+07
53  76  6.88761e+07
53  77  7.36483e+07
53  78  1.02878e+08
53  79  8.59171e+07
53  80  7.85229e+07
53  81  8.37042e+07
53  82  6.89665e+07
53  83  8.51404e+07
53  84  7.66102e+07
53  85  7.5225e+07
53  86  7.98361e+07
53  87  6.97127e+07
53  88  6.55425e+07
53  89  6.54424e+07
53  90  5.698e+07
53  91  5.10114e+07
53  92  5.44379e+07
53  93  5.94639e+07
53  94  4.64631e+07
53  95  4.69257e+07
53  96  4.01447e+07
53  97  4.79411e+07
53  98  4.09975e+07
53  99  3.50069e+07
53  100  5.45444e+07
54  0  8.05351e+07
54  1  5.35533e+07
54  2  5.3536e+07
54  3  5.5059e+07
54  4  5.67482e+07
54  5  6.55477e+07
54  6  8.47549e+07
54  7  6.37665e+07
54  8  7.40666e+07
54  9  8.49003e+07
54  10  8.12045e+07
54  11  7.07194e+07
54  12  5.87753e+07
54  13  7.06059e+07
54  14  7.03313e+07
54  15  7.17692e+07
54  16  7.49144e+07
54  17  7.52718e+07
54  18  6.24338e+07
54  19  6.23832e+07
54  20  6.37761e+07
54  21  6.57356e+07
54  22  6.83445e+07
54  23  7.66103e+07
54  24  7.29964e+07
54  25  7.50188e+07
54  26  7.28021e+07
54  27  8.46453e+07
54  28  8.2767e+07
54  29  9.28097e+07
54  30  9.07344e+07
54  31  8.86339e+07
54  32  7.05545e+07
54  33  8.75399e+07
54  34  9.70089e+07
54  35  8.84722e+07
54  36  7.80954e+07
54  37  8.18984e+07
54  38  8.71156e+07
54  39  8.05735e+07
54  40  1.03436e+08
54  41  8.2632e+07
54  42  9.97083e+07
54  43  8.80011e+07
54  44  9.13003e+07
54  45  1.103e+08
54  46  1.17436e+08
54  47  9.92692e+07
54  48  9.63335e+07
54  49  9.33641e+07
54  50  1.31088e+08
54  51  1.09503e+08
54  52  1.05823e+08
54  53  9.44572e+07
54  54  9.69926e+07
54  55  9.84172e+07
54  56  1.0769e+08
54  57  9.90754e+07
54  58  9.34249e+07
54  59  8.36784e+07
54  60  9.12046e+07
54  61  7.04417e+07
54  62  6.38758e+07
54  63  6.31978e+07
54  64  6.19674e+07
54  65  5.38769e+07
54  66  5.36258e+07
54  67  5.11236e+07
54  68  6.1718e+07
54  69  1.09974e+08
54  70  1.10775e+08
54  71  9.78924e+07
54  72  1.09103e+08
54  73  9.8381e+07
54  74  7.62517e+07
54  75  1.09571e+08
54  76  8.2761e+07
54  77  6.96721e+07
54  78  8.94065e+07
54  79  8.77694e+07
54  80  7.90954e+07
54  81  7.43875e+07
54  82  8.56987e+07
54  83  9.69363e+07
54  84  7.77085e+07
54  85  9.88082e+07
54  86  7.28698e+07
54  87  7.68043e+07
54  88  7.24797e+07
54  89  8.81949e+07
54  90  8.32078e+07
54  91  6.19967e+07
54  92  5.8427e+07
54  93  5.12359e+07
54  94  4.78985e+07
54  95  5.21413e+07
54  96  5.22875e+07
54  97  3.85092e+07
54  98  3.66134e+07
54  99  4.99488e+07
54  100  5.30298e+07
55  0  8.28431e+07
55  1  7.55754e+07
55  2  7.68766e+07
55  3  5.98327e+07
55  4  5.38573e+07
55  5  4.86414e+07
55  6  6.88775e+07
55  7  5.84889e+07
55  8  7.60137e+07
55  9  9.86594e+07
55  10  8.16295e+07
55  11  7.90821e+07
55  12  8.4882e+07
55  13  8.2348e+07
55  14  6.8168e+07
55  15  7.038e+07
55  16  5.39354e+07
55  17  8.20913e+07
55  18  6.51193e+07
55  19  5.77509e+07
55  20  6.93135e+07
55  21  7.37801e+07
55  22  6.12633e+07
55  23  7.72424e+07
55  24  8.14114e+07
55  25  8.83918e+07
55  26  7.07648e+07
55  27  6.82407e+07
55  28  7.09933e+07
55  29  8.15081e+07
55  30  6.60745e+07
55  31  7.01531e+07
55  32  8.78826e+07
55  33  9.27932e+07
55  34  8.64355e+07
55  35  8.89037e+07
55  36  9.88787e+07
55  37  8.89802e+07
55  38  8.85273e+07
55  39  1.02372e+08
55  40  9.42135e+07
55  41  1.02474e+08
55  42  1.03827e+08
55  43  9.22634e+07
55  44  1.01202e+08
55  45  1.01312e+08
55  46  1.09769e+08
55  47  1.13166e+08
55  48  1.00507e+08
55  49  1.13009e+08
55  50  1.1006e+08
55  51  1.15495e+08
55  52  1.11237e+08
55  53  1.08255e+08
55  54  8.80537e+07
55  55  8.65519e+07
55  56  1.25888e+08
55  57  9.68097e+07
55  58  1.055e+08
55  59  8.58329e+07
55  60  7.30042e+07
55  61  8.55459e+07
55  62  7.0376e+07
55  63  5.80242e+07
55  64  6.762e+07
55  65  5.88582e+07
55  66  4.71123e+07
55  67  4.11848e+07
55  68  6.815e+07
55  69  1.00382e+08
55  70  9.52481e+07
55  71  1.24874e+08
55  72  9.29545e+07
55  73  9.16628e+07
55  74  9.90972e+07
55  75  7.32402e+07
55  76  7.78705e+07
55  77  8.76287e+07
55  78  9.87079e+07
55  79  8.16054e+07
55  80  7.8607e+07
55  81  1.06732e+08
55  82  1.04223e+08
55  83  9.21029e+07
55  84  7.81521e+07
55  85  8.22365e+07
55  86  8.10848e+07
55  87  7.57639e+07
55  88  6.82076e+07
55  89  8.89743e+07
55  90  7.2668e+07
55  91  6.64043e+07
55  92  6.39188e+07
55  93  5.36633e+07
55  94  6.56876e+07
55  95  5.03121e+07
55  96  6.62792e+07
55  97  5.51832e+07
55  98  4.17918e+07
55  99  4.78957e+07
55  100  4.3169e+07
56  0  6.60254e+07
56  1  7.55691e+07
56  2  6.49886e+07
56  3  6.55651e+07
56  4  5.48538e+07
56  5  5.57232e+07
56  6  5.82404e+07
56  7  7.57024e+07
56  8  7.04611e+07
56  9  6.53064e+07
56  10  6.55989e+07
56  11  7.02598e+07
56  12  6.96247e+07
56  13  6.50893e+07
56  14  7.57968e+07
56  15  7.03721e+07
56  16  7.50065e+07
56  17  7.50239e+07
56  18  7.7269e+07
56  19  6.58211e+07
56  20  8.03269e+07
56  21  8.07281e+07
56  22  8.39562e+07
56  23  7.65208e+07
56  24  9.3135e+07
56  25  7.77294e+07
56  26  7.91255e+07
56  27  9.27487e+07
56  28  7.62316e+07
56  29  8.54259e+07
56  30  9.63887e+07
56  31  8.69041e+07
56  32  9.33624e+07
56  33  9.81139e+07
56  34  1.08112e+08
56  35  1.02392e+08
56  36  9.14935e+07
56  37  9.62647e+07
56  38  9.4154e+07
56  39  8.80221e+07
56  40  9.40523e+07
56  41  9.40044e+07
56  42  9.71789e+07
56  43  8.85296e+07
56  44  1.14051e+08
56  45  1.3801e+08
56  46  1.26283e+08
56  47  1.17045e+08
56  48  9.82063e+07
56  49  1.06109e+08
56  50  1.1165e+08
56  51  1.12223e+08
56  52  1.11478e+08
56  53  1.23559e+08
56  54  9.55169e+07
56  55  7.98871e+07
56  56  1.21125e+08
56  57  1.05986e+08
56  58  1.07784e+08
56  59  9.93729e+07
56  60  7.41023e+07
56  61  7.20213e+07
56  62  7.34814e+07
56  63  6.02429e+07
56  64  6.17396e+07
56  65  6.4618e+07
56  66  6.80295e+07
56  67  5.19759e+07
56  68  6.81168e+07
56  69  7.23568e+07
56  70  1.0617e+08
56  71  9.92935e+07
56  72  9.75586e+07
56  73  7.43246e+07
56  74  8.97262e+07
56  75  9.44494e+07
56  76  7.74552e+07
56  77  8.04502e+07
56  78  9.05333e+07
56  79  9.95418e+07
56  80  9.22777e+07
56  81  9.90127e+07
56  82  7.66772e+07
56  83  7.64316e+07
56  84  8.00777e+07
56  85  8.4876e+07
56  86  7.59938e+07
56  87  9.03101e+07
56  88  8.56464e+07
56  89  9.53402e+07
56  90  9.00463e+07
56  91  7.31147e+07
56  92  7.54215e+07
56  93  6.05144e+07
56  94  5.73968e+07
56  95  4.13632e+07
56  96  6.01884e+07
56  97  5.70738e+07
56  98  3.67942e+07
56  99  4.95836e+07
56  100  4.39521e+07
57  0  6.38269e+07
57  1  8.77606e+07
57  2  6.33272e+07
57  3  6.28015e+07
57  4  5.78005e+07
57  5  7.17691e+07
57  6  5.60974e+07
57  7  7.19781e+07
57  8  7.19391e+07
57  9  5.86358e+07
57  10  6.62953e+07
57  11  7.09904e+07
57  12  7.36147e+07
57  13  8.81419e+07
57  14  6.21312e+07
57  15  6.79069e+07
57  16  6.98339e+07
57  17  8.71335e+07
57  18  6.30085e+07
57  19  5.86169e+07
57  20  8.03433e+07
57  21  9.34506e+07
57  22  7.63589e+07
57  23  7.59146e+07
57  24  9.42419e+07
57  25  8.10837e+07
57  26  8.47857e+07
57  27  9.43273e+07
57  28  9.03792e+07
57  29  7.50669e+07
57  30  8.03441e+07
57  31  1.02935e+08
57  32  8.10573e+07
57  33  1.03981e+08
57  34  8.72024e+07
57  35  9.939e+07
57  36  1.05684e+08
57  37  1.02278e+08
57  38  9.09162e+07
57  39  8.63647e+07
57  40  1.00594e+08
57  41  1.14188e+08
57  42  8.6692e+07
57  43  1.20951e+08
57  44  1.07237e+08
57  45  1.30718e+08
57  46  9.19072e+07
57  47  1.14788e+08
57  48  1.06167e+08
57  49  1.25767e+08
57  50  1.15104e+08
57  51  1.10706e+08
57  52  1.01481e+08
57  53  1.22975e+08
57  54  9.33783e+07
57  55  1.1001e+08
57  56  9.39243e+07
57  57  9.6359e+07
57  58  8.86673e+07
57  59  9.30941e+07
57  60  8.29008e+07
57  61  8.24988e+07
57  62  6.62692e+07
57  63  7.65291e+07
57  64  5.98634e+07
57  65  4.99872e+07
57  66  5.93535e+07
57  67  5.54417e+07
57  68  6.95852e+07
57  69  8.87911e+07
57  70  9.81983e+07
57  71  8.88252e+07
57  72  9.88191e+07
57  73  8.75695e+07
57  74  9.31326e+07
57  75  8.12629e+07
57  76  9.80927e+07
57  77  6.43074e+07
57  78  9.97625e+07
57  79  8.54129e+07
57  80  9.50856e+07
57  81  1.02052e+08
57  82  1.27968e+08
57  83  9.26638e+07
57  84  1.03078e+08
57  85  9.78517e+07
57  86  9.73096e+07
57  87  8.39474e+07
57  88  7.07471e+07
57  89  9.88443e+07
57  90  7.9952e+07
57  91  9.07438e+07
57  92  8.13048e+07
57  93  6.68938e+07
57  94  6.8485e+07
57  95  4.49968e+07
57  96  6.69489e+07
57  97  6.34963e+07
57  98  5.51899e+07
57  99  5.11399e+07
57  100  5.3561e+07
58  0  7.45139e+07
58  1  6.67268e+07
58  2  6.72493e+07
58  3  7.12362e+07
58  4  5.26178e+07
58  5  7.26936e+07
58  6  5.58347e+07
58  7  6.16074e+07
58  8  6.72302e+07
58  9  7.65132e+07
58  10  5.83524e+07
58  11  6.60441e+07
58  12  8.12915e+07
58  13  7.65564e+07
58  14  7.12497e+07
58  15  6.16686e+07
58  16  5.14269e+07
58  17  7.20869e+07
58  18  7.62688e+07
58  19  6.62555e+07
58  20  7.10231e+07
58  21  7.9046e+07
58  22  6.74211e+07
58  23  7.56852e+07
58  24  8.71746e+07
58  25  7.57319e+07
58  26  7.98215e+07
58  27  7.62933e+07
58  28  8.99212e+07
58  29  9.07705e+07
58  30  7.40126e+07
58  31  9.77112e+07
58  32  1.02491e+08
58  33  7.73661e+07
58  34  9.29975e+07
58  35  1.08999e+08
58  36  9.32137e+07
58  37  9.61508e+07
58  38  8.10603e+07
58  39  9.42847e+07
58  40  1.10869e+08
58  41  1.13559e+08
58  42  9.86806e+07
58  43  1.02715e+08
58  44  8.89483e+07
58  45  1.32369e+08
58  46  1.27865e+08
58  47  1.17448e+08
58  48  9.82059e+07
58  49  1.12321e+08
58  50  1.14726e+08
58  51  1.14333e+08
58  52  1.13026e+08
58  53  1.04358e+08
58  54  1.11719e+08
58  55  1.04836e+08
58  56  9.40614e+07
58  57  1.01815e+08
58  58  9.44313e+07
58  59  1.00642e+08
58  60  9.06185e+07
58  61  8.85773e+07
58  62  9.36611e+07
58  63  5.4536e+07
58  64  7.08179e+07
58  65  8.24271e+07
58  66  6.91253e+07
58  67  4.90013e+07
58  68  5.00833e+07
58  69  8.41743e+07
58  70  1.02932e+08
58  71  8.08724e+07
58  72  9.30199e+07
58  73  8.89421e+07
58  74  1.0605e+08
58  75  9.79921e+07
58  76  8.517e+07
58  77  7.91332e+07
58  78  9.01436e+07
58  79  9.06808e+07
58  80  1.0131e+08
58  81  8.28319e+07
58  82  1.0393e+08
58  83  1.17965e+08
58  84  1.086e+08
58  85  8.99928e+07
58  86  9.51829e+07
58  87  9.03629e+07
58  88  1.18574e+08
58  89  9.28678e+07
58  90  1.2046e+08
58  91  7.16542e+07
58  92  8.14458e+07
58  93  6.34241e+07
58  94  6.09871e+07
58  95  6.065e+07
58  96  6.14515e+07
58  97  5.0065e+07
58  98  6.27242e+07
58  99  4.92523e+07
58  100  5.31331e+07
59  0  7.86551e+07
59  1  7.2109e+07
59  2  6.42043e+07
59  3  6.72738e+07
59  4  5.06569e+07
59  5  6.19909e+07
59  6  5.76216e+07
59  7  7.29941e+07
59  8  5.94882e+07
59  9  7.35289e+07
59  10  5.86224e+07
59  11  6.44176e+07
59  12  6.31374e+07
59  13  6.74307e+07
59  14  7.39459e+07
59  15  6.67757e+07
59  16  6.61228e+07
59  17  8.40593e+07
59  18  6.28727e+07
59  19  8.33397e+07
59  20  7.92953e+07
59  21  8.20048e+07
59  22  7.06557e+07
59  23  1.05333e+08
59  24  8.82517e+07
59  25  9.67649e+07
59  26  6.99088e+07
59  27  8.22546e+07
59  28  9.33781e+07
59  29  9.2993e+07
59  30  9.25202e+07
59  31  1.04165e+08
59  32  1.04333e+08
59  33  9.68962e+07
59  34  1.17056e+08
59  35  1.14215e+08
59  36  1.18869e+08
59  37  1.02095e+08
59  38  8.12167e+07
59  39  9.50243e+07
59  40  1.09041e+08
59  41  1.13855e+08
59  42  9.53855e+07
59  43  9.41827e+07
59  44  1.18205e+08
59  45  1.1702e+08
59  46  1.35471e+08
59  47  1.08083e+08
59  48  1.01482e+08
59  49  1.12285e+08
59  50  1.11408e+08
59  51  1.27668e+08
59  52  1.26629e+08
59  53  1.1124e+08
59  54  1.10092e+08
59  55  9.51745e+07
59  56  1.25875e+08
59  57  1.13035e+08
59  58  1.0283e+08
59  59  9.00087e+07
59  60  9.70937e+07
59  61  8.23065e+07
59  62  7.66335e+07
59  63  6.68e+07
59  64  7.21677e+07
59  65  5.83791e+07
59  66  5.58265e+07
59  67  5.10888e+07
59  68  7.46212e+07
59  69  7.67242e+07
59  70  1.05636e+08
59  71  9.02225e+07
59  72  1.06374e+08
59  73  9.19562e+07
59  74  9.70903e+07
59  75  1.00214e+08
59  76  7.09754e+07
59  77  9.35972e+07
59  78  9.9551e+07
59  79  8.99724e+07
59  80  1.37974e+08
59  81  1.09473e+08
59  82  1.05586e+08
59  83  9.94774e+07
59  84  1.00372e+08
59  85  9.95359e+07
59  86  1.01134e+08
59  87  1.00417e+08
59  88  1.09866e+08
59  89  9.19349e+07
59  90  9.36223e+07
59  91  5.10975e+07
59  92  9.06495e+07
59  93  8.97033e+07
59  94  6.864e+07
59  95  7.04614e+07
59  96  9.10036e+07
59  97  5.16567e+07
59  98  5.48004e+07
59  99  7.06215e+07
59  100  6.24667e+07
60  0  6.82911e+07
60  1  5.74573e+07
60  2  5.89062e+07
60  3  6.42731e+07
60  4  4.64663e+07
60  5  6.85282e+07
60  6  5.55128e+07
60  7  7.38223e+07
60  8  7.41723e+07
60  9  6.71018e+07
60  10  7.844e+07
60  11  5.45964e+07
60  12  6.39475e+07
60  13  6.81662e+07
60  14  6.57432e+07
60  15  7.44485e+07
60  16  9.13833e+07
60  17  8.50029e+07
60  18  8.296e+07
60  19  6.52465e+07
60  20  8.82028e+07
60  21  8.35478e+07
60  22  7.5569e+07
60  23  7.32121e+07
60  24  1.05334e+08
60  25  6.79803e+07
60  26  9.58505e+07
60  27  7.68539e+07
60  28  9.94619e+07
60  29  9.57694e+07
60  30  1.08556e+08
60  31  9.5641e+07
60  32  8.619e+07
60  33  1.02633e+08
60  34  9.66014e+07
60  35  9.80197e+07
60  36  1.32515e+08
60  37  1.11365e+08
60  38  9.74022e+07
60  39  9.04137e+07
60  40  9.31052e+07
60  41  1.03939e+08
60  42  1.13895e+08
60  43  1.04843e+08
60  44  9.5358e+07
60  45  1.14191e+08
60  46  1.30499e+08
60  47  1.09019e+08
60  48  1.1561e+08
60  49  1.23393e+08
60  50  1.00538e+08
60  51  1.10628e+08
60  52  1.16551e+08
60  53  1.24847e+08
60  54  1.18455e+08
60  55  1.01514e+08
60  56  1.05246e+08
60  57  1.06944e+08
60  58  9.49798e+07
60  59  9.93728e+07
60  60  8.08911e+07
60  61  7.99606e+07
60  62  8.59199e+07
60  63  6.92028e+07
60  64  8.34517e+07
60  65  6.75359e+07
60  66  5.40976e+07
60  67  7.14435e+07
60  68  6.31517e+07
60  69  7.81967e+07
60  70  9.21204e+07
60  71  8.65647e+07
60  72  9.40326e+07
60  73  8.7307e+07
60  74  7.60167e+07
60  75  8.64784e+07
60  76  9.31337e+07
60  77  7.7282e+07
60  78  8.48366e+07
60  79  8.74577e+07
60  80  1.04762e+08
60  81  9.31702e+07
60  82  1.03718e+08
60  83  1.29015e+08
60  84  9.44258e+07
60  85  1.0644e+08
60  86  8.71981e+07
60  87  9.63185e+07
60  88  1.00425e+08
60  89  9.78259e+07
60  90  7.67991e+07
60  91  7.72801e+07
60  92  7.69061e+07
60  93  6.12046e+07
60  94  7.19847e+07
60  95  7.1464e+07
60  96  7.53214e+07
60  97  8.95389e+07
60  98  6.06195e+07
60  99  6.25284e+07
60  100  6.69486e+07
61  0  6.89269e+07
61  1  7.42315e+07
61  2  7.16277e+07
61  3  6.89889e+07
61  4  6.68749e+07
61  5  5.30647e+07
61  6  5.81379e+07
61  7  7.25082e+07
61  8  6.41703e+07
61  9  8.43083e+07
61  10  8.63603e+07
61  11  6.98679e+07
61  12  6.8621e+07
