row  column  (images_6a.edf S-K*images_6a.edf Ar-K**2.3)
23  88  1.9734e+07
23  89  1.31985e+07
23  90  1.13891e+07
23  91  8.39107e+06
23  92  1.15836e+07
23  93  3.79178e+06
23  94  5.3904e+06
23  95  5.78449e+06
23  96  8.29826e+06
23  97  4.34572e+06
23  98  4.04424e+06
23  99  2.99238e+06
23  100  2.44106e+06
24  0  6.84121e+07
24  1  6.88657e+07
24  2  5.15799e+07
24  3  5.28454e+07
24  4  4.79746e+07
24  5  5.05949e+07
24  6  5.59608e+07
24  7  7.32888e+07
24  8  6.71115e+07
24  9  8.17243e+07
24  10  9.75207e+07
24  11  8.38912e+07
24  12  9.91346e+07
24  13  9.51516e+07
24  14  1.06913e+08
24  15  7.69179e+07
24  16  6.24061e+07
24  17  7.69389e+07
24  18  5.94594e+07
24  19  7.48891e+07
24  20  6.22566e+07
24  21  7.05563e+07
24  22  6.07178e+07
24  23  7.04433e+07
24  24  5.09535e+07
24  25  5.13343e+07
24  26  5.22353e+07
24  27  5.34534e+07
24  28  4.47777e+07
24  29  7.48465e+07
24  30  7.10797e+07
24  31  7.38099e+07
24  32  7.78097e+07
24  33  7.36824e+07
24  34  6.95244e+07
24  35  6.92511e+07
24  36  9.88071e+07
24  37  1.01014e+08
24  38  9.35862e+07
24  39  7.68691e+07
24  40  6.28111e+07
24  41  5.58102e+07
24  42  4.94784e+07
24  43  5.35555e+07
24  44  4.84058e+07
24  45  6.07895e+07
24  46  6.57673e+07
24  47  6.74973e+07
24  48  6.8373e+07
24  49  6.79839e+07
24  50  5.82481e+07
24  51  7.97204e+07
24  52  5.3409e+07
24  53  6.18824e+07
24  54  7.93725e+07
24  55  7.12172e+07
24  56  6.4301e+07
24  57  7.50803e+07
24  58  9.81058e+07
24  59  9.77538e+07
24  60  9.41083e+07
24  61  7.9964e+07
24  62  7.69833e+07
24  63  6.21517e+07
24  64  6.15421e+07
24  65  6.0388e+07
24  66  5.86573e+07
24  67  4.59245e+07
24  68  6.1064e+07
24  69  5.69593e+07
24  70  5.00433e+07
24  71  3.76767e+07
24  72  3.36952e+07
24  73  2.95948e+07
24  74  5.47622e+07
24  75  3.30033e+07
24  76  4.95003e+07
24  77  3.36799e+07
24  78  3.2518e+07
24  79  3.00528e+07
24  80  3.73349e+07
24  81  2.96673e+07
24  82  1.15719e+07
24  83  1.67208e+07
24  84  1.80329e+07
24  85  8.08938e+06
24  86  1.30879e+07
24  87  2.14745e+07
24  88  1.88315e+07
24  89  2.01214e+07
24  90  9.97434e+06
24  91  9.33036e+06
24  92  9.45079e+06
24  93  4.03384e+06
24  94  7.95666e+06
24  95  8.84328e+06
24  96  6.86948e+06
24  97  3.10476e+06
24  98  5.89703e+06
24  99  1.57216e+06
24  100  5.76231e+06
25  0  7.68633e+07
25  1  6.27923e+07
25  2  4.93967e+07
25  3  4.9805e+07
25  4  6.66953e+07
25  5  5.76763e+07
25  6  7.21036e+07
25  7  7.08461e+07
25  8  7.25726e+07
25  9  8.52426e+07
25  10  8.84934e+07
25  11  9.44505e+07
25  12  8.58634e+07
25  13  8.43591e+07
25  14  8.85531e+07
25  15  7.64091e+07
25  16  7.94149e+07
25  17  8.22469e+07
25  18  8.26992e+07
25  19  6.84748e+07
25  20  6.93178e+07
25  21  6.94129e+07
25  22  5.42134e+07
25  23  6.06641e+07
25  24  4.56308e+07
25  25  4.53697e+07
25  26  5.50187e+07
25  27  5.85887e+07
25  28  7.78372e+07
25  29  6.99663e+07
25  30  8.6757e+07
25  31  8.62168e+07
25  32  7.84523e+07
25  33  7.00394e+07
25  34  8.09824e+07
25  35  8.67659e+07
25  36  1.12224e+08
25  37  9.30591e+07
25  38  8.12592e+07
25  39  8.64897e+07
25  40  5.22926e+07
25  41  3.62372e+07
25  42  5.22646e+07
25  43  4.76623e+07
25  44  6.79603e+07
25  45  6.53642e+07
25  46  5.27597e+07
25  47  5.58358e+07
25  48  6.42418e+07
25  49  7.09557e+07
25  50  6.91038e+07
25  51  4.75542e+07
25  52  4.37309e+07
25  53  7.28643e+07
25  54  8.17426e+07
25  55  7.56584e+07
25  56  6.91541e+07
25  57  9.38447e+07
25  58  8.60551e+07
25  59  8.38626e+07
25  60  6.91397e+07
25  61  6.71238e+07
25  62  7.30231e+07
25  63  7.00555e+07
25  64  6.93023e+07
25  65  5.75922e+07
25  66  4.81092e+07
25  67  6.26593e+07
25  68  6.76919e+07
25  69  4.91185e+07
25  70  3.6368e+07
25  71  3.71032e+07
25  72  2.47761e+07
25  73  4.73702e+07
25  74  6.22711e+07
25  75  3.38477e+07
25  76  3.43781e+07
25  77  2.81941e+07
25  78  3.98202e+07
25  79  4.42614e+07
25  80  3.68376e+07
25  81  2.55654e+07
25  82  2.57095e+07
25  83  1.47898e+07
25  84  1.0854e+07
25  85  1.11342e+07
25  86  1.56659e+07
25  87  1.53111e+07
25  88  2.4968e+07
25  89  1.65341e+07
25  90  1.48991e+07
25  91  2.00607e+06
25  92  1.15993e+07
25  93  1.21445e+07
25  94  8.02413e+06
25  95  7.15793e+06
25  96  1.75842e+07
25  97  4.45969e+06
25  98  2.05426e+06
25  99  5.21499e+06
25  100  2.47529e+06
26  0  5.97633e+07
26  1  7.48604e+07
26  2  5.40301e+07
26  3  3.88424e+07
26  4  5.57455e+07
26  5  7.27992e+07
26  6  7.43096e+07
26  7  8.00097e+07
26  8  5.7117e+07
26  9  7.51332e+07
26  10  8.45707e+07
26  11  8.62342e+07
26  12  8.67862e+07
26  13  9.81304e+07
26  14  9.64148e+07
26  15  7.91601e+07
26  16  7.54723e+07
26  17  9.02447e+07
26  18  6.88386e+07
26  19  6.7774e+07
26  20  6.54989e+07
26  21  6.33399e+07
26  22  6.35715e+07
26  23  5.96248e+07
26  24  4.3709e+07
26  25  5.34672e+07
26  26  5.17331e+07
26  27  5.56939e+07
26  28  6.69315e+07
26  29  6.48312e+07
26  30  7.23163e+07
26  31  7.92029e+07
26  32  8.90085e+07
26  33  9.07645e+07
26  34  6.94758e+07
26  35  1.04284e+08
26  36  1.08157e+08
26  37  9.48085e+07
26  38  1.01541e+08
26  39  6.94429e+07
26  40  3.78217e+07
26  41  3.96429e+07
26  42  4.44058e+07
26  43  4.66151e+07
26  44  7.70832e+07
26  45  8.23305e+07
26  46  7.98034e+07
26  47  6.19373e+07
26  48  6.52828e+07
26  49  7.36313e+07
26  50  6.21426e+07
26  51  6.02431e+07
26  52  6.00159e+07
26  53  5.86377e+07
26  54  7.24202e+07
26  55  8.6568e+07
26  56  7.34111e+07
26  57  1.03046e+08
26  58  9.86031e+07
26  59  9.36633e+07
26  60  6.75159e+07
26  61  6.71181e+07
26  62  8.16704e+07
26  63  1.01848e+08
26  64  7.54643e+07
26  65  6.10507e+07
26  66  5.48813e+07
26  67  5.79197e+07
26  68  4.38512e+07
26  69  6.07608e+07
26  70  4.29259e+07
26  71  3.61024e+07
26  72  4.25619e+07
26  73  4.22362e+07
26  74  2.65797e+07
26  75  2.5558e+07
26  76  3.58268e+07
26  77  3.21653e+07
26  78  3.22706e+07
26  79  4.35981e+07
26  80  4.22493e+07
26  81  2.49304e+07
26  82  2.5691e+07
26  83  1.32838e+07
26  84  1.64479e+07
26  85  9.82088e+06
26  86  2.08801e+07
26  87  1.60849e+07
26  88  9.93217e+06
26  89  1.37306e+07
26  90  1.71867e+07
26  91  7.08433e+06
26  92  1.88285e+07
26  93  8.289e+06
26  94  1.27647e+07
26  95  1.00898e+07
26  96  9.04351e+06
26  97  1.27821e+07
26  98  7.375e+06
26  99  9.40555e+06
26  100  6.59895e+06
27  0  6.48963e+07
27  1  4.68971e+07
27  2  5.71947e+07
27  3  4.33333e+07
27  4  4.69353e+07
27  5  6.09333e+07
27  6  5.7392e+07
27  7  5.29646e+07
27  8  7.01676e+07
27  9  7.03795e+07
27  10  9.3148e+07
27  11  8.96337e+07
27  12  8.07667e+07
27  13  9.46715e+07
27  14  8.54278e+07
27  15  7.24246e+07
27  16  7.8753e+07
27  17  7.11582e+07
27  18  6.7588e+07
27  19  7.23367e+07
27  20  6.60919e+07
27  21  6.59382e+07
27  22  6.1906e+07
27  23  5.47263e+07
27  24  5.95214e+07
27  25  5.27039e+07
27  26  5.33609e+07
27  27  6.82698e+07
27  28  5.54449e+07
27  29  6.97927e+07
27  30  7.55816e+07
27  31  9.28258e+07
27  32  7.41626e+07
27  33  6.62981e+07
27  34  7.42855e+07
27  35  9.48083e+07
27  36  1.10911e+08
27  37  1.002e+08
27  38  8.55072e+07
27  39  7.98231e+07
27  40  5.05269e+07
27  41  4.78805e+07
27  42  3.68845e+07
27  43  3.7758e+07
27  44  7.49404e+07
27  45  8.67493e+07
27  46  6.56251e+07
27  47  5.88933e+07
27  48  4.99844e+07
27  49  7.57328e+07
27  50  6.04986e+07
27  51  5.05764e+07
27  52  4.59214e+07
27  53  5.88203e+07
27  54  8.1651e+07
27  55  7.2224e+07
27  56  7.32248e+07
27  57  9.61897e+07
27  58  1.29993e+08
27  59  8.74296e+07
27  60  9.39895e+07
27  61  8.7887e+07
27  62  7.39455e+07
27  63  6.44768e+07
27  64  5.83706e+07
27  65  4.99075e+07
27  66  5.74481e+07
27  67  5.65617e+07
27  68  5.33838e+07
27  69  5.2321e+07
27  70  3.9207e+07
27  71  3.5566e+07
27  72  5.78711e+07
27  73  3.57413e+07
27  74  3.09043e+07
27  75  3.21632e+07
27  76  4.69502e+07
27  77  3.4182e+07
27  78  4.06158e+07
27  79  5.40517e+07
27  80  5.16044e+07
27  81  2.90007e+07
27  82  2.77624e+07
27  83  2.9681e+07
27  84  1.85658e+07
27  85  2.2803e+07
27  86  1.56791e+07
27  87  2.54652e+07
27  88  2.05009e+07
27  89  2.06165e+07
27  90  1.79167e+07
27  91  1.00004e+07
27  92  9.00011e+06
27  93  1.00651e+07
27  94  2.05441e+07
27  95  1.48848e+07
27  96  1.98004e+07
27  97  9.29112e+06
27  98  1.32634e+07
27  99  5.16529e+06
27  100  3.85894e+06
28  0  8.60802e+07
28  1  6.89726e+07
28  2  6.35788e+07
28  3  4.56382e+07
28  4  3.55832e+07
28  5  5.63776e+07
28  6  5.18571e+07
28  7  7.30217e+07
28  8  6.35711e+07
28  9  6.1991e+07
28  10  8.15862e+07
28  11  7.87694e+07
28  12  7.94538e+07
28  13  8.14794e+07
28  14  9.50734e+07
28  15  9.58361e+07
28  16  8.02532e+07
28  17  7.92154e+07
28  18  8.75511e+07
28  19  6.86265e+07
28  20  5.56861e+07
28  21  8.81486e+07
28  22  5.71982e+07
28  23  6.06419e+07
28  24  5.94161e+07
28  25  5.15173e+07
28  26  4.95661e+07
28  27  6.32568e+07
28  28  7.58371e+07
28  29  6.49216e+07
28  30  7.3723e+07
28  31  7.52595e+07
28  32  6.76826e+07
28  33  7.55913e+07
28  34  7.20965e+07
28  35  7.94626e+07
28  36  1.03591e+08
28  37  1.06216e+08
28  38  1.06556e+08
28  39  8.26774e+07
28  40  7.43165e+07
28  41  5.70772e+07
28  42  5.42386e+07
28  43  5.09446e+07
28  44  6.8178e+07
28  45  9.08112e+07
28  46  8.60277e+07
28  47  5.27163e+07
28  48  5.74237e+07
28  49  6.31245e+07
28  50  6.26383e+07
28  51  5.5233e+07
28  52  5.42926e+07
28  53  6.8979e+07
28  54  5.4069e+07
28  55  7.31044e+07
28  56  8.63885e+07
28  57  6.82663e+07
28  58  9.31432e+07
28  59  1.0488e+08
28  60  8.55995e+07
28  61  7.42457e+07
28  62  7.44629e+07
28  63  7.5852e+07
28  64  7.21148e+07
28  65  6.86581e+07
28  66  5.56608e+07
28  67  5.11639e+07
28  68  5.36416e+07
28  69  6.87987e+07
28  70  3.84312e+07
28  71  5.33115e+07
28  72  3.2024e+07
28  73  3.34079e+07
28  74  3.68145e+07
28  75  4.19405e+07
28  76  3.92905e+07
28  77  4.86633e+07
28  78  4.07592e+07
28  79  4.35614e+07
28  80  3.37824e+07
28  81  3.93708e+07
28  82  2.81146e+07
28  83  3.27937e+07
28  84  1.95636e+07
28  85  1.86199e+07
28  86  1.45048e+07
28  87  4.13071e+07
28  88  2.19552e+07
28  89  1.17452e+07
28  90  7.06807e+06
28  91  2.26037e+07
28  92  2.44541e+07
28  93  1.16196e+07
28  94  1.3591e+07
28  95  1.70217e+07
28  96  1.37006e+07
28  97  1.10329e+07
28  98  4.36575e+06
28  99  9.08663e+06
28  100  969573
29  0  7.56036e+07
29  1  5.78637e+07
29  2  4.73414e+07
29  3  3.92701e+07
29  4  4.68192e+07
29  5  5.95352e+07
29  6  6.47172e+07
29  7  7.26365e+07
29  8  6.21002e+07
29  9  7.24688e+07
29  10  8.11902e+07
29  11  7.56099e+07
29  12  8.55153e+07
29  13  9.24107e+07
29  14  9.63639e+07
29  15  8.55895e+07
29  16  9.05459e+07
29  17  7.90081e+07
29  18  6.96416e+07
29  19  7.30408e+07
29  20  7.89338e+07
29  21  6.15378e+07
29  22  6.4387e+07
29  23  6.10586e+07
29  24  6.20828e+07
29  25  6.50511e+07
29  26  6.48908e+07
29  27  6.32316e+07
29  28  7.39879e+07
29  29  6.3196e+07
29  30  8.95741e+07
29  31  7.13356e+07
29  32  8.26157e+07
29  33  6.35394e+07
29  34  7.3733e+07
29  35  8.79713e+07
29  36  1.18857e+08
29  37  1.17755e+08
29  38  9.02961e+07
29  39  7.02027e+07
29  40  6.65285e+07
29  41  5.0688e+07
29  42  3.51696e+07
29  43  5.24975e+07
29  44  7.41725e+07
29  45  8.66735e+07
29  46  7.88991e+07
29  47  5.60283e+07
29  48  6.4805e+07
29  49  5.97125e+07
29  50  7.08633e+07
29  51  4.97771e+07
29  52  5.45965e+07
29  53  6.15822e+07
29  54  6.13566e+07
29  55  7.7556e+07
29  56  7.9212e+07
29  57  7.84119e+07
29  58  1.24958e+08
29  59  1.14791e+08
29  60  9.29586e+07
29  61  8.08322e+07
29  62  8.71407e+07
29  63  7.69586e+07
29  64  6.77982e+07
29  65  6.99235e+07
29  66  5.60121e+07
29  67  6.36451e+07
29  68  5.44099e+07
29  69  5.06725e+07
29  70  4.90834e+07
29  71  3.686e+07
29  72  2.96282e+07
29  73  4.39157e+07
29  74  3.294e+07
29  75  3.68878e+07
29  76  3.9887e+07
29  77  4.036e+07
29  78  5.01597e+07
29  79  3.94783e+07
29  80  4.07333e+07
29  81  4.0351e+07
29  82  2.49089e+07
29  83  2.56667e+07
29  84  1.32793e+07
29  85  4.50069e+07
29  86  3.43091e+07
29  87  2.79088e+07
29  88  1.95622e+07
29  89  2.29749e+07
29  90  9.49573e+06
29  91  1.73338e+07
29  92  2.88214e+07
29  93  1.64197e+07
29  94  1.92733e+07
29  95  1.50001e+07
29  96  1.68568e+07
29  97  1.03081e+07
29  98  5.90754e+06
29  99  5.30149e+06
29  100  8.38832e+06
30  0  6.35918e+07
30  1  5.81196e+07
30  2  5.64799e+07
30  3  4.9384e+07
30  4  4.38596e+07
30  5  6.68503e+07
30  6  5.7663e+07
30  7  8.35012e+07
30  8  6.3127e+07
30  9  7.64777e+07
30  10  9.03761e+07
30  11  8.48671e+07
30  12  7.31577e+07
30  13  8.34305e+07
30  14  7.00835e+07
30  15  7.62802e+07
30  16  6.50639e+07
30  17  7.37651e+07
30  18  6.79553e+07
30  19  7.48967e+07
30  20  7.36638e+07
30  21  7.13749e+07
30  22  5.8603e+07
30  23  7.5061e+07
30  24  6.07491e+07
30  25  6.42004e+07
30  26  6.56766e+07
30  27  6.51721e+07
30  28  5.55403e+07
30  29  7.04139e+07
30  30  7.80833e+07
30  31  7.25732e+07
30  32  7.88244e+07
30  33  7.05756e+07
30  34  6.96897e+07
30  35  8.13107e+07
30  36  1.24271e+08
30  37  1.20005e+08
30  38  1.00433e+08
30  39  7.58527e+07
30  40  5.17581e+07
30  41  6.3135e+07
30  42  4.32181e+07
30  43  5.02065e+07
30  44  7.58386e+07
30  45  7.84056e+07
30  46  9.36486e+07
30  47  8.0378e+07
30  48  6.14925e+07
30  49  7.23512e+07
30  50  5.02808e+07
30  51  4.44844e+07
30  52  4.81578e+07
30  53  4.84176e+07
30  54  6.5422e+07
30  55  9.29968e+07
30  56  8.42867e+07
30  57  9.20998e+07
30  58  1.12625e+08
30  59  1.00661e+08
30  60  7.81897e+07
30  61  6.07062e+07
30  62  9.11137e+07
30  63  8.19149e+07
30  64  8.32675e+07
30  65  7.40176e+07
30  66  5.07264e+07
30  67  7.95969e+07
30  68  6.46224e+07
30  69  5.15825e+07
30  70  4.8368e+07
30  71  3.44944e+07
30  72  3.35496e+07
30  73  5.49545e+07
30  74  4.07072e+07
30  75  2.87905e+07
30  76  4.51159e+07
30  77  3.79538e+07
30  78  3.97689e+07
30  79  4.59405e+07
30  80  5.41907e+07
30  81  4.25409e+07
30  82  3.61436e+07
30  83  3.41004e+07
30  84  2.40155e+07
30  85  7.98045e+06
30  86  1.86743e+07
30  87  3.54222e+07
30  88  3.13594e+07
30  89  1.47939e+07
30  90  1.70559e+07
30  91  1.96841e+07
30  92  9.45293e+06
30  93  2.09991e+07
30  94  1.82342e+07
30  95  2.08635e+07
30  96  2.19337e+07
30  97  7.56755e+06
30  98  1.43085e+07
30  99  9.97372e+06
30  100  0
31  0  6.23918e+07
31  1  5.89956e+07
31  2  4.19404e+07
31  3  4.33307e+07
31  4  4.2025e+07
31  5  6.14375e+07
31  6  6.52129e+07
31  7  7.72637e+07
31  8  6.90576e+07
31  9  6.01978e+07
31  10  8.70296e+07
31  11  7.34331e+07
31  12  8.99707e+07
31  13  1.03194e+08
31  14  9.43984e+07
31  15  8.23917e+07
31  16  6.61507e+07
31  17  8.88402e+07
31  18  8.3995e+07
31  19  6.8151e+07
31  20  6.70746e+07
31  21  8.51416e+07
31  22  5.20127e+07
31  23  4.9878e+07
31  24  6.25623e+07
31  25  7.22904e+07
31  26  6.36166e+07
31  27  6.25184e+07
31  28  5.73421e+07
31  29  6.17665e+07
31  30  7.30802e+07
31  31  7.31334e+07
31  32  7.75648e+07
31  33  6.92864e+07
31  34  6.28822e+07
31  35  8.40409e+07
31  36  1.27075e+08
31  37  1.32378e+08
31  38  1.01525e+08
31  39  6.99197e+07
31  40  7.11691e+07
31  41  5.57144e+07
31  42  4.32933e+07
31  43  6.66552e+07
31  44  7.49249e+07
31  45  9.13169e+07
31  46  7.83692e+07
31  47  5.60814e+07
31  48  5.39307e+07
31  49  7.07784e+07
31  50  5.25918e+07
31  51  3.89014e+07
31  52  4.03729e+07
31  53  5.97378e+07
31  54  6.73366e+07
31  55  7.74433e+07
31  56  8.31027e+07
31  57  8.58941e+07
31  58  1.00321e+08
31  59  9.64904e+07
31  60  9.95756e+07
31  61  8.86419e+07
31  62  7.20912e+07
31  63  7.53311e+07
31  64  6.88381e+07
31  65  5.58634e+07
31  66  6.83829e+07
31  67  6.35394e+07
31  68  6.89231e+07
31  69  4.84177e+07
31  70  5.15185e+07
31  71  4.34781e+07
31  72  3.79872e+07
31  73  3.96484e+07
31  74  3.99622e+07
31  75  2.48613e+07
31  76  4.51382e+07
31  77  3.62794e+07
31  78  4.55382e+07
31  79  5.25491e+07
31  80  5.94857e+07
31  81  4.1006e+07
31  82  2.94859e+07
31  83  2.51113e+07
31  84  2.33423e+07
31  85  2.16648e+07
31  86  2.67556e+07
31  87  2.51461e+07
31  88  1.72888e+07
31  89  1.70852e+07
31  90  1.49893e+07
31  91  1.40779e+07
31  92  9.81192e+06
31  93  1.57734e+07
31  94  2.58069e+07
31  95  8.48459e+06
31  96  1.90501e+07
31  97  1.17978e+07
31  98  1.15688e+07
31  99  4.8714e+06
31  100  6.15297e+06
32  0  5.95994e+07
32  1  6.85192e+07
32  2  4.99294e+07
32  3  4.46985e+07
32  4  4.88041e+07
32  5  5.21942e+07
32  6  7.10115e+07
32  7  7.53782e+07
32  8  6.97418e+07
32  9  7.20343e+07
32  10  8.63554e+07
32  11  8.77041e+07
32  12  9.06965e+07
32  13  8.92005e+07
32  14  8.92065e+07
32  15  8.50291e+07
32  16  8.4492e+07
32  17  7.74513e+07
32  18  8.32166e+07
32  19  7.39314e+07
32  20  6.85281e+07
32  21  6.77858e+07
32  22  7.04199e+07
32  23  5.46518e+07
32  24  7.11364e+07
32  25  8.62888e+07
32  26  5.58384e+07
32  27  5.02119e+07
32  28  5.82749e+07
32  29  8.15406e+07
32  30  8.01553e+07
32  31  8.69738e+07
32  32  6.74652e+07
32  33  7.03606e+07
32  34  7.51241e+07
32  35  8.89327e+07
32  36  1.14717e+08
32  37  8.67396e+07
32  38  9.2044e+07
32  39  8.72916e+07
32  40  8.39541e+07
32  41  4.70359e+07
32  42  4.79267e+07
32  43  5.56367e+07
32  44  6.46951e+07
32  45  9.09514e+07
32  46  9.48814e+07
32  47  8.93243e+07
32  48  7.00169e+07
32  49  6.58744e+07
32  50  5.37054e+07
32  51  5.52139e+07
32  52  6.11353e+07
32  53  4.32173e+07
32  54  6.84995e+07
32  55  6.43933e+07
32  56  6.28939e+07
32  57  7.72488e+07
32  58  1.27628e+08
32  59  1.00297e+08
32  60  9.09091e+07
32  61  9.33018e+07
32  62  8.77758e+07
32  63  7.743e+07
32  64  7.66746e+07
32  65  5.96182e+07
32  66  7.63707e+07
32  67  6.27351e+07
32  68  6.47026e+07
32  69  6.25099e+07
32  70  3.75414e+07
32  71  5.49269e+07
32  72  4.29967e+07
32  73  4.07212e+07
32  74  3.75978e+07
32  75  4.67513e+07
32  76  5.28802e+07
32  77  3.71558e+07
32  78  4.10149e+07
32  79  5.7311e+07
32  80  4.70931e+07
32  81  5.65478e+07
32  82  2.46542e+07
32  83  3.91483e+07
32  84  2.36136e+07
32  85  2.96045e+07
32  86  2.71819e+07
32  87  2.95934e+07
32  88  1.56922e+07
32  89  1.82272e+07
32  90  3.3205e+07
32  91  8.643e+06
32  92  1.37296e+07
32  93  1.9969e+07
32  94  2.58241e+07
32  95  1.72901e+07
32  96  2.00918e+07
32  97  1.03894e+07
32  98  2.96137e+06
32  99  1.17317e+07
32  100  1.16518e+07
33  0  5.81265e+07
33  1  7.00781e+07
33  2  6.44438e+07
33  3  4.0814e+07
33  4  4.23228e+07
33  5  5.08661e+07
33  6  6.74323e+07
33  7  6.57205e+07
33  8  6.77903e+07
33  9  5.59354e+07
33  10  8.05472e+07
33  11  7.76524e+07
33  12  8.89534e+07
33  13  8.07778e+07
33  14  9.33504e+07
33  15  9.71659e+07
33  16  7.65964e+07
33  17  7.95002e+07
33  18  9.0239e+07
33  19  6.75342e+07
33  20  6.59619e+07
33  21  5.70451e+07
33  22  6.08925e+07
33  23  5.19576e+07
33  24  7.69267e+07
33  25  7.84522e+07
33  26  7.90102e+07
33  27  7.69652e+07
33  28  6.61681e+07
33  29  4.95742e+07
33  30  7.1604e+07
33  31  7.27489e+07
33  32  7.82082e+07
33  33  7.82049e+07
33  34  6.2592e+07
33  35  9.43697e+07
33  36  1.08032e+08
33  37  1.22437e+08
33  38  1.22143e+08
33  39  8.33959e+07
33  40  6.04985e+07
33  41  4.8386e+07
33  42  4.81548e+07
33  43  6.64528e+07
33  44  8.53787e+07
33  45  9.48822e+07
33  46  8.83651e+07
33  47  6.77236e+07
33  48  6.1853e+07
33  49  6.28898e+07
33  50  5.43573e+07
33  51  5.3831e+07
33  52  4.7518e+07
33  53  4.92106e+07
33  54  7.22831e+07
33  55  7.16525e+07
33  56  6.48873e+07
33  57  9.78461e+07
33  58  9.85848e+07
33  59  9.3549e+07
33  60  8.38117e+07
33  61  8.83914e+07
33  62  7.41724e+07
33  63  7.3535e+07
33  64  6.88198e+07
33  65  6.48339e+07
33  66  6.35416e+07
33  67  4.4923e+07
33  68  5.4827e+07
33  69  5.37604e+07
33  70  5.08678e+07
33  71  6.347e+07
33  72  3.7667e+07
33  73  5.07229e+07
33  74  6.88118e+07
33  75  4.21097e+07
33  76  4.2591e+07
33  77  3.64491e+07
33  78  2.92714e+07
33  79  5.30852e+07
33  80  7.44172e+07
33  81  6.62979e+07
33  82  2.5381e+07
33  83  2.59223e+07
33  84  3.61849e+07
33  85  3.33268e+07
33  86  1.73776e+07
33  87  3.30007e+07
33  88  3.0613e+07
33  89  2.71099e+07
33  90  3.04019e+07
33  91  1.55829e+07
33  92  2.1337e+07
33  93  1.85487e+07
33  94  3.24494e+07
33  95  2.79271e+07
33  96  1.96818e+07
33  97  2.06543e+07
33  98  8.66175e+06
33  99  8.10705e+06
33  100  3.40164e+06
34  0  6.61848e+07
34  1  5.9472e+07
34  2  6.36855e+07
34  3  3.97418e+07
34  4  4.798e+07
34  5  5.34585e+07
34  6  7.06605e+07
34  7  6.16719e+07
34  8  6.40628e+07
34  9  9.21108e+07
34  10  7.90156e+07
34  11  9.57686e+07
34  12  8.71498e+07
34  13  1.2029e+08
34  14  7.98257e+07
34  15  9.21358e+07
34  16  6.72371e+07
34  17  8.96242e+07
34  18  7.82306e+07
34  19  7.51678e+07
34  20  7.47331e+07
34  21  7.49042e+07
34  22  7.38637e+07
34  23  7.20779e+07
34  24  8.42796e+07
34  25  8.71321e+07
34  26  7.59855e+07
34  27  5.71182e+07
34  28  5.54268e+07
34  29  7.12924e+07
34  30  7.87336e+07
34  31  8.51754e+07
34  32  8.4886e+07
34  33  8.78798e+07
34  34  8.50081e+07
34  35  8.77181e+07
34  36  1.02536e+08
34  37  1.36931e+08
34  38  8.72139e+07
34  39  9.55925e+07
34  40  8.2569e+07
34  41  5.71193e+07
34  42  5.53792e+07
34  43  4.96375e+07
34  44  8.4682e+07
34  45  9.30527e+07
34  46  8.60402e+07
34  47  8.83568e+07
34  48  7.86025e+07
34  49  7.0566e+07
34  50  5.2155e+07
34  51  5.64341e+07
34  52  4.75961e+07
34  53  4.93179e+07
34  54  6.42103e+07
34  55  6.71117e+07
34  56  6.72895e+07
34  57  8.32614e+07
34  58  9.67291e+07
34  59  9.44397e+07
34  60  7.71683e+07
34  61  9.27881e+07
34  62  7.9705e+07
34  63  7.8545e+07
34  64  8.78071e+07
34  65  7.90876e+07
34  66  6.19422e+07
34  67  5.60609e+07
34  68  7.42805e+07
34  69  5.89445e+07
34  70  4.59009e+07
34  71  5.0285e+07
34  72  4.54871e+07
34  73  5.10046e+07
34  74  6.24362e+07
34  75  3.43904e+07
34  76  5.18394e+07
34  77  5.35344e+07
34  78  5.04919e+07
34  79  4.76234e+07
34  80  5.24508e+07
34  81  4.17003e+07
34  82  4.13312e+07
34  83  3.16094e+07
34  84  4.03076e+07
34  85  3.26156e+07
34  86  3.889e+07
34  87  3.61077e+07
34  88  3.71652e+07
34  89  1.84238e+07
34  90  3.23004e+07
34  91  2.2842e+07
34  92  2.03217e+07
34  93  4.05353e+07
34  94  2.90167e+07
34  95  4.8938e+07
34  96  1.64121e+07
34  97  1.69856e+07
34  98  2.01068e+07
34  99  1.16484e+07
34  100  7.60786e+06
35  0  5.86992e+07
35  1  7.13466e+07
35  2  4.03711e+07
35  3  3.47876e+07
35  4  4.23778e+07
35  5  6.16431e+07
35  6  7.91074e+07
35  7  5.73449e+07
35  8  7.25558e+07
35  9  6.82939e+07
35  10  8.8484e+07
35  11  8.056e+07
35  12  7.26774e+07
35  13  9.09003e+07
35  14  8.60929e+07
35  15  8.38111e+07
35  16  8.23819e+07
35  17  7.83592e+07
35  18  7.83371e+07
35  19  6.40435e+07
35  20  6.03203e+07
35  21  7.04388e+07
35  22  6.799e+07
35  23  6.28337e+07
35  24  6.93736e+07
35  25  7.50344e+07
35  26  7.19262e+07
35  27  6.91987e+07
35  28  7.17222e+07
35  29  7.68412e+07
35  30  6.76295e+07
35  31  7.62728e+07
35  32  7.21274e+07
35  33  8.09666e+07
35  34  7.44061e+07
35  35  9.11754e+07
35  36  1.14295e+08
35  37  1.4827e+08
35  38  1.12592e+08
35  39  9.11467e+07
35  40  6.37071e+07
