row  column  (images_6a.edf Zn-K*images_6a.edf Ar-K**2.3)
52  20  5.4551e+07
52  21  5.95351e+07
52  22  8.72118e+07
52  23  1.08118e+08
52  24  5.17195e+07
52  25  5.56698e+07
52  26  4.15761e+07
52  27  9.39358e+07
52  28  6.17812e+07
52  29  6.02799e+07
52  30  6.99954e+07
52  31  7.60487e+07
52  32  7.85624e+07
52  33  8.59735e+07
52  34  7.42284e+07
52  35  1.00622e+08
52  36  7.98129e+07
52  37  5.9114e+07
52  38  6.143e+07
52  39  8.64357e+07
52  40  7.83772e+07
52  41  7.08235e+07
52  42  6.96527e+07
52  43  7.89231e+07
52  44  7.18125e+07
52  45  6.24075e+07
52  46  6.40215e+07
52  47  8.37814e+07
52  48  5.17529e+07
52  49  6.76099e+07
52  50  7.74895e+07
52  51  5.99285e+07
52  52  6.16271e+07
52  53  2.86143e+07
52  54  3.58278e+07
52  55  7.13247e+07
52  56  6.83434e+07
52  57  9.66962e+07
52  58  6.59798e+07
52  59  4.4047e+07
52  60  5.94077e+07
52  61  1.03982e+08
52  62  4.39879e+07
52  63  2.73988e+07
52  64  2.70759e+07
52  65  4.65056e+07
52  66  2.50015e+07
52  67  1.8047e+07
52  68  5.27906e+07
52  69  5.59565e+07
52  70  7.56775e+07
52  71  7.35817e+07
52  72  8.17037e+07
52  73  8.81959e+07
52  74  6.15814e+07
52  75  7.90352e+07
52  76  3.46557e+07
52  77  5.21248e+07
52  78  6.86929e+07
52  79  4.87931e+07
52  80  5.06393e+07
52  81  5.82351e+07
52  82  6.82371e+07
52  83  6.04075e+07
52  84  6.80135e+07
52  85  7.18724e+07
52  86  4.95926e+07
52  87  4.49391e+07
52  88  3.57713e+07
52  89  5.28509e+07
52  90  5.25353e+07
52  91  8.31981e+07
52  92  5.97915e+07
52  93  3.37661e+07
52  94  0
52  95  4.61694e+07
52  96  6.6951e+07
52  97  3.16723e+07
52  98  4.20981e+07
52  99  5.74481e+07
52  100  5.04049e+07
53  0  9.05952e+07
53  1  9.35942e+07
53  2  5.84104e+07
53  3  6.11653e+07
53  4  5.25175e+07
53  5  6.45128e+07
53  6  5.05874e+07
53  7  5.02637e+07
53  8  4.58948e+07
53  9  6.28357e+07
53  10  5.29174e+07
53  11  8.23905e+07
53  12  5.97294e+07
53  13  5.08647e+07
53  14  5.08361e+07
53  15  4.66203e+07
53  16  4.78476e+07
53  17  4.15987e+07
53  18  6.01189e+07
53  19  3.69088e+07
53  20  4.03523e+07
53  21  6.91086e+07
53  22  7.11307e+07
53  23  6.47911e+07
53  24  6.11163e+07
53  25  1.1529e+07
53  26  5.77419e+07
53  27  6.16166e+07
53  28  5.16547e+07
53  29  6.67383e+07
53  30  6.18106e+07
53  31  7.84753e+07
53  32  7.06383e+07
53  33  7.05768e+07
53  34  7.43652e+07
53  35  8.61445e+07
53  36  8.79976e+07
53  37  7.96765e+07
53  38  7.61557e+07
53  39  8.56423e+07
53  40  8.57062e+07
53  41  5.86654e+07
53  42  9.32099e+07
53  43  8.12695e+07
53  44  6.49094e+07
53  45  8.60804e+07
53  46  7.34418e+07
53  47  6.23813e+07
53  48  6.86492e+07
53  49  8.57654e+07
53  50  8.73058e+07
53  51  1.01177e+08
53  52  6.99035e+07
53  53  4.86572e+07
53  54  3.75217e+07
53  55  4.54364e+07
53  56  1.00063e+08
53  57  9.99163e+07
53  58  6.31666e+07
53  59  5.06406e+07
53  60  7.31472e+07
53  61  6.40119e+07
53  62  5.21294e+07
53  63  4.05558e+07
53  64  4.80748e+07
53  65  3.37328e+07
53  66  2.05905e+07
53  67  2.57896e+07
53  68  2.72649e+07
53  69  6.92253e+07
53  70  8.21313e+07
53  71  7.12139e+07
53  72  8.39091e+07
53  73  9.38479e+07
53  74  6.55636e+07
53  75  1.05043e+08
53  76  6.13306e+07
53  77  6.36896e+07
53  78  8.90347e+07
53  79  6.82501e+07
53  80  1.12068e+08
53  81  7.2597e+07
53  82  6.05494e+07
53  83  7.52331e+07
53  84  6.69117e+07
53  85  5.77887e+07
53  86  7.04037e+07
53  87  5.75444e+07
53  88  5.69791e+07
53  89  4.75235e+07
53  90  7.59405e+07
53  91  8.01007e+07
53  92  4.79707e+07
53  93  3.66434e+07
53  94  3.94534e+07
53  95  5.08828e+07
53  96  5.52974e+07
53  97  5.46337e+07
53  98  2.55933e+07
53  99  4.49603e+07
53  100  3.50442e+07
54  0  1.15995e+08
54  1  1.03716e+08
54  2  8.33904e+07
54  3  6.8037e+07
54  4  6.57073e+07
54  5  7.91836e+07
54  6  5.51024e+07
54  7  5.82622e+07
54  8  4.59281e+07
54  9  7.04518e+07
54  10  7.20153e+07
54  11  6.02467e+07
54  12  4.71043e+07
54  13  5.44863e+07
54  14  3.80056e+07
54  15  4.49033e+07
54  16  6.34536e+07
54  17  7.10534e+07
54  18  5.52287e+07
54  19  8.40928e+06
54  20  4.43754e+07
54  21  6.55829e+07
54  22  6.85232e+07
54  23  6.56611e+07
54  24  6.66324e+07
54  25  7.1042e+07
54  26  4.7154e+07
54  27  7.20179e+07
54  28  8.54318e+07
54  29  8.39406e+07
54  30  6.88559e+07
54  31  6.00869e+07
54  32  7.56609e+07
54  33  0
54  34  9.83965e+07
54  35  8.06944e+07
54  36  7.80891e+07
54  37  8.7407e+07
54  38  4.78164e+07
54  39  7.05377e+07
54  40  0
54  41  7.30487e+07
54  42  8.58685e+07
54  43  1.1476e+08
54  44  8.59009e+07
54  45  1.32912e+08
54  46  8.18059e+07
54  47  7.15398e+07
54  48  6.67471e+07
54  49  7.43089e+07
54  50  1.03884e+08
54  51  8.78989e+07
54  52  7.73159e+07
54  53  4.29021e+07
54  54  3.1244e+07
54  55  5.20435e+07
54  56  8.13611e+07
54  57  6.34811e+07
54  58  5.91888e+07
54  59  6.68278e+07
54  60  5.34735e+07
54  61  5.48772e+07
54  62  5.37814e+07
54  63  4.76039e+07
54  64  5.3118e+07
54  65  4.14104e+07
54  66  3.17719e+07
54  67  1.07952e+07
54  68  2.16082e+07
54  69  7.59186e+07
54  70  1.01275e+08
54  71  7.38696e+07
54  72  1.13266e+08
54  73  8.2137e+07
54  74  5.94177e+07
54  75  1.01536e+08
54  76  7.56403e+07
54  77  6.01691e+07
54  78  7.15547e+07
54  79  5.81706e+07
54  80  8.1e+07
54  81  1.09367e+08
54  82  7.78076e+07
54  83  1.5874e+07
54  84  5.15017e+07
54  85  6.33151e+07
54  86  7.90949e+07
54  87  5.76678e+07
54  88  5.87902e+07
54  89  6.62216e+07
54  90  6.92247e+07
54  91  6.38681e+07
54  92  5.91402e+07
54  93  4.21394e+07
54  94  4.59359e+07
54  95  5.94405e+07
54  96  4.20667e+07
54  97  6.2131e+07
54  98  2.99278e+07
54  99  4.22763e+07
54  100  4.86063e+07
55  0  1.07072e+08
55  1  1.38968e+08
55  2  7.96656e+07
55  3  4.61861e+07
55  4  6.23319e+07
55  5  5.57348e+07
55  6  5.26653e+07
55  7  6.51027e+07
55  8  7.2545e+07
55  9  1.02815e+08
55  10  8.28379e+07
55  11  6.29443e+07
55  12  7.6606e+07
55  13  7.37007e+07
55  14  7.44119e+07
55  15  5.87145e+07
55  16  3.80735e+07
55  17  6.20297e+07
55  18  5.40822e+07
55  19  4.35076e+07
55  20  7.45291e+07
55  21  7.21685e+07
55  22  6.54093e+07
55  23  5.90311e+07
55  24  5.31797e+07
55  25  3.67735e+07
55  26  4.55505e+07
55  27  4.79794e+07
55  28  3.71262e+07
55  29  5.25819e+07
55  30  4.99327e+07
55  31  7.62529e+07
55  32  8.81136e+07
55  33  7.98691e+07
55  34  7.37216e+07
55  35  9.04939e+07
55  36  7.71597e+07
55  37  7.65641e+07
55  38  6.51496e+07
55  39  8.38314e+07
55  40  8.95836e+07
55  41  7.00463e+07
55  42  6.82785e+07
55  43  7.11891e+07
55  44  8.24476e+07
55  45  9.65457e+07
55  46  9.15113e+07
55  47  5.76741e+07
55  48  6.97563e+07
55  49  1.00656e+08
55  50  7.5074e+07
55  51  8.50696e+07
55  52  7.04521e+07
55  53  5.61035e+07
55  54  7.55814e+07
55  55  5.24323e+07
55  56  8.29466e+07
55  57  1.02373e+08
55  58  5.90956e+07
55  59  1.14629e+07
55  60  3.56602e+07
55  61  6.85021e+07
55  62  4.09492e+07
55  63  3.28435e+07
55  64  3.26779e+07
55  65  2.34377e+07
55  66  2.81758e+07
55  67  3.11009e+07
55  68  3.98411e+07
55  69  9.04742e+07
55  70  7.53147e+07
55  71  9.19514e+07
55  72  6.22697e+07
55  73  5.43695e+07
55  74  7.76338e+07
55  75  8.27595e+07
55  76  8.10727e+07
55  77  5.50491e+07
55  78  6.9829e+07
55  79  7.53432e+07
55  80  6.35205e+07
55  81  1.3585e+08
55  82  1.35692e+08
55  83  9.29678e+07
55  84  7.42039e+07
55  85  7.08903e+07
55  86  7.78086e+07
55  87  5.78483e+07
55  88  5.1015e+07
55  89  8.72184e+07
55  90  2.68568e+07
55  91  8.24103e+07
55  92  9.04407e+07
55  93  6.5055e+07
55  94  4.97156e+07
55  95  4.99765e+07
55  96  1.94023e+07
55  97  0
55  98  7.50957e+07
55  99  7.72104e+07
55  100  5.0702e+07
56  0  7.92028e+07
56  1  9.27925e+07
56  2  7.33392e+07
56  3  7.15885e+07
56  4  5.26935e+07
56  5  6.74885e+07
56  6  6.79829e+07
56  7  6.36321e+07
56  8  5.88763e+07
56  9  6.10623e+07
56  10  6.5074e+07
56  11  5.70523e+07
56  12  4.33946e+07
56  13  5.87314e+07
56  14  8.0282e+07
56  15  4.65805e+07
56  16  5.90892e+07
56  17  5.44003e+07
56  18  6.07249e+07
56  19  5.61295e+07
56  20  5.84896e+07
56  21  6.31116e+07
56  22  8.56315e+07
56  23  6.27261e+07
56  24  6.33496e+07
56  25  6.21707e+07
56  26  4.32269e+07
56  27  4.99475e+07
56  28  5.22564e+07
56  29  4.57386e+07
56  30  8.57927e+07
56  31  6.99272e+07
56  32  6.39354e+07
56  33  6.88559e+07
56  34  9.01997e+07
56  35  9.82419e+07
56  36  7.51702e+07
56  37  7.30548e+07
56  38  6.71454e+07
56  39  5.73312e+07
56  40  8.8471e+07
56  41  1.05161e+08
56  42  6.39596e+07
56  43  8.54374e+07
56  44  8.14105e+07
56  45  1.3317e+08
56  46  9.37368e+07
56  47  6.60398e+07
56  48  6.68937e+07
56  49  7.10919e+07
56  50  8.38129e+07
56  51  8.26222e+07
56  52  7.69686e+07
56  53  7.25146e+07
56  54  4.92389e+07
56  55  5.5603e+07
56  56  7.43759e+07
56  57  6.39234e+07
56  58  6.14788e+07
56  59  6.26793e+07
56  60  5.94962e+07
56  61  5.97488e+07
56  62  4.04602e+07
56  63  4.26033e+07
56  64  7.00665e+07
56  65  2.30065e+07
56  66  2.74658e+07
56  67  1.37724e+07
56  68  2.49152e+07
56  69  5.60492e+07
56  70  9.61443e+07
56  71  8.19636e+07
56  72  8.65211e+07
56  73  6.82064e+07
56  74  6.60756e+07
56  75  5.58053e+07
56  76  4.48597e+07
56  77  4.55939e+07
56  78  1.02086e+08
56  79  8.90306e+07
56  80  7.60524e+07
56  81  6.59658e+07
56  82  6.80298e+07
56  83  7.91228e+07
56  84  7.17606e+07
56  85  5.97955e+07
56  86  5.4668e+07
56  87  7.20171e+07
56  88  6.85857e+07
56  89  7.21868e+07
56  90  8.40034e+07
56  91  6.92742e+07
56  92  8.44042e+07
56  93  6.06251e+07
56  94  4.627e+07
56  95  2.18985e+07
56  96  7.67909e+07
56  97  7.04082e+07
56  98  5.01793e+07
56  99  3.27737e+07
56  100  5.37607e+07
57  0  5.09343e+07
57  1  9.13443e+07
57  2  8.799e+07
57  3  8.09486e+07
57  4  6.83762e+07
57  5  6.03269e+07
57  6  5.58699e+07
57  7  6.84312e+07
57  8  6.23519e+07
57  9  6.96767e+07
57  10  6.95414e+07
57  11  6.8749e+07
57  12  6.12081e+07
57  13  7.9882e+07
57  14  6.04275e+07
57  15  4.24746e+07
57  16  3.44719e+07
57  17  1.11368e+07
57  18  2.8486e+07
57  19  4.20625e+07
57  20  6.91441e+07
57  21  7.48962e+07
57  22  5.56773e+07
57  23  4.83919e+07
57  24  5.21579e+07
57  25  5.39081e+07
57  26  6.96935e+07
57  27  8.2581e+07
57  28  6.88086e+07
57  29  5.67093e+07
57  30  5.89972e+07
57  31  7.85001e+07
57  32  6.78829e+07
57  33  7.6985e+07
57  34  7.07904e+07
57  35  7.42352e+07
57  36  6.6952e+07
57  37  1.05065e+08
57  38  7.09887e+07
57  39  7.89638e+07
57  40  6.906e+07
57  41  7.05659e+07
57  42  6.86945e+07
57  43  1.35355e+08
57  44  9.43301e+07
57  45  1.25315e+08
57  46  8.02115e+07
57  47  5.25751e+07
57  48  7.21401e+07
57  49  7.80897e+07
57  50  9.99691e+07
57  51  8.04209e+07
57  52  8.17193e+07
57  53  6.33675e+07
57  54  7.2432e+07
57  55  1.07122e+08
57  56  5.39119e+07
57  57  4.69043e+07
57  58  5.76451e+07
57  59  5.38293e+07
57  60  5.15479e+07
57  61  6.03806e+07
57  62  7.17857e+07
57  63  4.82902e+07
57  64  6.35516e+07
57  65  1.84318e+07
57  66  4.75163e+07
57  67  2.22034e+07
57  68  3.7352e+07
57  69  5.29532e+07
57  70  7.10876e+07
57  71  7.79138e+07
57  72  7.17577e+07
57  73  6.18985e+07
57  74  6.39348e+07
57  75  1.00215e+08
57  76  6.59482e+07
57  77  3.64096e+07
57  78  9.95387e+07
57  79  6.55993e+07
57  80  1.1444e+08
57  81  9.16696e+07
57  82  7.34187e+07
57  83  8.19874e+07
57  84  8.37627e+07
57  85  7.12293e+07
57  86  9.3187e+07
57  87  5.90952e+07
57  88  8.91324e+07
57  89  7.55192e+07
57  90  9.62414e+07
57  91  1.16221e+08
57  92  9.24409e+07
57  93  2.36688e+07
57  94  7.48398e+07
57  95  7.63216e+07
57  96  6.6586e+07
57  97  2.97583e+07
57  98  3.69187e+07
57  99  4.10849e+07
57  100  1.96798e+07
58  0  1.11552e+08
58  1  7.78349e+07
58  2  8.49298e+07
58  3  8.54685e+07
58  4  6.44285e+07
58  5  1.067e+08
58  6  5.2823e+07
58  7  7.01069e+07
58  8  6.44173e+07
58  9  7.99757e+07
58  10  5.40894e+07
58  11  7.2959e+07
58  12  5.93547e+07
58  13  5.98663e+07
58  14  4.58019e+07
58  15  4.6771e+07
58  16  7.0025e+07
58  17  4.98116e+07
58  18  3.60825e+07
58  19  3.84208e+07
58  20  7.49707e+07
58  21  6.39135e+07
58  22  7.68715e+07
58  23  5.12381e+07
58  24  6.43751e+07
58  25  5.2859e+07
58  26  5.16168e+07
58  27  5.72943e+07
58  28  5.49884e+07
58  29  5.33823e+07
58  30  5.1233e+07
58  31  8.61452e+07
58  32  5.91351e+07
58  33  5.4544e+07
58  34  5.67839e+07
58  35  6.20597e+07
58  36  6.10218e+07
58  37  7.58244e+07
58  38  3.47776e+07
58  39  9.06833e+07
58  40  8.30687e+07
58  41  7.32166e+07
58  42  7.22936e+07
58  43  9.96348e+07
58  44  7.35153e+07
58  45  1.19876e+08
58  46  1.03935e+08
58  47  9.93902e+07
58  48  6.93573e+07
58  49  7.15914e+07
58  50  9.1604e+07
58  51  8.48725e+07
58  52  8.62623e+07
58  53  4.9548e+07
58  54  5.60652e+07
58  55  7.83346e+07
58  56  5.75328e+07
58  57  6.05086e+07
58  58  6.10361e+07
58  59  9.6069e+07
58  60  8.36427e+07
58  61  0
58  62  8.82431e+07
58  63  2.6581e+07
58  64  5.79155e+07
58  65  4.34188e+07
58  66  1.69453e+07
58  67  2.13474e+07
58  68  1.14923e+07
58  69  4.63654e+07
58  70  7.84336e+07
58  71  8.10497e+07
58  72  8.73512e+07
58  73  6.10259e+07
58  74  7.94308e+07
58  75  1.0785e+08
58  76  5.98614e+07
58  77  4.49904e+07
58  78  6.32248e+07
58  79  7.40189e+07
58  80  8.49169e+07
58  81  8.68716e+07
58  82  7.94252e+07
58  83  8.77642e+07
58  84  4.929e+07
58  85  6.53601e+07
58  86  7.58971e+07
58  87  6.92442e+07
58  88  5.47399e+07
58  89  7.19359e+07
58  90  1.11799e+08
58  91  9.28524e+07
58  92  5.88795e+07
58  93  4.37652e+07
58  94  4.24045e+07
58  95  4.71447e+07
58  96  4.45141e+07
58  97  2.9608e+07
58  98  1.00877e+08
58  99  3.84486e+07
58  100  4.71158e+07
59  0  7.64797e+07
59  1  7.85752e+07
59  2  1.18286e+08
59  3  5.51397e+07
59  4  6.14486e+07
59  5  5.65161e+07
59  6  5.86349e+07
59  7  6.29334e+07
59  8  5.52507e+07
59  9  6.95527e+07
59  10  4.21774e+07
59  11  5.87069e+07
59  12  5.30355e+07
59  13  6.2227e+07
59  14  6.12803e+07
59  15  4.73587e+07
59  16  5.43549e+07
59  17  4.84736e+07
59  18  2.79783e+07
59  19  4.09263e+07
59  20  7.54391e+07
59  21  9.20987e+07
59  22  5.31878e+07
59  23  9.89225e+07
59  24  6.90949e+07
59  25  5.4895e+07
59  26  4.30584e+07
59  27  6.69178e+07
59  28  6.96005e+07
59  29  1.43438e+07
59  30  7.54602e+07
59  31  4.58076e+07
59  32  1.00876e+08
59  33  7.36023e+07
59  34  6.65e+07
59  35  8.60027e+07
59  36  1.20875e+08
59  37  6.72092e+07
59  38  6.46753e+07
59  39  6.90737e+07
59  40  6.17831e+07
59  41  6.41852e+07
59  42  6.81829e+07
59  43  6.97328e+07
59  44  1.29618e+08
59  45  1.17834e+08
59  46  1.10395e+08
59  47  8.2073e+07
59  48  8.46539e+07
59  49  1.16081e+08
59  50  6.66918e+07
59  51  7.96199e+07
59  52  9.9795e+07
59  53  8.9873e+07
59  54  7.01977e+07
59  55  6.65188e+07
59  56  7.38974e+07
59  57  9.90467e+07
59  58  4.93865e+07
59  59  5.54734e+07
59  60  7.78282e+07
59  61  5.54726e+07
59  62  5.0511e+07
59  63  8.5268e+07
59  64  3.48264e+07
59  65  1.94699e+07
59  66  5.55688e+07
59  67  1.99805e+07
59  68  2.00901e+07
59  69  7.80242e+07
59  70  8.20974e+07
59  71  5.86915e+07
59  72  7.13484e+07
59  73  6.28985e+07
59  74  6.48129e+07
59  75  5.26093e+07
59  76  6.47856e+07
59  77  5.00862e+07
59  78  6.45051e+07
59  79  6.09733e+07
59  80  9.88453e+07
59  81  7.12061e+07
59  82  1.1567e+08
59  83  9.89294e+07
59  84  4.95533e+07
59  85  1.00685e+08
59  86  8.10063e+07
59  87  7.49589e+07
59  88  9.38806e+07
59  89  6.90455e+07
59  90  7.85129e+07
59  91  8.21457e+07
59  92  1.00756e+08
59  93  8.54804e+07
59  94  5.89559e+07
59  95  3.38564e+07
59  96  9.77489e+07
59  97  5.17478e+07
59  98  4.29364e+07
59  99  5.99536e+07
59  100  6.50033e+07
60  0  6.8786e+07
60  1  7.585e+07
60  2  6.06503e+07
60  3  4.50873e+07
60  4  4.48324e+07
60  5  7.45084e+07
60  6  5.44601e+07
60  7  6.20873e+07
60  8  8.01078e+07
60  9  5.20857e+07
60  10  5.01631e+07
60  11  4.14003e+07
60  12  5.9912e+07
60  13  5.80034e+07
60  14  8.44173e+07
60  15  4.0932e+07
60  16  4.1664e+07
60  17  4.0821e+07
60  18  5.31598e+07
60  19  4.037e+07
60  20  5.42569e+07
60  21  5.68997e+07
60  22  6.69428e+07
60  23  5.50889e+07
60  24  8.22266e+07
60  25  5.24107e+07
60  26  8.43957e+07
60  27  4.08863e+07
60  28  5.95379e+07
60  29  8.17267e+07
60  30  6.32304e+07
60  31  7.39058e+07
60  32  5.44093e+07
60  33  6.86073e+07
60  34  7.82406e+07
60  35  7.75018e+07
60  36  7.98177e+07
60  37  6.79373e+07
60  38  6.57863e+07
60  39  7.01532e+07
60  40  8.64118e+07
60  41  8.99083e+07
60  42  8.07148e+07
60  43  7.69781e+07
60  44  7.73085e+07
60  45  9.15759e+07
60  46  1.40002e+08
60  47  8.2118e+07
60  48  7.72922e+07
60  49  7.14225e+07
60  50  7.427e+07
60  51  7.82697e+07
60  52  8.53128e+07
60  53  1.00691e+08
60  54  9.20659e+07
60  55  7.93149e+07
60  56  6.32096e+07
60  57  6.82984e+07
60  58  6.47989e+07
60  59  7.45559e+07
60  60  4.51097e+07
60  61  4.60607e+07
60  62  4.06895e+07
60  63  4.13416e+07
60  64  3.21216e+07
60  65  3.24033e+07
60  66  2.25241e+07
60  67  2.00682e+07
60  68  3.68901e+07
60  69  4.45218e+07
60  70  7.97524e+07
60  71  5.51688e+07
60  72  5.34627e+07
60  73  7.619e+07
60  74  5.05293e+07
60  75  6.47273e+07
60  76  5.8423e+07
60  77  3.79751e+07
60  78  6.14013e+07
60  79  6.66494e+07
60  80  7.79033e+07
60  81  6.49372e+07
60  82  8.84806e+07
60  83  1.34791e+08
60  84  8.54641e+07
60  85  6.87161e+07
60  86  6.40789e+07
60  87  6.73659e+07
60  88  5.60972e+07
60  89  6.14621e+07
60  90  8.47705e+07
60  91  8.29893e+07
60  92  5.62506e+07
60  93  7.36066e+07
60  94  5.94392e+07
60  95  7.35574e+07
60  96  6.13253e+07
60  97  7.31714e+07
60  98  4.76737e+07
60  99  3.99072e+07
60  100  3.37651e+07
61  0  8.13168e+07
61  1  7.96367e+07
61  2  8.89968e+07
61  3  5.71468e+07
61  4  7.24754e+07
61  5  4.64592e+07
61  6  3.53062e+07
61  7  5.57846e+07
61  8  6.67319e+07
61  9  8.15346e+07
61  10  4.33079e+07
61  11  4.38242e+07
61  12  3.30842e+07
61  13  5.48208e+07
61  14  4.86279e+07
61  15  4.37957e+07
61  16  4.09914e+07
61  17  8.02104e+07
61  18  6.90727e+07
61  19  6.16676e+07
61  20  7.07642e+07
61  21  7.47448e+07
61  22  5.69106e+07
61  23  5.4736e+07
61  24  6.23414e+07
61  25  5.76865e+07
61  26  5.82054e+07
61  27  3.07454e+07
61  28  5.19216e+07
61  29  7.3138e+07
61  30  6.67885e+07
61  31  5.7506e+07
61  32  6.80201e+07
61  33  8.8928e+07
61  34  7.73154e+07
61  35  8.36706e+07
61  36  8.2687e+07
61  37  6.39947e+07
61  38  6.94216e+07
61  39  8.25542e+07
61  40  8.36326e+07
61  41  1.03233e+08
61  42  1.17845e+08
61  43  6.14504e+07
61  44  7.96571e+07
61  45  7.19237e+07
61  46  9.99716e+07
61  47  9.02792e+07
61  48  7.96026e+07
61  49  7.57424e+07
61  50  9.39621e+07
61  51  9.71802e+07
61  52  1.11995e+08
61  53  7.67168e+07
61  54  7.71559e+07
61  55  4.88207e+07
61  56  9.85068e+07
61  57  7.99838e+07
61  58  1.24214e+07
61  59  7.42974e+07
61  60  4.34857e+07
61  61  5.13395e+07
61  62  4.73241e+07
61  63  2.07839e+07
61  64  3.39231e+07
61  65  3.10793e+07
61  66  3.56968e+07
61  67  3.99938e+07
61  68  1.86995e+07
61  69  5.25801e+07
61  70  5.31701e+07
61  71  9.39503e+07
61  72  0
61  73  6.16375e+07
61  74  5.96527e+07
61  75  4.90942e+07
61  76  6.80914e+07
61  77  4.42143e+07
61  78  5.27349e+07
61  79  7.24594e+07
61  80  1.00147e+08
61  81  7.6997e+07
61  82  7.58259e+07
61  83  7.08505e+07
61  84  7.85583e+07
61  85  8.12096e+07
61  86  8.08151e+07
61  87  7.24828e+07
61  88  7.75699e+07
61  89  7.73316e+07
61  90  1.20751e+08
61  91  7.65612e+07
61  92  6.75954e+07
61  93  8.69311e+07
61  94  6.13368e+07
61  95  8.98088e+07
61  96  4.18944e+07
61  97  4.44392e+07
61  98  5.70188e+07
61  99  4.39904e+07
61  100  4.60994e+07
62  0  7.50374e+07
62  1  6.93869e+07
62  2  6.66648e+07
62  3  5.56413e+07
62  4  4.15751e+07
62  5  5.01948e+07
62  6  4.97239e+07
62  7  7.17662e+07
62  8  5.94867e+07
62  9  8.31255e+07
62  10  5.31047e+07
62  11  4.68051e+07
62  12  5.19551e+07
62  13  8.56751e+07
62  14  5.63165e+07
62  15  4.56939e+07
62  16  5.68364e+07
62  17  4.94238e+07
62  18  5.08929e+07
62  19  5.29414e+07
62  20  6.93699e+07
62  21  5.81066e+07
62  22  6.10899e+07
62  23  5.53132e+07
62  24  1.03223e+08
62  25  4.91341e+07
62  26  6.94081e+07
62  27  5.53243e+07
62  28  1.20101e+08
62  29  6.12821e+07
62  30  4.49229e+07
62  31  8.98996e+07
62  32  5.85048e+07
62  33  6.83556e+07
62  34  7.6797e+07
62  35  7.69057e+07
62  36  9.2882e+07
62  37  6.45133e+07
62  38  6.09249e+07
62  39  1.047e+08
62  40  6.60192e+07
62  41  9.6564e+07
62  42  6.23636e+07
62  43  6.666e+07
62  44  7.12283e+07
62  45  5.97866e+07
62  46  9.95053e+07
62  47  9.58922e+07
62  48  8.30656e+07
62  49  6.36855e+07
62  50  7.79123e+07
62  51  7.85897e+07
62  52  6.75992e+07
62  53  6.5696e+07
62  54  1.19166e+08
62  55  5.96583e+07
62  56  9.88812e+07
62  57  5.64653e+07
62  58  7.48065e+07
62  59  7.06188e+07
62  60  6.44063e+07
62  61  5.33554e+07
62  62  5.60976e+07
62  63  3.94875e+07
62  64  3.58592e+07
62  65  1.80703e+07
62  66  4.10556e+07
62  67  3.10785e+07
62  68  1.83759e+07
62  69  0
62  70  6.30307e+07
62  71  2.50365e+07
62  72  5.71406e+07
62  73  5.83585e+07
62  74  0
62  75  9.03067e+07
62  76  5.16653e+07
62  77  6.00482e+07
62  78  4.10444e+07
62  79  4.27772e+07
62  80  7.71025e+07
62  81  7.00684e+07
62  82  1.1898e+08
62  83  8.0928e+07
62  84  8.89401e+07
62  85  7.19461e+07
62  86  9.74753e+07
62  87  8.15402e+07
62  88  8.04748e+07
62  89  8.73208e+07
62  90  8.53676e+07
62  91  7.53905e+07
62  92  1.05204e+08
62  93  7.12316e+07
62  94  6.08643e+07
62  95  5.56957e+07
62  96  4.72211e+07
62  97  4.98324e+07
62  98  8.60303e+07
62  99  7.09986e+07
62  100  7.43428e+07
63  0  6.74088e+07
63  1  6.54169e+07
63  2  7.54666e+07
63  3  5.16787e+07
63  4  5.98496e+07
63  5  6.56933e+07
63  6  5.82467e+07
63  7  5.40936e+07
63  8  7.16661e+07
63  9  9.24365e+07
63  10  4.96399e+07
63  11  0
63  12  5.34832e+07
63  13  5.77436e+07
63  14  6.14815e+07
63  15  8.19048e+07
63  16  6.20265e+07
63  17  5.64251e+07
63  18  5.47312e+07
63  19  4.51616e+07
63  20  6.25892e+07
63  21  6.54216e+07
63  22  7.20186e+07
63  23  3.77908e+07
63  24  7.14067e+07
63  25  3.41115e+07
63  26  6.27757e+07
63  27  5.73592e+07
63  28  6.11629e+07
63  29  5.04234e+07
63  30  5.44842e+07
63  31  7.37275e+07
63  32  7.76656e+07
63  33  6.60058e+07
63  34  6.99703e+07
63  35  7.17133e+07
63  36  8.019e+07
63  37  8.35183e+07
63  38  8.07327e+07
63  39  9.57681e+07
63  40  8.79773e+07
63  41  8.70899e+07
63  42  5.83235e+07
63  43  8.81364e+07
63  44  6.939e+07
63  45  8.64754e+07
63  46  9.80697e+07
63  47  1.05847e+08
63  48  1.13535e+08
63  49  8.74541e+07
63  50  1.1187e+08
63  51  7.28827e+07
63  52  8.07794e+07
63  53  6.96267e+07
63  54  6.83187e+07
63  55  8.24236e+07
63  56  7.36161e+07
63  57  5.68644e+07
63  58  7.68023e+07
63  59  8.41347e+07
63  60  6.28864e+07
63  61  4.43505e+07
63  62  4.82305e+07
63  63  5.90713e+07
63  64  3.91808e+07
63  65  3.82647e+07
63  66  3.65067e+07
63  67  3.57477e+07
63  68  1.84672e+07
63  69  3.96322e+07
63  70  8.24222e+07
63  71  4.94893e+07
63  72  5.55436e+07
63  73  6.44674e+07
63  74  6.04637e+07
63  75  1.04025e+08
63  76  6.35961e+07
63  77  4.01281e+07
