row  column  (images_6a.edf Zn-K*images_6a.edf Ar-K**2.3)
24  44  1.59228e+07
24  45  5.46692e+07
24  46  8.34848e+07
24  47  7.55466e+07
24  48  9.07464e+07
24  49  6.92364e+07
24  50  5.64168e+07
24  51  4.11301e+07
24  52  5.55142e+07
24  53  4.26349e+07
24  54  5.93117e+07
24  55  5.29165e+07
24  56  7.42851e+07
24  57  7.49616e+07
24  58  9.59291e+07
24  59  8.46816e+07
24  60  7.34999e+07
24  61  7.80724e+07
24  62  5.02008e+07
24  63  5.8979e+07
24  64  5.42309e+07
24  65  2.26562e+07
24  66  2.8323e+07
24  67  3.08232e+07
24  68  6.5654e+07
24  69  3.58346e+07
24  70  2.62461e+07
24  71  0
24  72  2.26468e+07
24  73  3.80538e+07
24  74  6.07915e+07
24  75  4.09102e+07
24  76  3.76065e+07
24  77  1.19382e+07
24  78  2.11887e+07
24  79  1.33375e+06
24  80  5.17929e+07
24  81  3.75314e+07
24  82  1.77654e+07
24  83  595550
24  84  1.4365e+07
24  85  2.80644e+07
24  86  3.29926e+07
24  87  2.17987e+07
24  88  1.53072e+07
24  89  3.08053e+06
24  90  8.55693e+06
24  91  5.62054e+06
24  92  1.39259e+07
24  93  0
24  94  2.9517e+06
24  95  3.58558e+07
24  96  3.471e+07
24  97  9.78689e+06
24  98  1.48171e+07
24  99  1.7508e+07
24  100  3.09197e+07
25  0  5.12003e+07
25  1  5.85975e+07
25  2  5.71038e+07
25  3  5.61165e+07
25  4  4.10011e+07
25  5  5.5329e+07
25  6  7.06634e+06
25  7  6.99537e+07
25  8  7.24674e+07
25  9  8.08991e+07
25  10  8.66303e+07
25  11  6.04144e+07
25  12  6.60303e+07
25  13  6.12338e+07
25  14  7.88054e+07
25  15  7.30589e+07
25  16  3.73523e+07
25  17  8.16564e+07
25  18  5.91907e+07
25  19  6.09138e+07
25  20  5.75464e+07
25  21  4.65494e+07
25  22  4.04876e+07
25  23  5.62857e+07
25  24  5.04885e+07
25  25  4.64127e+07
25  26  7.03067e+07
25  27  1.12552e+08
25  28  9.28911e+07
25  29  6.1045e+07
25  30  1.02574e+08
25  31  8.08471e+07
25  32  5.85309e+07
25  33  5.78408e+07
25  34  8.24922e+07
25  35  5.50203e+07
25  36  1.04866e+08
25  37  1.18141e+08
25  38  1.03163e+08
25  39  7.76768e+07
25  40  7.00829e+07
25  41  4.62097e+07
25  42  5.86336e+07
25  43  3.6398e+07
25  44  4.89453e+07
25  45  5.85656e+07
25  46  6.72866e+07
25  47  3.33685e+07
25  48  5.14399e+07
25  49  5.54891e+07
25  50  5.6393e+07
25  51  5.4136e+07
25  52  4.67603e+07
25  53  5.08517e+07
25  54  4.63334e+07
25  55  5.62229e+07
25  56  4.95293e+07
25  57  7.36786e+07
25  58  1.02836e+08
25  59  7.58964e+07
25  60  6.01174e+07
25  61  6.84017e+07
25  62  6.0674e+07
25  63  8.16628e+07
25  64  5.22663e+07
25  65  4.11841e+07
25  66  4.45581e+07
25  67  5.69846e+07
25  68  5.62533e+07
25  69  2.55096e+07
25  70  4.63124e+07
25  71  4.00994e+07
25  72  2.48659e+07
25  73  3.63476e+07
25  74  5.85259e+07
25  75  4.51166e+07
25  76  2.65525e+07
25  77  3.05792e+07
25  78  2.43201e+06
25  79  1.90205e+07
25  80  2.5224e+07
25  81  2.20011e+07
25  82  1.89619e+07
25  83  1.66672e+07
25  84  9.43014e+06
25  85  2.00344e+07
25  86  0
25  87  1.11939e+07
25  88  9.89598e+06
25  89  0
25  90  1.88158e+07
25  91  5.69815e+06
25  92  1.05091e+07
25  93  2.31795e+07
25  94  1.21182e+07
25  95  2.8383e+07
25  96  2.88503e+07
25  97  2.29447e+06
25  98  4.81134e+06
25  99  0
25  100  7.92263e+06
26  0  5.92109e+07
26  1  6.64202e+07
26  2  3.9325e+07
26  3  3.12311e+07
26  4  2.28776e+07
26  5  5.64188e+07
26  6  5.0676e+07
26  7  4.81597e+07
26  8  4.50501e+07
26  9  5.79594e+07
26  10  8.40814e+07
26  11  5.73499e+07
26  12  6.08071e+07
26  13  6.83585e+07
26  14  7.37977e+07
26  15  7.58479e+07
26  16  4.68514e+07
26  17  5.87875e+07
26  18  5.84474e+07
26  19  5.60983e+07
26  20  4.28869e+07
26  21  5.30826e+07
26  22  4.60319e+07
26  23  6.13875e+07
26  24  5.0709e+07
26  25  6.51842e+07
26  26  2.63435e+06
26  27  6.84101e+07
26  28  1.27164e+08
26  29  6.52224e+07
26  30  5.88553e+07
26  31  8.36971e+07
26  32  7.51088e+07
26  33  8.61768e+07
26  34  4.1173e+06
26  35  6.3638e+07
26  36  1.07101e+08
26  37  9.02151e+07
26  38  1.20686e+08
26  39  7.78128e+07
26  40  6.92948e+07
26  41  2.67851e+07
26  42  2.29179e+07
26  43  2.11294e+07
26  44  5.2312e+07
26  45  6.79997e+07
26  46  6.81484e+07
26  47  4.32181e+07
26  48  4.75951e+07
26  49  7.49308e+07
26  50  5.54355e+07
26  51  5.26876e+07
26  52  4.91371e+07
26  53  5.0342e+07
26  54  6.42704e+07
26  55  1.05807e+08
26  56  7.42172e+07
26  57  7.2981e+07
26  58  7.77205e+07
26  59  7.83492e+07
26  60  6.96979e+07
26  61  5.98506e+07
26  62  5.67368e+07
26  63  8.50083e+07
26  64  5.43501e+07
26  65  4.09847e+07
26  66  3.06577e+07
26  67  6.77245e+07
26  68  3.0539e+07
26  69  6.32016e+07
26  70  3.27997e+07
26  71  1.116e+07
26  72  2.60361e+07
26  73  3.5003e+07
26  74  3.36718e+07
26  75  4.30628e+07
26  76  4.89002e+07
26  77  2.62803e+07
26  78  2.39301e+07
26  79  5.51793e+07
26  80  3.65099e+07
26  81  1.63064e+07
26  82  4.59121e+07
26  83  6.46466e+06
26  84  2.04507e+07
26  85  1.84266e+07
26  86  8.5489e+06
26  87  2.03414e+07
26  88  3.21653e+07
26  89  2.68609e+07
26  90  1.79551e+06
26  91  2.20498e+07
26  92  1.81056e+07
26  93  0
26  94  1.8121e+07
26  95  6.92812e+06
26  96  1.63081e+07
26  97  2.40622e+07
26  98  2.13658e+07
26  99  0
26  100  7.42757e+06
27  0  5.08438e+07
27  1  4.80341e+07
27  2  5.73501e+07
27  3  0
27  4  3.71587e+07
27  5  3.76368e+07
27  6  4.24296e+07
27  7  4.09609e+07
27  8  5.64215e+07
27  9  7.69229e+07
27  10  7.79885e+07
27  11  7.38912e+07
27  12  7.20892e+07
27  13  6.05715e+07
27  14  6.20902e+07
27  15  4.62258e+07
27  16  5.60262e+07
27  17  5.90953e+07
27  18  5.86927e+07
27  19  4.81576e+07
27  20  4.56302e+07
27  21  380583
27  22  4.73011e+07
27  23  5.88558e+07
27  24  3.09967e+07
27  25  4.8374e+07
27  26  4.67955e+07
27  27  1.36066e+08
27  28  1.29654e+08
27  29  6.41213e+07
27  30  6.31054e+07
27  31  6.2804e+07
27  32  6.17898e+07
27  33  6.27557e+07
27  34  5.78079e+07
27  35  7.97981e+07
27  36  1.05161e+08
27  37  8.46533e+07
27  38  9.05907e+07
27  39  9.57506e+07
27  40  6.71386e+07
27  41  6.17553e+07
27  42  2.73463e+07
27  43  2.52164e+07
27  44  9.32513e+07
27  45  7.33333e+07
27  46  5.52823e+07
27  47  3.69794e+07
27  48  4.14003e+07
27  49  5.09071e+07
27  50  5.02735e+07
27  51  6.91882e+07
27  52  4.05812e+07
27  53  4.61361e+07
27  54  8.19472e+07
27  55  6.8358e+07
27  56  6.72318e+07
27  57  8.66571e+07
27  58  1.25276e+08
27  59  9.63301e+07
27  60  9.02757e+07
27  61  6.59601e+07
27  62  8.34634e+07
27  63  6.04446e+07
27  64  4.83301e+07
27  65  5.17246e+07
27  66  4.35869e+07
27  67  4.87769e+07
27  68  2.71895e+07
27  69  2.49778e+07
27  70  3.92098e+07
27  71  5.42774e+06
27  72  4.60142e+07
27  73  4.28447e+07
27  74  5.20736e+07
27  75  3.92807e+07
27  76  4.71546e+07
27  77  3.72661e+07
27  78  2.28205e+07
27  79  0
27  80  4.63519e+07
27  81  2.30487e+07
27  82  1.83211e+07
27  83  2.58881e+07
27  84  1.65924e+07
27  85  0
27  86  1.37636e+07
27  87  5.2111e+07
27  88  4.19261e+07
27  89  0
27  90  3.74296e+06
27  91  1.53682e+07
27  92  1.32365e+07
27  93  4.72531e+06
27  94  5.22705e+07
27  95  1.87508e+07
27  96  3.63508e+07
27  97  3.42881e+06
27  98  3.89129e+07
27  99  2.05276e+07
27  100  0
28  0  7.54388e+07
28  1  4.10072e+07
28  2  4.79845e+07
28  3  3.04549e+07
28  4  1.72453e+07
28  5  5.38609e+07
28  6  5.77917e+07
28  7  5.19834e+07
28  8  4.32296e+07
28  9  8.00276e+07
28  10  6.73029e+07
28  11  8.88512e+07
28  12  4.75735e+07
28  13  4.73045e+07
28  14  7.45904e+07
28  15  6.37485e+07
28  16  6.24761e+07
28  17  4.79365e+07
28  18  5.42451e+07
28  19  5.30367e+07
28  20  4.84729e+07
28  21  7.32149e+07
28  22  1.28479e+07
28  23  7.72456e+07
28  24  7.16428e+07
28  25  3.7261e+07
28  26  5.06518e+07
28  27  8.75695e+07
28  28  1.65359e+08
28  29  6.90697e+07
28  30  8.95335e+07
28  31  5.56247e+07
28  32  5.78356e+07
28  33  5.34212e+07
28  34  6.1728e+07
28  35  6.39348e+07
28  36  1.11408e+08
28  37  9.27997e+07
28  38  1.06853e+08
28  39  9.49883e+07
28  40  1.09129e+08
28  41  5.99962e+07
28  42  1.8447e+07
28  43  3.28523e+07
28  44  4.07829e+07
28  45  7.87524e+07
28  46  5.76244e+07
28  47  2.74706e+07
28  48  5.161e+07
28  49  3.44383e+07
28  50  6.70551e+07
28  51  4.4207e+07
28  52  0
28  53  3.40148e+06
28  54  3.35701e+07
28  55  6.74521e+07
28  56  6.89951e+07
28  57  6.33579e+07
28  58  7.57305e+07
28  59  1.09367e+08
28  60  6.87818e+07
28  61  5.15083e+07
28  62  5.96013e+07
28  63  4.75598e+07
28  64  4.85649e+07
28  65  5.09126e+07
28  66  5.99542e+07
28  67  3.85416e+07
28  68  3.69587e+07
28  69  6.9851e+07
28  70  0
28  71  4.7611e+07
28  72  1.76419e+07
28  73  1.75838e+07
28  74  2.5721e+07
28  75  2.95336e+07
28  76  3.1987e+07
28  77  3.62778e+07
28  78  1.98531e+07
28  79  3.60631e+07
28  80  6.14338e+07
28  81  4.09182e+07
28  82  1.60391e+07
28  83  1.83485e+06
28  84  3.80969e+07
28  85  3.17235e+07
28  86  3.39466e+07
28  87  6.57524e+07
28  88  4.91374e+07
28  89  4.21966e+06
28  90  5.79388e+06
28  91  1.89372e+06
28  92  2.81897e+07
28  93  2.87286e+07
28  94  2.99613e+07
28  95  2.01351e+07
28  96  3.49176e+07
28  97  0
28  98  0
28  99  5.70343e+06
28  100  0
29  0  7.67034e+07
29  1  4.50085e+07
29  2  4.05311e+07
29  3  3.3332e+07
29  4  1.67681e+07
29  5  4.18859e+07
29  6  5.59552e+07
29  7  4.37685e+07
29  8  3.90756e+07
29  9  6.26981e+07
29  10  7.6882e+07
29  11  5.61469e+07
29  12  5.77529e+07
29  13  5.68712e+07
29  14  7.03274e+07
29  15  4.91886e+07
29  16  7.81253e+07
29  17  5.16788e+07
29  18  6.83419e+07
29  19  5.04682e+07
29  20  7.58766e+07
29  21  5.50768e+07
29  22  3.65455e+07
29  23  5.31176e+07
29  24  5.17366e+07
29  25  6.5672e+07
29  26  7.86338e+07
29  27  9.34483e+07
29  28  1.41366e+08
29  29  8.12952e+07
29  30  7.20085e+07
29  31  6.73938e+07
29  32  5.14964e+07
29  33  6.91095e+07
29  34  3.34293e+07
29  35  8.18414e+07
29  36  9.38557e+07
29  37  1.08382e+08
29  38  7.43665e+07
29  39  8.4663e+07
29  40  6.40511e+07
29  41  4.4884e+07
29  42  1.65317e+07
29  43  0
29  44  4.7657e+07
29  45  6.61003e+07
29  46  7.02337e+07
29  47  2.83187e+07
29  48  3.08844e+07
29  49  3.70586e+07
29  50  7.51317e+07
29  51  4.74928e+07
29  52  3.09284e+07
29  53  3.75454e+07
29  54  6.1459e+07
29  55  4.13518e+07
29  56  5.77371e+07
29  57  8.4e+07
29  58  9.57011e+07
29  59  1.1243e+08
29  60  6.18738e+07
29  61  7.31831e+07
29  62  6.52087e+07
29  63  8.73224e+07
29  64  5.00903e+07
29  65  5.34508e+07
29  66  4.13062e+07
29  67  3.94059e+07
29  68  4.2634e+07
29  69  3.2688e+07
29  70  2.39954e+07
29  71  5.19317e+07
29  72  4.33865e+07
29  73  6.95671e+07
29  74  5.63493e+07
29  75  3.66526e+07
29  76  3.22207e+07
29  77  3.5775e+07
29  78  5.62233e+07
29  79  9.58174e+06
29  80  6.08582e+07
29  81  3.56133e+07
29  82  9.76907e+06
29  83  2.14442e+07
29  84  1.29368e+07
29  85  2.51928e+07
29  86  5.14513e+07
29  87  2.43749e+07
29  88  4.83499e+07
29  89  0
29  90  0
29  91  2.07867e+07
29  92  2.34239e+07
29  93  2.23269e+07
29  94  3.20305e+07
29  95  2.05647e+07
29  96  3.44496e+07
29  97  1.98792e+07
29  98  1.57477e+07
29  99  0
29  100  895545
30  0  5.72993e+07
30  1  5.44504e+07
30  2  3.68408e+07
30  3  4.62501e+07
30  4  3.99178e+07
30  5  4.07121e+07
30  6  4.37633e+07
30  7  6.18689e+07
30  8  2.76488e+07
30  9  5.63114e+07
30  10  6.27183e+07
30  11  7.31049e+07
30  12  5.53357e+07
30  13  5.85659e+07
30  14  8.09991e+07
30  15  7.33753e+07
30  16  5.61779e+07
30  17  6.63442e+07
30  18  5.43277e+07
30  19  5.32703e+07
30  20  6.01905e+07
30  21  7.79316e+07
30  22  4.84706e+07
30  23  5.87242e+07
30  24  7.2918e+07
30  25  5.80149e+07
30  26  5.97839e+07
30  27  1.20197e+08
30  28  9.35903e+07
30  29  9.23034e+07
30  30  8.29949e+07
30  31  6.93069e+07
30  32  6.60862e+07
30  33  6.9404e+07
30  34  5.80425e+07
30  35  6.0919e+07
30  36  1.09503e+08
30  37  9.66067e+07
30  38  9.30376e+07
30  39  7.44149e+07
30  40  6.55418e+07
30  41  5.60005e+07
30  42  4.14593e+07
30  43  2.75909e+07
30  44  1.90324e+07
30  45  7.99944e+07
30  46  8.86839e+07
30  47  4.36753e+07
30  48  3.57573e+07
30  49  2.49876e+07
30  50  0
30  51  2.2394e+07
30  52  0
30  53  3.14498e+07
30  54  4.16733e+07
30  55  9.52204e+07
30  56  7.96454e+07
30  57  9.1227e+07
30  58  8.82747e+07
30  59  1.10198e+08
30  60  9.32137e+07
30  61  7.14549e+07
30  62  7.26633e+07
30  63  6.09238e+07
30  64  5.95104e+07
30  65  5.78179e+07
30  66  4.74614e+07
30  67  7.2988e+07
30  68  5.82278e+07
30  69  3.77363e+07
30  70  3.53806e+07
30  71  2.22584e+07
30  72  2.53938e+07
30  73  3.93827e+07
30  74  3.20792e+07
30  75  5.00518e+07
30  76  4.04654e+07
30  77  2.77442e+07
30  78  3.43799e+07
30  79  4.92e+07
30  80  5.54517e+07
30  81  3.31322e+07
30  82  1.75255e+07
30  83  4.20214e+07
30  84  2.71389e+07
30  85  8.84303e+06
30  86  2.32037e+07
30  87  4.39888e+07
30  88  5.11695e+07
30  89  1.88822e+07
30  90  4.5409e+07
30  91  8.60273e+06
30  92  1.90661e+07
30  93  2.77195e+07
30  94  5.34575e+07
30  95  3.32375e+07
30  96  3.98759e+07
30  97  2.75993e+06
30  98  1.75123e+07
30  99  3.09902e+07
30  100  2.27828e+07
31  0  6.2895e+07
31  1  4.97168e+07
31  2  1.15869e+07
31  3  1.77899e+07
31  4  1.80912e+07
31  5  3.7487e+07
31  6  4.63932e+07
31  7  7.14785e+07
31  8  4.99165e+07
31  9  6.47928e+07
31  10  8.44856e+07
31  11  5.0265e+07
31  12  7.65201e+07
31  13  9.00081e+07
31  14  8.00436e+07
31  15  6.2617e+07
31  16  6.37325e+07
31  17  7.59807e+07
31  18  6.0217e+07
31  19  6.68656e+07
31  20  4.61106e+07
31  21  8.66224e+07
31  22  4.53531e+07
31  23  7.33697e+07
31  24  7.12294e+07
31  25  5.21863e+07
31  26  7.01088e+07
31  27  1.09106e+08
31  28  1.10948e+08
31  29  6.66241e+07
31  30  6.50567e+07
31  31  5.05302e+07
31  32  5.98696e+07
31  33  6.56891e+07
31  34  4.6831e+07
31  35  6.92045e+07
31  36  1.12517e+08
31  37  1.37176e+08
31  38  9.9503e+07
31  39  8.3623e+07
31  40  7.17605e+07
31  41  2.82644e+07
31  42  1.24468e+07
31  43  4.20383e+07
31  44  6.92661e+07
31  45  1.06739e+08
31  46  4.7969e+07
31  47  4.04542e+07
31  48  2.68994e+07
31  49  6.07529e+07
31  50  2.70235e+07
31  51  4.03386e+07
31  52  3.24915e+07
31  53  2.86089e+07
31  54  4.03672e+07
31  55  5.1546e+07
31  56  7.01672e+07
31  57  1.0504e+08
31  58  7.84422e+07
31  59  1.09423e+08
31  60  7.50578e+07
31  61  9.02022e+07
31  62  6.44259e+07
31  63  6.33854e+07
31  64  8.16231e+07
31  65  3.99711e+07
31  66  5.32874e+07
31  67  3.97336e+07
31  68  6.54e+07
31  69  3.09184e+07
31  70  2.01262e+07
31  71  3.27678e+07
31  72  2.61742e+07
31  73  4.44546e+07
31  74  7.56229e+07
31  75  3.49976e+07
31  76  2.90342e+07
31  77  4.19614e+07
31  78  5.23714e+07
31  79  5.15303e+07
31  80  5.11404e+07
31  81  5.65444e+07
31  82  2.93991e+07
31  83  4.14088e+07
31  84  1.59136e+07
31  85  1.65216e+07
31  86  4.42032e+07
31  87  3.24975e+07
31  88  4.09466e+07
31  89  5.89828e+07
31  90  1.41147e+07
31  91  2.52081e+07
31  92  1.06618e+07
31  93  2.14402e+07
31  94  4.65923e+07
31  95  4.35036e+07
31  96  5.09953e+07
31  97  1.02565e+07
31  98  7.36377e+06
31  99  2.44147e+07
31  100  0
32  0  6.73884e+07
32  1  4.06477e+07
32  2  3.70196e+07
32  3  3.74129e+07
32  4  2.31879e+06
32  5  1.74498e+07
32  6  4.76698e+07
32  7  3.70138e+07
32  8  5.06575e+07
32  9  6.16385e+07
32  10  6.32603e+07
32  11  8.31778e+07
32  12  4.29025e+07
32  13  1.04344e+08
32  14  5.31342e+07
32  15  3.15043e+07
32  16  8.33823e+07
32  17  5.06693e+07
32  18  4.06907e+07
32  19  6.48826e+07
32  20  5.50507e+07
32  21  5.44827e+07
32  22  4.67574e+07
32  23  6.16808e+07
32  24  7.9314e+07
32  25  3.41949e+06
32  26  5.84971e+07
32  27  6.62323e+07
32  28  6.56557e+07
32  29  8.12456e+07
32  30  6.8074e+07
32  31  8.61475e+07
32  32  6.05846e+07
32  33  6.83411e+07
32  34  8.542e+07
32  35  7.56077e+07
32  36  9.47991e+07
32  37  1.13916e+08
32  38  1.02108e+08
32  39  9.453e+07
32  40  8.22339e+07
32  41  4.73662e+07
32  42  1.47247e+07
32  43  0
32  44  4.6201e+07
32  45  6.79075e+07
32  46  8.80413e+07
32  47  4.70268e+07
32  48  3.24736e+07
32  49  3.32095e+07
32  50  3.09509e+07
32  51  4.089e+07
32  52  6.417e+07
32  53  2.47289e+07
32  54  1.91459e+07
32  55  5.8399e+07
32  56  4.57042e+07
32  57  6.93567e+07
32  58  8.14493e+07
32  59  1.21401e+08
32  60  6.90908e+07
32  61  7.61404e+07
32  62  8.43293e+07
32  63  7.1775e+07
32  64  6.87281e+07
32  65  4.4669e+07
32  66  7.38351e+07
32  67  4.55552e+07
32  68  5.4776e+07
32  69  4.6237e+07
32  70  4.36769e+07
32  71  1.51461e+07
32  72  3.28146e+07
32  73  3.14961e+07
32  74  0
32  75  2.38306e+07
32  76  5.09947e+07
32  77  3.70783e+07
32  78  1.93939e+07
32  79  4.53295e+07
32  80  7.18001e+07
32  81  7.08999e+07
32  82  3.60126e+07
32  83  2.80044e+07
32  84  1.96703e+07
32  85  3.85441e+07
32  86  2.59403e+07
32  87  3.63005e+07
32  88  2.83659e+07
32  89  4.14893e+07
32  90  8.44039e+06
32  91  2.0669e+07
32  92  7.65075e+06
32  93  3.90267e+07
32  94  3.75823e+07
32  95  2.36924e+07
32  96  3.21379e+07
32  97  1.53833e+07
32  98  1.6794e+07
32  99  0
32  100  7.60479e+06
33  0  3.65871e+07
33  1  4.79097e+07
33  2  3.69056e+07
33  3  2.96806e+07
33  4  6.70003e+06
33  5  4.26134e+07
33  6  7.5141e+07
33  7  4.41892e+07
33  8  4.26671e+07
33  9  7.46975e+07
33  10  5.52884e+07
33  11  6.22318e+07
33  12  5.86014e+07
33  13  6.05083e+07
33  14  6.01287e+07
33  15  8.44611e+07
33  16  5.34652e+07
33  17  6.35523e+07
33  18  5.03618e+07
33  19  6.9996e+07
33  20  0
33  21  5.38728e+07
33  22  4.72088e+07
33  23  4.03269e+07
33  24  8.83656e+07
33  25  1.12427e+08
33  26  7.60759e+07
33  27  8.30241e+07
33  28  8.74849e+07
33  29  7.65988e+07
33  30  6.64363e+07
33  31  8.06627e+07
33  32  7.29278e+07
33  33  5.0573e+07
33  34  4.39187e+07
33  35  5.42041e+07
33  36  8.6487e+07
33  37  1.19572e+08
33  38  1.01229e+08
33  39  8.81927e+07
33  40  7.43238e+07
33  41  3.59081e+07
33  42  3.10083e+07
33  43  6.92703e+07
33  44  7.01814e+07
33  45  6.75019e+07
33  46  5.61623e+07
33  47  5.70532e+07
33  48  3.04204e+07
33  49  2.78702e+07
33  50  1.46336e+07
33  51  0
33  52  2.18694e+07
33  53  3.34965e+07
33  54  3.14649e+07
33  55  6.7987e+07
33  56  3.40479e+07
33  57  6.93119e+07
33  58  8.87038e+07
33  59  1.22785e+08
33  60  9.41751e+07
33  61  6.48289e+07
33  62  6.13068e+07
33  63  6.19002e+07
33  64  5.22371e+07
33  65  4.68091e+07
33  66  5.08885e+07
33  67  3.7923e+07
33  68  4.00203e+07
33  69  5.23046e+07
33  70  3.24663e+07
33  71  5.1875e+07
33  72  3.56982e+07
33  73  3.38555e+07
33  74  8.2099e+07
33  75  3.27174e+07
33  76  3.93335e+07
33  77  2.3994e+07
33  78  3.43235e+07
33  79  3.19623e+07
33  80  6.27855e+07
33  81  6.97527e+07
33  82  1.442e+07
33  83  3.67002e+07
33  84  3.18061e+07
33  85  2.81833e+07
33  86  4.23121e+07
33  87  9.15076e+06
33  88  2.43775e+07
33  89  2.84361e+07
33  90  3.68754e+07
33  91  3.65618e+07
33  92  3.62562e+07
33  93  4.34986e+07
33  94  6.1722e+07
33  95  6.26596e+07
33  96  7.81073e+07
33  97  3.73917e+07
33  98  1.64163e+07
33  99  1.57729e+07
33  100  2.80584e+06
34  0  4.77669e+07
34  1  4.35671e+07
34  2  7.20367e+07
34  3  1.59371e+07
34  4  2.11423e+07
34  5  2.68155e+07
34  6  5.16914e+07
34  7  3.64618e+07
34  8  5.27165e+07
34  9  7.26709e+07
34  10  6.42063e+07
34  11  9.46146e+07
34  12  5.33585e+07
34  13  7.12049e+07
34  14  5.0552e+07
34  15  9.20654e+07
34  16  7.56008e+07
34  17  5.30164e+07
34  18  5.90199e+07
34  19  5.43206e+07
34  20  7.92103e+07
34  21  4.63367e+07
34  22  5.88082e+07
34  23  7.22633e+07
34  24  8.55448e+07
34  25  6.86908e+07
34  26  6.88334e+07
34  27  6.11631e+07
34  28  6.21429e+07
34  29  6.98868e+07
34  30  6.20603e+07
34  31  7.54677e+07
34  32  6.77706e+07
34  33  9.31133e+07
34  34  8.25598e+07
34  35  8.59715e+07
34  36  7.98116e+07
34  37  1.42427e+08
34  38  1.07984e+08
34  39  9.33905e+07
34  40  1.0706e+08
34  41  6.00797e+07
34  42  3.64533e+07
34  43  4.53139e+07
34  44  8.55379e+07
34  45  7.00391e+07
34  46  6.028e+07
34  47  5.81876e+07
34  48  3.23752e+07
34  49  2.7361e+07
34  50  2.61944e+07
34  51  3.67334e+07
34  52  2.57877e+07
34  53  1.69481e+07
34  54  3.82068e+07
34  55  5.90363e+07
34  56  3.29056e+07
34  57  6.16969e+07
34  58  1.13699e+08
34  59  1.19601e+08
34  60  1.02653e+08
34  61  7.27117e+07
34  62  5.06986e+07
34  63  6.52904e+07
34  64  7.13764e+07
34  65  4.70141e+07
34  66  4.54277e+07
34  67  4.97375e+07
34  68  5.0898e+07
34  69  4.59504e+07
34  70  3.13236e+07
34  71  3.26622e+07
34  72  4.81095e+07
34  73  5.35997e+07
34  74  6.97847e+07
34  75  2.46091e+07
34  76  2.28286e+07
34  77  3.36756e+07
34  78  2.85091e+07
34  79  7.50264e+07
34  80  4.9201e+07
34  81  5.64375e+07
34  82  5.7845e+07
34  83  5.76531e+07
34  84  2.40843e+07
34  85  2.28278e+07
34  86  3.48018e+07
34  87  6.46337e+07
34  88  3.0334e+07
34  89  2.25403e+07
34  90  2.86962e+07
34  91  4.07721e+07
34  92  3.10416e+07
34  93  2.2338e+07
34  94  5.14079e+07
34  95  6.61385e+07
34  96  4.59636e+07
34  97  6.91231e+06
34  98  1.14218e+07
34  99  1.28213e+07
34  100  2.60383e+06
35  0  4.17474e+07
35  1  4.72084e+07
35  2  3.26701e+07
35  3  1.81938e+07
35  4  1.13968e+07
35  5  4.08223e+07
35  6  8.63e+07
35  7  4.57393e+07
35  8  6.7951e+07
35  9  5.87105e+07
35  10  7.58989e+07
35  11  6.25821e+07
35  12  7.48053e+07
35  13  5.82625e+07
35  14  7.14742e+07
35  15  6.27006e+07
35  16  7.66144e+07
35  17  8.45011e+07
35  18  5.24931e+07
35  19  8.96928e+07
35  20  6.08582e+07
35  21  5.22536e+07
35  22  8.72021e+07
35  23  6.2661e+07
35  24  6.68558e+07
35  25  8.26853e+07
35  26  7.78987e+07
35  27  5.28972e+07
35  28  9.00392e+07
35  29  5.07596e+07
35  30  7.44933e+07
35  31  6.77865e+07
35  32  6.53842e+07
35  33  6.51445e+07
35  34  7.86507e+07
35  35  7.42289e+07
35  36  1.04743e+08
35  37  1.31541e+08
35  38  1.10142e+08
35  39  8.23999e+07
35  40  7.93179e+07
35  41  6.46838e+07
35  42  0
35  43  3.44782e+07
35  44  5.9753e+07
35  45  8.08972e+07
35  46  6.4373e+07
35  47  5.22267e+07
35  48  2.71703e+07
35  49  3.58218e+07
35  50  3.84232e+07
35  51  6.10542e+07
35  52  3.72665e+07
35  53  2.38692e+07
35  54  5.98832e+07
35  55  8.76946e+07
35  56  4.02087e+07
35  57  6.51086e+07
35  58  9.45203e+07
35  59  8.08386e+07
35  60  7.71747e+07
35  61  9.96074e+07
35  62  8.21916e+07
35  63  8.10531e+07
35  64  7.52186e+07
35  65  3.98499e+07
35  66  4.13966e+07
35  67  6.22674e+07
35  68  4.81073e+07
35  69  6.18235e+07
35  70  3.75207e+07
35  71  4.27705e+07
35  72  7.4307e+07
35  73  3.71322e+07
35  74  5.42832e+07
35  75  3.38637e+07
35  76  4.29531e+07
35  77  2.80761e+07
35  78  4.91942e+07
35  79  4.35272e+07
35  80  4.55535e+07
35  81  7.33057e+07
35  82  4.24706e+07
35  83  7.11548e+07
35  84  2.22585e+07
35  85  1.35662e+07
35  86  2.51323e+07
35  87  1.53114e+07
35  88  4.71256e+07
35  89  0
35  90  1.45351e+07
35  91  1.70157e+07
35  92  2.9924e+07
35  93  1.81288e+07
35  94  1.06333e+07
35  95  6.85782e+07
35  96  5.56587e+07
35  97  4.5594e+07
35  98  1.24698e+07
35  99  3.96835e+07
35  100  0
36  0  5.80488e+07
36  1  5.27004e+07
36  2  3.4407e+07
36  3  2.11942e+07
36  4  1.72973e+07
36  5  4.39694e+07
36  6  4.14096e+07
36  7  4.30896e+07
36  8  5.38077e+07
36  9  7.39546e+07
36  10  5.59674e+07
36  11  5.60294e+07
36  12  6.5656e+07
36  13  7.91826e+07
