row  column  (images_25_2_757.edf Ca-K*images_25_2_757.edf Ar-K**2.3)
22  24  1.94922e+09
22  25  1.71249e+09
22  26  1.6679e+09
22  27  1.41026e+09
22  28  1.33392e+09
22  29  1.32659e+09
22  30  1.45653e+09
22  31  1.59356e+09
22  32  1.87912e+09
22  33  1.51751e+09
22  34  1.16967e+09
22  35  1.13914e+09
22  36  9.75075e+08
22  37  8.39656e+08
22  38  8.32403e+08
22  39  7.76071e+08
22  40  8.93738e+08
22  41  9.30983e+08
22  42  1.20036e+09
22  43  1.10675e+09
22  44  1.08457e+09
22  45  1.37953e+09
22  46  1.51764e+09
22  47  1.59658e+09
22  48  1.77954e+09
22  49  2.02518e+09
22  50  1.9477e+09
23  0  1.7084e+09
23  1  1.47826e+09
23  2  1.70305e+09
23  3  1.61151e+09
23  4  1.8437e+09
23  5  1.92746e+09
23  6  1.97916e+09
23  7  2.14741e+09
23  8  2.35687e+09
23  9  2.09e+09
23  10  3.09515e+09
23  11  4.05411e+09
23  12  3.37449e+09
23  13  2.58306e+09
23  14  2.06469e+09
23  15  2.00738e+09
23  16  2.09311e+09
23  17  2.02783e+09
23  18  1.88416e+09
23  19  1.98842e+09
23  20  2.2777e+09
23  21  2.22123e+09
23  22  2.21786e+09
23  23  1.58743e+09
23  24  2.10102e+09
23  25  2.03787e+09
23  26  1.82872e+09
23  27  1.41037e+09
23  28  1.34787e+09
23  29  1.30772e+09
23  30  1.33054e+09
23  31  1.60545e+09
23  32  1.68807e+09
23  33  1.4677e+09
23  34  1.35452e+09
23  35  1.02507e+09
23  36  9.81266e+08
23  37  8.43329e+08
23  38  8.66653e+08
23  39  9.1308e+08
23  40  9.6118e+08
23  41  9.73095e+08
23  42  1.28427e+09
23  43  1.09072e+09
23  44  1.19233e+09
23  45  1.49561e+09
23  46  1.65631e+09
23  47  1.69964e+09
23  48  1.75956e+09
23  49  1.99303e+09
23  50  2.00606e+09
24  0  1.55366e+09
24  1  1.42862e+09
24  2  1.62026e+09
24  3  1.61266e+09
24  4  1.93282e+09
24  5  1.9927e+09
24  6  2.08735e+09
24  7  2.08414e+09
24  8  2.04198e+09
24  9  1.91766e+09
24  10  2.65364e+09
24  11  3.42135e+09
24  12  2.92343e+09
24  13  2.39845e+09
24  14  2.00875e+09
24  15  1.88057e+09
24  16  2.0812e+09
24  17  1.90248e+09
24  18  1.81636e+09
24  19  2.12638e+09
24  20  2.42997e+09
24  21  2.12934e+09
24  22  2.16433e+09
24  23  1.97285e+09
24  24  2.04284e+09
24  25  2.0977e+09
24  26  1.90963e+09
24  27  1.71593e+09
24  28  1.28336e+09
24  29  1.21204e+09
24  30  1.39715e+09
24  31  1.27291e+09
24  32  1.72186e+09
24  33  1.44221e+09
24  34  1.28857e+09
24  35  1.13935e+09
24  36  1.06291e+09
24  37  9.9595e+08
24  38  8.11088e+08
24  39  9.25862e+08
24  40  9.11669e+08
24  41  1.01537e+09
24  42  1.22351e+09
24  43  1.17574e+09
24  44  1.18917e+09
24  45  1.46869e+09
24  46  1.60533e+09
24  47  1.79176e+09
24  48  1.64567e+09
24  49  1.85552e+09
24  50  1.94819e+09
25  0  1.63374e+09
25  1  1.32392e+09
25  2  1.54465e+09
25  3  1.59262e+09
25  4  2.05657e+09
25  5  2.21102e+09
25  6  2.13012e+09
25  7  2.22248e+09
25  8  1.95553e+09
25  9  2.144e+09
25  10  2.62419e+09
25  11  2.95859e+09
25  12  2.8927e+09
25  13  2.45878e+09
25  14  2.25478e+09
25  15  2.00856e+09
25  16  2.11524e+09
25  17  2.23795e+09
25  18  1.71588e+09
25  19  2.16735e+09
25  20  2.09014e+09
25  21  2.06906e+09
25  22  2.04177e+09
25  23  1.80923e+09
25  24  2.23078e+09
25  25  2.1411e+09
25  26  2.17512e+09
25  27  1.58514e+09
25  28  1.18706e+09
25  29  1.11006e+09
25  30  1.39097e+09
25  31  1.44696e+09
25  32  1.54694e+09
25  33  1.45748e+09
25  34  1.55531e+09
25  35  1.1667e+09
25  36  1.14611e+09
25  37  1.01652e+09
25  38  8.54524e+08
25  39  9.3022e+08
25  40  1.20279e+09
25  41  1.04798e+09
25  42  1.21451e+09
25  43  1.30905e+09
25  44  1.28531e+09
25  45  1.61259e+09
25  46  1.72715e+09
25  47  1.56781e+09
25  48  1.64424e+09
25  49  1.91894e+09
25  50  1.6362e+09
26  0  1.63641e+09
26  1  1.32835e+09
26  2  1.79579e+09
26  3  1.87043e+09
26  4  2.09904e+09
26  5  2.22339e+09
26  6  2.23434e+09
26  7  2.4934e+09
26  8  2.14928e+09
26  9  2.13052e+09
26  10  2.72383e+09
26  11  2.99678e+09
26  12  3.06499e+09
26  13  2.43242e+09
26  14  2.06034e+09
26  15  1.9634e+09
26  16  2.15279e+09
26  17  2.25275e+09
26  18  2.00071e+09
26  19  2.32246e+09
26  20  2.16837e+09
26  21  2.10728e+09
26  22  2.16115e+09
26  23  1.87889e+09
26  24  2.2798e+09
26  25  2.42889e+09
26  26  2.07842e+09
26  27  1.9055e+09
26  28  1.36326e+09
26  29  1.23668e+09
26  30  1.47372e+09
26  31  1.58501e+09
26  32  1.728e+09
26  33  1.46582e+09
26  34  1.5707e+09
26  35  1.2695e+09
26  36  1.19807e+09
26  37  1.15802e+09
26  38  1.0194e+09
26  39  1.02244e+09
26  40  1.08678e+09
26  41  1.31175e+09
26  42  1.17568e+09
26  43  1.29209e+09
26  44  1.27931e+09
26  45  1.47507e+09
26  46  1.76017e+09
26  47  1.73757e+09
26  48  1.62326e+09
26  49  1.71095e+09
26  50  2.0577e+09
27  0  1.55403e+09
27  1  1.28137e+09
27  2  1.61117e+09
27  3  1.96352e+09
27  4  2.00132e+09
27  5  2.15826e+09
27  6  2.14379e+09
27  7  2.42111e+09
27  8  2.19089e+09
27  9  2.10454e+09
27  10  2.95949e+09
27  11  2.76925e+09
27  12  3.04213e+09
27  13  2.68577e+09
27  14  1.97927e+09
27  15  1.96022e+09
27  16  1.97557e+09
27  17  2.02707e+09
27  18  1.90405e+09
27  19  2.39368e+09
27  20  2.23087e+09
27  21  2.54807e+09
27  22  2.31774e+09
27  23  2.05275e+09
27  24  2.25575e+09
27  25  2.27934e+09
27  26  2.20309e+09
27  27  2.11866e+09
27  28  1.2512e+09
27  29  1.31075e+09
27  30  1.51014e+09
27  31  1.63572e+09
27  32  1.70069e+09
27  33  1.77843e+09
27  34  1.67926e+09
27  35  1.51261e+09
27  36  1.39592e+09
27  37  1.18849e+09
27  38  1.12465e+09
27  39  1.32323e+09
27  40  1.17981e+09
27  41  1.21445e+09
27  42  1.32208e+09
27  43  1.45747e+09
27  44  1.31052e+09
27  45  1.77182e+09
27  46  1.69653e+09
27  47  1.61094e+09
27  48  1.38563e+09
27  49  1.81259e+09
27  50  1.83438e+09
28  0  1.43871e+09
28  1  1.39922e+09
28  2  1.65868e+09
28  3  1.90383e+09
28  4  2.0996e+09
28  5  2.05133e+09
28  6  2.4461e+09
28  7  2.23738e+09
28  8  2.2165e+09
28  9  2.11189e+09
28  10  2.49924e+09
28  11  2.85324e+09
28  12  2.92512e+09
28  13  2.46518e+09
28  14  2.13599e+09
28  15  1.7654e+09
28  16  1.84591e+09
28  17  2.0213e+09
28  18  1.81945e+09
28  19  2.37374e+09
28  20  2.14933e+09
28  21  2.33343e+09
28  22  2.3571e+09
28  23  2.16766e+09
28  24  2.21588e+09
28  25  2.15737e+09
28  26  2.53296e+09
28  27  2.08124e+09
28  28  1.42876e+09
28  29  1.1908e+09
28  30  1.46783e+09
28  31  1.52599e+09
28  32  1.86578e+09
28  33  1.73672e+09
28  34  1.73385e+09
28  35  1.47751e+09
28  36  1.40693e+09
28  37  1.34882e+09
28  38  1.17596e+09
28  39  1.46981e+09
28  40  1.40206e+09
28  41  1.40847e+09
28  42  1.48686e+09
28  43  1.6871e+09
28  44  1.43661e+09
28  45  1.70371e+09
28  46  1.68689e+09
28  47  1.62762e+09
28  48  1.6689e+09
28  49  1.54118e+09
28  50  1.80402e+09
29  0  1.5656e+09
29  1  1.64649e+09
29  2  1.87225e+09
29  3  2.08511e+09
29  4  2.02682e+09
29  5  2.2678e+09
29  6  2.05735e+09
29  7  2.44061e+09
29  8  2.06403e+09
29  9  2.19805e+09
29  10  2.72434e+09
29  11  2.81453e+09
29  12  3.09692e+09
29  13  2.28553e+09
29  14  2.08413e+09
29  15  1.93618e+09
29  16  1.98281e+09
29  17  2.13818e+09
29  18  2.11018e+09
29  19  2.15934e+09
29  20  2.10991e+09
29  21  2.2617e+09
29  22  2.41502e+09
29  23  2.04778e+09
29  24  2.26343e+09
29  25  2.39338e+09
29  26  2.71635e+09
29  27  2.14538e+09
29  28  1.36478e+09
29  29  1.2002e+09
29  30  1.49446e+09
29  31  1.67151e+09
29  32  1.71067e+09
29  33  1.66235e+09
29  34  1.7472e+09
29  35  1.49286e+09
29  36  1.52656e+09
29  37  1.66356e+09
29  38  1.36007e+09
29  39  1.61884e+09
29  40  1.44527e+09
29  41  1.48453e+09
29  42  1.64917e+09
29  43  1.87267e+09
29  44  1.62797e+09
29  45  1.78076e+09
29  46  1.88235e+09
29  47  1.62411e+09
29  48  1.62908e+09
29  49  1.70409e+09
29  50  1.82744e+09
30  0  1.74044e+09
30  1  1.65362e+09
30  2  1.9713e+09
30  3  2.18891e+09
30  4  2.15885e+09
30  5  2.08101e+09
30  6  2.17371e+09
30  7  2.53757e+09
30  8  1.97937e+09
30  9  2.29157e+09
30  10  2.43935e+09
30  11  2.7464e+09
30  12  2.77506e+09
30  13  2.4173e+09
30  14  2.07209e+09
30  15  1.93499e+09
30  16  1.96326e+09
30  17  2.2157e+09
30  18  2.06161e+09
30  19  2.56425e+09
30  20  2.27379e+09
30  21  2.39933e+09
30  22  2.21683e+09
30  23  2.3608e+09
30  24  2.41722e+09
30  25  2.40101e+09
30  26  2.7939e+09
30  27  2.62431e+09
30  28  1.4353e+09
30  29  1.36125e+09
30  30  1.47542e+09
30  31  1.78094e+09
30  32  1.69975e+09
30  33  1.53654e+09
30  34  1.87473e+09
30  35  1.72151e+09
30  36  1.83036e+09
30  37  1.69475e+09
30  38  1.46175e+09
30  39  1.67046e+09
30  40  1.66972e+09
30  41  1.63105e+09
30  42  1.67915e+09
30  43  2.00817e+09
30  44  1.79763e+09
30  45  1.8523e+09
30  46  1.79121e+09
30  47  1.84714e+09
30  48  1.5619e+09
30  49  1.5637e+09
30  50  1.76246e+09
31  0  1.41692e+09
31  1  1.54818e+09
31  2  1.94127e+09
31  3  2.10489e+09
31  4  1.95375e+09
31  5  2.29459e+09
31  6  2.45759e+09
31  7  2.41927e+09
31  8  2.33406e+09
31  9  2.40814e+09
31  10  2.28613e+09
31  11  2.77221e+09
31  12  2.87466e+09
31  13  2.38626e+09
31  14  2.04143e+09
31  15  1.69907e+09
31  16  1.92624e+09
31  17  2.36263e+09
31  18  2.2458e+09
31  19  2.4286e+09
31  20  2.34748e+09
31  21  2.41772e+09
31  22  2.35683e+09
31  23  2.08989e+09
31  24  2.1254e+09
31  25  2.67478e+09
31  26  3.25785e+09
31  27  2.29062e+09
31  28  1.47667e+09
31  29  1.39293e+09
31  30  1.84621e+09
31  31  1.88249e+09
31  32  1.94452e+09
31  33  1.72365e+09
31  34  1.63759e+09
31  35  1.70595e+09
31  36  1.87201e+09
31  37  1.82408e+09
31  38  1.60715e+09
31  39  1.80871e+09
31  40  1.4711e+09
31  41  1.69457e+09
31  42  1.71847e+09
31  43  1.70199e+09
31  44  1.83129e+09
31  45  1.83432e+09
31  46  1.92929e+09
31  47  1.66736e+09
31  48  1.44548e+09
31  49  1.59227e+09
31  50  1.8328e+09
32  0  1.81526e+09
32  1  1.52585e+09
32  2  1.90747e+09
32  3  2.21927e+09
32  4  2.0734e+09
32  5  2.15848e+09
32  6  2.28818e+09
32  7  2.39418e+09
32  8  2.32091e+09
32  9  2.42913e+09
32  10  2.31687e+09
32  11  2.79995e+09
32  12  2.88356e+09
32  13  2.21811e+09
32  14  1.99637e+09
32  15  1.78442e+09
32  16  1.96475e+09
32  17  2.07033e+09
32  18  2.06669e+09
32  19  2.29485e+09
32  20  2.07426e+09
32  21  2.20026e+09
32  22  2.06263e+09
32  23  2.24373e+09
32  24  2.18741e+09
32  25  2.75512e+09
32  26  3.16609e+09
32  27  2.74402e+09
32  28  1.69969e+09
32  29  1.66242e+09
32  30  1.83481e+09
32  31  1.79528e+09
32  32  1.9322e+09
32  33  1.84649e+09
32  34  1.74877e+09
32  35  1.90945e+09
32  36  1.90084e+09
32  37  2.02812e+09
32  38  1.79534e+09
32  39  1.67933e+09
32  40  1.45173e+09
32  41  1.34263e+09
32  42  1.54576e+09
32  43  1.86914e+09
32  44  1.99893e+09
32  45  1.90579e+09
32  46  1.82422e+09
32  47  1.93484e+09
32  48  1.591e+09
32  49  1.7036e+09
32  50  2.01213e+09
33  0  1.86055e+09
33  1  1.58076e+09
33  2  1.91724e+09
33  3  2.05826e+09
33  4  2.25487e+09
33  5  2.28997e+09
33  6  2.19914e+09
33  7  2.18372e+09
33  8  2.14968e+09
33  9  2.00359e+09
33  10  2.24184e+09
33  11  2.7628e+09
33  12  2.54888e+09
33  13  2.47242e+09
33  14  1.84944e+09
33  15  1.90461e+09
33  16  2.13981e+09
33  17  1.90428e+09
33  18  2.22433e+09
33  19  2.08801e+09
33  20  2.19716e+09
33  21  2.20966e+09
33  22  2.30254e+09
33  23  2.18552e+09
33  24  2.27425e+09
33  25  2.54269e+09
33  26  3.09301e+09
33  27  2.50889e+09
33  28  1.6223e+09
33  29  1.63175e+09
33  30  1.84138e+09
33  31  2.16001e+09
33  32  1.86102e+09
33  33  1.76812e+09
33  34  1.73704e+09
33  35  1.73734e+09
33  36  2.18126e+09
33  37  2.05044e+09
33  38  1.73198e+09
33  39  1.88863e+09
33  40  1.71433e+09
33  41  1.65124e+09
33  42  1.60928e+09
33  43  2.16028e+09
33  44  1.99142e+09
33  45  2.00341e+09
33  46  2.02379e+09
33  47  1.81847e+09
33  48  1.71756e+09
33  49  1.70754e+09
33  50  1.67259e+09
34  0  2.0326e+09
34  1  1.69604e+09
34  2  1.67129e+09
34  3  2.28506e+09
34  4  2.22519e+09
34  5  2.35965e+09
34  6  2.1531e+09
34  7  2.40783e+09
34  8  2.32717e+09
34  9  2.16026e+09
34  10  2.27878e+09
34  11  2.82904e+09
34  12  2.63483e+09
34  13  2.18755e+09
34  14  2.0532e+09
34  15  1.68934e+09
34  16  1.96777e+09
34  17  2.13096e+09
34  18  2.17568e+09
34  19  1.91013e+09
34  20  2.26674e+09
34  21  2.46147e+09
34  22  2.292e+09
34  23  1.99692e+09
34  24  2.38548e+09
34  25  2.67801e+09
34  26  2.76402e+09
34  27  2.72475e+09
34  28  1.69925e+09
34  29  1.63721e+09
34  30  2.02365e+09
34  31  1.99378e+09
34  32  2.0427e+09
34  33  1.93387e+09
34  34  1.82606e+09
34  35  1.89081e+09
34  36  2.1083e+09
34  37  2.19317e+09
34  38  1.90252e+09
34  39  1.97406e+09
34  40  1.77337e+09
34  41  1.6715e+09
34  42  1.58217e+09
34  43  2.06592e+09
34  44  1.93781e+09
34  45  2.01038e+09
34  46  2.17024e+09
34  47  2.05375e+09
34  48  1.8863e+09
34  49  1.67762e+09
34  50  1.92336e+09
35  0  2.06967e+09
35  1  1.71039e+09
35  2  1.8355e+09
35  3  2.16077e+09
35  4  2.30056e+09
35  5  2.19338e+09
35  6  2.39558e+09
35  7  2.30817e+09
35  8  2.5308e+09
35  9  2.53904e+09
35  10  2.10782e+09
35  11  3.04429e+09
35  12  2.53519e+09
35  13  2.12636e+09
35  14  1.51922e+09
35  15  1.70156e+09
35  16  1.76016e+09
35  17  2.00055e+09
35  18  2.08532e+09
35  19  2.04119e+09
35  20  1.90332e+09
35  21  2.1244e+09
35  22  2.17559e+09
35  23  2.26204e+09
35  24  2.23877e+09
35  25  2.85479e+09
35  26  2.93267e+09
35  27  2.54593e+09
35  28  1.78375e+09
35  29  1.7399e+09
35  30  2.13577e+09
35  31  2.07497e+09
35  32  1.97978e+09
35  33  1.82923e+09
35  34  1.77777e+09
35  35  1.79677e+09
35  36  1.92605e+09
35  37  1.98929e+09
35  38  1.80464e+09
35  39  1.96304e+09
35  40  1.75807e+09
35  41  1.73635e+09
35  42  1.58164e+09
35  43  1.84696e+09
35  44  1.86301e+09
35  45  2.20344e+09
35  46  1.79323e+09
35  47  2.13303e+09
35  48  1.79645e+09
35  49  1.8183e+09
35  50  2.05187e+09
36  0  1.80784e+09
36  1  1.52467e+09
36  2  1.8582e+09
36  3  2.21488e+09
36  4  2.68168e+09
36  5  2.16838e+09
36  6  2.35009e+09
36  7  2.24059e+09
36  8  2.57613e+09
36  9  2.27791e+09
36  10  2.11354e+09
36  11  2.50077e+09
36  12  2.84292e+09
36  13  2.33929e+09
36  14  1.85773e+09
36  15  1.42906e+09
36  16  1.80575e+09
36  17  1.81635e+09
36  18  2.04662e+09
36  19  2.10656e+09
36  20  2.14668e+09
36  21  2.28639e+09
36  22  2.18956e+09
36  23  2.09231e+09
36  24  2.22147e+09
36  25  2.8037e+09
36  26  3.12854e+09
36  27  2.36944e+09
36  28  1.7026e+09
36  29  1.82508e+09
36  30  1.99877e+09
36  31  2.29522e+09
36  32  2.48467e+09
36  33  2.29895e+09
36  34  1.67557e+09
36  35  1.76747e+09
36  36  2.11866e+09
36  37  2.11292e+09
36  38  1.98866e+09
36  39  2.02096e+09
36  40  1.83155e+09
36  41  1.77101e+09
36  42  1.61476e+09
36  43  1.80493e+09
36  44  1.7585e+09
36  45  2.24629e+09
36  46  2.04261e+09
36  47  2.28211e+09
36  48  2.02944e+09
36  49  1.91091e+09
36  50  2.04802e+09
37  0  1.53071e+09
37  1  1.65597e+09
37  2  2.1303e+09
37  3  2.40964e+09
37  4  2.77881e+09
37  5  2.23086e+09
37  6  2.55921e+09
37  7  2.48035e+09
37  8  2.55493e+09
37  9  2.68115e+09
37  10  2.44514e+09
37  11  2.35653e+09
37  12  2.64537e+09
37  13  2.08348e+09
37  14  1.69825e+09
37  15  1.48324e+09
37  16  1.73862e+09
37  17  1.81779e+09
37  18  1.78119e+09
37  19  2.39077e+09
37  20  2.23601e+09
37  21  2.47783e+09
37  22  2.19111e+09
37  23  2.22872e+09
37  24  2.43421e+09
37  25  3.04072e+09
37  26  2.78238e+09
37  27  2.42525e+09
37  28  1.60089e+09
37  29  1.99731e+09
37  30  2.17019e+09
37  31  2.30515e+09
37  32  2.39806e+09
37  33  2.01248e+09
37  34  2.00461e+09
37  35  1.86052e+09
37  36  1.89923e+09
37  37  2.08077e+09
37  38  1.97618e+09
37  39  1.77651e+09
37  40  2.01304e+09
37  41  1.90188e+09
37  42  1.66336e+09
37  43  1.99957e+09
37  44  1.90264e+09
37  45  2.08901e+09
37  46  2.06544e+09
37  47  2.18525e+09
37  48  2.02117e+09
37  49  1.90929e+09
37  50  2.19473e+09
38  0  1.84066e+09
38  1  1.80941e+09
38  2  2.09223e+09
38  3  1.99925e+09
38  4  2.58577e+09
38  5  2.34232e+09
38  6  2.52875e+09
38  7  2.58665e+09
38  8  2.56755e+09
38  9  2.33099e+09
38  10  2.2354e+09
38  11  2.44664e+09
38  12  2.84817e+09
38  13  1.98127e+09
38  14  1.64272e+09
38  15  1.5236e+09
38  16  1.7338e+09
38  17  1.77311e+09
38  18  1.73315e+09
38  19  2.02293e+09
38  20  2.32271e+09
38  21  2.17476e+09
38  22  2.07945e+09
38  23  2.18055e+09
38  24  2.63126e+09
38  25  2.95032e+09
38  26  2.74973e+09
38  27  2.04462e+09
38  28  2.0642e+09
38  29  1.97619e+09
38  30  1.9374e+09
38  31  2.12414e+09
38  32  2.22242e+09
38  33  2.19139e+09
38  34  1.99469e+09
38  35  1.87222e+09
38  36  2.04789e+09
38  37  2.28788e+09
38  38  1.97281e+09
38  39  1.94553e+09
38  40  2.00264e+09
38  41  1.97487e+09
38  42  1.7927e+09
38  43  1.85848e+09
38  44  1.79116e+09
38  45  2.0355e+09
38  46  2.0307e+09
38  47  2.13488e+09
38  48  2.10532e+09
38  49  1.90479e+09
38  50  2.03091e+09
39  0  1.63372e+09
39  1  1.86416e+09
39  2  2.13604e+09
39  3  1.92488e+09
39  4  2.34852e+09
39  5  2.49724e+09
39  6  2.49993e+09
39  7  2.64165e+09
39  8  2.74183e+09
39  9  2.44849e+09
39  10  2.22169e+09
39  11  2.5261e+09
39  12  2.40301e+09
39  13  2.00917e+09
39  14  1.60714e+09
39  15  1.6316e+09
39  16  1.74384e+09
39  17  1.91195e+09
39  18  2.16533e+09
39  19  2.04626e+09
39  20  2.03089e+09
39  21  1.98053e+09
39  22  2.30495e+09
39  23  2.29458e+09
39  24  2.68178e+09
39  25  2.38945e+09
39  26  2.55202e+09
39  27  1.82568e+09
39  28  1.77169e+09
39  29  2.25782e+09
39  30  2.03983e+09
39  31  2.30769e+09
39  32  2.38929e+09
39  33  2.0832e+09
39  34  1.79438e+09
39  35  1.96947e+09
39  36  2.26178e+09
39  37  2.48354e+09
39  38  2.10066e+09
39  39  1.91046e+09
39  40  2.05531e+09
39  41  1.87055e+09
39  42  2.05864e+09
39  43  1.93753e+09
39  44  1.82103e+09
39  45  2.1979e+09
39  46  2.12993e+09
39  47  1.85909e+09
39  48  1.79433e+09
39  49  2.17716e+09
39  50  2.13952e+09
40  0  1.79851e+09
40  1  1.95106e+09
40  2  1.95068e+09
40  3  2.48392e+09
40  4  2.44192e+09
40  5  2.39408e+09
40  6  2.47118e+09
40  7  2.8493e+09
40  8  2.47312e+09
40  9  2.33772e+09
40  10  2.27838e+09
40  11  2.26209e+09
40  12  2.92122e+09
40  13  2.30226e+09
40  14  1.79786e+09
40  15  1.64126e+09
40  16  1.77852e+09
40  17  1.95087e+09
40  18  2.12316e+09
40  19  2.06603e+09
40  20  2.04807e+09
40  21  2.3555e+09
40  22  2.45267e+09
40  23  2.32619e+09
40  24  2.87074e+09
40  25  3.13568e+09
40  26  2.54549e+09
40  27  2.48179e+09
40  28  1.80442e+09
40  29  2.00102e+09
40  30  2.14882e+09
40  31  2.15125e+09
40  32  2.36445e+09
40  33  2.24128e+09
40  34  2.05186e+09
40  35  2.10029e+09
40  36  2.11751e+09
40  37  2.28246e+09
40  38  2.19129e+09
40  39  2.18369e+09
40  40  1.99503e+09
40  41  1.98802e+09
40  42  1.64424e+09
40  43  2.17471e+09
40  44  1.8777e+09
40  45  1.99256e+09
40  46  1.83984e+09
40  47  1.93354e+09
40  48  2.03398e+09
40  49  1.76631e+09
40  50  2.01366e+09
41  0  1.70349e+09
41  1  2.15036e+09
41  2  1.94033e+09
41  3  2.13465e+09
41  4  2.29338e+09
41  5  2.17077e+09
41  6  2.68854e+09
41  7  2.80312e+09
41  8  2.43852e+09
41  9  2.66818e+09
41  10  2.34676e+09
41  11  2.32389e+09
41  12  2.61498e+09
41  13  2.14173e+09
41  14  1.68851e+09
41  15  1.59508e+09
41  16  1.46346e+09
41  17  1.75244e+09
41  18  1.86777e+09
41  19  2.14343e+09
41  20  2.27377e+09
41  21  2.2481e+09
41  22  2.2476e+09
41  23  2.43219e+09
41  24  2.65752e+09
41  25  2.68949e+09
41  26  2.68361e+09
41  27  2.18919e+09
41  28  1.75398e+09
41  29  2.23182e+09
41  30  2.28655e+09
41  31  2.45727e+09
41  32  2.3948e+09
41  33  2.34051e+09
41  34  2.14628e+09
41  35  2.07784e+09
41  36  2.25239e+09
41  37  2.36478e+09
41  38  2.16139e+09
41  39  2.03947e+09
41  40  2.26688e+09
41  41  2.02521e+09
41  42  1.84987e+09
41  43  2.06591e+09
41  44  2.05703e+09
41  45  2.28764e+09
41  46  2.38732e+09
41  47  2.16944e+09
41  48  1.9245e+09
41  49  1.68528e+09
41  50  1.9032e+09
42  0  1.7961e+09
42  1  1.9566e+09
42  2  1.96473e+09
42  3  2.12558e+09
42  4  2.47816e+09
42  5  2.24689e+09
42  6  2.34422e+09
42  7  2.85936e+09
42  8  2.75961e+09
42  9  2.45942e+09
42  10  2.30511e+09
42  11  2.08735e+09
42  12  2.38654e+09
42  13  2.4163e+09
42  14  1.69662e+09
42  15  1.70967e+09
42  16  1.5418e+09
42  17  1.68716e+09
42  18  1.7244e+09
42  19  2.14466e+09
42  20  2.06653e+09
42  21  2.20888e+09
42  22  1.96209e+09
42  23  2.61557e+09
42  24  2.94955e+09
42  25  2.50867e+09
42  26  2.84507e+09
42  27  2.33206e+09
42  28  2.20675e+09
42  29  2.18303e+09
42  30  2.18245e+09
42  31  2.38035e+09
42  32  2.33898e+09
42  33  2.42836e+09
42  34  2.12604e+09
42  35  2.19704e+09
42  36  2.27125e+09
42  37  2.23989e+09
42  38  2.26155e+09
42  39  2.20967e+09
42  40  2.16301e+09
42  41  2.10904e+09
42  42  2.13638e+09
42  43  2.24989e+09
42  44  2.06735e+09
42  45  2.42442e+09
42  46  2.26492e+09
42  47  2.15233e+09
42  48  1.88067e+09
42  49  1.89178e+09
42  50  2.13364e+09
43  0  1.80579e+09
43  1  2.24761e+09
43  2  2.0759e+09
43  3  2.13938e+09
43  4  2.32569e+09
43  5  2.467e+09
43  6  2.61975e+09
43  7  2.94891e+09
43  8  2.71708e+09
43  9  2.74233e+09
43  10  2.26048e+09
43  11  2.13155e+09
43  12  2.43082e+09
43  13  1.99404e+09
43  14  1.80598e+09
43  15  1.46705e+09
43  16  1.50549e+09
43  17  1.8195e+09
43  18  2.02533e+09
43  19  2.12713e+09
43  20  2.33641e+09
43  21  2.18442e+09
43  22  2.00494e+09
43  23  2.55424e+09
43  24  3.04207e+09
43  25  2.73206e+09
43  26  2.69576e+09
43  27  2.07273e+09
43  28  2.36219e+09
43  29  2.23843e+09
43  30  2.22983e+09
43  31  2.4103e+09
43  32  2.42967e+09
43  33  2.2591e+09
43  34  2.54284e+09
43  35  2.31723e+09
43  36  2.0683e+09
43  37  2.2961e+09
43  38  1.99743e+09
43  39  2.05427e+09
43  40  2.16936e+09
43  41  2.08835e+09
43  42  1.91929e+09
43  43  2.01562e+09
43  44  2.18974e+09
43  45  2.28603e+09
43  46  2.46408e+09
43  47  2.12215e+09
43  48  2.19276e+09
43  49  1.84772e+09
43  50  1.89177e+09
44  0  1.76164e+09
44  1  2.10538e+09
44  2  1.8829e+09
44  3  2.07907e+09
44  4  2.39494e+09
44  5  2.18238e+09
44  6  2.39774e+09
44  7  2.93795e+09
44  8  2.77223e+09
44  9  2.51356e+09
44  10  2.1656e+09
44  11  2.11014e+09
44  12  2.37339e+09
44  13  2.17343e+09
44  14  1.76447e+09
44  15  1.408e+09
44  16  1.38359e+09
44  17  1.61937e+09
44  18  1.91669e+09
44  19  2.05699e+09
44  20  2.239e+09
44  21  2.49327e+09
44  22  2.31542e+09
44  23  2.41734e+09
44  24  2.71342e+09
44  25  3.11336e+09
44  26  2.43609e+09
44  27  2.484e+09
44  28  2.31091e+09
44  29  2.44564e+09
44  30  2.48824e+09
44  31  2.28618e+09
44  32  2.38028e+09
44  33  2.56659e+09
44  34  2.25507e+09
44  35  2.03715e+09
44  36  2.25242e+09
44  37  2.04138e+09
44  38  2.06798e+09
44  39  2.18552e+09
44  40  2.15666e+09
44  41  2.02032e+09
44  42  1.91837e+09
44  43  2.21249e+09
44  44  2.11349e+09
44  45  2.24758e+09
44  46  2.18727e+09
44  47  2.28911e+09
44  48  2.0648e+09
44  49  1.93075e+09
44  50  2.03275e+09
45  0  1.56764e+09
45  1  1.90228e+09
45  2  1.85424e+09
45  3  2.16718e+09
45  4  2.2773e+09
45  5  2.0298e+09
45  6  2.48528e+09
45  7  2.70411e+09
45  8  2.74491e+09
45  9  2.65386e+09
45  10  1.97624e+09
45  11  2.15668e+09
45  12  2.30964e+09
45  13  2.0948e+09
