row  column  (images_25_2_757.edf P-K*images_25_2_757.edf Ar-K**2.3)
33  24  1.06848e+07
33  25  1.09308e+07
33  26  1.30422e+07
33  27  0
33  28  0
33  29  0
33  30  0
33  31  0
33  32  0
33  33  0
33  34  0
33  35  1.35875e+07
33  36  2.25911e+07
33  37  1.04098e+07
33  38  0
33  39  0
33  40  1.16212e+07
33  41  0
33  42  0
33  43  9.99162e+06
33  44  1.51414e+07
33  45  1.02038e+07
33  46  2.68381e+07
33  47  0
33  48  0
33  49  0
33  50  0
34  0  0
34  1  0
34  2  0
34  3  0
34  4  7.2671e+06
34  5  1.43749e+07
34  6  0
34  7  3.01202e+07
34  8  0
34  9  0
34  10  0
34  11  0
34  12  9.22971e+06
34  13  0
34  14  1.06871e+07
34  15  0
34  16  0
34  17  0
34  18  0
34  19  1.67714e+07
34  20  0
34  21  2.40081e+07
34  22  1.13114e+07
34  23  0
34  24  0
34  25  9.73696e+06
34  26  682712
34  27  0
34  28  0
34  29  0
34  30  0
34  31  7.64604e+06
34  32  7.75707e+06
34  33  7.61623e+06
34  34  0
34  35  7.93612e+06
34  36  1.60529e+07
34  37  1.09329e+07
34  38  8.11858e+06
34  39  0
34  40  9.71093e+06
34  41  0
34  42  0
34  43  1.48407e+07
34  44  7.99734e+06
34  45  1.86691e+07
34  46  2.28339e+07
34  47  1.82734e+07
34  48  9.88634e+06
34  49  0
34  50  1.26819e+07
35  0  0
35  1  0
35  2  0
35  3  1.39762e+07
35  4  2.00435e+07
35  5  8.5353e+06
35  6  1.72823e+07
35  7  2.30756e+07
35  8  1.09444e+07
35  9  8.20122e+06
35  10  6.88886e+06
35  11  0
35  12  1.04467e+07
35  13  1.19011e+07
35  14  0
35  15  0
35  16  0
35  17  7.87917e+06
35  18  1.00383e+07
35  19  1.04186e+07
35  20  1.41766e+07
35  21  1.50426e+07
35  22  0
35  23  0
35  24  0
35  25  1.30675e+07
35  26  1.20018e+07
35  27  0
35  28  0
35  29  0
35  30  0
35  31  0
35  32  0
35  33  1.2634e+07
35  34  0
35  35  1.12634e+07
35  36  0
35  37  1.87734e+07
35  38  1.64802e+07
35  39  0
35  40  1.50376e+07
35  41  0
35  42  1.09339e+07
35  43  0
35  44  1.49782e+07
35  45  1.52329e+07
35  46  1.84438e+07
35  47  1.1972e+07
35  48  1.91785e+07
35  49  0
35  50  1.20622e+07
36  0  0
36  1  0
36  2  0
36  3  1.20912e+07
36  4  1.43401e+07
36  5  0
36  6  1.35149e+07
36  7  7.41551e+06
36  8  1.34085e+07
36  9  0
36  10  0
36  11  0
36  12  0
36  13  0
36  14  0
36  15  0
36  16  0
36  17  0
36  18  0
36  19  1.71987e+07
36  20  1.63003e+07
36  21  0
36  22  1.20442e+07
36  23  0
36  24  0
36  25  9.83502e+06
36  26  0
36  27  0
36  28  0
36  29  0
36  30  0
36  31  1.12976e+07
36  32  1.59352e+07
36  33  0
36  34  9.74035e+06
36  35  0
36  36  8.77777e+06
36  37  8.24224e+06
36  38  1.17255e+07
36  39  7.42325e+06
36  40  9.92306e+06
36  41  0
36  42  0
36  43  1.05275e+07
36  44  8.44479e+06
36  45  1.35133e+07
36  46  1.32721e+07
36  47  2.95008e+07
36  48  0
36  49  1.2983e+07
36  50  0
37  0  0
37  1  7.80757e+06
37  2  0
37  3  0
37  4  1.62304e+07
37  5  1.41969e+07
37  6  1.89445e+07
37  7  8.02814e+06
37  8  1.10913e+07
37  9  0
37  10  0
37  11  0
37  12  0
37  13  0
37  14  0
37  15  0
37  16  0
37  17  0
37  18  9.68439e+06
37  19  1.66463e+07
37  20  0
37  21  1.90451e+07
37  22  0
37  23  1.2017e+07
37  24  0
37  25  1.18934e+07
37  26  0
37  27  0
37  28  0
37  29  0
37  30  0
37  31  7.74587e+06
37  32  0
37  33  9.43366e+06
37  34  0
37  35  9.17144e+06
37  36  1.40631e+07
37  37  5.42547e+06
37  38  1.30904e+07
37  39  9.50725e+06
37  40  1.01609e+07
37  41  1.18074e+07
37  42  0
37  43  1.21644e+07
37  44  0
37  45  1.97749e+07
37  46  1.4519e+07
37  47  2.00866e+07
37  48  0
37  49  1.61242e+07
37  50  1.63897e+07
38  0  0
38  1  1.00757e+07
38  2  1.65265e+07
38  3  8.9775e+06
38  4  1.6947e+07
38  5  1.61794e+07
38  6  0
38  7  1.14526e+07
38  8  1.47344e+07
38  9  0
38  10  0
38  11  0
38  12  0
38  13  0
38  14  0
38  15  0
38  16  0
38  17  0
38  18  8.40235e+06
38  19  0
38  20  9.73331e+06
38  21  0
38  22  1.26072e+07
38  23  0
38  24  0
38  25  0
38  26  0
38  27  0
38  28  0
38  29  0
38  30  0
38  31  8.67084e+06
38  32  2.80434e+07
38  33  2.19801e+07
38  34  1.24511e+07
38  35  0
38  36  0
38  37  2.45275e+07
38  38  1.07164e+07
38  39  1.4703e+07
38  40  1.40974e+07
38  41  8.19887e+06
38  42  6.53762e+06
38  43  8.90369e+06
38  44  1.86528e+07
38  45  1.33044e+07
38  46  1.50456e+07
38  47  1.55731e+07
38  48  7.08776e+06
38  49  0
38  50  0
39  0  0
39  1  0
39  2  1.18523e+07
39  3  0
39  4  0
39  5  8.77208e+06
39  6  0
39  7  1.55285e+07
39  8  1.91531e+07
39  9  8.72672e+06
39  10  0
39  11  0
39  12  0
39  13  0
39  14  0
39  15  0
39  16  0
39  17  0
39  18  0
39  19  1.31253e+07
39  20  0
39  21  0
39  22  1.10962e+07
39  23  0
39  24  0
39  25  0
39  26  0
39  27  0
39  28  0
39  29  0
39  30  5.34018e+06
39  31  9.10244e+06
39  32  1.12269e+07
39  33  8.64558e+06
39  34  0
39  35  1.31498e+07
39  36  2.0836e+07
39  37  1.87332e+07
39  38  1.30446e+07
39  39  1.38025e+07
39  40  1.37094e+07
39  41  2.20178e+07
39  42  1.26042e+07
39  43  1.6719e+07
39  44  1.00682e+07
39  45  1.38114e+07
39  46  1.00215e+07
39  47  7.29323e+06
39  48  1.41179e+07
39  49  1.12335e+07
39  50  0
40  0  0
40  1  7.68873e+06
40  2  9.18805e+06
40  3  1.75421e+07
40  4  1.58256e+07
40  5  0
40  6  1.87637e+07
40  7  1.67741e+07
40  8  1.32305e+07
40  9  0
40  10  0
40  11  2.21979e+06
40  12  0
40  13  0
40  14  0
40  15  0
40  16  0
40  17  0
40  18  0
40  19  1.53585e+07
40  20  0
40  21  1.18814e+07
40  22  1.06486e+07
40  23  0
40  24  1.01525e+07
40  25  0
40  26  0
40  27  0
40  28  0
40  29  0
40  30  0
40  31  0
40  32  0
40  33  5.12403e+06
40  34  9.38044e+06
40  35  2.24844e+07
40  36  1.4903e+07
40  37  1.17881e+07
40  38  1.719e+07
40  39  1.25561e+07
40  40  0
40  41  1.782e+07
40  42  0
40  43  1.52439e+07
40  44  5.37195e+06
40  45  1.30779e+07
40  46  1.73216e+07
40  47  1.24067e+07
40  48  6.34555e+06
40  49  6.72367e+06
40  50  6.6268e+06
41  0  0
41  1  1.42218e+07
41  2  1.49813e+07
41  3  1.88177e+07
41  4  1.18411e+07
41  5  1.48458e+07
41  6  1.49592e+07
41  7  1.69513e+07
41  8  1.09053e+07
41  9  1.60057e+07
41  10  0
41  11  0
41  12  0
41  13  0
41  14  0
41  15  0
41  16  0
41  17  0
41  18  1.12032e+07
41  19  1.22429e+07
41  20  0
41  21  0
41  22  1.13829e+07
41  23  0
41  24  0
41  25  0
41  26  0
41  27  0
41  28  0
41  29  0
41  30  0
41  31  8.11914e+06
41  32  2.0535e+07
41  33  1.97469e+07
41  34  1.00541e+07
41  35  1.30043e+07
41  36  1.41796e+07
41  37  1.02203e+07
41  38  2.30713e+07
41  39  0
41  40  2.68983e+07
41  41  1.84901e+07
41  42  7.61656e+06
41  43  2.55045e+07
41  44  0
41  45  2.44281e+07
41  46  2.12033e+07
41  47  0
41  48  6.25869e+06
41  49  9.90833e+06
41  50  1.05759e+07
42  0  0
42  1  1.60907e+07
42  2  0
42  3  1.75299e+07
42  4  8.13085e+06
42  5  1.19958e+07
42  6  1.88135e+07
42  7  2.09803e+07
42  8  1.90727e+07
42  9  8.0279e+06
42  10  0
42  11  0
42  12  0
42  13  0
42  14  0
42  15  0
42  16  0
42  17  0
42  18  0
42  19  0
42  20  0
42  21  0
42  22  0
42  23  0
42  24  0
42  25  0
42  26  0
42  27  0
42  28  0
42  29  0
42  30  0
42  31  1.32692e+07
42  32  1.31134e+07
42  33  2.71638e+07
42  34  0
42  35  9.23679e+06
42  36  1.245e+07
42  37  2.01477e+07
42  38  1.35718e+07
42  39  1.30922e+07
42  40  2.03601e+07
42  41  9.64781e+06
42  42  9.88796e+06
42  43  1.6609e+07
42  44  1.87192e+07
42  45  1.88215e+07
42  46  1.4436e+07
42  47  0
42  48  0
42  49  0
42  50  0
43  0  1.07684e+07
43  1  0
43  2  0
43  3  1.21938e+07
43  4  0
43  5  1.86323e+07
43  6  8.77703e+06
43  7  2.27965e+07
43  8  1.73505e+07
43  9  2.08671e+07
43  10  0
43  11  0
43  12  0
43  13  0
43  14  0
43  15  0
43  16  0
43  17  0
43  18  0
43  19  5.04101e+06
43  20  0
43  21  0
43  22  0
43  23  1.8531e+07
43  24  0
43  25  0
43  26  0
43  27  0
43  28  0
43  29  0
43  30  1.15892e+07
43  31  1.02837e+07
43  32  1.93799e+07
43  33  1.80456e+07
43  34  1.9006e+07
43  35  7.15238e+06
43  36  1.1755e+07
43  37  2.00392e+07
43  38  1.86742e+07
43  39  1.69392e+07
43  40  1.24489e+07
43  41  0
43  42  1.52832e+07
43  43  1.06571e+07
43  44  1.24216e+07
43  45  1.71571e+07
43  46  1.51322e+07
43  47  1.83648e+07
43  48  2.07301e+07
43  49  1.30721e+07
43  50  0
44  0  0
44  1  0
44  2  0
44  3  0
44  4  2.04374e+07
44  5  9.73019e+06
44  6  0
44  7  9.81498e+06
44  8  2.59504e+07
44  9  2.06668e+07
44  10  0
44  11  0
44  12  0
44  13  0
44  14  0
44  15  0
44  16  0
44  17  0
44  18  0
44  19  0
44  20  0
44  21  0
44  22  0
44  23  0
44  24  0
44  25  0
44  26  0
44  27  0
44  28  0
44  29  0
44  30  1.32665e+07
44  31  1.68606e+07
44  32  0
44  33  3.12007e+07
44  34  1.09923e+07
44  35  1.27734e+07
44  36  8.17359e+06
44  37  6.84395e+06
44  38  1.41249e+07
44  39  1.86154e+07
44  40  1.5532e+07
44  41  1.41192e+07
44  42  9.10101e+06
44  43  2.5731e+07
44  44  1.25373e+07
44  45  2.2072e+07
44  46  2.50067e+07
44  47  1.77601e+07
44  48  7.34607e+06
44  49  0
44  50  7.54816e+06
45  0  0
45  1  0
45  2  0
45  3  1.13682e+07
45  4  0
45  5  0
45  6  0
45  7  0
45  8  3.07485e+07
45  9  0
45  10  1.01492e+07
45  11  0
45  12  0
45  13  0
45  14  0
45  15  0
45  16  0
45  17  0
45  18  0
45  19  0
45  20  0
45  21  0
45  22  0
45  23  1.1996e+07
45  24  1.56567e+07
45  25  0
45  26  0
45  27  0
45  28  0
45  29  0
45  30  1.06137e+07
45  31  0
45  32  1.48879e+07
45  33  1.55312e+07
45  34  1.55347e+07
45  35  2.58711e+07
45  36  2.07219e+07
45  37  1.27345e+07
45  38  1.48736e+07
45  39  1.78301e+07
45  40  1.26204e+07
45  41  1.74229e+07
45  42  0
45  43  1.17577e+07
45  44  1.98012e+07
45  45  1.75561e+07
45  46  1.39292e+07
45  47  1.48319e+07
45  48  0
45  49  8.31249e+06
45  50  7.01727e+06
46  0  0
46  1  0
46  2  0
46  3  0
46  4  0
46  5  1.44242e+07
46  6  0
46  7  0
46  8  2.14542e+07
46  9  1.162e+07
46  10  0
46  11  0
46  12  0
46  13  0
46  14  0
46  15  0
46  16  0
46  17  0
46  18  0
46  19  0
46  20  0
46  21  0
46  22  0
46  23  0
46  24  0
46  25  8.96271e+06
46  26  0
46  27  3.97218e+06
46  28  0
46  29  0
46  30  1.54476e+07
46  31  5.45698e+06
46  32  1.00662e+07
46  33  1.08724e+07
46  34  1.63054e+07
46  35  1.01839e+07
46  36  1.30057e+07
46  37  1.18276e+07
46  38  1.04794e+07
46  39  0
46  40  9.12987e+06
46  41  1.20322e+07
46  42  1.73951e+07
46  43  1.93463e+07
46  44  1.30305e+07
46  45  2.16176e+07
46  46  0
46  47  1.12318e+07
46  48  1.13785e+07
46  49  7.42058e+06
46  50  1.18278e+07
47  0  0
47  1  0
47  2  0
47  3  1.5627e+07
47  4  1.39746e+07
47  5  0
47  6  0
47  7  8.25227e+06
47  8  1.80203e+07
47  9  0
47  10  9.39699e+06
47  11  0
47  12  0
47  13  0
47  14  0
47  15  0
47  16  0
47  17  0
47  18  0
47  19  1.15525e+07
47  20  0
47  21  1.15616e+07
47  22  0
47  23  0
47  24  0
47  25  0
47  26  0
47  27  1.04114e+07
47  28  8.4276e+06
47  29  0
47  30  1.06426e+07
47  31  8.06276e+06
47  32  2.25754e+07
47  33  1.25824e+07
47  34  1.61137e+07
47  35  0
47  36  1.08318e+07
47  37  0
47  38  8.80852e+06
47  39  1.24885e+07
47  40  0
47  41  1.96916e+07
47  42  1.49266e+07
47  43  2.01311e+07
47  44  7.90947e+06
47  45  1.63887e+07
47  46  1.91233e+07
47  47  9.58531e+06
47  48  0
47  49  1.90488e+07
47  50  0
48  0  0
48  1  0
48  2  0
48  3  0
48  4  7.64984e+06
48  5  0
48  6  1.32637e+07
48  7  0
48  8  1.35942e+07
48  9  1.01377e+07
48  10  0
48  11  0
48  12  8.91102e+06
48  13  0
48  14  0
48  15  0
48  16  0
48  17  0
48  18  0
48  19  6.80982e+06
48  20  0
48  21  8.37927e+06
48  22  0
48  23  1.08981e+07
48  24  1.23498e+07
48  25  0
48  26  0
48  27  2.14901e+06
48  28  0
48  29  0
48  30  8.85974e+06
48  31  1.61219e+07
48  32  1.528e+07
48  33  9.24468e+06
48  34  1.96516e+07
48  35  8.466e+06
48  36  0
48  37  7.51345e+06
48  38  7.86609e+06
48  39  1.38811e+07
48  40  1.62348e+07
48  41  1.26958e+07
48  42  1.20427e+07
48  43  2.18241e+07
48  44  1.13248e+07
48  45  1.54309e+07
48  46  1.48388e+07
48  47  1.01847e+07
48  48  9.82017e+06
48  49  1.58707e+06
48  50  0
49  0  0
49  1  0
49  2  0
49  3  6.14981e+06
49  4  0
49  5  0
49  6  0
49  7  6.90198e+06
49  8  0
49  9  8.77025e+06
49  10  0
49  11  0
49  12  0
49  13  0
49  14  0
49  15  0
49  16  0
49  17  0
49  18  0
49  19  0
49  20  0
49  21  0
49  22  0
49  23  0
49  24  4.12266e+06
49  25  0
49  26  1.15331e+07
49  27  1.59689e+07
49  28  0
49  29  0
49  30  2.51505e+06
49  31  8.61731e+06
49  32  9.39396e+06
49  33  9.10264e+06
49  34  1.22599e+07
49  35  1.03139e+07
49  36  1.61541e+07
49  37  1.09155e+07
49  38  8.81964e+06
49  39  1.33162e+07
49  40  1.04371e+07
49  41  1.07721e+07
49  42  1.21639e+07
49  43  0
49  44  1.65495e+07
49  45  0
49  46  1.43746e+07
49  47  7.93726e+06
49  48  2.28044e+07
49  49  1.23203e+07
49  50  6.83211e+06
50  0  0
50  1  0
50  2  0
50  3  0
50  4  0
50  5  0
50  6  0
50  7  1.45128e+07
50  8  1.58798e+07
50  9  9.91059e+06
50  10  0
50  11  0
50  12  0
50  13  0
50  14  0
50  15  0
50  16  0
50  17  0
50  18  0
50  19  0
50  20  0
50  21  0
50  22  0
50  23  0
50  24  0
50  25  0
50  26  1.33666e+07
50  27  0
50  28  0
50  29  6.86542e+06
50  30  0
50  31  1.09168e+07
50  32  0
50  33  0
50  34  1.29615e+07
50  35  1.15092e+07
50  36  0
50  37  5.52678e+06
50  38  6.4776e+06
50  39  1.59969e+07
50  40  1.59857e+07
50  41  1.69456e+07
50  42  0
50  43  8.26372e+06
50  44  1.28402e+07
50  45  1.16941e+07
50  46  6.13584e+06
50  47  0
50  48  1.10024e+07
50  49  0
50  50  9.68899e+06

