row  column  (images_25_2_757.edf Mn-K*images_25_2_757.edf Ar-K**2.3)
22  17  1.73048e+07
22  18  1.12239e+07
22  19  1.2626e+07
22  20  1.94458e+07
22  21  1.35308e+07
22  22  5.82578e+06
22  23  1.48337e+07
22  24  1.87589e+07
22  25  1.06585e+07
22  26  1.20743e+07
22  27  1.9377e+07
22  28  6.12762e+06
22  29  2.87463e+07
22  30  1.44581e+07
22  31  1.58344e+07
22  32  1.97062e+07
22  33  2.60961e+07
22  34  2.29668e+07
22  35  8.62371e+06
22  36  1.24544e+07
22  37  1.42453e+07
22  38  1.79749e+07
22  39  2.67914e+07
22  40  2.68756e+07
22  41  1.47881e+07
22  42  1.6811e+07
22  43  1.33542e+07
22  44  1.83493e+07
22  45  1.92632e+07
22  46  2.17813e+07
22  47  1.30587e+07
22  48  1.624e+07
22  49  1.16228e+07
22  50  1.86821e+07
23  0  1.1595e+07
23  1  9.90558e+06
23  2  1.13301e+07
23  3  1.50254e+07
23  4  1.50791e+07
23  5  1.11613e+07
23  6  1.33611e+07
23  7  8.36307e+06
23  8  1.55968e+07
23  9  5.96566e+06
23  10  1.25634e+07
23  11  0
23  12  0
23  13  8.31679e+06
23  14  1.02951e+07
23  15  1.48587e+07
23  16  1.58251e+07
23  17  1.38986e+07
23  18  9.26281e+06
23  19  2.63875e+07
23  20  1.36791e+07
23  21  1.77664e+07
23  22  2.46281e+06
23  23  1.52389e+07
23  24  8.49117e+06
23  25  2.67907e+07
23  26  1.25033e+07
23  27  3.19326e+07
23  28  1.31558e+07
23  29  6.55554e+06
23  30  2.15387e+07
23  31  1.76357e+07
23  32  2.28363e+07
23  33  1.27281e+07
23  34  2.18341e+07
23  35  1.69634e+07
23  36  2.34979e+07
23  37  9.94285e+06
23  38  2.22921e+07
23  39  2.23514e+07
23  40  2.69048e+07
23  41  1.3968e+07
23  42  3.11953e+07
23  43  1.91475e+07
23  44  1.2671e+07
23  45  2.06474e+07
23  46  1.68185e+07
23  47  1.68057e+07
23  48  1.36085e+07
23  49  1.07974e+07
23  50  7.6878e+06
24  0  1.41623e+07
24  1  1.92997e+07
24  2  1.35468e+07
24  3  2.55785e+07
24  4  1.72571e+07
24  5  1.3705e+07
24  6  1.29892e+07
24  7  1.63139e+07
24  8  1.42131e+07
24  9  2.62521e+06
24  10  9.65312e+06
24  11  7.88242e+06
24  12  3.75935e+06
24  13  4.66508e+06
24  14  1.2736e+07
24  15  1.4591e+07
24  16  1.17191e+07
24  17  1.91129e+07
24  18  1.01654e+07
24  19  1.67649e+07
24  20  8.84311e+06
24  21  2.36456e+07
24  22  2.17426e+07
24  23  3.60301e+07
24  24  2.56268e+07
24  25  1.90187e+07
24  26  7.77183e+06
24  27  1.53673e+07
24  28  1.93305e+07
24  29  2.38868e+07
24  30  2.52737e+07
24  31  1.84253e+07
24  32  1.87156e+07
24  33  2.44339e+07
24  34  2.04407e+07
24  35  1.36661e+07
24  36  1.78645e+07
24  37  2.70861e+07
24  38  1.99404e+07
24  39  3.23029e+07
24  40  1.62651e+07
24  41  8.3873e+06
24  42  1.41581e+07
24  43  3.39544e+07
24  44  1.31222e+07
24  45  1.8777e+07
24  46  2.07562e+07
24  47  1.7423e+07
24  48  1.02269e+07
24  49  1.65787e+07
24  50  2.90866e+07
25  0  2.11743e+07
25  1  2.24743e+07
25  2  1.95688e+07
25  3  2.89145e+06
25  4  1.83943e+07
25  5  1.25543e+07
25  6  2.01821e+07
25  7  1.19109e+07
25  8  1.51568e+07
25  9  1.3921e+07
25  10  1.26161e+07
25  11  5.66374e+06
25  12  0
25  13  6.55309e+06
25  14  8.88686e+06
25  15  2.02256e+07
25  16  1.02357e+07
25  17  1.84847e+07
25  18  1.3173e+07
25  19  1.787e+07
25  20  1.96369e+07
25  21  7.73594e+06
25  22  1.07331e+07
25  23  1.96619e+07
25  24  1.86752e+07
25  25  1.54048e+07
25  26  1.12534e+07
25  27  1.58824e+07
25  28  1.95071e+07
25  29  1.98991e+07
25  30  1.90264e+07
25  31  1.59619e+07
25  32  1.16768e+07
25  33  1.50387e+07
25  34  2.1142e+07
25  35  5.30698e+06
25  36  1.37498e+07
25  37  2.18673e+07
25  38  8.71315e+06
25  39  1.20361e+07
25  40  3.63658e+07
25  41  2.38652e+07
25  42  1.96884e+07
25  43  1.31935e+07
25  44  2.60987e+07
25  45  2.08266e+07
25  46  1.42737e+07
25  47  1.28207e+07
25  48  9.49536e+06
25  49  1.36079e+07
25  50  1.29376e+07
26  0  1.0029e+07
26  1  1.20452e+07
26  2  1.42877e+07
26  3  1.04946e+07
26  4  9.5709e+06
26  5  1.47189e+07
26  6  1.99024e+07
26  7  1.20816e+07
26  8  1.15594e+07
26  9  3.77525e+06
26  10  1.77469e+07
26  11  9.8247e+06
26  12  1.6954e+07
26  13  0
26  14  1.00165e+07
26  15  1.14248e+07
26  16  9.40856e+06
26  17  1.33227e+07
26  18  1.73187e+07
26  19  1.2753e+07
26  20  1.08822e+07
26  21  3.53773e+06
26  22  7.16635e+06
26  23  2.00142e+07
26  24  8.5696e+06
26  25  1.05585e+07
26  26  4.98452e+06
26  27  1.04204e+07
26  28  2.38993e+07
26  29  1.44593e+07
26  30  1.85725e+07
26  31  8.7476e+06
26  32  2.35254e+07
26  33  2.26713e+07
26  34  1.75785e+07
26  35  1.20054e+07
26  36  1.43931e+07
26  37  1.76194e+07
26  38  2.42855e+07
26  39  2.62063e+07
26  40  1.57713e+07
26  41  2.6025e+07
26  42  1.63423e+07
26  43  1.77754e+07
26  44  2.16751e+07
26  45  1.36689e+07
26  46  2.07283e+07
26  47  1.93414e+07
26  48  1.46962e+07
26  49  1.05466e+07
26  50  2.04913e+07
27  0  1.89637e+07
27  1  1.85947e+07
27  2  1.77224e+07
27  3  1.67647e+07
27  4  1.63856e+07
27  5  1.82726e+07
27  6  1.48745e+07
27  7  1.20832e+07
27  8  1.06297e+07
27  9  1.64296e+07
27  10  1.09476e+07
27  11  5.33051e+06
27  12  1.14628e+07
27  13  1.1475e+07
27  14  1.59219e+07
27  15  1.15257e+07
27  16  1.49379e+07
27  17  1.42002e+07
27  18  1.42499e+07
27  19  1.30475e+07
27  20  1.13324e+07
27  21  5.75364e+06
27  22  7.43847e+06
27  23  1.00327e+07
27  24  1.52482e+07
27  25  4.82547e+06
27  26  1.19892e+07
27  27  7.90472e+06
27  28  1.91194e+07
27  29  1.37274e+07
27  30  1.36694e+07
27  31  1.48594e+07
27  32  1.92223e+07
27  33  1.65445e+07
27  34  1.8274e+07
27  35  2.74855e+07
27  36  1.79882e+07
27  37  1.02722e+07
27  38  4.84111e+06
27  39  1.12188e+07
27  40  2.39467e+07
27  41  1.48817e+07
27  42  2.66593e+07
27  43  1.82607e+07
27  44  1.82462e+07
27  45  1.22283e+07
27  46  8.87037e+06
27  47  1.49539e+07
27  48  1.66462e+07
27  49  1.33323e+07
27  50  1.10016e+07
28  0  1.48497e+07
28  1  1.67295e+07
28  2  1.56285e+07
28  3  2.48577e+07
28  4  1.32929e+07
28  5  1.91167e+07
28  6  1.88013e+07
28  7  1.74173e+07
28  8  1.13102e+07
28  9  1.17196e+07
28  10  1.30329e+07
28  11  1.58766e+07
28  12  3.41969e+06
28  13  2.59913e+07
28  14  6.48002e+06
28  15  1.39619e+07
28  16  1.13919e+07
28  17  1.71536e+07
28  18  1.12268e+07
28  19  8.99699e+06
28  20  1.12521e+07
28  21  7.15395e+06
28  22  1.20379e+07
28  23  1.87486e+07
28  24  9.1215e+06
28  25  1.35772e+07
28  26  9.07656e+06
28  27  1.1085e+07
28  28  1.38916e+07
28  29  1.85287e+07
28  30  2.4692e+07
28  31  1.91405e+07
28  32  1.94845e+07
28  33  1.37593e+07
28  34  2.33318e+07
28  35  1.31267e+07
28  36  1.45319e+07
28  37  1.68699e+07
28  38  1.56107e+07
28  39  2.31695e+07
28  40  2.50058e+07
28  41  1.46098e+07
28  42  1.92352e+07
28  43  1.73528e+07
28  44  1.69874e+07
28  45  9.67071e+06
28  46  1.50455e+07
28  47  1.13491e+07
28  48  1.94864e+07
28  49  2.27416e+07
28  50  2.16168e+07
29  0  1.68489e+07
29  1  2.04568e+07
29  2  1.48384e+07
29  3  9.79772e+06
29  4  1.73146e+07
29  5  1.4076e+07
29  6  2.03097e+07
29  7  1.62841e+07
29  8  1.93149e+07
29  9  1.04213e+07
29  10  1.44542e+07
29  11  5.63024e+06
29  12  8.1687e+06
29  13  1.50988e+07
29  14  1.67601e+07
29  15  2.20781e+07
29  16  1.44284e+07
29  17  1.65646e+07
29  18  1.01164e+07
29  19  1.57143e+07
29  20  1.81097e+07
29  21  5.9967e+06
29  22  1.87142e+07
29  23  1.39224e+07
29  24  3.63728e+06
29  25  1.22954e+07
29  26  9.83422e+06
29  27  1.03312e+07
29  28  2.21215e+07
29  29  8.79063e+06
29  30  1.55427e+07
29  31  1.35712e+07
29  32  1.65969e+07
29  33  1.63615e+07
29  34  1.39382e+07
29  35  1.49448e+07
29  36  1.31285e+07
29  37  2.70644e+07
29  38  1.57621e+07
29  39  1.06176e+07
29  40  1.61942e+07
29  41  2.14716e+07
29  42  1.84196e+07
29  43  1.6838e+07
29  44  1.98065e+07
29  45  1.5846e+07
29  46  1.83644e+07
29  47  1.12098e+07
29  48  1.55714e+07
29  49  1.36059e+07
29  50  1.12163e+07
30  0  1.54354e+07
30  1  1.26309e+07
30  2  1.43476e+07
30  3  1.28036e+07
30  4  1.59019e+07
30  5  1.71399e+07
30  6  2.33489e+07
30  7  1.61463e+07
30  8  1.62514e+07
30  9  1.50447e+07
30  10  1.2782e+07
30  11  1.07707e+07
30  12  4.50839e+06
30  13  5.68173e+06
30  14  7.40145e+06
30  15  2.26175e+07
30  16  1.51305e+07
30  17  1.2894e+07
30  18  1.41806e+07
30  19  1.50278e+07
30  20  0
30  21  2.42505e+07
30  22  7.63243e+06
30  23  3.59296e+06
30  24  6.83117e+06
30  25  1.71532e+07
30  26  8.61136e+06
30  27  9.93188e+06
30  28  1.87476e+07
30  29  1.95385e+07
30  30  1.70968e+07
30  31  2.02059e+07
30  32  1.41261e+07
30  33  1.77312e+07
30  34  2.19954e+07
30  35  1.6502e+07
30  36  1.26305e+07
30  37  2.12344e+07
30  38  2.34469e+07
30  39  5.04366e+06
30  40  1.85212e+07
30  41  1.10282e+07
30  42  1.88822e+07
30  43  1.42949e+07
30  44  1.26938e+07
30  45  1.74115e+07
30  46  8.74132e+06
30  47  1.10093e+07
30  48  1.83376e+07
30  49  1.16084e+07
30  50  1.85482e+07
31  0  8.13549e+06
31  1  1.13372e+07
31  2  1.36073e+07
31  3  1.9961e+07
31  4  1.05681e+07
31  5  1.04241e+07
31  6  1.31066e+07
31  7  2.2263e+07
31  8  1.50597e+07
31  9  1.66615e+07
31  10  1.82683e+07
31  11  9.51719e+06
31  12  1.72004e+07
31  13  7.66086e+06
31  14  7.35213e+06
31  15  6.48376e+06
31  16  2.25137e+07
31  17  1.30549e+07
31  18  1.16103e+07
31  19  2.12828e+07
31  20  1.73752e+07
31  21  1.33126e+07
31  22  2.10876e+07
31  23  1.2746e+07
31  24  1.35237e+07
31  25  1.53445e+07
31  26  1.01404e+07
31  27  2.63962e+06
31  28  1.68653e+07
31  29  1.38121e+07
31  30  1.66972e+07
31  31  2.00371e+07
31  32  1.13497e+07
31  33  1.93983e+07
31  34  2.4485e+07
31  35  1.14645e+07
31  36  1.79631e+07
31  37  2.24343e+07
31  38  1.75455e+07
31  39  2.47615e+07
31  40  2.51825e+07
31  41  1.74205e+07
31  42  2.04162e+07
31  43  1.73666e+07
31  44  9.32036e+06
31  45  2.00243e+07
31  46  1.28417e+07
31  47  1.23304e+07
31  48  1.88831e+07
31  49  3.67236e+07
31  50  1.46932e+07
32  0  1.5335e+07
32  1  1.55363e+07
32  2  2.79904e+07
32  3  7.49739e+06
32  4  1.42731e+07
32  5  1.34296e+07
32  6  2.08011e+07
32  7  2.40459e+07
32  8  2.10845e+07
32  9  1.37492e+07
32  10  5.28079e+06
32  11  0
32  12  8.13308e+06
32  13  5.3032e+06
32  14  2.35004e+07
32  15  1.69749e+07
32  16  1.83506e+07
32  17  9.15206e+06
32  18  1.03211e+07
32  19  1.20568e+07
32  20  2.48332e+07
32  21  1.28417e+07
32  22  1.10262e+07
32  23  1.19241e+07
32  24  7.53989e+06
32  25  1.12036e+07
32  26  5.66373e+06
32  27  9.35282e+06
32  28  1.43193e+07
32  29  1.89059e+07
32  30  1.59005e+07
32  31  1.9578e+07
32  32  1.5636e+07
32  33  9.29235e+06
32  34  1.50122e+07
32  35  2.04155e+07
32  36  1.3887e+07
32  37  2.58784e+07
32  38  2.85746e+07
32  39  1.66277e+07
32  40  1.66463e+07
32  41  1.95941e+07
32  42  1.43213e+07
32  43  1.37175e+07
32  44  1.1165e+07
32  45  1.76334e+07
32  46  6.71019e+06
32  47  2.5497e+07
32  48  1.1902e+07
32  49  1.76286e+07
32  50  1.98905e+07
33  0  1.24596e+07
33  1  8.71735e+06
33  2  2.4702e+07
33  3  2.41157e+07
33  4  1.78708e+07
33  5  1.71642e+07
33  6  1.45209e+07
33  7  1.18308e+07
33  8  1.52441e+07
33  9  1.09031e+07
33  10  2.14607e+07
33  11  1.14848e+07
33  12  4.58591e+06
33  13  1.25531e+07
33  14  1.9289e+07
33  15  1.24647e+07
33  16  1.60354e+07
33  17  1.69659e+07
33  18  1.11222e+07
33  19  1.09315e+07
33  20  1.2104e+07
33  21  1.49193e+07
33  22  9.91217e+06
33  23  5.52457e+06
33  24  1.22987e+07
33  25  1.28121e+07
33  26  0
33  27  1.35061e+07
33  28  1.42194e+07
33  29  2.16738e+07
33  30  1.69023e+07
33  31  1.84367e+07
33  32  1.49554e+07
33  33  1.1195e+07
33  34  1.38582e+07
33  35  2.14102e+07
33  36  1.31787e+07
33  37  2.10405e+07
33  38  2.24642e+07
33  39  1.28628e+07
33  40  1.54691e+07
33  41  1.70519e+07
33  42  2.02874e+07
33  43  1.87279e+07
33  44  1.0443e+07
33  45  1.69954e+07
33  46  1.34555e+07
33  47  2.16523e+07
33  48  7.50799e+06
33  49  1.51659e+07
33  50  1.17352e+07
34  0  2.1703e+07
34  1  1.09236e+07
34  2  4.27885e+06
34  3  9.09053e+06
34  4  1.51783e+07
34  5  1.39732e+07
34  6  1.59742e+07
34  7  1.48841e+07
34  8  1.05453e+07
34  9  1.34366e+07
34  10  1.21117e+07
34  11  1.52328e+07
34  12  6.31991e+06
34  13  2.73159e+07
34  14  1.75789e+07
34  15  9.12366e+06
34  16  1.57881e+07
34  17  3.36324e+07
34  18  1.49829e+07
34  19  8.32556e+06
34  20  1.08915e+07
34  21  1.51298e+07
34  22  1.34791e+07
34  23  1.5416e+07
34  24  1.00016e+07
34  25  1.23763e+07
34  26  0
34  27  9.16571e+06
34  28  1.50358e+07
34  29  2.00166e+07
34  30  1.51664e+07
34  31  1.56807e+07
34  32  1.58842e+07
34  33  2.94612e+07
34  34  1.32978e+07
34  35  2.25485e+07
34  36  1.59628e+07
34  37  1.39804e+07
34  38  1.53977e+07
34  39  1.63779e+07
34  40  2.69008e+07
34  41  1.58776e+07
34  42  2.54789e+07
34  43  6.73368e+06
34  44  1.02021e+07
34  45  1.05489e+07
34  46  1.5166e+07
34  47  1.70764e+07
34  48  1.98741e+07
34  49  1.69067e+07
34  50  2.05156e+07
35  0  1.05574e+07
35  1  1.9715e+07
35  2  1.23656e+07
35  3  1.4857e+07
35  4  1.30943e+07
35  5  1.79149e+07
35  6  1.29033e+07
35  7  1.6971e+07
35  8  1.2971e+07
35  9  2.03427e+07
35  10  9.31371e+06
35  11  4.71961e+06
35  12  1.77949e+07
35  13  1.96115e+07
35  14  1.09019e+07
35  15  2.71728e+07
35  16  1.27362e+07
35  17  2.38849e+07
35  18  1.88785e+07
35  19  1.99516e+07
35  20  1.8599e+07
35  21  1.87495e+07
35  22  1.669e+07
35  23  1.26461e+07
35  24  7.14814e+06
35  25  1.45607e+07
35  26  3.35645e+06
35  27  1.43806e+07
35  28  1.49004e+07
35  29  1.46474e+07
35  30  2.5973e+07
35  31  9.04835e+06
35  32  1.13584e+07
35  33  1.19244e+07
35  34  1.95567e+07
35  35  8.81206e+06
35  36  1.7138e+07
35  37  1.98851e+07
35  38  9.89058e+06
35  39  1.11042e+07
35  40  1.69757e+07
35  41  1.96272e+07
35  42  9.32626e+06
35  43  0
35  44  1.98299e+07
35  45  2.01716e+07
35  46  1.02392e+07
35  47  2.18826e+07
35  48  4.74686e+06
35  49  2.55636e+07
35  50  1.1405e+07
36  0  5.47842e+06
36  1  8.67823e+06
36  2  9.03292e+06
36  3  4.21489e+06
36  4  1.82313e+07
36  5  1.35816e+07
36  6  1.69769e+07
36  7  1.26318e+07
36  8  2.15425e+07
36  9  1.35788e+07
36  10  4.61256e+06
36  11  4.72372e+06
36  12  1.39573e+07
36  13  1.39293e+07
36  14  1.69117e+07
36  15  2.40626e+07
36  16  1.19304e+07
36  17  1.12252e+07
36  18  2.11918e+07
36  19  1.52806e+07
36  20  1.11982e+07
36  21  3.23727e+07
36  22  9.80874e+06
36  23  3.12004e+06
36  24  1.67103e+07
36  25  1.35205e+07
36  26  8.20025e+06
36  27  3.92537e+06
36  28  1.49739e+07
36  29  1.24537e+07
36  30  1.18317e+07
36  31  1.80954e+07
36  32  1.30165e+07
36  33  1.407e+07
36  34  1.35107e+07
36  35  1.97848e+07
36  36  1.7623e+07
36  37  1.67797e+07
36  38  2.17606e+07
36  39  1.5452e+07
36  40  1.50815e+07
36  41  1.9345e+07
36  42  1.21592e+07
36  43  1.79487e+07
36  44  9.20953e+06
36  45  2.26467e+07
36  46  1.22012e+07
36  47  1.98303e+07
36  48  8.8789e+06
36  49  2.34487e+07
36  50  2.42419e+07
37  0  6.83208e+06
37  1  6.16733e+06
37  2  7.1579e+06
37  3  1.94451e+07
37  4  1.57842e+07
37  5  1.68273e+07
37  6  1.10198e+07
37  7  8.08404e+06
37  8  6.14773e+06
37  9  1.63896e+07
37  10  1.58385e+07
37  11  1.11585e+07
37  12  1.25641e+07
37  13  1.5546e+07
37  14  1.83653e+07
37  15  1.11998e+07
37  16  1.03545e+07
37  17  1.4144e+07
37  18  1.84301e+07
37  19  1.4502e+07
37  20  2.09514e+07
37  21  5.92545e+06
37  22  1.57728e+07
37  23  9.03868e+06
37  24  1.83519e+07
37  25  1.16329e+07
37  26  8.84955e+06
37  27  0
37  28  1.35393e+07
37  29  9.13372e+06
37  30  7.72284e+06
37  31  6.2625e+06
37  32  5.73358e+06
37  33  1.45467e+07
37  34  1.7904e+07
37  35  2.03076e+07
37  36  8.24421e+06
37  37  0
37  38  1.96321e+07
37  39  1.1133e+07
37  40  1.25892e+07
37  41  1.5769e+07
37  42  3.27238e+07
37  43  2.22051e+07
37  44  1.55554e+07
37  45  1.4562e+07
37  46  1.75404e+07
37  47  9.14317e+06
37  48  2.43826e+07
37  49  1.47728e+07
37  50  1.1923e+07
38  0  8.27324e+06
38  1  1.65426e+07
38  2  1.15252e+07
38  3  5.23458e+06
38  4  1.1154e+07
38  5  6.10772e+06
38  6  1.04486e+07
38  7  3.29567e+06
38  8  7.12509e+06
38  9  6.49412e+06
38  10  6.22701e+06
38  11  7.04317e+06
38  12  7.42546e+06
38  13  1.44739e+07
38  14  1.12534e+07
38  15  1.70985e+07
38  16  1.28794e+07
38  17  8.9608e+06
38  18  9.66021e+06
38  19  1.45346e+07
38  20  1.61515e+07
38  21  1.85918e+07
38  22  1.26935e+07
38  23  1.26858e+07
38  24  0
38  25  1.01998e+07
38  26  1.0387e+07
38  27  0
38  28  1.84889e+07
38  29  1.13527e+07
38  30  1.83988e+07
38  31  1.71692e+07
38  32  1.78138e+07
38  33  1.2287e+07
38  34  2.24727e+07
38  35  6.309e+06
38  36  9.60808e+06
38  37  9.94535e+06
38  38  2.16389e+07
38  39  1.70799e+07
38  40  2.24139e+07
38  41  2.15042e+07
38  42  1.69793e+07
38  43  1.41485e+07
38  44  1.96977e+07
38  45  1.86111e+07
38  46  2.17449e+07
38  47  2.13197e+07
38  48  1.77063e+07
38  49  1.30038e+07
38  50  2.27793e+07
39  0  1.07612e+07
39  1  7.33529e+06
39  2  2.44095e+07
39  3  1.32832e+07
39  4  0
39  5  7.50803e+06
39  6  6.15438e+06
39  7  7.55564e+06
39  8  1.04489e+07
39  9  1.01383e+07
39  10  1.15076e+07
39  11  0
39  12  1.55648e+07
39  13  1.19063e+07
39  14  2.07909e+07
39  15  1.90118e+07
39  16  1.74395e+07
39  17  2.09053e+07
39  18  1.28219e+07
39  19  1.22822e+07
39  20  9.09146e+06
39  21  8.98494e+06
39  22  1.24157e+07
39  23  1.56428e+07
39  24  0
39  25  2.04602e+06
39  26  8.50114e+06
39  27  1.07584e+07
39  28  1.39984e+07
39  29  2.5288e+07
39  30  6.92333e+06
39  31  1.25643e+07
39  32  1.56078e+07
39  33  2.03083e+07
39  34  1.36246e+07
39  35  1.71717e+07
39  36  1.45143e+07
39  37  4.62008e+06
39  38  1.7002e+07
39  39  6.82077e+06
39  40  1.69628e+07
39  41  1.38635e+07
39  42  1.10169e+07
39  43  3.24479e+06
39  44  1.4484e+07
39  45  1.58916e+07
39  46  5.18409e+06
39  47  1.78819e+07
39  48  1.60418e+07
39  49  1.76694e+07
39  50  1.65648e+07
40  0  1.26322e+06
40  1  8.91737e+06
40  2  2.08278e+07
40  3  5.69945e+06
40  4  1.08785e+07
40  5  1.46919e+07
40  6  6.50038e+06
40  7  1.43494e+07
40  8  5.93773e+06
40  9  0
40  10  1.08504e+07
40  11  0
40  12  2.01668e+07
40  13  8.35251e+06
40  14  3.7815e+06
40  15  1.87882e+07
40  16  1.39826e+07
40  17  2.14913e+07
40  18  1.39548e+07
40  19  1.34008e+07
40  20  1.77189e+07
40  21  1.23447e+07
40  22  6.00514e+06
40  23  1.10398e+07
40  24  5.81162e+06
40  25  1.18492e+07
40  26  9.85641e+06
40  27  8.2254e+06
40  28  1.63807e+07
40  29  1.20625e+07
40  30  1.14813e+07
40  31  0
40  32  1.39003e+07
40  33  0
40  34  1.35391e+07
40  35  6.74751e+06
40  36  1.2243e+07
40  37  1.35596e+07
40  38  1.09891e+07
40  39  2.48335e+07
40  40  2.38512e+07
40  41  1.05411e+07
40  42  6.58812e+06
40  43  1.69236e+07
40  44  0
40  45  1.71349e+07
40  46  8.2002e+06
40  47  1.49686e+07
40  48  2.88815e+06
40  49  1.18797e+07
40  50  1.36734e+07
41  0  1.06711e+07
41  1  1.81813e+07
41  2  1.70227e+07
41  3  1.83935e+07
41  4  1.2837e+07
41  5  1.23753e+07
41  6  9.40544e+06
41  7  1.51264e+07
41  8  4.01479e+06
41  9  1.05675e+07
41  10  5.22981e+06
41  11  8.33137e+06
41  12  7.97229e+06
41  13  8.23825e+06
41  14  1.53746e+07
41  15  2.01159e+07
41  16  2.33896e+07
41  17  1.60281e+07
41  18  1.19404e+07
41  19  5.38308e+06
41  20  1.75257e+07
41  21  4.26837e+06
41  22  2.28849e+07
41  23  3.54138e+06
41  24  1.07259e+07
41  25  4.26669e+06
41  26  6.80871e+06
41  27  7.01269e+06
41  28  2.07638e+07
41  29  5.14303e+06
41  30  1.56312e+07
41  31  1.33952e+07
41  32  1.9895e+07
41  33  1.18293e+07
41  34  8.22582e+06
41  35  2.02839e+07
41  36  1.65595e+07
41  37  1.67617e+07
41  38  1.68458e+07
41  39  1.7397e+07
41  40  1.33322e+07
41  41  1.88969e+07
41  42  2.44692e+07
41  43  1.01096e+07
41  44  1.35005e+07
41  45  1.34047e+07
41  46  1.22342e+07
41  47  7.94157e+06
41  48  1.80786e+07
41  49  1.43762e+07
41  50  1.97711e+07
42  0  1.41248e+06
42  1  1.62992e+07
42  2  1.55161e+07
42  3  1.53258e+07
42  4  1.67387e+07
42  5  1.35551e+07
42  6  1.83055e+07
42  7  2.24753e+07
42  8  9.69986e+06
42  9  7.56274e+06
42  10  8.51371e+06
42  11  1.19836e+07
42  12  4.92485e+06
42  13  1.57234e+07
42  14  1.42703e+07
42  15  3.76921e+06
42  16  8.36087e+06
42  17  7.85007e+06
42  18  1.46103e+07
42  19  9.16847e+06
42  20  1.85893e+07
42  21  1.38339e+07
42  22  9.54288e+06
42  23  1.58606e+07
42  24  2.12352e+07
42  25  0
42  26  0
42  27  1.49852e+07
42  28  8.90178e+06
42  29  2.0566e+07
42  30  6.7391e+06
42  31  1.02631e+07
42  32  5.65298e+06
42  33  1.02029e+07
42  34  2.08111e+07
42  35  1.95514e+07
42  36  7.94557e+06
42  37  1.54896e+07
42  38  1.37448e+07
42  39  1.05622e+07
42  40  2.17437e+07
42  41  1.37657e+07
42  42  1.26813e+07
42  43  7.57953e+06
42  44  1.78211e+07
42  45  1.33595e+07
42  46  2.09004e+07
42  47  2.02742e+07
42  48  1.95717e+07
42  49  1.36223e+07
42  50  1.91605e+07
43  0  1.78877e+07
43  1  1.57265e+07
43  2  1.35838e+07
43  3  1.71483e+07
43  4  1.16773e+07
43  5  1.76177e+07
43  6  9.43226e+06
43  7  9.57245e+06
43  8  8.87794e+06
43  9  8.7244e+06
43  10  9.24961e+06
43  11  1.29896e+07
43  12  7.90562e+06
43  13  0
43  14  1.83252e+07
43  15  2.17789e+07
43  16  8.76244e+06
43  17  2.45823e+07
43  18  9.53121e+06
43  19  4.17867e+06
43  20  2.06815e+07
43  21  8.83802e+06
43  22  0
43  23  1.23272e+07
43  24  8.60454e+06
43  25  5.40832e+06
43  26  1.29638e+07
43  27  6.36155e+06
43  28  1.45546e+07
43  29  8.66441e+06
43  30  0
43  31  1.46954e+07
43  32  8.3819e+06
43  33  7.27686e+06
43  34  2.46632e+07
43  35  1.49771e+07
43  36  9.92036e+06
43  37  1.89247e+07
43  38  1.53394e+07
43  39  9.33386e+06
43  40  1.20682e+07
43  41  1.47257e+07
43  42  6.10898e+06
43  43  1.82879e+07
43  44  8.10779e+06
43  45  1.41655e+07
43  46  1.28174e+07
43  47  2.21453e+07
43  48  1.36603e+07
43  49  1.08338e+07
43  50  1.23638e+07
44  0  1.07086e+07
44  1  1.48179e+07
44  2  2.12269e+07
44  3  1.34101e+07
44  4  1.79622e+07
44  5  3.71571e+06
44  6  7.61428e+06
44  7  1.16609e+07
44  8  1.04592e+07
44  9  1.36996e+07
44  10  1.14581e+07
44  11  1.29196e+07
44  12  1.34249e+07
44  13  0
44  14  1.01089e+07
44  15  1.60984e+07
44  16  2.14063e+07
44  17  1.94173e+07
44  18  1.04652e+07
44  19  8.79245e+06
44  20  1.66789e+07
44  21  1.15634e+07
44  22  1.65768e+07
44  23  1.42881e+07
44  24  1.12802e+07
44  25  0
44  26  5.37608e+06
44  27  2.41152e+07
44  28  8.02269e+06
44  29  1.81548e+07
44  30  1.78608e+07
44  31  1.12946e+07
44  32  2.54544e+07
44  33  1.39379e+07
44  34  1.76187e+07
44  35  2.02141e+07
44  36  9.68561e+06
44  37  1.289e+07
44  38  1.36108e+07
44  39  1.76317e+07
44  40  9.78813e+06
44  41  4.27546e+06
44  42  2.13414e+07
44  43  1.46071e+07
44  44  1.18277e+07
44  45  1.59919e+07
44  46  1.67332e+07
44  47  0
44  48  1.29646e+07
44  49  1.89958e+07
44  50  1.4512e+07
45  0  2.25103e+07
45  1  7.76642e+06
45  2  1.40657e+07
45  3  8.99998e+06
45  4  1.92266e+07
45  5  2.01426e+07
45  6  2.079e+07
45  7  7.82002e+06
45  8  1.25223e+07
45  9  1.36677e+07
45  10  1.38404e+07
45  11  1.63255e+07
45  12  1.0272e+07
45  13  8.63735e+06
45  14  1.5469e+07
45  15  1.87201e+07
45  16  1.58493e+07
45  17  1.31443e+07
45  18  2.12149e+07
45  19  1.98741e+07
45  20  1.5521e+07
45  21  9.16689e+06
