row  column  (images_25_2_757.edf S-K*images_25_2_757.edf Ar-K**2.3)
37  14  0
37  15  0
37  16  0
37  17  0
37  18  0
37  19  0
37  20  0
37  21  0
37  22  1.25624e+07
37  23  0
37  24  0
37  25  2.39823e+07
37  26  0
37  27  0
37  28  0
37  29  0
37  30  0
37  31  1.19746e+07
37  32  0
37  33  0
37  34  0
37  35  0
37  36  1.39719e+07
37  37  1.13992e+07
37  38  1.28178e+07
37  39  1.34865e+07
37  40  2.28052e+07
37  41  0
37  42  0
37  43  1.17372e+07
37  44  0
37  45  0
37  46  2.97363e+07
37  47  1.39094e+07
37  48  0
37  49  1.30909e+07
37  50  1.41379e+07
38  0  0
38  1  0
38  2  1.73735e+07
38  3  1.42628e+07
38  4  2.23031e+07
38  5  0
38  6  1.57116e+07
38  7  1.74044e+07
38  8  2.10814e+07
38  9  0
38  10  0
38  11  0
38  12  0
38  13  0
38  14  0
38  15  0
38  16  0
38  17  0
38  18  0
38  19  0
38  20  0
38  21  0
38  22  0
38  23  0
38  24  0
38  25  0
38  26  0
38  27  0
38  28  0
38  29  0
38  30  0
38  31  0
38  32  2.15451e+07
38  33  2.06617e+07
38  34  1.14838e+07
38  35  0
38  36  2.55728e+07
38  37  1.99147e+07
38  38  0
38  39  0
38  40  1.26882e+07
38  41  0
38  42  0
38  43  1.61274e+07
38  44  1.0946e+07
38  45  1.38669e+07
38  46  0
38  47  2.68912e+07
38  48  0
38  49  0
38  50  0
39  0  0
39  1  0
39  2  2.2925e+07
39  3  0
39  4  5.88867e+06
39  5  0
39  6  0
39  7  2.82724e+07
39  8  2.93942e+07
39  9  0
39  10  0
39  11  0
39  12  0
39  13  0
39  14  0
39  15  0
39  16  0
39  17  0
39  18  0
39  19  0
39  20  0
39  21  0
39  22  0
39  23  0
39  24  0
39  25  1.34748e+07
39  26  0
39  27  0
39  28  0
39  29  0
39  30  0
39  31  1.26881e+07
39  32  1.7377e+07
39  33  1.47264e+07
39  34  9.70251e+06
39  35  1.52387e+07
39  36  1.36737e+07
39  37  3.00408e+07
39  38  0
39  39  0
39  40  0
39  41  2.11828e+07
39  42  0
39  43  1.61535e+07
39  44  1.65227e+07
39  45  2.27465e+07
39  46  2.19081e+07
39  47  0
39  48  1.58521e+07
39  49  1.37029e+07
39  50  1.67578e+07
40  0  0
40  1  0
40  2  0
40  3  2.06055e+07
40  4  1.93239e+07
40  5  1.86817e+07
40  6  1.73138e+07
40  7  1.91544e+07
40  8  1.94586e+07
40  9  0
40  10  0
40  11  0
40  12  0
40  13  0
40  14  0
40  15  0
40  16  0
40  17  0
40  18  0
40  19  0
40  20  0
40  21  0
40  22  0
40  23  0
40  24  0
40  25  0
40  26  0
40  27  0
40  28  0
40  29  0
40  30  0
40  31  0
40  32  1.20488e+07
40  33  2.97351e+06
40  34  0
40  35  0
40  36  1.39987e+07
40  37  2.27359e+07
40  38  1.90501e+07
40  39  1.93375e+07
40  40  1.70885e+07
40  41  0
40  42  9.71343e+06
40  43  0
40  44  3.00646e+06
40  45  2.22044e+07
40  46  0
40  47  1.92259e+07
40  48  1.67172e+07
40  49  0
40  50  0
41  0  0
41  1  1.54541e+07
41  2  1.40507e+07
41  3  1.19375e+07
41  4  2.00612e+07
41  5  1.8436e+07
41  6  0
41  7  2.51289e+07
41  8  2.26248e+07
41  9  0
41  10  0
41  11  0
41  12  0
41  13  0
41  14  0
41  15  0
41  16  0
41  17  0
41  18  0
41  19  0
41  20  0
41  21  0
41  22  0
41  23  0
41  24  0
41  25  0
41  26  0
41  27  0
41  28  0
41  29  0
41  30  0
41  31  0
41  32  1.72849e+07
41  33  1.96739e+07
41  34  0
41  35  1.1944e+07
41  36  2.11532e+07
41  37  1.93012e+07
41  38  1.25628e+07
41  39  2.10299e+07
41  40  0
41  41  0
41  42  0
41  43  0
41  44  0
41  45  1.73698e+07
41  46  3.43669e+07
41  47  1.79149e+07
41  48  1.53307e+07
41  49  1.75212e+07
41  50  1.0867e+07
42  0  0
42  1  0
42  2  1.57578e+07
42  3  0
42  4  0
42  5  1.48527e+07
42  6  0
42  7  2.43266e+07
42  8  2.47923e+07
42  9  2.63023e+07
42  10  0
42  11  0
42  12  0
42  13  0
42  14  0
42  15  0
42  16  0
42  17  0
42  18  0
42  19  0
42  20  0
42  21  0
42  22  0
42  23  0
42  24  0
42  25  0
42  26  0
42  27  0
42  28  0
42  29  0
42  30  0
42  31  1.03375e+07
42  32  1.47951e+07
42  33  1.09318e+07
42  34  0
42  35  0
42  36  1.34067e+07
42  37  1.18691e+07
42  38  1.26718e+07
42  39  1.67379e+07
42  40  0
42  41  0
42  42  2.06484e+06
42  43  0
42  44  2.8282e+07
42  45  1.70519e+07
42  46  1.90748e+07
42  47  2.04202e+07
42  48  1.12694e+07
42  49  0
42  50  0
43  0  9.45505e+06
43  1  1.32199e+07
43  2  1.65512e+07
43  3  1.16508e+07
43  4  1.34804e+07
43  5  0
43  6  1.44411e+07
43  7  4.15583e+07
43  8  2.9341e+07
43  9  1.95256e+07
43  10  0
43  11  0
43  12  0
43  13  0
43  14  0
43  15  0
43  16  0
43  17  0
43  18  0
43  19  0
43  20  0
43  21  0
43  22  0
43  23  0
43  24  0
43  25  0
43  26  0
43  27  0
43  28  0
43  29  0
43  30  9.5012e+06
43  31  1.09112e+07
43  32  0
43  33  2.81254e+07
43  34  0
43  35  1.66257e+07
43  36  2.58867e+07
43  37  2.03408e+07
43  38  1.87217e+07
43  39  1.23382e+07
43  40  0
43  41  0
43  42  2.82198e+07
43  43  1.2693e+07
43  44  1.11305e+07
43  45  1.915e+07
43  46  1.7714e+07
43  47  1.34265e+07
43  48  0
43  49  0
43  50  0
44  0  9.39186e+06
44  1  9.68555e+06
44  2  0
44  3  2.57592e+07
44  4  2.67421e+07
44  5  1.8669e+07
44  6  1.44459e+07
44  7  1.59541e+07
44  8  3.23823e+07
44  9  2.19023e+07
44  10  0
44  11  0
44  12  0
44  13  0
44  14  0
44  15  0
44  16  0
44  17  0
44  18  0
44  19  0
44  20  0
44  21  0
44  22  0
44  23  0
44  24  0
44  25  0
44  26  0
44  27  0
44  28  0
44  29  0
44  30  1.56004e+07
44  31  0
44  32  0
44  33  2.01684e+07
44  34  0
44  35  0
44  36  1.74257e+07
44  37  1.90593e+07
44  38  1.72819e+07
44  39  0
44  40  0
44  41  1.29707e+07
44  42  0
44  43  2.81408e+07
44  44  1.65444e+07
44  45  1.71009e+07
44  46  1.49985e+07
44  47  1.79759e+07
44  48  1.07725e+07
44  49  0
44  50  1.25272e+07
45  0  0
45  1  1.00138e+07
45  2  0
45  3  2.10291e+07
45  4  1.35025e+07
45  5  1.60354e+07
45  6  1.77876e+07
45  7  2.13601e+07
45  8  3.00182e+07
45  9  1.43802e+07
45  10  0
45  11  0
45  12  0
45  13  0
45  14  0
45  15  0
45  16  0
45  17  0
45  18  0
45  19  0
45  20  0
45  21  0
45  22  0
45  23  0
45  24  0
45  25  0
45  26  0
45  27  0
45  28  0
45  29  0
45  30  0
45  31  0
45  32  0
45  33  1.47729e+07
45  34  1.5937e+07
45  35  1.49313e+07
45  36  1.45801e+07
45  37  0
45  38  1.39365e+07
45  39  1.40584e+07
45  40  1.30347e+07
45  41  1.08037e+07
45  42  1.44999e+07
45  43  0
45  44  1.43283e+07
45  45  1.96611e+07
45  46  1.95469e+07
45  47  1.29857e+07
45  48  1.29845e+07
45  49  1.54492e+07
45  50  0
46  0  0
46  1  0
46  2  1.16284e+07
46  3  0
46  4  1.54465e+07
46  5  0
46  6  2.66437e+07
46  7  2.67545e+07
46  8  3.31378e+07
46  9  0
46  10  0
46  11  0
46  12  0
46  13  0
46  14  0
46  15  0
46  16  0
46  17  0
46  18  0
46  19  0
46  20  0
46  21  0
46  22  0
46  23  0
46  24  0
46  25  0
46  26  0
46  27  0
46  28  0
46  29  1.18927e+07
46  30  2.13626e+07
46  31  0
46  32  1.31474e+07
46  33  0
46  34  0
46  35  0
46  36  1.70653e+07
46  37  0
46  38  1.89227e+07
46  39  0
46  40  0
46  41  1.26502e+07
46  42  1.62153e+07
46  43  0
46  44  1.54706e+07
46  45  1.9258e+07
46  46  0
46  47  1.68393e+07
46  48  0
46  49  2.32751e+07
46  50  2.48269e+07
47  0  0
47  1  0
47  2  0
47  3  9.97346e+06
47  4  2.29751e+07
47  5  0
47  6  0
47  7  1.1765e+07
47  8  1.2238e+07
47  9  0
47  10  0
47  11  0
47  12  0
47  13  0
47  14  0
47  15  0
47  16  0
47  17  0
47  18  0
47  19  0
47  20  0
47  21  0
47  22  0
47  23  0
47  24  0
47  25  0
47  26  0
47  27  0
47  28  0
47  29  1.1599e+07
47  30  0
47  31  0
47  32  2.04386e+07
47  33  1.06787e+07
47  34  0
47  35  0
47  36  1.0474e+07
47  37  0
47  38  1.30167e+07
47  39  1.3578e+07
47  40  0
47  41  1.6911e+07
47  42  0
47  43  2.93241e+07
47  44  1.5164e+07
47  45  0
47  46  1.7007e+07
47  47  2.1862e+07
47  48  1.63192e+07
47  49  0
47  50  0
48  0  0
48  1  0
48  2  0
48  3  1.66195e+07
48  4  0
48  5  1.77657e+07
48  6  0
48  7  1.8288e+07
48  8  0
48  9  0
48  10  0
48  11  0
48  12  0
48  13  0
48  14  0
48  15  0
48  16  0
48  17  0
48  18  0
48  19  0
48  20  0
48  21  1.48624e+07
48  22  0
48  23  0
48  24  0
48  25  0
48  26  0
48  27  0
48  28  0
48  29  0
48  30  1.24808e+07
48  31  0
48  32  2.52214e+07
48  33  0
48  34  2.42338e+07
48  35  0
48  36  0
48  37  9.42121e+06
48  38  1.07623e+07
48  39  1.99049e+07
48  40  2.56786e+07
48  41  2.45721e+07
48  42  0
48  43  0
48  44  0
48  45  1.72753e+07
48  46  1.14274e+07
48  47  2.08279e+07
48  48  0
48  49  0
48  50  0
49  0  0
49  1  0
49  2  0
49  3  8.73267e+06
49  4  0
49  5  0
49  6  0
49  7  1.46849e+07
49  8  1.51746e+07
49  9  1.38567e+07
49  10  0
49  11  0
49  12  0
49  13  0
49  14  0
49  15  0
49  16  0
49  17  0
49  18  0
49  19  0
49  20  0
49  21  0
49  22  0
49  23  0
49  24  0
49  25  0
49  26  0
49  27  0
49  28  0
49  29  0
49  30  0
49  31  2.43225e+07
49  32  1.88376e+07
49  33  0
49  34  1.63408e+07
49  35  1.00636e+07
49  36  8.86362e+06
49  37  0
49  38  0
49  39  1.97434e+07
49  40  0
49  41  1.28641e+07
49  42  1.07386e+07
49  43  0
49  44  1.48939e+07
49  45  1.11116e+07
49  46  1.65193e+07
49  47  0
49  48  1.60858e+07
49  49  1.72189e+07
49  50  0
50  0  0
50  1  0
50  2  1.10793e+07
50  3  1.12341e+07
50  4  1.51948e+07
50  5  0
50  6  1.91514e+07
50  7  0
50  8  9.81958e+06
50  9  1.03917e+07
50  10  0
50  11  0
50  12  0
50  13  0
50  14  0
50  15  0
50  16  0
50  17  0
50  18  0
50  19  0
50  20  0
50  21  0
50  22  0
50  23  0
50  24  0
50  25  0
50  26  0
50  27  0
50  28  0
50  29  0
50  30  0
50  31  1.06521e+07
50  32  1.23771e+07
50  33  0
50  34  0
50  35  1.44942e+07
50  36  1.33764e+07
50  37  1.50205e+07
50  38  0
50  39  0
50  40  0
50  41  1.48811e+07
50  42  9.99685e+06
50  43  0
50  44  1.43517e+07
50  45  0
50  46  1.53228e+07
50  47  2.53064e+07
50  48  1.29434e+07
50  49  1.77499e+07
50  50  0

