row  column  (images_25_2_757.edf Cu-K*images_25_2_757.edf Ar-K**2.3)
9  35  8.95747e+06
9  36  1.76192e+07
9  37  1.55898e+07
9  38  9.29016e+06
9  39  9.61966e+06
9  40  6.45907e+06
9  41  1.60389e+07
9  42  0
9  43  1.37349e+07
9  44  5.20494e+06
9  45  1.41297e+07
9  46  6.4452e+06
9  47  3.18729e+06
9  48  0
9  49  0
9  50  1.45508e+07
10  0  8.02249e+06
10  1  6.74603e+06
10  2  7.65214e+06
10  3  1.56935e+07
10  4  1.5147e+07
10  5  4.81718e+06
10  6  2.16116e+07
10  7  7.96166e+06
10  8  1.67291e+07
10  9  9.18957e+06
10  10  1.73129e+07
10  11  1.45711e+07
10  12  0
10  13  0
10  14  0
10  15  6.15064e+06
10  16  6.27412e+06
10  17  0
10  18  8.78185e+06
10  19  2.56648e+06
10  20  1.32901e+07
10  21  1.11761e+07
10  22  451694
10  23  1.73371e+07
10  24  3.28275e+06
10  25  1.24106e+07
10  26  9.72564e+06
10  27  1.50337e+07
10  28  2.43272e+06
10  29  1.05518e+07
10  30  1.41232e+07
10  31  1.31734e+07
10  32  0
10  33  2.76053e+06
10  34  2.39226e+07
10  35  8.56727e+06
10  36  9.24841e+06
10  37  1.04625e+07
10  38  2.42182e+07
10  39  4.87295e+06
10  40  4.53839e+06
10  41  0
10  42  2.01321e+07
10  43  7.1719e+06
10  44  9.03375e+06
10  45  6.86013e+06
10  46  1.47517e+07
10  47  1.44676e+07
10  48  1.19632e+07
10  49  1.40782e+07
10  50  1.23858e+07
11  0  3.00161e+06
11  1  1.97945e+07
11  2  1.52805e+07
11  3  1.56995e+07
11  4  1.03916e+07
11  5  5.65094e+06
11  6  2.28061e+07
11  7  8.69794e+06
11  8  2.54928e+07
11  9  7.71696e+06
11  10  8.99897e+06
11  11  0
11  12  0
11  13  0
11  14  0
11  15  0
11  16  1.46841e+07
11  17  3.86574e+06
11  18  6.47729e+06
11  19  2.69964e+06
11  20  5.0083e+06
11  21  0
11  22  1.03388e+07
11  23  1.96587e+07
11  24  9.98069e+06
11  25  6.28739e+06
11  26  1.61881e+07
11  27  1.05679e+07
11  28  9.87748e+06
11  29  0
11  30  1.13405e+07
11  31  1.22975e+07
11  32  1.19541e+07
11  33  9.77317e+06
11  34  1.30004e+07
11  35  1.32615e+07
11  36  8.43181e+06
11  37  7.41767e+06
11  38  2.04912e+07
11  39  1.07549e+07
11  40  1.30566e+07
11  41  1.74539e+07
11  42  3.79203e+06
11  43  7.44731e+06
11  44  0
11  45  3.90354e+06
11  46  1.45608e+07
11  47  7.05681e+06
11  48  8.33409e+06
11  49  1.44875e+07
11  50  6.57244e+06
12  0  1.19291e+07
12  1  1.91158e+07
12  2  3.00465e+07
12  3  213544
12  4  3.86926e+06
12  5  5.00948e+06
12  6  8.7397e+06
12  7  0
12  8  5.20684e+06
12  9  0
12  10  0
12  11  0
12  12  0
12  13  0
12  14  0
12  15  3.17012e+06
12  16  0
12  17  2.43612e+06
12  18  0
12  19  1.37891e+07
12  20  4.1865e+06
12  21  4.23203e+06
12  22  1.33747e+07
12  23  1.42427e+07
12  24  0
12  25  1.03484e+07
12  26  1.34876e+07
12  27  1.00021e+07
12  28  1.59365e+07
12  29  3.9773e+06
12  30  3.69254e+06
12  31  1.96358e+07
12  32  1.60565e+07
12  33  2.09767e+07
12  34  0
12  35  1.46397e+07
12  36  1.51904e+07
12  37  4.79845e+06
12  38  1.73113e+07
12  39  1.50213e+06
12  40  1.49582e+07
12  41  0
12  42  0
12  43  1.4136e+07
12  44  1.34533e+07
12  45  2.54034e+07
12  46  1.40753e+07
12  47  1.14722e+07
12  48  2.93232e+06
12  49  5.57528e+06
12  50  1.889e+07
13  0  1.04775e+07
13  1  1.48673e+07
13  2  2.48549e+06
13  3  1.26439e+07
13  4  9.07126e+06
13  5  9.27802e+06
13  6  1.58462e+07
13  7  0
13  8  1.04764e+07
13  9  2.76101e+06
13  10  0
13  11  0
13  12  0
13  13  0
13  14  0
13  15  5.41652e+06
13  16  0
13  17  1.55048e+06
13  18  0
13  19  6.36756e+06
13  20  1.44818e+07
13  21  8.90809e+06
13  22  1.50361e+07
13  23  1.42946e+07
13  24  9.25997e+06
13  25  0
13  26  1.11874e+07
13  27  1.52439e+07
13  28  2.27221e+07
13  29  2.07216e+07
13  30  2.44536e+06
13  31  6.74419e+06
13  32  9.46693e+06
13  33  6.28355e+06
13  34  1.50906e+07
13  35  5.1954e+06
13  36  1.3037e+07
13  37  2.0169e+07
13  38  786714
13  39  5.83327e+06
13  40  6.54834e+06
13  41  2.35901e+07
13  42  3.78443e+06
13  43  2.72093e+06
13  44  2.23079e+07
13  45  4.82417e+06
13  46  1.54432e+07
13  47  6.80351e+06
13  48  1.62841e+07
13  49  1.82828e+07
13  50  1.39834e+07
14  0  1.4154e+07
14  1  2.77424e+07
14  2  2.35939e+07
14  3  1.08786e+07
14  4  3.62949e+06
14  5  1.71428e+07
14  6  2.54965e+06
14  7  6.04783e+06
14  8  4.44434e+06
14  9  1.40918e+07
14  10  2.72451e+06
14  11  0
14  12  0
14  13  0
14  14  0
14  15  2.86527e+06
14  16  5.44707e+06
14  17  2.08276e+07
14  18  0
14  19  0
14  20  4.65142e+06
14  21  8.47423e+06
14  22  1.88586e+06
14  23  1.03059e+07
14  24  0
14  25  1.5338e+07
14  26  1.95474e+07
14  27  1.69629e+07
14  28  9.07929e+06
14  29  1.3382e+07
14  30  1.16962e+07
14  31  1.11801e+07
14  32  6.1934e+06
14  33  1.85014e+07
14  34  8.60982e+06
14  35  1.59922e+07
14  36  2.26863e+07
14  37  1.04525e+07
14  38  16934.3
14  39  9.09763e+06
14  40  1.44265e+07
14  41  8.03437e+06
14  42  1.30395e+07
14  43  0
14  44  1.97503e+07
14  45  1.03259e+07
14  46  7.89838e+06
14  47  0
14  48  1.38127e+07
14  49  1.90199e+07
14  50  1.57799e+07
15  0  0
15  1  1.09562e+07
15  2  1.84891e+07
15  3  8.7235e+06
15  4  1.13543e+07
15  5  2.07036e+07
15  6  8.96211e+06
15  7  2.56597e+06
15  8  1.90276e+06
15  9  0
15  10  1.1098e+07
15  11  1.45767e+07
15  12  0
15  13  0
15  14  0
15  15  5.61926e+06
15  16  1.20075e+06
15  17  8.5993e+06
15  18  473586
15  19  0
15  20  1.06318e+07
15  21  1.79537e+07
15  22  8.01568e+06
15  23  7.2997e+06
15  24  3.93871e+06
15  25  1.02988e+07
15  26  9.37418e+06
15  27  7.47879e+06
15  28  1.13621e+07
15  29  9.7759e+06
15  30  7.0097e+06
15  31  2.18147e+07
15  32  1.13972e+07
15  33  1.70034e+07
15  34  2.95529e+06
15  35  1.94973e+07
15  36  1.22207e+07
15  37  1.7418e+07
15  38  1.21052e+07
15  39  7.66326e+06
15  40  2.86183e+06
15  41  2.22278e+07
15  42  3.70689e+06
15  43  1.30452e+07
15  44  1.99419e+07
15  45  1.24313e+07
15  46  0
15  47  6.28918e+06
15  48  2.6317e+06
15  49  5.55914e+06
15  50  1.39975e+07
16  0  1.65408e+07
16  1  1.53896e+07
16  2  7.87259e+06
16  3  1.32299e+07
16  4  7.90355e+06
16  5  2.24708e+07
16  6  8.36638e+06
16  7  2.24172e+07
16  8  1.66269e+07
16  9  6.17176e+06
16  10  6.78958e+06
16  11  1.23464e+07
16  12  0
16  13  0
16  14  0
16  15  0
16  16  1.41982e+07
16  17  6.05689e+06
16  18  6.68144e+06
16  19  0
16  20  1.52844e+07
16  21  1.10372e+07
16  22  7.32479e+06
16  23  9.94206e+06
16  24  8.73658e+06
16  25  1.15175e+06
16  26  1.07865e+07
16  27  9.33067e+06
16  28  2.6709e+06
16  29  0
16  30  1.48892e+07
16  31  1.44788e+07
16  32  1.62903e+07
16  33  2.02925e+07
16  34  1.66778e+07
16  35  1.10023e+07
16  36  1.78812e+07
16  37  3.45709e+06
16  38  2.17606e+07
16  39  5.14845e+06
16  40  1.52141e+07
16  41  1.65253e+07
16  42  1.27331e+07
16  43  7.4825e+06
16  44  9.85029e+06
16  45  1.05484e+07
16  46  0
16  47  1.56375e+07
16  48  8.26738e+06
16  49  1.35863e+07
16  50  1.23066e+07
17  0  1.69034e+07
17  1  2.9278e+07
17  2  1.30155e+07
17  3  2.12964e+07
17  4  1.49705e+07
17  5  1.53464e+07
17  6  0
17  7  1.3992e+07
17  8  2.25278e+07
17  9  2.64059e+06
17  10  6.44884e+06
17  11  1.22667e+07
17  12  0
17  13  0
17  14  1.2115e+07
17  15  4.08325e+06
17  16  1.74797e+06
17  17  1.15139e+06
17  18  5.27944e+06
17  19  5.12087e+06
17  20  7.62231e+06
17  21  1.04548e+07
17  22  6.24861e+06
17  23  2.33289e+07
17  24  1.14278e+07
17  25  1.99934e+07
17  26  1.72121e+07
17  27  3.12074e+06
17  28  5.16936e+06
17  29  4.69066e+06
17  30  1.62731e+06
17  31  1.3031e+07
17  32  1.71513e+07
17  33  9.78277e+06
17  34  1.26818e+07
17  35  1.32271e+07
17  36  1.70401e+07
17  37  1.50967e+07
17  38  1.66241e+07
17  39  3.43786e+06
17  40  5.81179e+06
17  41  7.90846e+06
17  42  2.15758e+07
17  43  1.30862e+07
17  44  8.53946e+06
17  45  3.36053e+06
17  46  6.33388e+06
17  47  7.42378e+06
17  48  6.36751e+06
17  49  1.63239e+07
17  50  2.5596e+07
18  0  1.8567e+07
18  1  0
18  2  1.48754e+07
18  3  7.15196e+06
18  4  2.60152e+07
18  5  1.04135e+07
18  6  1.37067e+07
18  7  9.88537e+06
18  8  1.86724e+07
18  9  1.52082e+07
18  10  1.74817e+07
18  11  1.72345e+07
18  12  1.6791e+07
18  13  0
18  14  4.8073e+06
18  15  6.01746e+06
18  16  5.86022e+06
18  17  3.48088e+06
18  18  1.06031e+07
18  19  9.8963e+06
18  20  1.46277e+07
18  21  2.63484e+07
18  22  1.7093e+07
18  23  1.09255e+07
18  24  1.7405e+07
18  25  1.17157e+07
18  26  8.50662e+06
18  27  1.48423e+07
18  28  6.04843e+06
18  29  1.06844e+07
18  30  4.64131e+06
18  31  1.9195e+07
18  32  1.61883e+07
18  33  9.62302e+06
18  34  1.21883e+07
18  35  1.29033e+07
18  36  1.14797e+07
18  37  1.3471e+07
18  38  7.63934e+06
18  39  1.69088e+07
18  40  9.55546e+06
18  41  1.11707e+07
18  42  1.1179e+07
18  43  8.26638e+06
18  44  0
18  45  1.12127e+07
18  46  5.73988e+06
18  47  1.16511e+06
18  48  1.56482e+07
18  49  1.98674e+07
18  50  1.531e+07
19  0  5.49569e+06
19  1  0
19  2  1.21253e+07
19  3  7.85213e+06
19  4  5.42772e+06
19  5  1.97325e+07
19  6  1.17924e+07
19  7  1.26655e+07
19  8  8.10925e+06
19  9  2.26928e+07
19  10  1.87314e+07
19  11  1.93941e+07
19  12  3.74143e+06
19  13  0
19  14  1.59073e+06
19  15  1.21873e+07
19  16  1.37268e+07
19  17  1.23342e+07
19  18  1.32693e+07
19  19  1.56698e+07
19  20  1.50734e+07
19  21  1.85895e+07
19  22  1.34994e+07
19  23  3.73267e+06
19  24  1.0143e+07
19  25  2.39632e+07
19  26  1.45314e+07
19  27  1.0064e+07
19  28  8.60036e+06
19  29  1.37482e+07
19  30  4.26177e+06
19  31  2.06894e+07
19  32  1.98469e+07
19  33  6.8915e+06
19  34  1.71928e+07
19  35  1.43893e+07
19  36  6.35788e+06
19  37  5.26659e+06
19  38  1.09877e+07
19  39  8.47081e+06
19  40  9.35764e+06
19  41  170078
19  42  1.46901e+07
19  43  0
19  44  2.55251e+07
19  45  5.00513e+06
19  46  1.42863e+07
19  47  2.18235e+07
19  48  1.05533e+07
19  49  6.21909e+06
19  50  1.28968e+07
20  0  3.54585e+07
20  1  1.40921e+07
20  2  8.29545e+06
20  3  1.16324e+07
20  4  1.06891e+07
20  5  1.14716e+07
20  6  9.57989e+06
20  7  5.57894e+06
20  8  1.45929e+07
20  9  6.56922e+06
20  10  1.76798e+07
20  11  1.17025e+07
20  12  9.44709e+06
20  13  9.55923e+06
20  14  1.79089e+07
20  15  5.98097e+06
20  16  1.68274e+07
20  17  1.97562e+07
20  18  8.2425e+06
20  19  1.1938e+07
20  20  1.99934e+06
20  21  2.06967e+07
20  22  1.33794e+07
20  23  2.15332e+07
20  24  1.11945e+07
20  25  1.36266e+07
20  26  2.46583e+07
20  27  4.03874e+06
20  28  7.4287e+06
20  29  1.79501e+07
20  30  1.07526e+07
20  31  6.45477e+06
20  32  1.70241e+07
20  33  1.31694e+07
20  34  1.37491e+07
20  35  9.90169e+06
20  36  1.58678e+07
20  37  0
20  38  1.4501e+07
20  39  7.20949e+06
20  40  7.69425e+06
20  41  6.60809e+06
20  42  1.17679e+06
20  43  1.83965e+07
20  44  1.21792e+07
20  45  2.3526e+07
20  46  1.79265e+07
20  47  2.03944e+07
20  48  9.28792e+06
20  49  9.17446e+06
20  50  8.82393e+06
21  0  1.88482e+07
21  1  1.07375e+07
21  2  2.36942e+07
21  3  4.96238e+06
21  4  1.55766e+07
21  5  1.2269e+07
21  6  6.01232e+06
21  7  2.13241e+07
21  8  1.01023e+07
21  9  1.73537e+07
21  10  1.94853e+07
21  11  1.94526e+07
21  12  1.57076e+07
21  13  3.52391e+06
21  14  1.8526e+07
21  15  1.17785e+07
21  16  1.57459e+07
21  17  1.62438e+07
21  18  1.60695e+07
21  19  1.22518e+07
21  20  1.5568e+07
21  21  1.17496e+07
21  22  1.46991e+07
21  23  1.18592e+07
21  24  2.25298e+07
21  25  1.59182e+07
21  26  1.15813e+07
21  27  1.41211e+07
21  28  1.44145e+07
21  29  1.60676e+07
21  30  1.30856e+07
21  31  2.24446e+07
21  32  1.46823e+07
21  33  2.25604e+07
21  34  1.02927e+07
21  35  1.03869e+07
21  36  625871
21  37  1.31866e+07
21  38  0
21  39  1.02759e+07
21  40  0
21  41  6.62115e+06
21  42  3.80853e+06
21  43  8.93792e+06
21  44  4.18871e+06
21  45  7.91257e+06
21  46  5.28561e+06
21  47  1.72339e+07
21  48  1.26105e+07
21  49  1.41573e+07
21  50  2.31267e+06
22  0  1.47543e+07
22  1  1.35786e+07
22  2  1.41141e+07
22  3  1.08708e+07
22  4  6.77959e+06
22  5  0
22  6  7.72796e+06
22  7  1.91144e+07
22  8  2.37515e+07
22  9  1.43664e+07
22  10  1.63097e+07
22  11  1.74273e+07
22  12  1.60616e+07
22  13  1.29773e+07
22  14  9.73223e+06
22  15  2.11545e+07
22  16  2.35219e+07
22  17  0
22  18  2.0732e+07
22  19  6.06761e+06
22  20  1.94164e+07
22  21  1.19303e+07
22  22  1.6803e+07
22  23  1.2193e+07
22  24  1.62846e+07
22  25  1.62391e+07
22  26  1.00906e+07
22  27  1.6808e+07
22  28  2.60253e+07
22  29  1.53511e+07
22  30  7.32443e+06
22  31  1.35057e+07
22  32  8.71976e+06
22  33  0
22  34  6.99698e+06
22  35  0
22  36  3.52226e+06
22  37  1.81606e+07
22  38  0
22  39  5.23085e+06
22  40  1.63421e+06
22  41  1.04085e+07
22  42  1.44607e+07
22  43  9.29485e+06
22  44  1.39509e+07
22  45  6.73173e+06
22  46  5.34597e+06
22  47  4.88079e+06
22  48  1.96244e+07
22  49  9.55695e+06
22  50  1.7504e+07
23  0  1.69105e+07
23  1  1.97034e+07
23  2  1.31319e+07
23  3  6.69666e+06
23  4  2.20947e+07
23  5  7.97851e+06
23  6  5.83934e+06
23  7  1.41758e+07
23  8  1.06763e+07
23  9  2.33493e+07
23  10  2.11999e+07
23  11  1.06113e+07
23  12  1.17613e+07
23  13  1.00243e+07
23  14  3.07819e+06
23  15  2.27776e+07
23  16  2.81421e+07
23  17  9.9672e+06
23  18  1.70233e+07
23  19  1.26178e+07
23  20  1.53389e+07
23  21  2.01496e+07
23  22  1.4369e+07
23  23  1.41176e+07
23  24  1.4952e+07
23  25  1.81232e+06
23  26  1.63081e+07
23  27  1.14845e+07
23  28  1.21375e+07
23  29  1.30272e+07
23  30  582541
23  31  1.85013e+07
23  32  6.33382e+06
23  33  7.69199e+06
23  34  7.27034e+06
23  35  5.47905e+06
23  36  1.06001e+07
23  37  1.32112e+07
23  38  1.20769e+07
23  39  1.44625e+07
23  40  5.43762e+06
23  41  1.55624e+07
23  42  2.21866e+07
23  43  2.59412e+07
23  44  1.40362e+07
23  45  4.18515e+06
23  46  1.08677e+07
23  47  0
23  48  1.78171e+07
23  49  1.81148e+07
23  50  7.70391e+06
24  0  2.47928e+07
24  1  3.70171e+06
24  2  1.29397e+07
24  3  1.0079e+07
24  4  1.03114e+07
24  5  1.12702e+07
24  6  6.89642e+06
24  7  7.7687e+06
24  8  1.95405e+07
24  9  1.87596e+07
24  10  2.29064e+07
24  11  1.33468e+07
24  12  1.97404e+07
24  13  1.72214e+07
24  14  4.74297e+06
24  15  6.90989e+06
24  16  1.01122e+07
24  17  1.21961e+07
