row  column  (images_25_2_757.edf Zn-K*images_25_2_757.edf Ar-K**2.3)
23  8  6.60567e+07
23  9  5.10584e+07
23  10  6.40245e+07
23  11  6.93512e+07
23  12  8.98033e+07
23  13  1.19559e+08
23  14  6.59149e+07
23  15  7.81411e+07
23  16  7.91871e+07
23  17  6.76191e+07
23  18  4.42243e+07
23  19  6.51042e+07
23  20  7.65167e+07
23  21  6.20187e+07
23  22  7.2451e+07
23  23  2.48312e+07
23  24  4.76786e+07
23  25  4.53884e+07
23  26  4.04731e+07
23  27  3.57255e+07
23  28  3.74944e+07
23  29  2.87183e+07
23  30  3.87124e+07
23  31  3.65417e+07
23  32  4.08414e+07
23  33  3.78029e+07
23  34  2.05552e+07
23  35  3.60792e+07
23  36  2.70415e+07
23  37  7.02143e+06
23  38  1.48658e+07
23  39  3.06516e+07
23  40  1.49855e+07
23  41  1.99012e+07
23  42  4.91966e+07
23  43  3.91262e+07
23  44  2.16124e+07
23  45  3.70102e+07
23  46  3.60344e+07
23  47  3.80985e+07
23  48  5.86742e+07
23  49  7.99974e+07
23  50  4.60466e+07
24  0  7.06783e+07
24  1  4.5207e+07
24  2  5.50357e+07
24  3  4.33358e+07
24  4  4.96847e+07
24  5  5.95105e+07
24  6  6.59104e+07
24  7  6.46318e+07
24  8  5.23579e+07
24  9  3.82298e+07
24  10  6.37224e+07
24  11  6.36145e+07
24  12  7.98793e+07
24  13  8.54444e+07
24  14  6.39528e+07
24  15  6.04776e+07
24  16  8.68394e+07
24  17  5.78562e+07
24  18  4.6231e+07
24  19  4.90954e+07
24  20  5.67554e+07
24  21  5.20955e+07
24  22  5.41707e+07
24  23  3.8152e+07
24  24  6.53565e+07
24  25  5.62907e+07
24  26  4.19808e+07
24  27  3.70356e+07
24  28  3.55395e+07
24  29  2.04252e+07
24  30  4.63628e+07
24  31  3.17638e+07
24  32  4.64088e+07
24  33  1.96677e+07
24  34  3.19324e+07
24  35  1.63458e+07
24  36  1.80521e+07
24  37  1.18987e+07
24  38  8.80604e+06
24  39  2.02342e+07
24  40  1.73538e+07
24  41  1.30009e+07
24  42  6.22774e+07
24  43  3.90482e+07
24  44  1.22518e+07
24  45  2.81377e+07
24  46  3.56522e+07
24  47  4.89719e+07
24  48  6.42586e+07
24  49  5.62529e+07
24  50  6.00181e+07
25  0  8.26999e+07
25  1  3.88099e+07
25  2  4.83815e+07
25  3  3.72552e+07
25  4  8.51843e+07
25  5  8.22427e+07
25  6  8.68176e+07
25  7  7.24511e+07
25  8  5.34945e+07
25  9  3.77474e+07
25  10  6.14037e+07
25  11  4.93275e+07
25  12  9.24808e+07
25  13  7.60234e+07
25  14  7.04848e+07
25  15  7.89609e+07
25  16  8.7043e+07
25  17  7.22396e+07
25  18  3.07969e+07
25  19  4.96102e+07
25  20  4.54854e+07
25  21  6.15397e+07
25  22  4.46663e+07
25  23  2.93703e+07
25  24  5.56836e+07
25  25  6.5065e+07
25  26  5.99564e+07
25  27  2.80777e+07
25  28  2.35053e+07
25  29  2.82209e+07
25  30  4.94542e+07
25  31  3.6729e+07
25  32  2.23366e+07
25  33  3.80972e+07
25  34  3.67547e+07
25  35  2.03874e+07
25  36  2.91223e+07
25  37  2.08437e+07
25  38  9.18065e+06
25  39  7.87093e+06
25  40  1.40611e+07
25  41  1.33931e+07
25  42  2.37346e+07
25  43  1.75582e+07
25  44  1.41513e+07
25  45  3.74785e+07
25  46  4.00139e+07
25  47  3.93711e+07
25  48  5.00357e+07
25  49  6.3464e+07
25  50  4.37797e+07
26  0  6.48181e+07
26  1  2.77224e+07
26  2  6.47698e+07
26  3  5.08012e+07
26  4  7.01815e+07
26  5  6.05531e+07
26  6  6.66472e+07
26  7  8.15164e+07
26  8  6.25961e+07
26  9  5.51903e+07
26  10  5.96255e+07
26  11  6.72341e+07
26  12  9.89766e+07
26  13  8.00178e+07
26  14  5.13301e+07
26  15  7.3641e+07
26  16  5.9016e+07
26  17  5.967e+07
26  18  3.76367e+07
26  19  7.82436e+07
26  20  7.19886e+07
26  21  5.788e+07
26  22  6.25007e+07
26  23  4.24527e+07
26  24  7.37304e+07
26  25  8.25522e+07
26  26  4.54918e+07
26  27  3.96064e+07
26  28  2.61087e+07
26  29  2.21364e+07
26  30  4.65185e+07
26  31  3.9162e+07
26  32  5.08068e+07
26  33  4.16827e+07
26  34  4.07118e+07
26  35  1.58664e+07
26  36  7.26067e+06
26  37  2.21035e+07
26  38  1.48625e+07
26  39  2.10668e+07
26  40  2.76419e+07
26  41  1.31054e+07
26  42  2.31846e+07
26  43  3.45267e+07
26  44  2.62261e+07
26  45  5.00183e+07
26  46  3.90081e+07
26  47  3.94526e+07
26  48  3.5175e+07
26  49  4.40791e+07
26  50  5.62604e+07
27  0  3.87157e+07
27  1  3.90469e+07
27  2  6.21986e+07
27  3  5.38386e+07
27  4  6.85306e+07
27  5  6.88078e+07
27  6  6.58114e+07
27  7  7.86166e+07
27  8  6.19648e+07
27  9  4.45357e+07
27  10  7.11486e+07
27  11  7.06746e+07
27  12  8.53922e+07
27  13  8.05943e+07
27  14  6.33994e+07
27  15  6.87439e+07
27  16  6.03351e+07
27  17  5.90389e+07
27  18  4.57558e+07
27  19  8.96e+07
27  20  5.18622e+07
27  21  8.60452e+07
27  22  6.9487e+07
27  23  5.50936e+07
27  24  7.81649e+07
27  25  6.45404e+07
27  26  6.537e+07
27  27  6.20855e+07
27  28  1.43204e+07
27  29  1.96628e+07
27  30  2.90762e+07
27  31  3.6817e+07
27  32  2.649e+07
27  33  5.14865e+07
27  34  4.39233e+07
27  35  3.07143e+07
27  36  2.02157e+07
27  37  2.19919e+07
27  38  2.00414e+07
27  39  2.65784e+07
27  40  3.68136e+07
27  41  2.1262e+07
27  42  3.27641e+07
27  43  4.84526e+07
27  44  2.60278e+07
27  45  4.43624e+07
27  46  3.82547e+07
27  47  4.50222e+07
27  48  3.15154e+07
27  49  5.75209e+07
27  50  3.51439e+07
28  0  5.4025e+07
28  1  2.32039e+07
28  2  4.99461e+07
28  3  7.0878e+07
28  4  6.54648e+07
28  5  5.49499e+07
28  6  9.2788e+07
28  7  7.96211e+07
28  8  5.74882e+07
28  9  4.92059e+07
28  10  5.36548e+07
28  11  7.53184e+07
28  12  9.76509e+07
28  13  8.3619e+07
28  14  5.67408e+07
28  15  5.29384e+07
28  16  3.3122e+07
28  17  6.66964e+07
28  18  2.82549e+07
28  19  8.56978e+07
28  20  5.43669e+07
28  21  6.60439e+07
28  22  5.8479e+07
28  23  6.19375e+07
28  24  6.42644e+07
28  25  6.3587e+07
28  26  8.77325e+07
28  27  8.16987e+07
28  28  1.84604e+07
28  29  3.06108e+07
28  30  3.82632e+07
28  31  4.00853e+07
28  32  3.51835e+07
28  33  3.01681e+07
28  34  4.22659e+07
28  35  2.20939e+07
28  36  2.65624e+07
28  37  3.43368e+07
28  38  3.02235e+07
28  39  3.216e+07
28  40  3.17147e+07
28  41  2.99902e+07
28  42  3.48474e+07
28  43  3.66311e+07
28  44  3.42662e+07
28  45  3.03457e+07
28  46  5.20545e+07
28  47  3.44954e+07
28  48  4.10513e+07
28  49  3.9063e+07
28  50  3.4749e+07
29  0  6.92196e+07
29  1  3.40594e+07
29  2  6.91235e+07
29  3  7.49987e+07
29  4  7.65817e+07
29  5  6.96543e+07
29  6  8.05913e+07
29  7  9.94691e+07
29  8  5.59095e+07
29  9  6.3343e+07
29  10  8.95848e+07
29  11  8.52118e+07
29  12  8.73983e+07
29  13  6.39878e+07
29  14  6.30891e+07
29  15  7.69271e+07
29  16  6.64481e+07
29  17  7.36291e+07
29  18  3.78847e+07
29  19  6.78435e+07
29  20  4.70327e+07
29  21  5.73506e+07
29  22  6.95806e+07
29  23  5.72731e+07
29  24  8.04431e+07
29  25  7.35803e+07
29  26  8.60046e+07
29  27  8.05204e+07
29  28  2.03095e+07
29  29  1.18067e+07
29  30  4.01456e+07
29  31  5.12156e+07
29  32  5.83447e+07
29  33  5.99983e+07
29  34  3.26063e+07
29  35  2.73276e+07
29  36  2.85445e+07
29  37  3.31844e+07
29  38  4.18803e+07
29  39  2.75429e+07
29  40  3.60817e+07
29  41  3.69975e+07
29  42  2.87103e+07
29  43  4.57189e+07
29  44  5.08162e+07
29  45  4.80594e+07
29  46  3.75933e+07
29  47  3.04875e+07
29  48  4.5267e+07
29  49  3.12071e+07
29  50  6.9001e+07
30  0  5.61411e+07
30  1  4.32205e+07
30  2  6.40555e+07
30  3  7.36896e+07
30  4  5.62367e+07
30  5  7.42438e+07
30  6  8.95659e+07
30  7  9.45778e+07
30  8  5.39064e+07
30  9  4.69268e+07
30  10  5.8537e+07
30  11  6.56402e+07
30  12  8.10258e+07
30  13  6.24747e+07
30  14  5.66928e+07
30  15  4.59199e+07
30  16  6.14039e+07
30  17  7.04956e+07
30  18  4.89491e+07
30  19  8.32029e+07
30  20  6.14502e+07
30  21  5.84789e+07
30  22  5.52138e+07
30  23  6.02402e+07
30  24  6.89232e+07
30  25  8.79849e+07
30  26  9.40896e+07
30  27  1.0655e+08
30  28  3.28669e+07
30  29  2.40673e+07
30  30  3.74316e+07
30  31  4.47272e+07
30  32  4.88379e+07
30  33  4.24532e+07
30  34  5.58625e+07
30  35  3.82351e+07
30  36  6.0749e+07
30  37  3.4377e+07
30  38  1.84259e+07
30  39  3.5303e+07
30  40  3.63109e+07
30  41  5.09516e+07
30  42  4.52898e+07
30  43  5.87066e+07
30  44  3.88931e+07
30  45  3.84142e+07
30  46  4.38027e+07
30  47  4.09711e+07
30  48  3.66968e+07
30  49  3.29723e+07
30  50  4.37383e+07
31  0  4.60911e+07
31  1  3.8765e+07
31  2  8.33783e+07
31  3  6.33792e+07
31  4  5.72712e+07
31  5  5.57062e+07
31  6  7.45929e+07
31  7  9.26409e+07
31  8  6.10636e+07
31  9  6.24327e+07
31  10  6.37596e+07
31  11  7.15778e+07
31  12  1.10843e+08
31  13  8.36906e+07
31  14  5.44185e+07
31  15  5.96952e+07
31  16  4.99739e+07
31  17  5.69214e+07
31  18  6.37946e+07
31  19  8.49775e+07
31  20  4.95932e+07
31  21  5.36541e+07
31  22  6.6901e+07
31  23  6.1813e+07
31  24  7.92609e+07
31  25  6.45272e+07
31  26  1.39444e+08
31  27  1.16677e+08
31  28  4.10824e+07
31  29  2.57425e+07
31  30  6.3487e+07
31  31  4.34396e+07
31  32  3.87562e+07
31  33  4.96585e+07
31  34  3.54628e+07
31  35  4.60207e+07
31  36  4.89203e+07
31  37  5.874e+07
31  38  3.32439e+07
31  39  6.99157e+07
31  40  4.30616e+07
31  41  3.85231e+07
31  42  4.6662e+07
31  43  4.51907e+07
31  44  5.74633e+07
31  45  5.92926e+07
31  46  3.90648e+07
31  47  4.11369e+07
31  48  3.25998e+07
31  49  3.92708e+07
31  50  4.71243e+07
32  0  8.44094e+07
32  1  5.46496e+07
32  2  8.01704e+07
32  3  8.14585e+07
32  4  7.22938e+07
32  5  7.43771e+07
32  6  8.3133e+07
32  7  8.32984e+07
32  8  6.52018e+07
32  9  5.95682e+07
32  10  6.737e+07
32  11  8.05392e+07
32  12  8.64781e+07
32  13  7.2616e+07
32  14  4.91043e+07
32  15  4.91111e+07
32  16  6.19093e+07
32  17  4.79366e+07
32  18  6.01478e+07
32  19  5.72414e+07
32  20  6.70723e+07
32  21  7.34264e+07
32  22  5.24029e+07
32  23  5.8108e+07
32  24  8.21227e+07
32  25  8.39185e+07
32  26  1.29347e+08
32  27  1.27783e+08
32  28  4.4865e+07
32  29  2.87933e+07
32  30  5.5838e+07
32  31  5.89017e+07
32  32  5.34343e+07
32  33  6.16247e+07
32  34  3.89854e+07
32  35  3.19128e+07
32  36  5.21597e+07
32  37  5.08512e+07
32  38  2.99702e+07
32  39  3.68838e+07
32  40  2.10293e+07
32  41  2.99988e+07
32  42  5.27281e+07
32  43  8.25794e+07
32  44  6.09739e+07
32  45  5.83125e+07
32  46  4.35386e+07
32  47  3.53304e+07
32  48  4.1992e+07
32  49  3.61874e+07
32  50  4.53699e+07
33  0  1.07031e+08
33  1  5.03528e+07
33  2  7.4875e+07
33  3  7.57641e+07
33  4  7.04423e+07
33  5  7.30938e+07
33  6  5.13605e+07
33  7  7.22577e+07
33  8  7.15419e+07
33  9  4.64163e+07
33  10  6.10112e+07
33  11  7.62948e+07
33  12  8.54934e+07
33  13  6.75184e+07
33  14  4.14031e+07
33  15  6.74953e+07
33  16  6.3459e+07
33  17  6.08141e+07
33  18  6.62985e+07
33  19  5.26201e+07
33  20  5.50081e+07
33  21  4.87269e+07
33  22  5.91274e+07
33  23  5.90628e+07
33  24  7.91176e+07
33  25  7.03866e+07
33  26  1.35423e+08
33  27  1.15324e+08
33  28  3.08399e+07
33  29  3.34932e+07
33  30  5.77e+07
33  31  5.83943e+07
33  32  3.72512e+07
33  33  5.41288e+07
33  34  2.94092e+07
33  35  4.43989e+07
33  36  5.69037e+07
33  37  5.38889e+07
33  38  3.37502e+07
33  39  5.84615e+07
33  40  2.38219e+07
33  41  4.71314e+07
33  42  3.12495e+07
33  43  6.30011e+07
33  44  4.84886e+07
33  45  4.79261e+07
33  46  4.90616e+07
33  47  4.15016e+07
33  48  3.91247e+07
33  49  5.42475e+07
33  50  5.01223e+07
34  0  1.26704e+08
34  1  6.14431e+07
34  2  4.87599e+07
34  3  6.96358e+07
34  4  7.31331e+07
34  5  9.27473e+07
34  6  7.12827e+07
34  7  9.16702e+07
34  8  6.8683e+07
34  9  6.77017e+07
34  10  5.30502e+07
34  11  9.93982e+07
34  12  7.82837e+07
34  13  6.06358e+07
34  14  5.84079e+07
34  15  3.51301e+07
34  16  4.28586e+07
34  17  6.5858e+07
34  18  6.62775e+07
34  19  4.69309e+07
34  20  6.13936e+07
34  21  4.31559e+07
34  22  5.16945e+07
34  23  6.12378e+07
34  24  7.48705e+07
34  25  8.32998e+07
34  26  1.25341e+08
34  27  1.43779e+08
34  28  4.37691e+07
34  29  5.25189e+07
34  30  5.45052e+07
34  31  4.79163e+07
34  32  6.38579e+07
34  33  6.56905e+07
34  34  4.44037e+07
34  35  4.28691e+07
34  36  5.62616e+07
34  37  6.61965e+07
34  38  4.86966e+07
34  39  6.05617e+07
34  40  4.61757e+07
34  41  3.69595e+07
34  42  2.73171e+07
34  43  6.99295e+07
34  44  3.54635e+07
34  45  5.39205e+07
34  46  3.75385e+07
34  47  5.21763e+07
34  48  3.15345e+07
34  49  6.89886e+07
34  50  5.46805e+07
35  0  1.52546e+08
35  1  7.79305e+07
35  2  7.64643e+07
35  3  7.53854e+07
35  4  8.1255e+07
35  5  6.63659e+07
35  6  7.96957e+07
35  7  6.69198e+07
35  8  7.96774e+07
35  9  8.01408e+07
35  10  4.84016e+07
35  11  1.08986e+08
35  12  7.08538e+07
35  13  6.98603e+07
35  14  4.04212e+07
35  15  3.57032e+07
35  16  5.33473e+07
35  17  5.40506e+07
35  18  6.53232e+07
35  19  6.20203e+07
35  20  4.5987e+07
35  21  5.07056e+07
35  22  5.50371e+07
35  23  4.78781e+07
35  24  6.6338e+07
35  25  8.5346e+07
35  26  1.19654e+08
35  27  9.83432e+07
35  28  3.78556e+07
35  29  3.43532e+07
35  30  6.20955e+07
35  31  5.1858e+07
35  32  5.72911e+07
35  33  6.26677e+07
35  34  3.31909e+07
35  35  3.82038e+07
35  36  5.05166e+07
35  37  6.66879e+07
35  38  5.23556e+07
35  39  5.49108e+07
35  40  4.31785e+07
35  41  4.65792e+07
35  42  1.41785e+07
35  43  3.9898e+07
35  44  2.93775e+07
35  45  4.73872e+07
35  46  4.67693e+07
35  47  5.71799e+07
35  48  2.58841e+07
35  49  6.60367e+07
35  50  8.6883e+07
36  0  1.381e+08
36  1  6.16579e+07
36  2  7.30516e+07
36  3  9.18987e+07
36  4  1.14668e+08
36  5  6.98494e+07
36  6  9.81814e+07
36  7  7.82995e+07
36  8  8.31676e+07
36  9  7.39445e+07
36  10  6.82735e+07
36  11  8.7656e+07
36  12  8.26908e+07
36  13  6.04105e+07
36  14  4.51956e+07
36  15  1.68587e+07
36  16  4.41703e+07
36  17  3.29663e+07
36  18  5.78667e+07
36  19  4.58775e+07
36  20  5.75044e+07
36  21  4.40884e+07
36  22  6.79969e+07
36  23  6.06508e+07
36  24  5.90244e+07
36  25  8.26531e+07
36  26  1.41629e+08
36  27  9.28531e+07
36  28  2.78408e+07
36  29  5.13726e+07
36  30  6.50123e+07
36  31  7.8102e+07
36  32  5.01423e+07
36  33  6.89832e+07
36  34  3.04168e+07
36  35  4.08992e+07
36  36  4.83437e+07
36  37  4.09204e+07
36  38  4.40473e+07
36  39  5.0813e+07
36  40  4.76355e+07
36  41  2.59409e+07
36  42  2.82737e+07
36  43  3.47645e+07
36  44  4.17002e+07
36  45  6.25794e+07
36  46  4.39184e+07
36  47  8.09686e+07
36  48  7.38984e+07
36  49  5.95366e+07
36  50  8.99228e+07
37  0  1.07978e+08
37  1  9.89793e+07
37  2  9.44944e+07
37  3  7.41872e+07
37  4  1.15567e+08
37  5  8.11855e+07
37  6  9.90704e+07
37  7  8.93844e+07
37  8  8.54335e+07
37  9  8.16562e+07
37  10  6.81669e+07
37  11  8.71276e+07
37  12  1.04556e+08
37  13  6.65545e+07
37  14  4.65844e+07
37  15  3.8972e+07
37  16  3.17914e+07
37  17  4.23422e+07
37  18  4.34701e+07
37  19  5.48613e+07
37  20  4.65253e+07
37  21  4.96904e+07
37  22  5.5789e+07
37  23  6.0416e+07
37  24  6.60559e+07
37  25  1.16894e+08
37  26  1.32784e+08
37  27  9.26645e+07
37  28  3.82894e+07
37  29  5.25579e+07
37  30  7.10955e+07
37  31  7.00414e+07
37  32  6.25898e+07
37  33  6.45962e+07
37  34  4.31076e+07
37  35  3.90887e+07
37  36  5.37028e+07
37  37  6.76536e+07
37  38  5.09001e+07
37  39  4.95717e+07
37  40  6.89012e+07
37  41  4.52162e+07
37  42  3.02966e+07
37  43  4.3713e+07
37  44  3.2467e+07
37  45  5.08457e+07
37  46  4.78234e+07
37  47  5.57103e+07
37  48  5.64416e+07
37  49  6.28056e+07
37  50  8.75093e+07
38  0  1.4189e+08
38  1  8.13187e+07
38  2  9.62972e+07
38  3  8.18194e+07
38  4  1.01665e+08
38  5  8.20438e+07
38  6  9.71347e+07
38  7  8.46776e+07
38  8  8.7952e+07
38  9  6.89043e+07
38  10  8.82562e+07
38  11  1.03065e+08
38  12  1.24656e+08
38  13  6.0817e+07
38  14  3.77625e+07
38  15  5.07997e+07
38  16  5.38398e+07
38  17  4.36959e+07
38  18  3.3678e+07
38  19  3.8774e+07
38  20  7.95552e+07
38  21  5.82474e+07
38  22  5.46966e+07
38  23  5.37055e+07
38  24  8.79323e+07
38  25  1.11204e+08
38  26  1.19973e+08
38  27  8.16609e+07
38  28  5.83067e+07
38  29  6.57094e+07
38  30  6.23513e+07
38  31  5.94222e+07
38  32  7.54492e+07
38  33  5.1509e+07
38  34  4.37234e+07
38  35  6.29217e+07
38  36  6.10779e+07
38  37  6.92957e+07
38  38  7.4612e+07
38  39  4.93343e+07
38  40  5.56355e+07
38  41  5.69573e+07
38  42  5.53721e+07
38  43  4.18644e+07
38  44  5.02228e+07
38  45  3.76507e+07
38  46  5.24766e+07
38  47  5.94424e+07
38  48  5.68386e+07
38  49  6.07504e+07
38  50  5.41603e+07
39  0  1.72028e+08
39  1  8.60867e+07
39  2  1.01845e+08
39  3  6.5196e+07
39  4  9.58401e+07
39  5  8.9275e+07
39  6  7.97989e+07
39  7  1.00737e+08
39  8  1.0964e+08
39  9  8.37288e+07
39  10  7.55371e+07
39  11  8.85848e+07
39  12  7.5471e+07
39  13  5.8824e+07
39  14  4.1685e+07
39  15  6.23021e+07
39  16  2.95525e+07
39  17  5.8262e+07
39  18  5.06732e+07
39  19  5.5841e+07
39  20  3.89591e+07
39  21  5.15684e+07
39  22  6.0348e+07
39  23  5.25509e+07
39  24  9.12882e+07
39  25  9.3316e+07
39  26  1.08925e+08
39  27  6.00433e+07
39  28  3.48074e+07
39  29  6.53742e+07
39  30  4.92715e+07
39  31  7.30376e+07
39  32  8.44766e+07
39  33  4.73646e+07
39  34  5.50487e+07
39  35  5.51924e+07
39  36  6.75308e+07
39  37  7.14387e+07
39  38  5.17901e+07
39  39  4.4817e+07
39  40  6.13445e+07
39  41  4.61361e+07
39  42  4.64513e+07
39  43  4.77409e+07
39  44  3.58814e+07
39  45  5.5642e+07
39  46  4.35911e+07
39  47  5.83274e+07
39  48  4.15041e+07
39  49  4.90205e+07
39  50  7.18815e+07
40  0  1.98109e+08
40  1  9.59294e+07
40  2  7.83381e+07
40  3  9.55006e+07
40  4  7.61826e+07
40  5  7.49643e+07
40  6  1.01565e+08
40  7  1.2083e+08
40  8  7.35964e+07
40  9  7.85249e+07
40  10  8.35862e+07
40  11  7.56394e+07
40  12  1.15405e+08
40  13  9.12144e+07
40  14  5.52599e+07
40  15  6.02691e+07
40  16  5.27531e+07
40  17  4.98563e+07
40  18  5.66036e+07
40  19  6.88839e+07
40  20  4.68194e+07
40  21  6.54632e+07
40  22  6.87638e+07
40  23  6.42707e+07
40  24  9.01483e+07
40  25  1.01318e+08
40  26  8.70273e+07
40  27  7.72112e+07
40  28  5.62451e+07
40  29  7.96e+07
40  30  6.34851e+07
40  31  6.56725e+07
40  32  6.54086e+07
40  33  6.09691e+07
40  34  5.74274e+07
40  35  5.26236e+07
40  36  5.27517e+07
40  37  4.43706e+07
40  38  5.4616e+07
40  39  6.90581e+07
40  40  6.69999e+07
40  41  5.77378e+07
40  42  4.67345e+07
40  43  5.36408e+07
40  44  3.90659e+07
40  45  3.92384e+07
40  46  4.828e+07
40  47  4.97089e+07
40  48  5.08138e+07
40  49  3.33518e+07
40  50  4.71931e+07
41  0  1.50088e+08
41  1  1.20962e+08
41  2  8.5311e+07
41  3  9.54613e+07
41  4  9.04621e+07
41  5  7.73932e+07
41  6  7.36609e+07
41  7  1.14393e+08
41  8  7.87436e+07
41  9  8.06445e+07
41  10  8.32883e+07
41  11  8.31926e+07
41  12  9.76073e+07
41  13  8.81089e+07
41  14  7.94412e+07
41  15  6.51659e+07
41  16  5.48549e+07
41  17  4.43741e+07
41  18  6.29059e+07
41  19  4.93775e+07
41  20  6.97991e+07
41  21  6.3679e+07
41  22  5.39681e+07
41  23  7.53263e+07
41  24  8.73316e+07
41  25  1.14454e+08
41  26  1.20543e+08
41  27  8.87864e+07
41  28  7.26814e+07
41  29  8.6213e+07
41  30  6.96482e+07
41  31  8.19267e+07
41  32  7.49886e+07
41  33  8.0014e+07
41  34  6.35638e+07
41  35  6.12201e+07
41  36  7.3549e+07
41  37  7.89859e+07
41  38  6.70062e+07
41  39  4.56638e+07
41  40  5.53985e+07
41  41  5.08605e+07
41  42  6.29476e+07
41  43  5.00911e+07
41  44  6.88702e+07
41  45  6.67566e+07
41  46  7.35222e+07
41  47  4.85996e+07
41  48  4.34173e+07
41  49  3.36107e+07
41  50  4.68512e+07
42  0  1.64595e+08
42  1  8.99924e+07
42  2  6.67183e+07
42  3  9.14357e+07
42  4  8.67581e+07
42  5  8.9592e+07
42  6  8.80056e+07
42  7  1.10983e+08
42  8  1.04594e+08
42  9  8.97961e+07
42  10  7.63598e+07
42  11  6.60727e+07
42  12  8.83104e+07
42  13  9.76457e+07
42  14  6.73075e+07
42  15  8.86548e+07
42  16  5.99658e+07
42  17  5.345e+07
42  18  5.79041e+07
42  19  7.15614e+07
42  20  5.40795e+07
42  21  5.109e+07
42  22  5.97469e+07
42  23  7.10591e+07
42  24  8.63853e+07
42  25  1.06202e+08
42  26  1.14686e+08
42  27  8.22123e+07
42  28  6.26517e+07
42  29  7.27733e+07
42  30  6.74497e+07
42  31  6.74606e+07
42  32  6.61366e+07
42  33  7.52087e+07
42  34  5.75064e+07
42  35  6.65676e+07
42  36  4.80373e+07
42  37  7.22782e+07
42  38  7.33409e+07
42  39  5.13005e+07
42  40  7.45629e+07
42  41  7.13067e+07
42  42  4.76035e+07
42  43  8.14752e+07
42  44  5.08944e+07
42  45  9.88373e+07
42  46  5.76785e+07
42  47  6.60332e+07
42  48  4.35424e+07
42  49  3.97923e+07
42  50  6.12394e+07
43  0  1.42022e+08
43  1  1.17654e+08
43  2  9.07038e+07
43  3  7.13765e+07
43  4  8.92325e+07
43  5  8.2013e+07
43  6  9.77679e+07
43  7  1.03182e+08
43  8  1.08948e+08
43  9  8.42011e+07
43  10  7.7446e+07
43  11  7.58113e+07
43  12  1.11436e+08
43  13  1.02546e+08
43  14  8.07337e+07
43  15  6.5879e+07
43  16  5.78516e+07
43  17  4.95346e+07
43  18  5.64693e+07
43  19  6.16682e+07
43  20  7.00056e+07
43  21  6.88773e+07
43  22  5.81022e+07
43  23  8.43231e+07
43  24  1.20717e+08
43  25  1.41679e+08
43  26  1.35019e+08
43  27  7.77916e+07
43  28  7.42242e+07
43  29  8.89031e+07
43  30  7.59078e+07
43  31  8.09313e+07
43  32  7.06871e+07
43  33  7.47228e+07
43  34  5.73722e+07
43  35  6.87976e+07
43  36  6.26684e+07
43  37  6.73641e+07
43  38  5.87144e+07
43  39  7.38741e+07
43  40  6.78886e+07
43  41  6.69596e+07
43  42  4.0851e+07
43  43  4.50061e+07
43  44  6.78732e+07
43  45  7.42647e+07
43  46  8.98789e+07
43  47  7.93607e+07
43  48  7.23326e+07
43  49  4.08237e+07
43  50  6.67745e+07
44  0  1.55113e+08
44  1  1.12948e+08
44  2  5.26478e+07
44  3  9.3994e+07
44  4  8.32982e+07
44  5  6.517e+07
44  6  8.42186e+07
44  7  1.16595e+08
44  8  9.2891e+07
44  9  1.10613e+08
44  10  7.55948e+07
44  11  7.35936e+07
44  12  9.62623e+07
44  13  1.10371e+08
44  14  7.74763e+07
44  15  6.90571e+07
44  16  6.12194e+07
44  17  4.24878e+07
44  18  7.26915e+07
44  19  5.57329e+07
44  20  8.11232e+07
44  21  8.35747e+07
44  22  7.80446e+07
44  23  7.49996e+07
44  24  1.23528e+08
44  25  1.25856e+08
44  26  9.2657e+07
44  27  7.68973e+07
44  28  6.15713e+07
44  29  6.59332e+07
44  30  6.23539e+07
44  31  5.26884e+07
44  32  7.29908e+07
44  33  7.24337e+07
44  34  7.32442e+07
44  35  4.20722e+07
44  36  7.58662e+07
44  37  6.11916e+07
44  38  4.97883e+07
44  39  6.06874e+07
44  40  5.87132e+07
44  41  6.27634e+07
44  42  4.71472e+07
44  43  5.03076e+07
44  44  5.34016e+07
44  45  8.75891e+07
44  46  5.96743e+07
44  47  6.35331e+07
44  48  5.34402e+07
44  49  5.45978e+07
44  50  6.11734e+07
45  0  1.5072e+08
45  1  1.03345e+08
45  2  8.37745e+07
45  3  8.13125e+07
45  4  7.52936e+07
45  5  8.30125e+07
45  6  8.60519e+07
45  7  1.19816e+08
45  8  9.38649e+07
45  9  1.21907e+08
45  10  7.96838e+07
45  11  7.12281e+07
45  12  9.05589e+07
45  13  9.45284e+07
45  14  4.48865e+07
45  15  6.81521e+07
45  16  4.74748e+07
45  17  3.93905e+07
45  18  5.98934e+07
45  19  1.01407e+08
45  20  7.14896e+07
45  21  1.15622e+08
45  22  8.60671e+07
45  23  9.85538e+07
45  24  1.33754e+08
45  25  1.16053e+08
45  26  1.05836e+08
45  27  7.57634e+07
45  28  5.59346e+07
45  29  6.96861e+07
45  30  8.20508e+07
45  31  7.11309e+07
45  32  8.43516e+07
45  33  6.0591e+07
45  34  6.65823e+07
45  35  4.81531e+07
45  36  6.78972e+07
45  37  6.43728e+07
45  38  4.7708e+07
45  39  5.29653e+07
45  40  6.57628e+07
45  41  5.55617e+07
45  42  5.49722e+07
45  43  5.4075e+07
45  44  5.74091e+07
45  45  6.58228e+07
45  46  6.84801e+07
45  47  7.21263e+07
45  48  5.66711e+07
45  49  5.69733e+07
