row  column  (images_30.edf Cu-K*images_30.edf Ar-K**2.3)
0  0  1.90803e+07
0  1  1.00998e+06
0  2  5.89598e+06
0  3  0
0  4  2.41645e+07
0  5  5.94189e+06
0  6  1.8617e+07
0  7  0
0  8  0
0  9  7.96449e+06
0  10  1.131e+07
0  11  1.13087e+06
0  12  0
0  13  5.58163e+06
0  14  0
0  15  4.16257e+06
0  16  3.88789e+06
0  17  8.00753e+06
0  18  0
0  19  5.13727e+06
0  20  0
0  21  4.64971e+06
0  22  1.07015e+07
0  23  5.88395e+06
0  24  1.66402e+07
0  25  1.17255e+07
0  26  1.17903e+07
0  27  6.21573e+06
0  28  1.39985e+07
0  29  3.62994e+06
0  30  6.6969e+06
0  31  4.74721e+06
0  32  1.87778e+07
0  33  3.23596e+06
0  34  8.85363e+06
0  35  2.09648e+07
0  36  4.63086e+06
0  37  2.58625e+07
0  38  1.36473e+07
0  39  8.34055e+06
0  40  1.11148e+07
0  41  3.97817e+06
0  42  2.10171e+07
0  43  5.95712e+06
0  44  5.94441e+06
0  45  1.06342e+07
0  46  2.35486e+07
0  47  3.16889e+07
0  48  6.09067e+06
0  49  6.62812e+06
0  50  9.38796e+06
1  0  0
1  1  1.22659e+06
1  2  1.01696e+06
1  3  3.08288e+06
1  4  0
1  5  1.49141e+07
1  6  9.31161e+06
1  7  0
1  8  0
1  9  0
1  10  6.7924e+06
1  11  7.92243e+06
1  12  7.03965e+06
1  13  2.64019e+06
1  14  8.69034e+06
1  15  0
1  16  5.20025e+06
1  17  2.07269e+07
1  18  1.25132e+07
1  19  8.44406e+06
1  20  1.17017e+07
1  21  5.9337e+06
1  22  1.23572e+07
1  23  4.59065e+06
1  24  233009
1  25  5.74597e+06
1  26  2.92065e+06
1  27  1.7855e+07
1  28  8.71186e+06
1  29  1.88517e+07
1  30  1.21936e+07
1  31  1.53821e+07
1  32  2.51936e+06
1  33  0
1  34  1.13501e+07
1  35  1.67855e+07
1  36  4.16758e+06
1  37  1.04893e+07
1  38  1.37902e+07
1  39  2.31578e+07
1  40  7.71386e+06
1  41  1.10248e+07
1  42  1.07173e+07
1  43  0
1  44  647048
1  45  2.66636e+07
1  46  7.22169e+06
1  47  1.35019e+07
1  48  8.89159e+06
1  49  6.46971e+06
1  50  1.42896e+07
2  0  5.2137e+06
2  1  0
2  2  3.15625e+06
2  3  1.62708e+07
2  4  7.4879e+06
2  5  1.05337e+06
2  6  8.42361e+06
2  7  3.98468e+06
2  8  1.41204e+06
2  9  0
2  10  155920
2  11  284662
2  12  7.55406e+06
2  13  6.75542e+06
2  14  1.46641e+07
2  15  3.12744e+06
2  16  2.3306e+06
2  17  1.0243e+07
2  18  5.7993e+06
2  19  1.30217e+07
2  20  0
2  21  2.20474e+06
2  22  5.87257e+06
2  23  1.07901e+07
2  24  2.09433e+07
2  25  8.24367e+06
2  26  7.90428e+06
2  27  742852
2  28  1.21671e+07
2  29  2.3601e+07
2  30  9.63136e+06
2  31  1.60032e+07
2  32  0
2  33  2.81067e+07
2  34  2.03597e+07
2  35  5.92888e+06
