row  column  (images_30.edf Zn-K*images_30.edf Ar-K**2.3)
0  0  1.09553e+07
0  1  4.73671e+06
0  2  1.29297e+07
0  3  5.22023e+06
0  4  7.27203e+06
0  5  2.88771e+06
0  6  0
0  7  0
0  8  0
0  9  0
0  10  0
0  11  1.80345e+06
0  12  1.38117e+07
0  13  3.28011e+06
0  14  663667
0  15  2.49203e+07
0  16  5.47316e+07
0  17  6.25402e+07
0  18  7.94641e+07
0  19  5.52194e+07
0  20  5.47119e+07
0  21  7.09336e+07
0  22  1.06375e+08
0  23  9.56717e+07
0  24  1.10196e+08
0  25  1.10729e+08
0  26  6.79747e+07
0  27  6.6602e+07
0  28  6.19393e+07
0  29  7.66657e+07
0  30  5.0182e+07
0  31  8.47855e+07
0  32  1.12306e+08
0  33  9.96325e+07
0  34  1.18138e+08
0  35  1.08015e+08
0  36  7.84806e+07
0  37  7.60454e+07
0  38  8.16053e+07
0  39  6.47615e+07
0  40  7.88465e+07
0  41  5.57212e+07
0  42  5.66791e+07
0  43  3.54179e+07
0  44  2.94347e+07
0  45  4.57639e+07
0  46  7.48705e+07
0  47  1.01298e+08
0  48  6.15833e+07
0  49  6.75812e+07
0  50  1.13527e+08
1  0  0
1  1  1.51039e+07
1  2  1.86987e+07
1  3  0
1  4  1.1366e+06
1  5  0
1  6  0
1  7  0
1  8  0
1  9  0
1  10  0
1  11  1.17558e+07
1  12  2.0565e+07
1  13  1.5443e+07
1  14  3.82125e+07
1  15  5.55592e+07
1  16  5.19853e+07
1  17  8.23778e+07
1  18  7.9859e+07
1  19  8.05369e+07
1  20  6.39298e+07
1  21  7.44145e+07
1  22  8.03792e+07
1  23  9.22246e+07
1  24  9.19308e+07
1  25  8.12111e+07
1  26  8.43046e+07
1  27  5.76603e+07
1  28  5.6045e+07
1  29  7.67338e+07
1  30  4.5493e+07
1  31  9.0957e+07
1  32  7.07346e+07
1  33  1.33064e+08
1  34  1.36618e+08
1  35  1.03355e+08
1  36  4.96226e+07
1  37  6.19707e+07
1  38  3.94906e+07
1  39  6.70185e+07
1  40  9.11817e+07
1  41  7.1593e+07
1  42  4.85107e+07
1  43  4.97427e+07
1  44  3.76553e+07
1  45  5.05241e+07
1  46  8.62372e+07
1  47  9.53968e+07
1  48  1.01829e+08
1  49  7.79759e+07
1  50  9.81123e+07
2  0  2.07288e+07
2  1  1.56259e+07
2  2  2.09768e+07
2  3  4.27474e+07
2  4  4.63399e+06
2  5  0
2  6  5.26943e+06
2  7  0
2  8  6.62559e+06
2  9  1.10939e+07
2  10  4.44835e+06
2  11  0
2  12  1.08088e+07
2  13  2.60275e+07
2  14  3.82598e+07
2  15  4.83628e+07
2  16  6.29734e+07
2  17  9.03828e+07
2  18  6.51584e+07
2  19  9.96475e+07
2  20  5.37686e+07
2  21  6.70429e+07
2  22  8.89036e+07
2  23  7.20806e+07
2  24  1.05513e+08
2  25  9.59244e+07
2  26  9.94233e+07
2  27  6.86635e+07
2  28  6.01044e+07
2  29  1.03279e+08
2  30  7.20981e+07
2  31  9.64552e+07
2  32  9.01791e+07
2  33  1.16014e+08
2  34  1.13932e+08
2  35  7.42701e+07
2  36  6.36921e+07
2  37  6.98717e+07
2  38  2.95053e+07
2  39  6.68713e+07
2  40  6.40037e+07
2  41  5.45729e+07
2  42  4.57874e+07
2  43  8.8001e+07
2  44  4.16726e+07
2  45  5.79162e+07
2  46  7.93913e+07
2  47  1.11373e+08
2  48  9.42177e+07
2  49  9.34056e+07
2  50  7.98843e+07
3  0  2.82425e+07
3  1  4.64855e+07
3  2  3.9636e+07
3  3  4.26687e+07
3  4  0
3  5  9.63107e+06
3  6  0
3  7  0
3  8  0
3  9  1.0485e+07
3  10  1.26669e+07
3  11  6.53373e+06
3  12  1.27697e+07
3  13  3.80552e+07
3  14  4.57206e+07
3  15  5.32938e+07
3  16  7.4413e+07
3  17  9.73451e+07
3  18  7.98059e+07
3  19  8.66768e+07
3  20  6.50037e+07
3  21  6.7342e+07
3  22  7.34313e+07
3  23  6.99535e+07
3  24  1.0386e+08
3  25  7.91973e+07
3  26  8.54601e+07
3  27  8.15423e+07
3  28  6.76328e+07
3  29  8.8842e+07
3  30  9.17267e+07
3  31  8.73076e+07
3  32  1.02441e+08
3  33  8.58499e+07
3  34  1.04672e+08
3  35  9.18864e+07
3  36  7.39838e+07
3  37  6.66628e+07
3  38  3.86174e+07
3  39  8.67911e+07
3  40  9.40977e+07
3  41  6.43805e+07
3  42  6.12621e+07
3  43  6.93565e+07
3  44  4.29045e+07
3  45  8.29172e+07
3  46  9.96504e+07
3  47  9.7009e+07
3  48  7.62357e+07
3  49  1.20206e+08
3  50  9.62131e+07
4  0  6.46852e+07
4  1  6.64233e+07
4  2  4.36898e+07
4  3  7.0582e+07
4  4  7.35863e+06
4  5  2.99683e+06
4  6  0
4  7  1.50015e+06
4  8  0
4  9  2.36761e+06
4  10  7.00892e+06
4  11  1.34707e+07
4  12  1.94446e+07
4  13  6.50143e+07
4  14  6.28392e+07
4  15  6.56474e+07
