row  column  (images_30.edf S-K*images_30.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  0
0  3  0
0  4  0
0  5  0
0  6  0
0  7  0
0  8  0
0  9  0
0  10  0
0  11  0
0  12  0
0  13  0
0  14  0
0  15  0
0  16  0
0  17  1.86986e+07
0  18  2.48855e+07
0  19  0
0  20  0
0  21  1.58912e+07
0  22  4.71661e+07
0  23  3.30134e+07
0  24  3.72306e+07
0  25  4.20961e+07
0  26  4.20008e+07
0  27  2.42787e+07
0  28  2.26955e+07
0  29  3.15534e+07
0  30  0
0  31  2.12679e+07
0  32  1.76845e+07
0  33  2.22038e+07
0  34  3.76383e+07
0  35  3.27256e+07
0  36  0
0  37  0
0  38  0
0  39  2.02162e+07
0  40  2.77637e+07
0  41  1.70326e+07
0  42  0
0  43  0
0  44  1.22822e+07
0  45  0
0  46  0
0  47  1.77896e+07
0  48  0
0  49  1.76152e+07
0  50  2.02652e+07
1  0  0
1  1  0
1  2  0
1  3  0
1  4  0
1  5  0
1  6  0
1  7  0
1  8  0
1  9  0
1  10  0
1  11  0
1  12  0
1  13  0
1  14  0
1  15  0
1  16  1.3931e+07
1  17  2.09913e+07
1  18  2.23939e+07
1  19  2.5056e+07
1  20  0
1  21  0
1  22  2.63663e+07
1  23  3.78916e+07
1  24  3.41177e+07
1  25  3.48905e+07
1  26  2.00812e+07
1  27  2.91892e+07
1  28  2.61692e+07
1  29  2.54383e+07
1  30  2.39179e+07
1  31  0
1  32  2.04094e+07
1  33  3.06718e+07
1  34  2.65857e+07
1  35  2.50823e+07
1  36  1.66343e+07
1  37  0
1  38  0
1  39  0
1  40  2.70942e+07
1  41  0
1  42  1.79341e+07
1  43  0
1  44  0
1  45  1.39974e+07
1  46  2.15742e+07
1  47  1.97945e+07
1  48  2.08651e+07
1  49  2.71844e+07
1  50  0
2  0  0
2  1  0
2  2  0
2  3  0
2  4  0
2  5  0
2  6  0
2  7  0
2  8  0
2  9  0
2  10  0
2  11  0
2  12  0
2  13  0
2  14  0
2  15  0
2  16  1.38569e+07
2  17  0
2  18  1.7171e+07
2  19  3.40612e+07
2  20  1.71166e+07
2  21  2.37612e+07
2  22  4.01203e+07
2  23  4.01526e+07
2  24  4.03316e+07
2  25  3.61669e+07
2  26  2.97421e+07
2  27  3.80665e+07
2  28  3.89736e+07
2  29  3.59658e+07
2  30  2.28174e+07
2  31  1.57184e+07
2  32  2.17011e+07
2  33  3.98807e+07
2  34  3.74522e+07
2  35  2.76275e+07
2  36  3.82055e+07
2  37  0
2  38  0
2  39  0
2  40  1.18911e+07
2  41  0
2  42  1.81515e+07
2  43  2.1801e+07
2  44  2.55766e+07
2  45  0
2  46  0
2  47  3.03539e+07
2  48  1.57358e+07
2  49  1.58905e+07
2  50  0
3  0  0
3  1  0
3  2  0
3  3  0
3  4  0
3  5  0
3  6  0
3  7  0
3  8  0
3  9  0
3  10  0
3  11  0
3  12  0
3  13  0
3  14  0
3  15  0
3  16  0
3  17  1.71058e+07
3  18  2.43658e+07
3  19  3.18034e+07
3  20  1.82644e+07
3  21  2.19142e+07
3  22  2.54819e+07
3  23  2.56003e+07
3  24  4.57308e+07
3  25  3.76678e+07
3  26  2.92427e+07
3  27  3.33888e+07
3  28  3.76123e+07
3  29  4.56299e+07
3  30  2.9655e+07
3  31  3.33732e+07
3  32  4.3481e+07
3  33  2.22569e+07
3  34  1.99795e+07
3  35  2.74417e+07
3  36  2.43755e+07
3  37  0
3  38  0
3  39  1.96769e+07
3  40  1.69159e+07
3  41  2.11308e+07
3  42  1.16641e+07
3  43  1.79435e+07
3  44  2.44322e+07
3  45  1.92485e+07
3  46  2.00585e+07
3  47  2.20954e+07
3  48  0
3  49  1.97262e+07
3  50  0
4  0  0
4  1  0
4  2  0
4  3  0
4  4  0
4  5  0
4  6  0
4  7  0
4  8  0
4  9  0
4  10  0
4  11  0
4  12  0
4  13  0
4  14  0
4  15  3.28645e+07
4  16  3.55606e+07
4  17  2.9136e+07
4  18  4.69841e+07
4  19  3.00641e+07
4  20  0
4  21  0
4  22  3.94982e+07
4  23  2.60657e+07
4  24  4.27849e+07
4  25  3.29587e+07
4  26  3.89127e+07
4  27  4.95496e+07
4  28  3.14428e+07
4  29  2.50646e+07
4  30  3.27466e+07
4  31  1.85206e+07
4  32  1.72605e+07
4  33  2.45791e+07
4  34  1.92251e+07
4  35  3.16023e+07
4  36  1.83272e+07
4  37  2.63527e+07
4  38  0
4  39  1.70681e+07
4  40  2.57459e+07
4  41  1.45382e+07
4  42  1.86673e+07
4  43  2.98904e+07
4  44  2.87421e+07
4  45  2.74165e+07
4  46  1.75488e+07
4  47  1.88907e+07
4  48  1.79211e+07
4  49  3.37333e+07
4  50  2.01747e+07
5  0  0
5  1  0
5  2  0
5  3  0
5  4  0
5  5  0
5  6  0
5  7  0
5  8  0
5  9  0
5  10  0
5  11  0
5  12  0
5  13  0
5  14  0
5  15  3.12603e+07
5  16  3.28262e+07
5  17  3.23241e+07
5  18  4.50602e+07
5  19  3.31949e+07
5  20  1.55425e+07
5  21  2.50987e+07
5  22  4.34655e+07
5  23  5.17142e+07
5  24  3.16671e+07
5  25  1.63161e+07
5  26  3.12931e+07
5  27  2.82248e+07
5  28  2.52616e+07
5  29  2.60832e+07
5  30  2.22564e+07
5  31  2.37744e+07
5  32  1.40071e+07
5  33  1.71338e+07
5  34  1.94919e+07
5  35  3.87449e+07
5  36  2.04291e+07
5  37  1.4606e+07
5  38  0
5  39  0
5  40  3.44069e+07
5  41  1.92168e+07
5  42  2.69961e+07
5  43  2.11623e+07
5  44  2.01608e+07
5  45  0
5  46  1.83746e+07
5  47  2.02666e+07
5  48  0
5  49  1.92617e+07
5  50  1.775e+07
6  0  0
6  1  0
6  2  0
6  3  0
6  4  0
6  5  0
6  6  0
6  7  0
6  8  0
6  9  0
6  10  0
6  11  0
6  12  0
6  13  0
6  14  3.43226e+07
6  15  1.49217e+07
6  16  2.66315e+07
6  17  2.4299e+07
6  18  3.70933e+07
6  19  3.17682e+07
6  20  0
6  21  2.50484e+07
6  22  4.56461e+07
6  23  4.24636e+07
6  24  4.31012e+07
6  25  3.37493e+07
6  26  4.08955e+07
6  27  4.45183e+07
6  28  4.84518e+07
6  29  3.16361e+07
6  30  2.22511e+07
6  31  2.23278e+07
6  32  1.60793e+07
6  33  1.74595e+07
6  34  2.03256e+07
6  35  4.45698e+07
6  36  2.62619e+07
6  37  1.66248e+07
6  38  1.48325e+07
6  39  0
6  40  0
6  41  3.43888e+07
6  42  3.39008e+07
6  43  3.22879e+07
6  44  1.72856e+07
6  45  2.4436e+07
6  46  2.27788e+07
6  47  0
6  48  1.82865e+07
6  49  2.61561e+07
6  50  0
7  0  1.82889e+07
7  1  0
7  2  0
7  3  0
7  4  0
7  5  0
7  6  0
7  7  0
7  8  0
7  9  0
7  10  0
7  11  0
7  12  0
7  13  1.62719e+07
7  14  2.37473e+07
7  15  4.51873e+07
7  16  3.17791e+07
7  17  2.99585e+07
7  18  2.40809e+07
7  19  3.62301e+07
7  20  1.29788e+07
7  21  3.23544e+07
7  22  5.93006e+07
7  23  5.45233e+07
7  24  3.74569e+07
7  25  2.94768e+07
7  26  4.0771e+07
7  27  4.14086e+07
7  28  5.00679e+07
7  29  3.39726e+07
7  30  3.16157e+07
7  31  2.99005e+07
7  32  3.78126e+07
7  33  1.79181e+07
7  34  2.71887e+07
