row  column  (images_30.edf Fe-K*images_30.edf Ar-K**2.3)
0  0  4.20136e+07
0  1  4.32842e+07
0  2  5.28065e+07
0  3  5.55242e+07
0  4  3.77057e+07
0  5  5.82855e+07
0  6  4.37204e+07
0  7  4.0797e+07
0  8  7.02966e+07
0  9  8.7195e+07
0  10  6.16476e+07
0  11  3.95357e+07
0  12  5.82436e+07
0  13  4.66985e+07
0  14  7.39875e+07
0  15  5.36133e+07
0  16  5.24352e+07
0  17  6.34548e+07
0  18  6.58433e+07
0  19  6.97735e+07
0  20  7.34827e+07
0  21  7.42435e+07
0  22  6.51856e+07
0  23  5.79468e+07
0  24  7.04966e+07
0  25  5.71173e+07
0  26  7.31885e+07
0  27  4.7423e+07
0  28  5.72161e+07
0  29  5.38382e+07
0  30  6.4068e+07
0  31  7.09049e+07
0  32  6.55744e+07
0  33  5.15368e+07
0  34  5.60303e+07
0  35  7.01056e+07
0  36  6.31931e+07
0  37  7.34151e+07
0  38  7.43141e+07
0  39  7.1664e+07
0  40  1.09351e+08
0  41  9.63792e+07
0  42  8.7204e+07
0  43  1.21121e+08
0  44  1.16436e+08
0  45  1.23075e+08
0  46  1.5076e+08
0  47  1.52652e+08
0  48  1.30371e+08
0  49  1.13548e+08
0  50  1.12495e+08
1  0  6.18097e+07
1  1  6.83738e+07
1  2  4.75813e+07
1  3  4.93099e+07
1  4  4.29379e+07
1  5  5.38565e+07
1  6  4.13187e+07
1  7  5.65449e+07
1  8  6.80183e+07
1  9  6.93095e+07
1  10  4.4469e+07
1  11  6.86322e+07
1  12  5.88761e+07
1  13  6.46061e+07
1  14  6.65831e+07
1  15  6.60239e+07
1  16  7.08036e+07
1  17  7.27561e+07
1  18  6.98631e+07
1  19  7.67708e+07
1  20  5.63218e+07
1  21  6.30435e+07
1  22  4.82745e+07
1  23  7.08245e+07
1  24  8.42079e+07
1  25  6.50832e+07
1  26  6.46665e+07
1  27  6.78127e+07
1  28  5.96525e+07
1  29  7.64822e+07
1  30  6.24758e+07
1  31  6.6367e+07
1  32  5.77173e+07
1  33  8.15839e+07
1  34  7.83003e+07
1  35  8.70464e+07
1  36  6.37607e+07
1  37  6.33639e+07
1  38  7.49019e+07
1  39  7.33691e+07
1  40  9.14807e+07
1  41  1.16861e+08
1  42  1.09531e+08
1  43  1.14628e+08
1  44  1.03944e+08
1  45  1.36457e+08
1  46  1.72672e+08
1  47  1.47248e+08
1  48  1.55521e+08
1  49  1.1531e+08
1  50  1.04743e+08
2  0  4.87033e+07
2  1  5.07339e+07
2  2  5.66821e+07
2  3  6.46691e+07
2  4  3.97861e+07
2  5  5.25916e+07
2  6  3.68597e+07
