row  column  (images_37.edf Mn-K*images_37.edf Ar-K**2.3)
0  0  7.58395e+06
0  1  6.06037e+06
0  2  9.54605e+06
0  3  8.08072e+06
0  4  5.06891e+06
0  5  6.86703e+06
0  6  3.36964e+06
0  7  5.22093e+06
0  8  2.70893e+06
0  9  6.67205e+06
0  10  7.12699e+06
0  11  7.46745e+06
0  12  6.98268e+06
0  13  6.82938e+06
0  14  3.55407e+06
0  15  6.14288e+06
0  16  8.83753e+06
0  17  9.67513e+06
0  18  3.26352e+06
0  19  3.27583e+06
0  20  4.41575e+06
0  21  6.49016e+06
0  22  5.87494e+06
0  23  3.73363e+06
0  24  9.00809e+06
0  25  1.84081e+06
0  26  3.88473e+06
0  27  9.21753e+06
0  28  4.64911e+06
0  29  6.97292e+06
0  30  1.11931e+07
0  31  7.24989e+06
0  32  9.52473e+06
0  33  1.03297e+07
0  34  6.27434e+06
0  35  5.42426e+06
0  36  8.90504e+06
0  37  7.49851e+06
0  38  1.15831e+07
0  39  1.03616e+07
0  40  1.0251e+07
0  41  1.31373e+07
0  42  1.31963e+07
0  43  7.69622e+06
0  44  1.02005e+07
0  45  8.30345e+06
0  46  1.3392e+07
0  47  1.04322e+07
0  48  1.42898e+07
0  49  6.55253e+06
0  50  7.94151e+06
1  0  2.96636e+06
1  1  7.45428e+06
1  2  1.09134e+07
1  3  5.30425e+06
1  4  5.72187e+06
1  5  7.88893e+06
1  6  3.13743e+06
1  7  8.94001e+06
1  8  1.02865e+07
1  9  6.41129e+06
1  10  1.0427e+07
1  11  8.10371e+06
1  12  5.51194e+06
1  13  4.02137e+06
1  14  3.15357e+06
1  15  3.38724e+06
1  16  8.39214e+06
1  17  0
1  18  5.15746e+06
1  19  6.84058e+06
1  20  5.04064e+06
1  21  5.49473e+06
1  22  5.99944e+06
1  23  6.83326e+06
1  24  8.44137e+06
1  25  5.00725e+06
1  26  6.63396e+06
1  27  5.91128e+06
1  28  3.77e+06
1  29  3.9754e+06
1  30  8.19002e+06
1  31  9.93696e+06
1  32  8.62914e+06
1  33  8.0137e+06
1  34  1.19377e+07
1  35  3.55065e+06
1  36  7.4343e+06
1  37  7.68802e+06
1  38  1.4709e+07
1  39  9.1212e+06
1  40  7.53137e+06
1  41  7.5763e+06
1  42  1.22172e+07
1  43  7.08789e+06
1  44  8.87062e+06
1  45  1.15495e+07
1  46  9.72031e+06
1  47  1.3923e+07
1  48  6.16236e+06
1  49  6.92999e+06
1  50  1.40743e+07
2  0  8.03505e+06
2  1  6.44396e+06
2  2  7.61419e+06
2  3  2.26328e+06
2  4  7.07011e+06
2  5  2.95226e+06
2  6  3.27285e+06
2  7  8.0263e+06
2  8  0
2  9  5.39879e+06
2  10  3.55329e+06
2  11  9.20026e+06
2  12  0
2  13  5.02291e+06
2  14  5.02677e+06
2  15  0
2  16  6.3636e+06
2  17  2.15329e+06
2  18  5.16346e+06
2  19  1.03668e+07
2  20  5.97964e+06
2  21  2.04158e+06
2  22  7.96612e+06
2  23  4.18531e+06
2  24  5.55076e+06
2  25  9.43314e+06
2  26  5.26247e+06
2  27  6.30226e+06
2  28  6.09164e+06
2  29  4.51612e+06
2  30  3.01357e+06
2  31  4.62808e+06
2  32  1.0471e+07
2  33  1.8596e+07
2  34  6.45127e+06
2  35  1.08869e+07
2  36  1.14883e+07
2  37  1.52746e+07
2  38  7.11782e+06
2  39  1.33888e+07
2  40  7.36508e+06
2  41  7.65099e+06
2  42  7.32485e+06
2  43  1.10102e+07
2  44  1.13934e+07
2  45  7.88727e+06
2  46  8.58815e+06
2  47  9.02967e+06
2  48  3.73137e+06
2  49  1.3031e+07
2  50  1.14197e+07
3  0  7.32196e+06
3  1  7.23274e+06
3  2  7.14048e+06
3  3  4.40253e+06
3  4  7.76535e+06
3  5  7.54719e+06
3  6  1.09282e+07
3  7  8.00257e+06
3  8  7.24853e+06
3  9  6.24771e+06
3  10  3.4003e+06
3  11  9.2891e+06
3  12  9.93525e+06
3  13  9.2858e+06
3  14  1.80541e+06
3  15  5.82671e+06
3  16  875019
3  17  6.37831e+06
3  18  7.90971e+06
3  19  5.74347e+06
3  20  4.33928e+06
3  21  6.24158e+06
3  22  4.54046e+06
3  23  4.48901e+06
3  24  7.70921e+06
3  25  4.47682e+06
3  26  5.39495e+06
3  27  2.47201e+06
3  28  8.61004e+06
3  29  1.21139e+07
3  30  8.56284e+06
3  31  7.13511e+06
3  32  9.85549e+06
3  33  1.05296e+07
3  34  5.08931e+06
3  35  7.59461e+06
3  36  4.76562e+06
3  37  8.63464e+06
3  38  7.84966e+06
3  39  1.51464e+07
3  40  5.6917e+06
3  41  2.88783e+06
3  42  1.19392e+07
3  43  1.13464e+07
3  44  1.2721e+07
3  45  1.02973e+07
3  46  1.20667e+07
3  47  7.57104e+06
3  48  1.57259e+07
3  49  1.21593e+07
3  50  1.10775e+07
4  0  0
4  1  9.05125e+06
4  2  3.43132e+06
4  3  7.24232e+06
4  4  4.93059e+06
4  5  3.44488e+06
4  6  3.44948e+06
4  7  5.6684e+06
4  8  3.71609e+06
4  9  5.99723e+06
4  10  6.0371e+06
4  11  4.89972e+06
4  12  0
4  13  8.56107e+06
4  14  5.53931e+06
4  15  4.90848e+06
4  16  1.06789e+07
4  17  4.96428e+06
4  18  5.48322e+06
4  19  2.96074e+06
4  20  1.29211e+06
4  21  8.36352e+06
4  22  7.58321e+06
4  23  4.70956e+06
4  24  6.18679e+06
4  25  7.86596e+06
4  26  9.82146e+06
4  27  9.61339e+06
4  28  7.42933e+06
4  29  7.41383e+06
4  30  7.7246e+06
4  31  9.81377e+06
4  32  1.08051e+07
4  33  1.13607e+07
4  34  6.2309e+06
4  35  9.59145e+06
4  36  5.49642e+06
4  37  4.23765e+06
4  38  5.66604e+06
4  39  1.04736e+07
4  40  1.31471e+07
4  41  6.65438e+06
4  42  5.02022e+06
4  43  1.19357e+07
4  44  1.371e+07
4  45  6.54963e+06
4  46  9.41399e+06
4  47  1.36305e+07
4  48  1.10014e+07
4  49  1.19537e+07
4  50  1.01393e+07
5  0  8.01605e+06
5  1  9.03281e+06
5  2  9.44558e+06
5  3  0
5  4  7.90243e+06
5  5  7.26362e+06
5  6  5.32622e+06
5  7  3.26147e+06
5  8  6.62211e+06
5  9  6.25179e+06
5  10  3.04286e+06
5  11  0
5  12  6.49839e+06
5  13  3.28533e+06
5  14  9.22333e+06
5  15  2.97486e+06
5  16  3.81885e+06
5  17  5.23147e+06
5  18  6.82432e+06
5  19  4.53412e+06
5  20  1.06217e+07
5  21  3.39684e+06
5  22  6.5077e+06
5  23  8.79318e+06
5  24  4.42968e+06
5  25  2.8576e+06
5  26  8.60453e+06
5  27  7.17016e+06
5  28  8.56706e+06
5  29  7.87818e+06
5  30  7.64652e+06
5  31  3.23007e+06
5  32  5.53674e+06
5  33  6.46297e+06
5  34  6.89988e+06
5  35  7.08622e+06
5  36  9.72306e+06
5  37  1.39796e+07
5  38  5.76656e+06
5  39  1.49384e+07
